ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Backscatter,DE-1588,SE-1631,DE-1631,SE-1588,Xray-La,continuum
163,47.795,5880.886,5880.886,8587.891,8542.935,2443.119,1419.339,2188.811,223.159,165.976,30.783,2.898,1.993,1835.775,100.604,70.589,71.133,33.660,0.015,0.000
164,48.178,6192.559,6192.559,8822.229,8773.825,2509.315,1457.708,2247.980,229.096,170.463,31.616,2.977,2.047,1887.537,103.323,72.497,73.056,34.570,0.007,0.000
165,48.562,6437.436,6437.436,9056.654,9004.715,2575.589,1496.077,2307.151,235.071,174.950,32.448,3.055,2.101,1939.264,106.043,74.405,74.979,35.480,0.003,0.000
166,48.945,7298.560,7298.560,9291.372,9235.606,2641.969,1534.448,2366.323,241.070,179.437,33.280,3.133,2.155,1991.148,108.762,76.314,76.902,36.390,0.001,0.000
167,49.328,7741.641,7741.641,9526.712,9466.496,2708.495,1572.819,2425.497,247.082,183.924,34.112,3.212,2.210,2043.492,111.482,78.222,78.825,37.300,0.001,0.000
168,49.711,7851.541,7851.541,9763.155,9697.386,2775.212,1611.192,2484.674,253.101,188.411,34.944,3.290,2.265,2096.733,114.202,80.130,80.748,38.210,0.000,0.000
169,50.094,8457.990,8457.990,10001.344,9928.276,2842.178,1649.567,2543.853,259.125,192.899,35.777,3.368,2.321,2151.463,116.922,82.039,82.671,39.120,0.000,0.000
170,50.478,8715.738,8715.738,10242.112,10159.166,2909.458,1687.944,2603.035,265.151,197.386,36.609,3.447,2.378,2208.447,119.642,83.947,84.594,40.031,0.000,0.000
171,50.861,9332.608,9332.608,10486.497,10390.056,2977.128,1726.323,2662.221,271.179,201.875,37.442,3.525,2.437,2268.646,122.363,85.856,86.518,40.941,0.000,0.000
172,51.244,9926.805,9926.805,10735.753,10620.946,3045.267,1764.706,2721.413,277.208,206.363,38.274,3.603,2.500,2333.233,125.083,87.765,88.441,41.851,0.000,0.000
173,51.627,10303.127,10303.127,10991.360,10851.837,3113.956,1803.094,2780.612,283.238,210.852,39.107,3.682,2.567,2403.601,127.804,89.674,90.365,42.761,0.000,0.000
174,52.010,10743.895,10743.895,11255.017,11082.727,3183.271,1841.489,2839.822,289.269,215.342,39.939,3.760,2.642,2481.366,130.526,91.584,92.289,43.672,0.000,0.000
175,52.393,11299.714,11299.714,11528.618,11313.617,3253.276,1879.892,2899.044,295.301,219.833,40.772,3.839,2.729,2568.347,133.248,93.494,94.214,44.583,0.000,0.000
176,52.776,11436.225,11436.225,11814.209,11544.507,3324.014,1918.306,2958.285,301.335,224.325,41.605,3.917,2.832,2666.532,135.971,95.404,96.139,45.494,0.000,0.000
177,53.159,11932.590,11932.590,12113.915,11775.397,3395.501,1956.736,3017.548,307.372,228.819,42.439,3.996,2.958,2778.018,138.694,97.315,98.065,46.405,0.000,0.000
178,53.541,12568.731,12568.731,12429.852,12006.287,3467.710,1995.184,3076.840,313.412,233.315,43.273,4.074,3.118,2904.920,141.420,99.228,99.992,47.317,0.000,0.000
179,53.924,12740.275,12740.275,12763.996,12237.177,3540.575,2033.656,3136.169,319.455,237.814,44.107,4.153,3.325,3049.256,144.147,101.141,101.920,48.229,0.000,0.000
180,54.307,12955.323,12955.323,13118.045,12468.068,3613.976,2072.157,3195.543,325.503,242.316,44.942,4.231,3.594,3212.806,146.876,103.056,103.850,49.142,0.000,0.000
181,54.690,13469.191,13469.191,13493.252,12698.958,3687.746,2110.695,3254.973,331.557,246.823,45.778,4.310,3.948,3396.953,149.607,104.972,105.781,50.056,0.000,0.000
182,55.072,13892.829,13892.829,13890.268,12929.848,3761.672,2149.276,3314.470,337.617,251.334,46.615,4.389,4.412,3602.511,152.342,106.891,107.715,50.971,0.000,0.000
183,55.455,14537.975,14537.975,14308.983,13160.738,3835.504,2187.907,3374.045,343.685,255.852,47.453,4.468,5.017,3829.567,155.080,108.812,109.651,51.887,0.000,0.000
184,55.838,14705.541,14705.541,14748.396,13391.628,3908.967,2226.598,3433.711,349.763,260.376,48.292,4.547,5.800,4077.332,157.822,110.737,111.590,52.805,0.000,0.000
185,56.220,14612.969,14612.969,15206.524,13622.518,3981.784,2265.357,3493.481,355.851,264.908,49.132,4.626,6.802,4344.035,160.569,112.664,113.532,53.724,0.000,0.000
186,56.603,15237.036,15237.036,15680.369,13853.408,4053.687,2304.191,3553.369,361.952,269.449,49.975,4.705,8.067,4626.876,163.322,114.595,115.478,54.645,0.000,0.000
187,56.985,15844.496,15844.496,16165.945,14084.299,4124.445,2343.109,3613.386,368.065,274.000,50.819,4.784,9.641,4922.029,166.080,116.531,117.429,55.568,0.000,0.000
188,57.368,15949.013,15949.013,16658.378,14315.189,4193.877,2382.119,3673.544,374.192,278.561,51.665,4.864,11.570,5224.733,168.845,118.471,119.383,56.493,0.000,0.000
189,57.750,16648.771,16648.771,17152.079,14546.079,4261.872,2421.227,3733.854,380.335,283.134,52.513,4.944,13.893,5529.451,171.616,120.415,121.343,57.420,0.000,0.000
190,58.132,16327.654,16327.654,17729.594,14865.584,4353.777,2475.194,3817.078,388.812,289.443,53.683,5.054,16.664,5848.539,175.441,123.099,124.047,58.700,0.000,0.000
191,58.515,17093.359,17093.359,18296.046,15185.089,4444.270,2529.280,3900.488,397.307,295.766,54.855,5.165,19.881,6157.170,179.273,125.788,126.757,59.982,0.000,0.000
192,58.897,17809.720,17809.720,18845.297,15504.594,4533.474,2583.490,3984.094,405.821,302.101,56.031,5.275,23.547,6449.063,183.113,128.482,129.472,61.267,0.000,0.000
193,59.279,18337.189,18337.189,19371.660,15824.099,4621.580,2637.830,4067.905,414.354,308.450,57.208,5.386,27.640,6718.346,186.962,131.182,132.193,62.555,0.000,0.000
194,59.662,18401.833,18401.833,19870.215,16143.604,4708.829,2692.304,4151.938,422.907,314.812,58.388,5.497,32.117,6959.884,190.818,133.888,134.920,63.845,0.000,0.000
195,60.044,19061.670,19061.670,20337.078,16463.109,4795.492,2746.919,4236.210,431.479,321.187,59.570,5.608,36.903,7169.570,194.682,136.599,137.651,65.138,0.000,0.000
196,60.426,19463.773,19463.773,20769.619,16782.614,4881.855,2801.683,4320.752,440.072,327.572,60.755,5.720,41.899,7344.552,198.552,139.315,140.388,66.433,0.000,0.000
197,60.808,20064.542,20064.542,21166.597,17102.119,4968.191,2856.609,4405.610,448.686,333.969,61.941,5.832,46.978,7483.386,202.429,142.035,143.129,67.730,0.000,0.000
198,61.190,20286.434,20286.434,21528.215,17421.624,5054.751,2911.717,4490.854,457.322,340.374,63.129,5.943,51.990,7586.085,206.312,144.759,145.875,69.029,0.000,0.000
199,61.572,21173.784,21173.784,21856.087,17741.129,5141.743,2967.036,4576.591,465.982,346.788,64.318,6.055,56.773,7654.086,210.199,147.487,148.623,70.330,0.000,0.000
200,61.954,21587.872,21587.872,22153.126,18060.634,5229.331,3022.606,4662.975,474.668,353.208,65.509,6.168,61.153,7690.116,214.091,150.218,151.375,71.632,0.000,0.000
201,62.336,22886.481,22886.481,22423.363,18380.140,5317.626,3078.484,4750.230,483.384,359.634,66.701,6.280,64.963,7697.984,217.986,152.950,154.129,72.935,0.000,0.000
202,62.718,23549.834,23549.834,22671.713,18699.645,5406.688,3134.745,4838.665,492.137,366.064,67.894,6.392,68.047,7682.311,221.883,155.685,156.884,74.239,0.000,0.000
203,63.100,24534.242,24534.242,22903.714,19019.150,5496.534,3191.487,4928.705,500.932,372.497,69.087,6.504,70.274,7648.224,225.782,158.421,159.641,75.543,0.000,0.000
204,63.482,25568.764,25568.764,23125.257,19338.655,5587.144,3248.836,5020.921,509.780,378.932,70.280,6.617,71.546,7601.031,229.683,161.158,162.399,76.848,0.000,0.000
205,63.864,26729.606,26729.606,23342.330,19658.160,5678.468,3306.943,5116.061,518.691,385.369,71.474,6.729,71.804,7545.916,233.584,163.895,165.158,78.154,0.000,0.000
206,64.246,28017.618,28017.618,23560.794,19977.665,5770.439,3365.995,5215.093,527.679,391.807,72.668,6.842,71.034,7487.658,237.486,166.633,167.917,79.459,0.000,0.000
207,64.627,29195.839,29195.839,23786.202,20297.170,5862.979,3426.205,5319.241,536.758,398.247,73.863,6.954,69.267,7430.401,241.389,169.371,170.676,80.765,0.000,0.000
208,65.009,30622.620,30622.620,24023.680,20616.675,5956.010,3487.820,5430.029,545.944,404.688,75.058,7.066,66.578,7377.490,245.292,172.110,173.436,82.071,0.000,0.000
209,65.391,32738.031,32738.031,24277.858,20936.180,6049.457,3551.112,5549.314,555.255,411.132,76.253,7.179,63.081,7331.369,249.196,174.849,176.196,83.377,0.000,0.000
210,65.773,35145.037,35145.037,24552.866,21255.685,6143.256,3616.372,5679.320,564.707,417.579,77.449,7.291,58.916,7293.554,253.101,177.589,178.957,84.684,0.000,0.000
211,66.154,36916.970,36916.970,24852.362,21575.190,6237.351,3683.904,5822.653,574.316,424.031,78.647,7.404,54.248,7264.666,257.008,180.330,181.720,85.991,0.000,0.000
212,66.536,38699.918,38699.918,25179.604,21894.695,6331.703,3754.008,5982.307,584.097,430.490,79.847,7.517,49.249,7244.520,260.917,183.074,184.484,87.299,0.000,0.000
213,66.917,41564.103,41564.103,25537.532,22214.200,6426.283,3826.967,6161.638,594.058,436.959,81.050,7.629,44.089,7232.255,264.830,185.819,187.251,88.608,0.000,0.000
214,67.299,43222.774,43222.774,25928.848,22533.705,6521.079,3903.028,6364.313,604.206,443.442,82.257,7.742,38.931,7226.500,268.747,188.567,190.020,89.919,0.000,0.000
215,67.680,45884.496,45884.496,26356.074,22853.210,6616.088,3982.382,6594.228,614.538,449.943,83.470,7.855,33.917,7225.540,272.670,191.320,192.794,91.231,0.000,0.000
216,68.062,48542.131,48542.131,26821.576,23172.716,6711.318,4065.140,6855.383,625.046,456.468,84.692,7.968,29.166,7227.500,276.599,194.077,195.572,92.546,0.000,0.000
217,68.443,50527.487,50527.487,27327.535,23492.221,6806.789,4151.316,7151.719,635.712,463.023,85.927,8.082,24.770,7230.499,280.537,196.840,198.356,93.864,0.000,0.000
218,68.825,53517.374,53517.374,27875.866,23811.726,6902.526,4240.803,7486.914,646.511,469.617,87.179,8.195,20.791,7232.799,284.485,199.610,201.148,95.184,0.000,0.000
219,69.206,56170.621,56170.621,28468.077,24131.231,6998.564,4333.358,7864.148,657.409,476.262,88.455,8.310,17.266,7232.911,288.444,202.388,203.947,96.509,0.000,0.000
220,69.587,59343.495,59343.495,29105.078,24450.736,7094.944,4428.593,8285.841,668.361,482.970,89.765,8.424,14.206,7229.679,292.417,205.176,206.756,97.838,0.000,0.000
221,69.969,61714.845,61714.845,29786.950,24770.241,7191.711,4525.972,8753.367,679.320,489.757,91.121,8.539,11.602,7222.324,296.406,207.974,209.577,99.173,0.000,0.000
222,70.350,63870.489,63870.489,30512.699,25089.746,7288.913,4624.808,9266.790,690.229,496.641,92.540,8.654,9.428,7210.463,300.412,210.785,212.409,100.513,0.000,0.000
223,70.731,65723.793,65723.793,31280.000,25409.251,7386.604,4724.287,9824.595,701.034,503.647,94.044,8.770,7.648,7194.093,304.439,213.611,215.256,101.861,0.000,0.000
224,71.112,67885.713,67885.713,32084.988,25728.756,7484.835,4823.482,10423.489,711.677,510.799,95.661,8.887,6.217,7173.555,308.487,216.451,218.119,103.215,0.000,0.000
225,71.493,69535.535,69535.535,32922.086,26048.261,7583.659,4921.389,11058.242,722.105,518.128,97.428,9.004,5.088,7149.480,312.560,219.309,220.998,104.578,0.000,0.000
226,71.874,70918.603,70918.603,33783.923,26367.766,7683.127,5016.963,11721.627,732.273,525.669,99.393,9.122,4.215,7122.728,316.659,222.185,223.897,105.949,0.000,0.000
227,72.255,71915.240,71915.240,34661.356,26687.271,7783.283,5109.167,12404.458,742.141,533.460,101.613,9.241,3.552,7094.309,320.786,225.081,226.815,107.330,0.000,0.000
228,72.636,72296.728,72296.728,35543.594,27006.776,7884.169,5197.015,13095.740,751.686,541.543,104.162,9.361,3.059,7065.324,324.943,227.997,229.754,108.721,0.000,0.000
229,73.017,72998.910,72998.910,36418.459,27326.281,7985.815,5279.627,13782.940,760.893,549.962,107.126,9.482,2.701,7036.889,329.130,230.936,232.715,110.122,0.000,0.000
230,73.398,72851.936,72851.936,37272.754,27645.786,8088.245,5356.268,14452.369,769.763,558.764,110.612,9.603,2.447,7010.083,333.349,233.896,235.698,111.534,0.000,0.000
231,73.779,71717.981,71717.981,38092.741,27965.291,8191.470,5426.391,15089.675,778.312,567.997,114.742,9.726,2.272,6985.895,337.600,236.878,238.703,112.956,0.000,0.000
232,74.160,70864.655,70864.655,38864.706,28284.797,8295.490,5489.670,15680.407,786.566,577.708,119.659,9.849,2.156,6965.192,341.882,239.882,241.731,114.388,0.000,0.000
233,74.541,69192.827,69192.827,39575.567,28604.302,8400.296,5546.015,16210.643,794.564,587.940,125.523,9.973,2.083,6948.691,346.193,242.908,244.779,115.831,0.000,0.000
234,74.922,68047.090,68047.090,40213.502,28923.807,8505.867,5595.583,16667.626,802.353,598.730,132.514,10.098,2.040,6936.946,350.533,245.952,247.847,117.283,0.000,0.000
235,75.303,65896.223,65896.223,40768.560,29243.312,8612.175,5638.770,17040.387,809.985,610.110,140.824,10.224,2.020,6930.345,354.898,249.015,250.934,118.743,0.000,0.000
236,75.683,63298.488,63298.488,41233.193,29562.817,8719.186,5676.194,17320.306,817.515,622.099,150.653,10.350,2.015,6929.116,359.286,252.094,254.036,120.212,0.000,0.000
237,76.064,60988.642,60988.642,41602.694,29882.322,8826.867,5708.663,17501.567,824.997,634.703,162.207,10.477,2.020,6933.341,363.692,255.186,257.152,121.686,0.000,0.000
238,76.445,58676.674,58676.674,41875.503,30201.827,8935.191,5737.137,17581.501,832.485,647.911,175.685,10.605,2.032,6942.973,368.114,258.289,260.279,123.166,0.000,0.000
239,76.826,55737.398,55737.398,42053.352,30521.332,9044.142,5762.679,17560.757,840.022,661.697,191.270,10.732,2.049,6957.859,372.547,261.399,263.413,124.649,0.000,0.000
240,77.206,53762.097,53762.097,42141.244,30840.837,9153.724,5786.408,17443.322,847.649,676.010,209.116,10.860,2.068,6977.765,376.986,264.513,266.551,126.134,0.000,0.000
241,77.587,51275.822,51275.822,42147.263,31160.342,9263.969,5809.443,17236.359,855.395,690.781,229.337,10.988,2.090,7002.396,381.426,267.629,269.691,127.619,0.000,0.000
242,77.967,49116.887,49116.887,42082.227,31479.847,9374.944,5832.858,16949.897,863.282,705.918,251.991,11.116,2.112,7031.427,385.864,270.743,272.829,129.104,0.000,0.000
243,78.348,46587.860,46587.860,41959.207,31799.352,9486.764,5857.637,16596.373,871.323,721.308,277.068,11.244,2.136,7064.516,390.295,273.852,275.962,130.587,0.000,0.000
244,78.728,44970.443,44970.443,41792.935,32118.857,9599.596,5884.635,16190.061,879.523,736.818,304.474,11.371,2.159,7101.329,394.717,276.954,279.088,132.066,0.000,0.000
245,79.109,43696.397,43696.397,41599.154,32438.362,9713.666,5914.555,15746.436,887.879,752.299,334.024,11.498,2.183,7141.549,399.125,280.048,282.205,133.541,0.000,0.000
246,79.489,42097.104,42097.104,41393.925,32757.867,9829.272,5947.926,15281.485,896.385,767.587,365.432,11.625,2.207,7184.890,403.518,283.130,285.311,135.011,0.000,0.000
247,79.869,40971.311,40971.311,41192.961,33077.373,9946.777,5985.093,14811.031,905.029,782.512,398.308,11.751,2.231,7231.105,407.895,286.201,288.406,136.475,0.000,0.000
248,80.250,40629.829,40629.829,41010.993,33396.878,10066.619,6026.221,14350.095,913.798,796.901,432.161,11.876,2.254,7279.984,412.253,289.259,291.488,137.934,0.000,0.000
249,80.630,40270.362,40270.362,40861.232,33716.383,10189.309,6071.302,13912.324,922.676,810.582,466.404,12.001,2.278,7331.362,416.595,292.305,294.557,139.386,0.000,0.000
250,81.010,39657.283,39657.283,40754.920,34035.888,10315.419,6120.170,13509.525,931.648,823.396,500.368,12.126,2.302,7385.104,420.920,295.340,297.616,140.834,0.000,0.000
251,81.391,39955.708,39955.708,40701.008,34355.393,10445.582,6172.522,13151.306,940.702,835.196,533.325,12.250,2.325,7441.112,425.230,298.364,300.663,142.276,0.000,0.000
252,81.771,40222.078,40222.078,40705.963,34674.898,10580.474,6227.946,12844.847,949.823,845.862,564.504,12.374,2.349,7499.307,429.528,301.380,303.701,143.713,0.000,0.000
253,82.151,40120.441,40120.441,40773.695,34994.403,10720.798,6285.943,12594.791,959.003,855.299,593.128,12.497,2.372,7559.625,433.814,304.387,306.733,145.148,0.000,0.000
254,82.531,40540.893,40540.893,40905.605,35313.908,10867.264,6345.961,12403.262,968.232,863.443,618.441,12.621,2.396,7622.006,438.094,307.390,309.758,146.580,0.000,0.000
255,82.911,41039.372,41039.372,41100.734,35633.413,11020.561,6407.418,12269.980,977.506,870.267,639.742,12.744,2.419,7686.387,442.369,310.390,312.781,148.010,0.000,0.000
256,83.291,41656.591,41656.591,41355.996,35952.918,11181.332,6469.732,12192.479,986.820,875.780,656.415,12.867,2.442,7752.690,446.644,313.389,315.804,149.440,0.000,0.000
257,83.671,42031.221,42031.221,41666.481,36272.423,11350.142,6532.343,12166.386,996.172,880.029,667.961,12.990,2.466,7820.821,450.920,316.390,318.827,150.871,0.000,0.000
258,84.051,42597.703,42597.703,42025.791,36591.928,11527.445,6594.733,12185.757,1005.562,883.095,674.020,13.114,2.489,7890.657,455.202,319.394,321.855,152.304,0.000,0.000
259,84.431,43209.378,43209.378,42426.409,36911.433,11713.551,6656.446,12243.450,1014.988,885.094,674.391,13.237,2.513,7962.050,459.492,322.404,324.888,153.739,0.000,0.000
260,84.811,43543.369,43543.369,42860.063,37230.938,11908.594,6717.099,12331.500,1024.452,886.167,669.041,13.361,2.536,8034.823,463.793,325.422,327.929,155.178,0.000,0.000
261,85.191,43913.021,43913.021,43318.084,37550.443,12112.505,6776.391,12441.503,1033.955,886.481,658.108,13.485,2.560,8108.771,468.106,328.448,330.979,156.621,0.000,0.000
262,85.571,43888.646,43888.646,43190.531,37268.742,12143.374,6729.798,12422.194,1026.931,874.065,640.251,13.394,2.542,8062.360,464.934,326.223,328.736,155.560,0.000,0.000
263,85.951,44242.288,44242.288,43070.107,36987.041,12182.129,6681.391,12408.452,1019.923,861.266,617.644,13.303,2.525,8016.545,461.766,324.000,326.496,154.500,0.000,0.000
264,86.331,44738.523,44738.523,42948.798,36705.339,12227.983,6631.124,12392.595,1012.929,848.275,590.864,13.212,2.508,7971.060,458.603,321.780,324.259,153.442,0.000,0.000
265,86.710,45014.138,45014.138,42819.286,36423.638,12279.888,6579.029,12367.732,1005.947,835.281,560.587,13.120,2.490,7925.629,455.444,319.564,322.026,152.385,0.000,0.000
266,87.090,44916.578,44916.578,42675.118,36141.937,12336.546,6525.210,12327.959,998.974,822.462,527.559,13.030,2.473,7879.979,452.289,317.350,319.795,151.329,0.000,0.000
267,87.470,44438.738,44438.738,42510.816,35860.236,12396.427,6469.828,12268.491,992.010,809.979,492.563,12.939,2.456,7833.846,449.136,315.138,317.566,150.274,0.000,0.000
268,87.850,43711.251,43711.251,42321.955,35578.534,12457.795,6413.095,12185.756,985.049,797.972,456.386,12.848,2.439,7786.983,445.986,312.927,315.338,149.220,0.000,0.000
269,88.229,43398.066,43398.066,42105.186,35296.833,12518.746,6355.253,12077.422,978.088,786.558,419.790,12.757,2.422,7739.165,442.834,310.716,313.110,148.166,0.000,0.000
270,88.609,43137.204,43137.204,41858.231,35015.132,12577.256,6296.567,11942.379,971.124,775.825,383.482,12.666,2.404,7690.193,439.682,308.504,310.881,147.111,0.000,0.000
271,88.988,42720.155,42720.155,41579.835,34733.430,12631.234,6237.308,11780.674,964.152,765.833,348.096,12.575,2.387,7639.900,436.525,306.289,308.649,146.055,0.000,0.000
272,89.368,42164.384,42164.384,41269.698,34451.729,12678.583,6177.744,11593.407,957.168,756.615,314.175,12.484,2.370,7588.152,433.363,304.071,306.414,144.997,0.000,0.000
273,89.747,41142.785,41142.785,40928.382,34170.028,12717.258,6118.128,11382.593,950.169,748.175,282.157,12.393,2.352,7534.849,430.195,301.848,304.173,143.937,0.000,0.000
274,90.127,40258.734,40258.734,40557.198,33888.326,12745.336,6058.690,11151.002,943.151,740.492,252.378,12.302,2.335,7479.924,427.017,299.618,301.926,142.873,0.000,0.000
275,90.506,39418.925,39418.925,40158.088,33606.625,12761.072,5999.631,10901.976,936.110,733.522,225.066,12.210,2.318,7423.343,423.829,297.381,299.672,141.807,0.000,0.000
276,90.886,38085.115,38085.115,39733.500,33324.924,12762.959,5941.116,10639.251,929.042,727.202,200.350,12.118,2.300,7365.100,420.629,295.136,297.410,140.736,0.000,0.000
277,91.265,37745.119,37745.119,39286.264,33043.222,12749.779,5883.275,10366.773,921.946,721.450,178.270,12.025,2.283,7305.216,417.416,292.882,295.138,139.661,0.000,0.000
278,91.644,36641.465,36641.465,38819.473,32761.521,12720.637,5826.204,10088.523,914.819,716.176,158.787,11.932,2.265,7243.737,414.190,290.618,292.857,138.582,0.000,0.000
279,92.024,35581.789,35581.789,38336.374,32479.820,12674.998,5769.961,9808.368,907.659,711.277,141.799,11.839,2.247,7180.727,410.948,288.343,290.565,137.497,0.000,0.000
280,92.403,34433.987,34433.987,37840.267,32198.118,12612.698,5714.573,9529.923,900.464,706.650,127.154,11.745,2.229,7116.269,407.690,286.057,288.261,136.407,0.000,0.000
281,92.782,33600.077,33600.077,37334.422,31916.417,12533.945,5660.038,9256.449,893.234,702.188,114.666,11.651,2.211,7050.459,404.417,283.761,285.947,135.312,0.000,0.000
282,93.161,32452.511,32452.511,36822.007,31634.716,12439.315,5606.331,8990.769,885.968,697.789,104.125,11.556,2.193,6983.406,401.127,281.452,283.621,134.211,0.000,0.000
283,93.541,31727.719,31727.719,36306.029,31353.014,12329.719,5553.407,8735.224,878.665,693.355,95.314,11.460,2.175,6915.226,397.821,279.132,281.283,133.105,0.000,0.000
284,93.920,30766.787,30766.787,35789.288,31071.313,12206.372,5501.207,8491.642,871.327,688.798,88.011,11.365,2.157,6846.043,394.498,276.801,278.934,131.993,0.000,0.000
285,94.299,29538.788,29538.788,35274.348,30789.612,12070.744,5449.661,8261.345,863.952,684.039,82.005,11.269,2.139,6775.988,391.159,274.458,276.573,130.876,0.000,0.000
286,94.678,29073.726,29073.726,34763.511,30507.910,11924.505,5398.694,8045.169,856.543,679.014,77.096,11.172,2.121,6705.193,387.805,272.105,274.201,129.754,0.000,0.000
287,95.057,28293.858,28293.858,34258.805,30226.209,11769.468,5348.231,7843.501,849.101,673.671,73.104,11.075,2.102,6633.795,384.435,269.740,271.819,128.626,0.000,0.000
288,95.436,27016.851,27016.851,33761.974,29944.508,11607.522,5298.194,7656.336,841.626,667.971,69.864,10.977,2.084,6561.929,381.051,267.366,269.426,127.494,0.000,0.000
289,95.815,26627.519,26627.519,33274.481,29662.807,11440.570,5248.511,7483.327,834.120,661.892,67.236,10.879,2.065,6489.733,377.653,264.981,267.023,126.357,0.000,0.000
290,96.194,25847.676,25847.676,32797.509,29381.105,11270.473,5199.115,7323.860,826.584,655.426,65.096,10.781,2.046,6417.340,374.241,262.587,264.610,125.215,0.000,0.000
291,96.573,25299.579,25299.579,32331.970,29099.404,11098.994,5149.945,7177.109,819.021,648.575,63.343,10.683,2.028,6344.881,370.816,260.185,262.189,124.070,0.000,0.000
292,96.952,24380.460,24380.460,31878.517,28817.703,10927.751,5100.947,7042.101,811.432,641.356,61.891,10.584,2.009,6272.481,367.380,257.774,259.760,122.920,0.000,0.000
293,97.331,24116.280,24116.280,31437.556,28536.001,10758.182,5052.076,6917.772,803.818,633.797,60.671,10.484,1.990,6200.258,363.933,255.355,257.323,121.767,0.000,0.000
294,97.709,23505.386,23505.386,31009.265,28254.300,10591.514,5003.291,6803.017,796.182,625.932,59.628,10.385,1.971,6128.322,360.476,252.929,254.878,120.610,0.000,0.000
295,98.088,23103.642,23103.642,30593.609,27972.599,10428.752,4954.561,6696.729,788.526,617.805,58.716,10.285,1.952,6056.772,357.010,250.497,252.427,119.450,0.000,0.000
296,98.467,23134.381,23134.381,30190.365,27690.897,10270.664,4905.859,6597.837,780.850,609.463,57.903,10.185,1.933,5985.695,353.534,248.059,249.970,118.287,0.000,0.000
297,98.846,22651.653,22651.653,29799.141,27409.196,10117.791,4857.165,6505.327,773.157,600.955,57.162,10.084,1.914,5915.167,350.051,245.615,247.507,117.122,0.000,0.000
298,99.224,22600.402,22600.402,29419.403,27127.495,9970.448,4808.463,6418.265,765.448,592.335,56.472,9.984,1.895,5845.249,346.561,243.166,245.039,115.954,0.000,0.000
299,99.603,22049.972,22049.972,29050.492,26845.793,9828.749,4759.742,6335.807,757.724,583.652,55.819,9.883,1.876,5775.989,343.064,240.712,242.567,114.784,0.000,0.000
300,99.982,21581.571,21581.571,28691.654,26564.092,9692.621,4710.994,6257.203,749.988,574.955,55.193,9.782,1.857,5707.422,339.561,238.255,240.090,113.612,0.000,0.000
