ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Backscatter,DE-1588,SE-1631,DE-1631,SE-1588,Xray-La,continuum
3961,1506.576,590.301,590.301,484.691,363.714,180.859,269.240,0.000,34.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3962,1506.993,604.196,604.196,484.836,363.584,180.947,269.241,0.000,34.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3963,1507.409,621.491,621.491,484.982,363.453,181.038,269.243,0.000,34.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3964,1507.826,626.242,626.242,485.132,363.323,181.131,269.245,0.000,34.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3965,1508.242,631.422,631.422,485.284,363.192,181.227,269.247,0.000,34.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3966,1508.658,518.410,518.410,485.439,363.061,181.326,269.249,0.000,34.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3967,1509.075,593.705,593.705,485.597,362.931,181.428,269.251,0.000,34.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3968,1509.491,632.732,632.732,485.758,362.800,181.532,269.254,0.000,34.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3969,1509.908,618.423,618.423,485.923,362.670,181.640,269.257,0.000,35.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3970,1510.324,631.428,631.428,486.090,362.539,181.751,269.260,0.000,35.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3971,1510.741,565.705,565.705,486.261,362.408,181.865,269.264,0.000,35.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3972,1511.157,575.272,575.272,486.436,362.278,181.983,269.268,0.000,35.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3973,1511.574,564.720,564.720,486.615,362.147,182.104,269.271,0.000,35.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3974,1511.991,605.554,605.554,486.797,362.017,182.229,269.276,0.000,35.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3975,1512.407,569.757,569.757,486.983,361.886,182.357,269.280,0.000,35.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3976,1512.824,582.212,582.212,487.173,361.756,182.489,269.285,0.000,35.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3977,1513.240,623.204,623.204,487.368,361.625,182.625,269.290,0.000,35.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3978,1513.657,542.567,542.567,487.567,361.494,182.765,269.295,0.000,35.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3979,1514.073,625.028,625.028,487.770,361.364,182.909,269.301,0.000,35.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3980,1514.490,593.301,593.301,487.977,361.233,183.057,269.307,0.000,35.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3981,1514.907,572.673,572.673,488.190,361.103,183.210,269.313,0.000,35.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3982,1515.323,613.247,613.247,488.407,360.972,183.367,269.319,0.000,35.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3983,1515.740,597.688,597.688,488.628,360.841,183.528,269.326,0.000,35.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3984,1516.157,561.192,561.192,488.855,360.711,183.693,269.333,0.000,35.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3985,1516.573,571.852,571.852,489.087,360.580,183.864,269.340,0.000,35.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3986,1516.990,529.739,529.739,489.324,360.450,184.038,269.347,0.000,35.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3987,1517.407,556.454,556.454,489.566,360.319,184.218,269.355,0.000,35.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3988,1517.824,617.585,617.585,489.814,360.188,184.402,269.363,0.000,36.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3989,1518.240,576.509,576.509,490.067,360.058,184.592,269.372,0.000,36.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3990,1518.657,560.741,560.741,490.326,359.927,184.786,269.381,0.000,36.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3991,1519.074,584.037,584.037,490.590,359.797,184.985,269.390,0.000,36.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3992,1519.491,581.255,581.255,490.860,359.666,185.189,269.399,0.000,36.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3993,1519.907,572.413,572.413,491.136,359.536,185.399,269.409,0.000,36.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3994,1520.324,555.937,555.937,491.418,359.405,185.613,269.419,0.000,36.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3995,1520.741,560.606,560.606,491.706,359.274,185.833,269.430,0.000,36.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3996,1521.158,580.571,580.571,492.001,359.144,186.059,269.441,0.000,36.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3997,1521.575,592.166,592.166,492.301,359.013,186.289,269.452,0.000,36.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3998,1521.991,602.104,602.104,492.608,358.883,186.526,269.464,0.000,36.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3999,1522.408,563.220,563.220,492.921,358.752,186.767,269.475,0.000,36.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4000,1522.825,529.639,529.639,493.241,358.621,187.014,269.488,0.000,36.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4001,1523.242,525.599,525.599,493.567,358.491,187.267,269.501,0.000,36.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4002,1523.659,542.470,542.470,493.900,358.360,187.526,269.514,0.000,36.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4003,1524.076,565.236,565.236,494.239,358.230,187.790,269.527,0.000,36.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4004,1524.493,530.666,530.666,494.586,358.099,188.060,269.541,0.000,36.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4005,1524.909,501.942,501.942,494.939,357.968,188.336,269.555,0.000,37.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4006,1525.326,578.973,578.973,495.299,357.838,188.617,269.570,0.000,37.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4007,1525.743,528.545,528.545,495.666,357.707,188.904,269.585,0.000,37.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4008,1526.160,557.868,557.868,496.040,357.577,189.198,269.601,0.000,37.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4009,1526.577,518.081,518.081,496.421,357.446,189.497,269.617,0.000,37.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4010,1526.994,545.739,545.739,496.810,357.316,189.802,269.633,0.000,37.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4011,1527.411,513.714,513.714,497.206,357.185,190.112,269.650,0.000,37.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4012,1527.828,540.117,540.117,497.608,357.054,190.429,269.667,0.000,37.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4013,1528.245,544.261,544.261,498.019,356.924,190.752,269.685,0.000,37.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4014,1528.662,503.394,503.394,498.436,356.793,191.081,269.703,0.000,37.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4015,1529.079,505.865,505.865,498.861,356.663,191.416,269.722,0.000,37.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4016,1529.496,533.810,533.810,499.294,356.532,191.757,269.741,0.000,37.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4017,1529.913,530.166,530.166,499.734,356.401,192.103,269.761,0.000,37.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4018,1530.330,541.165,541.165,500.181,356.271,192.456,269.781,0.000,37.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4019,1530.747,474.804,474.804,500.636,356.140,192.815,269.801,0.000,38.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4020,1531.164,536.109,536.109,501.099,356.010,193.180,269.823,0.000,38.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4021,1531.582,484.895,484.895,501.569,355.879,193.550,269.844,0.000,38.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4022,1531.999,514.015,514.015,502.047,355.748,193.927,269.866,0.000,38.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4023,1532.416,555.223,555.223,502.532,355.618,194.310,269.889,0.000,38.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4024,1532.833,501.552,501.552,503.025,355.487,194.698,269.912,0.000,38.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4025,1533.250,461.296,461.296,503.526,355.357,195.093,269.936,0.000,38.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4026,1533.667,474.375,474.375,504.035,355.226,195.493,269.960,0.000,38.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4027,1534.084,516.030,516.030,504.551,355.096,195.899,269.985,0.000,38.666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4028,1534.501,512.449,512.449,505.074,354.965,196.311,270.011,0.000,38.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4029,1534.919,558.597,558.597,505.606,354.834,196.729,270.037,0.000,38.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4030,1535.336,501.344,501.344,506.145,354.704,197.152,270.063,0.000,38.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4031,1535.753,463.993,463.993,506.692,354.573,197.581,270.091,0.000,39.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4032,1536.170,511.671,511.671,507.246,354.443,198.016,270.118,0.000,39.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4033,1536.587,461.896,461.896,507.808,354.312,198.457,270.147,0.000,39.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4034,1537.005,529.887,529.887,508.378,354.181,198.903,270.176,0.000,39.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4035,1537.422,518.322,518.322,508.955,354.051,199.354,270.205,0.000,39.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4036,1537.839,479.813,479.813,509.540,353.920,199.811,270.235,0.000,39.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4037,1538.256,516.688,516.688,510.132,353.790,200.273,270.266,0.000,39.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4038,1538.674,519.012,519.012,510.731,353.659,200.741,270.298,0.000,39.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4039,1539.091,485.587,485.587,511.339,353.529,201.214,270.330,0.000,39.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4040,1539.508,472.838,472.838,511.953,353.398,201.692,270.363,0.000,39.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4041,1539.925,461.051,461.051,512.575,353.267,202.175,270.396,0.000,40.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4042,1540.343,520.185,520.185,513.204,353.137,202.663,270.430,0.000,40.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4043,1540.760,461.435,461.435,513.841,353.006,203.156,270.465,0.000,40.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4044,1541.177,473.651,473.651,514.484,352.876,203.654,270.500,0.000,40.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4045,1541.595,494.822,494.822,515.135,352.745,204.156,270.537,0.000,40.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4046,1542.012,436.718,436.718,515.793,352.614,204.664,270.573,0.000,40.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4047,1542.429,521.539,521.539,516.458,352.484,205.176,270.611,0.000,40.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4048,1542.847,484.731,484.731,517.130,352.353,205.692,270.649,0.000,40.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4049,1543.264,470.240,470.240,517.808,352.223,206.213,270.688,0.000,40.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4050,1543.681,457.877,457.877,518.494,352.092,206.738,270.728,0.000,41.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4051,1544.099,457.070,457.070,519.186,351.961,207.267,270.768,0.000,41.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4052,1544.516,512.175,512.175,519.884,351.831,207.800,270.809,0.000,41.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4053,1544.934,490.179,490.179,520.589,351.700,208.337,270.851,0.000,41.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4054,1545.351,505.231,505.231,521.301,351.570,208.878,270.894,0.000,41.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4055,1545.769,481.373,481.373,522.019,351.439,209.423,270.938,0.000,41.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4056,1546.186,481.632,481.632,522.743,351.309,209.972,270.982,0.000,41.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4057,1546.603,492.243,492.243,523.473,351.178,210.523,271.027,0.000,41.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4058,1547.021,498.825,498.825,524.209,351.047,211.078,271.072,0.000,42.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4059,1547.438,487.953,487.953,524.951,350.917,211.637,271.119,0.000,42.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4060,1547.856,498.107,498.107,525.699,350.786,212.198,271.166,0.000,42.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4061,1548.273,507.540,507.540,526.453,350.656,212.763,271.214,0.000,42.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4062,1548.691,498.437,498.437,527.212,350.525,213.330,271.263,0.000,42.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4063,1549.108,456.349,456.349,527.976,350.394,213.900,271.313,0.000,42.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4064,1549.526,462.290,462.290,528.746,350.264,214.472,271.364,0.000,42.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4065,1549.943,488.867,488.867,529.521,350.133,215.047,271.415,0.000,43.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4066,1550.361,496.689,496.689,530.300,350.003,215.624,271.467,0.000,43.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4067,1550.778,462.685,462.685,531.085,349.872,216.203,271.520,0.000,43.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4068,1551.196,479.109,479.109,531.874,349.741,216.784,271.574,0.000,43.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4069,1551.614,500.315,500.315,532.668,349.611,217.367,271.629,0.000,43.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4070,1552.031,451.563,451.563,533.467,349.480,217.951,271.685,0.000,43.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4071,1552.449,486.975,486.975,534.269,349.350,218.537,271.741,0.000,43.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4072,1552.866,500.432,500.432,535.076,349.219,219.125,271.799,0.000,44.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4073,1553.284,443.120,443.120,535.887,349.089,219.713,271.857,0.000,44.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4074,1553.702,477.098,477.098,536.701,348.958,220.302,271.916,0.000,44.483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4075,1554.119,502.000,502.000,537.519,348.827,220.892,271.976,0.000,44.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4076,1554.537,499.767,499.767,538.341,348.697,221.483,272.037,0.000,44.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4077,1554.955,454.812,454.812,539.166,348.566,222.075,272.099,0.000,44.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4078,1555.372,471.135,471.135,539.994,348.436,222.666,272.161,0.000,45.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4079,1555.790,479.622,479.622,540.825,348.305,223.258,272.225,0.000,45.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4080,1556.208,483.751,483.751,541.658,348.174,223.850,272.289,0.000,45.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4081,1556.625,440.026,440.026,542.494,348.044,224.441,272.355,0.000,45.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4082,1557.043,475.568,475.568,543.333,347.913,225.032,272.421,0.000,45.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4083,1557.461,482.096,482.096,544.174,347.783,225.623,272.488,0.000,46.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4084,1557.878,460.627,460.627,545.017,347.652,226.212,272.557,0.000,46.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4085,1558.296,431.085,431.085,545.861,347.521,226.801,272.626,0.000,46.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4086,1558.714,493.598,493.598,546.707,347.391,227.389,272.696,0.000,46.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4087,1559.132,452.184,452.184,547.555,347.260,227.975,272.767,0.000,46.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4088,1559.549,451.721,451.721,548.404,347.130,228.560,272.839,0.000,47.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4089,1559.967,460.143,460.143,549.254,346.999,229.143,272.911,0.000,47.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4090,1560.385,491.884,491.884,550.105,346.869,229.724,272.985,0.000,47.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4091,1560.803,461.362,461.362,550.956,346.738,230.304,273.060,0.000,47.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4092,1561.220,455.867,455.867,551.808,346.607,230.881,273.136,0.000,47.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4093,1561.638,488.991,488.991,552.660,346.477,231.455,273.213,0.000,47.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4094,1562.056,459.433,459.433,553.512,346.346,232.027,273.290,0.000,48.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4095,1562.474,452.323,452.323,554.363,346.216,232.596,273.369,0.000,48.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4096,1562.892,453.193,453.193,555.215,346.085,233.163,273.448,0.000,48.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4097,1563.309,420.663,420.663,556.065,345.954,233.725,273.529,0.000,48.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4098,1563.727,437.092,437.092,556.915,345.824,234.285,273.610,0.000,49.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4099,1564.145,463.670,463.670,557.764,345.693,234.841,273.693,0.000,49.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4100,1564.563,463.424,463.424,558.611,345.563,235.393,273.776,0.000,49.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4101,1564.981,421.189,421.189,559.457,345.432,235.941,273.861,0.000,49.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4102,1565.399,456.013,456.013,560.301,345.302,236.485,273.946,0.000,49.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4103,1565.817,465.240,465.240,561.144,345.171,237.025,274.033,0.000,50.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4104,1566.234,500.194,500.194,561.984,345.040,237.560,274.120,0.000,50.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4105,1566.652,456.354,456.354,562.821,344.910,238.091,274.209,0.000,50.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4106,1567.070,457.084,457.084,563.656,344.779,238.616,274.298,0.000,50.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4107,1567.488,461.316,461.316,564.488,344.649,239.137,274.388,0.000,50.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4108,1567.906,511.897,511.897,565.317,344.518,239.652,274.480,0.000,51.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4109,1568.324,475.007,475.007,566.142,344.387,240.162,274.572,0.000,51.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4110,1568.742,501.808,501.808,566.964,344.257,240.665,274.665,0.000,51.634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4111,1569.160,477.399,477.399,567.783,344.126,241.164,274.760,0.000,51.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4112,1569.578,489.338,489.338,568.597,343.996,241.656,274.855,0.000,52.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4113,1569.996,479.103,479.103,569.407,343.865,242.141,274.951,0.000,52.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4114,1570.414,430.015,430.015,570.212,343.734,242.621,275.048,0.000,52.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4115,1570.832,468.131,468.131,571.013,343.604,243.093,275.147,0.000,52.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4116,1571.250,457.117,457.117,571.809,343.473,243.559,275.246,0.000,53.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4117,1571.668,458.857,458.857,572.599,343.343,244.018,275.346,0.000,53.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4118,1572.086,451.795,451.795,573.385,343.212,244.470,275.447,0.000,53.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4119,1572.504,496.042,496.042,574.164,343.082,244.915,275.549,0.000,53.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4120,1572.922,496.011,496.011,574.938,342.951,245.352,275.652,0.000,53.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4121,1573.340,490.996,490.996,575.706,342.820,245.781,275.756,0.000,54.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4122,1573.758,459.854,459.854,576.467,342.690,246.202,275.861,0.000,54.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4123,1574.176,470.756,470.756,577.222,342.559,246.615,275.967,0.000,54.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4124,1574.594,472.137,472.137,577.970,342.429,247.021,276.074,0.000,54.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4125,1575.012,500.686,500.686,578.710,342.298,247.417,276.182,0.000,55.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
