call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,49,40,1470,0,35,0,6.5080267013550216E-09,65.080267013550213,-572694.05257049378,4.130543622310483E-10,0.063468449222104012,6.9606542751898814E-08,0
2,49,40,1470,0,35,0,6.5080267013550216E-09,65.080267013550213,-572694.05257049378,4.130543622310483E-10,0.063468449222104012,6.9606542751898814E-08,0
3,49,40,1470,0,35,0,6.4787377202243108E-09,64.7873772022431,-511463.55865000782,5.9373777607454626E-09,0.91644051930225312,3.7676990416457556E-08,0
4,49,40,1470,0,35,0,6.4781665607437381E-09,64.781665607437375,-506808.70690078405,5.8925237312840971E-10,0.09095974418119307,7.1903123455285822E-08,0
5,50,40,1500,0,36,0,6.5080267013550216E-09,65.080267013550213,-569331.82774909982,-2.033258218235011E-15,-3.1242315244522136E-07,4.7471360176132293E-10,0
6,50,42,1500,0,36,0,6.478332999410238E-09,64.783329994102374,-482169.05382451747,-2.075284216333194E-15,-3.2034231900739276E-07,4.1740989331628953E-08,0
7,50,41,1500,0,37,0,6.4776596415196038E-09,64.776596415196039,-485003.52112960961,-1.7855433970428433E-15,-2.7564637474900888E-07,3.8335670637934527E-08,0
8,49,39,1470,0,35,0,6.5080267013550216E-09,65.080267013550213,-573407.08916560828,-2.61399904066261E-11,-0.0040165770065423287,4.72397232442745E-10,0
9,49,40,1470,0,36,0,6.4782930728476063E-09,64.78293072847606,-513476.5931681295,-1.9468856538249989E-11,-0.0030052447950910987,3.7694853460834565E-08,0
10,49,40,1470,0,36,0,6.4776248973977764E-09,64.776248973977758,-508598.50129319413,-1.9229809075710789E-11,-0.0029686512232957305,1.077650324532442E-08,0
11,49,39,1470,0,35,0,6.5080267013550216E-09,65.080267013550213,-573450.84960350709,-2.7801865146971985E-11,-0.0042719347081325619,1.0630856195348315E-09,0
12,49,39,1470,0,35,0,6.4840282846740252E-09,64.840282846740251,-514716.58659448387,-2.0273687176519555E-11,-0.0031267117116745868,8.8445517576474231E-10,0
13,49,40,1470,0,36,0,6.4825442589701554E-09,64.825442589701552,-509552.9775358676,-1.9875116228114633E-11,-0.0030659437767220242,2.5129679670499172E-08,0
14,49,39,1470,0,35,0,6.5080267013550216E-09,65.080267013550213,-573417.55967043887,-2.8671046638290003E-11,-0.0044054900131741117,2.9154811898024491E-09,0
15,49,39,1470,0,35,0,6.4848708448412344E-09,64.848708448412339,-515120.32622327626,-2.0793788429782085E-11,-0.0032065077204002771,1.5049437251946074E-09,0
16,49,39,1470,0,35,0,6.482448081792329E-09,64.824480817923288,-509919.48953477,5.2169666297998026E-09,0.8047834034264052,7.447127359228034E-10,0
17,40,38,1200,0,34,0,6.5080267013550216E-09,65.080267013550213,-573416.27365947759,-2.5382749442912468E-07,-39.002220807772012,7.560174708487466E-12,0
18,40,38,1200,0,34,0,6.4848687346709339E-09,64.84868734670934,-515124.54367704055,-1.9019506451874689E-08,-2.9329053879206715,4.89563944938709E-11,0
19,40,38,1200,0,34,0,6.4824460808018391E-09,64.824460808018387,-509919.00806909788,4.6419730017851525E-09,0.7160835499322763,5.0405901674821507E-11,0
20,38,37,1140,0,33,0,6.5080267013550216E-09,65.080267013550213,-573395.42992249108,-4.35914651904859E-05,-6698.1079197800191,3.1548097467748448E-11,0
21,38,37,1140,0,33,0,6.4848205411487147E-09,64.848205411487143,-514978.61842517176,-1.8874389191898214E-05,-2910.5491928624479,1.0032863428932615E-11,0
22,38,37,1140,0,33,0,6.4823891475020532E-09,64.823891475020531,-509767.22193711344,-1.6931762549390796E-05,-2611.9632999687069,6.4034111346700229E-11,0
