ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
223,67.872,1653.057,2000.018,704.643,374.126,266.193,330.339,40.248,16.720,2.606,4.407,0.284,2.929,913.862,48.297
224,68.207,1709.128,2086.494,711.492,376.693,269.115,341.174,40.595,16.895,2.634,4.559,0.287,2.757,981.504,50.271
225,68.543,1844.984,2179.330,718.341,379.352,272.158,352.861,40.954,17.074,2.663,4.716,0.291,2.577,1054.350,52.328
226,68.879,1925.911,2277.438,725.191,382.084,275.293,365.412,41.320,17.255,2.692,4.877,0.294,2.393,1131.355,54.457
227,69.214,1894.253,2379.907,732.040,384.882,278.499,378.859,41.689,17.440,2.721,5.043,0.297,2.206,1211.612,56.651
228,69.550,2047.622,2486.646,738.890,387.758,281.782,393.279,42.063,17.629,2.751,5.215,0.300,2.020,1294.934,58.908
229,69.886,2095.439,2597.579,745.740,390.725,285.146,408.755,42.440,17.823,2.781,5.394,0.304,1.837,1381.137,61.230
230,70.222,2206.847,2712.620,752.590,393.796,288.595,425.378,42.821,18.025,2.811,5.579,0.307,1.660,1470.019,63.621
231,70.557,2296.328,2830.334,759.440,396.969,292.107,443.057,43.205,18.235,2.842,5.774,0.310,1.490,1560.264,66.075
232,70.893,2475.549,2947.829,766.290,400.221,295.632,461.499,43.588,18.451,2.873,5.977,0.314,1.328,1649.359,68.580
233,71.229,2545.594,3063.200,773.140,403.549,299.141,480.555,43.968,18.676,2.904,6.190,0.317,1.177,1735.585,71.131
234,71.565,2795.368,3175.240,779.990,406.962,302.621,500.171,44.346,18.910,2.936,6.414,0.321,1.037,1817.784,73.731
235,71.901,2886.039,3282.755,786.840,410.474,306.064,520.295,44.721,19.153,2.969,6.651,0.324,0.908,1894.804,76.385
236,72.236,2994.519,3384.571,793.691,414.093,309.457,540.871,45.094,19.407,3.002,6.901,0.328,0.791,1965.523,79.097
237,72.572,3169.522,3479.460,800.541,417.805,312.776,561.799,45.463,19.672,3.035,7.167,0.331,0.685,2028.861,81.858
238,72.908,3193.008,3566.238,807.391,421.584,315.991,582.959,45.825,19.948,3.068,7.450,0.335,0.591,2083.825,84.655
239,73.244,3613.229,3643.972,814.241,425.430,319.090,604.293,46.179,20.234,3.102,7.750,0.339,0.508,2129.552,87.487
240,73.580,3723.936,3711.933,821.091,429.353,322.067,625.769,46.527,20.533,3.137,8.070,0.343,0.435,2165.333,90.359
241,73.916,3853.081,3769.591,827.942,433.365,324.922,647.379,46.870,20.844,3.172,8.413,0.346,0.372,2190.620,93.281
242,74.252,4084.640,3816.463,834.792,437.471,327.651,669.005,47.208,21.170,3.207,8.779,0.350,0.317,2205.041,96.256
243,74.588,4096.862,3851.814,841.642,441.648,330.238,690.150,47.539,21.510,3.242,9.172,0.354,0.271,2208.404,99.278
244,74.924,4274.308,3875.088,848.492,445.878,332.672,710.287,47.864,21.863,3.278,9.593,0.358,0.232,2200.715,102.340
245,75.260,4356.197,3886.319,855.342,450.165,334.958,729.209,48.182,22.231,3.314,10.044,0.362,0.200,2182.197,105.448
246,75.596,4532.568,3885.789,862.193,454.520,337.108,746.734,48.496,22.616,3.350,10.529,0.366,0.173,2153.275,108.614
247,75.932,4575.123,3873.996,869.043,458.956,339.138,762.698,48.807,23.018,3.387,11.052,0.370,0.151,2114.561,111.851
248,76.268,4643.497,3851.583,875.893,463.472,341.058,776.944,49.117,23.440,3.423,11.615,0.374,0.133,2066.831,115.168
249,76.604,4592.313,3819.296,882.743,468.048,342.869,789.327,49.424,23.880,3.460,12.221,0.378,0.119,2010.995,118.565
250,76.940,4565.608,3778.082,889.593,472.678,344.580,799.731,49.729,24.340,3.497,12.874,0.382,0.108,1948.104,122.049
251,77.276,4574.349,3729.078,896.444,477.368,346.214,808.076,50.034,24.822,3.534,13.580,0.386,0.100,1879.319,125.637
252,77.612,4674.832,3673.548,903.294,482.132,347.794,814.315,50.340,25.327,3.571,14.342,0.390,0.093,1805.884,129.352
253,77.948,4469.348,3591.661,888.956,479.027,343.718,813.916,49.791,25.487,3.524,15.109,0.385,0.086,1728.220,132.389
254,78.285,4346.018,3505.940,874.618,475.979,339.607,811.405,49.242,25.671,3.477,15.940,0.380,0.081,1648.560,135.589
255,78.621,4253.240,3417.686,860.280,472.975,335.471,806.813,48.693,25.873,3.429,16.834,0.375,0.076,1568.175,138.963
256,78.957,4214.132,3328.268,845.942,470.019,331.326,800.213,48.144,26.092,3.381,17.793,0.370,0.072,1488.315,142.534
257,79.293,4061.651,3239.078,831.604,467.130,327.198,791.717,47.597,26.330,3.333,18.823,0.365,0.069,1410.179,146.330
258,79.629,3900.798,3151.479,817.266,464.329,323.112,781.470,47.053,26.586,3.284,19.928,0.360,0.066,1334.895,150.387
259,79.965,3726.579,3066.753,802.928,461.642,319.094,769.646,46.515,26.862,3.234,21.108,0.354,0.064,1263.485,154.741
260,80.302,3631.134,2985.864,788.590,459.067,315.142,756.428,45.981,27.149,3.185,22.335,0.349,0.061,1196.745,159.414
261,80.638,3383.497,2909.657,774.252,456.603,311.253,742.021,45.452,27.439,3.135,23.572,0.344,0.059,1135.340,164.432
262,80.974,3185.203,2839.039,759.914,454.269,307.436,726.659,44.927,27.728,3.084,24.801,0.338,0.058,1079.896,169.834
263,81.311,3096.685,2774.861,745.576,452.089,303.704,710.600,44.409,28.014,3.034,26.011,0.333,0.056,1030.938,175.666
264,81.647,2820.208,2717.888,731.238,450.094,300.068,694.111,43.899,28.293,2.983,27.185,0.327,0.054,988.888,181.977
265,81.983,2814.021,2668.516,716.900,448.310,296.538,677.460,43.397,28.563,2.931,28.311,0.322,0.053,953.806,188.817
266,82.319,2758.096,2626.201,702.562,446.740,293.105,660.887,42.904,28.820,2.880,29.372,0.317,0.051,924.893,196.225
267,82.656,2539.281,2590.444,688.224,445.395,289.767,644.639,42.417,29.060,2.828,30.354,0.311,0.050,901.368,204.248
268,82.992,2489.467,2561.140,673.886,444.306,286.527,628.977,41.939,29.281,2.777,31.244,0.306,0.049,882.781,212.946
269,83.329,2387.203,2538.118,659.548,443.506,283.390,614.157,41.469,29.483,2.725,32.028,0.300,0.048,868.616,222.388
270,83.665,2485.837,2521.156,645.210,443.035,280.363,600.431,41.011,29.663,2.673,32.695,0.295,0.046,858.289,232.647
271,84.001,2216.063,2509.764,630.872,442.904,277.439,587.904,40.563,29.821,2.621,33.234,0.289,0.045,851.167,243.770
272,84.338,2390.801,2503.169,616.534,443.090,274.594,576.509,40.122,29.953,2.569,33.636,0.284,0.044,846.594,255.766
273,84.674,2323.802,2500.764,602.196,443.597,271.817,566.246,39.688,30.059,2.517,33.894,0.279,0.043,843.940,268.676
274,85.011,2264.507,2502.064,587.858,444.453,269.108,557.181,39.261,30.141,2.465,34.004,0.273,0.042,842.558,282.570
275,85.347,2320.914,2506.508,573.520,445.689,266.470,549.353,38.842,30.199,2.413,33.964,0.268,0.042,841.740,297.523
276,85.684,2343.206,2513.569,559.182,447.338,263.902,542.776,38.431,30.236,2.361,33.773,0.263,0.041,840.828,313.613
277,86.020,2413.062,2522.307,544.844,449.341,261.386,537.341,38.025,30.252,2.310,33.434,0.258,0.040,839.228,330.686
278,86.357,2351.287,2531.685,530.506,451.605,258.895,532.885,37.621,30.245,2.258,32.951,0.252,0.039,836.415,348.513
279,86.693,2468.099,2541.060,516.168,454.100,256.420,529.295,37.217,30.214,2.207,32.330,0.247,0.039,831.986,366.998
280,87.030,2419.135,2550.006,501.830,456.823,253.963,526.475,36.813,30.165,2.155,31.581,0.242,0.038,825.640,386.104
281,87.366,2473.284,2558.061,487.492,459.769,251.524,524.303,36.409,30.100,2.104,30.715,0.237,0.038,817.062,405.794
282,87.703,2544.358,2564.760,473.154,462.927,249.100,522.636,36.003,30.022,2.053,29.743,0.232,0.037,805.975,426.025
283,88.040,2530.062,2569.459,458.816,466.201,246.657,521.258,35.591,29.933,2.002,28.678,0.228,0.037,792.209,446.662
284,88.376,2617.987,2571.663,444.478,469.505,244.164,519.968,35.165,29.830,1.952,27.533,0.223,0.037,775.693,467.588
285,88.713,2604.918,2571.128,430.140,472.803,241.612,518.608,34.724,29.718,1.901,26.324,0.218,0.037,756.441,488.737
286,89.050,2595.174,2567.753,415.802,476.071,238.997,517.038,34.266,29.600,1.851,25.065,0.214,0.037,734.546,510.062
287,89.386,2453.508,2561.535,401.464,479.294,236.317,515.136,33.789,29.479,1.801,23.772,0.209,0.037,710.166,531.529
288,89.723,2555.396,2552.342,387.126,482.413,233.563,512.769,33.292,29.356,1.752,22.458,0.205,0.037,683.514,552.979
289,90.060,2558.358,2539.467,372.788,485.231,230.701,509.765,32.774,29.225,1.703,21.138,0.200,0.037,654.846,573.842
290,90.396,2636.647,2522.558,358.450,487.620,227.710,506.001,32.233,29.081,1.655,19.823,0.196,0.037,624.456,593.739
291,90.733,2570.321,2501.584,344.112,489.515,224.582,501.394,31.671,28.924,1.607,18.526,0.192,0.038,592.664,612.465
292,91.070,2471.021,2476.604,329.774,490.860,221.314,495.899,31.086,28.754,1.559,17.258,0.189,0.039,559.805,629.835
293,91.407,2555.469,2447.731,315.436,491.609,217.904,489.498,30.479,28.571,1.512,16.028,0.185,0.039,526.222,645.677
294,91.743,2442.099,2415.062,301.098,491.707,214.345,482.168,29.852,28.373,1.466,14.845,0.182,0.040,492.255,659.825
295,92.080,2357.169,2378.666,286.760,491.086,210.619,473.881,29.201,28.156,1.420,13.713,0.178,0.041,458.232,672.132
296,92.417,2363.360,2338.690,272.422,489.707,206.722,464.643,28.528,27.918,1.375,12.640,0.175,0.042,424.468,682.468
297,92.754,2318.247,2295.341,258.084,487.546,202.654,454.487,27.835,27.657,1.330,11.627,0.172,0.043,391.254,690.729
298,93.091,2404.136,2248.855,243.746,484.595,198.421,443.469,27.123,27.373,1.286,10.678,0.170,0.044,358.855,696.836
299,93.428,2296.506,2199.502,229.408,480.856,194.031,431.661,26.394,27.064,1.242,9.794,0.167,0.046,327.507,700.734
300,93.764,2185.129,2147.508,215.070,476.314,189.481,419.138,25.650,26.729,1.199,8.976,0.164,0.047,297.412,702.393
301,94.101,2045.389,2093.107,200.732,470.959,184.770,405.982,24.892,26.366,1.156,8.221,0.162,0.048,268.736,701.809
302,94.438,1925.763,2036.583,186.394,464.813,179.905,392.293,24.122,25.973,1.113,7.529,0.160,0.050,241.613,699.008
303,94.775,1998.762,1978.243,172.056,457.909,174.898,378.176,23.342,25.550,1.071,6.897,0.158,0.051,216.140,694.048
304,95.112,1974.463,1918.414,157.718,450.297,169.764,363.742,22.555,25.098,1.029,6.322,0.155,0.053,192.383,687.012
305,95.449,1804.432,1857.430,143.380,442.033,164.520,349.104,21.765,24.618,0.987,5.802,0.153,0.054,170.378,678.011
306,95.786,1794.392,1795.530,129.042,433.123,159.170,334.357,20.973,24.110,0.945,5.332,0.151,0.056,150.133,667.177
307,96.123,1689.979,1732.990,114.704,423.597,153.725,319.599,20.180,23.573,0.903,4.909,0.150,0.057,131.629,654.664
308,96.460,1613.318,1670.120,100.366,413.516,148.200,304.929,19.389,23.011,0.861,4.529,0.148,0.059,114.825,640.650
309,96.797,1564.056,1607.244,86.028,402.949,142.616,290.442,18.602,22.423,0.819,4.188,0.146,0.060,99.662,625.333
310,97.134,1555.575,1544.690,71.690,391.972,136.993,276.229,17.823,21.815,0.777,3.883,0.144,0.061,86.066,608.924
311,97.471,1507.237,1482.770,57.352,380.661,131.349,262.371,17.053,21.187,0.735,3.610,0.142,0.063,73.949,591.646
312,97.808,1425.015,1421.751,43.014,369.074,125.693,248.930,16.293,20.543,0.692,3.367,0.140,0.064,63.224,573.728
313,98.145,1425.905,1361.930,28.676,357.286,120.039,235.970,15.544,19.885,0.649,3.151,0.138,0.066,53.792,555.406
314,98.482,1338.642,1303.595,14.338,345.377,114.408,223.548,14.808,19.216,0.605,2.960,0.136,0.067,45.546,536.920
315,98.819,1222.792,1247.029,0.000,333.427,108.817,211.714,14.086,18.541,0.561,2.790,0.134,0.068,38.377,518.511
316,99.157,1272.341,1214.984,8.134,330.670,109.886,205.294,14.390,18.279,0.618,2.678,0.142,0.071,32.184,500.770
317,99.494,1221.089,1185.155,16.267,328.018,111.037,199.527,14.712,18.017,0.674,2.581,0.151,0.073,26.858,483.503
318,99.831,1205.828,1157.587,24.401,325.498,112.264,194.401,15.050,17.759,0.729,2.498,0.160,0.076,22.321,466.828
319,100.168,1101.685,1132.483,32.534,323.167,113.581,189.925,15.405,17.509,0.784,2.426,0.168,0.079,18.520,450.916
320,100.505,1125.123,1109.994,40.668,321.082,114.997,186.106,15.777,17.269,0.839,2.364,0.177,0.081,15.366,435.933
321,100.843,1168.086,1090.230,48.801,319.299,116.523,182.943,16.165,17.045,0.894,2.312,0.185,0.084,12.748,422.030
322,101.180,1114.829,1073.299,56.935,317.869,118.171,180.434,16.572,16.838,0.948,2.268,0.193,0.086,10.577,409.340
323,101.517,1099.863,1058.909,65.069,316.759,119.925,178.518,16.992,16.650,1.002,2.232,0.202,0.088,8.775,397.763
324,101.854,1127.270,1046.726,73.202,315.922,121.768,177.126,17.422,16.481,1.055,2.203,0.210,0.091,7.280,387.165
325,102.192,1077.346,1036.673,81.336,315.370,123.701,176.235,17.862,16.331,1.107,2.179,0.218,0.093,6.040,377.534
326,102.529,1095.386,1028.653,89.469,315.107,125.724,175.813,18.309,16.203,1.158,2.161,0.225,0.096,5.011,368.842
327,102.866,1133.641,1022.533,97.603,315.133,127.835,175.817,18.764,16.098,1.209,2.148,0.233,0.098,4.158,361.036
328,103.203,1125.782,1018.164,105.736,315.444,130.033,176.202,19.225,16.016,1.260,2.140,0.240,0.100,3.450,354.050
329,103.541,1040.899,1015.270,113.870,315.980,132.294,176.893,19.688,15.956,1.309,2.136,0.247,0.103,2.862,347.799
330,103.878,1009.010,1013.623,122.004,316.703,134.604,177.834,20.152,15.913,1.358,2.135,0.254,0.105,2.374,342.187
331,104.216,987.486,1013.035,130.137,317.591,136.957,178.983,20.615,15.888,1.406,2.136,0.261,0.107,1.970,337.116
332,104.553,990.191,1013.331,138.271,318.627,139.350,180.300,21.077,15.880,1.454,2.140,0.268,0.109,1.634,332.488
333,104.890,1009.303,1014.306,146.404,319.784,141.775,181.746,21.536,15.889,1.500,2.146,0.274,0.111,1.356,328.186
334,105.228,994.857,1015.738,154.538,321.030,144.224,183.276,21.992,15.911,1.546,2.154,0.280,0.113,1.125,324.084
335,105.565,1044.006,1017.366,162.671,322.311,146.676,184.837,22.441,15.944,1.591,2.162,0.286,0.115,0.933,320.064
336,105.903,1005.191,1018.987,170.805,323.596,149.123,186.393,22.882,15.986,1.636,2.172,0.292,0.117,0.774,316.013
337,106.240,1057.707,1020.433,178.939,324.860,151.559,187.913,23.315,16.034,1.679,2.182,0.298,0.119,0.643,311.827
338,106.578,973.484,1021.559,187.072,326.083,153.981,189.374,23.740,16.088,1.722,2.192,0.303,0.121,0.533,307.419
339,106.915,948.523,1022.246,195.206,327.250,156.386,190.757,24.157,16.145,1.764,2.202,0.308,0.123,0.442,302.708
340,107.253,968.043,1022.357,203.339,328.336,158.767,192.038,24.565,16.203,1.806,2.212,0.313,0.124,0.367,297.622
341,107.590,979.114,1021.754,211.473,329.309,161.108,193.192,24.962,16.260,1.847,2.221,0.318,0.125,0.304,292.103
342,107.928,997.817,1020.362,219.606,330.155,163.407,194.207,25.348,16.314,1.887,2.229,0.322,0.127,0.253,286.109
343,108.265,945.039,1018.137,227.740,330.869,165.663,195.077,25.724,16.364,1.926,2.237,0.327,0.128,0.210,279.609
344,108.603,1026.820,1015.080,235.873,331.454,167.879,195.803,26.090,16.409,1.965,2.243,0.331,0.129,0.174,272.599
345,108.940,910.931,1011.230,244.007,331.921,170.059,196.391,26.448,16.447,2.003,2.249,0.335,0.129,0.144,265.099
346,109.278,977.297,1006.575,252.141,332.264,172.197,196.837,26.795,16.478,2.041,2.254,0.338,0.130,0.120,257.117
347,109.616,1017.107,1001.102,260.274,332.472,174.287,197.135,27.134,16.501,2.078,2.257,0.342,0.131,0.099,248.662
348,109.953,931.959,994.861,268.408,332.556,176.333,197.297,27.463,16.514,2.115,2.260,0.345,0.131,0.082,239.759
349,110.291,980.593,987.925,276.541,332.532,178.342,197.336,27.785,16.518,2.151,2.262,0.349,0.131,0.068,230.446
350,110.629,910.295,980.389,284.675,332.419,180.319,197.269,28.101,16.513,2.187,2.263,0.352,0.131,0.057,220.773
351,110.966,910.184,972.353,292.808,332.239,182.271,197.111,28.412,16.499,2.223,2.264,0.355,0.131,0.047,210.797
352,111.304,924.366,963.889,300.942,332.001,184.196,196.860,28.718,16.476,2.258,2.265,0.358,0.131,0.039,200.583
353,111.642,916.370,955.087,309.076,331.720,186.094,196.525,29.019,16.445,2.293,2.265,0.361,0.131,0.032,190.197
354,111.979,920.435,946.071,317.209,331.424,187.974,196.123,29.316,16.406,2.328,2.266,0.364,0.130,0.027,179.709
355,112.317,918.327,936.966,325.343,331.138,189.843,195.669,29.612,16.360,2.363,2.266,0.366,0.130,0.022,169.190
356,112.655,826.587,927.894,333.476,330.891,191.709,195.182,29.906,16.309,2.398,2.268,0.369,0.129,0.018,158.709
357,112.993,844.626,918.970,341.610,330.705,193.578,194.677,30.201,16.253,2.432,2.270,0.372,0.129,0.015,148.333
358,113.331,860.437,910.278,349.743,330.594,195.446,194.164,30.496,16.194,2.467,2.272,0.375,0.128,0.013,138.124
359,113.668,852.438,901.917,357.877,330.577,197.319,193.657,30.790,16.134,2.502,2.277,0.377,0.127,0.011,128.141
360,114.006,817.919,893.985,366.011,330.677,199.203,193.170,31.087,16.072,2.536,2.282,0.380,0.127,0.009,118.436
361,114.344,846.362,886.575,374.144,330.919,201.105,192.717,31.386,16.011,2.571,2.290,0.383,0.126,0.007,109.056
362,114.682,939.177,879.772,382.278,331.322,203.031,192.310,31.689,15.953,2.606,2.299,0.386,0.125,0.006,100.041
363,115.020,794.956,873.631,390.411,331.899,204.982,191.957,31.995,15.898,2.641,2.310,0.389,0.125,0.005,91.425
364,115.358,856.840,868.182,398.545,332.653,206.954,191.662,32.305,15.847,2.676,2.324,0.392,0.124,0.004,83.235
365,115.696,886.723,863.475,406.678,333.599,208.951,191.434,32.618,15.802,2.711,2.340,0.394,0.124,0.003,75.492
366,116.033,866.844,859.550,414.812,334.748,210.978,191.281,32.936,15.764,2.747,2.359,0.397,0.123,0.003,68.209
367,116.371,839.838,856.440,422.946,336.113,213.037,191.209,33.259,15.733,2.782,2.381,0.401,0.123,0.002,61.394
368,116.709,854.650,854.162,431.079,337.700,215.132,191.223,33.587,15.712,2.818,2.406,0.404,0.123,0.002,55.049
369,117.047,773.397,852.706,439.213,339.506,217.260,191.323,33.920,15.700,2.855,2.434,0.407,0.123,0.002,49.171
370,117.385,805.691,852.052,447.346,341.526,219.414,191.507,34.257,15.697,2.891,2.466,0.410,0.123,0.001,43.753
371,117.723,931.656,852.202,455.480,343.765,221.598,191.779,34.598,15.705,2.927,2.501,0.414,0.124,0.001,38.783
372,118.061,853.134,853.149,463.613,346.226,223.815,192.142,34.944,15.724,2.964,2.539,0.417,0.124,0.001,34.247
373,118.399,840.654,854.890,471.747,348.914,226.066,192.599,35.295,15.755,3.001,2.582,0.420,0.125,0.001,30.125
374,118.737,842.539,857.392,479.881,351.825,228.349,193.149,35.651,15.798,3.038,2.628,0.424,0.126,0.001,26.398
375,119.075,862.466,860.612,488.014,354.947,230.658,193.786,36.010,15.852,3.076,2.679,0.428,0.127,0.001,23.043
376,119.414,847.238,864.511,496.148,358.273,232.989,194.509,36.373,15.918,3.113,2.733,0.431,0.128,0.000,20.038
377,119.752,812.499,869.079,504.281,361.806,235.345,195.320,36.739,15.995,3.151,2.792,0.435,0.129,0.000,17.362
378,120.090,824.169,874.297,512.415,365.546,237.726,196.221,37.110,16.084,3.188,2.855,0.439,0.131,0.000,14.992
379,120.428,792.982,880.142,520.548,369.494,240.134,197.213,37.484,16.184,3.226,2.922,0.442,0.133,0.000,12.902
380,120.766,863.426,886.569,528.682,373.643,242.565,198.293,37.861,16.296,3.265,2.995,0.446,0.135,0.000,11.065
381,121.104,764.313,893.526,536.816,377.979,245.011,199.452,38.241,16.419,3.303,3.072,0.450,0.138,0.000,9.457
382,121.442,865.536,900.984,544.949,382.499,247.471,200.690,38.622,16.551,3.341,3.154,0.454,0.140,0.000,8.054
383,121.781,897.462,908.928,553.083,387.207,249.946,202.007,39.006,16.693,3.380,3.241,0.458,0.143,0.000,6.841
384,122.119,806.200,917.370,561.216,392.110,252.438,203.409,39.392,16.846,3.418,3.334,0.462,0.146,0.000,5.809
385,122.457,860.568,926.284,569.350,397.208,254.948,204.895,39.781,17.008,3.457,3.433,0.466,0.150,0.000,4.932
386,122.795,944.308,926.199,568.080,398.599,254.629,204.446,39.737,17.003,3.452,3.521,0.465,0.153,0.000,4.187
387,123.133,861.162,926.453,566.809,400.128,254.316,204.066,39.694,17.005,3.447,3.615,0.464,0.157,0.000,3.554
388,123.472,870.352,927.022,565.539,401.788,254.007,203.754,39.652,17.015,3.442,3.716,0.463,0.161,0.000,3.017
389,123.810,893.012,927.891,564.269,403.576,253.706,203.511,39.611,17.031,3.437,3.823,0.463,0.165,0.000,2.561
390,124.148,897.602,929.059,562.999,405.497,253.414,203.339,39.571,17.055,3.432,3.938,0.462,0.169,0.000,2.174
391,124.487,1016.269,930.501,561.728,407.536,253.133,203.239,39.533,17.085,3.427,4.061,0.461,0.174,0.000,1.846
392,124.825,1003.677,932.126,560.458,409.633,252.854,203.198,39.495,17.120,3.422,4.190,0.461,0.179,0.000,1.567
393,125.163,876.339,933.870,559.188,411.742,252.575,203.213,39.457,17.159,3.418,4.324,0.460,0.185,0.000,1.330
394,125.502,1038.381,935.709,557.918,413.846,252.296,203.282,39.419,17.203,3.413,4.464,0.459,0.191,0.000,1.129
395,125.840,1032.487,937.625,556.647,415.930,252.020,203.405,39.382,17.250,3.408,4.609,0.459,0.197,0.000,0.958
396,126.178,919.785,939.606,555.377,417.980,251.749,203.584,39.345,17.301,3.404,4.761,0.458,0.204,0.000,0.814
397,126.517,1012.785,941.621,554.107,419.977,251.483,203.815,39.309,17.356,3.399,4.916,0.457,0.212,0.000,0.691
398,126.855,959.819,943.617,552.837,421.892,251.215,204.088,39.273,17.413,3.394,5.072,0.457,0.219,0.000,0.586
399,127.194,987.558,945.566,551.567,423.706,250.946,204.400,39.237,17.471,3.390,5.228,0.456,0.228,0.000,0.498
400,127.532,1013.075,947.448,550.296,425.404,250.676,204.748,39.200,17.531,3.385,5.383,0.455,0.237,0.000,0.422
401,127.871,1005.601,949.247,549.026,426.972,250.406,205.132,39.163,17.593,3.381,5.535,0.455,0.246,0.000,0.359
402,128.209,992.631,950.957,547.756,428.398,250.142,205.555,39.127,17.656,3.376,5.683,0.454,0.256,0.000,0.304
403,128.548,986.075,952.543,546.486,429.663,249.879,206.007,39.090,17.720,3.372,5.827,0.453,0.267,0.000,0.258
404,128.886,1025.075,953.967,545.215,430.747,249.613,206.480,39.053,17.784,3.368,5.965,0.453,0.278,0.000,0.219
405,129.225,984.149,955.211,543.945,431.637,249.343,206.972,39.016,17.848,3.363,6.097,0.452,0.290,0.000,0.186
406,129.563,1057.518,956.268,542.675,432.325,249.073,207.482,38.978,17.912,3.359,6.221,0.452,0.303,0.000,0.158
407,129.902,971.778,957.135,541.405,432.808,248.804,208.009,38.940,17.975,3.355,6.336,0.451,0.317,0.000,0.134
408,130.240,926.892,957.815,540.134,433.082,248.541,208.555,38.903,18.039,3.351,6.442,0.450,0.331,0.000,0.114
409,130.579,1075.625,958.267,538.864,433.132,248.274,209.110,38.865,18.103,3.347,6.537,0.450,0.347,0.000,0.097
410,130.917,1042.404,958.478,537.594,432.952,248.005,209.667,38.826,18.165,3.343,6.620,0.449,0.363,0.000,0.082
411,131.256,1026.035,958.449,536.324,432.543,247.732,210.225,38.787,18.225,3.339,6.692,0.448,0.381,0.000,0.070
412,131.595,1023.998,958.184,535.054,431.908,247.459,210.785,38.748,18.285,3.335,6.751,0.448,0.399,0.000,0.059
