ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
822,271.680,663.218,650.446,159.111,354.632,235.543,24.213,32.411,0.926,2.376,0.000,0.340,0.000,0.000,0.000
823,272.025,575.441,650.766,158.772,353.941,236.690,24.061,32.515,0.840,2.374,0.000,0.340,0.000,0.000,0.000
824,272.370,634.996,650.992,158.433,353.113,237.807,23.968,32.626,0.762,2.373,0.000,0.339,0.000,0.000,0.000
825,272.714,626.403,651.098,158.095,352.139,238.882,23.928,32.742,0.691,2.371,0.000,0.339,0.000,0.000,0.000
826,273.059,613.884,651.073,157.756,351.020,239.910,23.939,32.864,0.627,2.369,0.000,0.338,0.000,0.000,0.000
827,273.403,602.146,650.913,157.417,349.757,240.886,23.999,32.992,0.569,2.367,0.000,0.338,0.000,0.000,0.000
828,273.748,634.662,650.617,157.079,348.356,241.807,24.104,33.126,0.516,2.365,0.000,0.338,0.000,0.000,0.000
829,274.093,621.885,650.182,156.740,346.820,242.669,24.252,33.267,0.468,2.363,0.000,0.337,0.000,0.000,0.000
830,274.437,634.255,649.609,156.401,345.155,243.469,24.442,33.415,0.425,2.362,0.000,0.337,0.000,0.000,0.000
831,274.782,622.701,648.897,156.062,343.365,244.204,24.672,33.570,0.385,2.360,0.000,0.336,0.000,0.000,0.000
832,275.127,624.105,648.049,155.724,341.457,244.871,24.941,33.732,0.350,2.357,0.000,0.336,0.000,0.000,0.000
833,275.471,669.031,647.068,155.385,339.437,245.468,25.247,33.903,0.317,2.355,0.000,0.335,0.000,0.000,0.000
834,275.816,629.476,645.958,155.046,337.311,245.993,25.590,34.082,0.288,2.353,0.000,0.335,0.000,0.000,0.000
835,276.161,622.180,644.724,154.708,335.089,246.444,25.969,34.270,0.261,2.351,0.000,0.335,0.000,0.000,0.000
836,276.506,657.810,643.375,154.369,332.777,246.821,26.384,34.468,0.237,2.349,0.000,0.334,0.000,0.000,0.000
837,276.850,661.698,641.915,154.030,330.384,247.121,26.834,34.676,0.215,2.347,0.000,0.334,0.000,0.000,0.000
838,277.195,629.626,640.353,153.692,327.920,247.346,27.319,34.891,0.195,2.345,0.000,0.333,0.000,0.000,0.000
839,277.540,580.807,638.697,153.353,325.395,247.496,27.840,35.109,0.177,2.343,0.000,0.333,0.000,0.000,0.000
840,277.885,667.921,636.950,153.014,322.818,247.570,28.396,35.328,0.160,2.341,0.000,0.332,0.000,0.000,0.000
841,278.230,637.437,635.100,152.676,320.184,247.560,28.988,35.547,0.145,2.339,0.000,0.332,0.000,0.000,0.000
842,278.574,641.955,633.140,152.337,317.495,247.461,29.614,35.765,0.132,2.337,0.000,0.332,0.000,0.000,0.000
843,278.919,605.326,631.079,151.998,314.759,247.271,30.275,35.983,0.120,2.335,0.000,0.331,0.000,0.000,0.000
844,279.264,648.809,628.924,151.660,311.983,246.991,30.973,36.200,0.109,2.333,0.000,0.331,0.000,0.000,0.000
845,279.609,636.251,626.682,151.321,309.173,246.621,31.708,36.415,0.099,2.331,0.000,0.331,0.000,0.000,0.000
846,279.954,602.512,624.361,150.982,306.338,246.162,32.479,36.628,0.089,2.329,0.000,0.330,0.000,0.000,0.000
847,280.299,641.291,621.971,150.644,303.486,245.616,33.290,36.838,0.081,2.326,0.000,0.330,0.000,0.000,0.000
848,280.644,589.292,619.522,150.305,300.624,244.983,34.139,37.045,0.074,2.324,0.000,0.329,0.000,0.000,0.000
849,280.989,609.771,617.023,149.966,297.760,244.266,35.029,37.247,0.067,2.322,0.000,0.329,0.000,0.000,0.000
850,281.334,645.140,614.485,149.628,294.900,243.466,35.960,37.446,0.061,2.319,0.000,0.329,0.000,0.000,0.000
851,281.679,629.067,611.917,149.289,292.053,242.587,36.934,37.639,0.055,2.317,0.000,0.328,0.000,0.000,0.000
852,282.023,625.883,609.330,148.950,289.224,241.631,37.952,37.827,0.050,2.315,0.000,0.328,0.000,0.000,0.000
853,282.368,660.029,606.735,148.612,286.421,240.601,39.015,38.008,0.045,2.312,0.000,0.327,0.000,0.000,0.000
854,282.713,626.919,604.142,148.273,283.650,239.501,40.125,38.183,0.041,2.310,0.000,0.327,0.000,0.000,0.000
855,283.058,639.586,601.563,147.934,280.918,238.334,41.284,38.351,0.037,2.307,0.000,0.327,0.000,0.000,0.000
856,283.403,636.992,599.010,147.596,278.231,237.105,42.493,38.512,0.034,2.305,0.000,0.326,0.000,0.000,0.000
857,283.748,639.881,596.496,147.257,275.596,235.818,43.754,38.665,0.031,2.303,0.000,0.326,0.000,0.000,0.000
858,284.094,615.842,594.027,146.918,273.016,234.475,45.068,38.809,0.028,2.301,0.000,0.325,0.000,0.000,0.000
859,284.439,536.956,591.590,146.580,270.485,233.072,46.438,38.942,0.025,2.298,0.000,0.325,0.000,0.000,0.000
860,284.784,596.289,589.194,146.241,268.004,231.612,47.865,39.065,0.023,2.296,0.000,0.325,0.000,0.000,0.000
861,285.129,557.770,586.849,145.902,265.579,230.099,49.351,39.176,0.021,2.294,0.000,0.324,0.000,0.000,0.000
862,285.474,584.954,584.562,145.563,263.212,228.537,50.898,39.275,0.019,2.291,0.000,0.324,0.000,0.000,0.000
863,285.819,588.731,582.344,145.225,260.906,226.932,52.510,39.362,0.017,2.289,0.000,0.324,0.000,0.000,0.000
864,286.164,637.066,580.203,144.886,258.664,225.286,54.187,39.436,0.015,2.286,0.000,0.323,0.000,0.000,0.000
865,286.509,639.249,578.148,144.547,256.488,223.604,55.933,39.497,0.014,2.284,0.000,0.323,0.000,0.000,0.000
866,286.854,626.361,576.188,144.209,254.381,221.892,57.751,39.544,0.013,2.281,0.000,0.322,0.000,0.000,0.000
867,287.200,544.880,574.333,143.870,252.344,220.152,59.642,39.578,0.012,2.279,0.000,0.322,0.000,0.000,0.000
868,287.545,584.990,572.593,143.531,250.380,218.392,61.610,39.598,0.010,2.276,0.000,0.322,0.000,0.000,0.000
869,287.890,605.842,570.976,143.193,248.490,216.614,63.659,39.604,0.010,2.273,0.000,0.321,0.000,0.000,0.000
870,288.235,627.581,569.492,142.854,246.677,214.824,65.790,39.597,0.009,2.271,0.000,0.321,0.000,0.000,0.000
871,288.580,625.362,568.151,142.515,244.955,213.039,67.978,39.578,0.008,2.268,0.000,0.320,0.000,0.000,0.000
872,288.926,555.471,566.936,142.177,243.328,211.265,70.197,39.548,0.007,2.266,0.000,0.320,0.000,0.000,0.000
873,289.271,637.805,565.806,141.838,241.780,209.493,72.434,39.505,0.006,2.263,0.000,0.320,0.000,0.000,0.000
874,289.616,584.398,564.744,141.499,240.306,207.720,74.681,39.447,0.006,2.261,0.000,0.319,0.000,0.000,0.000
875,289.961,648.065,563.748,141.161,238.904,205.950,76.934,39.374,0.005,2.258,0.000,0.319,0.000,0.000,0.000
876,290.307,574.767,562.817,140.822,237.573,204.185,79.190,39.286,0.005,2.256,0.000,0.319,0.000,0.000,0.000
877,290.652,595.065,561.949,140.483,236.310,202.428,81.446,39.184,0.004,2.253,0.000,0.318,0.000,0.000,0.000
878,290.997,625.729,561.142,140.145,235.116,200.683,83.697,39.068,0.004,2.251,0.000,0.318,0.000,0.000,0.000
879,291.343,590.433,560.392,139.806,233.990,198.953,85.938,38.938,0.004,2.248,0.000,0.318,0.000,0.000,0.000
880,291.688,586.765,559.698,139.467,232.929,197.240,88.162,38.795,0.003,2.246,0.000,0.317,0.000,0.000,0.000
881,292.033,629.211,559.056,139.129,231.935,195.548,90.366,38.638,0.003,2.243,0.000,0.317,0.000,0.000,0.000
882,292.379,597.879,558.463,138.790,231.007,193.880,92.544,38.469,0.003,2.240,0.000,0.316,0.000,0.000,0.000
883,292.724,645.209,557.917,138.451,230.143,192.237,94.689,38.288,0.002,2.238,0.000,0.316,0.000,0.000,0.000
884,293.069,602.285,557.415,138.113,229.343,190.623,96.797,38.096,0.002,2.235,0.000,0.316,0.000,0.000,0.000
885,293.415,561.953,556.957,137.774,228.608,189.040,98.863,37.892,0.002,2.232,0.000,0.315,0.000,0.000,0.000
886,293.760,627.580,556.536,137.435,227.937,187.491,100.879,37.679,0.002,2.229,0.000,0.315,0.000,0.000,0.000
887,294.106,651.765,556.150,137.097,227.328,185.978,102.842,37.455,0.002,2.227,0.000,0.315,0.000,0.000,0.000
888,294.451,661.875,555.796,136.758,226.782,184.502,104.745,37.223,0.001,2.224,0.000,0.314,0.000,0.000,0.000
889,294.796,649.950,555.471,136.419,226.298,183.066,106.583,36.983,0.001,2.221,0.000,0.314,0.000,0.000,0.000
890,295.142,626.285,555.173,136.080,225.877,181.672,108.351,36.735,0.001,2.218,0.000,0.313,0.000,0.000,0.000
891,295.487,619.840,554.898,135.742,225.518,180.321,110.043,36.481,0.001,2.216,0.000,0.313,0.000,0.000,0.000
892,295.833,606.618,554.639,135.403,225.219,179.012,111.655,36.221,0.001,2.213,0.000,0.313,0.000,0.000,0.000
893,296.178,557.469,554.373,135.064,224.968,177.740,113.181,35.955,0.001,2.211,0.000,0.312,0.000,0.000,0.000
894,296.524,624.319,554.094,134.726,224.765,176.503,114.618,35.682,0.001,2.208,0.000,0.312,0.000,0.000,0.000
895,296.869,601.246,553.797,134.387,224.608,175.303,115.959,35.405,0.001,2.205,0.000,0.312,0.000,0.000,0.000
896,297.215,551.726,553.480,134.048,224.498,174.138,117.202,35.122,0.001,2.202,0.000,0.311,0.000,0.000,0.000
897,297.561,590.357,553.142,133.710,224.437,173.011,118.342,34.837,0.001,2.200,0.000,0.311,0.000,0.000,0.000
898,297.906,600.317,552.780,133.371,224.423,171.920,119.376,34.548,0.001,2.197,0.000,0.311,0.000,0.000,0.000
899,298.252,616.539,552.390,133.032,224.457,170.867,120.300,34.257,0.001,2.194,0.000,0.310,0.000,0.000,0.000
900,298.597,605.059,551.967,132.694,224.535,169.850,121.111,33.964,0.000,2.191,0.000,0.310,0.000,0.000,0.000
901,298.943,600.318,551.509,132.355,224.659,168.870,121.806,33.671,0.000,2.188,0.000,0.310,0.000,0.000,0.000
902,299.289,581.911,551.013,132.016,224.826,167.926,122.383,33.378,0.000,2.185,0.000,0.309,0.000,0.000,0.000
903,299.634,584.393,550.478,131.678,225.038,167.019,122.840,33.085,0.000,2.182,0.000,0.309,0.000,0.000,0.000
904,299.980,545.355,549.903,131.339,225.294,166.147,123.175,32.794,0.000,2.179,0.000,0.309,0.000,0.000,0.000
905,300.325,539.132,549.288,131.000,225.595,165.312,123.387,32.505,0.000,2.176,0.000,0.308,0.000,0.000,0.000
906,300.671,625.132,548.634,130.662,225.942,164.513,123.475,32.218,0.000,2.173,0.000,0.308,0.000,0.000,0.000
907,301.017,544.502,547.942,130.323,226.336,163.749,123.438,31.935,0.000,2.170,0.000,0.308,0.000,0.000,0.000
908,301.363,537.093,547.213,129.984,226.778,163.022,123.277,31.657,0.000,2.167,0.000,0.307,0.000,0.000,0.000
909,301.708,579.574,546.441,129.646,227.265,162.327,122.991,31.382,0.000,2.164,0.000,0.307,0.000,0.000,0.000
910,302.054,547.836,545.617,129.307,227.792,161.660,122.581,31.112,0.000,2.161,0.000,0.307,0.000,0.000,0.000
911,302.400,530.836,545.308,129.538,228.649,161.252,122.053,30.881,0.000,2.162,0.000,0.307,0.000,0.000,0.000
912,302.745,541.097,544.947,129.770,229.545,160.868,121.404,30.655,0.000,2.163,0.000,0.307,0.000,0.000,0.000
913,303.091,511.908,544.535,130.001,230.483,160.508,120.635,30.434,0.000,2.164,0.000,0.307,0.000,0.000,0.000
914,303.437,537.725,544.074,130.233,231.461,160.170,119.749,30.218,0.000,2.165,0.000,0.307,0.000,0.000,0.000
915,303.783,530.132,543.567,130.464,232.482,159.853,118.747,30.008,0.000,2.165,0.000,0.307,0.000,0.000,0.000
916,304.129,496.317,543.019,130.695,233.547,159.558,117.633,29.804,0.000,2.166,0.000,0.307,0.000,0.000,0.000
917,304.474,543.612,542.435,130.927,234.658,159.282,116.410,29.607,0.000,2.167,0.000,0.307,0.000,0.000,0.000
918,304.820,511.647,541.818,131.158,235.816,159.025,115.082,29.416,0.000,2.168,0.000,0.307,0.000,0.000,0.000
919,305.166,476.647,541.175,131.390,237.023,158.788,113.652,29.233,0.000,2.169,0.000,0.307,0.000,0.000,0.000
920,305.512,524.499,540.512,131.621,238.282,158.569,112.124,29.056,0.000,2.169,0.000,0.307,0.000,0.000,0.000
921,305.858,541.351,539.837,131.852,239.595,158.371,110.503,28.888,0.000,2.170,0.000,0.307,0.000,0.000,0.000
922,306.204,512.685,539.159,132.084,240.965,158.193,108.793,28.727,0.000,2.171,0.000,0.307,0.000,0.000,0.000
923,306.550,548.241,538.486,132.315,242.394,158.035,106.999,28.574,0.000,2.172,0.000,0.307,0.000,0.000,0.000
924,306.896,533.462,537.825,132.547,243.886,157.897,105.127,28.430,0.000,2.172,0.000,0.307,0.000,0.000,0.000
925,307.241,492.427,537.182,132.778,245.444,157.779,103.181,28.294,0.000,2.173,0.000,0.307,0.000,0.000,0.000
926,307.587,544.832,536.560,133.009,247.066,157.676,101.166,28.167,0.000,2.174,0.000,0.307,0.000,0.000,0.000
927,307.933,509.758,535.953,133.241,248.748,157.582,99.089,28.047,0.000,2.175,0.000,0.307,0.000,0.000,0.000
928,308.279,550.573,535.364,133.472,250.492,157.497,96.953,27.934,0.000,2.176,0.000,0.307,0.000,0.000,0.000
929,308.625,515.758,534.803,133.704,252.301,157.419,94.766,27.829,0.000,2.177,0.000,0.307,0.000,0.000,0.000
930,308.971,487.055,534.277,133.935,254.176,157.348,92.533,27.731,0.000,2.178,0.000,0.307,0.000,0.000,0.000
931,309.317,486.497,533.793,134.166,256.122,157.283,90.258,27.640,0.000,2.178,0.000,0.307,0.000,0.000,0.000
932,309.663,504.981,533.359,134.398,258.139,157.224,87.949,27.556,0.000,2.179,0.000,0.307,0.000,0.000,0.000
933,310.009,491.721,532.985,134.629,260.233,157.171,85.610,27.480,0.000,2.180,0.000,0.307,0.000,0.000,0.000
934,310.355,501.351,532.679,134.861,262.406,157.123,83.247,27.410,0.000,2.180,0.000,0.307,0.000,0.000,0.000
935,310.701,510.313,532.450,135.092,264.662,157.081,80.866,27.348,0.000,2.181,0.000,0.307,0.000,0.000,0.000
936,311.047,527.943,532.308,135.323,267.006,157.044,78.471,27.294,0.000,2.182,0.000,0.307,0.000,0.000,0.000
937,311.394,538.018,532.262,135.555,269.440,157.014,76.069,27.246,0.000,2.182,0.000,0.307,0.000,0.000,0.000
938,311.740,503.387,532.324,135.786,271.970,156.990,73.663,27.206,0.000,2.183,0.000,0.307,0.000,0.000,0.000
939,312.086,511.684,532.503,136.018,274.601,156.974,71.260,27.173,0.000,2.184,0.000,0.307,0.000,0.000,0.000
940,312.432,514.090,532.810,136.249,277.336,156.965,68.864,27.148,0.000,2.185,0.000,0.307,0.000,0.000,0.000
941,312.778,528.276,533.252,136.480,280.181,156.964,66.480,27.130,0.000,2.185,0.000,0.307,0.000,0.000,0.000
942,313.124,495.906,533.842,136.712,283.141,156.972,64.112,27.119,0.000,2.186,0.000,0.307,0.000,0.000,0.000
943,313.470,496.980,534.589,136.943,286.222,156.988,61.765,27.116,0.000,2.187,0.000,0.307,0.000,0.000,0.000
944,313.816,494.792,535.504,137.175,289.434,157.007,59.443,27.120,0.000,2.188,0.000,0.308,0.000,0.000,0.000
945,314.163,521.200,536.597,137.406,292.783,157.029,57.151,27.133,0.000,2.189,0.000,0.308,0.000,0.000,0.000
946,314.509,490.273,537.874,137.638,296.274,157.054,54.891,27.153,0.000,2.190,0.000,0.308,0.000,0.000,0.000
947,314.855,512.870,539.315,137.869,299.894,157.076,52.665,27.177,0.000,2.191,0.000,0.308,0.000,0.000,0.000
948,315.201,517.719,540.901,138.100,303.622,157.096,50.475,27.205,0.000,2.191,0.000,0.308,0.000,0.000,0.000
949,315.548,497.757,542.639,138.332,307.456,157.116,48.326,27.236,0.000,2.192,0.000,0.308,0.000,0.000,0.000
950,315.894,568.383,544.532,138.563,311.396,157.136,46.221,27.272,0.000,2.193,0.000,0.308,0.000,0.000,0.000
951,316.240,503.053,546.583,138.795,315.445,157.158,44.162,27.311,0.000,2.194,0.000,0.308,0.000,0.000,0.000
952,316.586,502.349,548.798,139.026,319.605,157.181,42.151,27.354,0.000,2.195,0.000,0.308,0.000,0.000,0.000
953,316.933,558.238,551.180,139.257,323.877,157.205,40.189,27.401,0.000,2.196,0.000,0.308,0.000,0.000,0.000
954,317.279,498.161,553.735,139.489,328.263,157.232,38.280,27.451,0.000,2.196,0.000,0.308,0.000,0.000,0.000
955,317.625,530.349,556.466,139.720,332.768,157.261,36.423,27.504,0.000,2.197,0.000,0.308,0.000,0.000,0.000
956,317.972,554.272,559.380,139.952,337.393,157.294,34.621,27.561,0.000,2.198,0.000,0.308,0.000,0.000,0.000
957,318.318,496.977,562.480,140.183,342.142,157.332,32.873,27.620,0.000,2.199,0.000,0.309,0.000,0.000,0.000
958,318.664,565.609,565.768,140.414,347.015,157.376,31.182,27.682,0.000,2.200,0.000,0.309,0.000,0.000,0.000
959,319.011,555.680,569.235,140.646,352.001,157.425,29.547,27.746,0.000,2.201,0.000,0.309,0.000,0.000,0.000
960,319.357,519.570,572.865,140.877,357.093,157.477,27.969,27.811,0.000,2.203,0.000,0.309,0.000,0.000,0.000
961,319.703,534.941,576.658,141.109,362.291,157.527,26.448,27.875,0.000,2.204,0.000,0.309,0.000,0.000,0.000
962,320.050,578.162,580.614,141.340,367.597,157.575,24.983,27.940,0.000,2.205,0.000,0.309,0.000,0.000,0.000
963,320.396,563.644,584.733,141.571,373.012,157.621,23.576,28.005,0.000,2.206,0.000,0.309,0.000,0.000,0.000
964,320.743,600.939,589.016,141.803,378.537,157.665,22.224,28.068,0.000,2.207,0.000,0.309,0.000,0.000,0.000
965,321.089,496.125,593.463,142.034,384.173,157.707,20.929,28.132,0.000,2.208,0.000,0.310,0.000,0.000,0.000
966,321.435,591.533,598.077,142.266,389.923,157.748,19.688,28.194,0.000,2.210,0.000,0.310,0.000,0.000,0.000
967,321.782,608.569,602.857,142.497,395.788,157.787,18.502,28.255,0.000,2.211,0.000,0.310,0.000,0.000,0.000
968,322.128,599.606,607.807,142.728,401.771,157.825,17.370,28.315,0.000,2.212,0.000,0.310,0.000,0.000,0.000
969,322.475,616.938,612.926,142.960,407.873,157.863,16.290,28.373,0.000,2.213,0.000,0.310,0.000,0.000,0.000
970,322.821,660.015,618.217,143.191,414.097,157.900,15.261,28.430,0.000,2.214,0.000,0.310,0.000,0.000,0.000
971,323.168,558.572,623.683,143.423,420.448,157.937,14.283,28.485,0.000,2.215,0.000,0.310,0.000,0.000,0.000
972,323.514,638.051,629.325,143.654,426.927,157.975,13.354,28.538,0.000,2.217,0.000,0.311,0.000,0.000,0.000
973,323.861,611.902,635.148,143.885,433.539,158.014,12.472,28.589,0.000,2.218,0.000,0.311,0.000,0.000,0.000
974,324.208,637.680,641.156,144.117,440.290,158.056,11.637,28.638,0.000,2.220,0.000,0.311,0.000,0.000,0.000
975,324.554,688.569,647.353,144.348,447.183,158.101,10.846,28.686,0.000,2.221,0.000,0.311,0.000,0.000,0.000
976,324.901,582.089,653.744,144.580,454.225,158.151,10.099,28.731,0.000,2.223,0.000,0.311,0.000,0.000,0.000
977,325.247,637.976,660.311,144.811,461.402,158.201,9.394,28.774,0.000,2.224,0.000,0.312,0.000,0.000,0.000
978,325.594,626.012,666.967,145.042,468.634,158.248,8.729,28.813,0.000,2.226,0.000,0.312,0.000,0.000,0.000
979,325.941,695.311,673.632,145.274,475.844,158.293,8.103,28.849,0.000,2.227,0.000,0.312,0.000,0.000,0.000
980,326.287,697.458,680.293,145.505,483.017,158.334,7.515,28.882,0.000,2.229,0.000,0.312,0.000,0.000,0.000
981,326.634,741.645,686.934,145.737,490.143,158.372,6.962,28.910,0.000,2.230,0.000,0.312,0.000,0.000,0.000
982,326.980,746.607,693.543,145.968,497.208,158.408,6.443,28.935,0.000,2.232,0.000,0.313,0.000,0.000,0.000
983,327.327,647.234,700.104,146.199,504.199,158.441,5.957,28.956,0.000,2.233,0.000,0.313,0.000,0.000,0.000
984,327.674,646.903,706.605,146.431,511.104,158.473,5.503,28.973,0.000,2.235,0.000,0.313,0.000,0.000,0.000
985,328.020,758.310,713.032,146.662,517.912,158.502,5.078,28.986,0.000,2.237,0.000,0.313,0.000,0.000,0.000
986,328.367,710.532,719.370,146.894,524.607,158.530,4.681,28.996,0.000,2.238,0.000,0.313,0.000,0.000,0.000
987,328.714,750.607,725.604,147.125,531.176,158.558,4.311,29.002,0.000,2.240,0.000,0.314,0.000,0.000,0.000
988,329.061,701.976,731.723,147.356,537.608,158.584,3.967,29.003,0.000,2.242,0.000,0.314,0.000,0.000,0.000
989,329.407,717.272,737.712,147.588,543.887,158.610,3.651,29.002,0.000,2.243,0.000,0.314,0.000,0.000,0.000
990,329.754,730.089,743.561,147.819,550.004,158.637,3.360,28.996,0.000,2.245,0.000,0.314,0.000,0.000,0.000
991,330.101,806.532,749.259,148.051,555.947,158.666,3.092,28.988,0.000,2.247,0.000,0.314,0.000,0.000,0.000
992,330.448,708.494,754.792,148.282,561.704,158.698,2.846,28.976,0.000,2.249,0.000,0.315,0.000,0.000,0.000
993,330.794,754.866,760.146,148.513,567.262,158.733,2.620,28.961,0.000,2.251,0.000,0.315,0.000,0.000,0.000
994,331.141,690.235,765.295,148.745,572.598,158.769,2.413,28.943,0.000,2.253,0.000,0.315,0.000,0.000,0.000
995,331.488,791.422,770.221,148.976,577.702,158.802,2.222,28.921,0.000,2.255,0.000,0.315,0.000,0.000,0.000
996,331.835,826.347,774.912,149.208,582.562,158.833,2.046,28.895,0.000,2.257,0.000,0.316,0.000,0.000,0.000
997,332.182,711.460,779.354,149.439,587.165,158.861,1.885,28.865,0.000,2.259,0.000,0.316,0.000,0.000,0.000
998,332.529,807.717,783.537,149.671,591.502,158.886,1.736,28.831,0.000,2.261,0.000,0.316,0.000,0.000,0.000
999,332.876,678.752,787.448,149.902,595.562,158.909,1.600,28.794,0.000,2.263,0.000,0.316,0.000,0.000,0.000
1000,333.222,805.680,791.078,150.133,599.334,158.929,1.475,28.754,0.000,2.265,0.000,0.316,0.000,0.000,0.000
1001,333.569,785.975,794.416,150.365,602.810,158.948,1.360,28.710,0.000,2.267,0.000,0.317,0.000,0.000,0.000
1002,333.916,803.125,797.455,150.596,605.981,158.966,1.254,28.664,0.000,2.269,0.000,0.317,0.000,0.000,0.000
1003,334.263,797.718,800.185,150.828,608.839,158.983,1.157,28.614,0.000,2.271,0.000,0.317,0.000,0.000,0.000
1004,334.610,799.419,802.600,151.059,611.377,158.999,1.068,28.562,0.000,2.273,0.000,0.317,0.000,0.000,0.000
1005,334.957,808.456,804.693,151.290,613.587,159.015,0.986,28.508,0.000,2.275,0.000,0.317,0.000,0.000,0.000
1006,335.304,742.273,806.459,151.522,615.466,159.032,0.910,28.451,0.000,2.277,0.000,0.318,0.000,0.000,0.000
1007,335.651,757.051,807.893,151.753,617.008,159.050,0.841,28.393,0.000,2.279,0.000,0.318,0.000,0.000,0.000
1008,335.998,816.865,808.993,151.985,618.209,159.070,0.778,28.333,0.000,2.281,0.000,0.318,0.000,0.000,0.000
1009,336.345,802.604,809.754,152.216,619.065,159.092,0.719,28.272,0.000,2.283,0.000,0.318,0.000,0.000,0.000
1010,336.692,745.235,810.176,152.447,619.576,159.117,0.666,28.209,0.000,2.286,0.000,0.318,0.000,0.000,0.000
1011,337.039,760.938,810.250,152.679,619.736,159.142,0.616,28.145,0.000,2.288,0.000,0.319,0.000,0.000,0.000
1012,337.386,829.902,809.964,152.910,619.537,159.164,0.571,28.079,0.000,2.290,0.000,0.319,0.000,0.000,0.000
1013,337.733,799.495,809.323,153.142,618.981,159.184,0.530,28.012,0.000,2.293,0.000,0.319,0.000,0.000,0.000
1014,338.080,854.049,808.325,153.373,618.069,159.202,0.492,27.944,0.000,2.295,0.000,0.319,0.000,0.000,0.000
1015,338.427,850.828,806.973,153.604,616.802,159.219,0.457,27.874,0.000,2.297,0.000,0.319,0.000,0.000,0.000
1016,338.774,768.976,805.269,153.836,615.183,159.234,0.425,27.804,0.000,2.300,0.000,0.320,0.000,0.000,0.000
1017,339.121,792.051,803.216,154.067,613.215,159.247,0.396,27.732,0.000,2.302,0.000,0.320,0.000,0.000,0.000
1018,339.468,811.976,800.818,154.299,610.901,159.260,0.369,27.661,0.000,2.304,0.000,0.320,0.000,0.000,0.000
1019,339.816,797.716,798.081,154.530,608.246,159.272,0.344,27.589,0.000,2.306,0.000,0.320,0.000,0.000,0.000
1020,340.163,861.051,795.011,154.761,605.257,159.283,0.322,27.516,0.000,2.309,0.000,0.320,0.000,0.000,0.000
1021,340.510,731.310,791.615,154.993,601.940,159.295,0.301,27.444,0.000,2.311,0.000,0.320,0.000,0.000,0.000
1022,340.857,818.236,787.902,155.224,598.302,159.307,0.282,27.373,0.000,2.313,0.000,0.321,0.000,0.000,0.000
1023,341.204,787.122,783.879,155.456,594.351,159.321,0.265,27.301,0.000,2.315,0.000,0.321,0.000,0.000,0.000
1024,341.551,803.976,779.559,155.687,590.099,159.337,0.249,27.231,0.000,2.318,0.000,0.321,0.000,0.000,0.000
1025,341.899,807.679,774.949,155.918,585.552,159.355,0.235,27.162,0.000,2.320,0.000,0.321,0.000,0.000,0.000
1026,342.246,755.604,770.061,156.150,580.723,159.376,0.221,27.094,0.000,2.322,0.000,0.321,0.000,0.000,0.000
1027,342.593,768.494,764.908,156.381,575.621,159.400,0.210,27.027,0.000,2.325,0.000,0.321,0.000,0.000,0.000
1028,342.940,769.938,759.491,156.613,570.254,159.424,0.199,26.961,0.000,2.327,0.000,0.321,0.000,0.000,0.000
1029,343.288,756.049,753.818,156.844,564.632,159.447,0.189,26.896,0.000,2.329,0.000,0.322,0.000,0.000,0.000
1030,343.635,764.715,747.903,157.075,558.767,159.467,0.180,26.831,0.000,2.332,0.000,0.322,0.000,0.000,0.000
1031,343.982,833.345,741.759,157.307,552.672,159.487,0.172,26.768,0.000,2.334,0.000,0.322,0.000,0.000,0.000
1032,344.329,740.050,735.399,157.538,546.361,159.506,0.164,26.706,0.000,2.336,0.000,0.322,0.000,0.000,0.000
1033,344.677,788.788,728.837,157.770,539.846,159.524,0.158,26.645,0.000,2.338,0.000,0.322,0.000,0.000,0.000
1034,345.024,772.825,722.087,158.001,533.142,159.542,0.152,26.585,0.000,2.341,0.000,0.322,0.000,0.000,0.000
1035,345.371,797.269,715.163,158.232,526.262,159.559,0.147,26.527,0.000,2.343,0.000,0.322,0.000,0.000,0.000
1036,345.719,737.198,708.080,158.464,519.221,159.577,0.142,26.470,0.000,2.345,0.000,0.322,0.000,0.000,0.000
1037,346.066,761.602,700.853,158.695,512.033,159.595,0.138,26.414,0.000,2.347,0.000,0.322,0.000,0.000,0.000
1038,346.413,728.788,693.498,158.927,504.714,159.613,0.134,26.361,0.000,2.349,0.000,0.322,0.000,0.000,0.000
1039,346.761,826.677,686.029,159.158,497.279,159.633,0.131,26.309,0.000,2.351,0.000,0.322,0.000,0.000,0.000
1040,347.108,711.974,678.462,159.389,489.741,159.655,0.128,26.259,0.000,2.353,0.000,0.322,0.000,0.000,0.000
1041,347.455,717.491,670.813,159.621,482.116,159.679,0.125,26.211,0.000,2.355,0.000,0.322,0.000,0.000,0.000
1042,347.803,704.788,663.098,159.852,474.420,159.706,0.123,26.165,0.000,2.357,0.000,0.322,0.000,0.000,0.000
1043,348.150,701.047,655.333,160.084,466.667,159.737,0.122,26.121,0.000,2.359,0.000,0.322,0.000,0.000,0.000
1044,348.498,707.566,647.529,160.315,458.870,159.771,0.120,26.080,0.000,2.361,0.000,0.322,0.000,0.000,0.000
