call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,32,22,960,0,20,0,1.0354196853321835E-08,103.54196853321835,-558973.90287869691,-2.86896435321514E-14,-2.7708226855806E-06,8.1001871876651421E-12,0
2,32,22,960,0,20,0,1.0354196853321835E-08,103.54196853321835,-558973.90287869691,-2.86896435321514E-14,-2.7708226855806E-06,8.1001871876651421E-12,0
3,32,22,960,0,20,0,1.028225386034988E-08,102.8225386034988,-469310.58943654364,-2.70499788360762E-14,-2.6307441153914238E-06,1.319477860306506E-11,0
4,32,22,960,0,20,0,1.0270723864070424E-08,102.70723864070423,-463161.24669997115,-2.5985295259534903E-14,-2.5300354291909263E-06,1.4800605185882887E-11,0
5,32,22,960,0,20,0,1.0354196853321835E-08,103.54196853321835,-558755.03739982075,-2.4351716793735951E-14,-2.3518692119440852E-06,7.6369133239495568E-11,0
6,32,22,960,0,20,0,1.0282225831825034E-08,102.82225831825035,-468441.17223938712,-2.3165902081248921E-14,-2.2530045984349978E-06,5.3944404498906806E-11,0
7,32,22,960,0,20,0,1.0270614892984466E-08,102.70614892984466,-462458.6634539165,-2.22805268763112E-14,-2.1693469289292821E-06,1.2235545909788925E-11,0
8,33,23,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-563200.04702775041,-4.409148074999069E-15,-4.2583197301145819E-07,6.2811977841192856E-11,0
9,33,23,990,0,21,0,1.0295129169196516E-08,102.95129169196515,-489395.77456496505,-4.3569433434174759E-15,-4.2320433982058661E-07,5.5159432577056577E-11,0
10,33,23,990,0,21,0,1.0287753380032631E-08,102.8775338003263,-482535.80196264887,-4.3607418008731416E-15,-4.2387697680786651E-07,2.2945556565900915E-10,0
11,33,24,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-563174.20677099924,-4.4605645973430344E-15,-4.307977393642072E-07,2.7296209736960009E-10,0
12,33,23,990,0,21,0,1.0300308044000104E-08,103.00308044000104,-489634.44091860094,-4.4110353624236773E-15,-4.282430528855E-07,2.7404212232795544E-10,0
13,33,23,990,0,21,0,1.0293903524579707E-08,102.93903524579706,-482777.80047705251,-4.4143553815222352E-15,-4.288320141122044E-07,3.02044611544261E-10,0
14,33,24,990,0,21,0,1.0354196853321835E-08,103.54196853321835,-563165.86095450318,-4.4749110034573168E-15,-4.3218330372207236E-07,3.822719918389339E-11,0
15,33,23,990,0,21,0,1.0302160725657781E-08,103.02160725657781,-489707.19146758458,-4.4261539088880781E-15,-4.2963355229594064E-07,3.0333779932334437E-10,0
16,33,23,990,0,21,0,1.0296076752574713E-08,102.96076752574712,-482856.52442279039,-4.4293280187393286E-15,-4.3019570708150539E-07,4.2494718854868552E-10,0
17,24,24,720,0,21,0,1.0354196853321835E-08,103.54196853321835,-563165.86095450318,-2.7942361181454087E-05,-2698.650757493529,3.822719918389339E-11,0
18,24,23,720,0,21,0,1.0302160725657781E-08,103.02160725657781,-489707.19146758458,-1.9589972296765214E-05,-1901.5401543848868,3.0333779932334437E-10,0
19,24,23,720,0,21,0,1.0296076752574713E-08,102.96076752574712,-482856.52442279039,-1.9457945207245007E-05,-1889.8407300993758,4.2494718854868552E-10,0
