spectrum,peak_kev,fwhm_kev,winner,cand_name,cand_kev,cand_intensity_pct,cand_miss_kev,cand_miss_fwhm
GS4000_U,589.592,44.834,Tl-208,Bi-214,609.000,45.44,19.408,0.4329
GS4000_U,589.592,44.834,Tl-208,Ag-108m,614.000,89.8,24.408,0.5444
GS4000_U,589.592,44.834,Tl-208,I-131,636.000,7.1557,46.408,1.0351
GS4000_U,589.592,44.834,Tl-208,Cs-137,662.000,85.1,72.408,1.6150
GS4000_U,760.336,51.832,Pa-234m,Cs-137,662.000,85.1,98.336,1.8972
GS4000_U,760.336,51.832,Pa-234m,I-131,722.000,1.7686,38.336,0.7396
GS4000_U,760.336,51.832,Pa-234m,Bi-212,727.330,6.67,33.006,0.6368
GS4000_U,760.336,51.832,Pa-234m,Ac-228,726.863,0.62,33.473,0.6458
GS4000_U,760.336,51.832,Pa-234m,Pa-234m,766.000,0.317,5.664,0.1093
GS4000_U,760.336,51.832,Pa-234m,Eu-152,780.000,12.93,19.664,0.3794
GS4000_U,760.336,51.832,Pa-234m,Ac-228,794.000,4.25,33.664,0.6495
GS4000_U,760.336,51.832,Pa-234m,Cs-134,798.000,85.46,37.664,0.7267
GS4000_U,760.336,51.832,Pa-234m,Ac-228,835.000,1.61,74.664,1.4405
GS4000_U,760.336,51.832,Pa-234m,Bi-214,768.360,4.89,8.024,0.1548
GS4000_U,989.420,55.687,Pa-234m,Ac-228,911.000,25.8,78.420,1.4082
GS4000_U,989.420,55.687,Pa-234m,Ac-228,964.000,4.99,25.420,0.4565
GS4000_U,989.420,55.687,Pa-234m,Ac-228,968.000,15.8,21.420,0.3846
GS4000_U,989.420,55.687,Pa-234m,Pa-234m,1001.000,0.842,11.580,0.2080
GS4000_U,1110.036,44.733,Eu-152,Eu-152,1111.000,13.67,0.964,0.0216
GS4000_U,1110.036,44.733,Eu-152,Bi-214,1120.000,14.9,9.964,0.2228
GS4000_U,1110.036,44.733,Eu-152,Co-60,1173.000,99.85,62.964,1.4075
GS4000_U,1463.663,75.681,K-40,Co-60,1332.000,99.9826,131.663,1.7397
GS4000_U,1463.663,75.681,K-40,Bi-214,1377.000,3.985,86.663,1.1451
GS4000_U,1463.663,75.681,K-40,K-40,1460.000,10.66,3.663,0.0484
GS4000_U,1463.663,75.681,K-40,Ac-228,1588.000,3.22,124.337,1.6429
GS4000_U,2687.000,121.139,Tl-208,Bi-214,2447.000,1.545,240.000,1.9812
GS4000_U,2687.000,121.139,Tl-208,Tl-208,2614.000,35.8516,73.000,0.6026
HPGeGEM_K40,1460.724,2.184,K-40,K-40,1460.000,10.66,0.724,0.3314
HPGeGEM_Ra226,74.756,0.844,Am-243,Am-243,74.660,67.2,0.096,0.1142
HPGeGEM_Ra226,74.756,0.844,Am-243,Pb x-ray,74.969,100,0.213,0.2519
HPGeGEM_Ra226,87.020,0.821,Pb x-ray,Pb x-ray,87.300,8,0.280,0.3414
HPGeGEM_Ra226,186.209,0.893,Ra-226,Ra-226,186.211,3.64,0.002,0.0025
HPGeGEM_Ra226,186.209,0.893,Ra-226,U-235,185.715,57,0.494,0.5531
HPGeGEM_Ra226,242.116,0.981,Pb-214,Pb-214,241.000,7.2615,1.116,1.1378
HPGeGEM_Ra226,242.116,0.981,Pb-214,Eu-152,244.000,7.55,1.884,1.9207
HPGeGEM_Ra226,295.138,1.068,Pb-214,Pb-214,295.000,18.4672,0.138,0.1295
HPGeGEM_Ra226,352.129,1.126,Pb-214,Pb-214,353.000,35.7166,0.871,0.7737
HPGeGEM_Ra226,609.313,1.421,Bi-214,Bi-214,609.000,45.44,0.313,0.2200
HPGeGEM_Ra226,719.692,1.498,,I-131,722.000,1.7686,2.308,1.5411
HPGeGEM_Ra226,768.390,1.603,Bi-214,Pa-234m,766.000,0.317,2.390,1.4902
HPGeGEM_Ra226,768.390,1.603,Bi-214,Bi-214,768.360,4.89,0.030,0.0184
HPGeGEM_Ra226,1120.104,1.896,Bi-214,Bi-214,1120.000,14.9,0.104,0.0549
HPGeGEM_Ra226,1238.068,1.928,Bi-214,Bi-214,1238.000,5.83,0.068,0.0353
HPGeGEM_Ra226,1377.680,2.023,Bi-214,Bi-214,1377.000,3.985,0.680,0.3360
HPGeGEM_Ra226,1764.423,2.354,Bi-214,Bi-214,1764.000,15.29,0.423,0.1797
HPGeGEM_Ra226,2203.867,2.702,Bi-214,Bi-214,2204.000,4.92,0.133,0.0493
HPGeGEM_Ra226,2447.775,2.613,Bi-214,Bi-214,2447.000,1.545,0.775,0.2964
HPGeGEM_Th232,74.711,0.765,Am-243,Am-243,74.660,67.2,0.051,0.0664
HPGeGEM_Th232,74.711,0.765,Am-243,Pb x-ray,74.969,100,0.258,0.3375
HPGeGEM_Th232,128.849,0.919,Ac-228,Ac-228,129.065,2.42,0.216,0.2347
HPGeGEM_Th232,209.337,0.922,U-237,U-237,208.005,21.2,1.332,1.4444
HPGeGEM_Th232,209.337,0.922,U-237,Ac-228,211.000,3.89,1.663,1.8044
HPGeGEM_Th232,238.572,0.994,Pb-212,Pb-212,238.000,43.6,0.572,0.5757
HPGeGEM_Th232,241.099,0.941,Pb-214,Pb-214,241.000,7.2615,0.099,0.1051
HPGeGEM_Th232,277.554,1.028,Np-239,Np-239,277.000,14.505,0.554,0.5386
HPGeGEM_Th232,328.086,1.098,Ac-228,Ac-228,328.000,2.95,0.086,0.0783
HPGeGEM_Th232,338.192,1.119,Ac-228,Ac-228,338.000,11.27,0.192,0.1720
HPGeGEM_Th232,409.300,1.259,Ac-228,Ac-228,409.000,1.92,0.300,0.2382
HPGeGEM_Th232,463.083,1.220,Ac-228,Ac-228,463.000,4.4,0.083,0.0678
HPGeGEM_Th232,510.730,1.316,Annihilation,Tl-208,510.000,8.1224,0.730,0.5546
HPGeGEM_Th232,510.730,1.316,Annihilation,Annihilation,511.000,0,0.270,0.2052
HPGeGEM_Th232,583.285,1.407,Tl-208,Tl-208,583.000,30.549,0.285,0.2025
HPGeGEM_Th232,727.317,1.500,Bi-212,Bi-212,727.330,6.67,0.013,0.0089
HPGeGEM_Th232,727.317,1.500,Bi-212,Ac-228,726.863,0.62,0.454,0.3025
HPGeGEM_Th232,782.187,1.326,,Eu-152,780.000,12.93,2.187,1.6501
HPGeGEM_Th232,794.822,1.555,Ac-228,Ac-228,794.000,4.25,0.822,0.5287
HPGeGEM_Th232,835.615,1.615,Ac-228,Ac-228,835.000,1.61,0.615,0.3808
HPGeGEM_Th232,911.065,1.719,Ac-228,Ac-228,911.000,25.8,0.065,0.0379
HPGeGEM_Th232,964.856,1.743,Ac-228,Ac-228,964.000,4.99,0.856,0.4911
HPGeGEM_Th232,964.856,1.743,Ac-228,Ac-228,968.000,15.8,3.144,1.8038
HPGeGEM_Th232,968.827,1.739,Ac-228,Ac-228,968.000,15.8,0.827,0.4757
HPGeGEM_Th232,1459.482,1.954,K-40,K-40,1460.000,10.66,0.518,0.2649
HPGeGEM_Th232,1588.025,2.056,Ac-228,Ac-228,1588.000,3.22,0.025,0.0120
HPGeGEM_Th232,1592.358,2.206,,Ac-228,1588.000,3.22,4.358,1.9751
HPGeGEM_Th232,2103.688,3.031,Tl-208 SE,Tl-208 SE,2103.000,0,0.688,0.2270
HPGeGEM_Th232,2614.373,2.988,Tl-208,Tl-208,2614.000,35.8516,0.373,0.1248
HPGeGMX_Background,238.647,0.842,Pb-212,Pb-212,238.000,43.6,0.647,0.7689
HPGeGMX_Background,351.909,1.099,Pb-214,Pb-214,353.000,35.7166,1.091,0.9921
HPGeGMX_Background,583.190,1.456,Tl-208,Tl-208,583.000,30.549,0.190,0.1307
HPGeGMX_Background,609.396,1.665,Bi-214,Bi-214,609.000,45.44,0.396,0.2375
HPGeGMX_Background,911.598,1.676,Ac-228,Ac-228,911.000,25.8,0.598,0.3566
HPGeGMX_Background,1120.337,1.906,Bi-214,Bi-214,1120.000,14.9,0.337,0.1768
HPGeGMX_Background,1238.080,1.669,Bi-214,Bi-214,1238.000,5.83,0.080,0.0480
HPGeGMX_Background,1460.728,2.010,K-40,K-40,1460.000,10.66,0.728,0.3624
HPGeGMX_Eu152,244.657,1.030,Eu-152,Eu-152,244.000,7.55,0.657,0.6377
HPGeGMX_Eu152,344.373,1.359,Eu-152,Eu-152,345.000,26.59,0.627,0.4615
HPGeGMX_Eu152,411.331,1.517,,Ac-228,409.000,1.92,2.331,1.5363
HPGeGMX_Eu152,586.072,1.623,,Tl-208,583.000,30.549,3.072,1.8929
HPGeGMX_Eu152,719.509,1.380,,I-131,722.000,1.7686,2.491,1.8046
HPGeGMX_Eu152,779.011,1.656,Eu-152,Eu-152,780.000,12.93,0.989,0.5974
HPGeGMX_Eu152,964.113,1.818,,Ac-228,964.000,4.99,0.113,0.0623
HPGeGMX_Eu152,1005.212,2.167,,Pa-234m,1001.000,0.842,4.212,1.9439
HPGeGMX_Eu152,1112.062,1.913,Eu-152,Eu-152,1111.000,13.67,1.062,0.5550
HPGeGMX_Eu152,1460.782,1.977,K-40,K-40,1460.000,10.66,0.782,0.3954
HPGeGMX_Th228,74.835,0.790,Pb x-ray,Am-243,74.660,67.2,0.175,0.2219
HPGeGMX_Th228,74.835,0.790,Pb x-ray,Pb x-ray,74.969,100,0.134,0.1693
HPGeGMX_Th228,84.327,0.769,Pb x-ray,Pb x-ray,84.936,23,0.609,0.7921
HPGeGMX_Th228,87.272,0.928,Pb x-ray,Pb x-ray,87.300,8,0.028,0.0298
HPGeGMX_Th228,238.301,1.060,Pb-212,Pb-212,238.000,43.6,0.301,0.2836
HPGeGMX_Th228,276.997,1.159,Np-239,Np-239,277.000,14.505,0.003,0.0027
HPGeGMX_Th228,510.731,1.361,Annihilation,Tl-208,510.000,8.1224,0.731,0.5366
HPGeGMX_Th228,510.731,1.361,Annihilation,Annihilation,511.000,0,0.269,0.1979
HPGeGMX_Th228,583.343,1.451,Tl-208,Tl-208,583.000,30.549,0.343,0.2367
HPGeGMX_Th228,727.309,1.591,Bi-212,Bi-212,727.330,6.67,0.021,0.0129
HPGeGMX_Th228,727.309,1.591,Bi-212,Ac-228,726.863,0.62,0.446,0.2806
HPGeGMX_Th228,763.473,1.389,,Pa-234m,766.000,0.317,2.527,1.8197
HPGeGMX_Th228,1461.406,2.143,K-40,K-40,1460.000,10.66,1.406,0.6558
HPGeGMX_Th228,1592.176,2.119,,Ac-228,1588.000,3.22,4.176,1.9707
HPGeGMX_Th228,2102.676,3.027,Tl-208 SE,Tl-208 SE,2103.000,0,0.324,0.1070
HPGeGMX_Th228,2614.331,2.749,Tl-208,Tl-208,2614.000,35.8516,0.331,0.1202
HPGeGMX_Th232,209.107,0.895,U-237,U-237,208.005,21.2,1.102,1.2311
HPGeGMX_Th232,238.282,1.075,Pb-212,Pb-212,238.000,43.6,0.282,0.2625
HPGeGMX_Th232,338.324,1.440,Ac-228,Ac-228,338.000,11.27,0.324,0.2251
HPGeGMX_Th232,409.550,1.359,Ac-228,Ac-228,409.000,1.92,0.550,0.4045
HPGeGMX_Th232,463.073,1.483,Ac-228,Ac-228,463.000,4.4,0.073,0.0490
HPGeGMX_Th232,510.699,1.370,Annihilation,Tl-208,510.000,8.1224,0.699,0.5101
HPGeGMX_Th232,510.699,1.370,Annihilation,Annihilation,511.000,0,0.301,0.2199
HPGeGMX_Th232,583.308,1.467,Tl-208,Tl-208,583.000,30.549,0.308,0.2100
HPGeGMX_Th232,727.267,1.522,Bi-212,Bi-212,727.330,6.67,0.063,0.0413
HPGeGMX_Th232,727.267,1.522,Bi-212,Ac-228,726.863,0.62,0.404,0.2655
HPGeGMX_Th232,794.661,1.885,Ac-228,Ac-228,794.000,4.25,0.661,0.3509
HPGeGMX_Th232,794.661,1.885,Ac-228,Cs-134,798.000,85.46,3.339,1.7710
HPGeGMX_Th232,835.759,1.535,Ac-228,Ac-228,835.000,1.61,0.759,0.4943
HPGeGMX_Th232,911.052,1.767,Ac-228,Ac-228,911.000,25.8,0.052,0.0294
HPGeGMX_Th232,965.303,1.607,Ac-228,Ac-228,964.000,4.99,1.303,0.8113
HPGeGMX_Th232,965.303,1.607,Ac-228,Ac-228,968.000,15.8,2.697,1.6785
HPGeGMX_Th232,968.920,1.756,Ac-228,Ac-228,968.000,15.8,0.920,0.5239
HPGeGMX_Th232,1460.670,2.040,K-40,K-40,1460.000,10.66,0.670,0.3285
HPGeGMX_Th232,1587.820,1.927,Ac-228,Ac-228,1588.000,3.22,0.180,0.0934
HPGeGMX_Th232,2614.855,2.747,Tl-208,Tl-208,2614.000,35.8516,0.855,0.3113
HPGE_Uranium,25.603,0.701,,Am-241,26.345,2.27,0.742,1.0574
HPGE_Uranium,84.242,0.763,Pb x-ray,Pb x-ray,84.936,23,0.694,0.9093
HPGE_Uranium,105.607,0.889,Np-239,Np-239,106.000,25.34,0.393,0.4417
HPGE_Uranium,112.894,0.842,Th-234,Th-234,112.810,0.21,0.084,0.1000
HPGE_Uranium,143.862,0.940,U-235,U-235,145.000,10.96,1.138,1.2106
HPGE_Uranium,152.804,0.803,,Pu-238,152.000,0.0009,0.804,1.0016
HPGE_Uranium,185.754,1.022,U-235,Ra-226,186.211,3.64,0.457,0.4471
HPGE_Uranium,185.754,1.022,U-235,U-235,185.715,57,0.039,0.0383
HPGE_Uranium,202.145,0.961,Lu-176,Lu-176,202.000,77.9688,0.145,0.1511
HPGE_Uranium,766.476,1.593,Pa-234m,Pa-234m,766.000,0.317,0.476,0.2991
HPGE_Uranium,766.476,1.593,Pa-234m,Bi-214,768.360,4.89,1.884,1.1824
HPGE_Uranium,1001.094,1.782,Pa-234m,Pa-234m,1001.000,0.842,0.094,0.0525
HPGE_Uranium,1460.885,2.041,K-40,K-40,1460.000,10.66,0.885,0.4336
HPGE_Uranium,2616.318,2.420,Tl-208,Tl-208,2614.000,35.8516,2.318,0.9578
LaBrBril_Eu152,38.257,6.461,,Am-241,26.345,2.27,11.912,1.8437
LaBrBril_Eu152,38.257,6.461,,Pb-210,46.539,4.25,8.282,1.2818
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Am-243,74.660,67.2,13.961,1.5160
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Np-239,106.000,25.34,17.379,1.8872
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Pb x-ray,74.969,100,13.652,1.4824
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Pb x-ray,72.804,59.5,15.817,1.7175
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Pb x-ray,84.936,23,3.685,0.4001
LaBrBril_Eu152,88.621,9.209,Pb x-ray,Pb x-ray,87.300,8,1.321,0.1434
LaBrBril_Eu152,122.224,9.467,Eu-152,Np-239,106.000,25.34,16.224,1.7138
LaBrBril_Eu152,122.224,9.467,Eu-152,Th-234,112.810,0.21,9.414,0.9945
LaBrBril_Eu152,122.224,9.467,Eu-152,Eu-152,125.000,28.53,2.776,0.2932
LaBrBril_Eu152,122.224,9.467,Eu-152,Ac-228,129.065,2.42,6.841,0.7226
LaBrBril_Eu152,242.816,12.652,Eu-152,Np-239,228.000,10.73,14.816,1.1710
LaBrBril_Eu152,242.816,12.652,Eu-152,Pb-212,238.000,43.6,4.816,0.3806
LaBrBril_Eu152,242.816,12.652,Eu-152,Pb-214,241.000,7.2615,1.816,0.1435
LaBrBril_Eu152,242.816,12.652,Eu-152,Eu-152,244.000,7.55,1.184,0.0936
LaBrBril_Eu152,293.380,13.342,Pb-214,Np-239,277.000,14.505,16.380,1.2277
LaBrBril_Eu152,293.380,13.342,Pb-214,I-131,284.000,6.1207,9.380,0.7030
LaBrBril_Eu152,293.380,13.342,Pb-214,Pb-214,295.000,18.4672,1.620,0.1214
LaBrBril_Eu152,293.380,13.342,Pb-214,Lu-176,307.000,93.6,13.620,1.0208
LaBrBril_Eu152,293.380,13.342,Pb-214,Np-239,315.000,1.6,21.620,1.6204
LaBrBril_Eu152,343.993,15.719,Eu-152,Np-239,315.000,1.6,28.993,1.8445
LaBrBril_Eu152,343.993,15.719,Eu-152,Ac-228,338.000,11.27,5.993,0.3813
LaBrBril_Eu152,343.993,15.719,Eu-152,Eu-152,345.000,26.59,1.007,0.0640
LaBrBril_Eu152,343.993,15.719,Eu-152,Pb-214,353.000,35.7166,9.007,0.5730
LaBrBril_Eu152,343.993,15.719,Eu-152,Ba-133,358.000,62.05,14.007,0.8911
LaBrBril_Eu152,343.993,15.719,Eu-152,I-131,364.000,81.5,20.007,1.2728
LaBrBril_Eu152,343.993,15.719,Eu-152,Pu-239,375.000,0.0016,31.007,1.9726
LaBrBril_Eu152,343.993,15.719,Eu-152,Ac-228,328.000,2.95,15.993,1.0175
LaBrBril_Eu152,411.555,15.413,Ac-228,Pu-241,400.000,0,11.555,0.7497
LaBrBril_Eu152,411.555,15.413,Ac-228,Ac-228,409.000,1.92,2.555,0.1658
LaBrBril_Eu152,411.555,15.413,Ac-228,Ag-108m,433.000,90.5,21.445,1.3913
LaBrBril_Eu152,442.550,16.098,Ag-108m,Ag-108m,433.000,90.5,9.550,0.5932
LaBrBril_Eu152,442.550,16.098,Ag-108m,Ac-228,463.000,4.4,20.450,1.2704
LaBrBril_Eu152,609.110,15.378,Bi-214,Tl-208,583.000,30.549,26.110,1.6979
LaBrBril_Eu152,609.110,15.378,Bi-214,Bi-214,609.000,45.44,0.110,0.0072
LaBrBril_Eu152,609.110,15.378,Bi-214,Ag-108m,614.000,89.8,4.890,0.3180
LaBrBril_Eu152,609.110,15.378,Bi-214,I-131,636.000,7.1557,26.890,1.7486
LaBrBril_Eu152,688.341,21.233,Cs-137,Cs-137,662.000,85.1,26.341,1.2405
LaBrBril_Eu152,688.341,21.233,Cs-137,I-131,722.000,1.7686,33.659,1.5852
LaBrBril_Eu152,688.341,21.233,Cs-137,Bi-212,727.330,6.67,38.989,1.8362
LaBrBril_Eu152,688.341,21.233,Cs-137,Ac-228,726.863,0.62,38.522,1.8142
LaBrBril_Eu152,779.037,22.326,Eu-152,Pa-234m,766.000,0.317,13.037,0.5839
LaBrBril_Eu152,779.037,22.326,Eu-152,Eu-152,780.000,12.93,0.963,0.0431
LaBrBril_Eu152,779.037,22.326,Eu-152,Ac-228,794.000,4.25,14.963,0.6702
LaBrBril_Eu152,779.037,22.326,Eu-152,Cs-134,798.000,85.46,18.963,0.8493
LaBrBril_Eu152,779.037,22.326,Eu-152,Bi-214,768.360,4.89,10.677,0.4782
LaBrBril_Eu152,867.048,23.047,Ac-228,Ac-228,835.000,1.61,32.048,1.3905
LaBrBril_Eu152,867.048,23.047,Ac-228,Ac-228,911.000,25.8,43.952,1.9070
LaBrBril_Eu152,966.591,24.380,Ac-228,Ac-228,964.000,4.99,2.591,0.1063
LaBrBril_Eu152,966.591,24.380,Ac-228,Ac-228,968.000,15.8,1.409,0.0578
LaBrBril_Eu152,966.591,24.380,Ac-228,Pa-234m,1001.000,0.842,34.409,1.4114
LaBrBril_Eu152,1109.119,27.882,Eu-152,Eu-152,1111.000,13.67,1.881,0.0675
LaBrBril_Eu152,1109.119,27.882,Eu-152,Bi-214,1120.000,14.9,10.881,0.3902
LaBrBril_Eu152,1217.695,32.243,Bi-214,Co-60,1173.000,99.85,44.695,1.3862
LaBrBril_Eu152,1217.695,32.243,Bi-214,Bi-214,1238.000,5.83,20.305,0.6297
LaBrBril_Eu152,1294.975,26.215,Co-60,Co-60,1332.000,99.9826,37.025,1.4124
LaBrBril_Eu152,1409.668,27.667,Bi-214,Bi-214,1377.000,3.985,32.668,1.1808
LaBrBril_Eu152,1409.668,27.667,Bi-214,K-40,1460.000,10.66,50.332,1.8192
LaBrBril_Eu152,1469.980,30.548,K-40,K-40,1460.000,10.66,9.980,0.3267
LaBrBril_Eu152,1755.210,38.572,Bi-214,Bi-214,1764.000,15.29,8.790,0.2279
LaBrBril_Th228,35.588,7.884,,Am-241,26.345,2.27,9.243,1.1723
LaBrBril_Th228,35.588,7.884,,Pb-210,46.539,4.25,10.951,1.3890
LaBrBril_Th228,74.675,8.039,Am-243,Am-241,59.541,35.9,15.134,1.8825
LaBrBril_Th228,74.675,8.039,Am-243,Am-243,74.660,67.2,0.015,0.0019
LaBrBril_Th228,74.675,8.039,Am-243,Pb x-ray,74.969,100,0.294,0.0366
LaBrBril_Th228,74.675,8.039,Am-243,Pb x-ray,72.804,59.5,1.871,0.2327
LaBrBril_Th228,74.675,8.039,Am-243,Pb x-ray,84.936,23,10.261,1.2763
LaBrBril_Th228,74.675,8.039,Am-243,Pb x-ray,87.300,8,12.625,1.5704
LaBrBril_Th228,74.675,8.039,Am-243,W x-ray,59.318,100,15.357,1.9102
LaBrBril_Th228,74.675,8.039,Am-243,W x-ray,67.244,22,7.431,0.9243
LaBrBril_Th228,74.675,8.039,Am-243,W x-ray,69.067,8,5.608,0.6976
LaBrBril_Th228,236.925,13.143,Pb-212,Ac-228,211.000,3.89,25.925,1.9726
LaBrBril_Th228,236.925,13.143,Pb-212,Np-239,228.000,10.73,8.925,0.6791
LaBrBril_Th228,236.925,13.143,Pb-212,Pb-212,238.000,43.6,1.075,0.0818
LaBrBril_Th228,236.925,13.143,Pb-212,Pb-214,241.000,7.2615,4.075,0.3101
LaBrBril_Th228,236.925,13.143,Pb-212,Eu-152,244.000,7.55,7.075,0.5383
LaBrBril_Th228,276.165,10.669,Np-239,Np-239,277.000,14.505,0.835,0.0782
LaBrBril_Th228,276.165,10.669,Np-239,I-131,284.000,6.1207,7.835,0.7343
LaBrBril_Th228,276.165,10.669,Np-239,Pb-214,295.000,18.4672,18.835,1.7653
LaBrBril_Th228,298.602,12.472,Pb-214,Np-239,277.000,14.505,21.602,1.7321
LaBrBril_Th228,298.602,12.472,Pb-214,I-131,284.000,6.1207,14.602,1.1708
LaBrBril_Th228,298.602,12.472,Pb-214,Pb-214,295.000,18.4672,3.602,0.2888
LaBrBril_Th228,298.602,12.472,Pb-214,Lu-176,307.000,93.6,8.398,0.6734
LaBrBril_Th228,298.602,12.472,Pb-214,Np-239,315.000,1.6,16.398,1.3148
LaBrBril_Th228,349.119,13.914,Pb-214,Ac-228,338.000,11.27,11.119,0.7991
LaBrBril_Th228,349.119,13.914,Pb-214,Eu-152,345.000,26.59,4.119,0.2961
LaBrBril_Th228,349.119,13.914,Pb-214,Pb-214,353.000,35.7166,3.881,0.2789
LaBrBril_Th228,349.119,13.914,Pb-214,Ba-133,358.000,62.05,8.881,0.6383
LaBrBril_Th228,349.119,13.914,Pb-214,I-131,364.000,81.5,14.881,1.0695
LaBrBril_Th228,349.119,13.914,Pb-214,Pu-239,375.000,0.0016,25.881,1.8601
LaBrBril_Th228,349.119,13.914,Pb-214,Ac-228,328.000,2.95,21.119,1.5178
LaBrBril_Th228,509.417,18.177,Tl-208,Tl-208,510.000,8.1224,0.583,0.0321
LaBrBril_Th228,509.417,18.177,Tl-208,Annihilation,511.000,0,1.583,0.0871
LaBrBril_Th228,579.879,19.514,Tl-208,Tl-208,583.000,30.549,3.121,0.1599
LaBrBril_Th228,579.879,19.514,Tl-208,Bi-214,609.000,45.44,29.121,1.4923
LaBrBril_Th228,579.879,19.514,Tl-208,Ag-108m,614.000,89.8,34.121,1.7485
LaBrBril_Th228,726.744,19.818,Ac-228,I-131,722.000,1.7686,4.744,0.2394
LaBrBril_Th228,726.744,19.818,Ac-228,Bi-212,727.330,6.67,0.586,0.0296
LaBrBril_Th228,726.744,19.818,Ac-228,Ac-228,726.863,0.62,0.119,0.0060
LaBrBril_Th228,726.744,19.818,Ac-228,Pa-234m,766.000,0.317,39.256,1.9808
LaBrBril_Th228,797.499,20.253,Cs-134,Pa-234m,766.000,0.317,31.499,1.5552
LaBrBril_Th228,797.499,20.253,Cs-134,Eu-152,780.000,12.93,17.499,0.8640
LaBrBril_Th228,797.499,20.253,Cs-134,Ac-228,794.000,4.25,3.499,0.1727
LaBrBril_Th228,797.499,20.253,Cs-134,Cs-134,798.000,85.46,0.501,0.0248
LaBrBril_Th228,797.499,20.253,Cs-134,Ac-228,835.000,1.61,37.501,1.8516
LaBrBril_Th228,797.499,20.253,Cs-134,Bi-214,768.360,4.89,29.139,1.4387
LaBrBril_Th228,859.841,21.662,Ac-228,Ac-228,835.000,1.61,24.841,1.1467
LaBrBril_Th228,1467.238,33.165,K-40,K-40,1460.000,10.66,7.238,0.2183
LaBrBril_Th228,1596.444,33.546,Ac-228,Ac-228,1588.000,3.22,8.444,0.2517
LaBrBril_Th228,1763.431,32.716,Bi-214,Bi-214,1764.000,15.29,0.569,0.0174
LaBrBril_Th228,2107.643,35.544,Tl-208 SE,Tl-208 SE,2103.000,0,4.643,0.1306
LaBrBril_Th228,2606.039,42.559,Tl-208,Tl-208,2614.000,35.8516,7.961,0.1871
OBS_UGlass,58.550,13.559,W x-ray,Pb-210,46.539,4.25,12.011,0.8859
OBS_UGlass,58.550,13.559,W x-ray,Am-241,59.541,35.9,0.991,0.0731
OBS_UGlass,58.550,13.559,W x-ray,Am-243,74.660,67.2,16.110,1.1882
OBS_UGlass,58.550,13.559,W x-ray,Pb x-ray,74.969,100,16.419,1.2110
OBS_UGlass,58.550,13.559,W x-ray,Pb x-ray,72.804,59.5,14.254,1.0513
OBS_UGlass,58.550,13.559,W x-ray,Pb x-ray,84.936,23,26.386,1.9461
OBS_UGlass,58.550,13.559,W x-ray,W x-ray,59.318,100,0.768,0.0566
OBS_UGlass,58.550,13.559,W x-ray,W x-ray,57.981,57.6,0.569,0.0420
OBS_UGlass,58.550,13.559,W x-ray,W x-ray,67.244,22,8.694,0.6412
OBS_UGlass,58.550,13.559,W x-ray,W x-ray,69.067,8,10.517,0.7757
OBS_UGlass,1768.291,53.544,Bi-214,Bi-214,1764.000,15.29,4.291,0.0801
OBS_UGlass,1894.788,69.285,,Bi-214,1764.000,15.29,130.788,1.8877
RC101_I131,29.620,20.675,,Low Bremsstrahlung x-rays,15.000,0,14.620,0.7071
RC101_I131,29.620,20.675,,Am-241,26.345,2.27,3.275,0.1584
RC101_I131,29.620,20.675,,Pb-210,46.539,4.25,16.919,0.8183
RC101_I131,29.620,20.675,,Am-241,59.541,35.9,29.921,1.4472
RC101_I131,29.620,20.675,,W x-ray,59.318,100,29.698,1.4364
RC101_I131,29.620,20.675,,W x-ray,57.981,57.6,28.361,1.3718
RC101_I131,29.620,20.675,,W x-ray,67.244,22,37.624,1.8198
RC101_I131,29.620,20.675,,W x-ray,69.067,8,39.447,1.9080
RC101_I131,82.540,28.880,Pb x-ray,Am-241,26.345,2.27,56.195,1.9458
RC101_I131,82.540,28.880,Pb x-ray,Pb-210,46.539,4.25,36.001,1.2466
RC101_I131,82.540,28.880,Pb x-ray,Am-241,59.541,35.9,22.999,0.7964
RC101_I131,82.540,28.880,Pb x-ray,Am-243,74.660,67.2,7.880,0.2729
RC101_I131,82.540,28.880,Pb x-ray,Np-239,106.000,25.34,23.460,0.8123
RC101_I131,82.540,28.880,Pb x-ray,Th-234,112.810,0.21,30.270,1.0481
RC101_I131,82.540,28.880,Pb x-ray,Eu-152,125.000,28.53,42.460,1.4702
RC101_I131,82.540,28.880,Pb x-ray,Pb x-ray,74.969,100,7.571,0.2622
RC101_I131,82.540,28.880,Pb x-ray,Pb x-ray,72.804,59.5,9.736,0.3371
RC101_I131,82.540,28.880,Pb x-ray,Pb x-ray,84.936,23,2.396,0.0830
RC101_I131,82.540,28.880,Pb x-ray,Pb x-ray,87.300,8,4.760,0.1648
RC101_I131,82.540,28.880,Pb x-ray,W x-ray,59.318,100,23.222,0.8041
RC101_I131,82.540,28.880,Pb x-ray,W x-ray,57.981,57.6,24.559,0.8504
RC101_I131,82.540,28.880,Pb x-ray,W x-ray,67.244,22,15.296,0.5296
RC101_I131,82.540,28.880,Pb x-ray,W x-ray,69.067,8,13.473,0.4665
