spectrum,peak_kev,fwhm_kev,winner,cand_name,cand_kev,cand_intensity_pct,cand_miss_kev,cand_miss_fwhm
ASN8_Th232_2048,907.442,56.671,Ac-228,Ac-228,911.000,25.8,3.558,0.0628
ASN8_Th232_2048,907.442,56.671,Ac-228,Ac-228,964.000,4.99,56.558,0.9980
ASN8_Th232_2048,907.442,56.671,Ac-228,Ac-228,968.000,15.8,60.558,1.0686
ASN8_Th232_2048,907.442,56.671,Ac-228,Pa-234m,1001.000,0.842,93.558,1.6509
ASN8_Th232_2048,962.859,59.273,Ac-228,Ac-228,911.000,25.8,51.859,0.8749
ASN8_Th232_2048,962.859,59.273,Ac-228,Ac-228,964.000,4.99,1.141,0.0193
ASN8_Th232_2048,962.859,59.273,Ac-228,Ac-228,968.000,15.8,5.141,0.0867
ASN8_Th232_2048,962.859,59.273,Ac-228,Pa-234m,1001.000,0.842,38.141,0.6435
ASN8_Th232_2048,1112.908,58.171,Eu-152,Pa-234m,1001.000,0.842,111.908,1.9238
ASN8_Th232_2048,1112.908,58.171,Eu-152,Eu-152,1111.000,13.67,1.908,0.0328
ASN8_Th232_2048,1112.908,58.171,Eu-152,Bi-214,1120.000,14.9,7.092,0.1219
ASN8_Th232_2048,1112.908,58.171,Eu-152,Co-60,1173.000,99.85,60.092,1.0330
ASN8_Th232_2048,1242.151,52.210,Bi-214,Co-60,1173.000,99.85,69.151,1.3245
ASN8_Th232_2048,1242.151,52.210,Bi-214,Bi-214,1238.000,5.83,4.151,0.0795
ASN8_Th232_2048,1242.151,52.210,Bi-214,Co-60,1332.000,99.9826,89.849,1.7209
ASN8_Th232_2048,1585.343,77.639,Ac-228,K-40,1460.000,10.66,125.343,1.6144
ASN8_Th232_2048,1585.343,77.639,Ac-228,Ac-228,1588.000,3.22,2.657,0.0342
ASN8_Th232_2048,1774.963,60.774,Bi-214,Bi-214,1764.000,15.29,10.963,0.1804
ASN8_Th232_2048,2113.519,84.666,Tl-208 SE,Tl-208 SE,2103.000,0,10.519,0.1242
ASN8_Th232_2048,2113.519,84.666,Tl-208 SE,Bi-214,2204.000,4.92,90.481,1.0687
ASN8_Th232_2048,2323.977,119.410,Bi-214,Tl-208 SE,2103.000,0,220.977,1.8506
ASN8_Th232_2048,2323.977,119.410,Bi-214,Bi-214,2204.000,4.92,119.977,1.0047
ASN8_Th232_2048,2323.977,119.410,Bi-214,Bi-214,2447.000,1.545,123.023,1.0303
ASN8_Th232_2048,2614.168,104.701,Tl-208,Bi-214,2447.000,1.545,167.168,1.5966
ASN8_Th232_2048,2614.168,104.701,Tl-208,Tl-208,2614.000,35.8516,0.168,0.0016
ASN8_Th232_3000,32.558,11.550,,Low Bremsstrahlung x-rays,15.000,0,17.558,1.5201
ASN8_Th232_3000,32.558,11.550,,Am-241,26.345,2.27,6.213,0.5379
ASN8_Th232_3000,32.558,11.550,,Pb-210,46.539,4.25,13.981,1.2105
ASN8_Th232_3000,73.856,21.942,Am-243,Pb-210,46.539,4.25,27.317,1.2450
ASN8_Th232_3000,73.856,21.942,Am-243,Am-241,59.541,35.9,14.315,0.6524
ASN8_Th232_3000,73.856,21.942,Am-243,Am-243,74.660,67.2,0.804,0.0366
ASN8_Th232_3000,73.856,21.942,Am-243,Np-239,106.000,25.34,32.144,1.4650
ASN8_Th232_3000,73.856,21.942,Am-243,Th-234,112.810,0.21,38.954,1.7753
ASN8_Th232_3000,73.856,21.942,Am-243,Pb x-ray,74.969,100,1.113,0.0507
ASN8_Th232_3000,73.856,21.942,Am-243,Pb x-ray,72.804,59.5,1.052,0.0479
ASN8_Th232_3000,73.856,21.942,Am-243,Pb x-ray,84.936,23,11.080,0.5050
ASN8_Th232_3000,73.856,21.942,Am-243,Pb x-ray,87.300,8,13.444,0.6127
ASN8_Th232_3000,73.856,21.942,Am-243,W x-ray,59.318,100,14.538,0.6626
ASN8_Th232_3000,73.856,21.942,Am-243,W x-ray,57.981,57.6,15.875,0.7235
ASN8_Th232_3000,73.856,21.942,Am-243,W x-ray,67.244,22,6.612,0.3013
ASN8_Th232_3000,73.856,21.942,Am-243,W x-ray,69.067,8,4.789,0.2182
ASN8_Th232_3000,132.424,16.417,Ac-228,Np-239,106.000,25.34,26.424,1.6096
ASN8_Th232_3000,132.424,16.417,Ac-228,Th-234,112.810,0.21,19.614,1.1948
ASN8_Th232_3000,132.424,16.417,Ac-228,Eu-152,125.000,28.53,7.424,0.4523
ASN8_Th232_3000,132.424,16.417,Ac-228,U-235,145.000,10.96,12.576,0.7660
ASN8_Th232_3000,132.424,16.417,Ac-228,Pu-238,152.000,0.0009,19.576,1.1924
ASN8_Th232_3000,132.424,16.417,Ac-228,Ac-228,129.065,2.42,3.359,0.2046
ASN8_Th232_3000,237.875,28.915,Pb-212,Ra-226,186.211,3.64,51.664,1.7868
ASN8_Th232_3000,237.875,28.915,Pb-212,Lu-176,202.000,77.9688,35.875,1.2407
ASN8_Th232_3000,237.875,28.915,Pb-212,U-237,208.005,21.2,29.870,1.0330
ASN8_Th232_3000,237.875,28.915,Pb-212,Ac-228,211.000,3.89,26.875,0.9295
ASN8_Th232_3000,237.875,28.915,Pb-212,Np-239,228.000,10.73,9.875,0.3415
ASN8_Th232_3000,237.875,28.915,Pb-212,Pb-212,238.000,43.6,0.125,0.0043
ASN8_Th232_3000,237.875,28.915,Pb-212,Pb-214,241.000,7.2615,3.125,0.1081
ASN8_Th232_3000,237.875,28.915,Pb-212,Eu-152,244.000,7.55,6.125,0.2118
ASN8_Th232_3000,237.875,28.915,Pb-212,Np-239,277.000,14.505,39.125,1.3531
ASN8_Th232_3000,237.875,28.915,Pb-212,I-131,284.000,6.1207,46.125,1.5952
ASN8_Th232_3000,237.875,28.915,Pb-212,Pb-214,295.000,18.4672,57.125,1.9757
ASN8_Th232_3000,237.875,28.915,Pb-212,U-235,185.715,57,52.160,1.8039
ASN8_Th232_3000,339.791,32.911,Ac-228,Np-239,277.000,14.505,62.791,1.9079
ASN8_Th232_3000,339.791,32.911,Ac-228,I-131,284.000,6.1207,55.791,1.6952
ASN8_Th232_3000,339.791,32.911,Ac-228,Pb-214,295.000,18.4672,44.791,1.3610
ASN8_Th232_3000,339.791,32.911,Ac-228,Lu-176,307.000,93.6,32.791,0.9964
ASN8_Th232_3000,339.791,32.911,Ac-228,Np-239,315.000,1.6,24.791,0.7533
ASN8_Th232_3000,339.791,32.911,Ac-228,Ac-228,338.000,11.27,1.791,0.0544
ASN8_Th232_3000,339.791,32.911,Ac-228,Eu-152,345.000,26.59,5.209,0.1583
ASN8_Th232_3000,339.791,32.911,Ac-228,Pb-214,353.000,35.7166,13.209,0.4014
ASN8_Th232_3000,339.791,32.911,Ac-228,Ba-133,358.000,62.05,18.209,0.5533
ASN8_Th232_3000,339.791,32.911,Ac-228,I-131,364.000,81.5,24.209,0.7356
ASN8_Th232_3000,339.791,32.911,Ac-228,Pu-239,375.000,0.0016,35.209,1.0698
ASN8_Th232_3000,339.791,32.911,Ac-228,Pu-241,400.000,0,60.209,1.8295
ASN8_Th232_3000,339.791,32.911,Ac-228,Ac-228,328.000,2.95,11.791,0.3583
ASN8_Th232_3000,461.737,16.053,Ac-228,Ag-108m,433.000,90.5,28.737,1.7902
ASN8_Th232_3000,461.737,16.053,Ac-228,Ac-228,463.000,4.4,1.263,0.0787
ASN8_Th232_3000,510.100,26.312,Tl-208,Ac-228,463.000,4.4,47.100,1.7900
ASN8_Th232_3000,510.100,26.312,Tl-208,Tl-208,510.000,8.1224,0.100,0.0038
ASN8_Th232_3000,510.100,26.312,Tl-208,Annihilation,511.000,0,0.900,0.0342
ASN8_Th232_3000,584.407,45.748,Tl-208,Tl-208,510.000,8.1224,74.407,1.6264
ASN8_Th232_3000,584.407,45.748,Tl-208,Annihilation,511.000,0,73.407,1.6046
ASN8_Th232_3000,584.407,45.748,Tl-208,Tl-208,583.000,30.549,1.407,0.0308
ASN8_Th232_3000,584.407,45.748,Tl-208,Bi-214,609.000,45.44,24.593,0.5376
ASN8_Th232_3000,584.407,45.748,Tl-208,Ag-108m,614.000,89.8,29.593,0.6469
ASN8_Th232_3000,584.407,45.748,Tl-208,I-131,636.000,7.1557,51.593,1.1278
ASN8_Th232_3000,584.407,45.748,Tl-208,Cs-137,662.000,85.1,77.593,1.6961
ASN8_Th232_3000,722.365,45.822,,I-131,636.000,7.1557,86.365,1.8848
ASN8_Th232_3000,722.365,45.822,,Cs-137,662.000,85.1,60.365,1.3174
ASN8_Th232_3000,722.365,45.822,,I-131,722.000,1.7686,0.365,0.0080
ASN8_Th232_3000,722.365,45.822,,Bi-212,727.330,6.67,4.965,0.1083
ASN8_Th232_3000,722.365,45.822,,Ac-228,726.863,0.62,4.498,0.0982
ASN8_Th232_3000,722.365,45.822,,Pa-234m,766.000,0.317,43.635,0.9523
ASN8_Th232_3000,722.365,45.822,,Eu-152,780.000,12.93,57.635,1.2578
ASN8_Th232_3000,722.365,45.822,,Ac-228,794.000,4.25,71.635,1.5633
ASN8_Th232_3000,722.365,45.822,,Cs-134,798.000,85.46,75.635,1.6506
ASN8_Th232_3000,722.365,45.822,,Bi-214,768.360,4.89,45.995,1.0038
ASN8_Th232_3000,911.566,57.816,Ac-228,Cs-134,798.000,85.46,113.566,1.9643
ASN8_Th232_3000,911.566,57.816,Ac-228,Ac-228,835.000,1.61,76.566,1.3243
ASN8_Th232_3000,911.566,57.816,Ac-228,Ac-228,911.000,25.8,0.566,0.0098
ASN8_Th232_3000,911.566,57.816,Ac-228,Ac-228,964.000,4.99,52.434,0.9069
ASN8_Th232_3000,911.566,57.816,Ac-228,Ac-228,968.000,15.8,56.434,0.9761
ASN8_Th232_3000,911.566,57.816,Ac-228,Pa-234m,1001.000,0.842,89.434,1.5469
ASN8_Th232_3000,965.179,60.337,Ac-228,Ac-228,911.000,25.8,54.179,0.8979
ASN8_Th232_3000,965.179,60.337,Ac-228,Ac-228,964.000,4.99,1.179,0.0195
ASN8_Th232_3000,965.179,60.337,Ac-228,Ac-228,968.000,15.8,2.821,0.0468
ASN8_Th232_3000,965.179,60.337,Ac-228,Pa-234m,1001.000,0.842,35.821,0.5937
ASN8_Th232_3000,1113.036,59.504,Eu-152,Pa-234m,1001.000,0.842,112.036,1.8828
ASN8_Th232_3000,1113.036,59.504,Eu-152,Eu-152,1111.000,13.67,2.036,0.0342
ASN8_Th232_3000,1113.036,59.504,Eu-152,Bi-214,1120.000,14.9,6.964,0.1170
ASN8_Th232_3000,1113.036,59.504,Eu-152,Co-60,1173.000,99.85,59.964,1.0077
ASN8_Th232_3000,1245.897,52.894,Bi-214,Co-60,1173.000,99.85,72.897,1.3782
ASN8_Th232_3000,1245.897,52.894,Bi-214,Bi-214,1238.000,5.83,7.897,0.1493
ASN8_Th232_3000,1245.897,52.894,Bi-214,Co-60,1332.000,99.9826,86.103,1.6278
ASN8_Th232_3000,1589.662,77.435,Ac-228,K-40,1460.000,10.66,129.662,1.6745
ASN8_Th232_3000,1589.662,77.435,Ac-228,Ac-228,1588.000,3.22,1.662,0.0215
ASN8_Th232_3000,1764.599,61.050,Bi-214,Bi-214,1764.000,15.29,0.599,0.0098
ASN8_Th232_3000,2114.018,88.927,Tl-208 SE,Tl-208 SE,2103.000,0,11.018,0.1239
ASN8_Th232_3000,2114.018,88.927,Tl-208 SE,Bi-214,2204.000,4.92,89.982,1.0119
ASN8_Th232_3000,2320.792,106.717,Bi-214,Bi-214,2204.000,4.92,116.792,1.0944
ASN8_Th232_3000,2320.792,106.717,Bi-214,Bi-214,2447.000,1.545,126.208,1.1826
ASN8_Th232_3000,2609.406,107.500,Tl-208,Bi-214,2447.000,1.545,162.406,1.5108
ASN8_Th232_3000,2609.406,107.500,Tl-208,Tl-208,2614.000,35.8516,4.594,0.0427
ASN8_Th232_4096,74.035,22.534,Am-243,Pb-210,46.539,4.25,27.496,1.2202
ASN8_Th232_4096,74.035,22.534,Am-243,Am-241,59.541,35.9,14.494,0.6432
ASN8_Th232_4096,74.035,22.534,Am-243,Am-243,74.660,67.2,0.625,0.0277
ASN8_Th232_4096,74.035,22.534,Am-243,Np-239,106.000,25.34,31.965,1.4185
ASN8_Th232_4096,74.035,22.534,Am-243,Th-234,112.810,0.21,38.775,1.7207
ASN8_Th232_4096,74.035,22.534,Am-243,Pb x-ray,74.969,100,0.934,0.0414
ASN8_Th232_4096,74.035,22.534,Am-243,Pb x-ray,72.804,59.5,1.231,0.0546
ASN8_Th232_4096,74.035,22.534,Am-243,Pb x-ray,84.936,23,10.901,0.4837
ASN8_Th232_4096,74.035,22.534,Am-243,Pb x-ray,87.300,8,13.265,0.5886
ASN8_Th232_4096,74.035,22.534,Am-243,W x-ray,59.318,100,14.717,0.6531
ASN8_Th232_4096,74.035,22.534,Am-243,W x-ray,57.981,57.6,16.054,0.7124
ASN8_Th232_4096,74.035,22.534,Am-243,W x-ray,67.244,22,6.791,0.3014
ASN8_Th232_4096,74.035,22.534,Am-243,W x-ray,69.067,8,4.968,0.2205
ASN8_Th232_4096,132.329,15.121,Ac-228,Np-239,106.000,25.34,26.329,1.7413
ASN8_Th232_4096,132.329,15.121,Ac-228,Th-234,112.810,0.21,19.519,1.2909
ASN8_Th232_4096,132.329,15.121,Ac-228,Eu-152,125.000,28.53,7.329,0.4847
ASN8_Th232_4096,132.329,15.121,Ac-228,U-235,145.000,10.96,12.671,0.8380
ASN8_Th232_4096,132.329,15.121,Ac-228,Pu-238,152.000,0.0009,19.671,1.3009
ASN8_Th232_4096,132.329,15.121,Ac-228,Ac-228,129.065,2.42,3.264,0.2159
ASN8_Th232_4096,236.804,29.022,Pb-212,Ra-226,186.211,3.64,50.593,1.7433
ASN8_Th232_4096,236.804,29.022,Pb-212,Lu-176,202.000,77.9688,34.804,1.1992
ASN8_Th232_4096,236.804,29.022,Pb-212,U-237,208.005,21.2,28.799,0.9923
ASN8_Th232_4096,236.804,29.022,Pb-212,Ac-228,211.000,3.89,25.804,0.8891
ASN8_Th232_4096,236.804,29.022,Pb-212,Np-239,228.000,10.73,8.804,0.3034
ASN8_Th232_4096,236.804,29.022,Pb-212,Pb-212,238.000,43.6,1.196,0.0412
ASN8_Th232_4096,236.804,29.022,Pb-212,Pb-214,241.000,7.2615,4.196,0.1446
ASN8_Th232_4096,236.804,29.022,Pb-212,Eu-152,244.000,7.55,7.196,0.2479
ASN8_Th232_4096,236.804,29.022,Pb-212,Np-239,277.000,14.505,40.196,1.3850
ASN8_Th232_4096,236.804,29.022,Pb-212,I-131,284.000,6.1207,47.196,1.6262
ASN8_Th232_4096,236.804,29.022,Pb-212,U-235,185.715,57,51.089,1.7604
ASN8_Th232_4096,340.338,32.842,Ac-228,Np-239,277.000,14.505,63.338,1.9286
ASN8_Th232_4096,340.338,32.842,Ac-228,I-131,284.000,6.1207,56.338,1.7154
ASN8_Th232_4096,340.338,32.842,Ac-228,Pb-214,295.000,18.4672,45.338,1.3805
ASN8_Th232_4096,340.338,32.842,Ac-228,Lu-176,307.000,93.6,33.338,1.0151
ASN8_Th232_4096,340.338,32.842,Ac-228,Np-239,315.000,1.6,25.338,0.7715
ASN8_Th232_4096,340.338,32.842,Ac-228,Ac-228,338.000,11.27,2.338,0.0712
ASN8_Th232_4096,340.338,32.842,Ac-228,Eu-152,345.000,26.59,4.662,0.1419
ASN8_Th232_4096,340.338,32.842,Ac-228,Pb-214,353.000,35.7166,12.662,0.3855
ASN8_Th232_4096,340.338,32.842,Ac-228,Ba-133,358.000,62.05,17.662,0.5378
ASN8_Th232_4096,340.338,32.842,Ac-228,I-131,364.000,81.5,23.662,0.7205
ASN8_Th232_4096,340.338,32.842,Ac-228,Pu-239,375.000,0.0016,34.662,1.0554
ASN8_Th232_4096,340.338,32.842,Ac-228,Pu-241,400.000,0,59.662,1.8166
ASN8_Th232_4096,340.338,32.842,Ac-228,Ac-228,328.000,2.95,12.338,0.3757
ASN8_Th232_4096,460.179,17.645,Ac-228,Ag-108m,433.000,90.5,27.179,1.5403
ASN8_Th232_4096,460.179,17.645,Ac-228,Ac-228,463.000,4.4,2.821,0.1599
ASN8_Th232_4096,510.574,26.485,Annihilation,Ac-228,463.000,4.4,47.574,1.7962
ASN8_Th232_4096,510.574,26.485,Annihilation,Tl-208,510.000,8.1224,0.574,0.0217
ASN8_Th232_4096,510.574,26.485,Annihilation,Annihilation,511.000,0,0.426,0.0161
ASN8_Th232_4096,581.487,45.532,Tl-208,Tl-208,510.000,8.1224,71.487,1.5700
ASN8_Th232_4096,581.487,45.532,Tl-208,Annihilation,511.000,0,70.487,1.5481
ASN8_Th232_4096,581.487,45.532,Tl-208,Tl-208,583.000,30.549,1.513,0.0332
ASN8_Th232_4096,581.487,45.532,Tl-208,Bi-214,609.000,45.44,27.513,0.6043
ASN8_Th232_4096,581.487,45.532,Tl-208,Ag-108m,614.000,89.8,32.513,0.7141
ASN8_Th232_4096,581.487,45.532,Tl-208,I-131,636.000,7.1557,54.513,1.1972
ASN8_Th232_4096,581.487,45.532,Tl-208,Cs-137,662.000,85.1,80.513,1.7683
ASN8_Th232_4096,724.812,45.553,Ac-228,I-131,636.000,7.1557,88.812,1.9496
ASN8_Th232_4096,724.812,45.553,Ac-228,Cs-137,662.000,85.1,62.812,1.3789
ASN8_Th232_4096,724.812,45.553,Ac-228,I-131,722.000,1.7686,2.812,0.0617
ASN8_Th232_4096,724.812,45.553,Ac-228,Bi-212,727.330,6.67,2.518,0.0553
ASN8_Th232_4096,724.812,45.553,Ac-228,Ac-228,726.863,0.62,2.051,0.0450
ASN8_Th232_4096,724.812,45.553,Ac-228,Pa-234m,766.000,0.317,41.188,0.9042
ASN8_Th232_4096,724.812,45.553,Ac-228,Eu-152,780.000,12.93,55.188,1.2115
ASN8_Th232_4096,724.812,45.553,Ac-228,Ac-228,794.000,4.25,69.188,1.5189
ASN8_Th232_4096,724.812,45.553,Ac-228,Cs-134,798.000,85.46,73.188,1.6067
ASN8_Th232_4096,724.812,45.553,Ac-228,Bi-214,768.360,4.89,43.548,0.9560
ASN8_Th232_4096,909.778,55.240,Ac-228,Ac-228,835.000,1.61,74.778,1.3537
ASN8_Th232_4096,909.778,55.240,Ac-228,Ac-228,911.000,25.8,1.222,0.0221
ASN8_Th232_4096,909.778,55.240,Ac-228,Ac-228,964.000,4.99,54.222,0.9816
ASN8_Th232_4096,909.778,55.240,Ac-228,Ac-228,968.000,15.8,58.222,1.0540
ASN8_Th232_4096,909.778,55.240,Ac-228,Pa-234m,1001.000,0.842,91.222,1.6514
ASN8_Th232_4096,963.584,51.995,Ac-228,Ac-228,911.000,25.8,52.584,1.0113
ASN8_Th232_4096,963.584,51.995,Ac-228,Ac-228,964.000,4.99,0.416,0.0080
ASN8_Th232_4096,963.584,51.995,Ac-228,Ac-228,968.000,15.8,4.416,0.0849
ASN8_Th232_4096,963.584,51.995,Ac-228,Pa-234m,1001.000,0.842,37.416,0.7196
ASN8_Th232_4096,1112.641,58.827,Eu-152,Pa-234m,1001.000,0.842,111.641,1.8978
ASN8_Th232_4096,1112.641,58.827,Eu-152,Eu-152,1111.000,13.67,1.641,0.0279
ASN8_Th232_4096,1112.641,58.827,Eu-152,Bi-214,1120.000,14.9,7.359,0.1251
ASN8_Th232_4096,1112.641,58.827,Eu-152,Co-60,1173.000,99.85,60.359,1.0261
ASN8_Th232_4096,1244.792,52.575,Bi-214,Co-60,1173.000,99.85,71.792,1.3655
ASN8_Th232_4096,1244.792,52.575,Bi-214,Bi-214,1238.000,5.83,6.792,0.1292
ASN8_Th232_4096,1244.792,52.575,Bi-214,Co-60,1332.000,99.9826,87.208,1.6587
ASN8_Th232_4096,1585.018,76.533,Ac-228,K-40,1460.000,10.66,125.018,1.6335
ASN8_Th232_4096,1585.018,76.533,Ac-228,Ac-228,1588.000,3.22,2.982,0.0390
ASN8_Th232_4096,1764.666,60.054,Bi-214,Bi-214,1764.000,15.29,0.666,0.0111
ASN8_Th232_4096,2111.205,82.504,Tl-208 SE,Tl-208 SE,2103.000,0,8.205,0.0995
ASN8_Th232_4096,2111.205,82.504,Tl-208 SE,Bi-214,2204.000,4.92,92.795,1.1247
ASN8_Th232_4096,2322.752,109.077,Bi-214,Bi-214,2204.000,4.92,118.752,1.0887
ASN8_Th232_4096,2322.752,109.077,Bi-214,Bi-214,2447.000,1.545,124.248,1.1391
ASN8_Th232_4096,2617.937,104.277,Tl-208,Bi-214,2447.000,1.545,170.937,1.6393
ASN8_Th232_4096,2617.937,104.277,Tl-208,Tl-208,2614.000,35.8516,3.937,0.0378
ASN8_Th232_8192,35.163,12.287,,Low Bremsstrahlung x-rays,15.000,0,20.163,1.6409
ASN8_Th232_8192,35.163,12.287,,Am-241,26.345,2.27,8.818,0.7176
ASN8_Th232_8192,35.163,12.287,,Pb-210,46.539,4.25,11.376,0.9259
ASN8_Th232_8192,35.163,12.287,,Am-241,59.541,35.9,24.378,1.9840
ASN8_Th232_8192,35.163,12.287,,W x-ray,59.318,100,24.155,1.9659
ASN8_Th232_8192,35.163,12.287,,W x-ray,57.981,57.6,22.818,1.8571
ASN8_Th232_8192,73.916,25.806,Am-243,Am-241,26.345,2.27,47.571,1.8434
ASN8_Th232_8192,73.916,25.806,Am-243,Pb-210,46.539,4.25,27.377,1.0609
ASN8_Th232_8192,73.916,25.806,Am-243,Am-241,59.541,35.9,14.375,0.5571
ASN8_Th232_8192,73.916,25.806,Am-243,Am-243,74.660,67.2,0.744,0.0288
ASN8_Th232_8192,73.916,25.806,Am-243,Np-239,106.000,25.34,32.084,1.2433
ASN8_Th232_8192,73.916,25.806,Am-243,Th-234,112.810,0.21,38.894,1.5072
ASN8_Th232_8192,73.916,25.806,Am-243,Eu-152,125.000,28.53,51.084,1.9796
ASN8_Th232_8192,73.916,25.806,Am-243,Pb x-ray,74.969,100,1.053,0.0408
ASN8_Th232_8192,73.916,25.806,Am-243,Pb x-ray,72.804,59.5,1.112,0.0431
ASN8_Th232_8192,73.916,25.806,Am-243,Pb x-ray,84.936,23,11.020,0.4270
ASN8_Th232_8192,73.916,25.806,Am-243,Pb x-ray,87.300,8,13.384,0.5186
ASN8_Th232_8192,73.916,25.806,Am-243,W x-ray,59.318,100,14.598,0.5657
ASN8_Th232_8192,73.916,25.806,Am-243,W x-ray,57.981,57.6,15.935,0.6175
ASN8_Th232_8192,73.916,25.806,Am-243,W x-ray,67.244,22,6.672,0.2586
ASN8_Th232_8192,73.916,25.806,Am-243,W x-ray,69.067,8,4.849,0.1879
ASN8_Th232_8192,134.596,13.554,Ac-228,Th-234,112.810,0.21,21.786,1.6074
ASN8_Th232_8192,134.596,13.554,Ac-228,Eu-152,125.000,28.53,9.596,0.7080
ASN8_Th232_8192,134.596,13.554,Ac-228,U-235,145.000,10.96,10.404,0.7676
ASN8_Th232_8192,134.596,13.554,Ac-228,Pu-238,152.000,0.0009,17.404,1.2841
ASN8_Th232_8192,134.596,13.554,Ac-228,Ac-228,129.065,2.42,5.531,0.4081
ASN8_Th232_8192,237.132,31.239,Pb-212,Ra-226,186.211,3.64,50.921,1.6301
ASN8_Th232_8192,237.132,31.239,Pb-212,Lu-176,202.000,77.9688,35.132,1.1246
ASN8_Th232_8192,237.132,31.239,Pb-212,U-237,208.005,21.2,29.127,0.9324
ASN8_Th232_8192,237.132,31.239,Pb-212,Ac-228,211.000,3.89,26.132,0.8365
ASN8_Th232_8192,237.132,31.239,Pb-212,Np-239,228.000,10.73,9.132,0.2923
ASN8_Th232_8192,237.132,31.239,Pb-212,Pb-212,238.000,43.6,0.868,0.0278
ASN8_Th232_8192,237.132,31.239,Pb-212,Pb-214,241.000,7.2615,3.868,0.1238
ASN8_Th232_8192,237.132,31.239,Pb-212,Eu-152,244.000,7.55,6.868,0.2199
ASN8_Th232_8192,237.132,31.239,Pb-212,Np-239,277.000,14.505,39.868,1.2763
ASN8_Th232_8192,237.132,31.239,Pb-212,I-131,284.000,6.1207,46.868,1.5003
ASN8_Th232_8192,237.132,31.239,Pb-212,Pb-214,295.000,18.4672,57.868,1.8525
ASN8_Th232_8192,237.132,31.239,Pb-212,U-235,185.715,57,51.417,1.6459
ASN8_Th232_8192,340.563,33.401,Ac-228,Np-239,277.000,14.505,63.563,1.9030
ASN8_Th232_8192,340.563,33.401,Ac-228,I-131,284.000,6.1207,56.563,1.6935
ASN8_Th232_8192,340.563,33.401,Ac-228,Pb-214,295.000,18.4672,45.563,1.3641
ASN8_Th232_8192,340.563,33.401,Ac-228,Lu-176,307.000,93.6,33.563,1.0049
ASN8_Th232_8192,340.563,33.401,Ac-228,Np-239,315.000,1.6,25.563,0.7653
ASN8_Th232_8192,340.563,33.401,Ac-228,Ac-228,338.000,11.27,2.563,0.0767
ASN8_Th232_8192,340.563,33.401,Ac-228,Eu-152,345.000,26.59,4.437,0.1329
ASN8_Th232_8192,340.563,33.401,Ac-228,Pb-214,353.000,35.7166,12.437,0.3724
ASN8_Th232_8192,340.563,33.401,Ac-228,Ba-133,358.000,62.05,17.437,0.5221
ASN8_Th232_8192,340.563,33.401,Ac-228,I-131,364.000,81.5,23.437,0.7017
ASN8_Th232_8192,340.563,33.401,Ac-228,Pu-239,375.000,0.0016,34.437,1.0310
ASN8_Th232_8192,340.563,33.401,Ac-228,Pu-241,400.000,0,59.437,1.7795
ASN8_Th232_8192,340.563,33.401,Ac-228,Ac-228,328.000,2.95,12.563,0.3761
ASN8_Th232_8192,458.820,17.185,Ac-228,Ag-108m,433.000,90.5,25.820,1.5025
ASN8_Th232_8192,458.820,17.185,Ac-228,Ac-228,463.000,4.4,4.180,0.2432
ASN8_Th232_8192,511.220,25.819,Annihilation,Ac-228,463.000,4.4,48.220,1.8676
ASN8_Th232_8192,511.220,25.819,Annihilation,Tl-208,510.000,8.1224,1.220,0.0472
ASN8_Th232_8192,511.220,25.819,Annihilation,Annihilation,511.000,0,0.220,0.0085
ASN8_Th232_8192,584.953,45.021,Tl-208,Tl-208,510.000,8.1224,74.953,1.6648
ASN8_Th232_8192,584.953,45.021,Tl-208,Annihilation,511.000,0,73.953,1.6426
ASN8_Th232_8192,584.953,45.021,Tl-208,Tl-208,583.000,30.549,1.953,0.0434
ASN8_Th232_8192,584.953,45.021,Tl-208,Bi-214,609.000,45.44,24.047,0.5341
ASN8_Th232_8192,584.953,45.021,Tl-208,Ag-108m,614.000,89.8,29.047,0.6452
ASN8_Th232_8192,584.953,45.021,Tl-208,I-131,636.000,7.1557,51.047,1.1339
ASN8_Th232_8192,584.953,45.021,Tl-208,Cs-137,662.000,85.1,77.047,1.7114
ASN8_Th232_8192,725.571,43.301,Ac-228,Cs-137,662.000,85.1,63.571,1.4681
ASN8_Th232_8192,725.571,43.301,Ac-228,I-131,722.000,1.7686,3.571,0.0825
ASN8_Th232_8192,725.571,43.301,Ac-228,Bi-212,727.330,6.67,1.759,0.0406
ASN8_Th232_8192,725.571,43.301,Ac-228,Ac-228,726.863,0.62,1.292,0.0298
ASN8_Th232_8192,725.571,43.301,Ac-228,Pa-234m,766.000,0.317,40.429,0.9337
ASN8_Th232_8192,725.571,43.301,Ac-228,Eu-152,780.000,12.93,54.429,1.2570
ASN8_Th232_8192,725.571,43.301,Ac-228,Ac-228,794.000,4.25,68.429,1.5803
ASN8_Th232_8192,725.571,43.301,Ac-228,Cs-134,798.000,85.46,72.429,1.6727
ASN8_Th232_8192,725.571,43.301,Ac-228,Bi-214,768.360,4.89,42.789,0.9882
ASN8_Th232_8192,907.082,49.612,Ac-228,Ac-228,835.000,1.61,72.082,1.4529
ASN8_Th232_8192,907.082,49.612,Ac-228,Ac-228,911.000,25.8,3.918,0.0790
ASN8_Th232_8192,907.082,49.612,Ac-228,Ac-228,964.000,4.99,56.918,1.1473
