ch,keV,net,fit,model,continuum_raw,Ce-139,Esc-NaI,continuum
689,2048.019,1.833,1.833,0.000,0.000,0.000,0.000,0.000
690,2051.015,0.000,-1.000,0.000,0.000,0.000,0.000,0.000
691,2054.011,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
692,2057.006,0.000,-1.267,0.000,0.000,0.000,0.000,0.000
693,2060.000,0.000,-0.967,0.000,0.000,0.000,0.000,0.000
694,2062.995,0.000,-0.933,0.000,0.000,0.000,0.000,0.000
695,2065.989,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
696,2068.983,2.167,2.167,0.000,0.000,0.000,0.000,0.000
697,2071.976,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
698,2074.969,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
699,2077.962,0.000,-1.367,0.000,0.000,0.000,0.000,0.000
700,2080.955,0.933,0.933,0.000,0.000,0.000,0.000,0.000
701,2083.947,0.733,0.733,0.000,0.000,0.000,0.000,0.000
702,2086.939,1.067,1.067,0.000,0.000,0.000,0.000,0.000
703,2089.930,0.000,-1.333,0.000,0.000,0.000,0.000,0.000
704,2092.921,0.033,0.033,0.000,0.000,0.000,0.000,0.000
705,2095.912,0.667,0.667,0.000,0.000,0.000,0.000,0.000
706,2098.903,0.000,-0.133,0.000,0.000,0.000,0.000,0.000
707,2101.893,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
708,2104.883,0.000,-1.567,0.000,0.000,0.000,0.000,0.000
709,2107.872,0.533,0.533,0.000,0.000,0.000,0.000,0.000
710,2110.861,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
711,2113.850,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
712,2116.839,0.400,0.400,0.000,0.000,0.000,0.000,0.000
713,2119.827,0.100,0.100,0.000,0.000,0.000,0.000,0.000
714,2122.815,1.733,1.733,0.000,0.000,0.000,0.000,0.000
715,2125.802,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
716,2128.789,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
717,2131.776,0.600,0.600,0.000,0.000,0.000,0.000,0.000
718,2134.762,0.000,-1.233,0.000,0.000,0.000,0.000,0.000
719,2137.748,0.000,-1.267,0.000,0.000,0.000,0.000,0.000
720,2140.734,0.000,-1.200,0.000,0.000,0.000,0.000,0.000
721,2143.719,0.000,-0.933,0.000,0.000,0.000,0.000,0.000
722,2146.704,0.000,-1.567,0.000,0.000,0.000,0.000,0.000
723,2149.689,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
724,2152.673,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
725,2155.657,0.167,0.167,0.000,0.000,0.000,0.000,0.000
726,2158.640,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
727,2161.624,0.000,-0.067,0.000,0.000,0.000,0.000,0.000
728,2164.606,0.500,0.500,0.000,0.000,0.000,0.000,0.000
729,2167.589,0.000,-1.233,0.000,0.000,0.000,0.000,0.000
730,2170.571,0.067,0.067,0.000,0.000,0.000,0.000,0.000
731,2173.552,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
732,2176.534,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
733,2179.515,0.000,-1.267,0.000,0.000,0.000,0.000,0.000
734,2182.495,0.633,0.633,0.000,0.000,0.000,0.000,0.000
735,2185.475,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
736,2188.455,0.267,0.267,0.000,0.000,0.000,0.000,0.000
737,2191.434,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
738,2194.413,0.000,-1.267,0.000,0.000,0.000,0.000,0.000
739,2197.392,0.800,0.800,0.000,0.000,0.000,0.000,0.000
740,2200.370,0.567,0.567,0.000,0.000,0.000,0.000,0.000
741,2203.348,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
742,2206.325,2.700,2.700,0.000,0.000,0.000,0.000,0.000
743,2209.303,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
744,2212.279,0.000,-1.200,0.000,0.000,0.000,0.000,0.000
745,2215.255,0.067,0.067,0.000,0.000,0.000,0.000,0.000
746,2218.231,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
747,2221.207,0.133,0.133,0.000,0.000,0.000,0.000,0.000
748,2224.182,2.000,2.000,0.000,0.000,0.000,0.000,0.000
749,2227.157,0.167,0.167,0.000,0.000,0.000,0.000,0.000
750,2230.131,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
751,2233.105,0.000,-1.333,0.000,0.000,0.000,0.000,0.000
752,2236.078,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
753,2239.051,0.000,-1.033,0.000,0.000,0.000,0.000,0.000
754,2242.024,1.100,1.100,0.000,0.000,0.000,0.000,0.000
755,2244.996,0.033,0.033,0.000,0.000,0.000,0.000,0.000
756,2247.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000
757,2250.939,0.067,0.067,0.000,0.000,0.000,0.000,0.000
758,2253.910,0.000,-0.867,0.000,0.000,0.000,0.000,0.000
759,2256.881,1.933,1.933,0.000,0.000,0.000,0.000,0.000
760,2259.851,0.000,-0.133,0.000,0.000,0.000,0.000,0.000
761,2262.821,0.767,0.767,0.000,0.000,0.000,0.000,0.000
762,2265.790,2.267,2.267,0.000,0.000,0.000,0.000,0.000
763,2268.759,0.267,0.267,0.000,0.000,0.000,0.000,0.000
764,2271.727,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
765,2274.696,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
766,2277.663,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
767,2280.630,0.000,-0.967,0.000,0.000,0.000,0.000,0.000
768,2283.597,0.000,-0.833,0.000,0.000,0.000,0.000,0.000
769,2286.563,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
770,2289.529,0.233,0.233,0.000,0.000,0.000,0.000,0.000
771,2292.495,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
772,2295.460,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
773,2298.424,1.167,1.167,0.000,0.000,0.000,0.000,0.000
774,2301.389,0.000,-1.100,0.000,0.000,0.000,0.000,0.000
775,2304.352,0.000,-0.767,0.000,0.000,0.000,0.000,0.000
776,2307.316,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
777,2310.278,0.000,-0.933,0.000,0.000,0.000,0.000,0.000
778,2313.241,0.100,0.100,0.000,0.000,0.000,0.000,0.000
779,2316.203,0.200,0.200,0.000,0.000,0.000,0.000,0.000
780,2319.164,0.133,0.133,0.000,0.000,0.000,0.000,0.000
781,2322.125,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
782,2325.086,0.000,-0.900,0.000,0.000,0.000,0.000,0.000
783,2328.046,0.000,-0.867,0.000,0.000,0.000,0.000,0.000
784,2331.006,0.133,0.133,0.000,0.000,0.000,0.000,0.000
785,2333.965,0.000,-0.600,0.000,0.000,0.000,0.000,0.000
786,2336.924,1.300,1.300,0.000,0.000,0.000,0.000,0.000
787,2339.882,0.000,-0.967,0.000,0.000,0.000,0.000,0.000
788,2342.840,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
789,2345.797,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
790,2348.754,1.400,1.400,0.000,0.000,0.000,0.000,0.000
791,2351.710,1.200,1.200,0.000,0.000,0.000,0.000,0.000
792,2354.666,0.000,-0.800,0.000,0.000,0.000,0.000,0.000
793,2357.622,0.200,0.200,0.000,0.000,0.000,0.000,0.000
794,2360.577,0.000,-0.833,0.000,0.000,0.000,0.000,0.000
795,2363.532,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
796,2366.486,1.500,1.500,0.000,0.000,0.000,0.000,0.000
797,2369.439,1.233,1.233,0.000,0.000,0.000,0.000,0.000
798,2372.392,1.233,1.233,0.000,0.000,0.000,0.000,0.000
799,2375.345,0.633,0.633,0.000,0.000,0.000,0.000,0.000
800,2378.297,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
801,2381.249,0.133,0.133,0.000,0.000,0.000,0.000,0.000
802,2384.200,0.000,-0.833,0.000,0.000,0.000,0.000,0.000
803,2387.151,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
804,2390.101,0.000,-0.867,0.000,0.000,0.000,0.000,0.000
805,2393.051,0.000,-0.633,0.000,0.000,0.000,0.000,0.000
806,2396.000,1.267,1.267,0.000,0.000,0.000,0.000,0.000
807,2398.949,0.033,0.033,0.000,0.000,0.000,0.000,0.000
808,2401.897,0.000,-0.833,0.000,0.000,0.000,0.000,0.000
809,2404.845,0.000,-0.800,0.000,0.000,0.000,0.000,0.000
810,2407.793,0.333,0.333,0.000,0.000,0.000,0.000,0.000
811,2410.739,0.000,-0.633,0.000,0.000,0.000,0.000,0.000
812,2413.686,0.267,0.267,0.000,0.000,0.000,0.000,0.000
813,2416.632,0.000,-0.633,0.000,0.000,0.000,0.000,0.000
814,2419.577,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
815,2422.522,1.267,1.267,0.000,0.000,0.000,0.000,0.000
816,2425.466,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
817,2428.410,0.000,-0.800,0.000,0.000,0.000,0.000,0.000
818,2431.353,0.433,0.433,0.000,0.000,0.000,0.000,0.000
819,2434.296,2.500,2.500,0.000,0.000,0.000,0.000,0.000
820,2437.238,0.000,-0.600,0.000,0.000,0.000,0.000,0.000
821,2440.180,1.333,1.333,0.000,0.000,0.000,0.000,0.000
822,2443.121,0.100,0.100,0.000,0.000,0.000,0.000,0.000
823,2446.062,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
824,2449.002,0.733,0.733,0.000,0.000,0.000,0.000,0.000
825,2451.942,0.000,-0.533,0.000,0.000,0.000,0.000,0.000
826,2454.881,0.000,-0.800,0.000,0.000,0.000,0.000,0.000
827,2457.820,0.000,-0.533,0.000,0.000,0.000,0.000,0.000
828,2460.758,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
829,2463.696,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
830,2466.633,1.300,1.300,0.000,0.000,0.000,0.000,0.000
831,2469.569,0.000,-0.567,0.000,0.000,0.000,0.000,0.000
832,2472.505,0.000,-0.633,0.000,0.000,0.000,0.000,0.000
833,2475.441,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
834,2478.376,0.667,0.667,0.000,0.000,0.000,0.000,0.000
835,2481.310,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
836,2484.244,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
837,2487.178,0.333,0.333,0.000,0.000,0.000,0.000,0.000
838,2490.110,0.000,-0.600,0.000,0.000,0.000,0.000,0.000
839,2493.043,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
840,2495.974,0.333,0.333,0.000,0.000,0.000,0.000,0.000
841,2498.906,1.567,1.567,0.000,0.000,0.000,0.000,0.000
842,2501.836,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
843,2504.766,0.467,0.467,0.000,0.000,0.000,0.000,0.000
844,2507.696,0.000,-0.400,0.000,0.000,0.000,0.000,0.000
845,2510.625,0.567,0.567,0.000,0.000,0.000,0.000,0.000
846,2513.554,0.000,-0.567,0.000,0.000,0.000,0.000,0.000
847,2516.482,0.267,0.267,0.000,0.000,0.000,0.000,0.000
848,2519.409,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
849,2522.336,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
850,2525.262,0.000,-0.533,0.000,0.000,0.000,0.000,0.000
851,2528.188,0.300,0.300,0.000,0.000,0.000,0.000,0.000
852,2531.113,0.067,0.067,0.000,0.000,0.000,0.000,0.000
853,2534.037,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
854,2536.962,0.000,-0.700,0.000,0.000,0.000,0.000,0.000
855,2539.885,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
856,2542.808,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
857,2545.730,0.133,0.133,0.000,0.000,0.000,0.000,0.000
858,2548.652,0.000,-0.767,0.000,0.000,0.000,0.000,0.000
859,2551.573,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
860,2554.494,0.300,0.300,0.000,0.000,0.000,0.000,0.000
861,2557.414,0.000,-0.667,0.000,0.000,0.000,0.000,0.000
862,2560.333,0.067,0.067,0.000,0.000,0.000,0.000,0.000
863,2563.252,1.933,1.933,0.000,0.000,0.000,0.000,0.000
864,2566.171,0.000,-0.800,0.000,0.000,0.000,0.000,0.000
865,2569.088,0.833,0.833,0.000,0.000,0.000,0.000,0.000
866,2572.006,0.833,0.833,0.000,0.000,0.000,0.000,0.000
867,2574.922,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
868,2577.838,0.000,-1.433,0.000,0.000,0.000,0.000,0.000
869,2580.754,0.900,0.900,0.000,0.000,0.000,0.000,0.000
870,2583.668,0.000,-1.700,0.000,0.000,0.000,0.000,0.000
871,2586.583,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
872,2589.496,0.000,-1.467,0.000,0.000,0.000,0.000,0.000
873,2592.409,0.900,0.900,0.000,0.000,0.000,0.000,0.000
874,2595.322,0.000,-1.033,0.000,0.000,0.000,0.000,0.000
875,2598.234,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
876,2601.145,0.833,0.833,0.000,0.000,0.000,0.000,0.000
877,2604.056,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
878,2606.966,0.800,0.800,0.000,0.000,0.000,0.000,0.000
879,2609.875,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
880,2612.784,0.667,0.667,0.000,0.000,0.000,0.000,0.000
881,2615.692,0.000,-1.200,0.000,0.000,0.000,0.000,0.000
882,2618.600,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
883,2621.507,0.000,-1.133,0.000,0.000,0.000,0.000,0.000
884,2624.413,0.000,-1.267,0.000,0.000,0.000,0.000,0.000
885,2627.319,0.733,0.733,0.000,0.000,0.000,0.000,0.000
886,2630.225,1.000,1.000,0.000,0.000,0.000,0.000,0.000
887,2633.129,1.100,1.100,0.000,0.000,0.000,0.000,0.000
888,2636.033,0.333,0.333,0.000,0.000,0.000,0.000,0.000
889,2638.937,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
890,2641.839,1.267,1.267,0.000,0.000,0.000,0.000,0.000
891,2644.741,0.867,0.867,0.000,0.000,0.000,0.000,0.000
892,2647.643,1.300,1.300,0.000,0.000,0.000,0.000,0.000
893,2650.544,1.300,1.300,0.000,0.000,0.000,0.000,0.000
894,2653.444,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
895,2656.344,1.267,1.267,0.000,0.000,0.000,0.000,0.000
896,2659.243,0.200,0.200,0.000,0.000,0.000,0.000,0.000
897,2662.141,0.000,-0.733,0.000,0.000,0.000,0.000,0.000
898,2665.039,0.567,0.567,0.000,0.000,0.000,0.000,0.000
899,2667.936,0.500,0.500,0.000,0.000,0.000,0.000,0.000
900,2670.833,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
901,2673.729,1.533,1.533,0.000,0.000,0.000,0.000,0.000
902,2676.624,0.400,0.400,0.000,0.000,0.000,0.000,0.000
903,2679.518,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
904,2682.412,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
905,2685.306,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
906,2688.198,0.000,-0.567,0.000,0.000,0.000,0.000,0.000
907,2691.090,0.700,0.700,0.000,0.000,0.000,0.000,0.000
908,2693.982,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
909,2696.873,0.500,0.500,0.000,0.000,0.000,0.000,0.000
910,2699.763,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
911,2702.652,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
912,2705.541,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
913,2708.429,0.733,0.733,0.000,0.000,0.000,0.000,0.000
914,2711.317,0.000,-0.533,0.000,0.000,0.000,0.000,0.000
915,2714.203,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
916,2717.090,0.733,0.733,0.000,0.000,0.000,0.000,0.000
917,2719.975,0.000,-0.533,0.000,0.000,0.000,0.000,0.000
918,2722.860,1.700,1.700,0.000,0.000,0.000,0.000,0.000
919,2725.744,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
920,2728.628,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
921,2731.510,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
922,2734.393,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
923,2737.274,0.000,-0.133,0.000,0.000,0.000,0.000,0.000
924,2740.155,0.600,0.600,0.000,0.000,0.000,0.000,0.000
925,2743.035,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
926,2745.915,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
927,2748.794,0.000,-0.500,0.000,0.000,0.000,0.000,0.000
928,2751.672,0.800,0.800,0.000,0.000,0.000,0.000,0.000
929,2754.549,0.700,0.700,0.000,0.000,0.000,0.000,0.000
930,2757.426,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
931,2760.302,0.000,-0.400,0.000,0.000,0.000,0.000,0.000
932,2763.178,0.733,0.733,0.000,0.000,0.000,0.000,0.000
933,2766.052,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
934,2768.926,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
935,2771.800,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
936,2774.673,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
937,2777.545,1.600,1.600,0.000,0.000,0.000,0.000,0.000
938,2780.416,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
939,2783.287,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
940,2786.156,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
941,2789.026,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
942,2791.894,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
943,2794.762,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
944,2797.629,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
945,2800.496,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
946,2803.361,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
947,2806.226,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
948,2809.091,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
949,2811.954,0.633,0.633,0.000,0.000,0.000,0.000,0.000
950,2814.817,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
951,2817.679,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
952,2820.541,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
953,2823.402,0.600,0.600,0.000,0.000,0.000,0.000,0.000
954,2826.262,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
955,2829.121,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
956,2831.980,0.600,0.600,0.000,0.000,0.000,0.000,0.000
957,2834.838,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
958,2837.695,0.700,0.700,0.000,0.000,0.000,0.000,0.000
959,2840.551,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
960,2843.407,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
961,2846.262,0.533,0.533,0.000,0.000,0.000,0.000,0.000
962,2849.116,1.733,1.733,0.000,0.000,0.000,0.000,0.000
963,2851.970,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
964,2854.822,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
965,2857.675,0.000,-0.100,0.000,0.000,0.000,0.000,0.000
966,2860.526,0.667,0.667,0.000,0.000,0.000,0.000,0.000
967,2863.376,1.600,1.600,0.000,0.000,0.000,0.000,0.000
968,2866.226,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
969,2869.075,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
970,2871.924,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
971,2874.771,0.000,-0.467,0.000,0.000,0.000,0.000,0.000
972,2877.618,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
973,2880.465,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
974,2883.310,0.667,0.667,0.000,0.000,0.000,0.000,0.000
975,2886.155,0.000,-0.167,0.000,0.000,0.000,0.000,0.000
976,2888.998,0.767,0.767,0.000,0.000,0.000,0.000,0.000
977,2891.842,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
978,2894.684,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
979,2897.526,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
980,2900.367,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
981,2903.207,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
982,2906.046,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
983,2908.885,2.767,2.767,0.000,0.000,0.000,0.000,0.000
984,2911.723,0.667,0.667,0.000,0.000,0.000,0.000,0.000
985,2914.560,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
986,2917.396,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
987,2920.232,0.800,0.800,0.000,0.000,0.000,0.000,0.000
988,2923.066,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
989,2925.900,0.533,0.533,0.000,0.000,0.000,0.000,0.000
990,2928.734,0.767,0.767,0.000,0.000,0.000,0.000,0.000
991,2931.566,0.700,0.700,0.000,0.000,0.000,0.000,0.000
992,2934.398,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
993,2937.229,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
994,2940.059,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
995,2942.888,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
996,2945.717,1.600,1.600,0.000,0.000,0.000,0.000,0.000
997,2948.545,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
998,2951.372,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
999,2954.198,1.800,1.800,0.000,0.000,0.000,0.000,0.000
1000,2957.023,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
1001,2959.848,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1002,2962.672,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1003,2965.495,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
1004,2968.317,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1005,2971.139,0.000,-0.400,0.000,0.000,0.000,0.000,0.000
1006,2973.959,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
1007,2976.779,0.933,0.933,0.000,0.000,0.000,0.000,0.000
1008,2979.598,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
1009,2982.417,0.000,-0.433,0.000,0.000,0.000,0.000,0.000
1010,2985.234,0.000,-0.367,0.000,0.000,0.000,0.000,0.000
1011,2988.051,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
1012,2990.867,0.000,-0.133,0.000,0.000,0.000,0.000,0.000
1013,2993.682,0.000,-0.133,0.000,0.000,0.000,0.000,0.000
1014,2996.496,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
1015,2999.310,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1016,3002.122,0.000,-0.233,0.000,0.000,0.000,0.000,0.000
1017,3004.934,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1018,3007.745,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
1019,3010.555,0.000,-0.300,0.000,0.000,0.000,0.000,0.000
1020,3013.365,0.000,-0.200,0.000,0.000,0.000,0.000,0.000
1021,3016.173,1.833,1.833,0.000,0.000,0.000,0.000,0.000
1022,3018.981,1.767,1.767,0.000,0.000,0.000,0.000,0.000
1023,3021.788,0.000,-0.267,0.000,0.000,0.000,0.000,0.000
