ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
60,159.940,151.022,151.022,184.250,119.420,179.928,4.321
61,162.844,173.267,173.267,190.956,125.919,186.490,4.466
62,165.750,182.133,182.133,197.751,132.419,193.152,4.599
63,168.656,181.311,181.311,204.648,138.918,199.932,4.716
64,171.563,148.778,148.778,211.616,145.418,206.799,4.818
65,174.470,157.844,157.844,218.628,151.918,213.721,4.907
66,177.378,190.689,190.689,225.692,158.417,220.703,4.989
67,180.287,201.111,201.111,232.865,164.917,227.797,5.068
68,183.196,218.800,218.800,240.210,171.416,235.064,5.147
69,186.106,212.111,212.111,247.749,177.916,242.522,5.227
70,189.017,247.733,247.733,255.427,184.416,250.117,5.310
71,191.928,224.978,224.978,254.011,181.806,248.760,5.251
72,194.840,255.422,255.422,252.453,179.197,247.260,5.193
73,197.753,231.844,231.844,250.624,176.588,245.489,5.136
74,200.666,267.067,267.067,248.475,173.978,243.397,5.079
75,203.580,270.911,270.911,246.049,171.369,241.027,5.022
76,206.494,273.822,273.822,243.450,168.759,238.484,4.966
77,209.409,280.689,280.689,240.790,166.150,235.880,4.911
78,212.325,287.756,287.756,238.138,163.541,233.281,4.857
79,215.241,299.911,299.911,235.502,160.931,230.699,4.803
80,218.158,317.978,317.978,232.851,158.322,228.101,4.750
81,221.076,298.422,298.422,230.147,155.713,225.451,4.696
82,223.994,322.489,322.489,227.371,153.103,222.730,4.641
83,226.913,290.844,290.844,224.527,150.494,219.941,4.586
84,229.833,294.156,294.156,221.638,147.885,217.106,4.533
85,232.753,256.667,256.667,218.737,145.275,214.255,4.482
86,235.674,291.267,291.267,215.862,142.666,211.429,4.433
87,238.595,254.667,254.667,213.053,140.056,208.665,4.389
88,241.517,276.933,276.933,210.342,137.447,205.995,4.347
89,244.440,273.311,273.311,207.739,134.838,203.430,4.309
90,247.363,241.933,241.933,205.222,132.228,200.948,4.273
91,250.287,237.689,237.689,202.734,129.619,198.496,4.238
92,253.211,217.422,217.422,200.203,127.010,196.002,4.200
93,256.137,213.956,213.956,197.561,124.400,193.401,4.160
94,259.062,215.756,215.756,194.772,121.791,190.656,4.115
95,261.989,187.156,187.156,191.842,119.182,187.775,4.067
96,264.916,183.956,183.956,187.968,115.715,183.962,4.006
97,267.843,199.778,199.778,184.087,112.249,180.141,3.946
98,270.771,156.467,156.467,180.289,108.783,176.396,3.893
99,273.700,171.733,171.733,176.643,105.317,172.795,3.849
100,276.629,168.289,168.289,173.182,101.850,169.368,3.815
101,279.559,144.867,144.867,169.890,98.384,166.100,3.790
102,282.490,148.378,148.378,166.711,94.918,162.939,3.772
103,285.421,137.644,137.644,163.567,91.452,159.810,3.757
104,288.353,126.711,126.711,160.384,87.985,156.645,3.739
105,291.285,129.911,129.911,157.112,84.519,153.394,3.718
106,294.218,134.067,134.067,153.730,81.053,150.039,3.691
107,297.151,138.911,138.911,150.247,77.587,146.587,3.660
108,300.085,127.044,127.044,146.686,74.120,143.060,3.625
109,303.020,119.978,119.978,143.074,70.654,139.487,3.588
110,305.955,122.422,122.422,139.437,67.188,135.892,3.546
111,308.891,122.067,122.067,135.792,63.722,132.296,3.497
112,311.828,122.267,122.267,132.151,60.255,128.714,3.437
113,314.765,96.689,96.689,128.515,56.789,125.155,3.361
114,317.702,99.733,99.733,124.883,53.323,121.621,3.262
115,320.640,104.244,104.244,121.246,49.857,118.109,3.137
116,323.579,97.622,97.622,117.593,46.391,114.610,2.983
117,326.518,83.489,83.489,113.915,42.924,111.114,2.802
118,329.458,100.733,100.733,110.207,39.458,107.610,2.597
119,332.399,116.044,116.044,106.471,35.992,104.094,2.378
120,335.340,87.556,87.556,102.716,32.526,100.564,2.152
121,338.281,91.111,91.111,98.955,29.059,97.024,1.931
122,341.223,96.978,96.978,95.203,25.593,93.482,1.722
123,344.166,105.444,105.444,91.475,22.127,89.945,1.530
124,347.110,120.267,120.267,87.780,18.661,86.421,1.359
125,350.053,76.689,76.689,84.125,15.194,82.917,1.208
126,352.998,85.333,85.333,80.513,11.728,79.438,1.076
127,355.943,88.733,88.733,80.501,11.818,79.492,1.009
128,358.888,89.267,89.267,80.530,11.909,79.575,0.955
129,361.834,95.778,95.778,80.599,11.999,79.687,0.912
130,364.781,98.267,98.267,80.706,12.089,79.831,0.876
131,367.728,89.733,89.733,80.848,12.180,80.002,0.845
132,370.676,121.067,121.067,81.015,12.270,80.195,0.820
133,373.624,84.689,84.689,81.194,12.360,80.396,0.798
134,376.573,91.822,91.822,81.367,12.451,80.589,0.778
135,379.522,83.600,83.600,81.514,12.541,80.754,0.761
136,382.472,88.200,88.200,81.620,12.631,80.875,0.745
137,385.423,82.067,82.067,81.677,12.722,80.946,0.730
138,388.374,95.422,95.422,81.686,12.812,80.969,0.717
139,391.325,88.711,88.711,81.660,12.902,80.955,0.705
140,394.278,93.289,93.289,81.616,12.993,80.923,0.693
141,397.230,79.267,79.267,81.572,13.083,80.889,0.683
142,400.183,76.733,76.733,81.543,13.173,80.869,0.674
143,403.137,89.067,89.067,81.534,13.264,80.868,0.666
144,406.091,98.511,98.511,81.545,13.354,80.885,0.660
145,409.046,71.444,71.444,81.570,13.444,80.914,0.655
146,412.001,93.289,93.289,81.598,13.534,80.946,0.652
147,414.957,86.978,86.978,81.625,13.625,80.974,0.651
148,417.914,76.400,76.400,81.646,13.715,80.996,0.650
149,420.870,84.444,84.444,81.667,13.805,81.016,0.651
150,423.828,79.289,79.289,81.696,13.896,81.045,0.651
151,426.786,77.711,77.711,81.749,13.986,81.097,0.652
152,429.744,78.267,78.267,81.840,14.076,81.188,0.652
153,432.703,88.022,88.022,81.980,14.167,81.328,0.652
154,435.663,101.156,101.156,82.174,14.257,81.522,0.652
155,438.623,92.778,92.778,82.419,14.347,81.767,0.652
156,441.583,75.556,75.556,82.703,14.438,82.049,0.654
157,444.544,85.356,85.356,83.010,14.528,82.351,0.658
158,447.506,80.867,80.867,83.322,14.618,82.654,0.668
159,450.468,70.267,70.267,83.628,14.709,82.941,0.687
160,453.430,76.956,76.956,83.921,14.799,83.202,0.719
161,456.393,80.444,80.444,84.206,14.889,83.432,0.774
162,459.357,76.822,76.822,84.500,14.980,83.635,0.865
163,462.321,85.689,85.689,84.830,15.070,83.813,1.016
164,465.286,85.511,85.511,85.232,15.160,83.973,1.260
165,468.251,96.000,96.000,85.415,14.907,83.776,1.639
166,471.216,59.844,59.844,85.783,14.653,83.562,2.221
167,474.182,83.933,83.933,86.412,14.400,83.329,3.084
168,477.149,92.400,92.400,87.382,14.146,83.072,4.310
169,480.116,88.511,88.511,88.773,13.893,82.792,5.980
170,483.083,81.844,81.844,90.642,13.639,82.492,8.150
171,486.051,103.778,103.778,93.008,13.386,82.178,10.830
172,489.020,103.578,103.578,95.829,13.132,81.860,13.968
173,491.989,103.267,103.267,98.982,12.879,81.550,17.432
174,494.958,104.956,104.956,102.267,12.625,81.258,21.009
175,497.928,125.156,125.156,105.413,12.372,80.991,24.422
176,500.899,95.556,95.556,108.112,12.118,80.753,27.360
177,503.870,100.622,100.622,110.066,11.865,80.542,29.523
178,506.841,115.733,115.733,111.030,11.611,80.354,30.676
179,509.813,112.644,112.644,110.865,11.358,80.180,30.684
180,512.786,107.022,107.022,109.556,11.104,80.014,29.543
181,515.758,99.044,99.044,107.222,10.851,79.847,27.375
182,518.732,136.778,136.778,104.088,10.597,79.676,24.411
183,521.706,99.022,99.022,100.450,10.344,79.501,20.948
184,524.680,101.000,101.000,96.623,10.090,79.324,17.298
185,527.655,91.733,91.733,92.895,9.837,79.150,13.745
186,530.630,94.222,94.222,89.493,9.583,78.984,10.509
187,533.605,86.289,86.289,86.564,9.330,78.832,7.732
188,536.582,70.578,70.578,84.172,9.076,78.699,5.473
189,539.558,76.156,76.156,82.316,8.823,78.588,3.728
190,542.535,91.889,91.889,80.944,8.569,78.500,2.443
191,545.513,84.333,84.333,79.975,8.316,78.434,1.541
192,548.491,70.489,70.489,79.320,8.062,78.386,0.935
193,551.469,75.667,75.667,78.895,7.809,78.350,0.546
194,554.448,78.200,78.200,78.625,7.555,78.319,0.306
195,557.427,79.711,79.711,78.451,7.302,78.285,0.166
196,560.407,95.400,95.400,78.328,7.048,78.242,0.086
197,563.388,77.556,77.556,78.224,6.795,78.181,0.043
198,566.368,70.000,70.000,78.120,6.541,78.099,0.021
199,569.349,88.667,88.667,78.004,6.288,77.994,0.010
200,572.331,78.311,78.311,77.872,6.034,77.867,0.004
201,575.313,77.244,77.244,77.725,5.781,77.723,0.002
202,578.296,69.800,69.800,77.569,5.527,77.568,0.001
203,581.278,86.356,86.356,77.412,5.274,77.412,0.000
204,584.262,65.222,65.222,77.264,5.020,77.263,0.000
205,587.246,76.400,76.400,77.133,4.767,77.133,0.000
206,590.230,68.222,68.222,77.029,4.513,77.029,0.000
207,593.215,74.289,74.289,76.960,4.260,76.960,0.000
208,596.200,83.000,83.000,76.931,4.006,76.931,0.000
209,599.185,100.733,100.733,76.946,3.753,76.946,0.000
210,602.171,76.067,76.067,77.193,3.682,77.193,0.000
211,605.158,91.022,91.022,77.488,3.611,77.488,0.000
212,608.144,83.422,83.422,77.832,3.540,77.832,0.000
213,611.132,76.178,76.178,78.222,3.470,78.222,0.000
214,614.119,84.800,84.800,78.653,3.399,78.653,0.000
215,617.107,88.022,88.022,79.119,3.328,79.119,0.000
216,620.096,79.756,79.756,79.610,3.257,79.610,0.000
217,623.085,85.911,85.911,80.116,3.186,80.116,0.000
218,626.074,91.111,91.111,80.626,3.116,80.626,0.000
219,629.064,93.333,93.333,81.129,3.045,81.129,0.000
220,632.054,78.667,78.667,81.616,2.974,81.616,0.000
221,635.045,88.044,88.044,82.077,2.903,82.077,0.000
222,638.036,93.200,93.200,82.504,2.832,82.504,0.000
223,641.027,76.933,76.933,82.889,2.761,82.889,0.000
224,644.019,81.378,81.378,83.222,2.691,83.222,0.000
225,647.011,95.933,95.933,83.492,2.620,83.492,0.000
226,650.004,102.000,102.000,83.682,2.549,83.682,0.000
227,652.997,72.200,72.200,83.773,2.478,83.773,0.000
228,655.991,81.089,81.089,83.740,2.407,83.740,0.000
229,658.984,89.800,89.800,83.553,2.337,83.553,0.000
230,661.979,98.378,98.378,83.182,2.266,83.182,0.000
231,664.973,103.556,103.556,82.594,2.195,82.594,0.000
232,667.968,65.022,65.022,81.758,2.124,81.758,0.000
233,670.964,82.178,82.178,80.647,2.053,80.647,0.000
234,673.960,78.311,78.311,79.245,1.983,79.245,0.000
235,676.956,63.733,63.733,77.541,1.912,77.541,0.000
236,679.953,70.378,70.378,75.542,1.841,75.542,0.000
237,682.950,48.822,48.822,73.265,1.770,73.265,0.000
238,685.947,48.378,48.378,70.742,1.699,70.742,0.000
239,688.945,81.511,81.511,68.019,1.629,68.019,0.000
240,691.943,46.733,46.733,65.148,1.558,65.148,0.000
241,694.942,43.911,43.911,62.191,1.487,62.191,0.000
242,697.940,57.756,57.756,59.210,1.416,59.210,0.000
243,700.940,47.111,47.111,56.266,1.345,56.266,0.000
244,703.939,64.756,64.756,53.415,1.275,53.415,0.000
245,706.940,53.444,53.444,50.701,1.204,50.701,0.000
246,709.940,41.867,41.867,48.160,1.133,48.160,0.000
247,712.941,40.667,40.667,45.815,1.062,45.815,0.000
248,715.942,30.444,30.444,43.679,0.991,43.679,0.000
249,718.944,39.911,39.911,41.754,0.920,41.754,0.000
250,721.945,54.556,54.556,40.033,0.850,40.033,0.000
251,724.948,42.378,42.378,38.503,0.779,38.503,0.000
252,727.950,39.644,39.644,37.149,0.708,37.149,0.000
253,730.953,34.756,34.756,35.950,0.637,35.950,0.000
254,733.957,25.467,25.467,34.887,0.566,34.887,0.000
255,736.961,42.111,42.111,33.942,0.496,33.942,0.000
256,739.965,41.200,41.200,33.099,0.425,33.099,0.000
257,742.969,25.200,25.200,32.344,0.354,32.344,0.000
258,745.974,42.044,42.044,31.665,0.283,31.665,0.000
259,748.979,25.000,25.000,31.058,0.212,31.058,0.000
260,751.985,32.867,32.867,30.517,0.142,30.517,0.000
261,754.991,11.178,11.178,30.045,0.071,30.045,0.000
262,757.997,23.289,23.289,29.645,0.000,29.645,0.000
263,761.003,40.111,40.111,29.394,0.000,29.394,0.000
264,764.010,27.333,27.333,29.230,0.000,29.230,0.000
265,767.018,28.556,28.556,29.163,0.000,29.163,0.000
266,770.025,26.267,26.267,29.200,0.001,29.200,0.000
267,773.033,24.067,24.067,29.348,0.001,29.348,0.000
268,776.042,22.089,22.089,29.610,0.001,29.610,0.000
269,779.050,28.067,28.067,29.981,0.001,29.981,0.000
270,782.059,34.222,34.222,30.452,0.001,30.452,0.000
271,785.068,31.089,31.089,31.003,0.001,31.003,0.000
272,788.078,39.156,39.156,31.610,0.002,31.610,0.000
273,791.088,36.533,36.533,32.241,0.002,32.241,0.000
274,794.098,34.178,34.178,32.858,0.002,32.858,0.000
275,797.109,30.311,30.311,33.423,0.002,33.423,0.000
276,800.120,32.067,32.067,33.899,0.002,33.899,0.000
277,803.131,28.533,28.533,34.256,0.002,34.256,0.000
278,806.143,40.511,40.511,34.474,0.002,34.474,0.000
279,809.155,34.133,34.133,34.546,0.003,34.546,0.000
280,812.167,31.267,31.267,34.481,0.003,34.481,0.000
281,815.180,38.244,38.244,34.309,0.003,34.309,0.000
282,818.193,34.000,34.000,34.083,0.003,34.083,0.000
283,821.206,37.156,37.156,33.877,0.003,33.877,0.000
284,824.219,29.022,29.022,33.794,0.003,33.794,0.000
285,827.233,44.733,44.733,33.965,0.004,33.965,0.000
286,830.247,38.444,38.444,34.556,0.004,34.556,0.000
287,833.262,47.311,47.311,35.768,0.004,35.768,0.000
288,836.277,38.622,38.622,37.847,0.004,37.847,0.000
289,839.292,48.422,48.422,41.081,0.004,41.081,0.000
290,842.307,61.222,61.222,45.803,0.004,45.803,0.000
291,845.323,53.800,53.800,52.387,0.005,52.387,0.000
292,848.339,72.333,72.333,61.234,0.005,61.234,0.000
293,851.355,90.333,90.333,72.749,0.005,72.749,0.000
294,854.372,103.867,103.867,87.314,0.005,87.314,0.000
295,857.389,120.778,120.778,105.245,0.005,105.245,0.000
296,860.406,129.267,129.267,126.745,0.005,126.745,0.000
297,863.424,159.200,159.200,151.850,0.005,151.850,0.000
298,866.441,204.111,204.111,180.384,0.006,180.384,0.000
299,869.459,245.956,245.956,211.913,0.006,211.913,0.000
300,872.478,238.156,238.156,245.730,0.006,245.730,0.000
301,875.497,277.200,277.200,280.847,0.006,280.847,0.000
302,878.516,332.889,332.889,316.031,0.006,316.031,0.000
303,881.535,396.467,396.467,349.861,0.006,349.861,0.000
304,884.554,392.889,392.889,380.815,0.007,380.815,0.000
305,887.574,403.800,403.800,407.383,0.007,407.383,0.000
306,890.594,459.511,459.511,428.182,0.007,428.182,0.000
307,893.615,415.667,415.667,442.078,0.007,442.078,0.000
308,896.635,474.356,474.356,448.286,0.007,448.286,0.000
309,899.656,479.556,479.556,446.441,0.007,446.441,0.000
310,902.677,427.844,427.844,436.636,0.007,436.636,0.000
311,905.699,441.044,441.044,419.411,0.008,419.411,0.000
312,908.721,389.356,389.356,395.703,0.008,395.703,0.000
313,911.743,375.267,375.267,366.762,0.008,366.762,0.000
314,914.765,340.200,340.200,334.039,0.008,334.039,0.000
315,917.788,294.511,294.511,299.069,0.008,299.069,0.000
316,920.811,259.378,259.378,263.350,0.008,263.350,0.000
317,923.834,259.133,259.133,228.243,0.009,228.243,0.000
318,926.857,215.911,215.911,194.889,0.009,194.889,0.000
319,929.881,153.733,153.733,164.168,0.009,164.168,0.000
320,932.905,145.311,145.311,136.674,0.009,136.674,0.000
321,935.929,120.467,120.467,112.726,0.009,112.726,0.000
322,938.953,96.333,96.333,92.402,0.009,92.402,0.000
323,941.978,53.822,53.822,75.580,0.009,75.580,0.000
324,945.003,59.911,59.911,61.991,0.009,61.991,0.000
325,948.028,44.311,44.311,51.274,0.009,51.274,0.000
326,951.053,46.756,46.756,43.019,0.009,43.019,0.000
327,954.079,30.000,30.000,36.808,0.009,36.808,0.000
328,957.105,28.511,28.511,32.246,0.009,32.246,0.000
329,960.131,27.356,27.356,28.974,0.009,28.974,0.000
330,963.157,25.489,25.489,26.687,0.009,26.687,0.000
331,966.184,33.000,33.000,25.129,0.008,25.129,0.000
332,969.211,30.400,30.400,24.100,0.008,24.100,0.000
333,972.238,28.400,28.400,23.442,0.008,23.442,0.000
334,975.266,20.111,20.111,23.037,0.008,23.037,0.000
335,978.293,20.689,20.689,22.801,0.008,22.801,0.000
336,981.321,37.178,37.178,22.671,0.008,22.671,0.000
337,984.349,16.733,16.733,22.607,0.008,22.607,0.000
338,987.377,23.822,23.822,22.581,0.007,22.581,0.000
339,990.406,20.956,20.956,22.574,0.007,22.574,0.000
340,993.435,19.044,19.044,22.575,0.007,22.575,0.000
341,996.464,30.933,30.933,22.578,0.007,22.578,0.000
342,999.493,22.756,22.756,22.579,0.007,22.579,0.000
343,1002.522,18.311,18.311,22.578,0.007,22.578,0.000
344,1005.552,29.244,29.244,22.574,0.007,22.574,0.000
345,1008.582,27.778,27.778,22.568,0.007,22.568,0.000
346,1011.612,15.178,15.178,22.561,0.006,22.561,0.000
347,1014.642,20.333,20.333,22.555,0.006,22.555,0.000
348,1017.673,21.444,21.444,22.550,0.006,22.550,0.000
349,1020.704,23.844,23.844,22.547,0.006,22.547,0.000
350,1023.735,21.933,21.933,22.549,0.006,22.549,0.000
351,1026.766,15.067,15.067,22.555,0.006,22.555,0.000
352,1029.797,21.244,21.244,22.565,0.006,22.565,0.000
353,1032.829,23.644,23.644,22.581,0.005,22.581,0.000
354,1035.861,18.556,18.556,22.603,0.005,22.603,0.000
355,1038.893,19.222,19.222,22.629,0.005,22.629,0.000
356,1041.925,26.956,26.956,22.660,0.005,22.660,0.000
357,1044.958,20.978,20.978,22.695,0.005,22.695,0.000
358,1047.990,20.533,20.533,22.733,0.005,22.733,0.000
359,1051.023,26.444,26.444,22.774,0.005,22.774,0.000
360,1054.056,20.933,20.933,22.818,0.004,22.818,0.000
361,1057.089,16.333,16.333,22.863,0.004,22.863,0.000
362,1060.123,23.444,23.444,22.911,0.004,22.911,0.000
363,1063.156,22.533,22.533,22.959,0.004,22.959,0.000
364,1066.190,20.089,20.089,23.008,0.004,23.008,0.000
365,1069.224,26.422,26.422,23.057,0.004,23.057,0.000
366,1072.258,20.733,20.733,23.107,0.004,23.107,0.000
367,1075.293,29.200,29.200,23.157,0.004,23.157,0.000
368,1078.327,30.644,30.644,23.206,0.003,23.206,0.000
369,1081.362,29.400,29.400,23.255,0.003,23.255,0.000
370,1084.397,26.556,26.556,23.303,0.003,23.303,0.000
371,1087.432,13.533,13.533,23.349,0.003,23.349,0.000
372,1090.468,26.844,26.844,23.394,0.003,23.394,0.000
373,1093.503,14.667,14.667,23.438,0.003,23.438,0.000
374,1096.539,17.511,17.511,23.480,0.003,23.480,0.000
375,1099.575,25.267,25.267,23.520,0.002,23.520,0.000
376,1102.611,21.444,21.444,23.559,0.002,23.559,0.000
377,1105.647,34.022,34.022,23.597,0.002,23.597,0.000
378,1108.683,16.622,16.622,23.635,0.002,23.635,0.000
379,1111.720,26.422,26.422,23.673,0.002,23.673,0.000
380,1114.756,17.156,17.156,23.712,0.002,23.712,0.000
381,1117.793,22.778,22.778,23.751,0.002,23.751,0.000
382,1120.830,26.111,26.111,23.791,0.001,23.791,0.000
383,1123.867,22.778,22.778,23.831,0.001,23.831,0.000
384,1126.905,38.022,38.022,23.872,0.001,23.872,0.000
385,1129.942,26.222,26.222,23.912,0.001,23.912,0.000
386,1132.980,21.889,21.889,23.951,0.001,23.951,0.000
387,1136.018,17.511,17.511,23.987,0.001,23.987,0.000
388,1139.056,16.156,16.156,24.020,0.001,24.020,0.000
389,1142.094,15.022,15.022,24.049,0.001,24.049,0.000
390,1145.132,25.889,25.889,24.072,0.000,24.072,0.000
391,1148.171,26.889,26.889,24.090,0.000,24.090,0.000
392,1151.209,24.000,24.000,24.102,0.000,24.102,0.000
393,1154.248,23.289,23.289,24.107,0.000,24.107,0.000
394,1157.287,22.022,22.022,24.116,0.010,24.116,0.000
395,1160.326,26.756,26.756,24.120,0.019,24.120,0.000
396,1163.365,26.711,26.711,24.118,0.029,24.118,0.000
397,1166.404,16.556,16.556,24.113,0.038,24.113,0.000
398,1169.444,26.511,26.511,24.105,0.048,24.105,0.000
399,1172.483,22.200,22.200,24.096,0.057,24.096,0.000
400,1175.523,27.378,27.378,24.086,0.067,24.086,0.000
401,1178.563,28.778,28.778,24.078,0.076,24.078,0.000
402,1181.603,24.533,24.533,24.071,0.086,24.071,0.000
403,1184.643,17.111,17.111,24.068,0.095,24.068,0.000
404,1187.683,23.444,23.444,24.069,0.105,24.069,0.000
405,1190.723,20.244,20.244,24.074,0.114,24.074,0.000
406,1193.764,26.311,26.311,24.085,0.124,24.085,0.000
407,1196.805,19.111,19.111,24.102,0.133,24.102,0.000
408,1199.845,32.756,32.756,24.125,0.143,24.125,0.000
409,1202.886,26.289,26.289,24.154,0.152,24.154,0.000
410,1205.927,24.333,24.333,24.190,0.162,24.190,0.000
411,1208.968,29.600,29.600,24.233,0.172,24.233,0.000
412,1212.010,25.400,25.400,24.283,0.181,24.283,0.000
413,1215.051,22.689,22.689,24.339,0.191,24.339,0.000
414,1218.092,36.911,36.911,24.403,0.200,24.403,0.000
415,1221.134,23.644,23.644,24.473,0.210,24.473,0.000
416,1224.176,24.000,24.000,24.549,0.219,24.549,0.000
417,1227.218,32.911,32.911,24.633,0.229,24.633,0.000
418,1230.259,28.356,28.356,24.724,0.238,24.724,0.000
419,1233.301,26.311,26.311,24.823,0.248,24.823,0.000
420,1236.344,24.022,24.022,24.930,0.257,24.930,0.000
421,1239.386,19.000,19.000,25.046,0.267,25.046,0.000
422,1242.428,22.156,22.156,25.174,0.276,25.174,0.000
423,1245.471,23.622,23.622,25.313,0.286,25.313,0.000
424,1248.513,20.378,20.378,25.467,0.295,25.467,0.000
425,1251.556,37.622,37.622,25.638,0.305,25.638,0.000
426,1254.598,28.311,28.311,25.829,0.314,25.829,0.000
427,1257.641,22.156,22.156,26.044,0.324,26.044,0.000
428,1260.684,23.489,23.489,26.287,0.334,26.287,0.000
429,1263.727,25.289,25.289,26.561,0.343,26.561,0.000
430,1266.770,31.089,31.089,26.872,0.353,26.872,0.000
431,1269.813,35.489,35.489,27.224,0.362,27.224,0.000
432,1272.857,27.844,27.844,27.621,0.372,27.621,0.000
433,1275.900,22.800,22.800,28.067,0.381,28.067,0.000
434,1278.944,36.156,36.156,28.564,0.391,28.564,0.000
435,1281.987,23.689,23.689,29.114,0.400,29.114,0.000
436,1285.031,30.800,30.800,29.717,0.410,29.717,0.000
437,1288.074,26.911,26.911,30.370,0.419,30.370,0.000
438,1291.118,40.089,40.089,31.068,0.429,31.068,0.000
439,1294.162,44.489,44.489,31.805,0.438,31.805,0.000
440,1297.206,24.089,24.089,32.571,0.448,32.571,0.000
441,1300.250,35.067,35.067,33.353,0.457,33.353,0.000
442,1303.294,33.756,33.756,34.138,0.467,34.138,0.000
443,1306.338,30.289,30.289,34.908,0.476,34.908,0.000
444,1309.382,36.044,36.044,35.646,0.486,35.646,0.000
445,1312.427,23.844,23.844,36.335,0.496,36.335,0.000
446,1315.471,25.000,25.000,36.957,0.505,36.957,0.000
447,1318.515,44.267,44.267,37.497,0.515,37.497,0.000
448,1321.560,36.400,36.400,37.939,0.524,37.939,0.000
449,1324.604,44.644,44.644,38.272,0.534,38.272,0.000
450,1327.649,34.289,34.289,38.490,0.543,38.490,0.000
451,1330.693,35.756,35.756,38.589,0.553,38.589,0.000
452,1333.738,42.844,42.844,38.569,0.562,38.569,0.000
453,1336.783,50.222,50.222,38.436,0.572,38.436,0.000
454,1339.828,32.622,32.622,38.197,0.581,38.197,0.000
455,1342.873,44.933,44.933,37.866,0.591,37.866,0.000
456,1345.917,40.422,40.422,37.456,0.600,37.456,0.000
457,1348.962,49.089,49.089,36.986,0.610,36.986,0.000
458,1352.007,31.889,31.889,36.472,0.619,36.472,0.000
459,1355.052,48.311,48.311,35.934,0.629,35.934,0.000
460,1358.098,41.756,41.756,35.388,0.638,35.388,0.000
461,1361.143,49.533,49.533,34.850,0.648,34.850,0.000
462,1364.188,51.689,51.689,34.335,0.657,34.335,0.000
463,1367.233,38.844,38.844,33.853,0.667,33.853,0.000
464,1370.278,60.956,60.956,33.414,0.677,33.414,0.000
465,1373.324,41.911,41.911,33.025,0.686,33.025,0.000
466,1376.369,35.111,35.111,32.688,0.696,32.688,0.000
467,1379.414,29.622,29.622,32.405,0.705,32.405,0.000
468,1382.460,42.822,42.822,32.176,0.715,32.176,0.000
469,1385.505,32.778,32.778,31.997,0.724,31.997,0.000
470,1388.550,42.689,42.689,31.865,0.734,31.865,0.000
471,1391.596,25.178,25.178,31.777,0.743,31.777,0.000
472,1394.641,25.200,25.200,31.725,0.753,31.725,0.000
473,1397.687,33.156,33.156,31.707,0.762,31.707,0.000
474,1400.732,24.822,24.822,31.697,0.754,31.697,0.000
475,1403.778,28.244,28.244,31.711,0.745,31.711,0.000
476,1406.824,39.889,39.889,31.743,0.737,31.743,0.000
477,1409.869,19.444,19.444,31.791,0.728,31.791,0.000
478,1412.915,24.533,24.533,31.851,0.720,31.851,0.000
479,1415.960,29.778,29.778,31.920,0.711,31.920,0.000
480,1419.006,41.200,41.200,31.997,0.703,31.997,0.000
481,1422.052,29.844,29.844,32.081,0.695,32.081,0.000
482,1425.097,33.733,33.733,32.170,0.686,32.170,0.000
483,1428.143,33.222,33.222,32.265,0.678,32.265,0.000
484,1431.189,38.711,38.711,32.364,0.669,32.364,0.000
485,1434.234,37.378,37.378,32.467,0.661,32.467,0.000
486,1437.280,37.889,37.889,32.575,0.652,32.575,0.000
487,1440.326,31.022,31.022,32.687,0.644,32.687,0.000
488,1443.371,38.400,38.400,32.804,0.635,32.804,0.000
489,1446.417,51.111,51.111,32.925,0.627,32.925,0.000
490,1449.463,31.867,31.867,33.051,0.618,33.051,0.000
491,1452.508,27.600,27.600,33.181,0.610,33.181,0.000
492,1455.554,43.067,43.067,33.316,0.601,33.316,0.000
493,1458.600,46.622,46.622,33.455,0.593,33.455,0.000
494,1461.645,39.867,39.867,33.600,0.584,33.600,0.000
495,1464.691,37.889,37.889,33.749,0.576,33.749,0.000
496,1467.737,39.444,39.444,33.902,0.567,33.902,0.000
497,1470.782,35.133,35.133,34.060,0.559,34.060,0.000
498,1473.828,45.422,45.422,34.223,0.551,34.223,0.000
499,1476.874,23.444,23.444,34.390,0.542,34.390,0.000
500,1479.919,37.711,37.711,34.561,0.534,34.561,0.000
501,1482.965,36.067,36.067,34.738,0.525,34.738,0.000
502,1486.010,31.844,31.844,34.918,0.517,34.918,0.000
503,1489.056,29.311,29.311,35.103,0.508,35.103,0.000
504,1492.101,35.889,35.889,35.293,0.500,35.293,0.000
505,1495.147,48.422,48.422,35.486,0.491,35.486,0.000
506,1498.192,36.289,36.289,35.683,0.483,35.683,0.000
507,1501.237,42.489,42.489,35.883,0.474,35.883,0.000
508,1504.283,25.200,25.200,36.086,0.466,36.086,0.000
509,1507.328,45.044,45.044,36.290,0.457,36.290,0.000
510,1510.373,42.711,42.711,36.494,0.449,36.494,0.000
511,1513.419,34.689,34.689,36.698,0.440,36.698,0.000
512,1516.464,44.956,44.956,36.900,0.432,36.900,0.000
513,1519.509,29.822,29.822,37.098,0.424,37.098,0.000
514,1522.554,34.089,34.089,37.289,0.415,37.289,0.000
515,1525.599,40.022,40.022,37.473,0.407,37.473,0.000
516,1528.645,32.489,32.489,37.646,0.398,37.646,0.000
517,1531.690,44.978,44.978,37.807,0.390,37.807,0.000
518,1534.735,32.244,32.244,37.951,0.381,37.951,0.000
