ch,keV,net,fit,model,continuum_raw,Pb-212,Tl-208,Bi-212,Ra-224,Th-228,Rn-220
319,930.380,25.100,25.100,40.950,11.251,0.000,32.863,8.087,0.000,0.000,0.000
320,933.363,44.967,44.967,40.038,10.992,0.000,32.271,7.767,0.000,0.000,0.000
321,936.347,36.200,36.200,39.320,10.732,0.000,31.791,7.529,0.000,0.000,0.000
322,939.330,56.000,56.000,38.754,10.473,0.000,31.391,7.363,0.000,0.000,0.000
323,942.314,36.733,36.733,38.303,10.213,0.000,31.048,7.255,0.000,0.000,0.000
324,945.298,34.367,34.367,37.932,9.954,0.000,30.746,7.186,0.000,0.000,0.000
325,948.282,34.467,34.467,37.611,9.695,0.000,30.472,7.139,0.000,0.000,0.000
326,951.266,47.633,47.633,37.313,9.435,0.000,30.218,7.095,0.000,0.000,0.000
327,954.250,43.000,43.000,37.014,9.176,0.000,29.977,7.037,0.000,0.000,0.000
328,957.234,41.267,41.267,36.885,9.105,0.000,29.924,6.961,0.000,0.000,0.000
329,960.218,41.533,41.533,36.725,9.035,0.000,29.875,6.850,0.000,0.000,0.000
330,963.203,30.233,30.233,36.527,8.965,0.000,29.828,6.699,0.000,0.000,0.000
331,966.187,38.500,38.500,36.288,8.894,0.000,29.780,6.507,0.000,0.000,0.000
332,969.172,23.100,23.100,36.010,8.824,0.000,29.731,6.279,0.000,0.000,0.000
333,972.156,27.600,27.600,35.700,8.753,0.000,29.679,6.021,0.000,0.000,0.000
334,975.141,29.167,29.167,35.367,8.683,0.000,29.624,5.742,0.000,0.000,0.000
335,978.126,35.033,35.033,35.019,8.612,0.000,29.567,5.452,0.000,0.000,0.000
336,981.111,26.767,26.767,34.667,8.542,0.000,29.506,5.161,0.000,0.000,0.000
337,984.096,39.600,39.600,34.321,8.471,0.000,29.443,4.878,0.000,0.000,0.000
338,987.081,39.733,39.733,33.989,8.401,0.000,29.377,4.612,0.000,0.000,0.000
339,990.066,29.933,29.933,33.678,8.330,0.000,29.310,4.368,0.000,0.000,0.000
340,993.051,46.067,46.067,33.393,8.260,0.000,29.242,4.151,0.000,0.000,0.000
341,996.037,34.900,34.900,33.137,8.190,0.000,29.174,3.963,0.000,0.000,0.000
342,999.022,27.633,27.633,32.912,8.119,0.000,29.105,3.806,0.000,0.000,0.000
343,1002.008,37.467,37.467,32.718,8.049,0.000,29.038,3.680,0.000,0.000,0.000
344,1004.993,30.367,30.367,32.555,7.978,0.000,28.972,3.583,0.000,0.000,0.000
345,1007.979,43.167,43.167,32.424,7.908,0.000,28.909,3.515,0.000,0.000,0.000
346,1010.965,32.267,32.267,32.326,7.837,0.000,28.850,3.475,0.000,0.000,0.000
347,1013.951,32.500,32.500,32.261,7.767,0.000,28.797,3.464,0.000,0.000,0.000
348,1016.937,34.667,34.667,32.232,7.696,0.000,28.751,3.481,0.000,0.000,0.000
349,1019.923,28.267,28.267,32.242,7.626,0.000,28.713,3.529,0.000,0.000,0.000
350,1022.909,26.400,26.400,32.296,7.556,0.000,28.686,3.611,0.000,0.000,0.000
351,1025.895,39.100,39.100,32.400,7.485,0.000,28.670,3.730,0.000,0.000,0.000
352,1028.881,34.367,34.367,32.560,7.415,0.000,28.668,3.893,0.000,0.000,0.000
353,1031.868,41.967,41.967,32.784,7.344,0.000,28.680,4.104,0.000,0.000,0.000
354,1034.854,42.833,42.833,33.077,7.274,0.000,28.707,4.370,0.000,0.000,0.000
355,1037.841,34.333,34.333,33.448,7.203,0.000,28.752,4.696,0.000,0.000,0.000
356,1040.828,33.433,33.433,33.900,7.133,0.000,28.814,5.086,0.000,0.000,0.000
357,1043.815,35.467,35.467,34.438,7.062,0.000,28.895,5.544,0.000,0.000,0.000
358,1046.801,24.800,24.800,35.063,6.992,0.000,28.995,6.068,0.000,0.000,0.000
359,1049.788,39.667,39.667,35.771,6.921,0.000,29.115,6.657,0.000,0.000,0.000
360,1052.775,38.400,38.400,36.558,6.851,0.000,29.255,7.303,0.000,0.000,0.000
361,1055.763,32.500,32.500,37.413,6.781,0.000,29.417,7.996,0.000,0.000,0.000
362,1058.750,40.667,40.667,38.323,6.710,0.000,29.602,8.721,0.000,0.000,0.000
363,1061.737,39.800,39.800,39.268,6.640,0.000,29.810,9.458,0.000,0.000,0.000
364,1064.725,46.133,46.133,40.228,6.569,0.000,30.040,10.187,0.000,0.000,0.000
365,1067.712,44.133,44.133,41.177,6.499,0.000,30.294,10.883,0.000,0.000,0.000
366,1070.700,59.100,59.100,42.089,6.428,0.000,30.569,11.521,0.000,0.000,0.000
367,1073.688,54.800,54.800,42.938,6.358,0.000,30.862,12.075,0.000,0.000,0.000
368,1076.675,37.967,37.967,43.695,6.287,0.000,31.170,12.525,0.000,0.000,0.000
369,1079.663,50.600,50.600,44.338,6.217,0.000,31.487,12.851,0.000,0.000,0.000
370,1082.651,46.833,46.833,44.844,6.146,0.000,31.805,13.039,0.000,0.000,0.000
371,1085.639,41.800,41.800,45.197,6.076,0.000,32.115,13.082,0.000,0.000,0.000
372,1088.627,48.267,48.267,45.386,6.006,0.000,32.406,12.979,0.000,0.000,0.000
373,1091.616,40.000,40.000,45.404,5.935,0.000,32.668,12.736,0.000,0.000,0.000
374,1094.604,44.767,44.767,45.253,5.865,0.000,32.890,12.364,0.000,0.000,0.000
375,1097.592,44.400,44.400,44.938,5.794,0.000,33.059,11.879,0.000,0.000,0.000
376,1100.581,41.667,41.667,44.471,5.724,0.000,33.168,11.303,0.000,0.000,0.000
377,1103.570,37.533,37.533,43.868,5.653,0.000,33.209,10.659,0.000,0.000,0.000
378,1106.558,34.933,34.933,43.147,5.583,0.000,33.176,9.972,0.000,0.000,0.000
379,1109.547,44.633,44.633,42.332,5.512,0.000,33.068,9.264,0.000,0.000,0.000
380,1112.536,40.233,40.233,41.444,5.442,0.000,32.887,8.557,0.000,0.000,0.000
381,1115.525,45.167,45.167,40.507,5.372,0.000,32.636,7.871,0.000,0.000,0.000
382,1118.514,45.167,45.167,39.545,5.301,0.000,32.324,7.221,0.000,0.000,0.000
383,1121.503,44.167,44.167,38.578,5.231,0.000,31.960,6.618,0.000,0.000,0.000
384,1124.492,52.533,52.533,37.627,5.160,0.000,31.556,6.071,0.000,0.000,0.000
385,1127.482,33.833,33.833,36.708,5.090,0.000,31.125,5.583,0.000,0.000,0.000
386,1130.471,41.833,41.833,35.835,5.019,0.000,30.678,5.156,0.000,0.000,0.000
387,1133.461,43.767,43.767,35.018,4.949,0.000,30.230,4.789,0.000,0.000,0.000
388,1136.450,38.733,38.733,34.267,4.878,0.000,29.789,4.477,0.000,0.000,0.000
389,1139.440,36.533,36.533,33.585,4.808,0.000,29.368,4.217,0.000,0.000,0.000
390,1142.430,38.333,38.333,32.974,4.737,0.000,28.971,4.003,0.000,0.000,0.000
391,1145.420,47.333,47.333,32.435,4.667,0.000,28.606,3.829,0.000,0.000,0.000
392,1148.410,36.500,36.500,31.964,4.597,0.000,28.274,3.690,0.000,0.000,0.000
393,1151.400,27.433,27.433,31.558,4.526,0.000,27.978,3.580,0.000,0.000,0.000
394,1154.390,40.533,40.533,31.210,4.456,0.000,27.716,3.494,0.000,0.000,0.000
395,1157.380,26.133,26.133,30.915,4.385,0.000,27.487,3.429,0.000,0.000,0.000
396,1160.370,31.067,31.067,30.666,4.315,0.000,27.287,3.379,0.000,0.000,0.000
397,1163.361,29.333,29.333,30.456,4.244,0.000,27.113,3.344,0.000,0.000,0.000
398,1166.351,37.267,37.267,30.323,4.218,0.000,27.003,3.320,0.000,0.000,0.000
399,1169.342,21.800,21.800,30.216,4.191,0.000,26.911,3.305,0.000,0.000,0.000
400,1172.333,28.067,28.067,30.131,4.164,0.000,26.835,3.297,0.000,0.000,0.000
401,1175.323,28.667,28.667,30.064,4.138,0.000,26.770,3.294,0.000,0.000,0.000
402,1178.314,33.300,33.300,30.011,4.111,0.000,26.715,3.296,0.000,0.000,0.000
403,1181.305,24.667,24.667,29.969,4.084,0.000,26.668,3.301,0.000,0.000,0.000
404,1184.296,23.167,23.167,29.937,4.058,0.000,26.628,3.309,0.000,0.000,0.000
405,1187.287,25.867,25.867,29.912,4.031,0.000,26.593,3.320,0.000,0.000,0.000
406,1190.279,22.967,22.967,29.894,4.004,0.000,26.562,3.332,0.000,0.000,0.000
407,1193.270,27.167,27.167,29.881,3.978,0.000,26.536,3.345,0.000,0.000,0.000
408,1196.261,28.633,28.633,29.874,3.951,0.000,26.514,3.360,0.000,0.000,0.000
409,1199.253,21.933,21.933,29.870,3.924,0.000,26.495,3.375,0.000,0.000,0.000
410,1202.245,31.000,31.000,29.869,3.898,0.000,26.479,3.391,0.000,0.000,0.000
411,1205.236,30.400,30.400,29.870,3.871,0.000,26.464,3.407,0.000,0.000,0.000
412,1208.228,24.100,24.100,29.872,3.844,0.000,26.449,3.423,0.000,0.000,0.000
413,1211.220,30.033,30.033,29.874,3.818,0.000,26.434,3.439,0.000,0.000,0.000
414,1214.212,38.867,38.867,29.873,3.791,0.000,26.417,3.456,0.000,0.000,0.000
415,1217.204,31.467,31.467,29.870,3.765,0.000,26.398,3.472,0.000,0.000,0.000
416,1220.196,31.000,31.000,29.862,3.738,0.000,26.374,3.487,0.000,0.000,0.000
417,1223.188,45.867,45.867,29.848,3.711,0.000,26.346,3.503,0.000,0.000,0.000
418,1226.181,34.533,34.533,29.829,3.685,0.000,26.311,3.518,0.000,0.000,0.000
419,1229.173,22.467,22.467,29.803,3.658,0.000,26.271,3.532,0.000,0.000,0.000
420,1232.165,36.033,36.033,29.770,3.631,0.000,26.224,3.546,0.000,0.000,0.000
421,1235.158,35.000,35.000,29.731,3.605,0.000,26.171,3.559,0.000,0.000,0.000
422,1238.151,29.233,29.233,29.684,3.578,0.000,26.112,3.572,0.000,0.000,0.000
423,1241.144,24.933,24.933,29.632,3.551,0.000,26.048,3.584,0.000,0.000,0.000
424,1244.136,29.567,29.567,29.574,3.525,0.000,25.978,3.595,0.000,0.000,0.000
425,1247.129,34.933,34.933,29.511,3.498,0.000,25.905,3.606,0.000,0.000,0.000
426,1250.122,24.467,24.467,29.446,3.471,0.000,25.829,3.616,0.000,0.000,0.000
427,1253.116,33.233,33.233,29.378,3.445,0.000,25.752,3.626,0.000,0.000,0.000
428,1256.109,28.733,28.733,29.310,3.418,0.000,25.675,3.634,0.000,0.000,0.000
429,1259.102,36.433,36.433,29.242,3.391,0.000,25.600,3.642,0.000,0.000,0.000
430,1262.096,29.133,29.133,29.177,3.365,0.000,25.527,3.649,0.000,0.000,0.000
431,1265.089,29.733,29.733,29.115,3.338,0.000,25.459,3.656,0.000,0.000,0.000
432,1268.083,32.267,32.267,29.059,3.311,0.000,25.398,3.661,0.000,0.000,0.000
433,1271.076,25.200,25.200,29.010,3.285,0.000,25.344,3.666,0.000,0.000,0.000
434,1274.070,28.233,28.233,28.969,3.258,0.000,25.299,3.670,0.000,0.000,0.000
435,1277.064,29.033,29.033,28.938,3.231,0.000,25.266,3.673,0.000,0.000,0.000
436,1280.058,30.200,30.200,28.919,3.205,0.000,25.244,3.675,0.000,0.000,0.000
437,1283.052,24.367,24.367,28.912,3.178,0.000,25.236,3.676,0.000,0.000,0.000
438,1286.046,39.633,39.633,28.919,3.151,0.000,25.242,3.677,0.000,0.000,0.000
439,1289.040,43.733,43.733,28.941,3.125,0.000,25.264,3.677,0.000,0.000,0.000
440,1292.035,20.633,20.633,28.977,3.098,0.000,25.301,3.676,0.000,0.000,0.000
441,1295.029,26.600,26.600,29.029,3.071,0.000,25.354,3.675,0.000,0.000,0.000
442,1298.024,33.133,33.133,29.094,3.045,0.000,25.422,3.673,0.000,0.000,0.000
443,1301.018,22.933,22.933,29.173,3.018,0.000,25.503,3.670,0.000,0.000,0.000
444,1304.013,26.567,26.567,29.264,2.992,0.000,25.598,3.666,0.000,0.000,0.000
445,1307.008,30.267,30.267,29.365,2.965,0.000,25.703,3.662,0.000,0.000,0.000
446,1310.002,33.500,33.500,29.474,2.938,0.000,25.816,3.658,0.000,0.000,0.000
447,1312.997,27.900,27.900,29.588,2.912,0.000,25.935,3.653,0.000,0.000,0.000
448,1315.992,21.100,21.100,29.704,2.885,0.000,26.057,3.647,0.000,0.000,0.000
449,1318.988,29.967,29.967,29.820,2.858,0.000,26.179,3.641,0.000,0.000,0.000
450,1321.983,27.933,27.933,29.931,2.832,0.000,26.297,3.635,0.000,0.000,0.000
451,1324.978,26.133,26.133,30.036,2.805,0.000,26.408,3.628,0.000,0.000,0.000
452,1327.974,26.267,26.267,30.131,2.778,0.000,26.511,3.620,0.000,0.000,0.000
453,1330.969,29.833,29.833,30.213,2.752,0.000,26.601,3.612,0.000,0.000,0.000
454,1333.965,29.433,29.433,30.281,2.725,0.000,26.678,3.603,0.000,0.000,0.000
455,1336.960,30.400,30.400,30.333,2.698,0.000,26.740,3.594,0.000,0.000,0.000
456,1339.956,27.133,27.133,30.369,2.672,0.000,26.785,3.584,0.000,0.000,0.000
457,1342.952,25.633,25.633,30.386,2.645,0.000,26.813,3.572,0.000,0.000,0.000
458,1345.948,36.333,36.333,30.385,2.618,0.000,26.825,3.560,0.000,0.000,0.000
459,1348.944,35.967,35.967,30.367,2.592,0.000,26.821,3.546,0.000,0.000,0.000
460,1351.940,20.133,20.133,30.331,2.565,0.000,26.801,3.530,0.000,0.000,0.000
461,1354.936,29.800,29.800,30.280,2.538,0.000,26.768,3.512,0.000,0.000,0.000
462,1357.933,29.033,29.033,30.214,2.512,0.000,26.723,3.491,0.000,0.000,0.000
463,1360.929,32.267,32.267,30.136,2.485,0.000,26.668,3.467,0.000,0.000,0.000
464,1363.925,25.433,25.433,30.046,2.458,0.000,26.606,3.440,0.000,0.000,0.000
465,1366.922,24.367,24.367,29.946,2.432,0.000,26.537,3.409,0.000,0.000,0.000
466,1369.919,27.667,27.667,29.839,2.405,0.000,26.466,3.373,0.000,0.000,0.000
467,1372.915,31.933,31.933,29.726,2.378,0.000,26.393,3.333,0.000,0.000,0.000
468,1375.912,27.233,27.233,29.608,2.352,0.000,26.321,3.287,0.000,0.000,0.000
469,1378.909,30.167,30.167,29.488,2.325,0.000,26.251,3.236,0.000,0.000,0.000
470,1381.906,25.033,25.033,29.366,2.299,0.000,26.186,3.180,0.000,0.000,0.000
471,1384.903,25.267,25.267,29.244,2.272,0.000,26.126,3.118,0.000,0.000,0.000
472,1387.901,37.300,37.300,29.122,2.245,0.000,26.072,3.050,0.000,0.000,0.000
473,1390.898,30.233,30.233,29.002,2.219,0.000,26.025,2.978,0.000,0.000,0.000
474,1393.895,22.733,22.733,28.885,2.192,0.000,25.985,2.900,0.000,0.000,0.000
475,1396.893,25.367,25.367,28.770,2.165,0.000,25.953,2.817,0.000,0.000,0.000
476,1399.890,18.833,18.833,28.658,2.139,0.000,25.928,2.731,0.000,0.000,0.000
477,1402.888,18.167,18.167,28.550,2.112,0.000,25.909,2.641,0.000,0.000,0.000
478,1405.886,38.300,38.300,28.467,2.107,0.000,25.918,2.549,0.000,0.000,0.000
479,1408.884,31.667,31.667,28.387,2.101,0.000,25.932,2.455,0.000,0.000,0.000
480,1411.882,25.800,25.800,28.312,2.096,0.000,25.951,2.360,0.000,0.000,0.000
481,1414.880,28.267,28.267,28.240,2.091,0.000,25.974,2.265,0.000,0.000,0.000
482,1417.878,32.100,32.100,28.172,2.085,0.000,26.000,2.171,0.000,0.000,0.000
483,1420.876,39.333,39.333,28.108,2.080,0.000,26.029,2.079,0.000,0.000,0.000
484,1423.874,30.567,30.567,28.048,2.075,0.000,26.058,1.990,0.000,0.000,0.000
485,1426.873,33.067,33.067,27.992,2.069,0.000,26.088,1.904,0.000,0.000,0.000
486,1429.871,34.833,34.833,27.941,2.064,0.000,26.118,1.823,0.000,0.000,0.000
487,1432.870,22.533,22.533,27.896,2.059,0.000,26.148,1.748,0.000,0.000,0.000
488,1435.868,25.100,25.100,27.855,2.053,0.000,26.176,1.679,0.000,0.000,0.000
489,1438.867,26.667,26.667,27.822,2.048,0.000,26.204,1.618,0.000,0.000,0.000
490,1441.866,25.300,25.300,27.795,2.043,0.000,26.230,1.565,0.000,0.000,0.000
491,1444.865,24.900,24.900,27.776,2.038,0.000,26.255,1.521,0.000,0.000,0.000
492,1447.864,20.600,20.600,27.766,2.032,0.000,26.277,1.489,0.000,0.000,0.000
493,1450.863,24.933,24.933,27.766,2.027,0.000,26.299,1.467,0.000,0.000,0.000
494,1453.862,31.300,31.300,27.777,2.022,0.000,26.318,1.459,0.000,0.000,0.000
495,1456.862,34.833,34.833,27.799,2.016,0.000,26.336,1.464,0.000,0.000,0.000
496,1459.861,37.167,37.167,27.835,2.011,0.000,26.351,1.484,0.000,0.000,0.000
497,1462.861,33.200,33.200,27.884,2.006,0.000,26.365,1.519,0.000,0.000,0.000
498,1465.860,26.133,26.133,27.948,2.000,0.000,26.377,1.571,0.000,0.000,0.000
499,1468.860,36.667,36.667,28.026,1.995,0.000,26.387,1.640,0.000,0.000,0.000
500,1471.859,29.067,29.067,28.120,1.990,0.000,26.394,1.726,0.000,0.000,0.000
501,1474.859,28.600,28.600,28.229,1.984,0.000,26.400,1.829,0.000,0.000,0.000
502,1477.859,23.267,23.267,28.353,1.979,0.000,26.405,1.949,0.000,0.000,0.000
503,1480.859,25.967,25.967,28.492,1.974,0.000,26.408,2.084,0.000,0.000,0.000
504,1483.859,26.833,26.833,28.644,1.968,0.000,26.411,2.233,0.000,0.000,0.000
505,1486.860,30.633,30.633,28.809,1.963,0.000,26.414,2.395,0.000,0.000,0.000
506,1489.860,19.433,19.433,28.984,1.958,0.000,26.419,2.565,0.000,0.000,0.000
507,1492.860,16.733,16.733,29.170,1.953,0.000,26.428,2.742,0.000,0.000,0.000
508,1495.861,30.300,30.300,29.363,1.947,0.000,26.442,2.921,0.000,0.000,0.000
509,1498.861,53.567,53.567,29.563,1.942,0.000,26.466,3.098,0.000,0.000,0.000
510,1501.862,31.567,31.567,29.770,1.937,0.000,26.501,3.269,0.000,0.000,0.000
511,1504.863,29.533,29.533,29.982,1.931,0.000,26.553,3.429,0.000,0.000,0.000
512,1507.864,35.933,35.933,30.200,1.926,0.000,26.627,3.574,0.000,0.000,0.000
513,1510.865,36.733,36.733,30.427,1.921,0.000,26.727,3.700,0.000,0.000,0.000
514,1513.866,35.133,35.133,30.664,1.915,0.000,26.861,3.803,0.000,0.000,0.000
515,1516.867,50.033,50.033,30.917,1.910,0.000,27.036,3.880,0.000,0.000,0.000
516,1519.868,32.733,32.733,31.191,1.905,0.000,27.260,3.930,0.000,0.000,0.000
517,1522.869,32.967,32.967,31.494,1.899,0.000,27.542,3.952,0.000,0.000,0.000
518,1525.871,28.367,28.367,31.836,1.894,0.000,27.892,3.944,0.000,0.000,0.000
519,1528.872,36.333,36.333,32.227,1.889,0.000,28.318,3.909,0.000,0.000,0.000
520,1531.874,46.467,46.467,32.680,1.883,0.000,28.831,3.849,0.000,0.000,0.000
521,1534.875,57.567,57.567,33.207,1.878,0.000,29.439,3.767,0.000,0.000,0.000
522,1537.877,45.733,45.733,33.822,1.873,0.000,30.153,3.669,0.000,0.000,0.000
523,1540.879,39.733,39.733,34.538,1.867,0.000,30.978,3.560,0.000,0.000,0.000
524,1543.881,46.933,46.933,35.369,1.862,0.000,31.923,3.446,0.000,0.000,0.000
525,1546.883,59.833,59.833,36.324,1.857,0.000,32.989,3.335,0.000,0.000,0.000
526,1549.885,39.200,39.200,37.412,1.852,0.000,34.177,3.235,0.000,0.000,0.000
527,1552.887,58.733,58.733,38.640,1.846,0.000,35.486,3.154,0.000,0.000,0.000
528,1555.889,53.033,53.033,40.009,1.841,0.000,36.909,3.100,0.000,0.000,0.000
529,1558.892,67.567,67.567,41.517,1.836,0.000,38.437,3.081,0.000,0.000,0.000
530,1561.894,63.967,63.967,43.158,1.830,0.000,40.053,3.105,0.000,0.000,0.000
531,1564.897,55.633,55.633,44.919,1.825,0.000,41.740,3.180,0.000,0.000,0.000
532,1567.899,73.067,73.067,46.785,1.820,0.000,43.474,3.311,0.000,0.000,0.000
533,1570.902,78.500,78.500,48.733,1.814,0.000,45.229,3.504,0.000,0.000,0.000
534,1573.905,77.600,77.600,50.739,1.809,0.000,46.975,3.763,0.000,0.000,0.000
535,1576.908,76.567,76.567,52.772,1.804,0.000,48.680,4.092,0.000,0.000,0.000
536,1579.911,52.833,52.833,54.801,1.798,0.000,50.311,4.490,0.000,0.000,0.000
537,1582.914,67.700,67.700,56.791,1.793,0.000,51.833,4.958,0.000,0.000,0.000
538,1585.917,66.600,66.600,58.707,1.788,0.000,53.215,5.491,0.000,0.000,0.000
539,1588.921,80.200,80.200,60.514,1.782,0.000,54.427,6.086,0.000,0.000,0.000
540,1591.924,63.767,63.767,62.178,1.777,0.000,55.443,6.735,0.000,0.000,0.000
541,1594.927,67.633,67.633,63.670,1.772,0.000,56.240,7.430,0.000,0.000,0.000
542,1597.931,72.700,72.700,64.961,1.767,0.000,56.804,8.157,0.000,0.000,0.000
543,1600.935,74.833,74.833,66.029,1.761,0.000,57.124,8.905,0.000,0.000,0.000
544,1603.938,57.667,57.667,66.856,1.756,0.000,57.197,9.658,0.000,0.000,0.000
545,1606.942,61.033,61.033,67.429,1.751,0.000,57.028,10.401,0.000,0.000,0.000
546,1609.946,63.600,63.600,67.742,1.745,0.000,56.626,11.117,0.000,0.000,0.000
547,1612.950,67.033,67.033,67.795,1.740,0.000,56.007,11.787,0.000,0.000,0.000
548,1615.954,51.100,51.100,67.592,1.735,0.000,55.195,12.397,0.000,0.000,0.000
549,1618.958,43.800,43.800,67.143,1.729,0.000,54.213,12.929,0.000,0.000,0.000
550,1621.963,54.433,54.433,66.463,1.724,0.000,53.093,13.370,0.000,0.000,0.000
551,1624.967,48.067,48.067,65.570,1.719,0.000,51.863,13.708,0.000,0.000,0.000
552,1627.971,52.967,52.967,64.488,1.713,0.000,50.556,13.932,0.000,0.000,0.000
553,1630.976,49.133,49.133,63.239,1.708,0.000,49.204,14.036,0.000,0.000,0.000
554,1633.981,49.133,49.133,61.851,1.703,0.000,47.835,14.017,0.000,0.000,0.000
555,1636.985,35.067,35.067,60.351,1.697,0.000,46.476,13.874,0.000,0.000,0.000
556,1639.990,45.100,45.100,58.764,1.692,0.000,45.152,13.612,0.000,0.000,0.000
557,1642.995,48.367,48.367,57.120,1.687,0.000,43.883,13.237,0.000,0.000,0.000
558,1646.000,50.067,50.067,55.442,1.681,0.000,42.685,12.758,0.000,0.000,0.000
559,1649.005,41.800,41.800,53.757,1.676,0.000,41.570,12.187,0.000,0.000,0.000
560,1652.010,33.033,33.033,52.085,1.671,0.000,40.546,11.539,0.000,0.000,0.000
561,1655.016,37.067,37.067,50.448,1.666,0.000,39.620,10.828,0.000,0.000,0.000
562,1658.021,42.800,42.800,48.862,1.660,0.000,38.791,10.071,0.000,0.000,0.000
563,1661.027,39.900,39.900,47.344,1.655,0.000,38.059,9.285,0.000,0.000,0.000
564,1664.032,47.967,47.967,45.905,1.650,0.000,37.421,8.484,0.000,0.000,0.000
565,1667.038,44.933,44.933,44.555,1.644,0.000,36.870,7.684,0.000,0.000,0.000
566,1670.043,37.300,37.300,43.301,1.639,0.000,36.402,6.899,0.000,0.000,0.000
567,1673.049,40.867,40.867,42.148,1.634,0.000,36.008,6.140,0.000,0.000,0.000
568,1676.055,34.200,34.200,41.117,1.647,0.000,35.700,5.416,0.000,0.000,0.000
569,1679.061,42.800,42.800,40.189,1.661,0.000,35.452,4.737,0.000,0.000,0.000
570,1682.067,43.400,43.400,39.363,1.674,0.000,35.256,4.108,0.000,0.000,0.000
571,1685.074,31.033,31.033,38.636,1.688,0.000,35.105,3.531,0.000,0.000,0.000
572,1688.080,45.433,45.433,38.003,1.702,0.000,34.992,3.011,0.000,0.000,0.000
573,1691.086,40.033,40.033,37.458,1.715,0.000,34.913,2.545,0.000,0.000,0.000
574,1694.093,54.933,54.933,36.996,1.729,0.000,34.862,2.134,0.000,0.000,0.000
575,1697.099,39.033,39.033,36.609,1.742,0.000,34.833,1.776,0.000,0.000,0.000
576,1700.106,28.900,28.900,36.290,1.756,0.000,34.825,1.466,0.000,0.000,0.000
577,1703.113,40.967,40.967,36.033,1.769,0.000,34.832,1.201,0.000,0.000,0.000
578,1706.119,38.533,38.533,35.831,1.783,0.000,34.853,0.977,0.000,0.000,0.000
579,1709.126,43.033,43.033,35.676,1.797,0.000,34.885,0.790,0.000,0.000,0.000
580,1712.133,44.133,44.133,35.562,1.810,0.000,34.927,0.636,0.000,0.000,0.000
581,1715.140,33.467,33.467,35.485,1.824,0.000,34.976,0.509,0.000,0.000,0.000
582,1718.148,35.200,35.200,35.438,1.837,0.000,35.031,0.407,0.000,0.000,0.000
583,1721.155,42.833,42.833,35.417,1.851,0.000,35.092,0.325,0.000,0.000,0.000
584,1724.162,28.467,28.467,35.418,1.864,0.000,35.156,0.261,0.000,0.000,0.000
585,1727.170,48.200,48.200,35.436,1.878,0.000,35.225,0.212,0.000,0.000,0.000
586,1730.177,47.033,47.033,35.470,1.892,0.000,35.295,0.175,0.000,0.000,0.000
587,1733.185,38.633,38.633,35.516,1.905,0.000,35.368,0.148,0.000,0.000,0.000
588,1736.193,50.867,50.867,35.572,1.919,0.000,35.442,0.129,0.000,0.000,0.000
589,1739.200,31.133,31.133,35.636,1.932,0.000,35.518,0.118,0.000,0.000,0.000
590,1742.208,32.667,32.667,35.706,1.946,0.000,35.593,0.114,0.000,0.000,0.000
591,1745.216,38.800,38.800,35.782,1.959,0.000,35.668,0.114,0.000,0.000,0.000
592,1748.224,42.267,42.267,35.862,1.973,0.000,35.742,0.120,0.000,0.000,0.000
593,1751.233,47.167,47.167,35.944,1.986,0.000,35.815,0.130,0.000,0.000,0.000
594,1754.241,37.633,37.633,36.029,2.000,0.000,35.886,0.144,0.000,0.000,0.000
595,1757.249,25.000,25.000,36.116,2.014,0.000,35.955,0.161,0.000,0.000,0.000
596,1760.258,44.467,44.467,36.205,2.027,0.000,36.022,0.183,0.000,0.000,0.000
597,1763.266,33.700,33.700,36.295,2.041,0.000,36.086,0.208,0.000,0.000,0.000
598,1766.275,38.533,38.533,36.385,2.054,0.000,36.149,0.237,0.000,0.000,0.000
599,1769.283,28.733,28.733,36.477,2.068,0.000,36.209,0.268,0.000,0.000,0.000
600,1772.292,33.733,33.733,36.569,2.081,0.000,36.267,0.303,0.000,0.000,0.000
601,1775.301,45.300,45.300,36.662,2.095,0.000,36.323,0.340,0.000,0.000,0.000
602,1778.310,43.500,43.500,36.757,2.109,0.000,36.378,0.379,0.000,0.000,0.000
603,1781.319,35.300,35.300,36.852,2.122,0.000,36.432,0.420,0.000,0.000,0.000
604,1784.328,45.267,45.267,36.949,2.136,0.000,36.486,0.462,0.000,0.000,0.000
605,1787.338,38.233,38.233,37.046,2.149,0.000,36.541,0.506,0.000,0.000,0.000
606,1790.347,46.533,46.533,37.145,2.163,0.000,36.596,0.548,0.000,0.000,0.000
607,1793.357,35.000,35.000,37.244,2.176,0.000,36.654,0.591,0.000,0.000,0.000
608,1796.366,43.733,43.733,37.345,2.190,0.000,36.713,0.631,0.000,0.000,0.000
609,1799.376,38.300,38.300,37.445,2.204,0.000,36.775,0.670,0.000,0.000,0.000
610,1802.385,50.267,50.267,37.546,2.217,0.000,36.841,0.705,0.000,0.000,0.000
611,1805.395,45.200,45.200,37.646,2.231,0.000,36.909,0.737,0.000,0.000,0.000
612,1808.405,32.133,32.133,37.745,2.244,0.000,36.980,0.764,0.000,0.000,0.000
613,1811.415,25.233,25.233,37.841,2.258,0.000,37.055,0.786,0.000,0.000,0.000
614,1814.425,37.367,37.367,37.935,2.271,0.000,37.133,0.803,0.000,0.000,0.000
615,1817.435,46.167,46.167,38.026,2.285,0.000,37.213,0.813,0.000,0.000,0.000
