ch,keV,net,fit,model,continuum_raw,Am-241,continuum
451,1325.822,1.189,1.189,0.000,0.000,0.000,0.000
452,1328.856,0.211,0.211,0.000,0.000,0.000,0.000
453,1331.889,0.306,0.306,0.000,0.000,0.000,0.000
454,1334.923,0.406,0.406,0.000,0.000,0.000,0.000
455,1337.957,0.233,0.233,0.000,0.000,0.000,0.000
456,1340.990,0.356,0.356,0.000,0.000,0.000,0.000
457,1344.024,0.000,-0.728,0.000,0.000,0.000,0.000
458,1347.058,0.222,0.222,0.000,0.000,0.000,0.000
459,1350.092,0.328,0.328,0.000,0.000,0.000,0.000
460,1353.126,0.189,0.189,0.000,0.000,0.000,0.000
461,1356.160,1.133,1.133,0.000,0.000,0.000,0.000
462,1359.194,0.172,0.172,0.000,0.000,0.000,0.000
463,1362.228,0.000,-0.789,0.000,0.000,0.000,0.000
464,1365.262,0.239,0.239,0.000,0.000,0.000,0.000
465,1368.296,1.228,1.228,0.000,0.000,0.000,0.000
466,1371.330,0.000,-0.722,0.000,0.000,0.000,0.000
467,1374.365,0.156,0.156,0.000,0.000,0.000,0.000
468,1377.399,0.000,-0.794,0.000,0.000,0.000,0.000
469,1380.433,1.194,1.194,0.000,0.000,0.000,0.000
470,1383.467,0.172,0.172,0.000,0.000,0.000,0.000
471,1386.502,0.044,0.044,0.000,0.000,0.000,0.000
472,1389.536,0.000,-0.950,0.000,0.000,0.000,0.000
473,1392.570,2.039,2.039,0.000,0.000,0.000,0.000
474,1395.605,0.000,-0.044,0.000,0.000,0.000,0.000
475,1398.639,0.000,-0.939,0.000,0.000,0.000,0.000
476,1401.674,0.000,-0.028,0.000,0.000,0.000,0.000
477,1404.708,0.000,-1.139,0.000,0.000,0.000,0.000
478,1407.743,0.000,-0.117,0.000,0.000,0.000,0.000
479,1410.777,0.944,0.944,0.000,0.000,0.000,0.000
480,1413.811,0.800,0.800,0.000,0.000,0.000,0.000
481,1416.846,0.000,-1.289,0.000,0.000,0.000,0.000
482,1419.880,0.683,0.683,0.000,0.000,0.000,0.000
483,1422.915,0.000,-1.444,0.000,0.000,0.000,0.000
484,1425.950,1.428,1.428,0.000,0.000,0.000,0.000
485,1428.984,4.344,4.344,0.000,0.000,0.000,0.000
486,1432.019,1.472,1.472,0.000,0.000,0.000,0.000
487,1435.053,0.256,0.256,0.000,0.000,0.000,0.000
488,1438.088,0.000,-0.650,0.000,0.000,0.000,0.000
489,1441.122,2.278,2.278,0.000,0.000,0.000,0.000
490,1444.157,0.000,-0.783,0.000,0.000,0.000,0.000
491,1447.191,0.150,0.150,0.000,0.000,0.000,0.000
492,1450.226,2.267,2.267,0.000,0.000,0.000,0.000
493,1453.260,0.156,0.156,0.000,0.000,0.000,0.000
494,1456.295,0.217,0.217,0.000,0.000,0.000,0.000
495,1459.329,0.472,0.472,0.000,0.000,0.000,0.000
496,1462.364,0.000,-0.639,0.000,0.000,0.000,0.000
497,1465.398,0.000,-0.467,0.000,0.000,0.000,0.000
498,1468.433,0.000,-1.644,0.000,0.000,0.000,0.000
499,1471.467,0.611,0.611,0.000,0.000,0.000,0.000
500,1474.502,0.000,-0.322,0.000,0.000,0.000,0.000
501,1477.536,0.000,-0.233,0.000,0.000,0.000,0.000
502,1480.570,0.000,-1.289,0.000,0.000,0.000,0.000
503,1483.605,0.000,-0.172,0.000,0.000,0.000,0.000
504,1486.639,0.972,0.972,0.000,0.000,0.000,0.000
505,1489.673,0.000,-0.894,0.000,0.000,0.000,0.000
506,1492.708,0.000,-0.928,0.000,0.000,0.000,0.000
507,1495.742,0.122,0.122,0.000,0.000,0.000,0.000
508,1498.776,0.050,0.050,0.000,0.000,0.000,0.000
509,1501.810,0.261,0.261,0.000,0.000,0.000,0.000
510,1504.844,0.000,-0.572,0.000,0.000,0.000,0.000
511,1507.879,0.422,0.422,0.000,0.000,0.000,0.000
512,1510.913,1.489,1.489,0.000,0.000,0.000,0.000
513,1513.947,0.000,-0.544,0.000,0.000,0.000,0.000
514,1516.981,1.522,1.522,0.000,0.000,0.000,0.000
515,1520.015,0.000,-0.494,0.000,0.000,0.000,0.000
516,1523.049,0.000,-0.378,0.000,0.000,0.000,0.000
517,1526.083,0.000,-0.506,0.000,0.000,0.000,0.000
518,1529.116,0.000,-0.439,0.000,0.000,0.000,0.000
519,1532.150,0.000,-0.444,0.000,0.000,0.000,0.000
520,1535.184,1.578,1.578,0.000,0.000,0.000,0.000
521,1538.218,0.594,0.594,0.000,0.000,0.000,0.000
522,1541.251,0.000,-0.378,0.000,0.000,0.000,0.000
523,1544.285,0.622,0.622,0.000,0.000,0.000,0.000
524,1547.318,0.000,-0.344,0.000,0.000,0.000,0.000
525,1550.352,0.000,-0.361,0.000,0.000,0.000,0.000
526,1553.385,0.533,0.533,0.000,0.000,0.000,0.000
527,1556.419,0.622,0.622,0.000,0.000,0.000,0.000
528,1559.452,0.000,-0.328,0.000,0.000,0.000,0.000
529,1562.485,0.000,-0.406,0.000,0.000,0.000,0.000
530,1565.518,0.661,0.661,0.000,0.000,0.000,0.000
531,1568.551,0.000,-0.394,0.000,0.000,0.000,0.000
532,1571.584,0.000,-0.322,0.000,0.000,0.000,0.000
533,1574.617,1.583,1.583,0.000,0.000,0.000,0.000
534,1577.650,0.000,-0.400,0.000,0.000,0.000,0.000
535,1580.683,0.000,-0.406,0.000,0.000,0.000,0.000
536,1583.716,0.000,-0.361,0.000,0.000,0.000,0.000
537,1586.748,0.617,0.617,0.000,0.000,0.000,0.000
538,1589.781,0.600,0.600,0.000,0.000,0.000,0.000
539,1592.814,0.000,-0.300,0.000,0.000,0.000,0.000
540,1595.846,0.628,0.628,0.000,0.000,0.000,0.000
541,1598.878,0.000,-0.394,0.000,0.000,0.000,0.000
542,1601.911,1.617,1.617,0.000,0.000,0.000,0.000
543,1604.943,0.639,0.639,0.000,0.000,0.000,0.000
544,1607.975,0.000,-0.389,0.000,0.000,0.000,0.000
545,1611.007,0.000,-0.328,0.000,0.000,0.000,0.000
546,1614.039,0.000,-0.400,0.000,0.000,0.000,0.000
547,1617.071,0.672,0.672,0.000,0.000,0.000,0.000
548,1620.102,0.000,-0.317,0.000,0.000,0.000,0.000
549,1623.134,0.000,-0.367,0.000,0.000,0.000,0.000
550,1626.166,1.739,1.739,0.000,0.000,0.000,0.000
551,1629.197,0.678,0.678,0.000,0.000,0.000,0.000
552,1632.229,0.000,-0.339,0.000,0.000,0.000,0.000
553,1635.260,0.000,-0.311,0.000,0.000,0.000,0.000
554,1638.291,0.000,-0.311,0.000,0.000,0.000,0.000
555,1641.322,0.000,-0.322,0.000,0.000,0.000,0.000
556,1644.353,1.683,1.683,0.000,0.000,0.000,0.000
557,1647.384,0.000,-0.272,0.000,0.000,0.000,0.000
558,1650.415,0.000,-0.322,0.000,0.000,0.000,0.000
559,1653.445,0.000,-0.367,0.000,0.000,0.000,0.000
560,1656.476,0.000,-0.328,0.000,0.000,0.000,0.000
561,1659.506,0.678,0.678,0.000,0.000,0.000,0.000
562,1662.536,0.000,-0.367,0.000,0.000,0.000,0.000
563,1665.567,0.650,0.650,0.000,0.000,0.000,0.000
564,1668.597,0.000,-0.339,0.000,0.000,0.000,0.000
565,1671.627,0.000,-0.344,0.000,0.000,0.000,0.000
566,1674.656,0.000,-0.283,0.000,0.000,0.000,0.000
567,1677.686,0.644,0.644,0.000,0.000,0.000,0.000
568,1680.716,0.000,-0.300,0.000,0.000,0.000,0.000
569,1683.745,0.633,0.633,0.000,0.000,0.000,0.000
570,1686.775,0.733,0.733,0.000,0.000,0.000,0.000
571,1689.804,0.000,-0.328,0.000,0.000,0.000,0.000
572,1692.833,0.000,-0.261,0.000,0.000,0.000,0.000
573,1695.862,0.672,0.672,0.000,0.000,0.000,0.000
574,1698.891,0.656,0.656,0.000,0.000,0.000,0.000
575,1701.919,0.000,-0.328,0.000,0.000,0.000,0.000
576,1704.948,1.650,1.650,0.000,0.000,0.000,0.000
577,1707.976,0.661,0.661,0.000,0.000,0.000,0.000
578,1711.004,0.000,-0.411,0.000,0.000,0.000,0.000
579,1714.033,0.000,-0.328,0.000,0.000,0.000,0.000
580,1717.061,0.689,0.689,0.000,0.000,0.000,0.000
581,1720.088,0.000,-0.422,0.000,0.000,0.000,0.000
582,1723.116,0.000,-0.300,0.000,0.000,0.000,0.000
583,1726.144,0.000,-0.361,0.000,0.000,0.000,0.000
584,1729.171,0.000,-0.422,0.000,0.000,0.000,0.000
585,1732.198,0.000,-0.467,0.000,0.000,0.000,0.000
586,1735.226,0.000,-0.494,0.000,0.000,0.000,0.000
587,1738.252,0.606,0.606,0.000,0.000,0.000,0.000
588,1741.279,0.000,-0.356,0.000,0.000,0.000,0.000
589,1744.306,0.522,0.522,0.000,0.000,0.000,0.000
590,1747.332,0.000,-0.389,0.000,0.000,0.000,0.000
591,1750.359,0.000,-0.367,0.000,0.000,0.000,0.000
592,1753.385,0.000,-0.456,0.000,0.000,0.000,0.000
593,1756.411,0.000,-0.472,0.000,0.000,0.000,0.000
594,1759.437,0.000,-0.394,0.000,0.000,0.000,0.000
595,1762.462,0.667,0.667,0.000,0.000,0.000,0.000
596,1765.488,0.578,0.578,0.000,0.000,0.000,0.000
597,1768.513,0.000,-0.383,0.000,0.000,0.000,0.000
598,1771.539,0.000,-0.411,0.000,0.000,0.000,0.000
599,1774.564,0.000,-0.378,0.000,0.000,0.000,0.000
600,1777.588,0.622,0.622,0.000,0.000,0.000,0.000
601,1780.613,0.000,-0.450,0.000,0.000,0.000,0.000
602,1783.638,0.000,-0.250,0.000,0.000,0.000,0.000
603,1786.662,0.000,-0.450,0.000,0.000,0.000,0.000
604,1789.686,0.000,-0.289,0.000,0.000,0.000,0.000
605,1792.710,0.000,-0.294,0.000,0.000,0.000,0.000
606,1795.734,0.000,-0.244,0.000,0.000,0.000,0.000
607,1798.757,0.000,-0.333,0.000,0.000,0.000,0.000
608,1801.781,0.000,-0.378,0.000,0.000,0.000,0.000
609,1804.804,0.000,-0.283,0.000,0.000,0.000,0.000
610,1807.827,0.000,-0.289,0.000,0.000,0.000,0.000
611,1810.850,0.700,0.700,0.000,0.000,0.000,0.000
612,1813.872,0.000,-0.311,0.000,0.000,0.000,0.000
613,1816.895,0.000,-0.294,0.000,0.000,0.000,0.000
614,1819.917,0.000,-0.272,0.000,0.000,0.000,0.000
615,1822.939,0.000,-0.306,0.000,0.000,0.000,0.000
616,1825.961,0.800,0.800,0.000,0.000,0.000,0.000
617,1828.983,0.000,-0.183,0.000,0.000,0.000,0.000
618,1832.004,0.000,-0.244,0.000,0.000,0.000,0.000
619,1835.026,0.756,0.756,0.000,0.000,0.000,0.000
620,1838.047,0.000,-0.272,0.000,0.000,0.000,0.000
621,1841.068,0.000,-0.256,0.000,0.000,0.000,0.000
622,1844.088,0.000,-0.228,0.000,0.000,0.000,0.000
623,1847.109,0.000,-0.256,0.000,0.000,0.000,0.000
624,1850.129,0.700,0.700,0.000,0.000,0.000,0.000
625,1853.149,0.789,0.789,0.000,0.000,0.000,0.000
626,1856.169,0.000,-0.228,0.000,0.000,0.000,0.000
627,1859.188,0.778,0.778,0.000,0.000,0.000,0.000
628,1862.208,0.000,-0.294,0.000,0.000,0.000,0.000
629,1865.227,0.000,-0.283,0.000,0.000,0.000,0.000
630,1868.246,0.000,-0.200,0.000,0.000,0.000,0.000
631,1871.265,0.000,-0.211,0.000,0.000,0.000,0.000
632,1874.283,0.000,-0.250,0.000,0.000,0.000,0.000
633,1877.302,0.000,-0.317,0.000,0.000,0.000,0.000
634,1880.320,0.000,-0.306,0.000,0.000,0.000,0.000
635,1883.337,0.000,-0.183,0.000,0.000,0.000,0.000
636,1886.355,0.000,-0.144,0.000,0.000,0.000,0.000
637,1889.372,0.000,-0.239,0.000,0.000,0.000,0.000
638,1892.390,0.822,0.822,0.000,0.000,0.000,0.000
639,1895.407,0.000,-0.289,0.000,0.000,0.000,0.000
640,1898.423,0.000,-0.217,0.000,0.000,0.000,0.000
641,1901.440,0.000,-0.167,0.000,0.000,0.000,0.000
642,1904.456,0.000,-0.144,0.000,0.000,0.000,0.000
643,1907.472,0.000,-0.161,0.000,0.000,0.000,0.000
644,1910.488,0.000,-0.194,0.000,0.000,0.000,0.000
645,1913.503,0.000,-0.189,0.000,0.000,0.000,0.000
646,1916.518,0.000,-0.189,0.000,0.000,0.000,0.000
647,1919.533,0.000,-0.167,0.000,0.000,0.000,0.000
648,1922.548,0.000,-0.189,0.000,0.000,0.000,0.000
649,1925.563,0.000,-0.267,0.000,0.000,0.000,0.000
650,1928.577,0.000,-0.167,0.000,0.000,0.000,0.000
651,1931.591,0.000,-0.233,0.000,0.000,0.000,0.000
652,1934.605,0.000,-0.278,0.000,0.000,0.000,0.000
653,1937.618,0.800,0.800,0.000,0.000,0.000,0.000
654,1940.632,0.000,-0.189,0.000,0.000,0.000,0.000
655,1943.645,0.000,-0.217,0.000,0.000,0.000,0.000
656,1946.657,0.000,-0.217,0.000,0.000,0.000,0.000
657,1949.670,0.000,-0.161,0.000,0.000,0.000,0.000
658,1952.682,0.000,-0.211,0.000,0.000,0.000,0.000
659,1955.694,0.000,-0.244,0.000,0.000,0.000,0.000
660,1958.706,0.000,-0.183,0.000,0.000,0.000,0.000
661,1961.717,0.000,-0.217,0.000,0.000,0.000,0.000
662,1964.728,0.000,-0.167,0.000,0.000,0.000,0.000
663,1967.739,0.000,-0.144,0.000,0.000,0.000,0.000
664,1970.750,0.000,-0.217,0.000,0.000,0.000,0.000
665,1973.760,0.000,-0.156,0.000,0.000,0.000,0.000
666,1976.770,0.000,-0.222,0.000,0.000,0.000,0.000
667,1979.780,0.000,-0.200,0.001,0.001,0.000,0.001
668,1982.789,0.000,-0.194,0.001,0.001,0.000,0.001
669,1985.799,0.000,-0.217,0.002,0.002,0.000,0.002
670,1988.808,0.000,-0.161,0.002,0.002,0.000,0.002
671,1991.816,0.778,0.778,0.002,0.002,0.000,0.002
672,1994.825,0.000,-0.150,0.003,0.003,0.000,0.003
673,1997.833,0.789,0.789,0.003,0.003,0.000,0.003
674,2000.841,0.000,-0.167,0.003,0.003,0.000,0.003
675,2003.848,0.000,-0.117,0.004,0.004,0.000,0.004
676,2006.856,0.000,-0.122,0.004,0.004,0.000,0.004
677,2009.862,0.000,-0.200,0.005,0.005,0.000,0.005
678,2012.869,0.000,-0.183,0.005,0.005,0.000,0.005
679,2015.876,0.839,0.839,0.005,0.005,0.000,0.005
680,2018.882,0.000,-0.200,0.006,0.006,0.000,0.006
681,2021.887,0.000,-0.194,0.006,0.006,0.000,0.006
682,2024.893,0.000,-0.172,0.007,0.007,0.000,0.007
683,2027.898,0.856,0.856,0.007,0.007,0.000,0.007
684,2030.903,0.000,-0.144,0.007,0.007,0.000,0.007
685,2033.907,0.000,-0.122,0.008,0.008,0.000,0.008
686,2036.912,0.000,-0.150,0.008,0.008,0.000,0.008
687,2039.916,0.000,-0.228,0.009,0.009,0.000,0.009
688,2042.919,0.000,-0.194,0.009,0.009,0.000,0.009
689,2045.923,0.000,-0.194,0.009,0.009,0.000,0.009
690,2048.926,0.000,-0.167,0.010,0.010,0.000,0.010
691,2051.929,0.000,-0.117,0.010,0.010,0.000,0.010
692,2054.931,0.000,-0.211,0.010,0.010,0.000,0.010
693,2057.933,0.839,0.839,0.011,0.011,0.000,0.011
694,2060.935,0.000,-0.156,0.011,0.011,0.000,0.011
695,2063.936,0.000,-0.189,0.012,0.012,0.000,0.012
696,2066.937,0.000,-0.139,0.012,0.012,0.000,0.012
697,2069.938,0.000,-0.222,0.012,0.012,0.000,0.012
698,2072.939,0.000,-0.206,0.013,0.013,0.000,0.013
699,2075.939,0.000,-0.228,0.013,0.013,0.000,0.013
700,2078.939,0.000,-0.178,0.014,0.014,0.000,0.014
701,2081.938,0.000,-0.211,0.014,0.014,0.000,0.014
702,2084.937,0.000,-0.156,0.014,0.014,0.000,0.014
703,2087.936,0.000,-0.222,0.015,0.015,0.000,0.015
704,2090.935,0.000,-0.161,0.015,0.015,0.000,0.015
705,2093.933,0.000,-0.222,0.016,0.016,0.000,0.016
706,2096.931,0.000,-0.189,0.016,0.016,0.000,0.016
707,2099.928,0.811,0.811,0.016,0.016,0.000,0.016
708,2102.926,0.739,0.739,0.017,0.017,0.000,0.017
709,2105.922,0.000,-0.244,0.017,0.017,0.000,0.017
710,2108.919,0.000,-0.228,0.017,0.017,0.000,0.017
711,2111.915,0.000,-0.194,0.018,0.018,0.000,0.018
712,2114.911,0.000,-0.267,0.018,0.018,0.000,0.018
713,2117.906,0.683,0.683,0.019,0.019,0.000,0.019
714,2120.902,0.000,-0.211,0.019,0.019,0.000,0.019
715,2123.896,0.000,-0.217,0.019,0.019,0.000,0.019
716,2126.891,0.000,-0.189,0.020,0.020,0.000,0.020
717,2129.885,0.000,-0.233,0.020,0.020,0.000,0.020
718,2132.878,0.000,-0.206,0.021,0.021,0.000,0.021
719,2135.872,0.789,0.789,0.021,0.021,0.000,0.021
720,2138.865,0.000,-0.200,0.021,0.021,0.000,0.021
721,2141.857,0.000,-0.156,0.022,0.022,0.000,0.022
722,2144.850,0.000,-0.261,0.022,0.022,0.000,0.022
723,2147.842,0.000,-0.206,0.023,0.023,0.000,0.023
724,2150.833,0.000,-0.178,0.023,0.023,0.000,0.023
725,2153.824,0.000,-0.306,0.023,0.023,0.000,0.023
726,2156.815,0.000,-0.217,0.024,0.024,0.000,0.024
727,2159.806,0.000,-0.178,0.024,0.024,0.000,0.024
728,2162.796,0.000,-0.250,0.024,0.024,0.000,0.024
729,2165.786,0.000,-0.206,0.025,0.025,0.000,0.025
730,2168.775,0.000,-0.156,0.025,0.025,0.000,0.025
731,2171.764,0.000,-0.194,0.026,0.026,0.000,0.026
732,2174.752,0.800,0.800,0.026,0.026,0.000,0.026
733,2177.741,0.000,-0.211,0.026,0.026,0.000,0.026
734,2180.728,0.772,0.772,0.027,0.027,0.000,0.027
735,2183.716,0.000,-0.217,0.027,0.027,0.000,0.027
736,2186.703,0.000,-0.122,0.028,0.028,0.000,0.028
737,2189.690,0.000,-0.189,0.028,0.028,0.000,0.028
738,2192.676,0.789,0.789,0.028,0.028,0.000,0.028
739,2195.662,0.000,-0.200,0.029,0.029,0.000,0.029
740,2198.647,0.000,-0.239,0.029,0.029,0.000,0.029
741,2201.633,0.000,-0.228,0.030,0.030,0.000,0.030
742,2204.617,0.000,-0.217,0.030,0.030,0.000,0.030
743,2207.602,0.000,-0.194,0.030,0.030,0.000,0.030
744,2210.586,0.000,-0.200,0.031,0.031,0.000,0.031
745,2213.569,0.000,-0.156,0.031,0.031,0.000,0.031
746,2216.552,0.783,0.783,0.031,0.031,0.000,0.031
747,2219.535,0.856,0.856,0.032,0.032,0.000,0.032
748,2222.518,0.833,0.833,0.032,0.032,0.000,0.032
749,2225.500,0.000,-0.139,0.033,0.033,0.000,0.033
750,2228.481,0.000,-0.178,0.033,0.033,0.000,0.033
751,2231.462,0.000,-0.222,0.033,0.033,0.000,0.033
752,2234.443,0.000,-0.178,0.034,0.034,0.000,0.034
753,2237.423,0.828,0.828,0.034,0.034,0.000,0.034
754,2240.403,0.000,-0.150,0.035,0.035,0.000,0.035
755,2243.383,0.000,-0.161,0.035,0.035,0.000,0.035
756,2246.362,0.000,-0.167,0.035,0.035,0.000,0.035
757,2249.341,0.000,-0.156,0.036,0.036,0.000,0.036
758,2252.319,0.000,-0.144,0.036,0.036,0.000,0.036
759,2255.297,0.000,-0.178,0.037,0.037,0.000,0.037
760,2258.274,0.811,0.811,0.037,0.037,0.000,0.037
761,2261.251,0.794,0.794,0.037,0.037,0.000,0.037
762,2264.228,0.000,-0.122,0.038,0.038,0.000,0.038
763,2267.204,0.878,0.878,0.038,0.038,0.000,0.038
764,2270.180,0.000,-0.122,0.038,0.038,0.000,0.038
765,2273.155,0.000,-0.200,0.039,0.039,0.000,0.039
766,2276.130,0.000,-0.200,0.039,0.039,0.000,0.039
767,2279.105,0.000,-0.161,0.040,0.040,0.000,0.040
768,2282.079,0.000,-0.139,0.040,0.040,0.000,0.040
769,2285.052,0.000,-0.189,0.040,0.040,0.000,0.040
770,2288.025,0.000,-0.128,0.041,0.041,0.000,0.041
771,2290.998,0.000,-0.117,0.041,0.041,0.000,0.041
772,2293.971,0.000,-0.111,0.042,0.042,0.000,0.042
773,2296.942,0.000,-0.139,0.042,0.042,0.000,0.042
774,2299.914,0.000,-0.183,0.042,0.042,0.000,0.042
775,2302.885,0.872,0.872,0.043,0.043,0.000,0.043
776,2305.855,0.822,0.822,0.043,0.043,0.000,0.043
777,2308.825,0.000,-0.156,0.044,0.044,0.000,0.044
778,2311.795,0.000,-0.150,0.044,0.044,0.000,0.044
779,2314.764,0.867,0.867,0.044,0.044,0.000,0.044
780,2317.733,0.856,0.856,0.043,0.043,0.000,0.043
781,2320.701,0.000,-0.172,0.043,0.043,0.000,0.043
782,2323.669,0.000,-0.150,0.043,0.043,0.000,0.043
783,2326.637,0.000,-0.144,0.042,0.042,0.000,0.042
784,2329.604,0.000,-0.144,0.042,0.042,0.000,0.042
785,2332.570,0.900,0.900,0.041,0.041,0.000,0.041
786,2335.536,0.000,-0.117,0.041,0.041,0.000,0.041
787,2338.502,0.000,-0.161,0.041,0.041,0.000,0.041
788,2341.467,0.883,0.883,0.040,0.040,0.000,0.040
789,2344.431,0.000,-0.117,0.040,0.040,0.000,0.040
790,2347.396,0.000,-0.100,0.040,0.040,0.000,0.040
791,2350.359,0.867,0.867,0.039,0.039,0.000,0.039
792,2353.323,0.000,-0.133,0.039,0.039,0.000,0.039
793,2356.285,0.000,-0.133,0.039,0.039,0.000,0.039
794,2359.248,0.861,0.861,0.038,0.038,0.000,0.038
795,2362.209,0.000,-0.083,0.038,0.038,0.000,0.038
796,2365.171,0.000,-0.083,0.038,0.038,0.000,0.038
797,2368.132,0.000,-0.128,0.037,0.037,0.000,0.037
798,2371.092,0.000,-0.128,0.037,0.037,0.000,0.037
799,2374.052,0.000,-0.061,0.037,0.037,0.000,0.037
800,2377.011,0.000,-0.083,0.036,0.036,0.000,0.036
801,2379.970,0.000,-0.144,0.036,0.036,0.000,0.036
802,2382.929,0.000,-0.139,0.036,0.036,0.000,0.036
803,2385.887,0.000,-0.111,0.035,0.035,0.000,0.035
804,2388.844,0.000,-0.144,0.035,0.035,0.000,0.035
805,2391.801,0.000,-0.106,0.034,0.034,0.000,0.034
806,2394.758,0.878,0.878,0.034,0.034,0.000,0.034
807,2397.714,0.000,-0.161,0.034,0.034,0.000,0.034
808,2400.669,0.000,-0.139,0.033,0.033,0.000,0.033
809,2403.624,0.000,-0.133,0.033,0.033,0.000,0.033
810,2406.579,0.000,-0.111,0.033,0.033,0.000,0.033
811,2409.533,0.000,-0.106,0.032,0.032,0.000,0.032
812,2412.487,0.000,-0.122,0.032,0.032,0.000,0.032
813,2415.440,0.000,-0.106,0.032,0.032,0.000,0.032
814,2418.392,0.000,-0.111,0.031,0.031,0.000,0.031
815,2421.344,0.878,0.878,0.031,0.031,0.000,0.031
816,2424.296,0.000,-0.122,0.031,0.031,0.000,0.031
817,2427.247,0.000,-0.133,0.030,0.030,0.000,0.030
818,2430.197,0.000,-0.094,0.030,0.030,0.000,0.030
819,2433.147,0.000,-0.083,0.030,0.030,0.000,0.030
820,2436.097,0.000,-0.100,0.029,0.029,0.000,0.029
821,2439.046,0.000,-0.111,0.029,0.029,0.000,0.029
822,2441.994,0.000,-0.150,0.029,0.029,0.000,0.029
823,2444.942,0.000,-0.061,0.028,0.028,0.000,0.028
824,2447.890,0.000,-0.044,0.028,0.028,0.000,0.028
825,2450.837,0.000,-0.089,0.028,0.028,0.000,0.028
826,2453.783,0.000,-0.133,0.027,0.027,0.000,0.027
827,2456.729,0.000,-0.089,0.027,0.027,0.000,0.027
828,2459.674,0.000,-0.078,0.026,0.026,0.000,0.026
829,2462.619,0.000,-0.111,0.026,0.026,0.000,0.026
830,2465.564,0.883,0.883,0.026,0.026,0.000,0.026
831,2468.507,0.000,-0.094,0.025,0.025,0.000,0.025
832,2471.451,0.000,-0.106,0.025,0.025,0.000,0.025
833,2474.393,0.000,-0.117,0.025,0.025,0.000,0.025
834,2477.336,0.000,-0.056,0.024,0.024,0.000,0.024
835,2480.277,0.922,0.922,0.024,0.024,0.000,0.024
836,2483.218,0.000,-0.083,0.024,0.024,0.000,0.024
837,2486.159,0.000,-0.111,0.023,0.023,0.000,0.023
838,2489.099,0.000,-0.100,0.023,0.023,0.000,0.023
839,2492.038,0.000,-0.083,0.023,0.023,0.000,0.023
840,2494.977,0.000,-0.111,0.022,0.022,0.000,0.022
841,2497.916,0.000,-0.072,0.022,0.022,0.000,0.022
842,2500.854,0.000,-0.117,0.022,0.022,0.000,0.022
843,2503.791,0.000,-0.089,0.021,0.021,0.000,0.021
844,2506.728,0.000,-0.067,0.021,0.021,0.000,0.021
845,2509.664,0.000,-0.072,0.021,0.021,0.000,0.021
846,2512.600,0.000,-0.094,0.020,0.020,0.000,0.020
847,2515.535,0.000,-0.122,0.020,0.020,0.000,0.020
848,2518.469,0.000,-0.122,0.020,0.020,0.000,0.020
849,2521.403,0.000,-0.072,0.019,0.019,0.000,0.019
850,2524.337,0.000,-0.089,0.019,0.019,0.000,0.019
851,2527.270,0.000,-0.117,0.018,0.018,0.000,0.018
852,2530.202,0.000,-0.156,0.018,0.018,0.000,0.018
853,2533.134,0.000,-0.111,0.018,0.018,0.000,0.018
854,2536.065,0.000,-0.117,0.017,0.017,0.000,0.017
855,2538.996,0.000,-0.122,0.017,0.017,0.000,0.017
856,2541.926,0.000,-0.178,0.017,0.017,0.000,0.017
857,2544.855,0.000,-0.144,0.016,0.016,0.000,0.016
858,2547.784,1.872,1.872,0.016,0.016,0.000,0.016
859,2550.713,0.000,-0.206,0.016,0.016,0.000,0.016
860,2553.640,0.000,-0.117,0.015,0.015,0.000,0.015
861,2556.568,0.000,-0.111,0.015,0.015,0.000,0.015
862,2559.494,0.000,-0.156,0.015,0.015,0.000,0.015
863,2562.420,0.000,-0.178,0.014,0.014,0.000,0.014
864,2565.346,0.000,-0.133,0.014,0.014,0.000,0.014
865,2568.271,0.000,-0.194,0.014,0.014,0.000,0.014
866,2571.195,0.000,-0.194,0.013,0.013,0.000,0.013
867,2574.119,0.783,0.783,0.013,0.013,0.000,0.013
868,2577.042,0.000,-0.239,0.013,0.013,0.000,0.013
869,2579.965,0.000,-0.183,0.012,0.012,0.000,0.012
870,2582.887,0.717,0.717,0.012,0.012,0.000,0.012
871,2585.808,0.000,-0.172,0.011,0.011,0.000,0.011
872,2588.729,0.000,-0.244,0.011,0.011,0.000,0.011
873,2591.649,0.000,-0.183,0.011,0.011,0.000,0.011
874,2594.569,0.000,-0.172,0.010,0.010,0.000,0.010
875,2597.488,0.000,-0.206,0.010,0.010,0.000,0.010
876,2600.406,0.000,-0.194,0.010,0.010,0.000,0.010
877,2603.324,0.783,0.783,0.009,0.009,0.000,0.009
878,2606.241,0.000,-0.200,0.009,0.009,0.000,0.009
879,2609.158,0.000,-0.217,0.009,0.009,0.000,0.009
880,2612.074,0.000,-0.222,0.008,0.008,0.000,0.008
881,2614.989,0.800,0.800,0.008,0.008,0.000,0.008
882,2617.904,0.000,-0.211,0.008,0.008,0.000,0.008
883,2620.818,0.000,-0.189,0.007,0.007,0.000,0.007
884,2623.732,0.000,-0.211,0.007,0.007,0.000,0.007
885,2626.645,0.000,-0.211,0.007,0.007,0.000,0.007
886,2629.557,0.000,-0.167,0.006,0.006,0.000,0.006
887,2632.469,1.850,1.850,0.006,0.006,0.000,0.006
888,2635.380,0.000,-0.111,0.006,0.006,0.000,0.006
889,2638.290,0.806,0.806,0.005,0.005,0.000,0.005
890,2641.200,0.000,-0.122,0.005,0.005,0.000,0.005
