ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Th-232,Rn-220,DE-2615,SE-2615,DE-1588,Xray-W,Backscatter,SE-1631,DE-1631,Xray-NaI,Esc-NaI,continuum
154,50.306,16617.559,16617.559,15269.836,8466.883,2363.192,1138.579,3073.452,174.520,165.542,68.009,12.872,2.168,148.574,96.241,217.774,3732.822,564.377,35.437,36.849,0.000,3439.400,0.000
155,50.675,17127.754,17127.754,15605.953,8300.866,2348.871,1116.859,3014.821,169.269,162.384,66.712,13.472,2.127,145.739,94.405,213.619,4372.552,595.794,34.761,36.146,0.000,3218.397,0.000
156,51.045,17571.118,17571.118,16050.597,8134.849,2338.206,1095.161,2956.248,164.658,159.229,65.415,14.307,2.086,142.907,92.570,209.468,5114.629,633.996,34.085,35.444,0.000,2992.161,0.000
157,51.414,17970.149,17970.149,16617.187,7968.831,2331.256,1073.492,2897.752,160.505,156.077,64.121,15.434,2.044,140.079,90.738,205.322,5965.690,679.887,33.411,34.742,0.000,2766.611,0.000
158,51.783,18493.226,18493.226,17316.879,7802.814,2327.978,1051.860,2839.355,156.673,152.931,62.828,16.919,2.003,137.255,88.909,201.183,6930.620,734.358,32.737,34.042,0.000,2547.203,0.000
159,52.152,19358.345,19358.345,18157.813,7636.797,2328.215,1030.273,2781.079,153.065,149.790,61.538,18.843,1.962,134.436,87.083,197.052,8012.037,798.256,32.065,33.343,0.000,2338.753,0.000
160,52.522,20330.961,20330.961,19144.412,7470.779,2331.684,1008.740,2722.948,149.611,146.657,60.250,21.292,1.921,131.624,85.261,192.929,9209.783,872.345,31.394,32.645,0.000,2145.305,0.000
161,52.891,21288.342,21288.342,20276.774,7304.762,2337.964,987.269,2664.985,146.263,143.531,58.966,24.369,1.880,128.819,83.444,188.818,10520.467,957.266,30.725,31.949,0.000,1970.035,0.000
162,53.260,22420.343,22420.343,21550.189,7138.745,2346.498,965.870,2607.215,142.988,140.414,57.686,28.185,1.839,126.021,81.632,184.717,11937.069,1053.501,30.058,31.256,0.000,1815.217,0.000
163,53.629,23151.682,23151.682,22954.820,6972.727,2356.591,944.551,2549.662,139.766,137.307,56.409,32.862,1.798,123.232,79.826,180.629,13448.665,1161.325,29.392,30.564,0.000,1682.219,0.000
164,53.999,24316.343,24316.343,24475.566,6806.710,2367.421,923.321,2492.351,136.582,134.209,55.137,38.528,1.758,120.452,78.025,176.554,15040.283,1280.773,28.729,29.874,0.000,1571.548,0.000
165,54.368,25644.849,25644.849,26092.148,6640.693,2378.060,902.188,2435.310,133.426,131.121,53.868,45.319,1.717,117.681,76.229,172.492,16692.934,1411.606,28.068,29.187,0.000,1482.920,0.000
166,54.737,27353.502,27353.502,27779.418,6474.675,2387.492,881.163,2378.571,130.294,128.043,52.603,53.372,1.677,114.918,74.440,168.442,18383.831,1553.283,27.409,28.502,0.000,1415.358,0.000
167,55.106,29021.111,29021.111,29507.900,6308.658,2394.649,860.255,2322.170,127.182,124.973,51.342,62.822,1.637,112.163,72.655,164.404,20086.806,1704.941,26.752,27.818,0.000,1367.310,0.000
168,55.476,30391.502,30391.502,31244.565,6142.641,2398.441,839.478,2266.157,124.089,121.912,50.085,73.794,1.597,109.415,70.875,160.377,21772.935,1865.391,26.097,27.137,0.000,1336.766,0.000
169,55.845,31641.559,31641.559,32953.806,5976.623,2397.801,818.847,2210.597,121.013,118.857,48.830,86.401,1.557,106.674,69.099,156.358,23411.341,2033.119,25.443,26.457,0.000,1321.393,0.000
170,56.214,33452.741,33452.741,34598.591,5810.606,2391.720,798.385,2155.577,117.955,115.808,47.577,100.736,1.517,103.937,67.327,152.347,24970.165,2206.308,24.790,25.778,0.000,1318.645,0.000
171,56.584,34841.838,34841.838,36141.741,5644.589,2379.291,778.119,2101.218,114.916,112.762,46.325,116.864,1.477,101.203,65.556,148.339,26417.663,2382.865,24.138,25.100,0.000,1325.888,0.000
172,56.953,35979.641,35979.641,37547.291,5478.572,2359.744,758.086,2047.685,111.898,109.717,45.074,134.812,1.437,98.470,63.785,144.333,27723.368,2560.466,23.486,24.422,0.000,1340.491,0.000
173,57.322,37741.534,37741.534,38781.853,5312.554,2332.480,738.336,1995.201,108.904,106.670,43.823,154.569,1.397,95.735,62.014,140.325,28859.271,2736.615,22.834,23.744,0.000,1359.918,0.000
174,57.692,38876.638,38876.638,39815.931,5146.537,2297.098,718.935,1944.066,105.936,103.620,42.570,176.072,1.357,92.997,60.240,136.312,29800.959,2908.711,22.181,23.065,0.000,1381.798,0.000
175,58.061,39931.953,39931.953,40625.110,4980.520,2253.408,699.965,1894.675,103.002,100.563,41.314,199.204,1.317,90.253,58.462,132.289,30528.633,3074.118,21.526,22.384,0.000,1403.979,0.000
176,58.430,40579.952,40579.952,41191.059,4814.502,2201.444,681.534,1847.547,100.107,97.497,40.054,223.792,1.277,87.500,56.679,128.254,31027.962,3230.252,20.870,21.702,0.000,1424.571,0.000
177,58.800,41776.569,41776.569,41502.298,4648.485,2141.459,663.776,1803.350,97.262,94.419,38.790,249.601,1.237,84.736,54.889,124.203,31290.713,3374.654,20.211,21.016,0.000,1441.969,0.000
178,59.169,41182.958,41182.958,41554.682,4482.468,2073.913,646.857,1762.934,94.477,91.327,37.520,276.335,1.196,81.958,53.090,120.132,31315.114,3505.072,19.548,20.327,0.000,1454.868,0.000
179,59.538,41968.451,41968.451,41351.581,4316.450,1999.454,630.981,1727.373,91.766,88.218,36.243,303.642,1.155,79.166,51.281,116.038,31105.938,3619.534,18.882,19.635,0.000,1462.263,0.000
180,59.908,41577.929,41577.929,40903.740,4150.433,1918.886,616.392,1698.000,89.146,85.091,34.959,331.119,1.114,76.355,49.460,111.919,30674.287,3716.405,18.212,18.937,0.000,1463.443,0.000
181,60.277,40621.374,40621.374,40228.840,3984.416,1833.140,603.379,1676.458,86.638,81.945,33.668,358.318,1.073,73.526,47.627,107.771,30037.092,3794.444,17.537,18.236,0.000,1457.976,0.000
182,60.646,40262.593,40262.593,39350.780,3818.398,1743.229,592.281,1664.745,84.264,78.778,32.369,384.759,1.031,70.676,45.781,103.594,29216.361,3852.829,16.857,17.529,0.000,1445.683,0.000
183,61.016,39351.781,39351.781,38298.720,3652.381,1650.213,583.490,1665.267,82.051,75.591,31.062,409.943,0.990,67.805,43.921,99.386,28238.202,3891.183,16.172,16.817,0.000,1426.616,0.000
184,61.385,38335.705,38335.705,37105.955,3486.364,1555.157,577.449,1680.888,80.028,72.383,29.748,433.367,0.947,64.911,42.047,95.145,27131.700,3909.569,15.482,16.099,0.000,1401.020,0.000
185,61.754,37388.732,37388.732,35808.665,3320.346,1459.094,574.659,1714.982,78.228,69.157,28.428,454.539,0.905,61.996,40.159,90.871,25927.686,3908.475,14.787,15.376,0.000,1369.311,0.000
186,62.124,36416.380,36416.380,34444.623,3154.329,1362.990,575.671,1771.480,76.685,65.914,27.104,472.997,0.862,59.058,38.256,86.565,24657.482,3888.780,14.086,14.647,0.000,1332.034,0.000
187,62.493,34868.349,34868.349,33051.924,2988.312,1267.722,581.084,1854.910,75.437,62.656,25.777,488.325,0.819,56.098,36.338,82.227,23351.683,3851.710,13.380,13.913,0.000,1289.833,0.000
188,62.862,33103.934,33103.934,31667.795,2822.294,1174.049,591.541,1970.431,74.520,59.388,24.452,500.166,0.775,53.117,34.407,77.857,22039.035,3798.779,12.669,13.174,0.000,1243.423,0.000
189,63.232,31941.738,31941.738,30327.540,2656.277,1082.607,607.717,2123.848,73.974,56.115,23.132,508.239,0.731,50.116,32.463,73.458,20745.470,3731.721,11.953,12.430,0.000,1193.556,0.000
190,63.601,31220.263,31220.263,29063.659,2490.260,993.894,630.308,2321.619,73.834,52.842,21.822,512.348,0.687,47.095,30.506,69.030,19493.329,3652.423,11.233,11.680,0.000,1141.000,0.000
191,63.971,30615.291,30615.291,27905.173,2324.242,908.275,660.013,2570.828,74.134,49.578,20.529,512.390,0.643,44.055,28.537,64.574,18300.807,3562.852,10.508,10.926,0.000,1086.512,0.000
192,64.340,29654.417,29654.417,26877.154,2158.225,825.984,697.519,2879.144,74.906,46.331,19.263,508.361,0.598,40.998,26.557,60.094,17181.636,3464.983,9.779,10.168,0.000,1030.823,0.000
193,64.709,28842.711,28842.711,26000.473,1992.208,747.135,743.476,3254.742,76.173,43.113,18.034,500.352,0.553,37.925,24.566,55.589,16144.993,3360.741,9.046,9.406,0.000,974.619,0.000
194,65.079,27962.091,27962.091,25291.737,1826.191,671.734,798.475,3706.192,77.952,39.937,16.857,488.549,0.508,34.837,22.566,51.062,15195.635,3251.942,8.309,8.640,0.000,918.533,0.000
195,65.448,27786.753,27786.753,24763.392,1660.173,599.699,863.017,4242.314,80.251,36.818,15.750,473.226,0.463,31.734,20.556,46.514,14334.223,3140.246,7.569,7.871,0.000,863.133,0.000
196,65.818,27064.257,27064.257,24423.960,1494.156,530.871,937.490,4871.994,83.066,33.775,14.734,454.730,0.418,28.618,18.537,41.947,13557.804,3027.122,6.826,7.098,0.000,808.921,0.000
197,66.187,26835.852,26835.852,24278.363,1328.139,465.036,1022.134,5603.955,86.383,30.830,13.838,433.474,0.372,25.488,16.510,37.360,12860.416,2913.830,6.079,6.322,0.000,756.326,0.000
198,66.556,26667.925,26667.925,24328.308,1162.121,401.941,1117.018,6446.500,90.172,28.008,13.095,409.915,0.326,22.347,14.475,32.755,12233.766,2801.400,5.330,5.542,0.000,705.708,0.000
199,66.926,26622.389,26622.389,24572.671,996.104,341.306,1222.008,7407.213,94.388,25.339,12.548,384.543,0.280,19.193,12.433,28.133,11667.941,2690.644,4.578,4.760,0.000,657.356,0.000
200,67.295,26233.587,26233.587,25007.872,830.087,282.842,1336.748,8492.636,98.974,22.858,12.248,357.861,0.234,16.027,10.382,23.492,11152.118,2582.152,3.823,3.975,0.000,611.492,0.000
201,67.665,26280.175,26280.175,25628.186,664.069,226.261,1460.634,9707.926,103.853,20.604,12.257,330.371,0.188,12.849,8.323,18.833,10675.227,2476.320,3.065,3.187,0.000,568.277,0.000
202,68.034,26243.482,26243.482,26425.999,498.052,171.283,1592.808,11056.496,108.938,18.622,12.649,302.556,0.141,9.658,6.256,14.156,10226.546,2373.368,2.303,2.395,0.000,527.812,0.000
203,68.403,26651.816,26651.816,27391.979,332.035,117.645,1732.145,12539.667,114.124,16.963,13.513,274.868,0.094,6.453,4.180,9.459,9796.200,2273.371,1.539,1.600,0.000,490.147,0.000
204,68.773,26023.677,26023.677,28515.162,166.017,65.106,1877.255,14156.326,119.295,15.684,14.953,247.717,0.047,3.234,2.095,4.741,9375.554,2176.285,0.771,0.802,0.000,455.283,0.000
205,69.142,25818.852,25818.852,29782.978,0.000,13.451,2026.496,15902.630,124.327,14.848,17.093,221.461,0.000,0.000,0.000,0.000,8957.495,2081.984,0.000,0.000,0.000,423.181,0.000
206,69.512,25564.344,25564.344,31471.054,123.820,46.661,2221.052,17886.261,135.488,20.847,22.671,196.469,0.035,2.425,1.571,3.554,8539.041,1999.468,0.578,0.601,0.000,394.318,0.000
207,69.881,25903.034,25903.034,33273.624,247.641,80.874,2415.908,19982.399,146.267,27.466,29.269,172.906,0.071,4.863,3.150,7.128,8113.632,1919.293,1.160,1.206,0.000,368.017,0.000
208,70.251,24481.139,24481.139,35172.972,371.461,116.000,2608.828,22177.621,156.530,34.791,37.074,150.957,0.107,7.316,4.739,10.723,7679.311,1841.253,1.745,1.814,0.000,344.150,0.000
209,70.620,24554.901,24554.901,37149.528,495.281,151.981,2797.455,24455.187,166.143,42.908,46.298,130.744,0.143,9.784,6.338,14.342,7235.701,1765.161,2.334,2.427,0.000,322.566,0.000
210,70.990,23853.510,23853.510,39181.856,619.101,188.791,2979.374,26795.129,174.983,51.909,57.177,112.337,0.179,12.271,7.948,17.986,6783.821,1690.859,2.927,3.043,0.000,303.103,0.000
211,71.359,22732.742,22732.742,41246.700,742.922,226.436,3152.168,29174.455,182.937,61.887,69.973,95.756,0.216,14.776,9.571,21.658,6325.845,1618.228,3.524,3.665,0.000,285.586,0.000
212,71.729,22553.770,22553.770,43319.132,866.742,264.950,3313.485,31567.466,189.905,72.936,84.968,80.976,0.253,17.301,11.207,25.360,5864.851,1547.198,4.127,4.291,0.000,269.836,0.000
213,72.098,21966.714,21966.714,45372.783,990.562,304.399,3461.104,33946.193,195.808,85.148,102.469,67.938,0.290,19.849,12.858,29.094,5404.537,1477.746,4.734,4.923,0.000,255.671,0.000
214,72.467,21803.364,21803.364,47380.199,1114.382,344.880,3592.997,36280.942,200.585,98.609,122.799,56.552,0.327,22.420,14.523,32.863,4948.964,1409.894,5.348,5.561,0.000,242.911,0.000
215,72.837,20631.880,20631.880,49313.291,1238.203,386.520,3707.393,38540.932,204.201,113.399,146.298,46.707,0.365,25.017,16.205,36.669,4502.299,1343.707,5.967,6.205,0.000,231.383,0.000
216,73.206,21105.694,21105.694,51143.883,1362.023,429.482,3802.833,40695.015,206.640,129.589,173.312,38.279,0.403,27.640,17.904,40.514,4068.598,1279.283,6.592,6.855,0.000,220.918,0.000
217,73.576,20061.257,20061.257,52844.346,1485.843,473.962,3878.214,42712.456,207.916,147.232,204.191,31.132,0.442,30.291,19.621,44.400,3651.617,1216.747,7.225,7.513,0.000,211.360,0.000
218,73.945,19715.109,19715.109,54388.280,1609.664,520.196,3932.829,44563.737,208.064,166.369,239.277,25.131,0.481,32.971,21.358,48.328,3254.667,1156.242,7.864,8.178,0.000,202.561,0.000
219,74.315,19310.562,19310.562,55751.231,1733.484,568.461,3966.386,46221.373,207.141,187.017,278.898,20.139,0.521,35.682,23.114,52.301,2880.505,1097.917,8.511,8.850,0.000,194.387,0.000
220,74.684,18699.140,18699.140,56911.404,1857.304,619.077,3979.022,47660.693,205.228,209.171,323.352,16.026,0.561,38.424,24.890,56.320,2531.276,1041.924,9.165,9.530,0.000,186.718,0.000
221,75.054,18698.627,18698.627,57850.338,1981.124,672.415,3971.296,48860.566,202.422,232.801,372.900,12.668,0.601,41.198,26.686,60.386,2208.477,988.404,9.826,10.218,0.000,179.446,0.000
222,75.423,18460.706,18460.706,58553.513,2104.945,728.896,3944.174,49804.040,198.835,257.844,427.751,9.954,0.642,44.004,28.504,64.499,1912.969,937.485,10.495,10.914,0.000,172.478,0.000
223,75.793,17991.805,17991.805,59010.855,2228.765,788.998,3898.997,50478.868,194.593,284.211,488.050,7.779,0.684,46.842,30.343,68.659,1645.007,889.274,11.172,11.618,0.000,165.732,0.000
224,76.162,18181.190,18181.190,59217.119,2352.585,853.256,3837.435,50877.890,189.827,311.776,553.860,6.054,0.726,49.713,32.202,72.867,1404.296,843.858,11.857,12.330,0.000,159.144,0.000
225,76.532,17826.958,17826.958,59172.122,2476.406,922.271,3761.442,50999.270,184.673,340.383,625.157,4.699,0.768,52.615,34.082,77.121,1190.064,801.293,12.549,13.049,0.000,152.657,0.000
226,76.902,18038.645,18038.645,58880.812,2600.226,996.704,3673.184,50846.564,179.268,369.843,701.809,3.644,0.811,55.548,35.982,81.420,1001.137,761.612,13.249,13.777,0.000,146.231,0.000
227,77.271,17879.495,17879.495,58353.177,2724.046,1077.281,3574.982,50428.620,173.742,399.934,783.574,2.831,0.854,58.511,37.901,85.764,836.030,724.819,13.956,14.512,0.000,139.836,0.000
228,77.641,17925.331,17925.331,57603.974,2847.866,1164.794,3469.233,49759.308,168.223,430.407,870.085,2.212,0.898,61.503,39.840,90.149,693.027,690.893,14.669,15.254,0.000,133.451,0.000
229,78.010,18017.290,18017.290,56652.317,2971.687,1260.094,3358.350,48857.097,162.826,460.986,960.848,1.746,0.942,64.522,41.795,94.574,570.260,659.789,15.389,16.003,0.000,127.067,0.000
230,78.380,17749.990,17749.990,55521.103,3095.507,1364.090,3244.685,47744.492,157.655,491.373,1055.239,1.398,0.986,67.567,43.767,99.037,465.788,631.441,16.115,16.758,0.000,120.684,0.000
231,78.749,17602.724,17602.724,54236.339,3219.327,1477.742,3130.472,46447.351,152.800,521.255,1152.503,1.144,1.031,70.635,45.755,103.534,377.652,605.765,16.847,17.519,0.000,114.308,0.000
232,79.119,17747.248,17747.248,52826.362,3343.147,1602.049,3017.771,44994.110,148.338,550.309,1251.761,0.960,1.076,73.724,47.756,108.063,303.936,582.660,17.584,18.285,0.000,107.953,0.000
233,79.488,17650.739,17650.739,51321.008,3466.968,1738.041,2908.420,43414.949,144.328,578.208,1352.018,0.829,1.121,76.834,49.770,112.620,242.805,562.014,18.326,19.056,0.000,101.640,0.000
234,79.858,17526.231,17526.231,49750.744,3590.788,1886.758,2803.997,41740.929,140.816,604.629,1452.178,0.740,1.167,79.961,51.796,117.205,192.539,543.706,19.072,19.832,0.000,95.393,0.000
235,80.227,17247.533,17247.533,48145.815,3714.608,2049.237,2705.798,40003.125,137.833,629.260,1551.061,0.680,1.213,83.105,53.832,121.812,151.551,527.607,19.822,20.612,0.000,89.240,0.000
236,80.597,17291.273,17291.273,46535.423,3838.429,2226.489,2614.819,38231.801,135.396,651.810,1647.423,0.643,1.259,86.263,55.878,126.441,118.409,513.585,20.575,21.395,0.000,83.211,0.000
237,80.967,17128.942,17128.942,44946.969,3962.249,2419.475,2531.754,36455.639,133.511,672.010,1739.983,0.622,1.305,89.433,57.932,131.088,91.831,501.507,21.331,22.181,0.000,77.340,0.000
238,81.336,16961.201,16961.201,43405.392,4086.069,2629.077,2457.001,34701.065,132.172,689.630,1827.448,0.613,1.352,92.616,59.993,135.752,70.693,491.237,22.090,22.970,0.000,71.656,0.000
239,81.706,17303.334,17303.334,41932.616,4209.889,2856.075,2390.679,32991.671,131.362,704.475,1908.546,0.612,1.398,95.808,62.061,140.432,54.018,482.645,22.851,23.762,0.000,66.192,0.000
240,82.075,17052.836,17052.836,40547.122,4333.710,3101.113,2332.651,31347.768,131.060,716.397,1982.055,0.618,1.445,99.010,64.135,145.126,40.972,475.597,23.615,24.556,0.000,60.977,0.000
241,82.445,16616.773,16616.773,39263.654,4457.530,3364.667,2282.556,29786.063,131.237,725.295,2046.832,0.628,1.492,102.222,66.215,149.833,30.847,469.968,24.381,25.353,0.000,56.037,0.000
242,82.814,17016.746,17016.746,38093.060,4581.350,3647.020,2239.845,28319.483,131.861,731.123,2101.844,0.641,1.539,105.442,68.301,154.552,23.053,465.633,25.149,26.151,0.000,51.398,0.000
243,83.184,16879.035,16879.035,37042.270,4705.171,3948.228,2203.815,26957.113,132.896,733.884,2146.198,0.656,1.586,108.670,70.393,159.285,17.100,462.471,25.919,26.952,0.000,47.078,0.000
244,83.554,16923.061,16923.061,36114.394,4828.991,4268.091,2173.658,25704.283,134.305,733.638,2179.159,0.672,1.633,111.908,72.490,164.030,12.591,460.367,26.691,27.755,0.000,43.094,0.000
245,83.923,17101.219,17101.219,35308.933,4952.811,4606.134,2148.491,24562.751,136.052,730.494,2200.178,0.690,1.681,115.155,74.593,168.789,9.203,459.208,27.466,28.560,0.000,39.460,0.000
246,84.293,16480.009,16480.009,34622.093,5076.631,4961.584,2127.404,23530.994,138.101,724.612,2208.901,0.708,1.728,118.411,76.703,173.563,6.676,458.886,28.243,29.368,0.000,36.184,0.000
247,84.663,17017.461,17017.461,34047.170,5200.452,5333.352,2109.487,22604.581,140.417,716.195,2205.182,0.726,1.776,121.679,78.819,178.352,4.808,459.296,29.022,30.179,0.000,33.270,0.000
248,85.032,17109.316,17109.316,33574.994,5324.272,5720.029,2093.868,21776.606,142.968,705.486,2189.089,0.745,1.824,124.957,80.943,183.157,3.437,460.339,29.804,30.992,0.000,30.722,0.000
249,85.402,16663.974,16663.974,33194.420,5448.092,6119.882,2079.738,21038.160,145.723,692.760,2160.897,0.765,1.872,128.247,83.074,187.980,2.438,461.917,30.589,31.808,0.000,28.538,0.000
250,85.771,16590.409,16590.409,32892.823,5571.912,6530.859,2066.371,20378.836,148.657,678.319,2121.086,0.784,1.920,131.551,85.214,192.822,1.717,463.939,31.376,32.627,0.000,26.715,0.000
251,86.141,17594.986,17594.986,32656.609,5695.733,6950.605,2053.144,19787.219,151.743,662.480,2070.322,0.804,1.968,134.867,87.362,197.683,1.200,466.317,32.167,33.450,0.000,25.247,0.000
252,86.511,17835.049,17835.049,32471.699,5819.553,7376.482,2039.543,19251.379,154.960,645.573,2009.443,0.823,2.017,138.198,89.520,202.565,0.833,468.966,32.962,34.276,0.000,24.128,0.000
253,86.880,17384.224,17384.224,32323.983,5943.373,7805.601,2025.176,18759.318,158.290,627.927,1939.436,0.843,2.066,141.543,91.687,207.469,0.574,471.807,33.760,35.105,0.000,23.349,0.000
254,87.250,17498.055,17498.055,32199.734,6067.194,8234.861,2009.768,18299.384,161.715,609.865,1861.405,0.863,2.115,144.904,93.863,212.395,0.392,474.768,34.561,35.939,0.000,22.903,0.000
255,87.620,17756.917,17756.917,32085.969,6191.014,8660.992,1993.158,17860.627,165.222,591.698,1776.551,0.883,2.164,148.279,96.050,217.342,0.266,477.779,35.366,36.776,0.000,22.782,0.000
256,87.989,17753.477,17753.477,31970.751,6314.834,9080.612,1975.297,17433.092,168.797,573.716,1686.134,0.904,2.213,151.670,98.247,222.313,0.179,480.777,36.175,37.617,0.000,22.977,0.000
