ch,keV,net,fit,model,continuum_raw,Am-241,continuum
893,2652.787,1.182,1.182,0.000,0.000,0.000,0.000
894,2655.775,0.000,-0.723,0.000,0.000,0.000,0.000
895,2658.762,1.371,1.371,0.000,0.000,0.000,0.000
896,2661.749,0.402,0.402,0.000,0.000,0.000,0.000
897,2664.736,0.560,0.560,0.000,0.000,0.000,0.000
898,2667.723,1.465,1.465,0.000,0.000,0.000,0.000
899,2670.710,0.000,-0.692,0.000,0.000,0.000,0.000
900,2673.697,0.000,-0.409,0.000,0.000,0.000,0.000
901,2676.684,0.000,-0.472,0.000,0.000,0.000,0.000
902,2679.672,0.434,0.434,0.000,0.000,0.000,0.000
903,2682.659,0.000,-0.598,0.000,0.000,0.000,0.000
904,2685.646,0.000,-0.598,0.000,0.000,0.000,0.000
905,2688.633,0.000,-0.472,0.000,0.000,0.000,0.000
906,2691.620,0.434,0.434,0.000,0.000,0.000,0.000
907,2694.607,0.717,0.717,0.000,0.000,0.000,0.000
908,2697.594,0.000,-0.283,0.000,0.000,0.000,0.000
909,2700.581,0.000,-0.409,0.000,0.000,0.000,0.000
910,2703.568,0.000,-0.440,0.000,0.000,0.000,0.000
911,2706.556,0.000,-0.472,0.000,0.000,0.000,0.000
912,2709.543,0.000,-0.440,0.000,0.000,0.000,0.000
913,2712.530,0.000,-0.252,0.000,0.000,0.000,0.000
914,2715.517,0.000,-0.283,0.000,0.000,0.000,0.000
915,2718.504,0.000,-0.440,0.000,0.000,0.000,0.000
916,2721.491,0.000,-0.409,0.000,0.000,0.000,0.000
917,2724.478,0.000,-0.252,0.000,0.000,0.000,0.000
918,2727.465,0.000,-0.377,0.000,0.000,0.000,0.000
919,2730.453,0.000,-0.189,0.000,0.000,0.000,0.000
920,2733.440,0.000,-0.377,0.000,0.000,0.000,0.000
921,2736.427,0.780,0.780,0.000,0.000,0.000,0.000
922,2739.414,0.000,-0.409,0.000,0.000,0.000,0.000
923,2742.401,0.000,-0.314,0.000,0.000,0.000,0.000
924,2745.388,0.000,-0.346,0.000,0.000,0.000,0.000
925,2748.375,0.000,-0.220,0.000,0.000,0.000,0.000
926,2751.362,0.000,-0.189,0.000,0.000,0.000,0.000
927,2754.350,0.000,-0.252,0.000,0.000,0.000,0.000
928,2757.337,0.591,0.591,0.000,0.000,0.000,0.000
929,2760.324,0.000,-0.283,0.000,0.000,0.000,0.000
930,2763.311,0.000,-0.189,0.000,0.000,0.000,0.000
931,2766.298,0.000,-0.126,0.000,0.000,0.000,0.000
932,2769.285,0.000,-0.252,0.000,0.000,0.000,0.000
933,2772.272,0.000,-0.346,0.000,0.000,0.000,0.000
934,2775.259,0.000,-0.346,0.000,0.000,0.000,0.000
935,2778.246,0.000,-0.220,0.000,0.000,0.000,0.000
936,2781.234,0.000,-0.377,0.000,0.000,0.000,0.000
937,2784.221,0.000,-0.314,0.000,0.000,0.000,0.000
938,2787.208,0.000,-0.409,0.000,0.000,0.000,0.000
939,2790.195,0.000,-0.283,0.000,0.000,0.000,0.000
940,2793.182,0.000,-0.283,0.000,0.000,0.000,0.000
941,2796.169,0.000,-0.346,0.000,0.000,0.000,0.000
942,2799.156,0.000,-0.346,0.000,0.000,0.000,0.000
943,2802.143,0.717,0.717,0.000,0.000,0.000,0.000
944,2805.131,0.686,0.686,0.000,0.000,0.000,0.000
945,2808.118,0.000,-0.503,0.000,0.000,0.000,0.000
946,2811.105,1.780,1.780,0.000,0.000,0.000,0.000
947,2814.092,0.843,0.843,0.000,0.000,0.000,0.000
948,2817.079,0.000,-0.189,0.000,0.000,0.000,0.000
949,2820.066,0.717,0.717,0.000,0.000,0.000,0.000
950,2823.053,0.000,-0.283,0.000,0.000,0.000,0.000
951,2826.040,0.843,0.843,0.000,0.000,0.000,0.000
952,2829.028,0.000,-0.283,0.000,0.000,0.000,0.000
953,2832.015,0.000,-0.126,0.000,0.000,0.000,0.000
954,2835.002,0.654,0.654,0.000,0.000,0.000,0.000
955,2837.989,0.000,-0.346,0.000,0.000,0.000,0.000
956,2840.976,0.000,-0.126,0.000,0.000,0.000,0.000
957,2843.963,0.000,-0.283,0.000,0.000,0.000,0.000
958,2846.950,0.000,-0.283,0.000,0.000,0.000,0.000
959,2849.937,0.000,-0.220,0.000,0.000,0.000,0.000
960,2852.924,0.000,-0.189,0.000,0.000,0.000,0.000
961,2855.912,0.000,-0.252,0.000,0.000,0.000,0.000
962,2858.899,0.000,-0.283,0.000,0.000,0.000,0.000
963,2861.886,0.000,-0.189,0.000,0.000,0.000,0.000
964,2864.873,0.000,-0.252,0.000,0.000,0.000,0.000
965,2867.860,0.000,-0.314,0.000,0.000,0.000,0.000
966,2870.847,0.000,-0.220,0.000,0.000,0.000,0.000
967,2873.834,0.000,-0.220,0.000,0.000,0.000,0.000
968,2876.821,0.000,-0.252,0.000,0.000,0.000,0.000
969,2879.809,0.000,-0.283,0.001,0.001,0.000,0.001
970,2882.796,0.000,-0.409,0.002,0.002,0.000,0.002
971,2885.783,0.000,-0.220,0.003,0.003,0.000,0.003
972,2888.770,0.000,-0.346,0.004,0.004,0.000,0.004
973,2891.757,0.000,-0.220,0.005,0.005,0.000,0.005
974,2894.744,0.000,-0.189,0.006,0.006,0.000,0.006
975,2897.731,0.000,-0.346,0.007,0.007,0.000,0.007
976,2900.718,0.000,-0.252,0.008,0.008,0.000,0.008
977,2903.706,0.000,-0.252,0.009,0.009,0.000,0.009
978,2906.693,0.000,-0.220,0.010,0.010,0.000,0.010
979,2909.680,0.000,-0.126,0.011,0.011,0.000,0.011
980,2912.667,0.000,-0.409,0.012,0.012,0.000,0.012
981,2915.654,0.000,-0.409,0.013,0.013,0.000,0.013
982,2918.641,0.000,-0.189,0.014,0.014,0.000,0.014
983,2921.628,0.000,-0.314,0.015,0.015,0.000,0.015
984,2924.615,0.000,-0.220,0.016,0.016,0.000,0.016
985,2927.602,1.654,1.654,0.018,0.018,0.000,0.018
986,2930.590,0.780,0.780,0.019,0.019,0.000,0.019
987,2933.577,0.717,0.717,0.020,0.020,0.000,0.020
988,2936.564,0.000,-0.157,0.021,0.021,0.000,0.021
989,2939.551,0.000,-0.126,0.022,0.022,0.000,0.022
990,2942.538,0.843,0.843,0.023,0.023,0.000,0.023
991,2945.525,0.000,-0.283,0.024,0.024,0.000,0.024
992,2948.512,0.000,-0.252,0.025,0.025,0.000,0.025
993,2951.499,0.000,-0.314,0.026,0.026,0.000,0.026
994,2954.487,0.000,-0.283,0.027,0.027,0.000,0.027
995,2957.474,0.843,0.843,0.028,0.028,0.000,0.028
996,2960.461,1.686,1.686,0.029,0.029,0.000,0.029
997,2963.448,0.000,-0.283,0.030,0.030,0.000,0.030
998,2966.435,0.780,0.780,0.031,0.031,0.000,0.031
999,2969.422,0.748,0.748,0.032,0.032,0.000,0.032
1000,2972.409,0.000,-0.126,0.033,0.033,0.000,0.033
1001,2975.396,0.000,-0.126,0.034,0.034,0.000,0.034
1002,2978.384,0.780,0.780,0.035,0.035,0.000,0.035
1003,2981.371,0.000,-0.314,0.036,0.036,0.000,0.036
1004,2984.358,0.000,-0.346,0.037,0.037,0.000,0.037
1005,2987.345,0.000,-0.220,0.038,0.038,0.000,0.038
1006,2990.332,0.000,-0.157,0.039,0.039,0.000,0.039
1007,2993.319,0.000,-0.252,0.040,0.040,0.000,0.040
1008,2996.306,0.000,-0.189,0.041,0.041,0.000,0.041
1009,2999.293,0.000,-0.126,0.042,0.042,0.000,0.042
1010,3002.280,0.000,-0.377,0.043,0.043,0.000,0.043
1011,3005.268,0.000,-0.252,0.044,0.044,0.000,0.044
1012,3008.255,1.654,1.654,0.045,0.045,0.000,0.045
1013,3011.242,0.000,-0.220,0.046,0.046,0.000,0.046
1014,3014.229,0.000,-0.094,0.047,0.047,0.000,0.047
1015,3017.216,0.000,-0.189,0.048,0.048,0.000,0.048
1016,3020.203,0.748,0.748,0.049,0.049,0.000,0.049
1017,3023.190,0.000,-0.314,0.051,0.051,0.000,0.051
1018,3026.177,0.560,0.560,0.052,0.052,0.000,0.052
1019,3029.165,0.000,-0.283,0.053,0.053,0.000,0.053
1020,3032.152,0.717,0.717,0.054,0.054,0.000,0.054
1021,3035.139,0.000,-0.283,0.055,0.055,0.000,0.055
1022,3038.126,0.000,-0.157,0.056,0.056,0.000,0.056
1023,3041.113,0.000,-0.189,0.057,0.057,0.000,0.057
