ch,keV,net,fit,model,continuum_raw,Y-88
996,2946.121,0.133,0.133,0.000,0.000,0.000
997,2948.919,0.000,-0.067,0.000,0.000,0.000
998,2951.716,0.000,-0.600,0.000,0.000,0.000
999,2954.512,0.000,-0.400,0.000,0.000,0.000
1000,2957.307,0.000,-0.667,0.000,0.000,0.000
1001,2960.101,0.000,-0.933,0.000,0.000,0.000
1002,2962.894,0.000,-0.867,0.000,0.000,0.000
1003,2965.686,0.000,-0.933,0.000,0.000,0.000
1004,2968.477,0.000,-0.400,0.000,0.000,0.000
1005,2971.268,0.467,0.467,0.000,0.000,0.000
1006,2974.057,0.600,0.600,0.000,0.000,0.000
1007,2976.845,0.333,0.333,0.000,0.000,0.000
1008,2979.632,0.000,-1.067,0.000,0.000,0.000
1009,2982.419,0.267,0.267,0.000,0.000,0.000
1010,2985.204,0.067,0.067,0.000,0.000,0.000
1011,2987.988,0.267,0.267,0.000,0.000,0.000
1012,2990.772,0.000,-0.800,0.000,0.000,0.000
1013,2993.554,0.000,-0.667,0.000,0.000,0.000
1014,2996.336,0.000,-0.667,0.000,0.000,0.000
1015,2999.116,1.333,1.333,0.000,0.000,0.000
1016,3001.896,0.133,0.133,0.000,0.000,0.000
1017,3004.674,0.133,0.133,0.000,0.000,0.000
1018,3007.452,0.467,0.467,0.000,0.000,0.000
1019,3010.228,0.200,0.200,0.000,0.000,0.000
1020,3013.004,0.000,-0.467,0.000,0.000,0.000
1021,3015.778,0.000,-0.467,0.000,0.000,0.000
1022,3018.552,1.533,1.533,0.000,0.000,0.000
1023,3021.324,0.000,-0.467,0.000,0.000,0.000
