ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
3815,1506.718,3.477,3.477,0.000,0.000,0.000,0.000
3816,1507.142,6.123,6.123,0.000,0.000,0.000,0.000
3817,1507.566,0.000,-0.112,0.000,0.000,0.000,0.000
3818,1507.991,1.123,1.123,0.000,0.000,0.000,0.000
3819,1508.415,0.000,-0.994,0.000,0.000,0.000,0.000
3820,1508.839,0.123,0.123,0.000,0.000,0.000,0.000
3821,1509.264,0.000,-0.464,0.000,0.000,0.000,0.000
3822,1509.688,0.000,-0.171,0.000,0.000,0.000,0.000
3823,1510.112,3.418,3.418,0.000,0.000,0.000,0.000
3824,1510.537,0.712,0.712,0.000,0.000,0.000,0.000
3825,1510.961,3.536,3.536,0.000,0.000,0.000,0.000
3826,1511.385,0.475,0.475,0.000,0.000,0.000,0.000
3827,1511.810,0.653,0.653,0.000,0.000,0.000,0.000
3828,1512.234,2.947,2.947,0.000,0.000,0.000,0.000
3829,1512.659,0.000,-0.466,0.000,0.000,0.000,0.000
3830,1513.083,0.183,0.183,0.000,0.000,0.000,0.000
3831,1513.507,0.000,-0.994,0.000,0.000,0.000,0.000
3832,1513.932,3.475,3.475,0.000,0.000,0.000,0.000
3833,1514.356,0.000,-1.288,0.000,0.000,0.000,0.000
3834,1514.781,5.358,5.358,0.000,0.000,0.000,0.000
3835,1515.205,0.064,0.064,0.000,0.000,0.000,0.000
3836,1515.630,0.000,-3.288,0.000,0.000,0.000,0.000
3837,1516.055,0.417,0.417,0.000,0.000,0.000,0.000
3838,1516.479,0.771,0.771,0.000,0.000,0.000,0.000
3839,1516.904,0.000,-2.994,0.000,0.000,0.000,0.000
3840,1517.328,0.000,-0.818,0.000,0.000,0.000,0.000
3841,1517.753,0.000,-2.760,0.000,0.000,0.000,0.000
3842,1518.177,1.182,1.182,0.000,0.000,0.000,0.000
3843,1518.602,2.358,2.358,0.000,0.000,0.000,0.000
3844,1519.027,0.593,0.593,0.000,0.000,0.000,0.000
3845,1519.451,0.000,-0.407,0.000,0.000,0.000,0.000
3846,1519.876,0.000,-1.582,0.000,0.000,0.000,0.000
3847,1520.301,0.828,0.828,0.000,0.000,0.000,0.000
3848,1520.726,0.000,-1.701,0.000,0.000,0.000,0.000
3849,1521.150,1.475,1.475,0.000,0.000,0.000,0.000
3850,1521.575,0.000,-0.055,0.000,0.000,0.000,0.000
3851,1522.000,0.000,-0.290,0.000,0.000,0.000,0.000
3852,1522.425,2.473,2.473,0.000,0.000,0.000,0.000
3853,1522.849,0.000,-2.172,0.000,0.000,0.000,0.000
3854,1523.274,2.712,2.712,0.000,0.000,0.000,0.000
3855,1523.699,0.000,-0.820,0.000,0.000,0.000,0.000
3856,1524.124,0.000,-0.525,0.000,0.000,0.000,0.000
3857,1524.549,0.000,-0.879,0.000,0.000,0.000,0.000
3858,1524.973,0.000,-1.349,0.000,0.000,0.000,0.000
3859,1525.398,0.000,-1.349,0.000,0.000,0.000,0.000
3860,1525.823,0.000,-0.114,0.000,0.000,0.000,0.000
3861,1526.248,0.534,0.534,0.000,0.000,0.000,0.000
3862,1526.673,2.004,2.004,0.000,0.000,0.000,0.000
3863,1527.098,0.004,0.004,0.000,0.000,0.000,0.000
3864,1527.523,0.000,-0.231,0.000,0.000,0.000,0.000
3865,1527.948,6.180,6.180,0.000,0.000,0.000,0.000
3866,1528.373,5.593,5.593,0.000,0.000,0.000,0.000
3867,1528.798,1.708,1.708,0.000,0.000,0.000,0.000
3868,1529.223,0.000,-0.349,0.000,0.000,0.000,0.000
3869,1529.648,0.062,0.062,0.000,0.000,0.000,0.000
3870,1530.073,0.000,-1.642,0.000,0.000,0.000,0.000
3871,1530.498,0.000,-1.055,0.000,0.000,0.000,0.000
3872,1530.923,0.886,0.886,0.000,0.000,0.000,0.000
3873,1531.348,0.000,-1.349,0.000,0.000,0.000,0.000
3874,1531.773,0.000,-0.525,0.000,0.000,0.000,0.000
3875,1532.198,2.651,2.651,0.000,0.000,0.000,0.000
3876,1532.623,0.180,0.180,0.000,0.000,0.000,0.000
3877,1533.049,0.000,-1.349,0.000,0.000,0.000,0.000
3878,1533.474,0.769,0.769,0.000,0.000,0.000,0.000
3879,1533.899,0.000,-0.466,0.000,0.000,0.000,0.000
3880,1534.324,0.356,0.356,0.000,0.000,0.000,0.000
3881,1534.749,0.000,-1.055,0.000,0.000,0.000,0.000
3882,1535.174,0.000,-0.172,0.000,0.000,0.000,0.000
3883,1535.600,0.000,-0.290,0.000,0.000,0.000,0.000
3884,1536.025,0.000,-1.936,0.000,0.000,0.000,0.000
3885,1536.450,2.534,2.534,0.000,0.000,0.000,0.000
3886,1536.875,0.062,0.062,0.000,0.000,0.000,0.000
3887,1537.301,0.000,-1.879,0.000,0.000,0.000,0.000
3888,1537.726,2.475,2.475,0.000,0.000,0.000,0.000
3889,1538.151,1.121,1.121,0.000,0.000,0.000,0.000
3890,1538.577,0.710,0.710,0.000,0.000,0.000,0.000
3891,1539.002,0.000,-0.996,0.000,0.000,0.000,0.000
3892,1539.427,0.000,-1.938,0.000,0.000,0.000,0.000
3893,1539.853,2.121,2.121,0.000,0.000,0.000,0.000
3894,1540.278,0.062,0.062,0.000,0.000,0.000,0.000
3895,1540.703,0.651,0.651,0.000,0.000,0.000,0.000
3896,1541.129,0.000,-0.349,0.000,0.000,0.000,0.000
3897,1541.554,0.534,0.534,0.000,0.000,0.000,0.000
3898,1541.980,5.004,5.004,0.000,0.000,0.000,0.000
3899,1542.405,0.000,-1.172,0.000,0.000,0.000,0.000
3900,1542.831,0.240,0.240,0.000,0.000,0.000,0.000
3901,1543.256,1.004,1.004,0.000,0.000,0.000,0.000
3902,1543.682,0.000,-0.996,0.000,0.000,0.000,0.000
3903,1544.107,0.000,-0.114,0.000,0.000,0.000,0.000
3904,1544.533,0.000,-1.172,0.000,0.000,0.000,0.000
3905,1544.958,0.004,0.004,0.000,0.000,0.000,0.000
3906,1545.384,0.000,-0.760,0.000,0.000,0.000,0.000
3907,1545.809,0.182,0.182,0.000,0.000,0.000,0.000
3908,1546.235,2.004,2.004,0.000,0.000,0.000,0.000
3909,1546.661,0.710,0.710,0.000,0.000,0.000,0.000
3910,1547.086,0.000,-0.938,0.000,0.000,0.000,0.000
3911,1547.512,0.121,0.121,0.000,0.000,0.000,0.000
3912,1547.938,0.000,-0.055,0.000,0.000,0.000,0.000
3913,1548.363,1.650,1.650,0.000,0.000,0.000,0.000
3914,1548.789,0.000,-0.468,0.000,0.000,0.000,0.000
3915,1549.215,0.062,0.062,0.000,0.000,0.000,0.000
3916,1549.640,0.000,-0.879,0.000,0.000,0.000,0.000
3917,1550.066,0.000,-1.527,0.000,0.000,0.000,0.000
3918,1550.492,0.945,0.945,0.000,0.000,0.000,0.000
3919,1550.917,3.004,3.004,0.000,0.000,0.000,0.000
3920,1551.343,2.004,2.004,0.000,0.000,0.000,0.000
3921,1551.769,0.000,-0.231,0.000,0.000,0.000,0.000
3922,1552.195,0.121,0.121,0.000,0.000,0.000,0.000
3923,1552.621,0.000,-0.290,0.000,0.000,0.000,0.000
3924,1553.046,0.000,-1.585,0.000,0.000,0.000,0.000
3925,1553.472,2.180,2.180,0.000,0.000,0.000,0.000
3926,1553.898,0.000,-0.879,0.000,0.000,0.000,0.000
3927,1554.324,0.180,0.180,0.000,0.000,0.000,0.000
3928,1554.750,0.000,-0.761,0.000,0.000,0.000,0.000
3929,1555.176,0.000,-1.642,0.000,0.000,0.000,0.000
3930,1555.602,0.000,-1.407,0.000,0.000,0.000,0.000
3931,1556.028,0.000,-1.407,0.000,0.000,0.000,0.000
3932,1556.454,0.000,-0.703,0.000,0.000,0.000,0.000
3933,1556.880,2.356,2.356,0.000,0.000,0.000,0.000
3934,1557.306,0.180,0.180,0.000,0.000,0.000,0.000
3935,1557.732,1.004,1.004,0.000,0.000,0.000,0.000
3936,1558.158,0.000,-1.055,0.000,0.000,0.000,0.000
3937,1558.584,0.000,-0.172,0.000,0.000,0.000,0.000
3938,1559.010,0.000,-1.349,0.000,0.000,0.000,0.000
3939,1559.436,0.000,-0.879,0.000,0.000,0.000,0.000
3940,1559.862,0.000,-1.172,0.000,0.000,0.000,0.000
3941,1560.288,0.000,-1.466,0.000,0.000,0.000,0.000
3942,1560.714,0.000,-0.879,0.000,0.000,0.000,0.000
3943,1561.140,3.239,3.239,0.000,0.000,0.000,0.000
3944,1561.566,0.121,0.121,0.000,0.000,0.000,0.000
3945,1561.992,0.828,0.828,0.000,0.000,0.000,0.000
3946,1562.418,0.473,0.473,0.000,0.000,0.000,0.000
3947,1562.845,0.000,-0.350,0.000,0.000,0.000,0.000
3948,1563.271,0.000,-2.466,0.000,0.000,0.000,0.000
3949,1563.697,1.062,1.062,0.000,0.000,0.000,0.000
3950,1564.123,0.000,-1.938,0.000,0.000,0.000,0.000
3951,1564.549,2.297,2.297,0.000,0.000,0.000,0.000
3952,1564.976,0.945,0.945,0.000,0.000,0.000,0.000
3953,1565.402,1.710,1.710,0.000,0.000,0.000,0.000
3954,1565.828,0.000,-0.231,0.000,0.000,0.000,0.000
3955,1566.254,0.180,0.180,0.000,0.000,0.000,0.000
3956,1566.681,0.000,-2.231,0.000,0.000,0.000,0.000
3957,1567.107,0.000,-0.996,0.000,0.000,0.000,0.000
3958,1567.533,0.000,-2.055,0.000,0.000,0.000,0.000
3959,1567.960,0.000,-1.996,0.000,0.000,0.000,0.000
3960,1568.386,0.297,0.297,0.000,0.000,0.000,0.000
3961,1568.812,0.180,0.180,0.000,0.000,0.000,0.000
3962,1569.239,5.180,5.180,0.000,0.000,0.000,0.000
3963,1569.665,0.828,0.828,0.000,0.000,0.000,0.000
3964,1570.092,0.000,-2.055,0.000,0.000,0.000,0.000
3965,1570.518,1.062,1.062,0.000,0.000,0.000,0.000
3966,1570.944,0.000,-1.231,0.000,0.000,0.000,0.000
3967,1571.371,1.769,1.769,0.000,0.000,0.000,0.000
3968,1571.797,0.000,-2.231,0.000,0.000,0.000,0.000
3969,1572.224,1.593,1.593,0.000,0.000,0.000,0.000
3970,1572.650,0.000,-0.938,0.000,0.000,0.000,0.000
3971,1573.077,0.000,-0.761,0.000,0.000,0.000,0.000
3972,1573.503,2.473,2.473,0.000,0.000,0.000,0.000
3973,1573.930,1.121,1.121,0.000,0.000,0.000,0.000
3974,1574.356,0.000,-2.172,0.000,0.000,0.000,0.000
3975,1574.783,0.000,-1.055,0.000,0.000,0.000,0.000
3976,1575.210,1.004,1.004,0.000,0.000,0.000,0.000
3977,1575.636,0.000,-2.231,0.000,0.000,0.000,0.000
3978,1576.063,0.000,-1.938,0.000,0.000,0.000,0.000
3979,1576.490,0.000,-1.466,0.000,0.000,0.000,0.000
3980,1576.916,0.000,-1.231,0.000,0.000,0.000,0.000
3981,1577.343,1.769,1.769,0.000,0.000,0.000,0.000
3982,1577.770,0.000,-0.349,0.000,0.000,0.000,0.000
3983,1578.196,0.062,0.062,0.000,0.000,0.000,0.000
3984,1578.623,0.000,-2.349,0.000,0.000,0.000,0.000
3985,1579.050,0.000,-0.468,0.000,0.000,0.000,0.000
3986,1579.476,0.000,-0.231,0.000,0.000,0.000,0.000
3987,1579.903,0.000,-1.996,0.000,0.000,0.000,0.000
3988,1580.330,0.710,0.710,0.000,0.000,0.000,0.000
3989,1580.757,2.180,2.180,0.000,0.000,0.000,0.000
3990,1581.183,1.004,1.004,0.000,0.000,0.000,0.000
3991,1581.610,0.000,-1.583,0.000,0.000,0.000,0.000
3992,1582.037,0.000,-2.172,0.000,0.000,0.000,0.000
3993,1582.464,0.000,-1.820,0.000,0.000,0.000,0.000
3994,1582.891,0.710,0.710,0.000,0.000,0.000,0.000
3995,1583.318,0.415,0.415,0.000,0.000,0.000,0.000
3996,1583.745,0.000,-0.820,0.000,0.000,0.000,0.000
3997,1584.171,3.004,3.004,0.000,0.000,0.000,0.000
3998,1584.598,0.000,-1.996,0.000,0.000,0.000,0.000
3999,1585.025,0.000,-0.938,0.000,0.000,0.000,0.000
4000,1585.452,1.004,1.004,0.000,0.000,0.000,0.000
4001,1585.879,2.473,2.473,0.000,0.000,0.000,0.000
4002,1586.306,1.473,1.473,0.000,0.000,0.000,0.000
4003,1586.733,0.000,-1.938,0.000,0.000,0.000,0.000
4004,1587.160,0.000,-0.525,0.000,0.000,0.000,0.000
4005,1587.587,0.000,-1.055,0.000,0.000,0.000,0.000
4006,1588.014,0.000,-0.114,0.000,0.000,0.000,0.000
4007,1588.441,0.297,0.297,0.000,0.000,0.000,0.000
4008,1588.868,0.299,0.299,0.000,0.000,0.000,0.000
4009,1589.295,0.000,-0.703,0.000,0.000,0.000,0.000
4010,1589.722,0.000,-0.996,0.000,0.000,0.000,0.000
4011,1590.150,0.356,0.356,0.000,0.000,0.000,0.000
4012,1590.577,0.121,0.121,0.000,0.000,0.000,0.000
4013,1591.004,0.000,-0.055,0.000,0.000,0.000,0.000
4014,1591.431,0.000,-1.701,0.000,0.000,0.000,0.000
4015,1591.858,2.180,2.180,0.000,0.000,0.000,0.000
4016,1592.285,1.415,1.415,0.000,0.000,0.000,0.000
4017,1592.712,0.000,-0.466,0.000,0.000,0.000,0.000
4018,1593.140,0.000,-1.172,0.000,0.000,0.000,0.000
4019,1593.567,2.415,2.415,0.000,0.000,0.000,0.000
4020,1593.994,3.356,3.356,0.000,0.000,0.000,0.000
4021,1594.421,2.121,2.121,0.000,0.000,0.000,0.000
4022,1594.849,0.000,-1.761,0.000,0.000,0.000,0.000
4023,1595.276,0.000,-1.290,0.000,0.000,0.000,0.000
4024,1595.703,0.004,0.004,0.000,0.000,0.000,0.000
4025,1596.131,0.000,-0.290,0.000,0.000,0.000,0.000
4026,1596.558,1.004,1.004,0.000,0.000,0.000,0.000
4027,1596.985,0.121,0.121,0.000,0.000,0.000,0.000
4028,1597.413,0.000,-1.761,0.000,0.000,0.000,0.000
4029,1597.840,0.062,0.062,0.000,0.000,0.000,0.000
4030,1598.267,1.769,1.769,0.000,0.000,0.000,0.000
4031,1598.695,0.358,0.358,0.000,0.000,0.000,0.000
4032,1599.122,2.532,2.532,0.000,0.000,0.000,0.000
4033,1599.550,0.239,0.239,0.000,0.000,0.000,0.000
4034,1599.977,1.240,1.240,0.000,0.000,0.000,0.000
4035,1600.404,1.004,1.004,0.000,0.000,0.000,0.000
4036,1600.832,1.182,1.182,0.000,0.000,0.000,0.000
4037,1601.259,0.000,-1.996,0.000,0.000,0.000,0.000
4038,1601.687,2.121,2.121,0.000,0.000,0.000,0.000
4039,1602.114,0.475,0.475,0.000,0.000,0.000,0.000
4040,1602.542,2.297,2.297,0.000,0.000,0.000,0.000
4041,1602.970,0.062,0.062,0.000,0.000,0.000,0.000
4042,1603.397,1.417,1.417,0.000,0.000,0.000,0.000
4043,1603.825,0.000,-0.409,0.000,0.000,0.000,0.000
4044,1604.252,0.000,-0.820,0.000,0.000,0.000,0.000
4045,1604.680,0.650,0.650,0.000,0.000,0.000,0.000
4046,1605.107,0.000,-2.349,0.000,0.000,0.000,0.000
4047,1605.535,0.000,-0.644,0.000,0.000,0.000,0.000
4048,1605.963,0.886,0.886,0.000,0.000,0.000,0.000
4049,1606.390,1.299,1.299,0.000,0.000,0.000,0.000
4050,1606.818,0.000,-1.820,0.000,0.000,0.000,0.000
4051,1607.246,1.180,1.180,0.000,0.000,0.000,0.000
4052,1607.673,0.004,0.004,0.000,0.000,0.000,0.000
4053,1608.101,0.000,-0.761,0.000,0.000,0.000,0.000
4054,1608.529,0.000,-0.644,0.000,0.000,0.000,0.000
4055,1608.957,0.000,-2.055,0.000,0.000,0.000,0.000
4056,1609.384,0.000,-0.349,0.000,0.000,0.000,0.000
4057,1609.812,0.000,-1.407,0.000,0.000,0.000,0.000
4058,1610.240,0.000,-1.703,0.000,0.000,0.000,0.000
4059,1610.668,0.180,0.180,0.000,0.000,0.000,0.000
4060,1611.096,0.593,0.593,0.000,0.000,0.000,0.000
4061,1611.524,1.180,1.180,0.000,0.000,0.000,0.000
4062,1611.951,1.062,1.062,0.000,0.000,0.000,0.000
4063,1612.379,0.532,0.532,0.000,0.000,0.000,0.000
4064,1612.807,0.000,-1.409,0.000,0.000,0.000,0.000
4065,1613.235,0.000,-0.996,0.000,0.000,0.000,0.000
4066,1613.663,0.000,-1.409,0.000,0.000,0.000,0.000
4067,1614.091,0.000,-0.527,0.000,0.000,0.000,0.000
4068,1614.519,0.000,-0.290,0.000,0.000,0.000,0.000
4069,1614.947,2.651,2.651,0.000,0.000,0.000,0.000
4070,1615.375,0.000,-0.761,0.000,0.000,0.000,0.000
4071,1615.803,0.000,-1.055,0.000,0.000,0.000,0.000
4072,1616.231,3.591,3.591,0.000,0.000,0.000,0.000
4073,1616.659,0.000,-0.703,0.000,0.000,0.000,0.000
4074,1617.087,2.004,2.004,0.000,0.000,0.000,0.000
4075,1617.515,0.000,-1.938,0.000,0.000,0.000,0.000
4076,1617.943,0.000,-0.938,0.000,0.000,0.000,0.000
4077,1618.371,0.000,-0.466,0.000,0.000,0.000,0.000
4078,1618.799,3.886,3.886,0.000,0.000,0.000,0.000
4079,1619.227,0.180,0.180,0.000,0.000,0.000,0.000
4080,1619.655,0.356,0.356,0.000,0.000,0.000,0.000
4081,1620.083,0.000,-0.527,0.000,0.000,0.000,0.000
4082,1620.512,3.004,3.004,0.000,0.000,0.000,0.000
4083,1620.940,2.297,2.297,0.000,0.000,0.000,0.000
4084,1621.368,0.000,-0.057,0.000,0.000,0.000,0.000
4085,1621.796,0.000,-1.761,0.000,0.000,0.000,0.000
4086,1622.224,0.062,0.062,0.000,0.000,0.000,0.000
4087,1622.652,0.886,0.886,0.000,0.000,0.000,0.000
4088,1623.081,0.180,0.180,0.000,0.000,0.000,0.000
4089,1623.509,1.297,1.297,0.000,0.000,0.000,0.000
4090,1623.937,0.000,-1.938,0.000,0.000,0.000,0.000
4091,1624.366,0.000,-2.055,0.000,0.000,0.000,0.000
4092,1624.794,2.297,2.297,0.000,0.000,0.000,0.000
4093,1625.222,0.000,-0.585,0.000,0.000,0.000,0.000
4094,1625.650,0.000,-0.231,0.000,0.000,0.000,0.000
4095,1626.079,1.415,1.415,0.000,0.000,0.000,0.000
4096,1626.507,0.000,-0.468,0.000,0.000,0.000,0.000
4097,1626.935,0.000,-0.468,0.000,0.000,0.000,0.000
4098,1627.364,0.650,0.650,0.000,0.000,0.000,0.000
4099,1627.792,0.000,-0.055,0.000,0.000,0.000,0.000
4100,1628.221,0.000,-0.527,0.000,0.000,0.000,0.000
4101,1628.649,0.708,0.708,0.000,0.000,0.000,0.000
4102,1629.078,1.473,1.473,0.000,0.000,0.000,0.000
4103,1629.506,0.000,-1.055,0.000,0.000,0.000,0.000
4104,1629.934,2.591,2.591,0.000,0.000,0.000,0.000
4105,1630.363,0.000,-1.172,0.000,0.000,0.000,0.000
4106,1630.791,0.415,0.415,0.000,0.000,0.000,0.000
4107,1631.220,0.000,-0.174,0.000,0.000,0.000,0.000
4108,1631.649,0.356,0.356,0.000,0.000,0.000,0.000
4109,1632.077,2.356,2.356,0.000,0.000,0.000,0.000
4110,1632.506,0.532,0.532,0.000,0.000,0.000,0.000
4111,1632.934,0.000,-0.527,0.000,0.000,0.000,0.000
4112,1633.363,0.415,0.415,0.000,0.000,0.000,0.000
4113,1633.791,1.708,1.708,0.000,0.000,0.000,0.000
4114,1634.220,0.000,-0.527,0.000,0.000,0.000,0.000
4115,1634.649,2.473,2.473,0.000,0.000,0.000,0.000
4116,1635.077,0.356,0.356,0.000,0.000,0.000,0.000
4117,1635.506,0.000,-0.116,0.000,0.000,0.000,0.000
4118,1635.935,0.000,-0.527,0.000,0.000,0.000,0.000
4119,1636.363,1.473,1.473,0.000,0.000,0.000,0.000
4120,1636.792,0.650,0.650,0.000,0.000,0.000,0.000
4121,1637.221,0.532,0.532,0.000,0.000,0.000,0.000
4122,1637.649,0.000,-1.116,0.000,0.000,0.000,0.000
4123,1638.078,0.180,0.180,0.000,0.000,0.000,0.000
4124,1638.507,0.000,-1.644,0.000,0.000,0.000,0.000
4125,1638.936,0.000,-1.409,0.000,0.000,0.000,0.000
4126,1639.365,0.532,0.532,0.000,0.000,0.000,0.000
4127,1639.793,0.650,0.650,0.000,0.000,0.000,0.000
4128,1640.222,0.000,-0.703,0.000,0.000,0.000,0.000
4129,1640.651,0.000,-0.879,0.000,0.000,0.000,0.000
4130,1641.080,0.000,-0.350,0.000,0.000,0.000,0.000
4131,1641.509,0.000,-1.233,0.000,0.000,0.000,0.000
4132,1641.938,0.000,-0.233,0.000,0.000,0.000,0.000
4133,1642.367,1.356,1.356,0.000,0.000,0.000,0.000
4134,1642.795,0.356,0.356,0.000,0.000,0.000,0.000
4135,1643.224,0.826,0.826,0.000,0.000,0.000,0.000
4136,1643.653,0.356,0.356,0.000,0.000,0.000,0.000
4137,1644.082,1.297,1.297,0.000,0.000,0.000,0.000
4138,1644.511,0.532,0.532,0.000,0.000,0.000,0.000
4139,1644.940,0.000,-1.174,0.000,0.000,0.000,0.000
4140,1645.369,2.708,2.708,0.000,0.000,0.000,0.000
4141,1645.798,0.000,-0.644,0.000,0.000,0.000,0.000
4142,1646.227,1.297,1.297,0.000,0.000,0.000,0.000
4143,1646.656,0.000,-0.350,0.000,0.000,0.000,0.000
4144,1647.085,0.000,-1.644,0.000,0.000,0.000,0.000
4145,1647.514,0.000,-1.409,0.000,0.000,0.000,0.000
4146,1647.944,0.532,0.532,0.000,0.000,0.000,0.000
4147,1648.373,0.415,0.415,0.000,0.000,0.000,0.000
4148,1648.802,0.591,0.591,0.000,0.000,0.000,0.000
4149,1649.231,0.000,-0.468,0.000,0.000,0.000,0.000
4150,1649.660,0.000,-0.174,0.000,0.000,0.000,0.000
4151,1650.089,0.000,-0.879,0.000,0.000,0.000,0.000
4152,1650.518,1.650,1.650,0.000,0.000,0.000,0.000
4153,1650.948,0.062,0.062,0.000,0.000,0.000,0.000
4154,1651.377,0.000,-0.409,0.000,0.000,0.000,0.000
4155,1651.806,0.532,0.532,0.000,0.000,0.000,0.000
4156,1652.235,0.826,0.826,0.000,0.000,0.000,0.000
4157,1652.664,0.000,-0.468,0.000,0.000,0.000,0.000
4158,1653.094,0.119,0.119,0.000,0.000,0.000,0.000
4159,1653.523,0.650,0.650,0.000,0.000,0.000,0.000
4160,1653.952,0.000,-0.409,0.000,0.000,0.000,0.000
4161,1654.382,0.000,-0.822,0.000,0.000,0.000,0.000
4162,1654.811,0.708,0.708,0.000,0.000,0.000,0.000
4163,1655.240,0.297,0.297,0.000,0.000,0.000,0.000
4164,1655.670,0.708,0.708,0.000,0.000,0.000,0.000
4165,1656.099,0.767,0.767,0.000,0.000,0.000,0.000
4166,1656.528,0.000,-1.820,0.000,0.000,0.000,0.000
4167,1656.958,1.119,1.119,0.000,0.000,0.000,0.000
4168,1657.387,0.591,0.591,0.000,0.000,0.000,0.000
4169,1657.817,0.000,-1.350,0.000,0.000,0.000,0.000
4170,1658.246,0.884,0.884,0.000,0.000,0.000,0.000
4171,1658.675,0.000,-0.820,0.000,0.000,0.000,0.000
4172,1659.105,0.708,0.708,0.000,0.000,0.000,0.000
4173,1659.534,2.884,2.884,0.000,0.000,0.000,0.000
4174,1659.964,0.002,0.002,0.000,0.000,0.000,0.000
4175,1660.393,2.002,2.002,0.000,0.000,0.000,0.000
4176,1660.823,0.826,0.826,0.000,0.000,0.000,0.000
4177,1661.253,1.473,1.473,0.000,0.000,0.000,0.000
4178,1661.682,0.000,-1.057,0.000,0.000,0.000,0.000
4179,1662.112,0.000,-1.350,0.000,0.000,0.000,0.000
4180,1662.541,1.591,1.591,0.000,0.000,0.000,0.000
4181,1662.971,0.000,-0.761,0.000,0.000,0.000,0.000
4182,1663.400,0.000,-0.350,0.000,0.000,0.000,0.000
4183,1663.830,0.591,0.591,0.000,0.000,0.000,0.000
4184,1664.260,0.000,-1.233,0.000,0.000,0.000,0.000
4185,1664.689,0.000,-0.233,0.000,0.000,0.000,0.000
4186,1665.119,0.650,0.650,0.000,0.000,0.000,0.000
4187,1665.549,0.884,0.884,0.000,0.000,0.000,0.000
4188,1665.978,0.000,-1.761,0.000,0.000,0.000,0.000
4189,1666.408,0.000,-1.409,0.000,0.000,0.000,0.000
4190,1666.838,0.000,-1.468,0.000,0.000,0.000,0.000
4191,1667.268,0.943,0.943,0.000,0.000,0.000,0.000
4192,1667.697,0.000,-0.527,0.000,0.000,0.000,0.000
4193,1668.127,1.119,1.119,0.000,0.000,0.000,0.000
4194,1668.557,0.473,0.473,0.000,0.000,0.000,0.000
4195,1668.987,0.000,-1.938,0.000,0.000,0.000,0.000
4196,1669.417,1.121,1.121,0.000,0.000,0.000,0.000
4197,1669.846,0.000,-0.116,0.000,0.000,0.000,0.000
4198,1670.276,2.591,2.591,0.000,0.000,0.000,0.000
4199,1670.706,2.415,2.415,0.000,0.000,0.000,0.000
4200,1671.136,1.473,1.473,0.000,0.000,0.000,0.000
4201,1671.566,0.000,-0.703,0.000,0.000,0.000,0.000
4202,1671.996,0.000,-0.292,0.000,0.000,0.000,0.000
4203,1672.426,0.000,-0.468,0.000,0.000,0.000,0.000
4204,1672.856,0.473,0.473,0.000,0.000,0.000,0.000
4205,1673.286,3.061,3.061,0.000,0.000,0.000,0.000
4206,1673.716,0.000,-0.939,0.000,0.000,0.000,0.000
4207,1674.146,2.415,2.415,0.000,0.000,0.000,0.000
4208,1674.576,0.708,0.708,0.000,0.000,0.000,0.000
4209,1675.006,0.000,-1.409,0.000,0.000,0.000,0.000
4210,1675.436,2.473,2.473,0.000,0.000,0.000,0.000
4211,1675.866,1.884,1.884,0.000,0.000,0.000,0.000
4212,1676.296,0.000,-0.350,0.000,0.000,0.000,0.000
4213,1676.726,0.000,-1.409,0.000,0.000,0.000,0.000
4214,1677.156,1.767,1.767,0.000,0.000,0.000,0.000
4215,1677.586,0.000,-1.116,0.000,0.000,0.000,0.000
4216,1678.016,2.767,2.767,0.000,0.000,0.000,0.000
4217,1678.446,0.000,-0.585,0.000,0.000,0.000,0.000
4218,1678.876,1.826,1.826,0.000,0.000,0.000,0.000
4219,1679.307,0.239,0.239,0.000,0.000,0.000,0.000
4220,1679.737,0.000,-1.350,0.000,0.000,0.000,0.000
4221,1680.167,0.000,-1.350,0.000,0.000,0.000,0.000
4222,1680.597,0.000,-1.761,0.000,0.000,0.000,0.000
4223,1681.027,0.000,-1.820,0.000,0.000,0.000,0.000
4224,1681.458,1.650,1.650,0.000,0.000,0.000,0.000
4225,1681.888,0.532,0.532,0.000,0.000,0.000,0.000
4226,1682.318,0.000,-0.174,0.000,0.000,0.000,0.000
4227,1682.748,0.532,0.532,0.000,0.000,0.000,0.000
4228,1683.179,0.884,0.884,0.000,0.000,0.000,0.000
4229,1683.609,0.000,-0.350,0.000,0.000,0.000,0.000
4230,1684.039,0.000,-1.292,0.000,0.000,0.000,0.000
4231,1684.470,0.000,-1.527,0.000,0.000,0.000,0.000
4232,1684.900,1.591,1.591,0.000,0.000,0.000,0.000
4233,1685.330,0.000,-0.057,0.000,0.000,0.000,0.000
4234,1685.761,0.000,-0.174,0.000,0.000,0.000,0.000
4235,1686.191,0.000,-1.292,0.000,0.000,0.000,0.000
4236,1686.622,1.532,1.532,0.000,0.000,0.000,0.000
4237,1687.052,0.000,-0.703,0.000,0.000,0.000,0.000
4238,1687.482,0.767,0.767,0.000,0.000,0.000,0.000
4239,1687.913,0.000,-0.116,0.000,0.000,0.000,0.000
4240,1688.343,0.473,0.473,0.000,0.000,0.000,0.000
4241,1688.774,0.000,-0.116,0.000,0.000,0.000,0.000
4242,1689.204,0.000,-0.292,0.000,0.000,0.000,0.000
4243,1689.635,0.061,0.061,0.000,0.000,0.000,0.000
