ch,keV,net,fit,model,continuum_raw,Eu-152,Esc-NaI
403,1186.086,790.667,790.667,896.919,148.218,896.919,0.000
404,1189.118,769.167,769.167,865.513,144.383,865.513,0.000
405,1192.149,786.867,786.867,841.934,143.809,841.934,0.000
406,1195.180,787.967,787.967,821.700,143.235,821.700,0.000
407,1198.212,744.167,744.167,803.738,142.662,803.738,0.000
408,1201.243,748.633,748.633,787.118,142.088,787.118,0.000
409,1204.275,720.933,720.933,771.051,141.514,771.051,0.000
410,1207.307,642.000,642.000,754.885,140.940,754.885,0.000
411,1210.339,678.400,678.400,738.106,140.366,738.106,0.000
412,1213.371,681.100,681.100,720.337,139.792,720.337,0.000
413,1216.403,699.033,699.033,701.341,139.218,701.341,0.000
414,1219.435,672.867,672.867,681.015,138.645,681.015,0.000
415,1222.468,629.467,629.467,659.389,138.071,659.389,0.000
416,1225.500,592.000,592.000,636.615,137.497,636.615,0.000
417,1228.533,582.867,582.867,612.952,136.923,612.952,0.000
418,1231.566,615.533,615.533,588.750,136.349,588.750,0.000
419,1234.598,549.467,549.467,564.432,135.775,564.432,0.000
420,1237.631,544.033,544.033,540.463,135.201,540.463,0.000
421,1240.664,509.000,509.000,517.331,134.628,517.331,0.000
422,1243.698,508.233,508.233,495.517,134.054,495.517,0.000
423,1246.731,473.933,473.933,475.474,133.480,475.474,0.000
424,1249.764,459.567,459.567,457.604,132.906,457.604,0.000
425,1252.798,474.933,474.933,442.236,132.332,442.236,0.000
426,1255.831,455.467,455.467,429.615,131.758,429.615,0.000
427,1258.865,469.233,469.233,419.884,131.184,419.884,0.000
428,1261.899,431.733,431.733,413.084,130.611,413.084,0.000
429,1264.932,432.433,432.433,409.146,130.037,409.146,0.000
430,1267.966,436.133,436.133,407.893,129.463,407.893,0.000
431,1271.000,481.733,481.733,409.050,128.889,409.050,0.000
432,1274.034,462.267,462.267,412.247,128.315,412.247,0.000
433,1277.069,443.200,443.200,417.043,127.741,417.043,0.000
434,1280.103,470.233,470.233,422.936,127.167,422.936,0.000
435,1283.137,489.033,489.033,429.388,126.594,429.388,0.000
436,1286.172,446.200,446.200,435.850,126.020,435.850,0.000
437,1289.206,457.367,457.367,441.787,125.446,441.787,0.000
438,1292.241,473.633,473.633,446.706,124.872,446.706,0.000
439,1295.275,478.733,478.733,450.180,124.298,450.180,0.000
440,1298.310,518.633,518.633,451.875,123.724,451.875,0.000
441,1301.345,460.600,460.600,451.569,123.150,451.569,0.000
442,1304.380,464.133,464.133,449.173,122.577,449.173,0.000
443,1307.415,455.933,455.933,444.744,122.003,444.744,0.000
444,1310.450,442.567,442.567,438.491,121.429,438.491,0.000
445,1313.485,434.267,434.267,430.782,120.855,430.782,0.000
446,1316.520,452.500,452.500,422.141,120.281,422.141,0.000
447,1319.555,400.900,400.900,413.243,119.707,413.243,0.000
448,1322.591,403.100,403.100,404.908,119.133,404.908,0.000
449,1325.626,361.967,361.967,398.087,118.560,398.087,0.000
450,1328.661,386.933,386.933,393.846,117.986,393.846,0.000
451,1331.697,344.133,344.133,393.355,117.412,393.355,0.000
452,1334.732,366.267,366.267,397.865,116.838,397.865,0.000
453,1337.768,357.833,357.833,408.687,116.264,408.687,0.000
454,1340.804,373.433,373.433,427.164,115.690,427.164,0.000
455,1343.839,417.400,417.400,454.643,115.116,454.643,0.000
456,1346.875,407.133,407.133,492.432,114.543,492.432,0.000
457,1349.911,471.633,471.633,541.757,113.969,541.757,0.000
458,1352.947,527.333,527.333,603.707,113.395,603.707,0.000
459,1355.982,640.967,640.967,679.175,112.821,679.175,0.000
460,1359.018,690.133,690.133,768.790,112.247,768.790,0.000
461,1362.054,863.800,863.800,872.846,111.673,872.846,0.000
462,1365.090,926.033,926.033,991.234,111.099,991.234,0.000
463,1368.126,1076.267,1076.267,1123.378,110.526,1123.378,0.000
464,1371.162,1221.433,1221.433,1268.186,109.952,1268.186,0.000
465,1374.199,1388.367,1388.367,1424.008,109.378,1424.008,0.000
466,1377.235,1523.667,1523.667,1588.630,108.804,1588.630,0.000
467,1380.271,1726.933,1726.933,1759.288,108.230,1759.288,0.000
468,1383.307,1902.233,1902.233,1932.718,107.656,1932.718,0.000
469,1386.343,2159.167,2159.167,2105.231,107.082,2105.231,0.000
470,1389.380,2378.033,2378.033,2272.834,106.509,2272.834,0.000
471,1392.416,2568.267,2568.267,2431.363,105.935,2431.363,0.000
472,1395.452,2804.300,2804.300,2576.652,105.361,2576.652,0.000
473,1398.488,3025.233,3025.233,2704.707,104.787,2704.707,0.000
474,1401.525,3160.733,3160.733,2811.884,104.213,2811.884,0.000
475,1404.561,3232.367,3232.367,2895.061,103.639,2895.061,0.000
476,1407.598,3390.833,3390.833,2951.792,103.065,2951.792,0.000
477,1410.634,3359.167,3359.167,2980.418,102.492,2980.418,0.000
478,1413.670,3342.300,3342.300,2980.158,101.918,2980.158,0.000
479,1416.707,3230.667,3230.667,2951.137,101.344,2951.137,0.000
480,1419.743,3129.800,3129.800,2894.379,100.770,2894.379,0.000
481,1422.780,3140.267,3140.267,2811.744,100.196,2811.744,0.000
482,1425.816,3001.100,3001.100,2705.830,99.622,2705.830,0.000
483,1428.853,2897.333,2897.333,2579.836,99.048,2579.836,0.000
484,1431.889,2656.566,2656.566,2437.400,98.475,2437.400,0.000
485,1434.926,2517.066,2517.066,2282.423,97.901,2282.423,0.000
486,1437.962,2343.833,2343.833,2118.894,97.327,2118.894,0.000
487,1440.999,2101.533,2101.533,1950.244,96.279,1950.244,0.000
488,1444.035,1990.100,1990.100,1780.620,95.231,1780.620,0.000
489,1447.072,1802.666,1802.666,1613.338,94.183,1613.338,0.000
490,1450.108,1530.300,1530.300,1451.265,93.135,1451.265,0.000
491,1453.145,1343.900,1343.900,1296.758,92.088,1296.758,0.000
492,1456.181,1115.600,1115.600,1151.640,91.040,1151.640,0.000
493,1459.218,1058.933,1058.933,1017.203,89.992,1017.203,0.000
494,1462.254,914.300,914.300,894.237,88.944,894.237,0.000
495,1465.291,795.833,795.833,783.084,87.896,783.084,0.000
496,1468.327,645.166,645.166,683.700,86.848,683.700,0.000
497,1471.364,554.200,554.200,595.728,85.801,595.728,0.000
498,1474.400,514.133,514.133,518.572,84.753,518.572,0.000
499,1477.436,407.667,407.667,451.468,83.705,451.468,0.000
500,1480.473,399.067,399.067,393.547,82.657,393.547,0.000
501,1483.509,345.600,345.600,343.894,81.609,343.894,0.000
502,1486.546,288.267,288.267,301.589,80.561,301.589,0.000
503,1489.582,229.967,229.967,265.743,79.514,265.743,0.000
504,1492.618,220.833,220.833,235.520,78.466,235.520,0.000
505,1495.655,191.633,191.633,210.153,77.418,210.153,0.000
506,1498.691,176.433,176.433,188.951,76.370,188.951,0.000
507,1501.727,161.733,161.733,171.296,75.322,171.296,0.000
508,1504.763,173.300,173.300,156.648,74.274,156.648,0.000
509,1507.799,155.567,155.567,144.532,73.227,144.532,0.000
510,1510.835,158.567,158.567,134.535,72.179,134.535,0.000
511,1513.872,143.533,143.533,126.297,71.131,126.297,0.000
512,1516.908,145.933,145.933,119.506,70.083,119.506,0.000
513,1519.944,152.733,152.733,113.890,69.035,113.890,0.000
514,1522.980,123.133,123.133,109.215,67.987,109.215,0.000
515,1526.016,119.033,119.033,105.275,66.940,105.275,0.000
516,1529.051,141.733,141.733,101.896,65.892,101.896,0.000
517,1532.087,117.967,117.967,98.927,64.844,98.927,0.000
518,1535.123,161.367,161.367,96.244,63.796,96.244,0.000
519,1538.159,152.333,152.333,93.743,62.748,93.743,0.000
520,1541.195,157.467,157.467,91.342,61.700,91.342,0.000
521,1544.230,147.567,147.567,88.977,60.652,88.977,0.000
522,1547.266,142.733,142.733,86.603,59.605,86.603,0.000
523,1550.301,136.733,136.733,84.191,58.557,84.191,0.000
524,1553.337,137.933,137.933,81.723,57.509,81.723,0.000
525,1556.372,121.833,121.833,79.196,56.461,79.196,0.000
526,1559.408,133.200,133.200,76.614,55.413,76.614,0.000
527,1562.443,114.733,114.733,73.990,54.365,73.990,0.000
528,1565.478,114.033,114.033,71.340,53.318,71.340,0.000
529,1568.514,120.567,120.567,68.686,52.270,68.686,0.000
530,1571.549,88.967,88.967,66.047,51.222,66.047,0.000
531,1574.584,102.633,102.633,63.446,50.174,63.446,0.000
532,1577.619,71.067,71.067,60.902,49.126,60.902,0.000
533,1580.654,83.500,83.500,58.433,48.078,58.433,0.000
534,1583.689,59.600,59.600,56.053,47.031,56.053,0.000
535,1586.723,49.567,49.567,53.772,45.983,53.772,0.000
536,1589.758,65.833,65.833,51.597,44.935,51.597,0.000
537,1592.793,47.700,47.700,49.533,43.887,49.533,0.000
538,1595.827,46.600,46.600,47.579,42.839,47.579,0.000
539,1598.862,43.200,43.200,45.733,41.791,45.733,0.000
540,1601.896,27.767,27.767,43.991,40.744,43.991,0.000
541,1604.930,22.633,22.633,42.347,39.696,42.347,0.000
542,1607.965,25.700,25.700,40.791,38.648,40.791,0.000
543,1610.999,27.833,27.833,39.317,37.600,39.317,0.000
544,1614.033,28.667,28.667,37.914,36.552,37.914,0.000
545,1617.067,22.033,22.033,36.575,35.504,36.575,0.000
546,1620.101,14.600,14.600,35.290,34.457,35.290,0.000
547,1623.135,14.033,14.033,34.052,33.409,34.052,0.000
548,1626.168,12.100,12.100,32.852,32.361,32.852,0.000
549,1629.202,23.800,23.800,31.685,31.313,31.685,0.000
550,1632.236,15.433,15.433,30.544,30.265,30.544,0.000
551,1635.269,14.067,14.067,29.424,29.217,29.424,0.000
552,1638.302,11.967,11.967,28.322,28.169,28.322,0.000
553,1641.336,14.133,14.133,27.233,27.122,27.233,0.000
554,1644.369,12.133,12.133,26.154,26.074,26.154,0.000
555,1647.402,19.067,19.067,25.083,25.026,25.083,0.000
556,1650.435,19.100,19.100,24.019,23.978,24.019,0.000
557,1653.467,18.367,18.367,22.959,22.930,22.959,0.000
558,1656.500,18.067,18.067,21.902,21.882,21.902,0.000
559,1659.533,14.800,14.800,20.848,20.835,20.848,0.000
560,1662.565,9.033,9.033,19.796,19.787,19.796,0.000
561,1665.598,13.067,13.067,18.745,18.739,18.745,0.000
562,1668.630,13.800,13.800,17.695,17.691,17.695,0.000
563,1671.662,10.900,10.900,16.646,16.643,16.646,0.000
564,1674.694,16.967,16.967,15.597,15.595,15.597,0.000
565,1677.726,15.933,15.933,14.549,14.548,14.549,0.000
566,1680.758,17.300,17.300,13.501,13.500,13.501,0.000
567,1683.789,20.867,20.867,12.452,12.452,12.452,0.000
568,1686.821,14.200,14.200,11.404,11.404,11.404,0.000
569,1689.852,17.800,17.800,10.356,10.356,10.356,0.000
570,1692.884,10.400,10.400,9.309,9.308,9.309,0.000
571,1695.915,13.033,13.033,8.261,8.261,8.261,0.000
572,1698.946,15.433,15.433,7.213,7.213,7.213,0.000
573,1701.977,16.033,16.033,6.165,6.165,6.165,0.000
574,1705.008,7.933,7.933,5.117,5.117,5.117,0.000
575,1708.038,6.033,6.033,4.069,4.069,4.069,0.000
576,1711.069,8.900,8.900,3.021,3.021,3.021,0.000
577,1714.099,9.967,9.967,1.974,1.974,1.974,0.000
578,1717.129,2.533,2.533,0.926,0.926,0.926,0.000
579,1720.160,3.033,3.033,0.917,0.917,0.917,0.000
580,1723.189,8.133,8.133,0.908,0.908,0.908,0.000
581,1726.219,2.467,2.467,0.899,0.899,0.899,0.000
582,1729.249,4.200,4.200,0.890,0.890,0.890,0.000
583,1732.278,0.000,-0.167,0.881,0.881,0.881,0.000
584,1735.308,5.467,5.467,0.872,0.872,0.872,0.000
585,1738.337,2.200,2.200,0.863,0.863,0.863,0.000
586,1741.366,5.033,5.033,0.854,0.854,0.854,0.000
587,1744.395,4.633,4.633,0.845,0.845,0.845,0.000
588,1747.424,4.867,4.867,0.836,0.836,0.836,0.000
589,1750.452,3.133,3.133,0.827,0.827,0.827,0.000
590,1753.481,6.667,6.667,0.818,0.818,0.818,0.000
591,1756.509,0.800,0.800,0.809,0.809,0.809,0.000
592,1759.537,2.267,2.267,0.800,0.800,0.800,0.000
593,1762.565,5.167,5.167,0.791,0.791,0.791,0.000
594,1765.593,5.633,5.633,0.782,0.782,0.782,0.000
595,1768.621,5.000,5.000,0.773,0.773,0.773,0.000
596,1771.648,3.467,3.467,0.764,0.764,0.764,0.000
597,1774.676,2.700,2.700,0.755,0.755,0.755,0.000
598,1777.703,0.000,-1.467,0.746,0.746,0.746,0.000
599,1780.730,8.733,8.733,0.737,0.737,0.737,0.000
600,1783.757,2.733,2.733,0.728,0.728,0.728,0.000
601,1786.783,0.300,0.300,0.719,0.719,0.719,0.000
602,1789.810,5.500,5.500,0.710,0.710,0.710,0.000
603,1792.836,2.300,2.300,0.701,0.701,0.701,0.000
604,1795.862,5.267,5.267,0.692,0.692,0.000,0.000
605,1798.888,0.000,-1.767,0.683,0.683,0.000,0.000
606,1801.914,2.533,2.533,0.674,0.674,0.000,0.000
607,1804.939,1.000,1.000,0.665,0.665,0.000,0.000
608,1807.965,3.733,3.733,0.656,0.656,0.000,0.000
609,1810.990,1.300,1.300,0.647,0.647,0.000,0.000
610,1814.015,0.000,-0.733,0.638,0.638,0.000,0.000
611,1817.040,1.200,1.200,0.629,0.629,0.000,0.000
612,1820.064,1.133,1.133,0.620,0.620,0.000,0.000
613,1823.089,0.233,0.233,0.611,0.611,0.000,0.000
614,1826.113,3.367,3.367,0.602,0.602,0.000,0.000
615,1829.137,2.167,2.167,0.593,0.593,0.000,0.000
616,1832.161,1.800,1.800,0.584,0.584,0.000,0.000
617,1835.184,4.900,4.900,0.575,0.575,0.000,0.000
618,1838.208,0.000,-0.467,0.566,0.566,0.000,0.000
619,1841.231,0.000,-0.467,0.557,0.557,0.000,0.000
620,1844.254,0.367,0.367,0.548,0.548,0.000,0.000
621,1847.277,0.000,-0.533,0.539,0.539,0.000,0.000
622,1850.300,1.633,1.633,0.530,0.530,0.000,0.000
623,1853.322,3.467,3.467,0.521,0.521,0.000,0.000
624,1856.344,0.000,-1.800,0.512,0.512,0.000,0.000
625,1859.366,0.000,-1.267,0.503,0.503,0.000,0.000
626,1862.388,0.633,0.633,0.494,0.494,0.000,0.000
627,1865.410,0.000,-0.333,0.485,0.485,0.000,0.000
628,1868.431,0.000,-0.767,0.476,0.476,0.000,0.000
629,1871.452,3.300,3.300,0.467,0.467,0.000,0.000
630,1874.473,2.800,2.800,0.458,0.458,0.000,0.000
631,1877.494,0.000,-0.267,0.449,0.449,0.000,0.000
632,1880.514,0.500,0.500,0.440,0.440,0.000,0.000
633,1883.534,0.100,0.100,0.431,0.431,0.000,0.000
634,1886.555,4.167,4.167,0.422,0.422,0.000,0.000
635,1889.574,0.900,0.900,0.413,0.413,0.000,0.000
636,1892.594,2.133,2.133,0.404,0.404,0.000,0.000
637,1895.613,0.000,-1.433,0.395,0.395,0.000,0.000
638,1898.632,0.000,-0.067,0.386,0.386,0.000,0.000
639,1901.651,0.267,0.267,0.377,0.377,0.000,0.000
640,1904.670,0.000,-0.300,0.368,0.368,0.000,0.000
641,1907.688,3.000,3.000,0.359,0.359,0.000,0.000
642,1910.707,1.133,1.133,0.351,0.351,0.000,0.000
643,1913.724,3.033,3.033,0.342,0.342,0.000,0.000
644,1916.742,0.000,-0.167,0.333,0.333,0.000,0.000
645,1919.760,0.867,0.867,0.324,0.324,0.000,0.000
646,1922.777,0.000,-1.133,0.315,0.315,0.000,0.000
647,1925.794,0.000,-1.000,0.306,0.306,0.000,0.000
648,1928.811,2.867,2.867,0.297,0.297,0.000,0.000
649,1931.827,0.000,-0.600,0.288,0.288,0.000,0.000
650,1934.843,0.000,0.000,0.279,0.279,0.000,0.000
651,1937.859,0.000,-0.400,0.270,0.270,0.000,0.000
652,1940.875,1.333,1.333,0.261,0.261,0.000,0.000
653,1943.890,0.800,0.800,0.252,0.252,0.000,0.000
654,1946.906,2.867,2.867,0.243,0.243,0.000,0.000
655,1949.921,0.000,-1.300,0.234,0.234,0.000,0.000
656,1952.935,0.000,-0.300,0.225,0.225,0.000,0.000
657,1955.950,1.033,1.033,0.216,0.216,0.000,0.000
658,1958.964,1.733,1.733,0.207,0.207,0.000,0.000
659,1961.978,0.000,-0.467,0.198,0.198,0.000,0.000
660,1964.991,0.000,-0.100,0.189,0.189,0.000,0.000
661,1968.005,0.700,0.700,0.180,0.180,0.000,0.000
662,1971.018,4.000,4.000,0.171,0.171,0.000,0.000
663,1974.031,0.133,0.133,0.162,0.162,0.000,0.000
664,1977.043,2.700,2.700,0.153,0.153,0.000,0.000
665,1980.056,3.067,3.067,0.144,0.144,0.000,0.000
666,1983.068,0.667,0.667,0.135,0.135,0.000,0.000
667,1986.080,0.800,0.800,0.126,0.126,0.000,0.000
668,1989.091,0.833,0.833,0.117,0.117,0.000,0.000
669,1992.102,0.700,0.700,0.108,0.108,0.000,0.000
670,1995.113,0.000,-0.967,0.099,0.099,0.000,0.000
671,1998.124,0.000,-0.333,0.090,0.090,0.000,0.000
672,2001.134,1.100,1.100,0.081,0.081,0.000,0.000
673,2004.144,1.733,1.733,0.072,0.072,0.000,0.000
674,2007.154,0.000,-1.000,0.063,0.063,0.000,0.000
675,2010.163,0.000,-0.700,0.054,0.054,0.000,0.000
676,2013.173,2.267,2.267,0.045,0.045,0.000,0.000
677,2016.182,1.800,1.800,0.036,0.036,0.000,0.000
678,2019.190,0.000,-0.100,0.027,0.027,0.000,0.000
679,2022.199,5.033,5.033,0.018,0.018,0.000,0.000
680,2025.207,1.800,1.800,0.009,0.009,0.000,0.000
681,2028.214,0.000,-0.167,0.000,0.000,0.000,0.000
682,2031.222,0.000,-0.033,0.000,0.000,0.000,0.000
683,2034.229,2.133,2.133,0.000,0.000,0.000,0.000
684,2037.236,1.133,1.133,0.000,0.000,0.000,0.000
685,2040.242,0.000,-0.733,0.000,0.000,0.000,0.000
686,2043.248,2.100,2.100,0.000,0.000,0.000,0.000
687,2046.254,0.000,-0.367,0.000,0.000,0.000,0.000
688,2049.260,0.000,-0.167,0.000,0.000,0.000,0.000
689,2052.265,1.833,1.833,0.000,0.000,0.000,0.000
690,2055.270,2.000,2.000,0.000,0.000,0.000,0.000
691,2058.275,2.300,2.300,0.000,0.000,0.000,0.000
692,2061.279,0.733,0.733,0.000,0.000,0.000,0.000
693,2064.283,0.000,-0.967,0.000,0.000,0.000,0.000
694,2067.287,2.067,2.067,0.000,0.000,0.000,0.000
695,2070.291,0.867,0.867,0.000,0.000,0.000,0.000
696,2073.294,0.000,-0.833,0.000,0.000,0.000,0.000
697,2076.296,0.667,0.667,0.000,0.000,0.000,0.000
698,2079.299,0.000,-0.233,0.000,0.000,0.000,0.000
699,2082.301,0.633,0.633,0.000,0.000,0.000,0.000
700,2085.303,0.000,-0.067,0.000,0.000,0.000,0.000
701,2088.304,0.733,0.733,0.000,0.000,0.000,0.000
702,2091.305,0.067,0.067,0.000,0.000,0.000,0.000
703,2094.306,0.000,-1.333,0.000,0.000,0.000,0.000
704,2097.307,1.033,1.033,0.000,0.000,0.000,0.000
705,2100.307,2.667,2.667,0.000,0.000,0.000,0.000
706,2103.307,0.867,0.867,0.000,0.000,0.000,0.000
707,2106.306,0.000,-1.133,0.000,0.000,0.000,0.000
708,2109.305,0.433,0.433,0.000,0.000,0.000,0.000
709,2112.304,0.000,-1.467,0.000,0.000,0.000,0.000
710,2115.302,1.633,1.633,0.000,0.000,0.000,0.000
711,2118.301,0.000,-1.167,0.000,0.000,0.000,0.000
712,2121.298,0.000,-0.600,0.000,0.000,0.000,0.000
713,2124.296,0.000,-0.900,0.000,0.000,0.000,0.000
714,2127.293,0.733,0.733,0.000,0.000,0.000,0.000
715,2130.289,0.000,-0.300,0.000,0.000,0.000,0.000
716,2133.286,0.867,0.867,0.000,0.000,0.000,0.000
717,2136.282,0.000,-1.400,0.000,0.000,0.000,0.000
718,2139.277,1.767,1.767,0.000,0.000,0.000,0.000
719,2142.273,0.000,-0.267,0.000,0.000,0.000,0.000
720,2145.268,0.800,0.800,0.000,0.000,0.000,0.000
721,2148.262,0.000,-0.933,0.000,0.000,0.000,0.000
722,2151.257,0.000,-0.567,0.000,0.000,0.000,0.000
723,2154.250,1.767,1.767,0.000,0.000,0.000,0.000
724,2157.244,2.933,2.933,0.000,0.000,0.000,0.000
725,2160.237,1.167,1.167,0.000,0.000,0.000,0.000
726,2163.230,0.700,0.700,0.000,0.000,0.000,0.000
727,2166.222,0.000,-0.067,0.000,0.000,0.000,0.000
728,2169.214,0.000,-1.500,0.000,0.000,0.000,0.000
729,2172.206,0.000,-0.233,0.000,0.000,0.000,0.000
730,2175.197,0.067,0.067,0.000,0.000,0.000,0.000
731,2178.188,0.000,-0.167,0.000,0.000,0.000,0.000
732,2181.179,0.000,-0.200,0.000,0.000,0.000,0.000
733,2184.169,0.000,-1.267,0.000,0.000,0.000,0.000
734,2187.159,0.633,0.633,0.000,0.000,0.000,0.000
735,2190.148,0.700,0.700,0.000,0.000,0.000,0.000
736,2193.137,0.000,-0.733,0.000,0.000,0.000,0.000
737,2196.126,0.867,0.867,0.000,0.000,0.000,0.000
738,2199.114,0.000,-0.267,0.000,0.000,0.000,0.000
739,2202.102,0.800,0.800,0.000,0.000,0.000,0.000
740,2205.089,0.000,-1.433,0.000,0.000,0.000,0.000
741,2208.076,1.633,1.633,0.000,0.000,0.000,0.000
742,2211.063,0.000,-0.300,0.000,0.000,0.000,0.000
743,2214.049,0.000,-0.167,0.000,0.000,0.000,0.000
744,2217.035,0.000,-0.200,0.000,0.000,0.000,0.000
745,2220.021,0.067,0.067,0.000,0.000,0.000,0.000
746,2223.006,0.000,-1.300,0.000,0.000,0.000,0.000
747,2225.991,2.133,2.133,0.000,0.000,0.000,0.000
748,2228.975,1.000,1.000,0.000,0.000,0.000,0.000
749,2231.959,1.167,1.167,0.000,0.000,0.000,0.000
750,2234.942,0.000,-1.067,0.000,0.000,0.000,0.000
751,2237.925,0.000,-0.333,0.000,0.000,0.000,0.000
752,2240.908,0.000,-0.067,0.000,0.000,0.000,0.000
753,2243.890,1.967,1.967,0.000,0.000,0.000,0.000
754,2246.872,0.000,-0.900,0.000,0.000,0.000,0.000
755,2249.854,0.033,0.033,0.000,0.000,0.000,0.000
756,2252.835,0.000,-1.000,0.000,0.000,0.000,0.000
757,2255.815,0.067,0.067,0.000,0.000,0.000,0.000
758,2258.796,1.133,1.133,0.000,0.000,0.000,0.000
759,2261.775,0.000,-0.067,0.000,0.000,0.000,0.000
760,2264.755,0.000,-1.133,0.000,0.000,0.000,0.000
761,2267.734,0.000,-1.233,0.000,0.000,0.000,0.000
762,2270.712,0.000,-0.733,0.000,0.000,0.000,0.000
763,2273.690,0.000,-0.733,0.000,0.000,0.000,0.000
764,2276.668,1.267,1.267,0.000,0.000,0.000,0.000
765,2279.645,0.000,-0.200,0.000,0.000,0.000,0.000
766,2282.622,0.800,0.800,0.000,0.000,0.000,0.000
767,2285.599,1.033,1.033,0.000,0.000,0.000,0.000
768,2288.575,0.167,0.167,0.000,0.000,0.000,0.000
769,2291.550,0.000,-0.133,0.000,0.000,0.000,0.000
770,2294.525,0.000,-0.767,0.000,0.000,0.000,0.000
771,2297.500,0.000,-0.700,0.000,0.000,0.000,0.000
772,2300.474,0.333,0.333,0.000,0.000,0.000,0.000
773,2303.448,0.000,-0.833,0.000,0.000,0.000,0.000
774,2306.421,1.900,1.900,0.000,0.000,0.000,0.000
775,2309.394,1.233,1.233,0.000,0.000,0.000,0.000
776,2312.367,0.000,-1.067,0.000,0.000,0.000,0.000
777,2315.339,0.067,0.067,0.000,0.000,0.000,0.000
778,2318.310,2.100,2.100,0.000,0.000,0.000,0.000
779,2321.281,0.000,-0.800,0.000,0.000,0.000,0.000
780,2324.252,0.000,-0.867,0.000,0.000,0.000,0.000
781,2327.222,0.967,0.967,0.000,0.000,0.000,0.000
782,2330.192,1.100,1.100,0.000,0.000,0.000,0.000
783,2333.162,0.133,0.133,0.000,0.000,0.000,0.000
784,2336.130,0.000,-0.867,0.000,0.000,0.000,0.000
785,2339.099,1.400,1.400,0.000,0.000,0.000,0.000
786,2342.067,0.300,0.300,0.000,0.000,0.000,0.000
787,2345.034,0.000,-0.967,0.000,0.000,0.000,0.000
788,2348.001,0.300,0.300,0.000,0.000,0.000,0.000
789,2350.968,0.300,0.300,0.000,0.000,0.000,0.000
790,2353.934,1.400,1.400,0.000,0.000,0.000,0.000
791,2356.900,0.000,-0.800,0.000,0.000,0.000,0.000
792,2359.865,0.200,0.200,0.000,0.000,0.000,0.000
793,2362.829,0.000,-0.800,0.000,0.000,0.000,0.000
794,2365.794,0.000,-0.833,0.000,0.000,0.000,0.000
795,2368.757,0.000,-0.500,0.000,0.000,0.000,0.000
796,2371.721,1.500,1.500,0.000,0.000,0.000,0.000
797,2374.683,0.233,0.233,0.000,0.000,0.000,0.000
798,2377.646,0.000,-0.767,0.000,0.000,0.000,0.000
799,2380.608,0.633,0.633,0.000,0.000,0.000,0.000
800,2383.569,0.000,-0.500,0.000,0.000,0.000,0.000
801,2386.530,0.133,0.133,0.000,0.000,0.000,0.000
802,2389.490,0.000,-0.833,0.000,0.000,0.000,0.000
803,2392.450,0.333,0.333,0.000,0.000,0.000,0.000
804,2395.410,1.133,1.133,0.000,0.000,0.000,0.000
805,2398.369,1.367,1.367,0.000,0.000,0.000,0.000
806,2401.327,0.000,-0.733,0.000,0.000,0.000,0.000
807,2404.285,1.033,1.033,0.000,0.000,0.000,0.000
808,2407.242,0.167,0.167,0.000,0.000,0.000,0.000
809,2410.199,0.000,-0.800,0.000,0.000,0.000,0.000
810,2413.156,0.000,-0.667,0.000,0.000,0.000,0.000
811,2416.112,0.000,-0.633,0.000,0.000,0.000,0.000
812,2419.067,0.000,-0.733,0.000,0.000,0.000,0.000
813,2422.022,1.367,1.367,0.000,0.000,0.000,0.000
814,2424.977,1.333,1.333,0.000,0.000,0.000,0.000
815,2427.931,0.267,0.267,0.000,0.000,0.000,0.000
816,2430.884,0.267,0.267,0.000,0.000,0.000,0.000
817,2433.837,0.000,-0.800,0.000,0.000,0.000,0.000
818,2436.790,0.433,0.433,0.000,0.000,0.000,0.000
819,2439.742,1.500,1.500,0.000,0.000,0.000,0.000
820,2442.693,0.000,-0.600,0.000,0.000,0.000,0.000
821,2445.644,1.333,1.333,0.000,0.000,0.000,0.000
822,2448.594,0.100,0.100,0.000,0.000,0.000,0.000
823,2451.544,0.000,-0.367,0.000,0.000,0.000,0.000
824,2454.494,0.000,-0.267,0.000,0.000,0.000,0.000
825,2457.442,0.000,-0.533,0.000,0.000,0.000,0.000
826,2460.391,0.200,0.200,0.000,0.000,0.000,0.000
827,2463.338,0.000,-0.533,0.000,0.000,0.000,0.000
828,2466.286,0.000,-0.467,0.000,0.000,0.000,0.000
829,2469.233,0.000,-0.667,0.000,0.000,0.000,0.000
830,2472.179,0.300,0.300,0.000,0.000,0.000,0.000
831,2475.124,0.000,-0.567,0.000,0.000,0.000,0.000
832,2478.070,0.000,-0.633,0.000,0.000,0.000,0.000
833,2481.014,0.000,-0.700,0.000,0.000,0.000,0.000
834,2483.958,0.667,0.667,0.000,0.000,0.000,0.000
835,2486.902,0.000,-0.467,0.000,0.000,0.000,0.000
836,2489.845,0.000,-0.500,0.000,0.000,0.000,0.000
837,2492.787,1.333,1.333,0.000,0.000,0.000,0.000
838,2495.729,0.400,0.400,0.000,0.000,0.000,0.000
839,2498.671,0.000,-0.500,0.000,0.000,0.000,0.000
840,2501.612,0.000,-0.667,0.000,0.000,0.000,0.000
841,2504.552,0.567,0.567,0.000,0.000,0.000,0.000
842,2507.492,0.300,0.300,0.000,0.000,0.000,0.000
843,2510.431,0.000,-0.533,0.000,0.000,0.000,0.000
844,2513.370,0.000,-0.400,0.000,0.000,0.000,0.000
