ch,keV,net,fit,model,continuum_raw,Na-22,Ann-511
50,146.323,20852.622,20852.622,23410.652,12117.475,4688.861,18721.791
51,149.127,21038.434,21038.434,24009.745,12706.466,4830.702,19179.043
52,151.933,21080.778,21080.778,24591.604,13295.457,4971.311,19620.293
53,154.739,21745.600,21745.600,25170.953,13884.448,5117.270,20053.683
54,157.546,22220.145,22220.145,25761.504,14473.439,5273.548,20487.956
55,160.353,22192.278,22192.278,26373.112,15062.430,5440.929,20932.182
56,163.162,22814.956,22814.956,27012.592,15651.420,5616.160,21396.432
57,165.970,23486.756,23486.756,27685.127,16240.411,5794.242,21890.885
58,168.780,24446.978,24446.978,28394.087,16829.402,5971.045,22423.042
59,171.590,25613.845,25613.845,29137.544,17418.393,6144.662,22992.882
60,174.401,27355.511,27355.511,29151.628,17255.869,6117.356,23034.271
61,177.212,29856.634,29856.634,29163.820,17093.346,6087.676,23076.144
62,180.024,32382.567,32382.567,29144.771,16930.822,6057.123,23087.648
63,182.837,34765.656,34765.656,29071.138,16768.298,6026.684,23044.454
64,185.650,37278.389,37278.389,28934.894,16605.775,5996.488,22938.406
65,188.464,38854.422,38854.422,28744.995,16443.251,5965.916,22779.080
66,191.278,39904.845,39904.845,28521.124,16280.727,5934.098,22587.026
67,194.093,40114.056,40114.056,28284.188,16118.204,5900.601,22383.587
68,196.909,39879.400,39879.400,28049.229,15955.680,5866.005,22183.224
69,199.726,38404.056,38404.056,27823.487,15793.156,5832.096,21991.391
70,202.543,36955.367,36955.367,27608.622,15630.633,5801.511,21807.111
71,205.360,35730.489,35730.489,27404.229,15468.109,5776.895,21627.334
72,208.179,34037.211,34037.211,27210.125,15305.585,5759.854,21450.271
73,210.997,32337.922,32337.922,27026.435,15143.062,5750.108,21276.327
74,213.817,31206.534,31206.534,26852.100,14980.538,5745.166,21106.935
75,216.637,30127.956,30127.956,26683.525,14818.014,5740.755,20942.769
76,219.458,29017.911,29017.911,26514.766,14655.491,5731.955,20782.811
77,222.279,28693.345,28693.345,26339.444,14492.967,5714.702,20624.741
78,225.101,27505.378,27505.378,26153.224,14330.443,5687.109,20466.115
79,227.924,27475.456,27475.456,25955.422,14167.920,5650.036,20305.386
80,230.747,26752.989,26752.989,25748.994,14005.396,5606.725,20142.270
81,233.571,26505.211,26505.211,25539.237,13842.872,5561.694,19977.543
82,236.395,26185.745,26185.745,25332.160,13680.349,5519.411,19812.749
83,239.220,25968.922,25968.922,25133.307,13517.825,5483.173,19650.133
84,242.046,25531.578,25531.578,24947.146,13355.301,5454.405,19492.741
85,244.872,24767.334,24767.334,24776.693,13192.778,5432.399,19344.294
86,247.699,24669.634,24669.634,24419.262,12826.494,5358.290,19060.971
87,250.527,23963.334,23963.334,24077.200,12460.210,5284.128,18793.072
88,253.355,23247.467,23247.467,23746.387,12093.926,5205.661,18540.726
89,256.183,22806.656,22806.656,23420.446,11727.643,5119.537,18300.909
90,259.013,22298.967,22298.967,23091.926,11361.359,5024.206,18067.720
91,261.842,21686.345,21686.345,22753.927,10995.075,4920.214,17833.713
92,264.673,21140.711,21140.711,22401.705,10628.791,4809.765,17591.940
93,267.504,20542.478,20542.478,22033.856,10262.508,4695.799,17338.057
94,270.335,20045.378,20045.378,21652.836,9896.224,4580.994,17071.842
95,273.168,19270.078,19270.078,21264.729,9529.940,4467.092,16797.637
96,276.000,19134.478,19134.478,20878.337,9163.656,4354.736,16523.601
97,278.834,18605.889,18605.889,20503.699,8797.373,4243.753,16259.946
98,281.668,18215.233,18215.233,20150.254,8431.089,4133.645,16016.610
99,284.502,18193.867,18193.867,19824.934,8064.805,4024.006,15800.928
100,287.337,17742.145,17742.145,19530.619,7698.521,3914.716,15615.903
101,290.173,17479.433,17479.433,19265.406,7332.238,3805.865,15459.541
102,293.009,17040.689,17040.689,19023.012,6965.954,3697.542,15325.469
103,295.846,17146.322,17146.322,18794.265,6599.670,3589.652,15204.614
104,298.684,17066.856,17066.856,18569.218,6233.386,3481.873,15087.346
105,301.522,17068.456,17068.456,18339.107,5867.103,3373.791,14965.316
106,304.360,16932.533,16932.533,18097.449,5500.819,3265.120,14832.329
107,307.200,17036.956,17036.956,17839.900,5134.535,3155.898,14684.002
108,310.039,17047.022,17047.022,17562.987,4768.251,3046.563,14516.424
109,312.880,16720.489,16720.489,17262.227,4401.968,2937.863,14324.363
110,315.720,16486.711,16486.711,16930.325,4035.684,2830.637,14099.688
111,318.562,16444.033,16444.033,16556.075,3669.400,2725.531,13830.544
112,321.404,15861.133,15861.133,16124.443,3303.116,2622.750,13501.693
113,324.246,15630.345,15630.345,15618.067,2936.833,2521.919,13096.149
114,327.090,15220.367,15220.367,15020.080,2570.549,2422.104,12597.976
115,329.933,14346.622,14346.622,14317.806,2204.265,2321.996,11995.810
116,332.777,13414.311,13414.311,13506.497,1837.981,2220.217,11286.280
117,335.622,12852.245,12852.245,12592.047,1471.697,2115.657,10476.390
118,338.468,12049.867,12049.867,11951.162,1464.801,2113.732,9837.430
119,341.313,11080.522,11080.522,11251.578,1457.905,2108.960,9142.618
120,344.160,10182.278,10182.278,10526.453,1451.008,2101.994,8424.459
121,347.007,9402.556,9402.556,9809.992,1444.112,2093.885,7716.107
122,349.854,8777.489,8777.489,9132.492,1437.215,2085.766,7046.726
123,352.703,8239.722,8239.722,8516.598,1430.319,2078.549,6438.049
124,355.551,8024.133,8024.133,7975.491,1423.422,2072.712,5902.779
125,358.400,7704.345,7704.345,7513.091,1416.526,2068.221,5444.870
126,361.250,7464.167,7464.167,7125.831,1409.629,2064.618,5061.213
127,364.100,7133.367,7133.367,6805.232,1402.733,2061.206,4744.027
128,366.951,6656.133,6656.133,6540.538,1395.836,2057.286,4483.252
129,369.802,6716.889,6716.889,6320.839,1388.940,2052.370,4268.469
130,372.654,6453.633,6453.633,6136.444,1382.044,2046.309,4090.135
131,375.507,6363.367,6363.367,5979.483,1375.147,2039.307,3940.176
132,378.360,6267.033,6267.033,5843.941,1368.251,2031.843,3812.099
133,381.213,6125.845,6125.845,5725.348,1361.354,2024.514,3700.834
134,384.067,5878.911,5878.911,5620.362,1354.458,2017.881,3602.481
135,386.922,5814.800,5814.800,5526.400,1347.561,2012.341,3514.060
136,389.777,5763.600,5763.600,5441.409,1340.665,2008.069,3433.340
137,392.632,5565.033,5565.033,5363.771,1333.768,2005.040,3358.732
138,395.488,5335.711,5335.711,5292.314,1326.872,2003.087,3289.227
139,398.345,5289.356,5289.356,5226.344,1319.975,2001.988,3224.356
140,401.202,5327.645,5327.645,5165.643,1313.079,2001.527,3164.116
141,404.060,5160.133,5160.133,5110.387,1306.182,2001.532,3108.855
142,406.918,5196.867,5196.867,5060.986,1299.286,2001.870,3059.116
143,409.777,5227.533,5227.533,5017.864,1292.390,2002.418,3015.446
144,412.636,5110.756,5110.756,4981.252,1285.493,2003.034,2978.219
145,415.496,5080.222,5080.222,4951.016,1278.597,2003.537,2947.479
146,418.356,4958.145,4958.145,4926.569,1271.700,2003.712,2922.857
147,421.217,5027.989,5027.989,4906.887,1264.804,2003.329,2903.558
148,424.078,4951.200,4951.200,4890.611,1257.907,2002.185,2888.426
149,426.940,4862.222,4862.222,4876.236,1251.011,2000.134,2876.102
150,429.802,4961.645,4961.645,4862.352,1244.114,1997.112,2865.239
151,432.665,4858.856,4858.856,4847.922,1237.218,1993.136,2854.786
152,435.528,4852.633,4852.633,4832.583,1230.321,1988.285,2844.298
153,438.392,4754.011,4754.011,4816.950,1223.425,1982.668,2834.282
154,441.256,4747.078,4747.078,4802.963,1216.528,1976.398,2826.565
155,444.121,4830.889,4830.889,4794.333,1209.632,1969.570,2824.763
156,446.987,4777.278,4777.278,4797.209,1202.736,1962.260,2834.948
157,449.852,4846.178,4846.178,4813.040,1187.570,1952.127,2860.913
158,452.719,4764.933,4764.933,4865.289,1172.405,1941.675,2923.614
159,455.585,5216.633,5216.633,4977.714,1157.239,1931.034,3046.680
160,458.453,5067.478,5067.478,5187.313,1142.074,1920.384,3266.929
161,461.320,5366.722,5366.722,5550.798,1126.909,1909.960,3640.838
162,464.189,5823.911,5823.911,6152.658,1111.743,1900.042,4252.616
163,467.057,6529.345,6529.345,7113.843,1096.578,1890.936,5222.907
164,469.927,7763.256,7763.256,8599.055,1081.413,1882.951,6716.104
165,472.796,9777.000,9777.000,10819.522,1066.247,1876.378,8943.144
166,475.667,12766.922,12766.922,14027.287,1051.082,1871.473,12155.814
167,478.537,16898.967,16898.967,18496.957,1035.916,1868.444,16628.513
168,481.408,22637.200,22637.200,24492.142,1020.751,1867.449,22624.694
169,484.280,30362.756,30362.756,32216.673,1005.586,1868.594,30348.080
170,487.152,38754.422,38754.422,41755.016,990.420,1871.947,39883.069
171,490.025,49442.889,49442.889,53011.307,975.255,1877.556,51133.751
172,492.898,61750.289,61750.289,65660.611,960.090,1885.466,63775.146
173,495.771,75150.133,75150.133,79127.695,944.924,1895.737,77231.958
174,498.645,88910.978,88910.978,92606.310,929.759,1908.464,90697.847
175,501.520,102628.578,102628.578,105125.195,914.593,1923.776,103201.419
176,504.395,114966.778,114966.778,115656.767,899.428,1941.838,113714.928
177,507.270,124391.311,124391.311,123253.127,884.263,1962.828,121290.299
178,510.146,131095.367,131095.367,127184.998,869.097,1986.909,125198.089
179,513.022,133363.322,133363.322,127055.549,853.932,2014.174,125041.376
180,515.899,131406.511,131406.511,122864.616,838.767,2044.577,120820.039
181,518.776,124831.522,124831.522,115008.998,823.601,2077.834,112931.163
182,521.654,114173.389,114173.389,104218.804,808.436,2113.316,102105.488
183,524.532,100874.511,100874.511,91444.045,793.270,2149.960,89294.085
184,527.411,85907.000,85907.000,77715.894,778.105,2186.259,75529.635
185,530.290,70212.367,70212.367,64010.589,762.940,2220.377,61790.212
186,533.170,55531.111,55531.111,51140.335,747.774,2250.416,48889.919
187,536.050,42521.645,42521.645,39686.601,732.609,2274.765,37411.836
188,538.930,30824.289,30824.289,29979.956,717.444,2292.420,27687.535
189,541.811,21632.078,21632.078,22120.360,702.278,2303.132,19817.227
190,544.692,14989.445,14989.445,16025.129,687.113,2307.341,13717.788
191,547.574,9920.667,9920.667,11489.451,671.947,2305.957,9183.494
192,550.456,6762.245,6762.245,8245.959,656.782,2300.100,5945.859
193,553.339,4815.333,4815.333,6013.974,641.617,2290.879,3723.094
194,556.222,3703.600,3703.600,4533.910,626.451,2279.278,2254.632
195,559.106,2959.356,2959.356,3586.574,611.286,2266.103,1320.471
196,561.989,2544.700,2544.700,2999.930,596.121,2251.998,747.932
197,564.874,2387.278,2387.278,2647.174,580.955,2237.466,409.708
198,567.759,2220.500,2220.500,2439.949,565.790,2222.897,217.052
199,570.644,2200.333,2200.333,2319.790,550.624,2208.584,111.206
200,573.530,2277.656,2277.656,2249.829,535.459,2194.727,55.102
201,576.416,2227.122,2227.122,2207.844,520.294,2181.439,26.404
202,579.302,2152.900,2152.900,2180.977,505.128,2168.740,12.237
203,582.189,2181.178,2181.178,2162.050,489.963,2156.566,5.484
204,585.077,2209.611,2209.611,2164.526,492.171,2162.149,2.377
205,587.965,2110.200,2110.200,2168.918,494.379,2167.922,0.996
206,590.853,2175.111,2175.111,2174.056,496.587,2173.652,0.404
207,593.742,2127.145,2127.145,2179.262,498.795,2179.104,0.158
208,596.631,2260.000,2260.000,2184.121,501.003,2184.061,0.060
209,599.520,2187.367,2187.367,2188.375,503.212,2188.353,0.022
210,602.410,2164.033,2164.033,2191.880,505.420,2191.872,0.008
211,605.301,2175.511,2175.511,2194.589,507.628,2194.586,0.003
212,608.191,2098.711,2098.711,2196.545,509.836,2196.544,0.001
213,611.083,2184.589,2184.589,2197.871,512.044,2197.870,0.000
214,613.974,2228.900,2228.900,2198.750,514.252,2198.750,0.000
215,616.866,2179.011,2179.011,2199.411,516.460,2199.411,0.000
216,619.759,2207.378,2207.378,2200.104,518.668,2200.104,0.000
217,622.651,2137.956,2137.956,2201.070,520.876,2201.070,0.000
218,625.545,2165.056,2165.056,2202.525,523.084,2202.525,0.000
219,628.438,2200.667,2200.667,2204.637,525.293,2204.637,0.000
220,631.332,2263.333,2263.333,2207.516,527.501,2207.516,0.000
221,634.227,2204.522,2204.522,2211.202,529.709,2211.202,0.000
222,637.122,2248.600,2248.600,2215.672,531.917,2215.672,0.000
223,640.017,2310.467,2310.467,2220.845,534.125,2220.845,0.000
224,642.912,2206.189,2206.189,2226.586,536.333,2226.586,0.000
225,645.809,2286.467,2286.467,2232.728,538.541,2232.728,0.000
226,648.705,2250.500,2250.500,2239.081,540.749,2239.081,0.000
227,651.602,2226.600,2226.600,2245.450,542.957,2245.450,0.000
228,654.499,2252.544,2252.544,2251.652,545.165,2251.652,0.000
229,657.397,2316.900,2316.900,2257.523,547.374,2257.523,0.000
230,660.294,2395.689,2395.689,2262.939,549.582,2262.939,0.000
231,663.193,2368.778,2368.778,2267.814,551.790,2267.814,0.000
232,666.092,2410.511,2410.511,2272.112,553.998,2272.112,0.000
233,668.991,2460.589,2460.589,2275.842,556.206,2275.842,0.000
234,671.890,2444.156,2444.156,2279.057,558.414,2279.057,0.000
235,674.790,2488.367,2488.367,2281.846,560.622,2281.846,0.000
236,677.690,2476.189,2476.189,2284.330,562.830,2284.330,0.000
237,680.591,2695.411,2695.411,2286.649,565.038,2286.649,0.000
238,683.492,2728.689,2728.689,2288.957,567.246,2288.957,0.000
239,686.393,2585.756,2585.756,2291.414,569.455,2291.414,0.000
240,689.295,2763.867,2763.867,2294.179,571.663,2294.179,0.000
241,692.197,2665.956,2665.956,2297.404,573.871,2297.404,0.000
242,695.100,2779.878,2779.878,2301.230,576.079,2301.230,0.000
243,698.003,2749.556,2749.556,2305.784,578.287,2305.784,0.000
244,700.906,2762.878,2762.878,2311.174,580.495,2311.174,0.000
245,703.809,2696.722,2696.722,2317.493,582.703,2317.493,0.000
246,706.713,2617.933,2617.933,2324.813,584.911,2324.813,0.000
247,709.618,2647.833,2647.833,2333.192,587.119,2333.192,0.000
248,712.522,2542.222,2542.222,2342.665,589.328,2342.665,0.000
249,715.427,2647.456,2647.456,2353.250,591.536,2353.250,0.000
250,718.333,2662.778,2662.778,2364.940,593.744,2364.940,0.000
251,721.239,2483.689,2483.689,2377.697,595.952,2377.697,0.000
252,724.145,2500.822,2500.822,2391.445,598.160,2391.445,0.000
253,727.051,2467.878,2467.878,2406.056,600.368,2406.056,0.000
254,729.958,2398.733,2398.733,2421.353,602.576,2421.353,0.000
255,732.865,2346.056,2346.056,2437.095,604.784,2437.095,0.000
256,735.773,2185.100,2185.100,2452.989,606.992,2452.989,0.000
257,738.680,2303.600,2303.600,2468.695,609.200,2468.695,0.000
258,741.589,2358.022,2358.022,2483.846,611.409,2483.846,0.000
259,744.497,2362.000,2362.000,2487.421,602.966,2487.421,0.000
260,747.406,2405.933,2405.933,2489.728,594.523,2489.728,0.000
261,750.315,2398.089,2398.089,2490.478,586.080,2490.478,0.000
262,753.225,2434.144,2434.144,2489.466,577.637,2489.466,0.000
263,756.135,2343.056,2343.056,2486.586,569.194,2486.586,0.000
264,759.045,2349.667,2349.667,2481.844,560.751,2481.844,0.000
265,761.955,2451.278,2451.278,2475.355,552.308,2475.355,0.000
266,764.866,2431.133,2431.133,2467.332,543.866,2467.332,0.000
267,767.778,2353.033,2353.033,2458.065,535.423,2458.065,0.000
268,770.689,2435.044,2435.044,2447.892,526.980,2447.892,0.000
269,773.601,2375.033,2375.033,2437.172,518.537,2437.172,0.000
270,776.513,2380.111,2380.111,2426.254,510.094,2426.254,0.000
271,779.426,2450.044,2450.044,2415.456,501.651,2415.456,0.000
272,782.339,2401.078,2401.078,2405.046,493.208,2405.046,0.000
273,785.252,2394.267,2394.267,2395.230,484.765,2395.230,0.000
274,788.165,2384.089,2384.089,2386.153,476.323,2386.153,0.000
275,791.079,2297.156,2297.156,2377.899,467.880,2377.899,0.000
276,793.993,2352.033,2352.033,2370.499,459.437,2370.499,0.000
277,796.908,2322.267,2322.267,2363.943,450.994,2363.943,0.000
278,799.823,2332.256,2332.256,2358.189,442.551,2358.189,0.000
279,802.738,2299.067,2299.067,2353.174,434.108,2353.174,0.000
280,805.653,2336.633,2336.633,2348.821,425.665,2348.821,0.000
281,808.569,2292.122,2292.122,2345.051,417.222,2345.051,0.000
282,811.485,2262.500,2262.500,2341.778,408.780,2341.778,0.000
283,814.401,2162.578,2162.578,2338.922,400.337,2338.922,0.000
284,817.318,2211.511,2211.511,2336.401,391.894,2336.401,0.000
285,820.235,2140.367,2140.367,2334.136,383.451,2334.136,0.000
286,823.152,2230.722,2230.722,2332.052,375.008,2332.052,0.000
287,826.069,2141.156,2141.156,2330.076,366.565,2330.076,0.000
288,828.987,2228.311,2228.311,2328.140,358.122,2328.140,0.000
289,831.905,2211.211,2211.211,2326.186,349.679,2326.186,0.000
290,834.824,2261.111,2261.111,2324.168,341.237,2324.168,0.000
291,837.743,2216.400,2216.400,2322.054,332.794,2322.054,0.000
292,840.662,2298.667,2298.667,2319.837,324.351,2319.837,0.000
293,843.581,2192.667,2192.667,2317.530,315.908,2317.530,0.000
294,846.501,2256.433,2256.433,2315.175,307.465,2315.175,0.000
295,849.420,2285.389,2285.389,2312.837,299.022,2312.837,0.000
296,852.341,2271.633,2271.633,2310.605,290.579,2310.605,0.000
297,855.261,2302.600,2302.600,2308.583,282.136,2308.583,0.000
298,858.182,2398.056,2398.056,2306.883,273.694,2306.883,0.000
299,861.103,2213.478,2213.478,2305.616,265.251,2305.616,0.000
300,864.024,2180.578,2180.578,2304.880,256.808,2304.880,0.000
301,866.946,2322.600,2322.600,2304.751,248.365,2304.751,0.000
302,869.868,2298.444,2298.444,2305.274,239.922,2305.274,0.000
303,872.790,2262.733,2262.733,2306.459,231.479,2306.459,0.000
304,875.712,2315.444,2315.444,2308.276,223.036,2308.276,0.000
305,878.635,2400.900,2400.900,2310.660,214.593,2310.660,0.000
306,881.558,2360.756,2360.756,2313.513,206.151,2313.513,0.000
307,884.481,2286.833,2286.833,2316.710,197.708,2316.710,0.000
308,887.405,2307.678,2307.678,2320.114,189.265,2320.114,0.000
309,890.329,2374.778,2374.778,2323.579,180.822,2323.579,0.000
310,893.253,2310.422,2310.422,2326.963,172.379,2326.963,0.000
311,896.177,2365.522,2365.522,2330.138,163.936,2330.138,0.000
312,899.102,2358.678,2358.678,2332.996,155.493,2332.996,0.000
313,902.026,2435.633,2435.633,2335.450,147.050,2335.450,0.000
314,904.952,2348.600,2348.600,2337.441,138.608,2337.441,0.000
315,907.877,2381.256,2381.256,2338.937,130.165,2338.937,0.000
316,910.803,2452.689,2452.689,2339.930,121.722,2339.930,0.000
317,913.728,2402.567,2402.567,2340.437,113.279,2340.437,0.000
318,916.655,2426.456,2426.456,2340.494,104.836,2340.494,0.000
319,919.581,2422.367,2422.367,2340.156,96.393,2340.156,0.000
320,922.508,2385.656,2385.656,2339.494,87.950,2339.494,0.000
321,925.434,2449.733,2449.733,2338.594,79.507,2338.594,0.000
322,928.362,2402.667,2402.667,2337.553,71.065,2337.553,0.000
323,931.289,2454.911,2454.911,2345.408,71.549,2345.408,0.000
324,934.217,2552.456,2552.456,2353.352,72.032,2353.352,0.000
325,937.145,2511.156,2511.156,2361.514,72.516,2361.514,0.000
326,940.073,2517.878,2517.878,2370.027,73.000,2370.027,0.000
327,943.001,2648.000,2648.000,2379.026,73.484,2379.026,0.000
328,945.930,2537.756,2537.756,2388.644,73.968,2388.644,0.000
329,948.859,2653.178,2653.178,2399.001,74.452,2399.001,0.000
330,951.788,2654.744,2654.744,2410.204,74.936,2410.204,0.000
331,954.717,2674.500,2674.500,2422.333,75.420,2422.333,0.000
332,957.647,2630.700,2630.700,2435.437,75.904,2435.437,0.000
333,960.576,2706.200,2706.200,2449.530,76.388,2449.530,0.000
334,963.506,2680.056,2680.056,2464.577,76.872,2464.577,0.000
335,966.437,2653.344,2653.344,2480.496,77.356,2480.496,0.000
336,969.367,2765.589,2765.589,2497.150,77.839,2497.150,0.000
337,972.298,2727.867,2727.867,2514.344,78.323,2514.344,0.000
338,975.229,2701.911,2701.911,2531.823,78.807,2531.823,0.000
339,978.160,2772.978,2772.978,2549.270,79.291,2549.270,0.000
340,981.091,2703.022,2703.022,2566.308,79.775,2566.308,0.000
341,984.023,2686.967,2686.967,2582.498,80.259,2582.498,0.000
342,986.955,2750.878,2750.878,2597.342,80.743,2597.342,0.000
343,989.887,2703.156,2703.156,2610.289,81.227,2610.289,0.000
344,992.819,2679.122,2679.122,2620.738,81.711,2620.738,0.000
345,995.751,2754.389,2754.389,2628.049,82.195,2628.049,0.000
346,998.684,2773.089,2773.089,2631.556,82.679,2631.556,0.000
347,1001.617,2700.167,2700.167,2630.580,83.163,2630.580,0.000
348,1004.550,2635.222,2635.222,2624.451,83.646,2624.451,0.000
349,1007.483,2560.422,2560.422,2612.532,84.130,2612.532,0.000
350,1010.417,2461.467,2461.467,2594.242,84.614,2594.242,0.000
351,1013.351,2554.033,2554.033,2569.086,85.098,2569.086,0.000
352,1016.285,2381.122,2381.122,2536.680,85.582,2536.680,0.000
353,1019.219,2278.322,2278.322,2496.781,86.066,2496.781,0.000
354,1022.153,2133.278,2133.278,2449.307,86.550,2449.307,0.000
355,1025.087,2124.111,2124.111,2394.352,87.034,2394.352,0.000
356,1028.022,1983.478,1983.478,2332.200,87.518,2332.200,0.000
357,1030.957,1902.489,1902.489,2263.323,88.002,2263.323,0.000
358,1033.892,1819.267,1819.267,2188.371,88.486,2188.371,0.000
359,1036.828,1722.222,1722.222,2108.157,88.970,2108.157,0.000
360,1039.763,1686.467,1686.467,2023.630,89.454,2023.630,0.000
361,1042.699,1590.167,1590.167,1935.838,89.937,1935.838,0.000
362,1045.635,1492.222,1492.222,1845.892,90.421,1845.892,0.000
363,1048.571,1396.267,1396.267,1754.923,90.905,1754.923,0.000
364,1051.507,1312.044,1312.044,1664.039,91.389,1664.039,0.000
365,1054.443,1297.711,1297.711,1574.286,91.873,1574.286,0.000
366,1057.380,1126.367,1126.367,1486.616,92.357,1486.616,0.000
367,1060.317,1176.600,1176.600,1401.855,92.841,1401.855,0.000
368,1063.254,1084.322,1084.322,1320.685,93.325,1320.685,0.000
369,1066.191,1072.200,1072.200,1243.634,93.809,1243.634,0.000
370,1069.128,989.278,989.278,1171.072,94.293,1171.072,0.000
371,1072.066,866.267,866.267,1103.217,94.777,1103.217,0.000
372,1075.004,903.422,903.422,1040.147,95.261,1040.147,0.000
373,1077.941,854.333,854.333,981.815,95.744,981.815,0.000
374,1080.879,840.256,840.256,928.075,96.228,928.075,0.000
375,1083.818,806.133,806.133,878.698,96.712,878.698,0.000
376,1086.756,754.222,754.222,833.398,97.196,833.398,0.000
377,1089.695,768.511,768.511,791.852,97.680,791.852,0.000
378,1092.633,627.311,627.311,753.719,98.164,753.719,0.000
379,1095.572,698.211,698.211,718.657,98.648,718.657,0.000
380,1098.511,680.078,680.078,686.337,99.132,686.337,0.000
381,1101.450,597.389,597.389,656.450,99.616,656.450,0.000
382,1104.390,620.056,620.056,628.716,100.100,628.716,0.000
383,1107.329,607.389,607.389,602.888,100.584,602.888,0.000
384,1110.269,528.511,528.511,578.754,101.068,578.754,0.000
385,1113.209,538.611,538.611,556.136,101.551,556.136,0.000
386,1116.149,604.944,604.944,534.889,102.035,534.889,0.000
387,1119.089,564.256,564.256,514.899,102.519,514.899,0.000
388,1122.029,480.578,480.578,496.081,103.003,496.081,0.000
389,1124.970,491.511,491.511,478.374,103.487,478.374,0.000
390,1127.910,473.444,473.444,461.742,103.971,461.742,0.000
391,1130.851,471.444,471.444,446.171,104.455,446.171,0.000
392,1133.792,503.500,503.500,431.670,104.939,431.670,0.000
393,1136.733,453.144,453.144,418.273,105.423,418.273,0.000
394,1139.674,493.511,493.511,406.047,105.907,406.047,0.000
395,1142.615,466.378,466.378,395.098,106.391,395.098,0.000
396,1145.557,415.356,415.356,388.173,109.461,388.173,0.000
397,1148.498,432.778,432.778,382.918,112.532,382.918,0.000
398,1151.440,460.756,460.756,379.664,115.602,379.664,0.000
399,1154.382,434.600,434.600,378.869,118.672,378.869,0.000
400,1157.324,445.689,445.689,381.155,121.743,381.155,0.000
401,1160.266,510.889,510.889,387.358,124.813,387.358,0.000
