ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
3503,1386.892,72.169,72.169,42.444,26.122,0.000,0.000,0.000,42.444
3504,1387.305,106.588,106.588,42.393,26.071,0.000,0.000,0.000,42.393
3505,1387.718,71.588,71.588,42.341,26.019,0.000,0.000,0.000,42.341
3506,1388.131,72.181,72.181,38.822,25.968,0.000,0.000,0.000,38.822
3507,1388.544,91.885,91.885,37.995,25.916,0.000,0.000,0.000,37.995
3508,1388.957,68.736,68.736,37.943,25.865,0.000,0.000,0.000,37.943
3509,1389.369,74.478,74.478,37.892,25.813,0.000,0.000,0.000,37.892
3510,1389.782,75.575,75.575,37.841,25.762,0.000,0.000,0.000,37.841
3511,1390.195,68.020,68.020,37.789,25.710,0.000,0.000,0.000,37.789
3512,1390.608,69.749,69.749,37.738,25.659,0.000,0.000,0.000,37.738
3513,1391.021,89.194,89.194,37.687,25.607,0.000,0.000,0.000,37.687
3514,1391.434,66.749,66.749,37.635,25.556,0.000,0.000,0.000,37.635
3515,1391.846,66.614,66.614,37.191,25.504,0.000,0.000,0.000,37.191
3516,1392.259,40.143,40.143,34.464,25.452,0.000,0.000,0.000,34.464
3517,1392.672,60.181,60.181,34.412,25.401,0.000,0.000,0.000,34.412
3518,1393.085,65.885,65.885,34.361,25.349,0.000,0.000,0.000,34.361
3519,1393.498,72.736,72.736,34.310,25.298,0.000,0.000,0.000,34.310
3520,1393.911,67.181,67.181,34.258,25.246,0.000,0.000,0.000,34.258
3521,1394.324,49.872,49.872,34.207,25.195,0.000,0.000,0.000,34.207
3522,1394.737,67.046,67.046,34.155,25.143,0.000,0.000,0.000,34.155
3523,1395.150,48.156,48.156,34.104,25.092,0.000,0.000,0.000,34.104
3524,1395.563,48.020,48.020,34.053,25.040,0.000,0.000,0.000,34.053
3525,1395.975,33.291,33.291,33.053,24.989,0.000,0.000,0.000,33.053
3526,1396.388,46.452,46.452,31.798,24.937,0.000,0.000,0.000,31.798
3527,1396.801,48.601,48.601,31.747,24.886,0.000,0.000,0.000,31.747
3528,1397.214,69.626,69.626,31.695,24.834,0.000,0.000,0.000,31.695
3529,1397.627,47.736,47.736,31.644,24.783,0.000,0.000,0.000,31.644
3530,1398.040,49.317,49.317,31.592,24.731,0.000,0.000,0.000,31.592
3531,1398.453,24.588,24.588,31.541,24.680,0.000,0.000,0.000,31.541
3532,1398.866,58.762,58.762,31.490,24.628,0.000,0.000,0.000,31.490
3533,1399.279,30.156,30.156,31.438,24.577,0.000,0.000,0.000,31.438
3534,1399.692,46.749,46.749,31.387,24.525,0.000,0.000,0.000,31.387
3535,1400.105,51.601,51.601,30.168,24.474,0.000,0.000,0.000,30.168
3536,1400.518,48.885,48.885,29.737,24.422,0.000,0.000,0.000,29.737
3537,1400.931,50.330,50.330,29.685,24.371,0.000,0.000,0.000,29.685
3538,1401.344,43.317,43.317,29.634,24.319,0.000,0.000,0.000,29.634
3539,1401.757,32.601,32.601,29.582,24.267,0.000,0.000,0.000,29.582
3540,1402.170,47.711,47.711,29.531,24.216,0.000,0.000,0.000,29.531
3541,1402.583,47.614,47.614,29.479,24.164,0.000,0.000,0.000,29.479
3542,1402.996,32.859,32.859,29.428,24.113,0.000,0.000,0.000,29.428
3543,1403.409,48.885,48.885,29.377,24.061,0.000,0.000,0.000,29.377
3544,1403.822,31.020,31.020,29.252,24.010,0.000,0.000,0.000,29.252
3545,1404.236,40.033,40.033,28.232,23.958,0.000,0.000,0.000,28.232
3546,1404.649,47.304,47.304,28.180,23.907,0.000,0.000,0.000,28.180
3547,1405.062,40.724,40.724,28.129,23.855,0.000,0.000,0.000,28.129
3548,1405.475,33.033,33.033,28.077,23.804,0.000,0.000,0.000,28.077
3549,1405.888,29.181,29.181,28.026,23.752,0.000,0.000,0.000,28.026
3550,1406.301,31.588,31.588,27.974,23.701,0.000,0.000,0.000,27.974
3551,1406.714,40.020,40.020,27.923,23.649,0.000,0.000,0.000,27.923
3552,1407.127,50.614,50.614,27.871,23.598,0.000,0.000,0.000,27.871
3553,1407.540,34.736,34.736,27.820,23.546,0.000,0.000,0.000,27.820
3554,1407.953,28.724,28.724,27.501,23.495,0.000,0.000,0.000,27.501
3555,1408.367,25.724,25.724,27.026,23.443,0.000,0.000,0.000,27.026
3556,1408.780,29.156,29.156,26.974,23.392,0.000,0.000,0.000,26.974
3557,1409.193,40.465,40.465,26.923,23.340,0.000,0.000,0.000,26.923
3558,1409.606,23.575,23.575,26.871,23.289,0.000,0.000,0.000,26.871
3559,1410.019,39.007,39.007,26.820,23.237,0.000,0.000,0.000,26.820
3560,1410.432,26.897,26.897,26.769,23.185,0.000,0.000,0.000,26.769
3561,1410.845,32.181,32.181,26.717,23.134,0.000,0.000,0.000,26.717
3562,1411.259,18.736,18.736,26.666,23.082,0.000,0.000,0.000,26.666
3563,1411.672,23.452,23.452,26.614,23.031,0.000,0.000,0.000,26.614
3564,1412.085,47.330,47.330,26.197,22.979,0.000,0.000,0.000,26.197
3565,1412.498,24.872,24.872,25.994,22.928,0.000,0.000,0.000,25.994
3566,1412.911,22.033,22.033,25.942,22.876,0.000,0.000,0.000,25.942
3567,1413.325,9.278,9.278,25.891,22.825,0.000,0.000,0.000,25.891
3568,1413.738,24.304,24.304,25.839,22.773,0.000,0.000,0.000,25.839
3569,1414.151,16.562,16.562,25.788,22.722,0.000,0.000,0.000,25.788
3570,1414.564,22.291,22.291,25.736,22.670,0.000,0.000,0.000,25.736
3571,1414.978,29.452,29.452,25.685,22.619,0.000,0.000,0.000,25.685
3572,1415.391,40.033,40.033,25.633,22.567,0.000,0.000,0.000,25.633
3573,1415.804,46.885,46.885,25.572,22.516,0.000,0.000,0.000,25.572
3574,1416.217,41.317,41.317,25.169,22.464,0.000,0.000,0.000,25.169
3575,1416.631,20.020,20.020,25.118,22.413,0.000,0.000,0.000,25.118
3576,1417.044,38.452,38.452,25.066,22.361,0.000,0.000,0.000,25.066
3577,1417.457,23.304,23.304,25.015,22.310,0.000,0.000,0.000,25.015
3578,1417.870,35.291,35.291,24.963,22.258,0.000,0.000,0.000,24.963
3579,1418.284,31.859,31.859,24.912,22.207,0.000,0.000,0.000,24.912
3580,1418.697,27.859,27.859,24.860,22.155,0.000,0.000,0.000,24.860
3581,1419.110,42.601,42.601,24.809,22.103,0.000,0.000,0.000,24.809
3582,1419.524,15.711,15.711,24.757,22.052,0.000,0.000,0.000,24.757
3583,1419.937,48.007,48.007,24.628,22.000,0.000,0.000,0.000,24.628
3584,1420.350,34.007,34.007,24.431,21.949,0.000,0.000,0.000,24.431
3585,1420.764,4.427,4.427,24.380,21.897,0.000,0.000,0.000,24.380
3586,1421.177,17.859,17.859,24.328,21.846,0.000,0.000,0.000,24.328
3587,1421.590,22.995,22.995,24.277,21.794,0.000,0.000,0.000,24.277
3588,1422.004,19.156,19.156,24.225,21.743,0.000,0.000,0.000,24.225
3589,1422.417,30.130,30.130,24.174,21.691,0.000,0.000,0.000,24.174
3590,1422.830,18.291,18.291,24.123,21.640,0.000,0.000,0.000,24.123
3591,1423.244,38.724,38.724,24.071,21.588,0.000,0.000,0.000,24.071
3592,1423.657,27.291,27.291,24.020,21.537,0.000,0.000,0.000,24.020
3593,1424.070,26.846,26.846,23.825,21.485,0.000,0.000,0.000,23.825
3594,1424.484,20.575,20.575,23.703,21.434,0.000,0.000,0.000,23.703
3595,1424.897,29.427,29.427,23.651,21.382,0.000,0.000,0.000,23.651
3596,1425.311,21.969,21.969,23.600,21.331,0.000,0.000,0.000,23.600
3597,1425.724,22.698,22.698,23.548,21.279,0.000,0.000,0.000,23.548
3598,1426.137,30.143,30.143,23.497,21.228,0.000,0.000,0.000,23.497
3599,1426.551,21.117,21.117,23.445,21.176,0.000,0.000,0.000,23.445
3600,1426.964,22.711,22.711,23.394,21.125,0.000,0.000,0.000,23.394
3601,1427.378,16.414,16.414,23.342,21.073,0.000,0.000,0.000,23.342
3602,1427.791,39.007,39.007,23.291,21.021,0.000,0.000,0.000,23.291
3603,1428.205,37.117,37.117,23.097,20.970,0.000,0.000,0.000,23.097
3604,1428.618,35.414,35.414,23.045,20.918,0.000,0.000,0.000,23.045
3605,1429.031,14.092,14.092,22.993,20.867,0.000,0.000,0.000,22.993
3606,1429.445,14.537,14.537,22.942,20.815,0.000,0.000,0.000,22.942
3607,1429.858,21.524,21.524,22.890,20.764,0.000,0.000,0.000,22.890
3608,1430.272,26.859,26.859,22.839,20.712,0.000,0.000,0.000,22.839
3609,1430.685,12.698,12.698,22.787,20.661,0.000,0.000,0.000,22.787
3610,1431.099,8.253,8.253,22.736,20.609,0.000,0.000,0.000,22.736
3611,1431.512,25.278,25.278,22.684,20.558,0.000,0.000,0.000,22.684
3612,1431.926,16.130,16.130,22.604,20.506,0.000,0.000,0.000,22.604
3613,1432.339,25.105,25.105,22.490,20.455,0.000,0.000,0.000,22.490
3614,1432.753,3.672,3.672,22.439,20.403,0.000,0.000,0.000,22.439
3615,1433.166,9.833,9.833,22.387,20.352,0.000,0.000,0.000,22.387
3616,1433.580,25.550,25.550,22.336,20.300,0.000,0.000,0.000,22.336
3617,1433.993,33.550,33.550,22.284,20.249,0.000,0.000,0.000,22.284
3618,1434.407,23.969,23.969,22.233,20.197,0.000,0.000,0.000,22.233
3619,1434.820,17.995,17.995,22.181,20.146,0.000,0.000,0.000,22.181
3620,1435.234,14.240,14.240,22.130,20.094,0.000,0.000,0.000,22.130
3621,1435.648,19.524,19.524,22.078,20.043,0.000,0.000,0.000,22.078
3622,1436.061,23.388,23.388,21.945,19.991,0.000,0.000,0.000,21.945
3623,1436.475,11.414,11.414,21.849,19.940,0.000,0.000,0.000,21.849
3624,1436.888,22.833,22.833,21.798,19.888,0.000,0.000,0.000,21.798
3625,1437.302,43.240,43.240,21.746,19.836,0.000,0.000,0.000,21.746
3626,1437.715,21.821,21.821,21.695,19.785,0.000,0.000,0.000,21.695
3627,1438.129,32.117,32.117,21.643,19.733,0.000,0.000,0.000,21.643
3628,1438.543,23.685,23.685,21.592,19.682,0.000,0.000,0.000,21.592
3629,1438.956,13.672,13.672,21.540,19.630,0.000,0.000,0.000,21.540
3630,1439.370,41.092,41.092,21.489,19.579,0.000,0.000,0.000,21.489
3631,1439.784,11.634,11.634,21.437,19.527,0.000,0.000,0.000,21.437
3632,1440.197,7.672,7.672,21.303,19.476,0.000,0.000,0.000,21.303
3633,1440.611,28.363,28.363,21.250,19.424,0.000,0.000,0.000,21.250
3634,1441.024,38.414,38.414,21.198,19.373,0.000,0.000,0.000,21.198
3635,1441.438,28.524,28.524,21.147,19.321,0.000,0.000,0.000,21.147
3636,1441.852,18.808,18.808,21.095,19.270,0.000,0.000,0.000,21.095
3637,1442.265,11.524,11.524,21.044,19.218,0.000,0.000,0.000,21.044
3638,1442.679,5.227,5.227,20.992,19.167,0.000,0.000,0.000,20.992
3639,1443.093,36.956,36.956,20.941,19.115,0.000,0.000,0.000,20.941
3640,1443.506,53.659,53.659,20.889,19.064,0.000,0.000,0.000,20.889
3641,1443.920,30.240,30.240,20.824,19.012,0.000,0.000,0.000,20.824
3642,1444.334,26.485,26.485,20.741,18.961,0.000,0.000,0.000,20.741
3643,1444.748,24.808,24.808,20.689,18.909,0.000,0.000,0.000,20.689
3644,1445.161,28.105,28.105,20.638,18.858,0.000,0.000,0.000,20.638
3645,1445.575,18.066,18.066,20.586,18.806,0.000,0.000,0.000,20.586
3646,1445.989,0.000,-2.353,20.535,18.754,0.000,0.000,0.000,20.535
3647,1446.402,21.189,21.189,20.483,18.703,0.000,0.000,0.000,20.483
3648,1446.816,14.795,14.795,20.432,18.651,0.000,0.000,0.000,20.432
3649,1447.230,36.105,36.105,20.380,18.600,0.000,0.000,0.000,20.380
3650,1447.644,13.621,13.621,20.329,18.548,0.000,0.000,0.000,20.329
3651,1448.057,12.769,12.769,20.216,18.497,0.000,0.000,0.000,20.216
3652,1448.471,15.608,15.608,20.130,18.445,0.000,0.000,0.000,20.130
3653,1448.885,14.769,14.769,20.079,18.394,0.000,0.000,0.000,20.079
3654,1449.299,42.414,42.414,20.027,18.342,0.000,0.000,0.000,20.027
3655,1449.712,35.498,35.498,19.976,18.291,0.000,0.000,0.000,19.976
3656,1450.126,13.608,13.608,19.924,18.239,0.000,0.000,0.000,19.924
3657,1450.540,16.634,16.634,19.873,18.188,0.000,0.000,0.000,19.873
3658,1450.954,28.053,28.053,19.821,18.136,0.000,0.000,0.000,19.821
3659,1451.368,32.053,32.053,19.770,18.085,0.000,0.000,0.000,19.770
3660,1451.781,8.460,8.460,19.718,18.033,0.000,0.000,0.000,19.718
3661,1452.195,2.189,2.189,19.635,17.982,0.000,0.000,0.000,19.635
3662,1452.609,17.918,17.918,19.582,17.930,0.000,0.000,0.000,19.582
3663,1453.023,9.918,9.918,19.531,17.879,0.000,0.000,0.000,19.531
3664,1453.437,24.227,24.227,19.480,17.827,0.000,0.000,0.000,19.480
3665,1453.851,6.905,6.905,19.428,17.776,0.000,0.000,0.000,19.428
3666,1454.264,22.350,22.350,19.377,17.724,0.000,0.000,0.000,19.377
3667,1454.678,29.202,29.202,19.325,17.672,0.000,0.000,0.000,19.325
3668,1455.092,0.000,-6.121,19.274,17.621,0.000,0.000,0.000,19.274
3669,1455.506,1.189,1.189,19.222,17.569,0.000,0.000,0.000,19.222
3670,1455.920,14.176,14.176,19.162,17.518,0.000,0.000,0.000,19.162
3671,1456.334,8.905,8.905,19.092,17.466,0.000,0.000,0.000,19.092
3672,1456.748,0.000,-27.295,19.040,17.415,0.000,0.000,0.000,19.040
3673,1457.161,14.214,14.214,18.989,17.363,0.000,0.000,0.000,18.989
3674,1457.575,12.189,12.189,18.937,17.312,0.000,0.000,0.000,18.937
3675,1457.989,19.324,19.324,18.886,17.260,0.000,0.000,0.000,18.886
3676,1458.403,21.460,21.460,18.834,17.209,0.000,0.000,0.000,18.834
3677,1458.817,7.757,7.757,18.783,17.157,0.000,0.000,0.000,18.783
3678,1459.231,32.795,32.795,18.731,17.106,0.000,0.000,0.000,18.731
3679,1459.645,22.621,22.621,18.680,17.054,0.000,0.000,0.000,18.680
3680,1460.059,28.066,28.066,18.590,17.003,0.000,0.000,0.000,18.590
3681,1460.473,0.000,-3.405,18.517,16.951,0.000,0.000,0.000,18.517
3682,1460.887,6.866,6.866,18.466,16.900,0.000,0.000,0.000,18.466
3683,1461.301,1.447,1.447,18.414,16.848,0.000,0.000,0.000,18.414
3684,1461.715,0.000,-2.256,18.363,16.797,0.000,0.000,0.000,18.363
3685,1462.129,0.000,-4.269,18.311,16.745,0.000,0.000,0.000,18.311
3686,1462.543,16.892,16.892,18.260,16.694,0.000,0.000,0.000,18.260
3687,1462.957,0.000,-1.269,18.208,16.642,0.000,0.000,0.000,18.208
3688,1463.371,4.473,4.473,18.157,16.590,0.000,0.000,0.000,18.157
3689,1463.785,14.337,14.337,18.105,16.539,0.000,0.000,0.000,18.105
