ch,keV,net,fit,model,continuum_raw,Cs-137,pile-up
797,2331.576,2.125,2.125,0.001,0.000,0.000,0.001
798,2334.470,1.188,1.188,0.002,0.000,0.000,0.002
799,2337.365,0.000,-0.812,0.002,0.000,0.000,0.002
800,2340.259,0.438,0.438,0.002,0.000,0.000,0.002
801,2343.153,0.219,0.219,0.002,0.000,0.000,0.002
802,2346.047,1.344,1.344,0.002,0.000,0.000,0.002
803,2348.941,0.000,-0.687,0.002,0.000,0.000,0.002
804,2351.835,0.000,-0.625,0.003,0.000,0.000,0.003
805,2354.728,0.656,0.656,0.002,0.000,0.000,0.002
806,2357.621,0.344,0.344,0.002,0.000,0.000,0.002
807,2360.514,0.000,-0.750,0.002,0.000,0.000,0.002
808,2363.407,0.000,-0.687,0.003,0.000,0.000,0.003
809,2366.300,0.000,-0.750,0.003,0.000,0.000,0.003
810,2369.193,1.219,1.219,0.002,0.000,0.000,0.002
811,2372.085,0.000,-0.531,0.002,0.000,0.000,0.002
812,2374.977,0.406,0.406,0.002,0.000,0.000,0.002
813,2377.869,1.031,1.031,0.001,0.000,0.000,0.001
814,2380.761,0.188,0.188,0.001,0.000,0.000,0.001
815,2383.652,0.250,0.250,0.002,0.000,0.000,0.002
816,2386.544,0.344,0.344,0.002,0.000,0.000,0.002
817,2389.435,0.313,0.313,0.002,0.000,0.000,0.002
818,2392.326,0.000,-0.500,0.002,0.000,0.000,0.002
819,2395.217,0.031,0.031,0.002,0.000,0.000,0.002
820,2398.108,0.000,-0.625,0.002,0.000,0.000,0.002
821,2400.999,0.656,0.656,0.002,0.000,0.000,0.002
822,2403.890,0.469,0.469,0.002,0.000,0.000,0.002
823,2406.780,0.375,0.375,0.002,0.000,0.000,0.002
824,2409.670,0.000,-0.812,0.002,0.000,0.000,0.002
825,2412.560,1.125,1.125,0.002,0.000,0.000,0.002
826,2415.450,0.313,0.313,0.002,0.000,0.000,0.002
827,2418.340,0.000,-0.656,0.003,0.000,0.000,0.003
828,2421.229,1.313,1.313,0.002,0.000,0.000,0.002
829,2424.119,0.000,-0.500,0.001,0.000,0.000,0.001
830,2427.008,1.500,1.500,0.001,0.000,0.000,0.001
831,2429.897,0.375,0.375,0.002,0.000,0.000,0.002
832,2432.786,0.000,-0.281,0.002,0.000,0.000,0.002
833,2435.675,1.563,1.563,0.001,0.000,0.000,0.001
834,2438.564,1.344,1.344,0.001,0.000,0.000,0.001
835,2441.453,0.000,-0.719,0.002,0.000,0.000,0.002
836,2444.341,0.000,-0.594,0.002,0.000,0.000,0.002
837,2447.229,0.000,-0.375,0.002,0.000,0.000,0.002
838,2450.118,0.000,-0.562,0.002,0.000,0.000,0.002
839,2453.006,0.000,-0.687,0.002,0.000,0.000,0.002
840,2455.894,0.000,-0.500,0.002,0.000,0.000,0.002
841,2458.782,1.438,1.438,0.001,0.000,0.000,0.001
842,2461.669,0.406,0.406,0.001,0.000,0.000,0.001
843,2464.557,1.438,1.438,0.001,0.000,0.000,0.001
844,2467.444,0.000,-0.875,0.002,0.000,0.000,0.002
845,2470.332,0.281,0.281,0.001,0.000,0.000,0.001
846,2473.219,0.531,0.531,0.001,0.000,0.000,0.001
847,2476.106,0.531,0.531,0.001,0.000,0.000,0.001
848,2478.993,0.000,-0.625,0.002,0.000,0.000,0.002
849,2481.880,0.000,-0.594,0.002,0.000,0.000,0.002
850,2484.767,0.000,-0.750,0.002,0.000,0.000,0.002
851,2487.653,0.000,-0.656,0.002,0.000,0.000,0.002
852,2490.540,0.000,-0.906,0.002,0.000,0.000,0.002
853,2493.426,0.000,-0.844,0.002,0.000,0.000,0.002
854,2496.313,0.000,-0.687,0.002,0.000,0.000,0.002
855,2499.199,0.438,0.438,0.001,0.000,0.000,0.001
856,2502.085,1.313,1.313,0.001,0.000,0.000,0.001
857,2504.971,0.188,0.188,0.001,0.000,0.000,0.001
858,2507.857,0.250,0.250,0.002,0.000,0.000,0.002
859,2510.743,0.281,0.281,0.002,0.000,0.000,0.002
860,2513.629,1.938,1.938,0.000,0.000,0.000,0.000
861,2516.514,1.031,1.031,-0.001,0.000,0.000,0.000
862,2519.400,3.094,3.094,0.000,0.000,0.000,0.000
863,2522.285,0.000,-1.062,0.001,0.000,0.000,0.001
864,2525.171,0.000,-0.500,0.001,0.000,0.000,0.001
865,2528.056,0.000,-0.281,0.001,0.000,0.000,0.001
866,2530.941,0.000,0.000,0.001,0.000,0.000,0.001
867,2533.826,0.000,-1.062,0.001,0.000,0.000,0.001
868,2536.712,0.688,0.688,0.001,0.000,0.000,0.001
869,2539.597,0.063,0.063,0.001,0.000,0.000,0.001
870,2542.481,0.000,-0.281,0.000,0.000,0.000,0.000
871,2545.366,0.500,0.500,0.000,0.000,0.000,0.000
872,2548.251,0.781,0.781,0.001,0.000,0.000,0.001
873,2551.136,0.594,0.594,0.001,0.000,0.000,0.001
874,2554.021,1.938,1.938,0.000,0.000,0.000,0.000
875,2556.905,0.000,-0.125,0.000,0.000,0.000,0.000
876,2559.790,0.000,-0.375,0.001,0.000,0.000,0.001
877,2562.674,0.063,0.063,0.001,0.000,0.000,0.001
878,2565.559,0.000,-0.375,0.001,0.000,0.000,0.001
879,2568.443,0.000,-0.062,0.001,0.000,0.000,0.001
880,2571.327,0.000,-0.375,0.001,0.000,0.000,0.001
881,2574.212,0.000,-1.062,0.001,0.000,0.000,0.001
882,2577.096,0.000,-0.094,0.000,0.000,0.000,0.000
883,2579.980,4.219,4.219,-0.001,0.000,0.000,0.000
884,2582.864,0.000,-1.531,0.002,0.000,0.000,0.002
885,2585.748,0.625,0.625,0.001,0.000,0.000,0.001
886,2588.632,0.000,-1.125,0.001,0.000,0.000,0.001
887,2591.516,0.000,-0.969,0.002,0.000,0.000,0.002
888,2594.400,0.000,-0.219,0.001,0.000,0.000,0.001
889,2597.284,0.000,-0.781,0.001,0.000,0.000,0.001
890,2600.168,0.000,-0.625,0.002,0.000,0.000,0.002
891,2603.052,0.000,-0.062,0.001,0.000,0.000,0.001
892,2605.936,0.063,0.063,0.001,0.000,0.000,0.001
893,2608.820,0.000,-0.812,0.001,0.000,0.000,0.001
894,2611.703,1.281,1.281,0.000,0.000,0.000,0.000
895,2614.587,0.375,0.375,0.000,0.000,0.000,0.000
896,2617.471,1.406,1.406,0.001,0.000,0.000,0.001
897,2620.355,0.000,-0.437,0.001,0.000,0.000,0.001
898,2623.238,2.469,2.469,0.000,0.000,0.000,0.000
899,2626.122,2.313,2.313,0.000,0.000,0.000,0.000
900,2629.006,0.000,-0.406,0.000,0.000,0.000,0.000
901,2631.890,0.531,0.531,0.001,0.000,0.000,0.001
902,2634.773,0.000,-0.562,0.001,0.000,0.000,0.001
903,2637.657,0.000,-0.594,0.001,0.000,0.000,0.001
904,2640.541,0.406,0.406,0.001,0.000,0.000,0.001
905,2643.424,0.000,-0.469,0.001,0.000,0.000,0.001
906,2646.308,0.000,-0.562,0.001,0.000,0.000,0.001
907,2649.192,0.000,-0.281,0.001,0.000,0.000,0.001
908,2652.076,0.719,0.719,0.001,0.000,0.000,0.001
909,2654.959,0.594,0.594,0.001,0.000,0.000,0.001
910,2657.843,0.563,0.563,0.001,0.000,0.000,0.001
911,2660.727,0.000,-0.469,0.001,0.000,0.000,0.001
912,2663.611,0.563,0.563,0.001,0.000,0.000,0.001
913,2666.494,0.000,-0.250,0.001,0.000,0.000,0.001
914,2669.378,0.000,-0.281,0.001,0.000,0.000,0.001
915,2672.262,0.563,0.563,0.001,0.000,0.000,0.001
916,2675.146,0.000,-0.406,0.001,0.000,0.000,0.001
917,2678.030,0.000,-0.250,0.001,0.000,0.000,0.001
918,2680.914,0.000,-0.375,0.001,0.000,0.000,0.001
919,2683.798,0.000,-0.187,0.001,0.000,0.000,0.001
920,2686.682,0.000,-0.375,0.002,0.000,0.000,0.002
921,2689.566,0.000,-0.219,0.002,0.000,0.000,0.002
922,2692.450,0.000,-0.406,0.002,0.000,0.000,0.002
923,2695.334,0.000,-0.312,0.002,0.000,0.000,0.002
924,2698.218,0.656,0.656,0.001,0.000,0.000,0.001
925,2701.102,0.000,-0.219,0.001,0.000,0.000,0.001
926,2703.987,0.000,-0.187,0.002,0.000,0.000,0.002
927,2706.871,1.750,1.750,0.001,0.000,0.000,0.001
928,2709.755,0.000,-0.406,0.001,0.000,0.000,0.001
929,2712.640,0.000,-0.281,0.002,0.000,0.000,0.002
930,2715.524,0.000,-0.187,0.002,0.000,0.000,0.002
931,2718.409,0.000,-0.125,0.002,0.000,0.000,0.002
932,2721.293,0.000,-0.250,0.002,0.000,0.000,0.002
933,2724.178,0.000,-0.344,0.002,0.000,0.000,0.002
934,2727.063,0.000,-0.344,0.002,0.000,0.000,0.002
935,2729.948,0.000,-0.219,0.002,0.000,0.000,0.002
936,2732.833,0.000,-0.375,0.002,0.000,0.000,0.002
937,2735.718,0.000,-0.312,0.002,0.000,0.000,0.002
938,2738.603,0.594,0.594,0.001,0.000,0.000,0.001
939,2741.488,0.719,0.719,0.001,0.000,0.000,0.001
940,2744.373,0.719,0.719,0.001,0.000,0.000,0.001
941,2747.259,0.000,-0.344,0.002,0.000,0.000,0.002
942,2750.144,0.000,-0.344,0.002,0.000,0.000,0.002
943,2753.029,0.000,-0.281,0.002,0.000,0.000,0.002
944,2755.915,0.000,-0.312,0.002,0.000,0.000,0.002
945,2758.801,0.000,-0.500,0.002,0.000,0.000,0.002
946,2761.687,0.000,-0.219,0.002,0.000,0.000,0.002
947,2764.573,0.000,-0.156,0.002,0.000,0.000,0.002
948,2767.459,0.000,-0.187,0.002,0.000,0.000,0.002
949,2770.345,0.000,-0.281,0.002,0.000,0.000,0.002
950,2773.231,0.000,-0.281,0.002,0.000,0.000,0.002
951,2776.117,0.844,0.844,0.001,0.000,0.000,0.001
952,2779.004,0.000,-0.281,0.002,0.000,0.000,0.002
953,2781.891,0.000,-0.125,0.001,0.000,0.000,0.001
954,2784.777,0.656,0.656,0.001,0.000,0.000,0.001
955,2787.664,0.000,-0.344,0.002,0.000,0.000,0.002
956,2790.551,0.000,-0.125,0.001,0.000,0.000,0.001
957,2793.438,0.719,0.719,0.001,0.000,0.000,0.001
958,2796.326,0.000,-0.281,0.002,0.000,0.000,0.002
959,2799.213,0.781,0.781,0.001,0.000,0.000,0.001
960,2802.101,0.000,-0.187,0.002,0.000,0.000,0.002
961,2804.988,0.000,-0.250,0.002,0.000,0.000,0.002
962,2807.876,0.000,-0.281,0.002,0.000,0.000,0.002
963,2810.764,0.813,0.813,0.001,0.000,0.000,0.001
964,2813.652,0.000,-0.250,0.001,0.000,0.000,0.001
965,2816.541,0.000,-0.312,0.002,0.000,0.000,0.002
966,2819.429,0.000,-0.219,0.002,0.000,0.000,0.002
967,2822.318,0.000,-0.219,0.002,0.000,0.000,0.002
968,2825.206,0.000,-0.250,0.002,0.000,0.000,0.002
969,2828.095,0.000,-0.281,0.002,0.000,0.000,0.002
970,2830.984,0.000,-0.406,0.001,0.000,0.000,0.001
971,2833.874,0.000,-0.219,0.001,0.000,0.000,0.001
972,2836.763,0.000,-0.344,0.001,0.000,0.000,0.001
973,2839.653,0.000,-0.219,0.001,0.000,0.000,0.001
974,2842.543,0.000,-0.187,0.001,0.000,0.000,0.001
975,2845.433,0.656,0.656,0.001,0.000,0.000,0.001
976,2848.323,0.000,-0.250,0.001,0.000,0.000,0.001
977,2851.213,0.750,0.750,0.001,0.000,0.000,0.001
978,2854.104,0.000,-0.219,0.001,0.000,0.000,0.001
979,2856.994,0.000,-0.125,0.001,0.000,0.000,0.001
980,2859.885,0.000,-0.406,0.001,0.000,0.000,0.001
981,2862.777,0.000,-0.406,0.001,0.000,0.000,0.001
982,2865.668,0.000,-0.187,0.001,0.000,0.000,0.001
983,2868.560,0.000,-0.312,0.001,0.000,0.000,0.001
984,2871.451,0.781,0.781,0.001,0.000,0.000,0.001
985,2874.343,0.656,0.656,0.000,0.000,0.000,0.000
986,2877.235,0.781,0.781,0.001,0.000,0.000,0.001
987,2880.128,0.000,-0.281,0.001,0.000,0.000,0.001
988,2883.021,0.000,-0.156,0.001,0.000,0.000,0.001
989,2885.913,0.000,-0.125,0.001,0.000,0.000,0.001
990,2888.806,0.844,0.844,0.001,0.000,0.000,0.001
991,2891.700,0.000,-0.281,0.001,0.000,0.000,0.001
992,2894.593,0.750,0.750,0.001,0.000,0.000,0.001
993,2897.487,0.000,-0.312,0.001,0.000,0.000,0.001
994,2900.381,0.000,-0.281,0.001,0.000,0.000,0.001
995,2903.275,0.000,-0.156,0.001,0.000,0.000,0.001
996,2906.170,0.000,-0.312,0.001,0.000,0.000,0.001
997,2909.065,0.000,-0.281,0.001,0.000,0.000,0.001
998,2911.960,0.000,-0.219,0.001,0.000,0.000,0.001
999,2914.855,0.000,-0.250,0.001,0.000,0.000,0.001
1000,2917.751,0.000,-0.125,0.001,0.000,0.000,0.001
1001,2920.646,0.875,0.875,0.001,0.000,0.000,0.001
1002,2923.542,0.781,0.781,0.001,0.000,0.000,0.001
1003,2926.439,0.000,-0.312,0.001,0.000,0.000,0.001
1004,2929.335,0.000,-0.344,0.001,0.000,0.000,0.001
1005,2932.232,0.000,-0.219,0.001,0.000,0.000,0.001
1006,2935.129,1.844,1.844,0.000,0.000,0.000,0.000
1007,2938.027,0.000,-0.250,0.001,0.000,0.000,0.001
1008,2940.925,0.000,-0.187,0.001,0.000,0.000,0.001
1009,2943.823,0.875,0.875,0.001,0.000,0.000,0.001
1010,2946.721,0.000,-0.375,0.001,0.000,0.000,0.001
1011,2949.619,0.000,-0.250,0.001,0.000,0.000,0.001
1012,2952.518,0.000,-0.344,0.001,0.000,0.000,0.001
1013,2955.417,0.000,-0.219,0.001,0.000,0.000,0.001
1014,2958.317,0.000,-0.094,0.001,0.000,0.000,0.001
1015,2961.217,0.000,-0.187,0.001,0.000,0.000,0.001
1016,2964.117,0.000,-0.250,0.001,0.000,0.000,0.001
1017,2967.017,0.000,-0.312,0.001,0.000,0.000,0.001
1018,2969.918,0.563,0.563,0.001,0.000,0.000,0.001
1019,2972.819,0.000,-0.281,0.000,0.000,0.000,0.000
1020,2975.720,1.719,1.719,0.000,0.000,0.000,0.000
1021,2978.622,0.000,-0.281,0.001,0.000,0.000,0.001
1022,2981.524,0.000,-0.156,0.002,0.000,0.000,0.002
1023,2984.426,0.000,-0.187,0.001,0.000,0.000,0.001
