ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
404,1181.360,2099.644,2099.644,2031.088,127.000,2031.088,0.000
405,1184.409,2163.298,2163.298,2031.044,127.645,2031.044,0.000
406,1187.458,2083.644,2083.644,2031.316,128.289,2031.316,0.000
407,1190.507,2087.876,2087.876,2031.962,128.934,2031.962,0.000
408,1193.556,2093.298,2093.298,2033.026,129.579,2033.026,0.000
409,1196.605,2117.530,2117.530,2034.548,130.223,2034.548,0.000
410,1199.654,2035.684,2035.684,2036.558,130.868,2036.558,0.000
411,1202.702,2090.376,2090.376,2039.081,131.513,2039.081,0.000
412,1205.751,2070.221,2070.221,2042.133,132.158,2042.133,0.000
413,1208.800,2029.184,2029.184,2045.727,132.802,2045.727,0.000
414,1211.848,2144.722,2144.722,2049.874,133.447,2049.874,0.000
415,1214.896,2063.491,2063.491,2054.581,134.092,2054.581,0.000
416,1217.945,2089.222,2089.222,2059.856,134.736,2059.856,0.000
417,1220.993,2034.530,2034.530,2065.713,135.381,2065.713,0.000
418,1224.041,2110.761,2110.761,2072.170,136.026,2072.170,0.000
419,1227.089,2080.723,2080.723,2079.253,136.670,2079.253,0.000
420,1230.138,2121.452,2121.452,2087.003,137.315,2087.003,0.000
421,1233.186,2138.068,2138.068,2095.478,137.960,2095.478,0.000
422,1236.233,2060.569,2060.569,2104.752,138.604,2104.752,0.000
423,1239.281,2169.914,2169.914,2114.926,139.249,2114.926,0.000
424,1242.329,2170.915,2170.915,2126.124,139.894,2126.124,0.000
425,1245.377,2124.915,2124.915,2138.499,140.538,2138.499,0.000
426,1248.424,2139.338,2139.338,2152.231,141.183,2152.231,0.000
427,1251.472,2165.800,2165.800,2167.528,141.828,2167.528,0.000
428,1254.519,2172.339,2172.339,2184.621,142.472,2184.621,0.000
429,1257.566,2170.031,2170.031,2203.758,143.117,2203.758,0.000
430,1260.614,2231.685,2231.685,2225.198,143.762,2225.198,0.000
431,1263.661,2215.877,2215.877,2249.201,144.406,2249.201,0.000
432,1266.708,2215.954,2215.954,2276.010,145.051,2276.010,0.000
433,1269.754,2199.493,2199.493,2305.841,145.696,2305.841,0.000
434,1272.801,2204.955,2204.955,2338.862,146.340,2338.862,0.000
435,1275.848,2226.877,2226.877,2375.177,146.985,2375.177,0.000
436,1278.895,2248.376,2248.376,2414.806,147.630,2414.806,0.000
437,1281.941,2274.377,2274.377,2457.668,148.274,2457.668,0.000
438,1284.987,2247.494,2247.494,2503.567,148.919,2503.567,0.000
439,1288.034,2357.301,2357.301,2552.179,149.564,2552.179,0.000
440,1291.080,2298.107,2298.107,2603.047,150.208,2603.047,0.000
441,1294.126,2444.608,2444.608,2655.582,150.853,2655.582,0.000
442,1297.172,2375.762,2375.762,2709.068,151.498,2709.068,0.000
443,1300.217,2493.416,2493.416,2762.676,152.142,2762.676,0.000
444,1303.263,2577.069,2577.069,2815.488,152.787,2815.488,0.000
445,1306.308,2549.339,2549.339,2866.526,153.432,2866.526,0.000
446,1309.354,2646.186,2646.186,2914.784,154.076,2914.784,0.000
447,1312.399,2555.608,2555.608,2957.553,153.002,2957.553,0.000
448,1315.444,2684.608,2684.608,2995.614,151.928,2995.614,0.000
449,1318.489,2829.417,2829.417,3028.124,150.853,3028.124,0.000
450,1321.534,2801.417,2801.417,3054.374,149.779,3054.374,0.000
451,1324.579,2974.378,2974.378,3073.825,148.704,3073.825,0.000
452,1327.623,2972.147,2972.147,3086.126,147.630,3086.126,0.000
453,1330.668,3042.494,3042.494,3091.140,146.556,3091.140,0.000
454,1333.712,2992.186,2992.186,3088.946,145.481,3088.946,0.000
455,1336.756,3149.146,3149.146,3079.836,144.407,3079.836,0.000
456,1339.800,2966.069,2966.069,3064.301,143.332,3064.301,0.000
457,1342.844,3108.493,3108.493,3043.007,142.258,3043.007,0.000
458,1345.888,3253.686,3253.686,3016.765,141.183,3016.765,0.000
459,1348.932,3176.185,3176.185,2986.492,140.109,2986.492,0.000
460,1351.975,3242.647,3242.647,2953.169,139.035,2953.169,0.000
461,1355.018,3292.801,3292.801,2917.802,137.960,2917.802,0.000
462,1358.062,3201.801,3201.801,2881.380,136.886,2881.380,0.000
463,1361.105,3324.955,3324.955,2844.840,135.811,2844.840,0.000
464,1364.147,3186.646,3186.646,2809.033,134.737,2809.033,0.000
465,1367.190,2926.569,2926.569,2774.702,133.662,2774.702,0.000
466,1370.233,3067.723,3067.723,2742.465,132.588,2742.465,0.000
467,1373.275,3212.416,3212.416,2712.805,131.514,2712.805,0.000
468,1376.317,3008.915,3008.915,2686.071,130.439,2686.071,0.000
469,1379.359,2957.069,2957.069,2662.478,129.365,2662.478,0.000
470,1382.401,2976.030,2976.030,2642.121,128.290,2642.121,0.000
471,1385.443,2840.569,2840.569,2624.990,127.216,2624.990,0.000
472,1388.484,2816.915,2816.915,2610.985,126.142,2610.985,0.000
473,1391.526,2770.184,2770.184,2599.936,125.067,2599.936,0.000
474,1394.567,2816.606,2816.606,2591.623,123.993,2591.623,0.000
475,1397.608,2821.451,2821.451,2585.794,122.918,2585.794,0.000
476,1400.649,2670.374,2670.374,2582.179,121.844,2582.179,0.000
477,1403.689,2780.375,2780.375,2580.508,120.769,2580.508,0.000
478,1406.730,2692.181,2692.181,2580.518,119.695,2580.518,0.000
479,1409.770,2648.373,2648.373,2581.966,118.621,2581.966,0.000
480,1412.810,2711.835,2711.835,2584.634,117.546,2584.634,0.000
481,1415.850,2703.372,2703.372,2588.329,116.472,2588.329,0.000
482,1418.890,2673.988,2673.988,2592.889,115.397,2592.889,0.000
483,1421.929,2674.833,2674.833,2598.181,114.323,2598.181,0.000
484,1424.969,2645.064,2645.064,2604.096,113.248,2604.096,0.000
485,1428.008,2627.986,2627.986,2610.554,112.174,2610.554,0.000
486,1431.047,2778.371,2778.371,2617.490,111.100,2617.490,0.000
487,1434.086,2609.177,2609.177,2624.861,110.025,2624.861,0.000
488,1437.124,2683.832,2683.832,2632.635,108.951,2632.635,0.000
489,1440.163,2748.217,2748.217,2640.792,107.876,2640.792,0.000
490,1443.201,2637.485,2637.485,2649.320,106.802,2649.320,0.000
491,1446.239,2672.639,2672.639,2658.210,105.728,2658.210,0.000
492,1449.277,2743.833,2743.833,2667.458,104.653,2667.458,0.000
493,1452.315,2749.640,2749.640,2677.063,103.579,2677.063,0.000
494,1455.352,2724.871,2724.871,2687.022,102.504,2687.022,0.000
495,1458.389,2643.217,2643.217,2697.332,101.430,2697.332,0.000
496,1461.426,2793.293,2793.293,2707.993,100.355,2707.993,0.000
497,1464.463,2667.525,2667.525,2719.002,99.281,2719.002,0.000
498,1467.500,2733.949,2733.949,2730.354,98.207,2730.354,0.000
499,1470.536,2723.758,2723.758,2742.047,97.132,2742.047,0.000
500,1473.572,2779.835,2779.835,2754.074,96.058,2754.074,0.000
501,1476.608,2763.411,2763.411,2766.428,94.983,2766.428,0.000
502,1479.644,2817.337,2817.337,2779.103,93.909,2779.103,0.000
503,1482.680,2803.989,2803.989,2792.086,92.834,2792.086,0.000
504,1485.715,2789.991,2789.991,2805.365,91.760,2805.365,0.000
505,1488.750,2845.607,2845.607,2818.920,90.686,2818.920,0.000
506,1491.785,2847.261,2847.261,2832.729,89.611,2832.729,0.000
507,1494.820,2788.300,2788.300,2846.760,88.537,2846.760,0.000
508,1497.854,2755.339,2755.339,2860.975,87.462,2860.975,0.000
509,1500.888,2940.301,2940.301,2875.326,86.388,2875.326,0.000
510,1503.922,2854.955,2854.955,2889.754,85.314,2889.754,0.000
511,1506.956,2860.263,2860.263,2904.188,84.239,2904.188,0.000
512,1509.990,2817.418,2817.418,2918.543,83.165,2918.543,0.000
513,1513.023,2766.071,2766.071,2932.721,82.090,2932.721,0.000
514,1516.056,2860.688,2860.688,2946.608,81.016,2946.608,0.000
515,1519.089,2871.611,2871.611,2960.077,79.941,2960.077,0.000
516,1522.122,2908.381,2908.381,2972.984,78.867,2972.984,0.000
517,1525.154,2856.612,2856.612,2985.168,77.793,2985.168,0.000
518,1528.187,3070.035,3070.035,2996.456,76.718,2996.456,0.000
519,1531.219,2792.727,2792.727,3006.657,75.644,3006.657,0.000
520,1534.250,2923.650,2923.650,3015.570,74.569,3015.570,0.000
521,1537.282,2897.997,2897.997,3022.977,73.495,3022.977,0.000
522,1540.313,3013.689,3013.689,3028.652,72.420,3028.652,0.000
523,1543.344,2928.458,2928.458,3032.355,71.346,3032.355,0.000
524,1546.375,2930.189,2930.189,3033.842,70.272,3033.842,0.000
525,1549.406,2944.536,2944.536,3032.862,69.197,3032.862,0.000
526,1552.436,2826.958,2826.958,3029.161,68.123,3029.161,0.000
527,1555.466,2863.727,2863.727,3022.486,67.048,3022.486,0.000
528,1558.496,2801.997,2801.997,3012.589,65.974,3012.589,0.000
529,1561.526,2891.881,2891.881,2999.230,64.900,2999.230,0.000
530,1564.555,2781.727,2781.727,2982.186,63.825,2982.186,0.000
531,1567.584,2904.650,2904.650,2961.250,62.751,2961.250,0.000
532,1570.613,2832.228,2832.228,2936.243,61.676,2936.243,0.000
533,1573.642,2781.997,2781.997,2907.015,60.602,2907.015,0.000
534,1576.670,2736.035,2736.035,2873.454,59.527,2873.454,0.000
535,1579.698,2814.189,2814.189,2835.490,58.453,2835.490,0.000
536,1582.726,2714.920,2714.920,2793.100,57.379,2793.100,0.000
537,1585.754,2587.112,2587.112,2746.312,56.304,2746.312,0.000
538,1588.781,2608.459,2608.459,2695.209,55.230,2695.209,0.000
539,1591.808,2542.843,2542.843,2639.931,54.155,2639.931,0.000
540,1594.835,2508.343,2508.343,2580.673,53.081,2580.673,0.000
541,1597.862,2397.074,2397.074,2519.285,53.604,2519.285,0.000
542,1600.888,2283.612,2283.612,2454.473,54.127,2454.473,0.000
543,1603.914,2307.151,2307.151,2386.590,54.651,2386.590,0.000
544,1606.940,2214.574,2214.574,2316.032,55.174,2316.032,0.000
545,1609.966,2199.074,2199.074,2243.229,55.697,2243.229,0.000
546,1612.991,2003.420,2003.420,2168.638,56.220,2168.638,0.000
547,1616.016,1949.343,1949.343,2092.733,56.744,2092.733,0.000
548,1619.041,1912.728,1912.728,2015.996,57.267,2015.996,0.000
549,1622.065,1883.536,1883.536,1938.908,57.790,1938.908,0.000
550,1625.090,1765.305,1765.305,1861.934,58.313,1861.934,0.000
551,1628.114,1629.459,1629.459,1785.522,58.837,1785.522,0.000
552,1631.138,1628.228,1628.228,1710.089,59.360,1710.089,0.000
553,1634.161,1487.190,1487.190,1636.016,59.883,1636.016,0.000
554,1637.184,1429.574,1429.574,1563.641,60.406,1563.641,0.000
555,1640.207,1449.805,1449.805,1493.257,60.930,1493.257,0.000
556,1643.230,1342.844,1342.844,1425.109,61.453,1425.109,0.000
557,1646.252,1223.613,1223.613,1359.393,61.976,1359.393,0.000
558,1649.275,1233.305,1233.305,1296.255,62.499,1296.255,0.000
559,1652.297,1198.420,1198.420,1235.795,63.023,1235.795,0.000
560,1655.318,1126.690,1126.690,1178.072,63.546,1178.072,0.000
561,1658.340,1020.035,1020.035,1123.104,64.069,1123.104,0.000
562,1661.361,1036.651,1036.651,1070.875,64.592,1070.875,0.000
563,1664.381,1046.767,1046.767,1021.343,65.116,1021.343,0.000
564,1667.402,985.036,985.036,974.442,65.639,974.442,0.000
565,1670.422,882.190,882.190,930.089,66.162,930.089,0.000
566,1673.442,870.305,870.305,888.191,66.685,888.191,0.000
567,1676.462,819.728,819.728,848.651,67.209,848.651,0.000
568,1679.481,747.728,747.728,811.370,67.732,811.370,0.000
569,1682.501,774.574,774.574,776.255,68.255,776.255,0.000
570,1685.519,789.497,789.497,743.223,68.778,743.223,0.000
571,1688.538,751.651,751.651,712.205,69.302,712.205,0.000
572,1691.556,720.343,720.343,683.151,69.825,683.151,0.000
573,1694.574,684.112,684.112,656.033,70.348,656.033,0.000
574,1697.592,681.997,681.997,630.852,70.871,630.852,0.000
575,1700.610,689.690,689.690,607.640,71.395,607.640,0.000
576,1703.627,662.382,662.382,586.469,71.918,586.469,0.000
577,1706.644,631.151,631.151,567.453,72.441,567.453,0.000
578,1709.660,624.266,624.266,550.758,72.964,550.758,0.000
579,1712.677,642.382,642.382,536.613,73.488,536.613,0.000
580,1715.693,694.151,694.151,525.311,74.011,525.311,0.000
581,1718.709,660.766,660.766,517.226,74.534,517.226,0.000
582,1721.724,663.574,663.574,512.821,75.057,512.821,0.000
583,1724.739,695.574,695.574,512.660,75.581,512.660,0.000
584,1727.754,695.997,695.997,517.418,76.104,517.418,0.000
585,1730.769,720.342,720.342,527.892,76.627,527.892,0.000
586,1733.783,755.343,755.343,545.011,77.150,545.011,0.000
587,1736.797,792.382,792.382,569.847,77.674,569.847,0.000
588,1739.811,836.112,836.112,603.615,78.197,603.615,0.000
589,1742.825,918.536,918.536,647.676,78.720,647.676,0.000
590,1745.838,980.612,980.612,703.536,79.243,703.536,0.000
591,1748.851,1030.459,1030.459,772.835,79.767,772.835,0.000
592,1751.864,1157.189,1157.189,857.330,80.290,857.330,0.000
593,1754.876,1205.843,1205.843,958.872,80.813,958.872,0.000
594,1757.888,1397.189,1397.189,1079.373,81.336,1079.373,0.000
595,1760.900,1500.766,1500.766,1220.767,81.860,1220.767,0.000
596,1763.911,1684.228,1684.228,1384.952,82.383,1384.952,0.000
597,1766.922,1858.497,1858.497,1573.737,82.906,1573.737,0.000
598,1769.933,2126.458,2126.458,1788.770,83.429,1788.770,0.000
599,1772.944,2227.305,2227.305,2031.460,83.953,2031.460,0.000
600,1775.954,2499.690,2499.690,2302.901,84.476,2302.901,0.000
601,1778.964,2767.305,2767.305,2603.786,84.999,2603.786,0.000
602,1781.974,3046.420,3046.420,2934.323,85.522,2934.323,0.000
603,1784.983,3544.305,3544.305,3294.153,86.046,3294.153,0.000
604,1787.992,3870.228,3870.228,3682.283,86.569,3682.283,0.000
605,1791.001,4051.767,4051.767,4097.020,87.092,4097.020,0.000
606,1794.010,4539.382,4539.382,4535.926,87.615,4535.926,0.000
607,1797.018,4917.844,4917.844,4995.796,88.139,4995.796,0.000
608,1800.026,5352.112,5352.112,5472.647,88.662,5472.647,0.000
609,1803.034,5741.267,5741.267,5961.748,89.185,5961.748,0.000
610,1806.041,6470.036,6470.036,6457.663,89.708,6457.663,0.000
611,1809.048,6871.075,6871.075,6954.333,90.232,6954.333,0.000
612,1812.055,7197.805,7197.805,7445.178,90.755,7445.178,0.000
613,1815.061,7717.728,7717.728,7923.230,91.278,7923.230,0.000
614,1818.067,8224.959,8224.959,8381.290,91.801,8381.290,0.000
615,1821.073,8491.306,8491.306,8812.096,92.325,8812.096,0.000
616,1824.079,8967.728,8967.728,9208.511,92.848,9208.511,0.000
617,1827.084,9298.844,9298.844,9563.717,93.371,9563.717,0.000
618,1830.089,9505.113,9505.113,9871.405,93.894,9871.405,0.000
619,1833.094,9766.344,9766.344,10125.959,94.418,10125.959,0.000
620,1836.098,10335.343,10335.343,10322.623,94.941,10322.623,0.000
621,1839.102,10450.152,10450.152,10457.649,95.464,10457.649,0.000
622,1842.106,10336.152,10336.152,10528.411,95.987,10528.411,0.000
623,1845.109,10436.036,10436.036,10533.490,96.511,10533.490,0.000
624,1848.112,10377.651,10377.651,10472.716,97.034,10472.716,0.000
625,1851.115,10470.036,10470.036,10347.176,97.557,10347.176,0.000
626,1854.118,10203.152,10203.152,10159.181,98.080,10159.181,0.000
627,1857.120,9825.921,9825.921,9912.190,98.604,9912.190,0.000
628,1860.122,9951.383,9951.383,9610.704,99.127,9610.704,0.000
629,1863.124,9349.498,9349.498,9260.130,99.650,9260.130,0.000
630,1866.125,9214.229,9214.229,8866.615,100.173,8866.615,0.000
631,1869.126,8596.383,8596.383,8436.867,100.697,8436.867,0.000
632,1872.127,8306.574,8306.574,7977.966,101.220,7977.966,0.000
633,1875.127,7768.190,7768.190,7497.169,101.743,7497.169,0.000
634,1878.127,7297.575,7297.575,7001.718,102.266,7001.718,0.000
635,1881.127,6681.652,6681.652,6498.671,102.790,6498.671,0.000
636,1884.127,6139.460,6139.460,5994.731,103.313,5994.731,0.000
637,1887.126,5684.421,5684.421,5496.115,103.836,5496.115,0.000
638,1890.125,5062.421,5062.421,5008.437,104.359,5008.437,0.000
639,1893.124,4772.036,4772.036,4536.623,104.883,4536.623,0.000
640,1896.122,4239.575,4239.575,4084.853,105.406,4084.853,0.000
641,1899.120,3711.806,3711.806,3656.534,105.929,3656.534,0.000
642,1902.118,3319.537,3319.537,3254.293,106.452,3254.293,0.000
643,1905.115,2905.498,2905.498,2879.999,106.976,2879.999,0.000
644,1908.112,2738.845,2738.845,2534.804,107.499,2534.804,0.000
645,1911.109,2282.652,2282.652,2219.201,108.022,2219.201,0.000
646,1914.106,1857.729,1857.729,1933.094,108.545,1933.094,0.000
647,1917.102,1665.537,1665.537,1675.874,109.069,1675.874,0.000
648,1920.098,1476.922,1476.922,1445.785,108.871,1445.785,0.000
649,1923.093,1249.998,1249.998,1242.172,108.673,1242.172,0.000
650,1926.089,1067.652,1067.652,1063.397,108.475,1063.397,0.000
651,1929.084,897.306,897.306,907.638,108.277,907.638,0.000
652,1932.078,785.498,785.498,772.964,108.079,772.964,0.000
653,1935.073,603.768,603.768,657.394,107.881,657.394,0.000
654,1938.067,547.691,547.691,558.955,107.683,558.955,0.000
655,1941.061,437.344,437.344,475.721,107.486,475.721,0.000
656,1944.054,386.229,386.229,405.855,107.288,405.855,0.000
657,1947.047,347.575,347.575,347.629,107.090,347.629,0.000
658,1950.040,310.960,310.960,299.448,106.892,299.448,0.000
659,1953.033,271.498,271.498,259.858,106.694,259.858,0.000
660,1956.025,228.421,228.421,227.551,106.496,227.551,0.000
661,1959.017,199.729,199.729,201.367,106.298,201.367,0.000
662,1962.009,151.344,151.344,180.286,106.100,180.286,0.000
663,1965.000,153.575,153.575,163.424,105.903,163.424,0.000
664,1967.991,123.806,123.806,150.021,105.705,150.021,0.000
665,1970.982,107.498,107.498,139.432,105.507,139.432,0.000
666,1973.973,114.768,114.768,131.115,105.309,131.115,0.000
667,1976.963,119.729,119.729,124.616,105.111,124.616,0.000
668,1979.953,100.037,100.037,119.561,104.913,119.561,0.000
669,1982.942,88.806,88.806,115.646,104.715,115.646,0.000
670,1985.932,96.768,96.768,112.622,104.518,112.622,0.000
671,1988.921,95.575,95.575,110.291,104.320,110.291,0.000
672,1991.909,87.344,87.344,108.493,104.122,108.493,0.000
673,1994.898,96.537,96.537,107.104,103.924,107.104,0.000
674,1997.886,98.498,98.498,106.024,103.726,106.024,0.000
675,2000.874,105.190,105.190,105.179,103.528,105.179,0.000
676,2003.861,98.729,98.729,104.508,103.330,104.508,0.000
677,2006.848,96.691,96.691,103.968,103.132,103.968,0.000
678,2009.835,116.114,116.114,103.523,102.935,103.523,0.000
679,2012.822,110.460,110.460,103.149,102.737,103.149,0.000
680,2015.808,115.152,115.152,102.825,102.539,102.825,0.000
681,2018.794,103.383,103.383,102.539,102.341,102.539,0.000
682,2021.780,92.267,92.267,102.279,102.143,102.279,0.000
683,2024.765,102.575,102.575,102.038,101.945,102.038,0.000
684,2027.750,112.421,112.421,101.810,101.747,101.810,0.000
685,2030.735,100.498,100.498,101.592,101.549,101.592,0.000
686,2033.720,122.498,122.498,101.380,101.352,101.380,0.000
687,2036.704,105.652,105.652,101.173,101.154,101.173,0.000
688,2039.688,105.575,105.575,100.968,100.956,100.968,0.000
689,2042.672,98.575,98.575,100.766,100.758,100.766,0.000
690,2045.655,117.460,117.460,100.565,100.560,100.565,0.000
691,2048.638,128.036,128.036,100.366,100.362,100.366,0.000
692,2051.621,124.614,124.614,100.167,100.164,100.167,0.000
693,2054.603,119.421,119.421,99.968,99.966,99.968,0.000
694,2057.586,124.806,124.806,99.770,99.769,99.770,0.000
695,2060.567,107.614,107.614,99.571,99.571,99.571,0.000
696,2063.549,127.614,127.614,99.373,99.373,99.373,0.000
697,2066.530,118.845,118.845,99.175,99.175,99.175,0.000
698,2069.511,103.806,103.806,98.977,98.977,98.977,0.000
699,2072.492,95.460,95.460,98.779,98.779,98.779,0.000
700,2075.473,102.344,102.344,98.581,98.581,98.581,0.000
701,2078.453,99.344,99.344,98.384,98.384,98.384,0.000
702,2081.433,135.614,135.614,98.186,98.186,98.186,0.000
703,2084.412,118.190,118.190,97.988,97.988,97.988,0.000
704,2087.392,106.883,106.883,97.790,97.790,97.790,0.000
705,2090.371,112.267,112.267,97.592,97.592,97.592,0.000
706,2093.349,90.998,90.998,97.394,97.394,97.394,0.000
707,2096.328,114.537,114.537,97.196,97.196,97.196,0.000
708,2099.306,107.614,107.614,96.998,96.998,96.998,0.000
709,2102.284,112.267,112.267,96.801,96.801,96.801,0.000
710,2105.261,103.036,103.036,96.603,96.603,96.603,0.000
711,2108.239,127.229,127.229,96.405,96.405,96.405,0.000
712,2111.216,117.575,117.575,96.207,96.207,96.207,0.000
713,2114.193,91.152,91.152,96.009,96.009,96.009,0.000
714,2117.169,86.344,86.344,95.811,95.811,95.811,0.000
715,2120.145,107.421,107.421,95.613,95.613,95.613,0.000
716,2123.121,81.190,81.190,95.415,95.415,95.415,0.000
717,2126.097,91.383,91.383,95.218,95.218,95.218,0.000
718,2129.072,107.460,107.460,95.020,95.020,95.020,0.000
719,2132.047,90.075,90.075,94.822,94.822,94.822,0.000
720,2135.022,96.537,96.537,94.624,94.624,94.624,0.000
721,2137.997,87.537,87.537,94.426,94.426,94.426,0.000
722,2140.971,87.614,87.614,94.228,94.228,94.228,0.000
723,2143.945,96.152,96.152,94.030,94.030,94.030,0.000
724,2146.919,95.845,95.845,93.833,93.833,93.833,0.000
725,2149.892,69.460,69.460,93.635,93.635,93.635,0.000
726,2152.865,80.267,80.267,93.437,93.437,93.437,0.000
727,2155.838,88.614,88.614,93.239,93.239,93.239,0.000
728,2158.811,92.113,92.113,93.041,93.041,93.041,0.000
729,2161.783,75.537,75.537,92.843,92.843,92.843,0.000
730,2164.755,100.460,100.460,92.645,92.645,92.645,0.000
731,2167.727,94.845,94.845,92.447,92.447,92.447,0.000
732,2170.698,86.652,86.652,92.250,92.250,92.250,0.000
733,2173.670,74.421,74.421,92.052,92.052,92.052,0.000
734,2176.641,75.652,75.652,91.854,91.854,91.854,0.000
735,2179.611,82.076,82.076,91.656,91.656,91.656,0.000
736,2182.582,72.537,72.537,91.458,91.458,91.458,0.000
737,2185.552,72.460,72.460,91.260,91.260,91.260,0.000
738,2188.522,76.306,76.306,91.062,91.062,91.062,0.000
739,2191.492,78.498,78.498,90.864,90.864,90.864,0.000
740,2194.461,80.537,80.537,90.667,90.667,90.667,0.000
741,2197.430,74.460,74.460,90.469,90.469,90.469,0.000
742,2200.399,71.460,71.460,90.271,90.271,90.271,0.000
743,2203.368,72.306,72.306,90.073,90.073,90.073,0.000
744,2206.336,80.845,80.845,89.875,89.875,89.875,0.000
745,2209.305,70.498,70.498,89.677,89.677,89.677,0.000
746,2212.272,97.267,97.267,89.479,89.479,89.479,0.000
747,2215.240,77.036,77.036,89.281,89.281,89.281,0.000
748,2218.207,81.806,81.806,89.084,89.084,89.084,0.000
749,2221.175,70.306,70.306,88.886,88.886,88.886,0.000
750,2224.141,71.498,71.498,88.688,88.688,88.688,0.000
751,2227.108,75.076,75.076,88.490,88.490,88.490,0.000
752,2230.074,95.768,95.768,88.292,88.292,88.292,0.000
753,2233.040,93.575,93.575,88.094,88.094,88.094,0.000
754,2236.006,78.768,78.768,87.896,87.896,87.896,0.000
755,2238.972,95.421,95.421,87.699,87.699,87.699,0.000
756,2241.937,64.883,64.883,87.501,87.501,87.501,0.000
757,2244.902,80.037,80.037,87.303,87.303,87.303,0.000
758,2247.867,91.037,91.037,87.105,87.105,87.105,0.000
759,2250.832,62.960,62.960,86.907,86.907,86.907,0.000
760,2253.796,70.691,70.691,86.709,86.709,86.709,0.000
761,2256.760,73.883,73.883,86.511,86.511,86.511,0.000
762,2259.724,54.230,54.230,86.313,86.313,86.313,0.000
763,2262.688,64.729,64.729,86.116,86.116,86.116,0.000
764,2265.652,63.614,63.614,85.918,85.918,85.918,0.000
765,2268.615,91.114,91.114,85.720,85.720,85.720,0.000
766,2271.578,76.845,76.845,85.522,85.522,85.522,0.000
767,2274.540,89.768,89.768,85.324,85.324,85.324,0.000
768,2277.503,79.845,79.845,84.735,84.735,84.735,0.000
769,2280.465,67.999,67.999,84.147,84.147,84.147,0.000
770,2283.427,87.652,87.652,83.558,83.558,83.558,0.000
771,2286.389,80.999,80.999,82.970,82.970,82.970,0.000
772,2289.351,81.729,81.729,82.381,82.381,82.381,0.000
773,2292.312,84.153,84.153,81.793,81.793,81.793,0.000
774,2295.273,93.114,93.114,81.204,81.204,81.204,0.000
775,2298.234,81.268,81.268,80.615,80.615,80.615,0.000
776,2301.195,64.422,64.422,80.027,80.027,80.027,0.000
777,2304.155,68.922,68.922,79.438,79.438,79.438,0.000
778,2307.115,73.614,73.614,78.850,78.850,78.850,0.000
779,2310.075,75.806,75.806,78.261,78.261,78.261,0.000
780,2313.035,76.191,76.191,77.673,77.673,77.673,0.000
781,2315.995,64.037,64.037,77.084,77.084,77.084,0.000
782,2318.954,69.999,69.999,76.495,76.495,76.495,0.000
783,2321.913,68.768,68.768,75.907,75.907,75.907,0.000
784,2324.872,75.268,75.268,75.318,75.318,75.318,0.000
785,2327.831,65.922,65.922,74.730,74.730,74.730,0.000
786,2330.789,77.922,77.922,74.141,74.141,74.141,0.000
787,2333.747,70.037,70.037,73.552,73.552,73.552,0.000
788,2336.705,59.076,59.076,72.964,72.964,72.964,0.000
789,2339.663,70.268,70.268,72.375,72.375,72.375,0.000
790,2342.621,58.307,58.307,71.787,71.787,71.787,0.000
791,2345.578,63.307,63.307,71.198,71.198,71.198,0.000
792,2348.536,72.037,72.037,70.610,70.610,70.610,0.000
793,2351.493,66.960,66.960,70.021,70.021,70.021,0.000
794,2354.449,79.114,79.114,69.432,69.432,69.432,0.000
795,2357.406,68.268,68.268,68.844,68.844,68.844,0.000
796,2360.362,61.999,61.999,68.255,68.255,68.255,0.000
797,2363.319,63.922,63.922,67.667,67.667,67.667,0.000
798,2366.275,59.999,59.999,67.078,67.078,67.078,0.000
799,2369.231,56.999,56.999,66.489,66.489,66.489,0.000
800,2372.186,64.307,64.307,65.901,65.901,65.901,0.000
801,2375.142,59.037,59.037,65.312,65.312,65.312,0.000
802,2378.097,78.191,78.191,64.724,64.724,64.724,0.000
803,2381.052,53.153,53.153,64.135,64.135,64.135,0.000
804,2384.007,68.230,68.230,63.547,63.547,63.547,0.000
805,2386.961,65.576,65.576,62.958,62.958,62.958,0.000
806,2389.916,68.191,68.191,62.369,62.369,62.369,0.000
807,2392.870,65.076,65.076,61.781,61.781,61.781,0.000
808,2395.824,66.153,66.153,61.192,61.192,61.192,0.000
809,2398.778,64.076,64.076,60.604,60.604,60.604,0.000
810,2401.732,68.037,68.037,60.015,60.015,60.015,0.000
811,2404.686,77.345,77.345,59.426,59.426,59.426,0.000
812,2407.639,63.268,63.268,58.838,58.838,58.838,0.000
813,2410.592,59.806,59.806,58.249,58.249,58.249,0.000
814,2413.546,64.999,64.999,57.661,57.661,57.661,0.000
815,2416.498,69.076,69.076,57.072,57.072,57.072,0.000
816,2419.451,59.191,59.191,56.484,56.484,56.484,0.000
817,2422.404,62.153,62.153,55.895,55.895,55.895,0.000
818,2425.356,68.384,68.384,55.306,55.306,55.306,0.000
819,2428.308,54.806,54.806,54.718,54.718,54.718,0.000
820,2431.260,68.230,68.230,54.129,54.129,54.129,0.000
821,2434.212,63.576,63.576,53.541,53.541,53.541,0.000
822,2437.164,56.345,56.345,52.952,52.952,52.952,0.000
823,2440.116,62.230,62.230,52.364,52.364,52.364,0.000
824,2443.067,67.999,67.999,51.775,51.775,51.775,0.000
825,2446.018,59.922,59.922,51.186,51.186,51.186,0.000
