ch,keV,net,fit,model,continuum_raw,Y-88,Ann-511
59,162.603,1916.780,1916.780,1937.002,1368.382,1897.520,39.482
60,165.450,1790.345,1790.345,1960.937,1392.897,1921.035,39.903
61,168.299,1830.035,1830.035,1985.794,1417.412,1945.517,40.277
62,171.148,1955.883,1955.883,2010.299,1441.928,1969.679,40.620
63,174.000,1894.676,1894.676,2003.217,1436.248,1962.739,40.478
64,176.852,1916.365,1916.365,1994.454,1430.569,1954.158,40.297
65,179.706,1876.593,1876.593,1984.466,1424.890,1944.375,40.091
66,182.561,1812.398,1812.398,1974.084,1419.211,1934.186,39.898
67,185.418,1907.768,1907.768,1964.177,1413.532,1924.422,39.754
68,188.276,1877.927,1877.927,1955.580,1407.853,1915.898,39.682
69,191.135,1954.613,1954.613,1949.201,1402.174,1909.524,39.677
70,193.996,2123.511,2123.511,1945.971,1396.495,1906.256,39.715
71,196.858,2017.083,2017.083,1946.487,1390.816,1906.725,39.761
72,199.722,2219.215,2219.215,1950.537,1385.136,1910.754,39.784
73,202.586,2162.002,2162.002,1956.907,1379.457,1917.154,39.753
74,205.452,2135.037,2135.037,1963.698,1373.778,1924.053,39.645
75,208.320,2097.521,2097.521,1969.040,1368.099,1929.593,39.447
76,211.189,2181.090,2181.090,1971.780,1362.420,1932.623,39.157
77,214.059,2178.438,2178.438,1971.793,1356.741,1932.999,38.794
78,216.930,2106.437,2106.437,1969.832,1351.062,1931.439,38.393
79,219.802,2194.321,2194.321,1967.084,1345.383,1929.090,37.994
80,222.676,2230.095,2230.095,1964.721,1339.704,1927.089,37.632
81,225.551,2083.488,2083.488,1963.608,1334.024,1926.287,37.321
82,228.428,2197.942,2197.942,1964.176,1328.345,1927.118,37.058
83,231.306,2111.629,2111.629,1966.379,1322.666,1929.554,36.824
84,234.185,2149.192,2149.192,1969.695,1316.987,1933.095,36.600
85,237.065,2089.817,2089.817,1973.195,1311.308,1936.825,36.370
86,239.946,2047.257,2047.257,1975.719,1305.629,1939.587,36.132
87,242.829,2014.027,2014.027,1976.157,1299.950,1940.260,35.896
88,245.713,1904.267,1904.267,1973.734,1294.271,1938.056,35.678
89,248.598,1911.718,1911.718,1968.196,1288.592,1932.702,35.495
90,251.484,1883.110,1883.110,1959.820,1282.913,1924.454,35.365
91,254.372,1962.864,1962.864,1939.494,1267.464,1904.329,35.165
92,257.261,1886.182,1886.182,1917.812,1252.016,1882.780,35.032
93,260.151,1789.407,1789.407,1895.551,1236.567,1860.595,34.956
94,263.042,1796.114,1796.114,1873.312,1221.119,1838.394,34.918
95,265.934,1776.905,1776.905,1851.474,1205.671,1816.584,34.890
96,268.828,1833.424,1833.424,1830.228,1190.222,1795.380,34.847
97,271.722,1806.990,1806.990,1809.650,1174.774,1774.879,34.771
98,274.618,1593.336,1593.336,1789.782,1159.325,1755.126,34.656
99,277.515,1686.498,1686.498,1770.682,1143.877,1736.172,34.510
100,280.413,1612.220,1612.220,1752.441,1128.429,1718.091,34.350
101,283.313,1656.733,1656.733,1735.169,1112.980,1700.974,34.195
102,286.213,1660.956,1660.956,1718.959,1097.532,1684.897,34.062
103,289.115,1681.695,1681.695,1703.866,1082.084,1669.906,33.960
104,292.017,1657.083,1657.083,1689.893,1066.635,1656.005,33.888
105,294.921,1628.227,1628.227,1676.994,1051.187,1643.158,33.836
106,297.826,1656.767,1656.767,1665.077,1035.738,1631.287,33.789
107,300.732,1581.516,1581.516,1653.988,1020.290,1620.258,33.730
108,303.639,1599.814,1599.814,1643.494,1004.842,1609.849,33.644
109,306.547,1616.989,1616.989,1633.254,989.393,1599.735,33.519
110,309.457,1547.683,1547.683,1622.825,973.945,1589.480,33.345
111,312.367,1621.534,1621.534,1611.695,958.497,1578.585,33.110
112,315.279,1551.742,1551.742,1599.366,943.048,1566.564,32.802
113,318.191,1587.970,1587.970,1585.432,927.600,1553.032,32.400
114,321.105,1526.048,1526.048,1569.667,912.151,1537.784,31.883
115,324.019,1473.585,1473.585,1552.051,896.703,1520.824,31.227
116,326.935,1504.195,1504.195,1532.770,881.255,1502.355,30.415
117,329.852,1463.791,1463.791,1512.170,865.806,1482.730,29.440
118,332.770,1477.947,1477.947,1490.701,850.358,1462.392,28.309
119,335.689,1558.318,1558.318,1468.857,834.909,1441.809,27.049
120,338.608,1440.467,1440.467,1447.131,819.461,1421.434,25.697
121,341.529,1357.465,1357.465,1425.975,804.013,1401.673,24.302
122,344.451,1423.987,1423.987,1405.776,788.564,1382.861,22.915
123,347.374,1447.053,1447.053,1386.829,773.116,1365.246,21.584
124,350.298,1453.785,1453.785,1369.320,757.668,1348.976,20.344
125,353.223,1439.062,1439.062,1353.307,742.219,1334.087,19.220
126,356.149,1418.015,1418.015,1346.179,734.233,1327.864,18.315
127,359.076,1453.104,1453.104,1340.277,726.246,1322.744,17.534
128,362.003,1345.576,1345.576,1335.297,718.259,1318.434,16.862
129,364.932,1322.742,1322.742,1330.864,710.273,1314.579,16.285
130,367.862,1377.908,1377.908,1326.587,702.286,1310.805,15.781
131,370.793,1372.324,1372.324,1322.114,694.300,1306.780,15.335
132,373.724,1326.312,1326.312,1317.192,686.313,1302.260,14.932
133,376.657,1347.702,1347.702,1311.695,678.326,1297.131,14.564
134,379.591,1371.462,1371.462,1305.640,670.340,1291.414,14.225
135,382.525,1292.892,1292.892,1299.157,662.353,1285.241,13.915
136,385.461,1274.232,1274.232,1292.436,654.367,1278.800,13.635
137,388.397,1346.223,1346.223,1285.661,646.380,1272.275,13.386
138,391.334,1239.846,1239.846,1278.955,638.393,1265.786,13.169
139,394.272,1297.394,1297.394,1272.343,630.407,1259.362,12.980
140,397.211,1272.301,1272.301,1265.755,622.420,1252.938,12.817
141,400.151,1268.378,1268.378,1259.055,614.434,1246.385,12.670
142,403.092,1218.008,1218.008,1252.086,606.447,1239.556,12.531
143,406.034,1212.479,1212.479,1244.709,598.461,1232.319,12.390
144,408.977,1234.592,1234.592,1236.827,590.474,1224.585,12.241
145,411.920,1240.540,1240.540,1228.380,582.487,1216.302,12.077
146,414.865,1166.020,1166.020,1219.329,574.501,1207.432,11.897
147,417.810,1186.612,1186.612,1209.631,566.514,1197.930,11.701
148,420.756,1203.737,1203.737,1199.220,558.528,1187.726,11.494
149,423.703,1166.702,1166.702,1188.017,550.541,1176.735,11.282
150,426.651,1140.831,1140.831,1175.952,542.554,1164.881,11.071
151,429.600,1081.125,1081.125,1163.006,534.568,1152.138,10.868
152,432.549,1153.596,1153.596,1149.248,526.581,1138.571,10.678
153,435.500,1123.857,1123.857,1134.861,518.595,1124.355,10.507
154,438.451,1109.026,1109.026,1120.141,510.608,1109.784,10.358
155,441.403,1085.304,1085.304,1105.479,502.621,1095.244,10.235
156,444.356,1066.028,1066.028,1091.319,494.635,1081.174,10.145
157,447.309,1086.953,1086.953,1078.112,486.648,1068.014,10.099
158,450.264,1024.313,1024.313,1066.271,478.662,1056.157,10.114
159,453.219,1073.390,1073.390,1056.135,470.675,1045.910,10.225
160,456.175,1048.289,1048.289,1047.949,462.688,1037.464,10.485
161,459.132,1044.359,1044.359,1041.858,454.702,1030.878,10.979
162,462.089,1097.920,1097.920,1037.911,446.715,1026.078,11.834
163,465.048,1020.907,1020.907,1036.087,438.729,1022.856,13.231
164,468.007,1020.082,1020.082,1036.309,430.742,1020.891,15.418
165,470.967,1038.124,1038.124,1038.476,422.756,1019.761,18.715
166,473.927,1046.527,1046.527,1042.491,414.769,1018.981,23.510
167,476.889,1041.677,1041.677,1048.270,406.782,1018.031,30.239
168,479.851,1050.486,1050.486,1055.754,398.796,1016.410,39.344
169,482.814,1043.442,1043.442,1066.976,392.894,1015.734,51.242
170,485.777,1034.957,1034.957,1079.767,386.991,1013.609,66.158
171,488.742,1140.282,1140.282,1093.956,381.089,1009.842,84.114
172,491.707,1098.326,1098.326,1109.220,375.187,1004.400,104.820
173,494.673,1160.545,1160.545,1125.024,369.285,997.415,127.608
174,497.639,1156.856,1156.856,1140.583,363.382,989.157,151.426
175,500.606,1213.418,1213.418,1154.877,357.480,979.999,174.878
176,503.574,1176.527,1176.527,1166.713,351.578,970.366,196.347
177,506.543,1140.786,1140.786,1174.846,345.676,960.679,214.167
178,509.512,1181.183,1181.183,1178.137,339.773,951.309,226.828
179,512.483,1147.225,1147.225,1175.726,333.871,942.541,233.186
180,515.453,1227.846,1227.846,1167.183,327.969,934.556,232.627
181,518.425,1137.698,1137.698,1152.596,322.067,927.435,225.160
182,521.397,1159.470,1159.470,1132.591,316.164,921.173,211.417
183,524.370,1131.849,1131.849,1108.262,310.262,915.703,192.559
184,527.343,1076.170,1076.170,1081.031,304.360,910.920,170.111
185,530.317,1023.904,1023.904,1052.463,298.458,906.708,145.755
186,533.292,1014.542,1014.542,1024.072,292.556,902.951,121.121
187,536.267,985.660,985.660,997.152,286.653,899.540,97.613
188,539.243,935.165,935.165,972.663,280.751,896.372,76.291
189,542.220,898.292,898.292,951.173,274.849,893.348,57.825
190,545.197,919.695,919.695,932.872,268.947,890.369,42.504
191,548.175,904.612,904.612,917.632,263.044,887.336,30.297
192,551.154,885.362,885.362,905.098,257.142,884.156,20.942
193,554.133,881.831,881.831,894.789,251.240,880.751,14.038
194,557.113,828.461,828.461,886.193,245.338,877.068,9.125
195,560.093,896.989,896.989,878.841,239.435,873.089,5.752
196,563.074,911.007,911.007,872.347,233.533,868.831,3.516
197,566.056,873.191,873.191,866.433,227.631,864.349,2.084
198,569.038,904.678,904.678,860.918,221.729,859.720,1.198
199,572.021,904.660,904.660,855.708,215.826,855.040,0.668
200,575.004,835.391,835.391,850.761,209.924,850.400,0.361
201,577.988,901.869,901.869,846.068,204.022,845.879,0.189
202,580.973,885.523,885.523,841.632,198.120,841.536,0.096
203,583.958,888.531,888.531,837.452,192.218,837.405,0.047
204,586.943,859.571,859.571,833.519,186.315,833.496,0.023
205,589.930,816.571,816.571,829.819,180.413,829.809,0.010
206,592.916,880.554,880.554,826.338,174.511,826.334,0.005
207,595.904,799.341,799.341,823.065,168.609,823.063,0.002
208,598.892,863.611,863.611,819.996,162.706,819.995,0.001
209,601.880,843.609,843.609,817.139,156.804,817.139,0.000
210,604.869,887.098,887.098,814.509,150.902,814.509,0.000
211,607.859,865.072,865.072,812.123,145.000,812.123,0.000
212,610.849,904.727,904.727,809.996,139.097,809.996,0.000
213,613.839,874.946,874.946,808.139,133.195,808.139,0.000
214,616.830,820.501,820.501,806.549,127.293,806.549,0.000
215,619.822,834.790,834.790,805.214,121.391,805.214,0.000
216,622.814,866.011,866.011,804.107,115.488,804.107,0.000
217,625.807,915.862,915.862,803.189,109.586,803.189,0.000
218,628.800,861.871,861.871,802.404,103.684,802.404,0.000
219,631.793,875.237,875.237,801.685,97.782,801.685,0.000
220,634.787,885.916,885.916,805.676,96.615,805.676,0.000
221,637.782,850.978,850.978,809.532,95.447,809.532,0.000
222,640.777,869.475,869.475,813.117,94.280,813.117,0.000
223,643.773,840.190,840.190,816.270,93.113,816.270,0.000
224,646.769,870.168,870.168,818.803,91.946,818.803,0.000
225,649.765,796.512,796.512,820.509,90.779,820.509,0.000
226,652.762,891.983,891.983,821.168,89.612,821.168,0.000
227,655.759,828.194,828.194,820.555,88.444,820.555,0.000
228,658.757,814.187,814.187,818.452,87.277,818.452,0.000
229,661.756,859.624,859.624,814.661,86.110,814.661,0.000
230,664.754,776.128,776.128,809.012,84.943,809.012,0.000
231,667.754,799.850,799.850,801.377,83.776,801.377,0.000
232,670.753,783.305,783.305,791.674,82.609,791.674,0.000
233,673.753,769.170,769.170,779.878,81.441,779.878,0.000
234,676.754,760.531,760.531,766.018,80.274,766.018,0.000
235,679.755,676.786,676.786,750.186,79.107,750.186,0.000
236,682.756,690.582,690.582,732.530,77.940,732.530,0.000
237,685.758,695.810,695.810,713.248,76.773,713.248,0.000
238,688.760,655.465,655.465,692.586,75.606,692.586,0.000
239,691.763,573.172,573.172,670.822,74.438,670.822,0.000
240,694.766,609.775,609.775,648.255,73.271,648.255,0.000
241,697.769,568.895,568.895,625.197,72.104,625.197,0.000
242,700.773,548.255,548.255,601.957,70.937,601.957,0.000
243,703.777,557.154,557.154,578.828,69.770,578.828,0.000
244,706.781,483.172,483.172,556.082,68.603,556.082,0.000
245,709.786,519.836,519.836,533.963,67.435,533.963,0.000
246,712.792,461.617,461.617,512.678,66.268,512.678,0.000
247,715.797,398.088,398.088,492.399,65.101,492.399,0.000
248,718.803,395.744,395.744,473.262,63.934,473.262,0.000
249,721.810,422.332,422.332,455.365,62.767,455.365,0.000
250,724.817,389.255,389.255,438.774,61.600,438.774,0.000
251,727.824,388.718,388.718,423.525,60.432,423.525,0.000
252,730.831,412.130,412.130,409.622,59.265,409.622,0.000
253,733.839,374.272,374.272,397.048,58.098,397.048,0.000
254,736.847,389.626,389.626,385.760,56.931,385.760,0.000
255,739.856,359.819,359.819,375.702,55.764,375.702,0.000
256,742.865,367.046,367.046,366.803,54.597,366.803,0.000
257,745.874,329.972,329.972,358.988,53.429,358.988,0.000
258,748.883,310.382,310.382,352.181,52.262,352.181,0.000
259,751.893,323.777,323.777,346.314,51.095,346.314,0.000
260,754.904,356.139,356.139,341.331,49.928,341.331,0.000
261,757.914,300.836,300.836,337.195,48.761,337.195,0.000
262,760.925,299.071,299.071,333.888,47.594,333.888,0.000
263,763.936,310.492,310.492,331.411,46.426,331.411,0.000
264,766.947,327.005,327.005,329.782,45.259,329.782,0.000
265,769.959,327.720,327.720,329.025,44.092,329.025,0.000
266,772.971,338.860,338.860,329.160,42.925,329.160,0.000
267,775.984,341.325,341.325,330.192,41.758,330.192,0.000
268,778.996,332.334,332.334,332.100,40.591,332.100,0.000
269,782.009,315.189,315.189,334.822,39.423,334.822,0.000
270,785.022,294.500,294.500,338.249,38.256,338.249,0.000
271,788.036,366.215,366.215,342.220,37.089,342.220,0.000
272,791.049,343.123,343.123,346.529,35.922,346.529,0.000
273,794.063,342.500,342.500,350.932,34.755,350.932,0.000
274,797.078,318.367,318.367,355.166,33.588,355.166,0.000
275,800.092,373.031,373.031,358.975,32.420,358.975,0.000
276,803.107,372.788,372.788,362.137,31.253,362.137,0.000
277,806.122,348.654,348.654,364.498,30.086,364.498,0.000
278,809.138,385.687,385.687,366.008,28.919,366.008,0.000
279,812.153,343.375,343.375,366.761,27.752,366.761,0.000
280,815.169,336.360,336.360,368.022,27.584,368.022,0.000
281,818.185,373.217,373.217,369.269,27.417,369.269,0.000
282,821.201,415.906,415.906,371.217,27.250,371.217,0.000
283,824.218,409.822,409.822,374.851,27.082,374.851,0.000
284,827.235,428.167,428.167,381.444,26.915,381.444,0.000
285,830.252,469.998,469.998,392.579,26.748,392.579,0.000
286,833.269,460.143,460.143,410.150,26.581,410.150,0.000
287,836.286,480.285,480.285,436.361,26.413,436.361,0.000
288,839.304,534.252,534.252,473.691,26.246,473.691,0.000
289,842.322,611.125,611.125,524.842,26.079,524.842,0.000
290,845.340,695.344,695.344,592.643,25.911,592.643,0.000
291,848.358,732.923,732.923,679.915,25.744,679.915,0.000
292,851.377,897.899,897.899,789.292,25.577,789.292,0.000
293,854.396,976.285,976.285,923.000,25.409,923.000,0.000
294,857.414,1150.932,1150.932,1082.593,25.242,1082.593,0.000
295,860.434,1341.395,1341.395,1268.683,25.075,1268.683,0.000
296,863.453,1609.781,1609.781,1480.669,24.908,1480.669,0.000
297,866.472,1664.143,1664.143,1716.496,24.740,1716.496,0.000
298,869.492,2050.024,2050.024,1972.494,24.573,1972.494,0.000
299,872.512,2172.647,2172.647,2243.303,24.406,2243.303,0.000
300,875.532,2466.184,2466.184,2521.944,24.238,2521.944,0.000
301,878.552,2832.009,2832.009,2800.015,24.071,2800.015,0.000
302,881.572,3117.445,3117.445,3068.055,23.904,3068.055,0.000
303,884.593,3186.739,3186.739,3316.034,23.736,3316.034,0.000
304,887.614,3501.158,3501.158,3533.947,23.569,3533.947,0.000
305,890.635,3689.831,3689.831,3712.466,23.402,3712.466,0.000
306,893.656,3761.638,3761.638,3843.591,23.235,3843.591,0.000
307,896.677,3842.452,3842.452,3921.236,23.067,3921.236,0.000
308,899.698,4017.285,4017.285,3941.687,22.900,3941.687,0.000
309,902.720,3861.301,3861.301,3903.891,22.733,3903.891,0.000
310,905.741,3751.529,3751.529,3809.538,22.565,3809.538,0.000
311,908.763,3813.452,3813.452,3662.929,22.398,3662.929,0.000
312,911.785,3561.327,3561.327,3470.643,22.231,3470.643,0.000
313,914.807,3313.066,3313.066,3241.044,22.063,3241.044,0.000
314,917.829,3015.024,3015.024,2983.673,21.896,2983.673,0.000
315,920.852,2837.529,2837.529,2708.589,21.729,2708.589,0.000
316,923.874,2485.401,2485.401,2425.722,21.561,2425.722,0.000
317,926.897,2206.923,2206.923,2144.299,21.394,2144.299,0.000
318,929.919,2017.974,2017.974,1872.376,21.227,1872.376,0.000
319,932.942,1741.057,1741.057,1616.522,21.060,1616.522,0.000
320,935.965,1355.235,1355.235,1381.642,20.892,1381.642,0.000
321,938.988,1193.075,1193.075,1170.957,20.725,1170.957,0.000
322,942.011,993.588,993.588,986.101,20.558,986.101,0.000
323,945.034,862.496,862.496,827.313,20.390,827.313,0.000
324,948.058,700.873,700.873,693.702,20.223,693.702,0.000
325,951.081,551.689,551.689,583.519,20.056,583.519,0.000
326,954.105,492.755,492.755,494.451,19.888,494.451,0.000
327,957.128,418.982,418.982,423.871,19.721,423.871,0.000
328,960.152,412.849,412.849,369.060,19.554,369.060,0.000
329,963.176,316.202,316.202,327.375,19.387,327.375,0.000
330,966.200,270.336,270.336,296.368,19.219,296.368,0.000
331,969.224,269.706,269.706,273.862,19.052,273.862,0.000
332,972.248,251.311,251.311,257.982,18.885,257.982,0.000
333,975.272,234.706,234.706,247.164,18.717,247.164,0.000
334,978.296,220.638,220.638,240.136,18.550,240.136,0.000
335,981.321,230.160,230.160,235.885,18.383,235.885,0.000
336,984.345,242.296,242.296,233.626,18.215,233.626,0.000
337,987.370,277.287,277.287,232.755,18.048,232.755,0.000
338,990.394,203.077,203.077,232.823,17.881,232.823,0.000
339,993.419,237.691,237.691,233.492,17.714,233.492,0.000
340,996.443,217.061,217.061,234.518,17.546,234.518,0.000
341,999.468,207.767,207.767,235.719,17.379,235.719,0.000
342,1002.493,236.978,236.978,236.964,17.212,236.964,0.000
343,1005.518,254.491,254.491,238.158,17.044,238.158,0.000
344,1008.542,273.054,273.054,239.230,16.877,239.230,0.000
345,1011.567,240.785,240.785,240.126,16.710,240.126,0.000
346,1014.592,244.399,244.399,240.809,16.542,240.809,0.000
347,1017.617,240.692,240.692,241.248,16.375,241.248,0.000
348,1020.642,193.793,193.793,241.424,16.208,241.424,0.000
349,1023.667,217.105,217.105,241.322,16.040,241.322,0.000
350,1026.692,245.710,245.710,241.189,16.124,241.189,0.000
351,1029.718,243.692,243.692,240.774,16.208,240.774,0.000
352,1032.743,207.348,207.348,240.088,16.292,240.088,0.000
353,1035.768,238.324,238.324,239.148,16.376,239.148,0.000
354,1038.793,237.206,237.206,237.980,16.460,237.980,0.000
355,1041.818,234.273,234.273,236.620,16.544,236.620,0.000
356,1044.844,234.105,234.105,235.108,16.628,235.108,0.000
357,1047.869,214.357,214.357,233.493,16.712,233.493,0.000
358,1050.894,232.105,232.105,231.825,16.796,231.825,0.000
359,1053.920,238.289,238.289,230.159,16.879,230.159,0.000
360,1056.945,253.609,253.609,228.550,16.963,228.550,0.000
361,1059.970,243.173,243.173,227.049,17.047,227.049,0.000
362,1062.995,257.087,257.087,225.705,17.131,225.705,0.000
363,1066.021,237.701,237.701,224.559,17.215,224.559,0.000
364,1069.046,220.197,220.197,223.645,17.299,223.645,0.000
365,1072.071,247.885,247.885,222.990,17.383,222.990,0.000
366,1075.097,244.466,244.466,222.610,17.467,222.610,0.000
367,1078.122,238.541,238.541,222.512,17.551,222.512,0.000
368,1081.147,246.725,246.725,222.695,17.635,222.695,0.000
369,1084.173,239.995,239.995,223.149,17.718,223.149,0.000
370,1087.198,250.339,250.339,223.858,17.802,223.858,0.000
371,1090.223,243.927,243.927,224.799,17.886,224.799,0.000
372,1093.248,266.499,266.499,225.944,17.970,225.944,0.000
373,1096.274,227.061,227.061,227.263,18.054,227.263,0.000
374,1099.299,229.146,229.146,228.724,18.138,228.724,0.000
375,1102.324,221.423,221.423,230.291,18.222,230.291,0.000
376,1105.349,249.699,249.699,231.932,18.306,231.932,0.000
377,1108.374,235.171,235.171,233.615,18.390,233.615,0.000
378,1111.399,256.035,256.035,235.309,18.474,235.309,0.000
379,1114.425,223.111,223.111,236.986,18.557,236.986,0.000
380,1117.450,226.296,226.296,238.623,18.641,238.623,0.000
381,1120.475,251.438,251.438,240.199,18.725,240.199,0.000
382,1123.500,277.684,277.684,241.697,18.809,241.697,0.000
383,1126.524,207.052,207.052,243.106,18.893,243.106,0.000
384,1129.549,206.305,206.305,244.417,18.977,244.417,0.000
385,1132.574,247.473,247.473,245.626,19.061,245.626,0.000
386,1135.599,232.691,232.691,246.732,19.145,246.732,0.000
387,1138.624,214.969,214.969,247.737,19.229,247.737,0.000
388,1141.648,204.028,204.028,248.645,19.313,248.645,0.000
389,1144.673,231.868,231.868,249.461,19.396,249.461,0.000
390,1147.698,247.927,247.927,250.193,19.480,250.193,0.000
391,1150.722,270.785,270.785,250.845,19.564,250.845,0.000
392,1153.747,238.853,238.853,251.426,19.648,251.426,0.000
393,1156.771,246.743,246.743,251.939,19.732,251.939,0.000
394,1159.796,260.374,260.374,252.390,19.816,252.390,0.000
395,1162.820,253.769,253.769,252.782,19.900,252.782,0.000
396,1165.844,239.912,239.912,253.116,19.984,253.116,0.000
397,1168.868,234.861,234.861,253.395,20.068,253.395,0.000
398,1171.892,239.013,239.013,253.617,20.152,253.617,0.000
399,1174.917,237.920,237.920,253.784,20.235,253.784,0.000
400,1177.940,234.392,234.392,253.896,20.319,253.896,0.000
401,1180.964,226.719,226.719,253.952,20.403,253.952,0.000
402,1183.988,241.249,241.249,253.953,20.487,253.953,0.000
403,1187.012,245.736,245.736,253.900,20.571,253.900,0.000
404,1190.036,267.166,267.166,253.795,20.655,253.795,0.000
405,1193.059,250.249,250.249,253.642,20.739,253.642,0.000
406,1196.083,257.166,257.166,253.445,20.823,253.445,0.000
407,1199.106,248.223,248.223,253.207,20.907,253.207,0.000
408,1202.130,232.905,232.905,252.936,20.990,252.936,0.000
409,1205.153,219.317,219.317,252.636,21.074,252.636,0.000
410,1208.176,253.721,253.721,252.315,21.158,252.315,0.000
411,1211.199,248.922,248.922,251.980,21.242,251.980,0.000
412,1214.222,244.115,244.115,251.639,21.326,251.639,0.000
413,1217.245,231.863,231.863,251.302,21.410,251.302,0.000
414,1220.268,250.225,250.225,250.978,21.494,250.978,0.000
415,1223.291,255.150,255.150,250.679,21.578,250.679,0.000
416,1226.313,259.091,259.091,250.418,21.662,250.418,0.000
417,1229.336,261.444,261.444,250.211,21.746,250.211,0.000
418,1232.358,252.486,252.486,250.077,21.829,250.077,0.000
419,1235.381,267.940,267.940,250.038,21.913,250.038,0.000
420,1238.403,262.856,262.856,250.122,21.997,250.122,0.000
421,1241.425,240.554,240.554,250.359,22.081,250.359,0.000
422,1244.447,266.596,266.596,250.786,22.165,250.786,0.000
423,1247.469,315.916,315.916,251.443,22.249,251.443,0.000
424,1250.491,221.385,221.385,252.375,22.333,252.375,0.000
425,1253.513,270.361,270.361,253.630,22.417,253.630,0.000
426,1256.534,262.655,262.655,255.259,22.501,255.259,0.000
427,1259.556,239.117,239.117,257.312,22.585,257.312,0.000
428,1262.577,250.512,250.512,259.839,22.668,259.839,0.000
429,1265.598,252.286,252.286,262.883,22.752,262.883,0.000
430,1268.619,262.823,262.823,266.483,22.836,266.483,0.000
431,1271.641,278.354,278.354,270.542,22.794,270.542,0.000
