node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,6.848,0,0,0.000,0,0.000
1,5.235,3000000,100.000,7.635,0,0,0.000,0,0.000
2,5.482,3000000,100.000,8.523,0,0,0.000,0,0.000
3,5.740,3000000,100.000,8.095,0,0,0.000,0,0.000
4,6.011,3000000,100.000,9.023,0,0,0.000,0,0.000
5,6.294,3000000,100.000,9.154,0,0,0.000,0,0.000
6,6.590,3000000,100.000,9.080,0,0,0.000,0,0.000
7,6.900,3000000,100.000,8.914,0,0,0.000,0,0.000
8,7.225,3000000,100.000,8.767,0,0,0.000,0,0.000
9,7.566,3000000,100.000,8.477,0,0,0.000,0,0.000
10,7.922,3000000,100.000,8.548,0,0,0.000,0,0.000
11,8.295,3000000,100.000,8.735,0,0,0.000,0,0.000
12,8.686,3000000,100.000,8.799,0,0,0.000,0,0.000
13,9.095,3000000,100.000,8.979,0,0,0.000,0,0.000
14,9.523,3000000,100.000,21.303,0,0,0.000,0,0.000
15,9.972,3000000,100.000,22.234,0,0,0.000,0,0.000
16,10.441,3000000,100.000,22.634,0,0,0.000,0,0.000
17,10.933,3000000,100.000,22.764,0,0,0.000,0,0.000
18,11.448,3000000,100.000,23.875,0,0,0.000,0,0.000
19,11.987,3000000,100.000,25.334,1,0,100.000,0,0.000
20,12.552,3000000,100.000,25.769,0,0,0.000,0,0.000
21,13.143,3000000,100.000,26.030,2,0,100.000,0,0.000
22,13.762,3000000,100.000,25.506,5,0,100.000,0,0.000
23,14.410,3000000,100.000,25.596,12,0,100.000,0,0.000
24,15.089,3000000,100.000,26.085,16,0,100.000,0,0.000
25,15.799,3000000,74.964,25.880,30,2,93.750,0,0.000
26,16.543,3000000,100.000,26.459,62,1,98.413,2,3.175
27,17.323,3000000,62.900,26.778,81,4,95.294,0,0.000
28,18.138,3000000,100.000,26.854,126,0,100.000,5,3.968
29,18.993,3000000,70.711,27.308,180,2,98.901,5,2.747
30,19.887,3000000,58.421,27.345,237,4,98.340,5,2.075
31,20.824,3000000,47.546,28.926,370,9,97.625,23,6.069
32,21.804,3000000,59.660,29.657,440,9,97.996,14,3.118
33,22.831,3000000,67.168,30.251,582,3,99.487,39,6.667
34,23.907,3000000,46.967,30.600,792,21,97.417,39,4.797
35,25.033,3000000,27.092,30.816,914,72,92.698,0,0.000
36,26.211,3000000,32.992,29.991,1225,36,97.145,60,4.758
37,27.446,3000000,23.418,31.488,1447,91,94.083,29,1.886
38,28.739,3000000,25.680,31.306,1866,53,97.238,107,5.576
39,30.092,3000000,23.367,32.293,2240,113,95.198,76,3.230
40,31.509,3000000,20.417,32.190,2705,210,92.796,61,2.093
41,32.993,3000000,18.355,31.790,3224,140,95.838,161,4.786
42,34.547,3000000,4.515,33.124,3123,913,77.379,153,3.791
43,36.174,3000000,3.471,33.093,3398,1501,69.361,124,2.531
44,37.878,3000000,3.156,32.379,3845,1734,68.919,120,2.151
45,39.662,3000000,2.990,32.272,4571,2060,68.934,93,1.403
46,41.530,3000000,2.779,32.722,5314,2371,69.148,77,1.002
47,43.486,3000000,2.703,32.224,6255,2619,70.487,84,0.947
48,45.534,3000000,2.492,31.822,7218,3055,70.262,100,0.973
49,47.678,3000000,2.495,31.166,8413,3410,71.158,107,0.905
50,49.923,3000000,2.300,30.888,9609,3821,71.549,202,1.504
51,52.275,3000000,2.273,30.749,11105,4249,72.326,319,2.078
52,54.737,3000000,2.123,30.015,12870,4536,73.940,453,2.603
53,57.315,3000000,2.035,30.095,14232,5443,72.335,65,0.330
54,60.014,3000000,2.138,29.899,16609,5610,74.751,324,1.458
55,62.840,3000000,2.032,30.430,18873,5999,75.881,640,2.573
56,63.187,3000000,1.948,30.198,18646,6577,73.925,46,0.182
57,63.440,3000000,1.786,39.819,4191,13747,23.364,25,0.139
58,65.800,3000000,1.756,37.556,4718,13759,25.534,43,0.233
59,68.899,3000000,1.725,37.548,5504,13483,28.988,121,0.637
60,72.144,3000000,1.447,37.108,5977,13836,30.167,86,0.434
61,75.541,3000000,1.531,37.620,6859,13901,33.039,32,0.154
62,79.099,3000000,1.601,37.694,7627,13923,35.392,5,0.023
63,82.824,3000000,1.569,37.668,8621,13742,38.550,185,0.827
64,86.725,3000000,1.645,36.818,9796,13801,41.514,144,0.610
65,90.810,3000000,1.729,36.857,11051,14030,44.061,162,0.646
66,95.086,3000000,1.753,36.825,12118,14095,46.229,4,0.015
67,99.565,3000000,1.794,36.056,13530,14143,48.892,51,0.184
68,104.254,3000000,1.811,35.759,15060,14229,51.419,120,0.410
69,109.164,3000000,1.783,35.526,16376,14486,53.062,12,0.039
70,114.305,3000000,1.814,36.342,18212,14553,55.584,112,0.342
71,119.688,3000000,1.767,34.473,19446,14901,56.616,51,0.148
72,125.325,3000000,1.740,34.532,21192,14867,58.770,33,0.092
73,131.228,3000000,1.719,33.387,22703,15212,59.879,12,0.032
74,137.408,3000000,1.707,33.061,24104,15146,61.411,34,0.087
75,143.880,3000000,1.686,31.720,25421,15371,62.319,88,0.216
76,150.656,3000000,1.648,31.598,26956,15560,63.402,156,0.367
77,157.751,3000000,1.617,30.442,27660,15940,63.440,57,0.131
78,165.181,3000000,1.619,29.355,28111,16159,63.499,6,0.014
79,172.960,3000000,1.636,28.695,28733,16473,63.560,195,0.431
80,181.106,3000000,1.643,28.050,28810,16886,63.047,3,0.007
81,189.635,3000000,1.665,27.082,28127,16931,62.424,28,0.062
82,198.566,3000000,1.677,26.056,28235,17233,62.099,95,0.209
83,207.918,3000000,1.738,24.822,27209,17079,61.437,53,0.120
84,217.710,3000000,1.772,24.010,26551,17589,60.152,38,0.086
85,227.964,3000000,1.810,23.480,25413,17718,58.920,32,0.074
86,238.700,3000000,1.844,22.275,24314,18180,57.217,64,0.151
87,249.942,3000000,1.872,21.481,23023,18087,56.003,32,0.078
88,261.714,3000000,1.792,21.103,21662,18604,53.797,18,0.045
89,274.039,3000000,1.771,19.852,20269,18396,52.422,29,0.075
90,286.946,3000000,1.748,19.188,18963,18767,50.260,52,0.138
91,300.460,3000000,1.727,18.621,17685,18970,48.247,32,0.087
92,314.610,3000000,1.711,18.200,16486,19045,46.399,30,0.084
93,329.427,3000000,1.712,17.623,15265,19010,44.537,8,0.023
94,344.942,3000000,1.696,17.075,14240,18956,42.897,20,0.060
95,361.188,3000000,1.709,16.776,12933,18919,40.603,1,0.003
96,378.198,3000000,1.714,16.351,12049,18748,39.124,12,0.039
97,396.010,3000000,1.694,15.997,11000,18971,36.702,8,0.027
98,414.661,3000000,1.685,15.400,10304,18938,35.237,18,0.062
99,434.190,3000000,1.707,15.073,9379,18501,33.641,6,0.022
100,454.639,3000000,1.719,14.764,8630,18492,31.819,11,0.041
101,476.051,3000000,1.720,14.515,7851,18444,29.857,3,0.011
102,498.471,3000000,1.750,14.274,7279,18210,28.557,2,0.008
103,521.947,3000000,1.777,14.040,6739,18045,27.191,4,0.016
104,546.529,3000000,1.828,13.801,6058,17724,25.473,5,0.021
