node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,5.977,0,0,0.000,0,0.000
1,5.235,3000000,100.000,7.554,0,0,0.000,0,0.000
2,5.482,3000000,100.000,8.219,0,0,0.000,0,0.000
3,5.740,3000000,100.000,8.424,0,0,0.000,0,0.000
4,6.011,3000000,100.000,7.076,0,0,0.000,0,0.000
5,6.294,3000000,100.000,7.892,0,0,0.000,0,0.000
6,6.590,3000000,100.000,7.286,0,0,0.000,0,0.000
7,6.900,3000000,100.000,6.767,0,0,0.000,0,0.000
8,7.225,3000000,100.000,7.108,0,0,0.000,0,0.000
9,7.566,3000000,100.000,10.078,0,0,0.000,0,0.000
10,7.922,3000000,100.000,11.345,0,0,0.000,0,0.000
11,8.295,3000000,100.000,12.270,0,0,0.000,0,0.000
12,8.686,3000000,100.000,12.909,0,0,0.000,0,0.000
13,9.095,3000000,100.000,12.970,0,0,0.000,0,0.000
14,9.523,3000000,100.000,13.128,0,0,0.000,0,0.000
15,9.972,3000000,100.000,13.185,0,0,0.000,0,0.000
16,10.441,3000000,100.000,13.256,0,0,0.000,0,0.000
17,10.933,3000000,100.000,13.245,0,0,0.000,0,0.000
18,11.448,3000000,100.000,13.266,1,0,100.000,0,0.000
19,11.987,3000000,100.000,13.217,0,0,0.000,0,0.000
20,12.552,3000000,100.000,10.779,2,0,100.000,0,0.000
21,13.143,3000000,100.000,10.686,4,0,100.000,0,0.000
22,13.762,3000000,100.000,10.533,21,0,100.000,0,0.000
23,14.410,3000000,100.000,10.717,60,0,100.000,1,1.667
24,15.089,3000000,68.677,10.767,179,5,97.283,1,0.543
25,15.799,3000000,55.516,10.875,507,6,98.830,8,1.559
26,16.543,3000000,52.947,10.874,1180,6,99.494,34,2.867
27,17.323,3000000,20.837,10.920,2490,58,97.724,64,2.512
28,18.138,3000000,20.378,11.027,5019,45,99.111,204,4.028
29,18.993,3000000,17.025,10.740,9267,61,99.346,387,4.149
30,19.887,3000000,12.525,11.246,15535,173,98.899,638,4.062
31,20.824,3000000,9.906,11.610,24723,191,99.233,1220,4.897
32,21.804,3000000,6.847,11.778,36113,730,98.019,1503,4.079
33,22.831,3000000,6.603,11.644,52334,478,99.095,2954,5.593
34,23.907,3000000,5.747,12.096,70033,1714,97.611,3257,4.540
35,25.033,3000000,3.661,12.029,87959,6899,92.727,66,0.070
36,26.211,3000000,4.179,12.405,118420,3112,97.439,6652,5.473
37,27.446,3000000,3.879,12.502,142187,8928,94.092,3767,2.493
38,28.739,3000000,3.705,12.610,178661,4194,97.706,12224,6.685
39,30.092,3000000,3.186,12.897,206727,9924,95.419,10824,4.996
40,31.509,3000000,2.913,13.043,228901,19255,92.241,5916,2.384
41,32.993,3000000,2.752,13.264,269590,9997,96.424,20028,7.163
42,34.547,3000000,0.474,14.347,227415,86276,72.497,14885,4.745
43,36.174,3000000,0.437,14.653,248039,98078,71.663,12059,3.484
44,37.878,3000000,0.409,14.753,268140,109830,70.942,9738,2.576
45,39.662,3000000,0.437,15.183,289450,120740,70.565,7544,1.839
46,41.530,3000000,0.422,15.354,307300,129141,70.410,5864,1.344
47,43.486,3000000,0.419,15.523,324034,135232,70.555,5234,1.140
48,45.534,3000000,0.413,15.732,342320,139825,70.999,5482,1.137
49,47.678,3000000,0.432,15.782,362426,142941,71.715,7254,1.435
50,49.923,3000000,0.427,15.928,381102,143615,72.630,9742,1.857
51,52.275,3000000,0.423,16.337,399329,142265,73.732,13164,2.431
52,54.737,3000000,0.424,16.063,416902,140219,74.831,17504,3.142
53,57.315,3000000,0.375,16.111,415237,156890,72.578,2399,0.419
54,60.014,3000000,0.381,16.151,434442,151032,74.203,8794,1.502
55,62.840,3000000,0.391,16.362,450789,143377,75.869,15978,2.689
56,65.800,3000000,0.391,16.625,450554,152183,74.751,5786,0.960
57,68.899,3000000,0.410,16.823,467309,142883,76.584,14746,2.417
58,72.144,3000000,0.437,16.700,467962,148383,75.925,7457,1.210
59,75.541,3000000,0.456,16.566,471904,152735,75.548,3160,0.506
60,79.099,3000000,0.484,16.601,477830,154970,75.510,198,0.031
61,82.824,3000000,0.536,16.823,493863,142439,77.615,10470,1.645
62,86.725,3000000,0.607,17.209,496215,142024,77.748,8840,1.385
63,90.810,3000000,0.686,17.173,500919,140868,78.051,8679,1.352
64,95.086,3000000,0.761,17.006,497414,147148,77.171,138,0.021
65,99.565,3000000,0.841,17.425,500960,143608,77.720,1943,0.301
66,104.254,3000000,0.927,17.281,506377,139387,78.415,4376,0.678
67,109.164,3000000,0.893,17.115,502559,141978,77.972,303,0.047
68,114.305,3000000,0.942,17.270,506114,136308,78.782,3911,0.609
69,119.688,3000000,0.962,17.145,505478,137097,78.664,1683,0.262
70,125.325,3000000,0.928,17.127,502924,136843,78.610,632,0.099
71,131.228,3000000,0.942,17.578,501104,135469,78.719,380,0.060
72,137.408,3000000,0.915,17.282,500003,135195,78.716,653,0.103
73,143.880,3000000,0.914,18.047,498017,133289,78.887,1523,0.241
74,150.656,3000000,0.884,17.869,495739,131437,79.043,2845,0.454
75,157.751,3000000,0.857,17.423,489696,132461,78.709,1066,0.171
76,165.181,3000000,0.822,17.326,483138,133086,78.403,164,0.027
77,172.960,3000000,0.811,17.359,479712,131082,78.539,2625,0.430
78,181.106,3000000,0.764,17.785,469960,132596,77.994,57,0.009
79,189.635,3000000,0.730,17.622,462420,132917,77.674,571,0.096
80,198.566,3000000,0.701,18.773,455983,133192,77.393,1376,0.234
81,207.918,3000000,0.676,18.637,446482,134478,76.852,659,0.113
82,217.710,3000000,0.660,18.413,436781,135683,76.298,453,0.079
83,227.964,3000000,0.654,18.443,427339,137079,75.713,528,0.094
