node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,6.262,0,0,0.000,0,0.000
1,5.235,3000000,100.000,6.793,0,0,0.000,0,0.000
2,5.482,3000000,100.000,8.461,0,0,0.000,0,0.000
3,5.740,3000000,100.000,8.496,0,0,0.000,0,0.000
4,6.011,3000000,100.000,9.058,0,0,0.000,0,0.000
5,6.294,3000000,100.000,8.839,0,0,0.000,0,0.000
6,6.590,3000000,100.000,8.981,0,0,0.000,0,0.000
7,6.900,3000000,100.000,9.252,0,0,0.000,0,0.000
8,7.225,3000000,100.000,9.993,0,0,0.000,0,0.000
9,7.566,3000000,100.000,9.336,0,0,0.000,0,0.000
10,7.922,3000000,100.000,9.514,0,0,0.000,0,0.000
11,8.295,3000000,100.000,9.377,0,0,0.000,0,0.000
12,8.686,3000000,100.000,9.695,0,0,0.000,0,0.000
13,9.095,3000000,100.000,9.622,0,0,0.000,0,0.000
14,9.523,3000000,100.000,22.741,0,0,0.000,0,0.000
15,9.972,3000000,100.000,24.410,0,0,0.000,0,0.000
16,10.441,3000000,100.000,25.476,0,0,0.000,0,0.000
17,10.933,3000000,100.000,25.635,0,0,0.000,0,0.000
18,11.448,3000000,100.000,27.471,0,0,0.000,0,0.000
19,11.987,3000000,100.000,27.782,0,0,0.000,0,0.000
20,12.552,3000000,100.000,28.467,0,0,0.000,0,0.000
21,13.143,3000000,100.000,28.442,1,0,100.000,0,0.000
22,13.762,3000000,100.000,27.328,1,0,100.000,0,0.000
23,14.410,3000000,100.000,28.049,5,0,100.000,0,0.000
24,15.089,3000000,100.000,27.641,5,0,100.000,0,0.000
25,15.799,3000000,100.000,28.158,17,1,94.444,1,5.556
26,16.543,3000000,100.000,28.273,40,1,97.561,1,2.439
27,17.323,3000000,100.000,28.563,76,1,98.701,2,2.597
28,18.138,3000000,100.000,28.421,124,1,99.200,5,4.000
29,18.993,3000000,77.830,28.756,224,2,99.115,9,3.982
30,19.887,3000000,44.721,27.506,354,5,98.607,16,4.457
31,20.824,3000000,76.824,30.164,587,2,99.660,32,5.433
32,21.804,3000000,45.803,30.851,774,20,97.481,43,5.416
33,22.831,3000000,72.633,29.607,1152,12,98.969,86,7.388
34,23.907,3000000,28.548,31.160,1698,48,97.251,90,5.155
35,25.033,3000000,28.620,31.545,2205,200,91.684,4,0.166
36,26.211,3000000,23.471,29.280,3090,94,97.048,164,5.151
37,27.446,3000000,19.981,30.869,3916,282,93.283,96,2.287
38,28.739,3000000,20.739,30.528,5378,132,97.604,396,7.187
39,30.092,3000000,19.832,31.157,6607,326,95.298,316,4.558
40,31.509,3000000,15.524,31.370,8211,667,92.487,244,2.748
41,32.993,3000000,12.688,30.824,10485,430,96.060,690,6.322
42,34.547,3000000,3.761,32.097,10483,2994,77.784,625,4.638
43,36.174,3000000,3.139,31.722,11605,4829,70.616,629,3.827
44,37.878,3000000,2.134,31.960,13555,6111,68.926,436,2.217
45,39.662,3000000,2.023,31.635,16781,7158,70.099,424,1.771
46,41.530,3000000,1.929,29.922,19665,8548,69.702,355,1.258
47,43.486,3000000,1.841,30.621,23241,9995,69.927,391,1.176
48,45.534,3000000,1.675,31.066,27312,11383,70.583,489,1.264
49,47.678,3000000,1.587,29.279,32320,12926,71.432,654,1.445
50,49.923,3000000,1.491,31.025,37987,14710,72.086,1029,1.953
51,52.275,3000000,1.395,31.055,44228,16079,73.338,1560,2.587
52,54.737,3000000,1.334,30.474,52028,17893,74.410,2233,3.194
53,57.315,3000000,1.128,30.722,57350,21637,72.607,363,0.460
54,60.014,3000000,1.105,30.963,67109,23266,74.256,1523,1.685
55,62.840,3000000,1.064,29.567,77997,24488,76.106,2976,2.904
56,63.187,3000000,0.983,31.567,76346,27665,73.402,244,0.235
57,63.440,3000000,1.013,41.520,17049,55558,23.481,160,0.220
58,65.800,3000000,1.009,36.361,19078,55044,25.739,252,0.340
59,68.899,3000000,1.020,39.786,22281,55164,28.770,640,0.826
60,72.144,3000000,0.988,39.663,24964,55752,30.928,426,0.528
61,75.541,3000000,0.964,36.812,28596,56140,33.747,199,0.235
62,79.099,3000000,1.032,40.377,31830,57110,35.788,16,0.018
63,82.824,3000000,0.997,39.447,37216,56209,39.835,841,0.900
64,86.725,3000000,1.110,37.321,41975,56642,42.564,907,0.920
65,90.810,3000000,1.128,41.205,47434,57046,45.400,924,0.884
66,95.086,3000000,1.091,40.305,52070,58254,47.197,21,0.019
67,99.565,3000000,1.091,42.427,59310,59000,50.131,292,0.247
68,104.254,3000000,1.014,41.982,66685,58861,53.116,725,0.577
69,109.164,3000000,0.996,41.869,73873,59983,55.188,59,0.044
70,114.305,3000000,0.967,43.252,82421,60332,57.737,781,0.547
71,119.688,3000000,0.945,37.162,91297,61224,59.859,373,0.245
72,125.325,3000000,0.932,40.763,99732,62748,61.381,151,0.093
73,131.228,3000000,0.910,40.442,109099,64344,62.902,120,0.069
74,137.408,3000000,0.892,42.789,119359,65600,64.533,217,0.117
75,143.880,3000000,0.883,35.520,129716,66258,66.190,557,0.284
76,150.656,3000000,0.871,39.079,138971,66918,67.498,1113,0.541
77,157.751,3000000,0.861,41.185,148038,69856,67.940,432,0.198
78,165.181,3000000,0.869,33.770,155124,71479,68.456,66,0.029
79,172.960,3000000,0.881,36.026,162601,72687,69.107,1245,0.529
80,181.106,3000000,0.870,37.818,167430,75759,68.848,31,0.013
81,189.635,3000000,0.872,32.862,172247,77566,68.950,273,0.109
82,198.566,3000000,0.861,31.559,176340,79769,68.853,839,0.328
83,207.918,3000000,0.869,29.138,176861,81347,68.496,385,0.149
84,217.710,3000000,0.856,28.828,175385,84653,67.446,273,0.105
85,227.964,3000000,0.858,27.667,175011,86862,66.830,364,0.139
86,238.700,3000000,0.856,26.666,171631,89482,65.731,575,0.220
87,249.942,3000000,0.860,25.998,168259,92420,64.546,276,0.106
88,261.714,3000000,0.854,25.465,163571,95177,63.216,180,0.070
89,274.039,3000000,0.846,24.309,157716,97951,61.688,242,0.095
90,286.946,3000000,0.854,23.943,152166,100452,60.236,449,0.178
91,300.460,3000000,0.878,22.130,145830,102966,58.614,299,0.120
92,314.610,3000000,0.872,21.381,138975,105518,56.842,314,0.128
93,329.427,3000000,0.852,21.892,131715,108854,54.751,47,0.020
94,344.942,3000000,0.843,21.190,124735,110052,53.127,284,0.121
95,361.188,3000000,0.827,20.307,118068,112095,51.298,15,0.007
96,378.198,3000000,0.814,20.049,111052,114130,49.317,112,0.050
97,396.010,3000000,0.802,20.144,105231,115562,47.660,65,0.029
98,414.661,3000000,0.793,19.834,98795,117322,45.714,132,0.061
99,434.190,3000000,0.786,18.974,92754,117947,44.022,62,0.029
100,454.639,3000000,0.780,19.041,86888,119835,42.031,89,0.043
101,476.051,3000000,0.784,18.454,81630,119971,40.491,54,0.027
102,498.471,3000000,0.777,18.302,76353,120354,38.816,59,0.030
103,521.947,3000000,0.785,17.884,71914,120909,37.295,29,0.015
104,546.529,3000000,0.793,17.793,67255,121066,35.713,54,0.029
105,572.269,3000000,0.811,17.571,63210,121228,34.272,33,0.018
106,599.221,3000000,0.824,16.641,59147,121194,32.797,5,0.003
107,627.442,3000000,0.840,17.259,55754,120505,31.632,5,0.003
108,656.992,3000000,0.857,16.566,52267,121163,30.137,44,0.025
109,687.934,3000000,0.868,15.896,49017,120298,28.950,15,0.009
110,720.333,3000000,0.882,16.186,45676,119470,27.658,22,0.013
111,754.259,3000000,0.897,15.650,43366,118937,26.719,17,0.010
112,789.782,3000000,0.909,16.471,40627,118829,25.479,8,0.005
113,826.977,3000000,0.927,16.153,38142,117977,24.431,20,0.013
114,865.925,3000000,0.940,16.045,35948,116798,23.534,10,0.007
115,906.707,3000000,0.959,15.164,33776,115516,22.624,9,0.006
116,949.410,3000000,0.972,15.515,31709,115515,21.538,1,0.001
117,994.124,3000000,0.994,15.100,30034,113450,20.932,6,0.004
118,1040.944,3000000,1.022,15.253,28250,112474,20.075,17,0.012
119,1089.968,3000000,1.037,14.905,26460,112504,19.041,4,0.003
120,1141.302,3000000,1.056,14.641,25083,110598,18.487,0,0.000
121,1195.053,3000000,1.084,14.711,23448,109445,17.644,0,0.000
122,1251.336,3000000,1.092,14.403,22525,109089,17.114,2,0.002
123,1310.270,3000000,1.128,14.712,20891,107209,16.308,7,0.005
124,1371.979,3000000,1.136,13.923,19774,106550,15.653,3,0.002
125,1436.594,3000000,1.154,13.684,18302,105033,14.839,6,0.005
126,1504.253,3000000,1.156,14.484,17611,105208,14.339,2,0.002
127,1575.098,3000000,1.171,15.054,16565,103902,13.751,0,0.000
128,1649.279,3000000,1.193,15.540,15613,103408,13.118,0,0.000
129,1726.954,3000000,1.223,14.223,14439,102596,12.337,3,0.003
130,1808.288,3000000,1.243,14.013,13348,102583,11.514,3,0.003
131,1893.452,3000000,1.261,15.529,12804,102143,11.139,1,0.001
132,1982.627,3000000,1.292,15.054,11852,102213,10.391,4,0.004
133,2076.001,3000000,1.323,14.322,11018,102027,9.747,1,0.001
134,2173.774,3000000,1.350,14.977,10355,102034,9.214,2,0.002
135,2276.151,3000000,1.350,14.519,9491,101543,8.548,0,0.000
136,2383.350,3000000,1.373,15.346,8991,100680,8.198,0,0.000
137,2495.597,3000000,1.381,15.240,8192,101612,7.461,0,0.000
138,2613.131,3000000,1.396,16.006,7778,102084,7.080,0,0.000
139,2736.200,3000000,1.440,15.309,6969,102721,6.353,0,0.000
140,2865.065,3000000,1.493,15.275,6337,102463,5.824,0,0.000
141,3000.000,3000000,1.555,16.073,5987,102829,5.502,0,0.000
