node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,7.642,0,0,0.000,0,0.000
1,5.235,3000000,100.000,7.594,0,0,0.000,0,0.000
2,5.482,3000000,100.000,7.711,0,0,0.000,0,0.000
3,5.740,3000000,100.000,7.902,0,0,0.000,0,0.000
4,6.011,3000000,100.000,8.268,0,0,0.000,0,0.000
5,6.294,3000000,100.000,9.971,0,0,0.000,0,0.000
6,6.590,3000000,100.000,10.721,0,0,0.000,0,0.000
7,6.900,3000000,100.000,14.920,0,0,0.000,0,0.000
8,7.098,3000000,100.000,15.252,0,0,0.000,0,0.000
9,7.126,3000000,100.000,21.677,0,0,0.000,0,0.000
10,7.225,3000000,100.000,20.160,0,0,0.000,0,0.000
11,7.566,3000000,100.000,19.939,0,0,0.000,0,0.000
12,7.922,3000000,100.000,20.490,0,0,0.000,0,0.000
13,8.295,3000000,100.000,21.620,0,0,0.000,0,0.000
14,8.686,3000000,100.000,22.768,0,0,0.000,0,0.000
15,9.095,3000000,100.000,23.749,0,0,0.000,0,0.000
16,9.523,3000000,100.000,24.388,0,0,0.000,0,0.000
17,9.972,3000000,100.000,24.254,0,0,0.000,0,0.000
18,10.441,3000000,100.000,25.171,0,0,0.000,0,0.000
19,10.933,3000000,100.000,25.797,0,0,0.000,0,0.000
20,11.448,3000000,100.000,25.529,0,0,0.000,0,0.000
21,11.987,3000000,100.000,25.333,0,0,0.000,0,0.000
22,12.552,3000000,100.000,24.836,3,0,100.000,0,0.000
23,13.143,3000000,100.000,24.966,14,0,100.000,0,0.000
24,13.762,3000000,100.000,25.232,48,0,100.000,2,4.167
25,14.410,3000000,100.000,25.393,113,1,99.123,12,10.526
26,15.089,3000000,42.650,25.336,236,16,93.651,3,1.190
27,15.799,3000000,49.726,25.159,593,6,98.998,32,5.342
28,16.543,3000000,47.361,25.177,1217,6,99.509,61,4.988
29,17.323,3000000,27.450,24.922,2153,74,96.677,79,3.547
30,18.138,3000000,21.271,24.935,3957,47,98.826,205,5.120
31,18.993,3000000,19.542,24.964,6667,54,99.197,428,6.368
32,19.887,3000000,15.017,24.684,10337,213,97.981,673,6.379
33,20.824,3000000,11.692,24.599,15856,178,98.890,1227,7.652
34,21.804,3000000,10.796,24.719,22245,820,96.445,1328,5.758
35,22.831,3000000,8.421,24.864,31633,419,98.693,2752,8.586
36,23.907,3000000,7.628,24.347,41522,1919,95.583,2695,6.204
37,25.033,3000000,6.376,24.080,51380,6346,89.007,79,0.137
38,26.211,3000000,5.690,24.015,71547,3413,95.447,5528,7.375
39,27.446,3000000,4.757,24.152,84859,8941,90.468,3081,3.285
