P55 flags: vacuum=1 nofluct=0 nodelta=0 lowcut=0 killesc=0
RESULT decays=8000000
RESULT any=336041 eps_total=4.200512e-02
RESULT window=1460.820 counts=46808 eps=5.851000e-03
HISTBEGIN bins=1462 bin_kev=1.000000 decays=8000000
HIST 0 65
HIST 1 201
HIST 2 236
HIST 3 228
HIST 4 220
HIST 5 262
HIST 6 269
HIST 7 243
HIST 8 257
HIST 9 250
HIST 10 288
HIST 11 299
HIST 12 281
HIST 13 292
HIST 14 275
HIST 15 249
HIST 16 268
HIST 17 297
HIST 18 332
HIST 19 282
HIST 20 298
HIST 21 302
HIST 22 362
HIST 23 311
HIST 24 357
HIST 25 281
HIST 26 346
HIST 27 257
HIST 28 288
HIST 29 259
HIST 30 307
HIST 31 283
HIST 32 270
HIST 33 302
HIST 34 295
HIST 35 294
HIST 36 297
HIST 37 279
HIST 38 276
HIST 39 265
HIST 40 260
HIST 41 295
HIST 42 274
HIST 43 276
HIST 44 320
HIST 45 314
HIST 46 278
HIST 47 295
HIST 48 282
HIST 49 303
HIST 50 289
HIST 51 326
HIST 52 310
HIST 53 802
HIST 54 1182
HIST 55 305
HIST 56 288
HIST 57 295
HIST 58 255
HIST 59 301
HIST 60 282
HIST 61 661
HIST 62 272
HIST 63 335
HIST 64 256
HIST 65 272
HIST 66 279
HIST 67 273
HIST 68 254
HIST 69 269
HIST 70 245
HIST 71 258
HIST 72 275
HIST 73 280
HIST 74 250
HIST 75 260
HIST 76 265
HIST 77 231
HIST 78 258
HIST 79 274
HIST 80 232
HIST 81 256
HIST 82 258
HIST 83 253
HIST 84 255
HIST 85 222
HIST 86 252
HIST 87 235
HIST 88 229
HIST 89 258
HIST 90 230
HIST 91 258
HIST 92 256
HIST 93 241
HIST 94 280
HIST 95 236
HIST 96 272
HIST 97 276
HIST 98 253
HIST 99 261
HIST 100 257
HIST 101 228
HIST 102 220
HIST 103 260
HIST 104 255
HIST 105 244
HIST 106 253
HIST 107 294
HIST 108 272
HIST 109 253
HIST 110 238
HIST 111 264
HIST 112 248
HIST 113 246
HIST 114 246
HIST 115 270
HIST 116 287
HIST 117 244
HIST 118 262
HIST 119 246
HIST 120 247
HIST 121 269
HIST 122 267
HIST 123 253
HIST 124 257
HIST 125 262
HIST 126 260
HIST 127 252
HIST 128 261
HIST 129 247
HIST 130 249
HIST 131 265
HIST 132 266
HIST 133 259
HIST 134 270
HIST 135 271
HIST 136 254
HIST 137 263
HIST 138 281
HIST 139 291
HIST 140 248
HIST 141 257
HIST 142 238
HIST 143 224
HIST 144 262
HIST 145 225
HIST 146 285
HIST 147 312
HIST 148 268
HIST 149 274
HIST 150 250
HIST 151 266
HIST 152 244
HIST 153 239
HIST 154 268
HIST 155 287
HIST 156 262
HIST 157 260
HIST 158 253
HIST 159 276
HIST 160 274
HIST 161 278
HIST 162 244
HIST 163 268
HIST 164 271
HIST 165 248
HIST 166 276
HIST 167 269
HIST 168 280
HIST 169 262
HIST 170 255
HIST 171 244
HIST 172 251
HIST 173 245
HIST 174 237
HIST 175 244
HIST 176 286
HIST 177 270
HIST 178 263
HIST 179 247
HIST 180 265
HIST 181 261
HIST 182 268
HIST 183 270
HIST 184 250
HIST 185 281
HIST 186 290
HIST 187 272
HIST 188 260
HIST 189 278
HIST 190 260
HIST 191 273
HIST 192 231
HIST 193 226
HIST 194 254
HIST 195 279
HIST 196 256
HIST 197 257
HIST 198 244
HIST 199 282
HIST 200 256
HIST 201 278
HIST 202 266
HIST 203 237
HIST 204 279
HIST 205 243
HIST 206 290
HIST 207 221
HIST 208 246
HIST 209 240
HIST 210 245
HIST 211 248
HIST 212 262
HIST 213 259
HIST 214 272
HIST 215 287
HIST 216 285
HIST 217 278
HIST 218 297
HIST 219 321
HIST 220 313
HIST 221 335
HIST 222 336
HIST 223 377
HIST 224 331
HIST 225 339
HIST 226 301
HIST 227 338
HIST 228 318
HIST 229 309
HIST 230 315
HIST 231 329
HIST 232 323
HIST 233 336
HIST 234 316
HIST 235 333
HIST 236 342
HIST 237 334
HIST 238 327
HIST 239 307
HIST 240 349
HIST 241 345
HIST 242 319
HIST 243 339
HIST 244 333
HIST 245 340
HIST 246 300
HIST 247 348
HIST 248 336
HIST 249 335
HIST 250 336
HIST 251 319
HIST 252 347
HIST 253 337
HIST 254 305
HIST 255 333
HIST 256 319
HIST 257 318
HIST 258 365
HIST 259 332
HIST 260 290
HIST 261 317
HIST 262 312
HIST 263 307
HIST 264 331
HIST 265 344
HIST 266 313
HIST 267 306
HIST 268 307
HIST 269 317
HIST 270 280
HIST 271 296
HIST 272 325
HIST 273 320
HIST 274 328
HIST 275 303
HIST 276 315
HIST 277 292
HIST 278 292
HIST 279 297
HIST 280 289
HIST 281 297
HIST 282 296
HIST 283 312
HIST 284 266
HIST 285 272
HIST 286 314
HIST 287 297
HIST 288 305
HIST 289 306
HIST 290 270
HIST 291 289
HIST 292 265
HIST 293 292
HIST 294 274
HIST 295 281
HIST 296 279
HIST 297 289
HIST 298 268
HIST 299 274
HIST 300 269
HIST 301 296
HIST 302 280
HIST 303 276
HIST 304 288
HIST 305 308
HIST 306 268
HIST 307 253
HIST 308 281
HIST 309 294
HIST 310 251
HIST 311 284
HIST 312 270
HIST 313 285
HIST 314 259
HIST 315 221
HIST 316 261
HIST 317 239
HIST 318 276
HIST 319 276
HIST 320 267
HIST 321 294
HIST 322 229
HIST 323 255
HIST 324 263
HIST 325 242
HIST 326 252
HIST 327 238
HIST 328 269
HIST 329 265
HIST 330 241
HIST 331 226
HIST 332 227
HIST 333 273
HIST 334 259
HIST 335 244
HIST 336 238
HIST 337 255
HIST 338 234
HIST 339 249
HIST 340 262
HIST 341 231
HIST 342 251
HIST 343 246
HIST 344 264
HIST 345 219
HIST 346 239
HIST 347 256
HIST 348 237
HIST 349 223
HIST 350 266
HIST 351 242
HIST 352 205
HIST 353 256
HIST 354 243
HIST 355 229
HIST 356 232
HIST 357 239
HIST 358 230
HIST 359 216
HIST 360 246
HIST 361 240
HIST 362 244
HIST 363 237
HIST 364 230
HIST 365 250
HIST 366 224
HIST 367 209
HIST 368 239
HIST 369 250
HIST 370 241
HIST 371 229
HIST 372 231
HIST 373 241
HIST 374 256
HIST 375 243
HIST 376 243
