P55 flags: vacuum=1 nofluct=0 nodelta=0 lowcut=0 killesc=1
RESULT decays=8000000
RESULT any=336041 eps_total=4.200512e-02
RESULT window=1460.820 counts=46808 eps=5.851000e-03
HISTBEGIN bins=1462 bin_kev=1.000000 decays=8000000
HIST 0 82
HIST 1 236
HIST 2 269
HIST 3 259
HIST 4 246
HIST 5 281
HIST 6 291
HIST 7 254
HIST 8 273
HIST 9 268
HIST 10 319
HIST 11 304
HIST 12 304
HIST 13 311
HIST 14 296
HIST 15 262
HIST 16 285
HIST 17 310
HIST 18 339
HIST 19 295
HIST 20 308
HIST 21 310
HIST 22 375
HIST 23 320
HIST 24 360
HIST 25 290
HIST 26 352
HIST 27 269
HIST 28 290
HIST 29 269
HIST 30 318
HIST 31 293
HIST 32 279
HIST 33 314
HIST 34 314
HIST 35 303
HIST 36 308
HIST 37 284
HIST 38 280
HIST 39 270
HIST 40 270
HIST 41 304
HIST 42 279
HIST 43 285
HIST 44 328
HIST 45 320
HIST 46 282
HIST 47 300
HIST 48 292
HIST 49 313
HIST 50 290
HIST 51 331
HIST 52 329
HIST 53 804
HIST 54 1192
HIST 55 312
HIST 56 286
HIST 57 305
HIST 58 262
HIST 59 306
HIST 60 294
HIST 61 661
HIST 62 279
HIST 63 349
HIST 64 256
HIST 65 280
HIST 66 282
HIST 67 282
HIST 68 262
HIST 69 277
HIST 70 250
HIST 71 264
HIST 72 285
HIST 73 281
HIST 74 250
HIST 75 264
HIST 76 266
HIST 77 234
HIST 78 262
HIST 79 276
HIST 80 235
HIST 81 258
HIST 82 263
HIST 83 261
HIST 84 261
HIST 85 221
HIST 86 255
HIST 87 240
HIST 88 238
HIST 89 266
HIST 90 229
HIST 91 267
HIST 92 255
HIST 93 244
HIST 94 289
HIST 95 243
HIST 96 274
HIST 97 280
HIST 98 254
HIST 99 259
HIST 100 261
HIST 101 231
HIST 102 216
HIST 103 268
HIST 104 258
HIST 105 249
HIST 106 254
HIST 107 291
HIST 108 272
HIST 109 261
HIST 110 248
HIST 111 269
HIST 112 253
HIST 113 249
HIST 114 245
HIST 115 271
HIST 116 294
HIST 117 246
HIST 118 265
HIST 119 253
HIST 120 248
HIST 121 275
HIST 122 267
HIST 123 252
HIST 124 255
HIST 125 264
HIST 126 263
HIST 127 260
HIST 128 262
HIST 129 251
HIST 130 245
HIST 131 268
HIST 132 267
HIST 133 257
HIST 134 277
HIST 135 274
HIST 136 256
HIST 137 259
HIST 138 280
HIST 139 289
HIST 140 247
HIST 141 261
HIST 142 240
HIST 143 227
HIST 144 262
HIST 145 231
HIST 146 289
HIST 147 323
HIST 148 270
HIST 149 275
HIST 150 248
HIST 151 262
HIST 152 246
HIST 153 239
HIST 154 269
HIST 155 280
HIST 156 259
HIST 157 263
HIST 158 253
HIST 159 276
HIST 160 270
HIST 161 285
HIST 162 246
HIST 163 269
HIST 164 271
HIST 165 241
HIST 166 279
HIST 167 270
HIST 168 276
HIST 169 264
HIST 170 250
HIST 171 239
HIST 172 255
HIST 173 248
HIST 174 243
HIST 175 251
HIST 176 283
HIST 177 272
HIST 178 263
HIST 179 247
HIST 180 266
HIST 181 264
HIST 182 268
HIST 183 268
HIST 184 247
HIST 185 282
HIST 186 291
HIST 187 272
HIST 188 265
HIST 189 274
HIST 190 258
HIST 191 268
HIST 192 229
HIST 193 227
HIST 194 252
HIST 195 284
HIST 196 260
HIST 197 252
HIST 198 242
HIST 199 282
HIST 200 252
HIST 201 270
HIST 202 265
HIST 203 239
HIST 204 284
HIST 205 242
HIST 206 279
HIST 207 226
HIST 208 245
HIST 209 237
HIST 210 246
HIST 211 241
HIST 212 262
HIST 213 263
HIST 214 269
HIST 215 285
HIST 216 283
HIST 217 281
HIST 218 298
HIST 219 325
HIST 220 313
HIST 221 333
HIST 222 336
HIST 223 371
HIST 224 333
HIST 225 345
HIST 226 299
HIST 227 334
HIST 228 312
HIST 229 316
HIST 230 316
HIST 231 326
HIST 232 321
HIST 233 335
HIST 234 314
HIST 235 325
HIST 236 340
HIST 237 340
HIST 238 327
HIST 239 308
HIST 240 347
HIST 241 345
HIST 242 316
HIST 243 338
HIST 244 333
HIST 245 338
HIST 246 307
HIST 247 346
HIST 248 334
HIST 249 333
HIST 250 335
HIST 251 318
HIST 252 343
HIST 253 338
HIST 254 300
HIST 255 332
HIST 256 319
HIST 257 323
HIST 258 363
HIST 259 336
HIST 260 292
HIST 261 315
HIST 262 316
HIST 263 307
HIST 264 329
HIST 265 342
HIST 266 316
HIST 267 307
HIST 268 308
HIST 269 315
HIST 270 279
HIST 271 298
HIST 272 325
HIST 273 323
HIST 274 320
HIST 275 306
HIST 276 312
HIST 277 290
HIST 278 289
HIST 279 294
HIST 280 287
HIST 281 296
HIST 282 298
HIST 283 304
HIST 284 272
HIST 285 274
HIST 286 312
HIST 287 298
HIST 288 305
HIST 289 310
HIST 290 274
HIST 291 294
HIST 292 264
HIST 293 291
HIST 294 267
HIST 295 278
HIST 296 276
HIST 297 292
HIST 298 264
HIST 299 276
HIST 300 274
HIST 301 298
HIST 302 284
HIST 303 279
HIST 304 292
HIST 305 312
HIST 306 275
HIST 307 252
HIST 308 281
HIST 309 292
HIST 310 245
HIST 311 284
HIST 312 273
HIST 313 286
HIST 314 260
HIST 315 220
HIST 316 259
HIST 317 239
HIST 318 281
HIST 319 273
HIST 320 267
HIST 321 291
HIST 322 226
HIST 323 258
HIST 324 261
HIST 325 246
HIST 326 261
HIST 327 237
HIST 328 264
HIST 329 262
HIST 330 244
HIST 331 229
HIST 332 225
HIST 333 268
HIST 334 257
HIST 335 245
HIST 336 237
HIST 337 257
HIST 338 237
HIST 339 246
HIST 340 261
HIST 341 232
HIST 342 249
HIST 343 248
HIST 344 263
HIST 345 216
HIST 346 235
HIST 347 256
HIST 348 236
HIST 349 223
HIST 350 263
HIST 351 241
HIST 352 202
HIST 353 257
HIST 354 246
HIST 355 231
HIST 356 229
HIST 357 238
HIST 358 231
HIST 359 212
HIST 360 246
HIST 361 235
HIST 362 244
HIST 363 236
HIST 364 230
HIST 365 251
HIST 366 221
HIST 367 213
HIST 368 239
HIST 369 248
HIST 370 245
HIST 371 229
HIST 372 231
HIST 373 242
HIST 374 255
HIST 375 248
HIST 376 238
