P55 flags: vacuum=1 nofluct=0 nodelta=0 lowcut=0 killesc=0
RESULT decays=8000000
HIST 224 816
HIST 225 766
HIST 226 758
HIST 227 768
HIST 228 769
HIST 229 736
HIST 230 745
HIST 231 746
HIST 232 775
HIST 233 748
HIST 234 767
HIST 235 778
HIST 236 753
HIST 237 719
HIST 238 778
HIST 239 750
HIST 240 738
HIST 241 757
HIST 242 727
HIST 243 732
HIST 244 757
HIST 245 700
HIST 246 789
HIST 247 697
HIST 248 719
HIST 249 736
HIST 250 756
HIST 251 715
HIST 252 739
HIST 253 701
HIST 254 709
HIST 255 672
HIST 256 737
HIST 257 664
HIST 258 724
HIST 259 695
HIST 260 650
HIST 261 674
HIST 262 682
HIST 263 654
HIST 264 660
HIST 265 680
HIST 266 655
HIST 267 682
HIST 268 623
HIST 269 646
HIST 270 682
HIST 271 682
HIST 272 658
HIST 273 641
HIST 274 604
HIST 275 651
HIST 276 659
HIST 277 669
HIST 278 619
HIST 279 636
HIST 280 659
HIST 281 620
HIST 282 685
HIST 283 638
HIST 284 633
HIST 285 618
HIST 286 633
HIST 287 589
HIST 288 647
HIST 289 600
HIST 290 615
HIST 291 647
HIST 292 622
HIST 293 583
HIST 294 589
HIST 295 612
HIST 296 635
HIST 297 600
HIST 298 643
HIST 299 647
HIST 300 610
HIST 301 575
HIST 302 565
HIST 303 563
HIST 304 589
HIST 305 599
HIST 306 586
HIST 307 568
HIST 308 660
HIST 309 579
HIST 310 624
HIST 311 576
HIST 312 559
HIST 313 595
HIST 314 554
HIST 315 527
HIST 316 568
HIST 317 601
HIST 318 604
HIST 319 587
HIST 320 555
HIST 321 587
HIST 322 583
HIST 323 588
HIST 324 576
HIST 325 564
HIST 326 571
HIST 327 545
HIST 328 555
HIST 329 547
HIST 330 545
HIST 331 568
HIST 332 547
HIST 333 523
HIST 334 533
HIST 335 525
HIST 336 583
HIST 337 562
HIST 338 538
HIST 339 537
HIST 340 561
HIST 341 546
HIST 342 564
HIST 343 516
HIST 344 505
HIST 345 530
HIST 346 587
HIST 347 515
HIST 348 547
HIST 349 532
HIST 350 563
HIST 351 537
HIST 352 584
HIST 353 570
HIST 354 557
HIST 355 556
HIST 356 568
HIST 357 559
HIST 358 566
HIST 359 523
HIST 360 529
HIST 361 548
HIST 362 539
HIST 363 519
HIST 364 549
HIST 365 552
HIST 366 545
HIST 367 547
HIST 368 550
HIST 369 518
HIST 370 518
HIST 371 539
HIST 372 500
HIST 373 543
HIST 374 525
HIST 375 527
HIST 376 570
HIST 377 531
HIST 378 587
HIST 379 536
HIST 380 525
HIST 381 564
HIST 382 513
HIST 383 581
HIST 384 542
HIST 385 531
HIST 386 503
HIST 387 544
HIST 388 509
HIST 389 543
HIST 390 556
HIST 391 564
HIST 392 543
HIST 393 520
HIST 394 545
HIST 395 528
HIST 396 556
HIST 397 516
HIST 398 523
HIST 399 518
HIST 400 497
HIST 401 551
HIST 402 560
HIST 403 498
HIST 404 515
HIST 405 531
HIST 406 527
HIST 407 522
HIST 408 575
HIST 409 549
HIST 410 534
HIST 411 552
HIST 412 533
HIST 413 517
HIST 414 516
HIST 415 542
HIST 416 488
HIST 417 518
HIST 418 525
HIST 419 505
HIST 420 527
HIST 421 565
HIST 422 494
HIST 423 521
HIST 424 518
HIST 425 538
HIST 426 511
HIST 427 580
HIST 428 515
HIST 429 482
HIST 430 531
HIST 431 544
HIST 432 524
HIST 433 534
HIST 434 496
HIST 435 510
HIST 436 549
HIST 437 531
HIST 438 529
HIST 439 523
HIST 440 538
HIST 441 570
HIST 442 563
HIST 443 592
HIST 444 539
HIST 445 531
HIST 446 554
HIST 447 547
HIST 448 547
HIST 449 555
HIST 450 544
HIST 451 547
HIST 452 517
HIST 453 529
HIST 454 601
HIST 455 541
HIST 456 557
HIST 457 553
HIST 458 524
HIST 459 535
HIST 460 503
HIST 461 598
HIST 462 554
HIST 463 554
HIST 464 535
HIST 465 563
HIST 466 559
HIST 467 555
HIST 468 540
HIST 469 562
HIST 470 527
HIST 471 544
HIST 472 521
HIST 473 517
HIST 474 495
HIST 475 488
HIST 476 522
HIST 477 409
HIST 478 366
HIST 479 315
HIST 480 292
HIST 481 269
HIST 482 254
HIST 483 269
HIST 484 242
HIST 485 221
HIST 486 245
HIST 487 220
HIST 488 211
HIST 489 214
HIST 490 205
HIST 491 210
HIST 492 209
HIST 493 192
HIST 494 190
HIST 495 185
HIST 496 180
HIST 497 193
HIST 498 174
HIST 499 180
HIST 500 176
HIST 501 164
HIST 502 160
HIST 503 169
HIST 504 156
HIST 505 155
HIST 506 165
HIST 507 144
HIST 508 145
HIST 509 152
HIST 510 147
HIST 511 143
HIST 512 153
HIST 513 140
HIST 514 132
HIST 515 133
HIST 516 139
HIST 517 154
HIST 518 151
HIST 519 137
HIST 520 149
HIST 521 147
HIST 522 134
HIST 523 133
HIST 524 122
HIST 525 103
HIST 526 124
HIST 527 108
HIST 528 117
HIST 529 106
HIST 530 124
HIST 531 108
HIST 532 108
HIST 533 118
HIST 534 119
HIST 535 94
HIST 536 146
HIST 537 97
HIST 538 96
HIST 539 115
HIST 540 106
HIST 541 104
HIST 542 82
HIST 543 114
HIST 544 98
HIST 545 87
HIST 546 106
HIST 547 95
HIST 548 101
HIST 549 94
HIST 550 121
HIST 551 110
HIST 552 81
HIST 553 96
HIST 554 101
HIST 555 107
HIST 556 108
HIST 557 114
HIST 558 87
HIST 559 87
HIST 560 97
HIST 561 88
HIST 562 93
HIST 563 96
HIST 564 89
HIST 565 101
HIST 566 84
HIST 567 90
HIST 568 100
HIST 569 102
HIST 570 76
HIST 571 84
HIST 572 107
HIST 573 86
HIST 574 91
HIST 575 96
HIST 576 87
HIST 577 87
HIST 578 99
HIST 579 94
HIST 580 104
HIST 581 99
HIST 582 87
HIST 583 93
HIST 584 102
HIST 585 94
HIST 586 92
HIST 587 94
HIST 588 93
HIST 589 83
HIST 590 86
HIST 591 99
HIST 592 91
HIST 593 88
HIST 594 70
HIST 595 83
HIST 596 87
HIST 597 72
HIST 598 81
HIST 599 78
HIST 600 84
HIST 601 83
HIST 602 81
HIST 603 76
HIST 604 59
HIST 605 76
HIST 606 77
HIST 607 81
HIST 608 81
HIST 609 61
HIST 610 83
HIST 611 77
HIST 612 70
HIST 613 67
HIST 614 61
HIST 615 62
HIST 616 81
HIST 617 58
HIST 618 72
HIST 619 73
HIST 620 55
HIST 621 78
HIST 622 68
HIST 623 78
HIST 624 57
HIST 625 58
HIST 626 58
HIST 627 103
HIST 628 57
HIST 629 219
HIST 630 60
HIST 631 614
HIST 632 57
HIST 633 436
HIST 634 51
HIST 635 60
HIST 636 58
HIST 637 64
HIST 638 55
HIST 639 46
HIST 640 51
HIST 641 51
HIST 642 49
HIST 643 78
HIST 644 56
HIST 645 59
HIST 646 65
HIST 647 33
HIST 648 61
HIST 649 64
HIST 650 56
HIST 651 51
HIST 652 57
HIST 653 34
HIST 654 35
HIST 655 55
HIST 656 51
HIST 657 52
HIST 658 62
HIST 659 56
HIST 660 47
HIST 661 45
HIST 662 134419
HISTEND
