P55 flags: vacuum=1 nofluct=1 nodelta=0 lowcut=0 killesc=0
RESULT decays=40000000
RESULT any=2230164 eps_total=5.575410e-02
RESULT window=661.657 counts=494181 eps=1.235452e-02
HISTBEGIN bins=663 bin_kev=1.000000 decays=40000000
HIST 0 931
HIST 1 3228
HIST 2 3496
HIST 3 3720
HIST 4 3593
HIST 5 3910
HIST 6 4179
HIST 7 4321
HIST 8 4272
HIST 9 4247
HIST 10 4153
HIST 11 4239
HIST 12 4409
HIST 13 4313
HIST 14 4180
HIST 15 4231
HIST 16 4308
HIST 17 4302
HIST 18 4208
HIST 19 4151
HIST 20 4196
HIST 21 4307
HIST 22 4266
HIST 23 4195
HIST 24 4169
HIST 25 3998
HIST 26 4286
HIST 27 4093
HIST 28 4151
HIST 29 4137
HIST 30 4277
HIST 31 4146
HIST 32 4088
HIST 33 4129
HIST 34 4112
HIST 35 4175
HIST 36 4246
HIST 37 4156
HIST 38 4001
HIST 39 4036
HIST 40 4178
HIST 41 4094
HIST 42 4240
HIST 43 4048
HIST 44 4129
HIST 45 4038
HIST 46 4065
HIST 47 3998
HIST 48 3995
HIST 49 3988
HIST 50 3954
HIST 51 4047
HIST 52 4027
HIST 53 3968
HIST 54 4034
HIST 55 4000
HIST 56 3965
HIST 57 3937
HIST 58 3968
HIST 59 3898
HIST 60 3874
HIST 61 3952
HIST 62 3967
HIST 63 3824
HIST 64 3885
HIST 65 3863
HIST 66 3804
HIST 67 3936
HIST 68 3898
HIST 69 3820
HIST 70 3807
HIST 71 3747
HIST 72 3834
HIST 73 3930
HIST 74 3764
HIST 75 3824
HIST 76 3877
HIST 77 3910
HIST 78 3799
HIST 79 3836
HIST 80 3791
HIST 81 3778
HIST 82 3708
HIST 83 3660
HIST 84 3801
HIST 85 3719
HIST 86 3763
HIST 87 3737
HIST 88 3793
HIST 89 3702
HIST 90 3687
HIST 91 3771
HIST 92 3671
HIST 93 3692
HIST 94 3703
HIST 95 3759
HIST 96 3604
HIST 97 3668
HIST 98 3552
HIST 99 3623
HIST 100 3476
HIST 101 3544
HIST 102 3595
HIST 103 3583
HIST 104 3675
HIST 105 3588
HIST 106 3577
HIST 107 3601
HIST 108 3498
HIST 109 3556
HIST 110 3598
HIST 111 3517
HIST 112 3565
HIST 113 3568
HIST 114 3612
HIST 115 3470
HIST 116 3640
HIST 117 3646
HIST 118 3697
HIST 119 3590
HIST 120 3537
HIST 121 3589
HIST 122 3531
HIST 123 3648
HIST 124 3444
HIST 125 3595
HIST 126 3567
HIST 127 3586
HIST 128 3600
HIST 129 3504
HIST 130 3483
HIST 131 3471
HIST 132 3495
HIST 133 3609
HIST 134 3447
HIST 135 3395
HIST 136 3512
HIST 137 3423
HIST 138 3481
HIST 139 3465
HIST 140 3453
HIST 141 3599
HIST 142 3436
HIST 143 3460
HIST 144 3435
HIST 145 3471
HIST 146 3326
HIST 147 3393
HIST 148 3493
HIST 149 3382
HIST 150 3431
HIST 151 3466
HIST 152 3411
HIST 153 3435
HIST 154 3449
HIST 155 3418
HIST 156 3427
HIST 157 3328
HIST 158 3458
HIST 159 3457
HIST 160 3441
HIST 161 3322
HIST 162 3430
HIST 163 3439
HIST 164 3452
HIST 165 3305
HIST 166 3531
HIST 167 3388
HIST 168 3376
HIST 169 3410
HIST 170 3330
HIST 171 3288
HIST 172 3467
HIST 173 3299
HIST 174 3394
HIST 175 3425
HIST 176 3380
HIST 177 3437
HIST 178 3395
HIST 179 3386
HIST 180 3384
HIST 181 3411
HIST 182 3550
HIST 183 3671
HIST 184 3730
HIST 185 4008
HIST 186 4120
HIST 187 4193
HIST 188 4168
HIST 189 4338
HIST 190 4406
HIST 191 4331
HIST 192 4357
HIST 193 4406
HIST 194 4370
HIST 195 4291
HIST 196 4352
HIST 197 4197
HIST 198 4225
HIST 199 4387
HIST 200 4130
HIST 201 4358
HIST 202 4291
HIST 203 4226
HIST 204 4206
HIST 205 4329
HIST 206 4136
HIST 207 4161
HIST 208 4195
HIST 209 4118
HIST 210 4042
HIST 211 4206
HIST 212 4158
HIST 213 4110
HIST 214 4066
HIST 215 4114
HIST 216 3955
HIST 217 3963
HIST 218 4018
HIST 219 3878
HIST 220 3943
HIST 221 3890
HIST 222 4015
HIST 223 3794
HIST 224 3877
HIST 225 3914
HIST 226 3775
HIST 227 3846
HIST 228 3684
HIST 229 3806
HIST 230 3738
HIST 231 3719
HIST 232 3757
HIST 233 3675
HIST 234 3633
HIST 235 3639
HIST 236 3799
HIST 237 3643
HIST 238 3665
HIST 239 3548
HIST 240 3632
HIST 241 3688
HIST 242 3557
HIST 243 3550
HIST 244 3668
HIST 245 3562
HIST 246 3495
HIST 247 3580
HIST 248 3463
HIST 249 3461
HIST 250 3439
HIST 251 3469
HIST 252 3429
HIST 253 3368
HIST 254 3344
HIST 255 3410
HIST 256 3474
HIST 257 3424
HIST 258 3372
HIST 259 3313
HIST 260 3179
HIST 261 3383
HIST 262 3323
HIST 263 3403
HIST 264 3321
HIST 265 3216
HIST 266 3273
HIST 267 3182
HIST 268 3313
HIST 269 3219
HIST 270 3283
HIST 271 3259
HIST 272 3256
HIST 273 3260
HIST 274 3188
HIST 275 3196
HIST 276 3151
HIST 277 3199
HIST 278 3132
HIST 279 3142
HIST 280 3175
HIST 281 3171
HIST 282 3231
HIST 283 3153
HIST 284 3171
HIST 285 3081
HIST 286 3087
HIST 287 3146
HIST 288 3094
HIST 289 3181
HIST 290 3088
HIST 291 3104
HIST 292 3032
HIST 293 3034
HIST 294 3000
HIST 295 3147
HIST 296 3070
HIST 297 3093
HIST 298 3014
HIST 299 3032
HIST 300 3034
HIST 301 3051
HIST 302 3079
HIST 303 2949
HIST 304 3039
HIST 305 3041
HIST 306 2919
HIST 307 3108
HIST 308 2909
HIST 309 3080
HIST 310 3014
HIST 311 2993
HIST 312 3062
HIST 313 3099
HIST 314 3115
HIST 315 2877
HIST 316 3024
HIST 317 2984
HIST 318 2911
HIST 319 2994
HIST 320 3012
HIST 321 3020
HIST 322 2897
HIST 323 2888
HIST 324 3013
HIST 325 2990
HIST 326 2838
HIST 327 3000
HIST 328 2995
HIST 329 2962
HIST 330 2974
HIST 331 2969
HIST 332 2943
HIST 333 2928
HIST 334 2937
HIST 335 2898
HIST 336 2870
HIST 337 2958
HIST 338 2953
HIST 339 2880
HIST 340 2924
HIST 341 2934
HIST 342 2846
HIST 343 2918
HIST 344 2937
HIST 345 2829
HIST 346 2929
HIST 347 3040
HIST 348 2961
HIST 349 2895
HIST 350 2787
HIST 351 2927
HIST 352 2960
HIST 353 2868
HIST 354 2927
HIST 355 2914
HIST 356 2932
HIST 357 2961
HIST 358 2829
HIST 359 2876
HIST 360 2932
HIST 361 2880
HIST 362 2958
HIST 363 2904
HIST 364 2961
HIST 365 2828
HIST 366 2928
HIST 367 2842
HIST 368 2920
HIST 369 3037
HIST 370 2930
HIST 371 2931
HIST 372 3091
HIST 373 2927
HIST 374 2908
HIST 375 2973
HIST 376 2965
HIST 377 2948
HIST 378 2952
HIST 379 2918
HIST 380 2934
HIST 381 2997
HIST 382 3009
HIST 383 3030
HIST 384 3041
HIST 385 2995
HIST 386 3010
HIST 387 3139
HIST 388 2962
HIST 389 2980
HIST 390 2979
HIST 391 2932
HIST 392 3042
HIST 393 3041
HIST 394 2957
HIST 395 3067
HIST 396 3049
HIST 397 3033
HIST 398 3025
HIST 399 3152
HIST 400 3059
HIST 401 3025
HIST 402 3072
HIST 403 2994
HIST 404 3052
HIST 405 3156
HIST 406 3197
HIST 407 3049
HIST 408 3154
HIST 409 3047
HIST 410 3077
HIST 411 3117
HIST 412 3141
HIST 413 3065
HIST 414 3264
HIST 415 3146
HIST 416 3038
HIST 417 3129
HIST 418 3197
HIST 419 3186
HIST 420 3165
HIST 421 3236
HIST 422 3277
HIST 423 3106
HIST 424 3201
HIST 425 3353
HIST 426 3195
HIST 427 3199
HIST 428 3316
HIST 429 3339
HIST 430 3335
HIST 431 3307
HIST 432 3272
HIST 433 3286
HIST 434 3297
HIST 435 3411
HIST 436 3384
HIST 437 3249
HIST 438 3312
HIST 439 3247
HIST 440 3357
HIST 441 3327
HIST 442 3354
HIST 443 3407
HIST 444 3395
HIST 445 3329
HIST 446 3413
HIST 447 3312
HIST 448 3459
HIST 449 3555
HIST 450 3459
HIST 451 3408
HIST 452 3421
HIST 453 3419
HIST 454 3515
HIST 455 3498
HIST 456 3545
HIST 457 3567
HIST 458 3530
HIST 459 3610
HIST 460 3482
HIST 461 3544
HIST 462 3507
HIST 463 3593
HIST 464 3491
HIST 465 3650
HIST 466 3589
HIST 467 3500
HIST 468 3562
HIST 469 3581
HIST 470 3485
HIST 471 3474
HIST 472 3508
HIST 473 3390
HIST 474 3344
HIST 475 3333
HIST 476 2966
HIST 477 2600
HIST 478 2122
HIST 479 1892
HIST 480 1625
HIST 481 1460
HIST 482 1372
HIST 483 1274
HIST 484 1238
HIST 485 1149
HIST 486 1176
HIST 487 1091
HIST 488 1004
HIST 489 947
HIST 490 884
HIST 491 952
HIST 492 908
HIST 493 905
HIST 494 815
HIST 495 813
HIST 496 782
HIST 497 773
HIST 498 733
HIST 499 714
HIST 500 712
HIST 501 700
HIST 502 675
HIST 503 678
HIST 504 609
HIST 505 622
HIST 506 615
HIST 507 592
HIST 508 554
HIST 509 569
HIST 510 572
HIST 511 577
HIST 512 544
HIST 513 535
HIST 514 513
HIST 515 500
HIST 516 463
HIST 517 501
HIST 518 468
HIST 519 443
HIST 520 432
HIST 521 426
HIST 522 442
HIST 523 415
HIST 524 424
HIST 525 435
HIST 526 387
HIST 527 399
HIST 528 394
HIST 529 403
HIST 530 385
HIST 531 372
HIST 532 363
HIST 533 343
HIST 534 346
HIST 535 355
HIST 536 359
HIST 537 346
HIST 538 344
HIST 539 315
HIST 540 308
HIST 541 284
HIST 542 304
HIST 543 285
HIST 544 280
HIST 545 304
HIST 546 300
HIST 547 278
HIST 548 255
HIST 549 279
HIST 550 227
HIST 551 237
HIST 552 267
HIST 553 229
HIST 554 235
HIST 555 213
HIST 556 230
