P55 flags: vacuum=1 nofluct=0 nodelta=0 lowcut=0 killesc=0
RESULT decays=40000000
RESULT any=11946275 eps_total=2.986569e-01
RESULT window=59.541 counts=9238198 eps=2.309549e-01
HISTBEGIN bins=61 bin_kev=1.000000 decays=40000000
HIST 0 258
HIST 1 1162
HIST 2 1675
HIST 3 1880
HIST 4 2069
HIST 5 3435
HIST 6 4755
HIST 7 5032
HIST 8 5328
HIST 9 5873
HIST 10 6087
HIST 11 5674
HIST 12 4029
HIST 13 3784
HIST 14 4187
HIST 15 4618
HIST 16 5051
HIST 17 6245
HIST 18 8626
HIST 19 10643
HIST 20 12244
HIST 21 14010
HIST 22 14666
HIST 23 15164
HIST 24 35679
HIST 25 90446
HIST 26 18458
HIST 27 174684
HIST 28 16848
HIST 29 716773
HIST 30 10595
HIST 31 603683
HIST 32 3013
HIST 33 2711
HIST 34 2840
HIST 35 2530
HIST 36 2955
HIST 37 3392
HIST 38 3317
HIST 39 3274
HIST 40 3552
HIST 41 4190
HIST 42 5106
HIST 43 6040
HIST 44 6607
HIST 45 7706
HIST 46 9085
HIST 47 11476
HIST 48 17539
HIST 49 35782
HIST 50 49818
HIST 51 55877
HIST 52 58378
HIST 53 60505
HIST 54 64439
HIST 55 77370
HIST 56 93819
HIST 57 116518
HIST 58 121022
HIST 59 115500
HIST 60 9188253
HISTEND
