P55 flags: vacuum=1 nofluct=0 nodelta=0 lowcut=0 killesc=1
RESULT decays=40000000
RESULT any=2230473 eps_total=5.576183e-02
RESULT window=661.657 counts=493862 eps=1.234655e-02
HISTBEGIN bins=663 bin_kev=1.000000 decays=40000000
HIST 0 1225
HIST 1 3706
HIST 2 3930
HIST 3 4022
HIST 4 3901
HIST 5 4201
HIST 6 4382
HIST 7 4563
HIST 8 4540
HIST 9 4441
HIST 10 4343
HIST 11 4369
HIST 12 4608
HIST 13 4447
HIST 14 4319
HIST 15 4357
HIST 16 4414
HIST 17 4342
HIST 18 4296
HIST 19 4267
HIST 20 4257
HIST 21 4367
HIST 22 4350
HIST 23 4210
HIST 24 4214
HIST 25 3985
HIST 26 4296
HIST 27 4166
HIST 28 4273
HIST 29 4156
HIST 30 4318
HIST 31 4178
HIST 32 4077
HIST 33 4167
HIST 34 4165
HIST 35 4170
HIST 36 4335
HIST 37 4187
HIST 38 4044
HIST 39 4129
HIST 40 4165
HIST 41 4138
HIST 42 4219
HIST 43 4076
HIST 44 4154
HIST 45 4095
HIST 46 4091
HIST 47 4034
HIST 48 3994
HIST 49 4033
HIST 50 3990
HIST 51 4109
HIST 52 4081
HIST 53 3937
HIST 54 4002
HIST 55 4007
HIST 56 4021
HIST 57 3974
HIST 58 3958
HIST 59 3943
HIST 60 3837
HIST 61 4014
HIST 62 3935
HIST 63 3810
HIST 64 3880
HIST 65 3912
HIST 66 3815
HIST 67 3916
HIST 68 3880
HIST 69 3829
HIST 70 3777
HIST 71 3776
HIST 72 3893
HIST 73 3899
HIST 74 3801
HIST 75 3799
HIST 76 3846
HIST 77 3903
HIST 78 3838
HIST 79 3848
HIST 80 3793
HIST 81 3800
HIST 82 3733
HIST 83 3676
HIST 84 3837
HIST 85 3716
HIST 86 3765
HIST 87 3742
HIST 88 3801
HIST 89 3726
HIST 90 3694
HIST 91 3807
HIST 92 3641
HIST 93 3662
HIST 94 3701
HIST 95 3747
HIST 96 3603
HIST 97 3641
HIST 98 3523
HIST 99 3582
HIST 100 3445
HIST 101 3548
HIST 102 3578
HIST 103 3590
HIST 104 3676
HIST 105 3571
HIST 106 3578
HIST 107 3601
HIST 108 3513
HIST 109 3563
HIST 110 3643
HIST 111 3503
HIST 112 3568
HIST 113 3525
HIST 114 3612
HIST 115 3492
HIST 116 3598
HIST 117 3676
HIST 118 3707
HIST 119 3578
HIST 120 3574
HIST 121 3557
HIST 122 3547
HIST 123 3614
HIST 124 3442
HIST 125 3585
HIST 126 3559
HIST 127 3603
HIST 128 3569
HIST 129 3490
HIST 130 3442
HIST 131 3478
HIST 132 3504
HIST 133 3584
HIST 134 3447
HIST 135 3401
HIST 136 3544
HIST 137 3431
HIST 138 3472
HIST 139 3458
HIST 140 3442
HIST 141 3611
HIST 142 3409
HIST 143 3444
HIST 144 3409
HIST 145 3504
HIST 146 3317
HIST 147 3355
HIST 148 3472
HIST 149 3379
HIST 150 3412
HIST 151 3436
HIST 152 3438
HIST 153 3413
HIST 154 3424
HIST 155 3408
HIST 156 3416
HIST 157 3353
HIST 158 3420
HIST 159 3464
HIST 160 3387
HIST 161 3329
HIST 162 3395
HIST 163 3377
HIST 164 3429
HIST 165 3325
HIST 166 3555
HIST 167 3385
HIST 168 3359
HIST 169 3420
HIST 170 3268
HIST 171 3262
HIST 172 3453
HIST 173 3269
HIST 174 3369
HIST 175 3394
HIST 176 3397
HIST 177 3440
HIST 178 3340
HIST 179 3343
HIST 180 3382
HIST 181 3420
HIST 182 3534
HIST 183 3666
HIST 184 3732
HIST 185 3978
HIST 186 4100
HIST 187 4161
HIST 188 4170
HIST 189 4300
HIST 190 4399
HIST 191 4321
HIST 192 4339
HIST 193 4367
HIST 194 4306
HIST 195 4274
HIST 196 4368
HIST 197 4163
HIST 198 4217
HIST 199 4344
HIST 200 4190
HIST 201 4358
HIST 202 4245
HIST 203 4171
HIST 204 4215
HIST 205 4294
HIST 206 4146
HIST 207 4129
HIST 208 4123
HIST 209 4074
HIST 210 4087
HIST 211 4147
HIST 212 4130
HIST 213 4074
HIST 214 4060
HIST 215 4107
HIST 216 3935
HIST 217 3950
HIST 218 4006
HIST 219 3854
HIST 220 3956
HIST 221 3888
HIST 222 3999
HIST 223 3797
HIST 224 3859
HIST 225 3902
HIST 226 3746
HIST 227 3870
HIST 228 3670
HIST 229 3795
HIST 230 3713
HIST 231 3743
HIST 232 3751
HIST 233 3667
HIST 234 3632
HIST 235 3616
HIST 236 3781
HIST 237 3662
HIST 238 3636
HIST 239 3526
HIST 240 3609
HIST 241 3680
HIST 242 3566
HIST 243 3576
HIST 244 3657
HIST 245 3546
HIST 246 3526
HIST 247 3595
HIST 248 3440
HIST 249 3434
HIST 250 3423
HIST 251 3476
HIST 252 3434
HIST 253 3370
HIST 254 3353
HIST 255 3431
HIST 256 3478
HIST 257 3414
HIST 258 3345
HIST 259 3349
HIST 260 3174
HIST 261 3375
HIST 262 3315
HIST 263 3363
HIST 264 3295
HIST 265 3224
HIST 266 3255
HIST 267 3148
HIST 268 3295
HIST 269 3217
HIST 270 3286
HIST 271 3228
HIST 272 3217
HIST 273 3250
HIST 274 3201
HIST 275 3206
HIST 276 3161
HIST 277 3153
HIST 278 3103
HIST 279 3117
HIST 280 3194
HIST 281 3137
HIST 282 3217
HIST 283 3151
HIST 284 3169
HIST 285 3093
HIST 286 3067
HIST 287 3113
HIST 288 3092
HIST 289 3184
HIST 290 3057
HIST 291 3112
HIST 292 3043
HIST 293 3050
HIST 294 2969
HIST 295 3145
HIST 296 3054
HIST 297 3115
HIST 298 2994
HIST 299 3044
HIST 300 3020
HIST 301 3044
HIST 302 3084
HIST 303 2989
HIST 304 3059
HIST 305 3015
HIST 306 2925
HIST 307 3092
HIST 308 2903
HIST 309 3089
HIST 310 3002
HIST 311 2995
HIST 312 3038
HIST 313 3078
HIST 314 3115
HIST 315 2882
HIST 316 3007
HIST 317 2963
HIST 318 2957
HIST 319 3019
HIST 320 3035
HIST 321 2980
HIST 322 2894
HIST 323 2863
HIST 324 2970
HIST 325 2974
HIST 326 2859
HIST 327 2995
HIST 328 2979
HIST 329 2971
HIST 330 2946
HIST 331 2969
HIST 332 2913
HIST 333 2905
HIST 334 2931
HIST 335 2902
HIST 336 2851
HIST 337 2931
HIST 338 2907
HIST 339 2864
HIST 340 2926
HIST 341 2923
HIST 342 2900
HIST 343 2887
HIST 344 2900
HIST 345 2850
HIST 346 2907
HIST 347 3008
HIST 348 2977
HIST 349 2863
HIST 350 2778
HIST 351 2900
HIST 352 2904
HIST 353 2862
HIST 354 2937
HIST 355 2938
HIST 356 2929
HIST 357 2957
HIST 358 2790
HIST 359 2885
HIST 360 2908
HIST 361 2897
HIST 362 2943
HIST 363 2912
HIST 364 2919
HIST 365 2822
HIST 366 2902
HIST 367 2819
HIST 368 2888
HIST 369 3035
HIST 370 2926
HIST 371 2941
HIST 372 3061
HIST 373 2911
HIST 374 2922
HIST 375 2945
HIST 376 2964
HIST 377 2922
HIST 378 2934
HIST 379 2913
HIST 380 2928
HIST 381 3007
HIST 382 3014
HIST 383 2984
HIST 384 3022
HIST 385 2998
HIST 386 2995
HIST 387 3101
HIST 388 2964
HIST 389 2977
HIST 390 2999
HIST 391 2920
HIST 392 3027
HIST 393 3074
HIST 394 2948
HIST 395 3011
HIST 396 3017
HIST 397 3061
HIST 398 2982
HIST 399 3128
HIST 400 3035
HIST 401 3036
HIST 402 3049
HIST 403 2981
HIST 404 3056
HIST 405 3133
HIST 406 3180
HIST 407 3027
HIST 408 3116
HIST 409 3059
HIST 410 3039
HIST 411 3094
HIST 412 3150
HIST 413 3040
HIST 414 3239
HIST 415 3117
HIST 416 3051
HIST 417 3114
HIST 418 3212
HIST 419 3170
HIST 420 3151
HIST 421 3189
HIST 422 3243
HIST 423 3105
HIST 424 3183
HIST 425 3320
HIST 426 3183
HIST 427 3197
HIST 428 3274
HIST 429 3344
HIST 430 3326
HIST 431 3318
HIST 432 3287
HIST 433 3316
HIST 434 3289
HIST 435 3379
HIST 436 3336
HIST 437 3251
HIST 438 3318
HIST 439 3247
HIST 440 3358
HIST 441 3319
HIST 442 3344
HIST 443 3416
HIST 444 3388
HIST 445 3326
HIST 446 3391
HIST 447 3310
HIST 448 3466
HIST 449 3508
HIST 450 3426
HIST 451 3400
HIST 452 3458
HIST 453 3410
HIST 454 3525
HIST 455 3495
HIST 456 3565
HIST 457 3540
HIST 458 3549
HIST 459 3592
HIST 460 3442
HIST 461 3552
HIST 462 3526
HIST 463 3599
HIST 464 3471
HIST 465 3633
HIST 466 3582
HIST 467 3488
HIST 468 3562
HIST 469 3571
HIST 470 3508
HIST 471 3491
HIST 472 3476
HIST 473 3394
HIST 474 3353
HIST 475 3330
HIST 476 2971
HIST 477 2589
HIST 478 2119
HIST 479 1888
HIST 480 1630
HIST 481 1451
HIST 482 1375
HIST 483 1259
HIST 484 1261
HIST 485 1155
HIST 486 1174
HIST 487 1101
HIST 488 1015
HIST 489 949
HIST 490 892
HIST 491 952
HIST 492 906
HIST 493 890
HIST 494 832
HIST 495 799
HIST 496 770
HIST 497 785
HIST 498 732
HIST 499 716
HIST 500 700
HIST 501 697
HIST 502 692
HIST 503 672
HIST 504 599
HIST 505 632
HIST 506 597
HIST 507 588
HIST 508 577
HIST 509 564
HIST 510 563
HIST 511 545
HIST 512 544
HIST 513 509
HIST 514 499
HIST 515 471
HIST 516 473
HIST 517 494
HIST 518 458
HIST 519 442
HIST 520 432
HIST 521 400
HIST 522 455
HIST 523 403
HIST 524 417
HIST 525 454
HIST 526 380
HIST 527 377
HIST 528 392
HIST 529 395
HIST 530 393
HIST 531 365
HIST 532 348
HIST 533 337
HIST 534 338
HIST 535 344
HIST 536 322
HIST 537 296
HIST 538 317
HIST 539 312
HIST 540 280
HIST 541 278
HIST 542 291
HIST 543 260
HIST 544 261
HIST 545 303
HIST 546 259
HIST 547 264
HIST 548 271
HIST 549 260
HIST 550 225
HIST 551 235
HIST 552 247
HIST 553 232
HIST 554 236
HIST 555 193
HIST 556 208
HIST 557 198
HIST 558 213
HIST 559 190
HIST 560 186
HIST 561 217
HIST 562 204
HIST 563 207
HIST 564 219
HIST 565 209
HIST 566 220
HIST 567 205
HIST 568 222
HIST 569 200
HIST 570 191
HIST 571 184
HIST 572 168
HIST 573 174
HIST 574 172
HIST 575 182
HIST 576 187
HIST 577 205
HIST 578 191
HIST 579 200
HIST 580 223
HIST 581 194
HIST 582 218
HIST 583 200
HIST 584 201
HIST 585 181
HIST 586 191
HIST 587 185
HIST 588 175
HIST 589 205
HIST 590 153
HIST 591 176
HIST 592 177
HIST 593 164
HIST 594 162
HIST 595 155
HIST 596 143
HIST 597 145
HIST 598 158
HIST 599 138
HIST 600 129
HIST 601 150
HIST 602 149
HIST 603 147
HIST 604 157
HIST 605 140
HIST 606 118
HIST 607 118
HIST 608 126
HIST 609 136
HIST 610 98
HIST 611 97
HIST 612 128
HIST 613 109
HIST 614 108
HIST 615 107
HIST 616 112
HIST 617 123
HIST 618 97
HIST 619 107
HIST 620 113
HIST 621 88
HIST 622 85
HIST 623 93
HIST 624 90
HIST 625 77
HIST 626 169
HIST 627 356
HIST 628 93
HIST 629 1181
HIST 630 76
HIST 631 4670
HIST 632 91
HIST 633 3413
HIST 634 88
HIST 635 71
HIST 636 79
HIST 637 79
HIST 638 79
HIST 639 78
HIST 640 90
HIST 641 73
HIST 642 82
HIST 643 72
HIST 644 79
HIST 645 78
HIST 646 66
HIST 647 81
HIST 648 80
HIST 649 79
HIST 650 59
HIST 651 58
HIST 652 79
HIST 653 57
HIST 654 69
HIST 655 64
HIST 656 60
HIST 657 93
HIST 658 116
HIST 659 191
HIST 660 155
HIST 661 82
HIST 662 493841
HISTEND
