P55 flags: vacuum=1 nofluct=1 nodelta=0 lowcut=0 killesc=0
RESULT decays=4000000
RESULT any=515721 eps_total=1.289302e-01
RESULT window=661.657 counts=243202 eps=6.080050e-02
HISTBEGIN bins=663 bin_kev=1.000000 decays=4000000
HIST 0 124
HIST 1 405
HIST 2 436
HIST 3 445
HIST 4 440
HIST 5 482
HIST 6 479
HIST 7 490
HIST 8 494
HIST 9 459
HIST 10 483
HIST 11 505
HIST 12 515
HIST 13 524
HIST 14 536
HIST 15 517
HIST 16 484
HIST 17 527
HIST 18 490
HIST 19 501
HIST 20 505
HIST 21 541
HIST 22 492
HIST 23 532
HIST 24 508
HIST 25 486
HIST 26 489
HIST 27 553
HIST 28 508
HIST 29 531
HIST 30 494
HIST 31 502
HIST 32 497
HIST 33 523
HIST 34 462
HIST 35 511
HIST 36 548
HIST 37 508
HIST 38 501
HIST 39 531
HIST 40 512
HIST 41 505
HIST 42 507
HIST 43 475
HIST 44 470
HIST 45 495
HIST 46 474
HIST 47 497
HIST 48 497
HIST 49 521
HIST 50 513
HIST 51 505
HIST 52 523
HIST 53 473
HIST 54 482
HIST 55 482
HIST 56 489
HIST 57 501
HIST 58 468
HIST 59 529
HIST 60 498
HIST 61 511
HIST 62 498
HIST 63 489
HIST 64 477
HIST 65 500
HIST 66 475
HIST 67 492
HIST 68 513
HIST 69 500
HIST 70 481
HIST 71 505
HIST 72 493
HIST 73 472
HIST 74 461
HIST 75 539
HIST 76 457
HIST 77 511
HIST 78 508
HIST 79 508
HIST 80 487
HIST 81 489
HIST 82 516
HIST 83 509
HIST 84 491
HIST 85 477
HIST 86 480
HIST 87 498
HIST 88 487
HIST 89 455
HIST 90 501
HIST 91 490
HIST 92 498
HIST 93 495
HIST 94 485
HIST 95 532
HIST 96 428
HIST 97 477
HIST 98 500
HIST 99 466
HIST 100 452
HIST 101 487
HIST 102 482
HIST 103 473
HIST 104 467
HIST 105 474
HIST 106 485
HIST 107 503
HIST 108 473
HIST 109 513
HIST 110 485
HIST 111 470
HIST 112 553
HIST 113 488
HIST 114 494
HIST 115 505
HIST 116 493
HIST 117 481
HIST 118 477
HIST 119 492
HIST 120 494
HIST 121 538
HIST 122 529
HIST 123 485
HIST 124 480
HIST 125 542
HIST 126 493
HIST 127 464
HIST 128 505
HIST 129 515
HIST 130 525
HIST 131 524
HIST 132 532
HIST 133 508
HIST 134 474
HIST 135 454
HIST 136 464
HIST 137 523
HIST 138 534
HIST 139 462
HIST 140 479
HIST 141 530
HIST 142 495
HIST 143 475
HIST 144 508
HIST 145 470
HIST 146 515
HIST 147 467
HIST 148 498
HIST 149 482
HIST 150 484
HIST 151 503
HIST 152 513
HIST 153 495
HIST 154 508
HIST 155 461
HIST 156 494
HIST 157 491
HIST 158 504
HIST 159 485
HIST 160 524
HIST 161 481
HIST 162 510
HIST 163 463
HIST 164 502
HIST 165 491
HIST 166 528
HIST 167 486
HIST 168 498
HIST 169 496
HIST 170 477
HIST 171 465
HIST 172 503
HIST 173 505
HIST 174 519
HIST 175 508
HIST 176 553
HIST 177 537
HIST 178 530
