P55 flags: vacuum=1 nofluct=1 nodelta=0 lowcut=0 killesc=0
RESULT decays=8000000
RESULT any=335945 eps_total=4.199312e-02
RESULT window=1460.820 counts=46826 eps=5.853250e-03
HISTBEGIN bins=1462 bin_kev=1.000000 decays=8000000
HIST 0 51
HIST 1 185
HIST 2 220
HIST 3 209
HIST 4 214
HIST 5 256
HIST 6 259
HIST 7 239
HIST 8 259
HIST 9 250
HIST 10 269
HIST 11 288
HIST 12 273
HIST 13 283
HIST 14 265
HIST 15 261
HIST 16 278
HIST 17 280
HIST 18 311
HIST 19 271
HIST 20 307
HIST 21 289
HIST 22 368
HIST 23 286
HIST 24 368
HIST 25 288
HIST 26 327
HIST 27 248
HIST 28 284
HIST 29 254
HIST 30 311
HIST 31 307
HIST 32 255
HIST 33 289
HIST 34 308
HIST 35 294
HIST 36 309
HIST 37 264
HIST 38 275
HIST 39 249
HIST 40 260
HIST 41 307
HIST 42 291
HIST 43 279
HIST 44 299
HIST 45 317
HIST 46 314
HIST 47 324
HIST 48 306
HIST 49 304
HIST 50 309
HIST 51 323
HIST 52 290
HIST 53 827
HIST 54 1186
HIST 55 284
HIST 56 293
HIST 57 290
HIST 58 272
HIST 59 296
HIST 60 295
HIST 61 658
HIST 62 274
HIST 63 343
HIST 64 248
HIST 65 251
HIST 66 284
HIST 67 282
HIST 68 220
HIST 69 291
HIST 70 258
HIST 71 274
HIST 72 267
HIST 73 277
HIST 74 270
HIST 75 243
HIST 76 253
HIST 77 242
HIST 78 256
HIST 79 286
HIST 80 230
HIST 81 257
HIST 82 241
HIST 83 246
HIST 84 250
HIST 85 229
HIST 86 254
HIST 87 241
HIST 88 228
HIST 89 266
HIST 90 234
HIST 91 262
HIST 92 244
HIST 93 242
HIST 94 275
HIST 95 240
HIST 96 259
HIST 97 276
HIST 98 239
HIST 99 252
HIST 100 254
HIST 101 233
HIST 102 234
HIST 103 259
HIST 104 272
HIST 105 245
HIST 106 248
HIST 107 286
HIST 108 262
HIST 109 251
HIST 110 250
HIST 111 237
HIST 112 256
HIST 113 252
HIST 114 249
HIST 115 269
HIST 116 276
HIST 117 259
HIST 118 257
HIST 119 261
HIST 120 249
HIST 121 262
HIST 122 262
HIST 123 252
HIST 124 264
HIST 125 253
HIST 126 271
HIST 127 270
HIST 128 271
HIST 129 266
HIST 130 253
HIST 131 264
HIST 132 275
HIST 133 253
HIST 134 262
HIST 135 266
HIST 136 249
HIST 137 255
HIST 138 281
HIST 139 282
HIST 140 255
HIST 141 260
HIST 142 228
HIST 143 232
HIST 144 263
HIST 145 222
HIST 146 287
HIST 147 301
HIST 148 271
HIST 149 274
HIST 150 260
HIST 151 275
HIST 152 246
HIST 153 240
HIST 154 272
HIST 155 271
HIST 156 248
HIST 157 275
HIST 158 254
HIST 159 273
HIST 160 265
HIST 161 288
HIST 162 223
HIST 163 256
HIST 164 253
HIST 165 254
HIST 166 268
HIST 167 268
HIST 168 289
HIST 169 256
HIST 170 252
HIST 171 257
HIST 172 247
HIST 173 228
HIST 174 256
HIST 175 252
HIST 176 294
HIST 177 272
HIST 178 264
HIST 179 262
HIST 180 257
HIST 181 264
HIST 182 270
HIST 183 269
HIST 184 254
HIST 185 282
HIST 186 279
HIST 187 253
HIST 188 268
HIST 189 272
HIST 190 251
HIST 191 261
HIST 192 242
HIST 193 223
HIST 194 248
HIST 195 264
HIST 196 262
HIST 197 279
HIST 198 252
HIST 199 303
HIST 200 252
HIST 201 265
HIST 202 285
HIST 203 233
HIST 204 270
HIST 205 244
HIST 206 304
HIST 207 218
HIST 208 253
HIST 209 236
HIST 210 228
HIST 211 262
HIST 212 264
HIST 213 252
HIST 214 257
HIST 215 302
HIST 216 288
HIST 217 286
HIST 218 294
HIST 219 323
HIST 220 330
HIST 221 357
HIST 222 337
HIST 223 393
