scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
AS80_lu_front,19,РАЗОШЛОСЬ,142,-0.04799063970177819,0.23622457203860137,1.0008918735959105,-0.13230815623204162,-0.23099967396701393,1.448303102407733,4.982667969554777,-0.06799596455899781,-0.05791345025106809,1.537078932975855,6.695487114611298,0.2302972348014798
AS80_point0,19,РАЗОШЛОСЬ,140,-0.02341600672353117,-0.2817752231769943,0.1470016862438861,-0.07115672888740043,-0.15124844043263863,1.8038193863016971,4.723287268440557,0.04111986025201464,-0.046672330290631336,6.259728256989883,16.235128989991576,1.5489942002711476
AS80_th_disk,19,РАЗОШЛОСЬ,146,0.026945510215736768,-0.7365120299938521,0.3636105330911965,-0.14176347406809064,0.0539926432623572,0.5920899804352953,2.24393982985831,-0.19093318780969426,0.12901434250776056,2.8307030459737037,8.024833501637385,0.6614928138287679
ASN16_lu_side,19,РАЗОШЛОСЬ,142,0.1594708726928573,0.26191333056968524,1.1912669971808842,-0.11436899908492393,0.026320668904999955,2.4768096658946748,7.096410470468273,0.30252072170227073,0.03295625374950539,6.865764129532659,13.268005396915639,1.172559931102568
G1S_denta100_oisn10_100_p16,19,РАЗОШЛОСЬ,142,0.022182558383687656,0.4128060843844983,1.1689191821630862,0.3026735329300534,-0.17684393996519887,0.4533756987612936,2.5852654932113417,-0.0708730395652446,-0.09825666743396022,3.1689870940815323,9.737541560344098,0.6767721100077839
G1S_denta100_risn379_100_p16,19,РАЗОШЛОСЬ,140,0.03243840928304209,0.821113345411284,0.46123409238714164,0.13907343488048785,-0.20349708743824246,1.5015890568725876,3.62909048697313,0.1403310646957978,-0.16664216597372938,2.5559657679089964,9.127974317279342,0.051496672716289105
G1S_denta120_oisn06_057_p24,19,РАЗОШЛОСЬ,142,0.028455623108736283,0.306089834679768,1.359005977140848,0.014300491779017932,-0.19068376312346702,2.1492381851801357,6.967441154281939,0.04499488367295523,0.18336368586979734,3.989567796479898,9.204316104470722,0.4768447741317461
G1S_denta120_oisn06_062_p24,19,РАЗОШЛОСЬ,142,0.05678229567438464,0.9632817639051217,1.7568164794644403,0.2169573691944926,-0.29185680264089964,1.2710253429950358,3.5354107936339974,-0.13303565477412738,0.10251254177477964,3.5555935244624415,8.204679570736918,0.28401040762753293
G1S_denta120_oisn06_064_p24,19,РАЗОШЛОСЬ,142,0.025687987042277705,0.8462544837533725,1.0289433378233959,0.20373100366506414,-0.251726558008436,1.2318997994433367,5.680954765828927,0.13231027947069318,-0.3641072623267516,3.220083570818555,7.387552461886515,0.17034412876610894
G1S_denta120_oisn06_066_p24,19,РАЗОШЛОСЬ,142,-0.053398332950627125,1.016445859932702,1.8077402142194332,0.20951406883917834,-0.33637967812385483,1.3869469283649405,5.683118430622658,-0.020250297293167296,-0.2888331550181533,2.7531723799264496,6.740466458071759,0.14842287738774385
G1S_denta120_oisn16_155_p24,19,РАЗОШЛОСЬ,142,0.04727549684360177,0.22675458949485972,1.211859093216039,0.18984251401654717,0.35802233013584317,1.2950587985570694,3.9719449584503908,0.30509552658182226,-0.09201303336744404,2.1428803814183217,7.311261084727261,0.35513440817576125
