call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,28,1020,0,26,0,1.0354196853321835E-08,103.54196853321835,-568193.72712608078,4.9183985483047006E-11,0.00475014973925938,5.7696070143720135E-11,0
2,34,28,1020,0,26,0,1.0354196853321835E-08,103.54196853321835,-568193.72712608078,4.9183985483047006E-11,0.00475014973925938,5.7696070143720135E-11,0
3,34,29,1020,0,28,0,1.0336969833109584E-08,103.36969833109583,-493362.68316391576,4.4318135469347111E-11,0.0042873430207172481,4.8316906031686813E-12,0
4,34,29,1020,0,28,0,1.0337442309737897E-08,103.37442309737897,-483831.94159929577,4.3794758496710718E-11,0.0042365178140298734,9.0949470177292824E-12,0
5,35,30,1050,0,27,0,1.0354196853321835E-08,103.54196853321835,-568239.44959559757,5.3982634403061085E-11,0.0052135993904483639,2.97859514830634E-11,0
6,35,29,1050,0,29,0,1.033704785483183E-08,103.37047854831829,-493359.20637558476,5.1170363454377573E-11,0.0049501912125190645,4.4458658976509469E-11,0
7,35,29,1050,0,29,0,1.0337535698392132E-08,103.37535698392132,-483714.21844655066,5.070416341176761E-11,0.0049048598129294955,7.66178231970116E-11,0
8,26,29,780,0,26,0,1.0354196853321835E-08,103.54196853321835,-568237.27976907708,0,0,2.2097879082139116E-11,0
9,26,26,780,0,26,0,1.0337137535003805E-08,103.37137535003805,-493401.82165034988,0,0,1.3429257705865894E-11,0
10,26,26,780,0,26,0,1.033760974160252E-08,103.3760974160252,-484302.0903228572,0,0,1.4303225270850817E-11,0
11,26,29,780,0,26,0,1.0354196853321835E-08,103.54196853321835,-568237.27976907743,0,0,3.6095570976613089E-12,0
12,26,26,780,0,26,0,1.0337137535003805E-08,103.37137535003805,-493401.82165035146,0,0,9.0452090262260754E-12,0
13,26,26,780,0,26,0,1.033760974160252E-08,103.3760974160252,-484302.09032285778,0,0,4.5332626541494392E-12,0
