keV,response
0.000,3.90000000E-006
1.000,2.77750000E-005
2.000,4.03500000E-005
3.000,4.68500000E-005
4.000,5.25000000E-005
5.000,7.53000000E-005
6.000,1.09875000E-004
7.000,1.22325000E-004
8.000,1.33275000E-004
9.000,1.38000000E-004
10.000,1.45275000E-004
11.000,1.35275000E-004
12.000,1.10625000E-004
13.000,1.03175000E-004
14.000,1.09775000E-004
15.000,1.20625000E-004
16.000,1.31350000E-004
17.000,1.60000000E-004
18.000,2.14775000E-004
19.000,2.64500000E-004
20.000,3.12450000E-004
21.000,3.50525000E-004
22.000,3.71200000E-004
23.000,3.70475000E-004
24.000,2.87435000E-003
25.000,3.69600000E-004
26.000,4.06325000E-004
27.000,4.57790000E-003
28.000,4.16450000E-004
29.000,1.76765500E-002
30.000,2.60725000E-004
31.000,1.48894500E-002
32.000,7.25250000E-005
33.000,6.39500000E-005
34.000,6.88250000E-005
35.000,6.27000000E-005
36.000,7.20250000E-005
37.000,8.65250000E-005
38.000,8.57000000E-005
39.000,8.45250000E-005
40.000,9.03250000E-005
41.000,1.06200000E-004
42.000,1.28350000E-004
43.000,1.49325000E-004
44.000,1.68225000E-004
45.000,1.90550000E-004
46.000,2.30075000E-004
47.000,2.91675000E-004
48.000,4.66725000E-004
49.000,8.85475000E-004
50.000,1.22782500E-003
51.000,1.37362500E-003
52.000,1.44180000E-003
53.000,1.51235000E-003
54.000,1.61982500E-003
55.000,1.91000000E-003
56.000,2.31447500E-003
57.000,2.84997500E-003
58.000,2.95680000E-003
59.000,2.89360000E-003
60.000,2.29303927E-001
