keV,response
0.000,2.37500000E-006
1.000,1.06250000E-005
2.000,1.46250000E-005
3.000,1.50000000E-005
4.000,1.62250000E-005
5.000,2.63500000E-005
6.000,4.00750000E-005
7.000,4.58750000E-005
8.000,5.12500000E-005
9.000,6.04750000E-005
10.000,6.25000000E-005
11.000,5.87750000E-005
12.000,4.62750000E-005
13.000,4.29000000E-005
14.000,4.49000000E-005
15.000,4.86000000E-005
16.000,5.64000000E-005
17.000,6.94500000E-005
18.000,9.02750000E-005
19.000,1.19050000E-004
20.000,1.40325000E-004
21.000,1.62575000E-004
22.000,1.82950000E-004
23.000,1.79800000E-004
24.000,1.20867500E-003
25.000,1.80500000E-004
26.000,1.84575000E-004
27.000,1.99687500E-003
28.000,1.59125000E-004
29.000,7.61865000E-003
30.000,9.43250000E-005
31.000,6.36215000E-003
32.000,2.92750000E-005
33.000,2.55500000E-005
34.000,2.59500000E-005
35.000,2.62500000E-005
36.000,2.60000000E-005
37.000,3.03750000E-005
38.000,3.16000000E-005
39.000,3.28750000E-005
40.000,3.76250000E-005
41.000,4.45750000E-005
42.000,5.25750000E-005
43.000,6.38250000E-005
44.000,7.40750000E-005
45.000,8.73250000E-005
46.000,1.01350000E-004
47.000,1.30750000E-004
48.000,1.96750000E-004
49.000,3.54650000E-004
50.000,5.63900000E-004
51.000,7.20800000E-004
52.000,7.86275000E-004
53.000,8.26375000E-004
54.000,8.72000000E-004
55.000,9.59250000E-004
56.000,1.07030000E-003
57.000,1.21362500E-003
58.000,1.15915000E-003
59.000,1.07012500E-003
60.000,1.08294720E-001
