file,phys,histories,nodes,channels,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
04cb27d4-6b6e-4c6c-b665-b6175d78bdcb.rmx,19,1000000,100,6,2.8049,2.9038,12,0,2026-09-18 10:37,730.9,phys=19;740a790183597e29c7270ec4168caa4b741b3aa7d9fc9954fd8254baeac97f8c,322c041c33ed7dcbd4fef53bb204360f2fff2910dc6c6e9d62bc4f73871cf4f2,сходится
42333387-5295-4665-8c82-6e85c8498a18.rmx,19,1000000,100,6,2.8369,2.9399,13,0,2026-09-18 10:19,683.0,phys=19;ffc6868b39bbaccc3d356bc2ec370b84d0bed059c281c3431e621678069c259e,6e599d8deaa3c32be7ce6da944d0e22c24c37406a397af862bbb47fab91a32f1,сходится
aa8a6ecb-5866-4f9d-b359-3c68dba82e5a.rmx,19,1000000,100,6,2.8157,2.9494,12,0,2026-09-18 09:53,505.4,phys=19;b29e31c140620669c0c5660b47aee7911348a095208021fc9f1f6886bd18ca91,ca0a45a79ec757ba27ea7a9640b78fca5601b8b2600591dc2c6cf77568c26fd2,сходится
c482e3bc-e2a8-491f-8759-5df93827eaef.rmx,19,1000000,100,6,2.7994,2.9048,15,0,2026-09-18 10:03,313.3,phys=19;2cb85aabde2b7c64bdb7a8f0a687733b089c9d0098cf039f28e28b23c26e42eb,3114835074140e8193dfefc4b4a4a9b070ad1e09f30a44f93105d3be4e910202,сходится
