ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
4528,1513.099,44.112,24.939,11.458,6.097,17.985,0.000,0.000,0.857,0.000,0.000,0.000
4529,1513.424,51.557,24.924,11.446,6.082,17.984,0.000,0.000,0.858,0.000,0.000,0.000
4530,1513.750,40.038,24.909,11.434,6.068,17.983,0.000,0.000,0.858,0.000,0.000,0.000
4531,1514.075,50.186,24.894,11.423,6.054,17.982,0.000,0.000,0.858,0.000,0.000,0.000
4532,1514.400,33.816,24.879,11.411,6.040,17.981,0.000,0.000,0.859,0.000,0.000,0.000
4533,1514.725,32.779,24.864,11.399,6.026,17.980,0.000,0.000,0.859,0.000,0.000,0.000
4534,1515.050,30.335,24.850,11.388,6.012,17.979,0.000,0.000,0.859,0.000,0.000,0.000
4535,1515.375,39.557,24.836,11.376,5.998,17.979,0.000,0.000,0.859,0.000,0.000,0.000
4536,1515.701,41.853,24.822,11.364,5.985,17.979,0.000,0.000,0.859,0.000,0.000,0.000
4537,1516.026,36.112,24.809,11.353,5.971,17.978,0.000,0.000,0.859,0.000,0.000,0.000
4538,1516.351,39.112,24.795,11.341,5.958,17.978,0.000,0.000,0.859,0.000,0.000,0.000
4539,1516.676,40.409,24.782,11.330,5.945,17.979,0.000,0.000,0.859,0.000,0.000,0.000
4540,1517.002,37.779,24.770,11.318,5.932,17.979,0.000,0.000,0.859,0.000,0.000,0.000
4541,1517.327,46.297,24.757,11.306,5.920,17.980,0.000,0.000,0.858,0.000,0.000,0.000
4542,1517.652,45.112,24.745,11.295,5.907,17.980,0.000,0.000,0.858,0.000,0.000,0.000
4543,1517.977,39.853,24.734,11.283,5.895,17.981,0.000,0.000,0.858,0.000,0.000,0.000
4544,1518.303,35.742,24.722,11.271,5.883,17.982,0.000,0.000,0.857,0.000,0.000,0.000
4545,1518.628,38.557,24.711,11.260,5.871,17.984,0.000,0.000,0.857,0.000,0.000,0.000
4546,1518.953,32.149,24.701,11.248,5.859,17.985,0.000,0.000,0.856,0.000,0.000,0.000
4547,1519.279,33.038,24.691,11.236,5.848,17.987,0.000,0.000,0.856,0.000,0.000,0.000
4548,1519.604,46.483,24.681,11.225,5.837,17.989,0.000,0.000,0.855,0.000,0.000,0.000
4549,1519.929,52.853,24.672,11.213,5.826,17.991,0.000,0.000,0.855,0.000,0.000,0.000
4550,1520.255,56.409,24.663,11.201,5.816,17.993,0.000,0.000,0.854,0.000,0.000,0.000
4551,1520.580,31.742,24.654,11.190,5.805,17.996,0.000,0.000,0.853,0.000,0.000,0.000
4552,1520.905,43.927,24.646,11.178,5.795,17.998,0.000,0.000,0.852,0.000,0.000,0.000
4553,1521.231,39.261,24.638,11.166,5.786,18.001,0.000,0.000,0.852,0.000,0.000,0.000
4554,1521.556,40.409,24.631,11.155,5.776,18.004,0.000,0.000,0.851,0.000,0.000,0.000
4555,1521.882,38.335,24.624,11.143,5.767,18.007,0.000,0.000,0.850,0.000,0.000,0.000
4556,1522.207,36.779,24.618,11.131,5.758,18.010,0.000,0.000,0.849,0.000,0.000,0.000
4557,1522.532,45.001,24.612,11.120,5.750,18.014,0.000,0.000,0.848,0.000,0.000,0.000
4558,1522.858,41.186,24.606,11.108,5.742,18.017,0.000,0.000,0.847,0.000,0.000,0.000
4559,1523.183,44.224,24.601,11.097,5.734,18.021,0.000,0.000,0.846,0.000,0.000,0.000
4560,1523.509,46.557,24.596,11.085,5.727,18.025,0.000,0.000,0.845,0.000,0.000,0.000
4561,1523.834,43.371,24.592,11.073,5.719,18.029,0.000,0.000,0.844,0.000,0.000,0.000
4562,1524.160,43.742,24.588,11.062,5.713,18.033,0.000,0.000,0.842,0.000,0.000,0.000
4563,1524.485,43.779,24.585,11.050,5.706,18.037,0.000,0.000,0.841,0.000,0.000,0.000
4564,1524.810,48.557,24.582,11.038,5.700,18.042,0.000,0.000,0.840,0.000,0.000,0.000
4565,1525.136,30.964,24.580,11.027,5.695,18.046,0.000,0.000,0.839,0.000,0.000,0.000
4566,1525.461,33.779,24.578,11.015,5.690,18.051,0.000,0.000,0.837,0.000,0.000,0.000
4567,1525.787,45.409,24.577,11.003,5.685,18.056,0.000,0.000,0.836,0.000,0.000,0.000
4568,1526.113,36.186,24.577,10.992,5.681,18.061,0.000,0.000,0.835,0.000,0.000,0.000
4569,1526.438,48.779,24.577,10.980,5.677,18.067,0.000,0.000,0.833,0.000,0.000,0.000
4570,1526.764,43.557,24.577,10.968,5.673,18.072,0.000,0.000,0.832,0.000,0.000,0.000
4571,1527.089,34.964,24.578,10.957,5.670,18.078,0.000,0.000,0.831,0.000,0.000,0.000
4572,1527.415,26.557,24.580,10.945,5.667,18.083,0.000,0.000,0.829,0.000,0.000,0.000
4573,1527.740,41.964,24.582,10.933,5.665,18.089,0.000,0.000,0.828,0.000,0.000,0.000
4574,1528.066,39.075,24.585,10.922,5.664,18.096,0.000,0.000,0.826,0.000,0.000,0.000
4575,1528.391,38.112,24.589,10.910,5.663,18.102,0.000,0.000,0.824,0.000,0.000,0.000
4576,1528.717,48.186,24.593,10.898,5.662,18.109,0.000,0.000,0.823,0.000,0.000,0.000
4577,1529.043,29.668,24.598,10.887,5.662,18.115,0.000,0.000,0.821,0.000,0.000,0.000
4578,1529.368,32.557,24.604,10.875,5.662,18.122,0.000,0.000,0.820,0.000,0.000,0.000
4579,1529.694,45.150,24.610,10.864,5.663,18.129,0.000,0.000,0.818,0.000,0.000,0.000
4580,1530.020,34.298,24.617,10.852,5.664,18.137,0.000,0.000,0.816,0.000,0.000,0.000
4581,1530.345,35.335,24.625,10.840,5.666,18.144,0.000,0.000,0.815,0.000,0.000,0.000
4582,1530.671,40.557,24.634,10.829,5.668,18.152,0.000,0.000,0.813,0.000,0.000,0.000
4583,1530.997,49.594,24.643,10.817,5.671,18.160,0.000,0.000,0.811,0.000,0.000,0.000
4584,1531.322,30.779,24.653,10.805,5.675,18.168,0.000,0.000,0.810,0.000,0.000,0.000
4585,1531.648,35.445,24.664,10.794,5.679,18.177,0.000,0.000,0.808,0.000,0.000,0.000
4586,1531.974,27.223,24.675,10.782,5.684,18.185,0.000,0.000,0.806,0.000,0.000,0.000
4587,1532.299,40.186,24.688,10.770,5.689,18.194,0.000,0.000,0.805,0.000,0.000,0.000
4588,1532.625,29.557,24.701,10.759,5.695,18.203,0.000,0.000,0.803,0.000,0.000,0.000
4589,1532.951,45.557,24.715,10.747,5.701,18.213,0.000,0.000,0.801,0.000,0.000,0.000
4590,1533.277,35.483,24.730,10.735,5.708,18.222,0.000,0.000,0.799,0.000,0.000,0.000
4591,1533.602,48.594,24.746,10.724,5.716,18.232,0.000,0.000,0.798,0.000,0.000,0.000
4592,1533.928,37.261,24.763,10.712,5.724,18.242,0.000,0.000,0.796,0.000,0.000,0.000
4593,1534.254,34.335,24.780,10.700,5.733,18.253,0.000,0.000,0.794,0.000,0.000,0.000
4594,1534.580,49.186,24.798,10.689,5.743,18.263,0.000,0.000,0.793,0.000,0.000,0.000
4595,1534.905,34.520,24.818,10.677,5.753,18.274,0.000,0.000,0.791,0.000,0.000,0.000
4596,1535.231,32.038,24.838,10.665,5.764,18.285,0.000,0.000,0.789,0.000,0.000,0.000
4597,1535.557,33.186,24.859,10.654,5.775,18.297,0.000,0.000,0.787,0.000,0.000,0.000
4598,1535.883,40.038,24.882,10.642,5.787,18.309,0.000,0.000,0.786,0.000,0.000,0.000
4599,1536.209,37.112,24.905,10.631,5.800,18.321,0.000,0.000,0.784,0.000,0.000,0.000
4600,1536.535,38.297,24.929,10.619,5.814,18.333,0.000,0.000,0.782,0.000,0.000,0.000
4601,1536.861,25.557,24.954,10.607,5.828,18.346,0.000,0.000,0.781,0.000,0.000,0.000
4602,1537.186,40.224,24.981,10.596,5.843,18.358,0.000,0.000,0.779,0.000,0.000,0.000
4603,1537.512,42.779,25.008,10.584,5.859,18.372,0.000,0.000,0.777,0.000,0.000,0.000
4604,1537.838,38.557,25.036,10.572,5.876,18.385,0.000,0.000,0.776,0.000,0.000,0.000
4605,1538.164,43.779,25.066,10.561,5.893,18.399,0.000,0.000,0.774,0.000,0.000,0.000
4606,1538.490,27.186,25.096,10.549,5.911,18.413,0.000,0.000,0.772,0.000,0.000,0.000
4607,1538.816,43.631,25.128,10.537,5.929,18.428,0.000,0.000,0.771,0.000,0.000,0.000
4608,1539.142,34.112,25.161,10.526,5.949,18.443,0.000,0.000,0.769,0.000,0.000,0.000
4609,1539.468,25.779,25.194,10.514,5.969,18.458,0.000,0.000,0.768,0.000,0.000,0.000
4610,1539.794,41.038,25.229,10.502,5.990,18.473,0.000,0.000,0.766,0.000,0.000,0.000
4611,1540.120,40.853,25.265,10.491,6.012,18.488,0.000,0.000,0.765,0.000,0.000,0.000
4612,1540.446,45.483,25.302,10.479,6.035,18.504,0.000,0.000,0.763,0.000,0.000,0.000
4613,1540.772,21.519,25.340,10.467,6.058,18.520,0.000,0.000,0.762,0.000,0.000,0.000
4614,1541.098,32.149,25.379,10.456,6.082,18.537,0.000,0.000,0.760,0.000,0.000,0.000
4615,1541.424,35.335,25.419,10.444,6.107,18.553,0.000,0.000,0.759,0.000,0.000,0.000
4616,1541.750,37.520,25.461,10.432,6.133,18.570,0.000,0.000,0.757,0.000,0.000,0.000
4617,1542.076,25.742,25.503,10.421,6.160,18.587,0.000,0.000,0.756,0.000,0.000,0.000
4618,1542.402,31.779,25.547,10.409,6.187,18.605,0.000,0.000,0.755,0.000,0.000,0.000
4619,1542.728,37.297,25.592,10.398,6.216,18.623,0.000,0.000,0.754,0.000,0.000,0.000
4620,1543.054,33.186,25.638,10.386,6.245,18.641,0.000,0.000,0.752,0.000,0.000,0.000
4621,1543.380,38.038,25.685,10.374,6.275,18.659,0.000,0.000,0.751,0.000,0.000,0.000
4622,1543.706,40.261,25.733,10.363,6.305,18.678,0.000,0.000,0.750,0.000,0.000,0.000
4623,1544.032,45.223,25.783,10.351,6.337,18.697,0.000,0.000,0.749,0.000,0.000,0.000
4624,1544.359,33.853,25.833,10.339,6.369,18.716,0.000,0.000,0.748,0.000,0.000,0.000
4625,1544.685,32.261,25.885,10.328,6.402,18.736,0.000,0.000,0.747,0.000,0.000,0.000
4626,1545.011,35.446,25.938,10.316,6.436,18.756,0.000,0.000,0.746,0.000,0.000,0.000
4627,1545.337,40.779,25.992,10.304,6.470,18.776,0.000,0.000,0.745,0.000,0.000,0.000
4628,1545.663,40.409,26.047,10.293,6.506,18.797,0.000,0.000,0.744,0.000,0.000,0.000
4629,1545.989,34.297,26.103,10.281,6.542,18.818,0.000,0.000,0.743,0.000,0.000,0.000
4630,1546.315,44.668,26.161,10.269,6.579,18.840,0.000,0.000,0.742,0.000,0.000,0.000
4631,1546.642,46.927,26.220,10.258,6.617,18.861,0.000,0.000,0.742,0.000,0.000,0.000
4632,1546.968,30.705,26.280,10.246,6.656,18.884,0.000,0.000,0.741,0.000,0.000,0.000
4633,1547.294,35.150,26.342,10.234,6.695,18.906,0.000,0.000,0.740,0.000,0.000,0.000
4634,1547.620,37.223,26.404,10.223,6.735,18.929,0.000,0.000,0.740,0.000,0.000,0.000
4635,1547.947,30.001,26.468,10.211,6.777,18.952,0.000,0.000,0.739,0.000,0.000,0.000
4636,1548.273,38.519,26.534,10.199,6.819,18.976,0.000,0.000,0.739,0.000,0.000,0.000
4637,1548.599,44.409,26.600,10.188,6.862,19.000,0.000,0.000,0.738,0.000,0.000,0.000
4638,1548.925,37.668,26.668,10.176,6.906,19.024,0.000,0.000,0.738,0.000,0.000,0.000
4639,1549.252,24.631,26.737,10.165,6.950,19.049,0.000,0.000,0.738,0.000,0.000,0.000
4640,1549.578,40.519,26.808,10.153,6.996,19.075,0.000,0.000,0.738,0.000,0.000,0.000
4641,1549.904,43.446,26.880,10.141,7.042,19.100,0.000,0.000,0.737,0.000,0.000,0.000
4642,1550.231,40.853,26.953,10.130,7.090,19.127,0.000,0.000,0.737,0.000,0.000,0.000
4643,1550.557,22.186,27.028,10.118,7.137,19.153,0.000,0.000,0.737,0.000,0.000,0.000
4644,1550.883,28.335,27.103,10.106,7.185,19.180,0.000,0.000,0.737,0.000,0.000,0.000
4645,1551.210,33.038,27.179,10.095,7.234,19.208,0.000,0.000,0.737,0.000,0.000,0.000
4646,1551.536,35.149,27.256,10.083,7.283,19.236,0.000,0.000,0.738,0.000,0.000,0.000
4647,1551.863,34.631,27.334,10.071,7.332,19.264,0.000,0.000,0.738,0.000,0.000,0.000
4648,1552.189,33.335,27.413,10.060,7.382,19.293,0.000,0.000,0.738,0.000,0.000,0.000
4649,1552.515,35.631,27.492,10.048,7.432,19.322,0.000,0.000,0.739,0.000,0.000,0.000
4650,1552.842,43.557,27.572,10.036,7.482,19.351,0.000,0.000,0.739,0.000,0.000,0.000
4651,1553.168,34.483,27.653,10.025,7.533,19.380,0.000,0.000,0.740,0.000,0.000,0.000
4652,1553.495,36.964,27.734,10.013,7.584,19.410,0.000,0.000,0.740,0.000,0.000,0.000
4653,1553.821,22.112,27.816,10.001,7.636,19.439,0.000,0.000,0.741,0.000,0.000,0.000
4654,1554.148,26.297,27.898,9.990,7.687,19.469,0.000,0.000,0.742,0.000,0.000,0.000
4655,1554.474,26.519,27.980,9.978,7.739,19.498,0.000,0.000,0.742,0.000,0.000,0.000
4656,1554.801,31.483,28.063,9.966,7.792,19.528,0.000,0.000,0.743,0.000,0.000,0.000
4657,1555.127,26.483,28.147,9.955,7.844,19.558,0.000,0.000,0.744,0.000,0.000,0.000
4658,1555.454,30.075,28.230,9.943,7.897,19.588,0.000,0.000,0.745,0.000,0.000,0.000
4659,1555.780,25.631,28.315,9.932,7.950,19.618,0.000,0.000,0.747,0.000,0.000,0.000
4660,1556.107,41.779,28.399,9.920,8.004,19.647,0.000,0.000,0.748,0.000,0.000,0.000
4661,1556.433,26.594,28.484,9.908,8.057,19.677,0.000,0.000,0.749,0.000,0.000,0.000
4662,1556.760,40.371,28.569,9.897,8.111,19.707,0.000,0.000,0.751,0.000,0.000,0.000
4663,1557.086,30.223,28.655,9.885,8.165,19.737,0.000,0.000,0.752,0.000,0.000,0.000
4664,1557.413,35.409,28.740,9.873,8.219,19.767,0.000,0.000,0.754,0.000,0.000,0.000
4665,1557.740,28.927,28.826,9.862,8.274,19.797,0.000,0.000,0.755,0.000,0.000,0.000
4666,1558.066,27.038,28.913,9.850,8.328,19.827,0.000,0.000,0.757,0.000,0.000,0.000
4667,1558.393,33.742,28.999,9.838,8.383,19.857,0.000,0.000,0.759,0.000,0.000,0.000
4668,1558.719,32.112,29.086,9.827,8.438,19.887,0.000,0.000,0.761,0.000,0.000,0.000
4669,1559.046,28.668,29.172,9.815,8.492,19.917,0.000,0.000,0.763,0.000,0.000,0.000
4670,1559.373,20.779,29.259,9.803,8.547,19.947,0.000,0.000,0.765,0.000,0.000,0.000
4671,1559.699,39.001,29.346,9.792,8.602,19.977,0.000,0.000,0.768,0.000,0.000,0.000
4672,1560.026,36.927,29.434,9.780,8.657,20.006,0.000,0.000,0.770,0.000,0.000,0.000
4673,1560.353,32.335,29.521,9.768,8.712,20.036,0.000,0.000,0.772,0.000,0.000,0.000
4674,1560.680,34.038,29.608,9.757,8.768,20.066,0.000,0.000,0.775,0.000,0.000,0.000
4675,1561.006,20.186,29.696,9.745,8.823,20.095,0.000,0.000,0.778,0.000,0.000,0.000
4676,1561.333,31.853,29.783,9.734,8.878,20.125,0.000,0.000,0.780,0.000,0.000,0.000
4677,1561.660,23.631,29.870,9.722,8.933,20.154,0.000,0.000,0.783,0.000,0.000,0.000
4678,1561.987,33.705,29.958,9.710,8.988,20.184,0.000,0.000,0.786,0.000,0.000,0.000
4679,1562.313,33.557,30.045,9.699,9.043,20.213,0.000,0.000,0.789,0.000,0.000,0.000
4680,1562.640,36.335,30.132,9.687,9.098,20.242,0.000,0.000,0.792,0.000,0.000,0.000
4681,1562.967,21.409,30.220,9.675,9.153,20.271,0.000,0.000,0.796,0.000,0.000,0.000
4682,1563.294,35.297,30.307,9.664,9.208,20.300,0.000,0.000,0.799,0.000,0.000,0.000
4683,1563.621,35.112,30.394,9.652,9.262,20.329,0.000,0.000,0.802,0.000,0.000,0.000
4684,1563.947,30.853,30.480,9.640,9.317,20.358,0.000,0.000,0.806,0.000,0.000,0.000
4685,1564.274,24.149,30.567,9.629,9.371,20.386,0.000,0.000,0.810,0.000,0.000,0.000
4686,1564.601,21.445,30.653,9.617,9.425,20.414,0.000,0.000,0.813,0.000,0.000,0.000
4687,1564.928,29.557,30.740,9.605,9.479,20.443,0.000,0.000,0.817,0.000,0.000,0.000
4688,1565.255,22.483,30.826,9.594,9.533,20.471,0.000,0.000,0.821,0.000,0.000,0.000
4689,1565.582,35.742,30.911,9.582,9.587,20.499,0.000,0.000,0.826,0.000,0.000,0.000
4690,1565.909,34.409,30.997,9.570,9.641,20.526,0.000,0.000,0.830,0.000,0.000,0.000
4691,1566.236,26.186,31.082,9.559,9.694,20.554,0.000,0.000,0.834,0.000,0.000,0.000
4692,1566.563,23.927,31.167,9.547,9.747,20.581,0.000,0.000,0.839,0.000,0.000,0.000
4693,1566.890,21.964,31.251,9.535,9.799,20.609,0.000,0.000,0.843,0.000,0.000,0.000
4694,1567.217,19.149,31.335,9.524,9.852,20.635,0.000,0.000,0.848,0.000,0.000,0.000
4695,1567.544,28.261,31.419,9.512,9.904,20.662,0.000,0.000,0.853,0.000,0.000,0.000
4696,1567.871,23.705,31.503,9.501,9.956,20.689,0.000,0.000,0.858,0.000,0.000,0.000
4697,1568.198,35.112,31.585,9.489,10.007,20.715,0.000,0.000,0.863,0.000,0.000,0.000
4698,1568.525,22.779,31.668,9.477,10.059,20.741,0.000,0.000,0.868,0.000,0.000,0.000
4699,1568.852,25.223,31.750,9.466,10.109,20.767,0.000,0.000,0.874,0.000,0.000,0.000
4700,1569.179,20.297,31.832,9.454,10.160,20.793,0.000,0.000,0.879,0.000,0.000,0.000
4701,1569.506,19.409,31.913,9.442,10.210,20.818,0.000,0.000,0.885,0.000,0.000,0.000
4702,1569.833,25.149,31.993,9.431,10.260,20.843,0.000,0.000,0.890,0.000,0.000,0.000
4703,1570.160,22.519,32.073,9.419,10.309,20.868,0.000,0.000,0.896,0.000,0.000,0.000
4704,1570.487,26.557,32.153,9.407,10.358,20.893,0.000,0.000,0.902,0.000,0.000,0.000
4705,1570.814,35.223,32.232,9.396,10.406,20.918,0.000,0.000,0.908,0.000,0.000,0.000
4706,1571.141,21.409,32.310,9.384,10.454,20.942,0.000,0.000,0.915,0.000,0.000,0.000
4707,1571.468,26.001,32.388,9.372,10.502,20.966,0.000,0.000,0.921,0.000,0.000,0.000
4708,1571.796,36.149,32.466,9.361,10.549,20.989,0.000,0.000,0.927,0.000,0.000,0.000
4709,1572.123,31.483,32.542,9.349,10.596,21.013,0.000,0.000,0.934,0.000,0.000,0.000
4710,1572.450,20.890,32.618,9.337,10.642,21.036,0.000,0.000,0.941,0.000,0.000,0.000
4711,1572.777,37.261,32.693,9.326,10.687,21.058,0.000,0.000,0.948,0.000,0.000,0.000
4712,1573.104,21.112,32.768,9.314,10.732,21.081,0.000,0.000,0.955,0.000,0.000,0.000
4713,1573.432,22.927,32.842,9.302,10.777,21.103,0.000,0.000,0.962,0.000,0.000,0.000
4714,1573.759,26.927,32.915,9.291,10.821,21.125,0.000,0.000,0.969,0.000,0.000,0.000
4715,1574.086,26.853,32.988,9.279,10.864,21.147,0.000,0.000,0.977,0.000,0.000,0.000
4716,1574.413,30.705,33.060,9.268,10.907,21.168,0.000,0.000,0.984,0.000,0.000,0.000
4717,1574.741,24.409,33.131,9.256,10.950,21.189,0.000,0.000,0.992,0.000,0.000,0.000
4718,1575.068,33.668,33.201,9.244,10.992,21.209,0.000,0.000,1.000,0.000,0.000,0.000
4719,1575.395,29.001,33.270,9.233,11.033,21.229,0.000,0.000,1.008,0.000,0.000,0.000
4720,1575.723,25.445,33.338,9.221,11.073,21.248,0.000,0.000,1.016,0.000,0.000,0.000
4721,1576.050,24.557,33.405,9.209,11.113,21.267,0.000,0.000,1.025,0.000,0.000,0.000
4722,1576.377,36.371,33.472,9.198,11.153,21.286,0.000,0.000,1.033,0.000,0.000,0.000
4723,1576.705,25.001,33.537,9.186,11.192,21.304,0.000,0.000,1.042,0.000,0.000,0.000
4724,1577.032,21.371,33.602,9.174,11.230,21.321,0.000,0.000,1.051,0.000,0.000,0.000
4725,1577.359,30.853,33.665,9.163,11.267,21.338,0.000,0.000,1.060,0.000,0.000,0.000
4726,1577.687,24.371,33.728,9.151,11.304,21.355,0.000,0.000,1.069,0.000,0.000,0.000
4727,1578.014,34.779,33.790,9.139,11.340,21.371,0.000,0.000,1.078,0.000,0.000,0.000
4728,1578.342,36.964,33.850,9.128,11.376,21.387,0.000,0.000,1.088,0.000,0.000,0.000
4729,1578.669,22.853,33.910,9.116,11.411,21.402,0.000,0.000,1.097,0.000,0.000,0.000
4730,1578.997,34.335,33.969,9.104,11.445,21.416,0.000,0.000,1.107,0.000,0.000,0.000
4731,1579.324,23.223,34.026,9.093,11.479,21.431,0.000,0.000,1.117,0.000,0.000,0.000
4732,1579.651,26.223,34.083,9.081,11.511,21.444,0.000,0.000,1.127,0.000,0.000,0.000
4733,1579.979,30.557,34.138,9.069,11.543,21.457,0.000,0.000,1.137,0.000,0.000,0.000
4734,1580.306,36.853,34.193,9.058,11.575,21.470,0.000,0.000,1.148,0.000,0.000,0.000
4735,1580.634,32.519,34.246,9.046,11.606,21.482,0.000,0.000,1.158,0.000,0.000,0.000
4736,1580.962,34.409,34.298,9.035,11.636,21.494,0.000,0.000,1.169,0.000,0.000,0.000
4737,1581.289,22.483,34.350,9.023,11.665,21.505,0.000,0.000,1.180,0.000,0.000,0.000
4738,1581.617,23.779,34.400,9.011,11.694,21.515,0.000,0.000,1.191,0.000,0.000,0.000
4739,1581.944,21.520,34.449,9.000,11.721,21.525,0.000,0.000,1.202,0.000,0.000,0.000
4740,1582.272,17.742,34.496,8.988,11.749,21.534,0.000,0.000,1.214,0.000,0.000,0.000
4741,1582.599,22.631,34.543,8.976,11.775,21.543,0.000,0.000,1.225,0.000,0.000,0.000
4742,1582.927,24.557,34.588,8.965,11.801,21.551,0.000,0.000,1.236,0.000,0.000,0.000
4743,1583.255,27.705,34.633,8.953,11.826,21.559,0.000,0.000,1.248,0.000,0.000,0.000
4744,1583.582,18.075,34.675,8.941,11.850,21.566,0.000,0.000,1.259,0.000,0.000,0.000
4745,1583.910,33.335,34.717,8.930,11.873,21.573,0.000,0.000,1.271,0.000,0.000,0.000
4746,1584.238,25.223,34.758,8.918,11.896,21.579,0.000,0.000,1.282,0.000,0.000,0.000
4747,1584.565,24.964,34.797,8.906,11.918,21.585,0.000,0.000,1.294,0.000,0.000,0.000
4748,1584.893,21.927,34.835,8.895,11.940,21.590,0.000,0.000,1.306,0.000,0.000,0.000
4749,1585.221,19.261,34.871,8.883,11.960,21.594,0.000,0.000,1.317,0.000,0.000,0.000
4750,1585.549,24.223,34.907,8.871,11.980,21.598,0.000,0.000,1.329,0.000,0.000,0.000
4751,1585.876,12.112,34.941,8.860,11.999,21.601,0.000,0.000,1.341,0.000,0.000,0.000
4752,1586.204,29.112,34.974,8.848,12.017,21.604,0.000,0.000,1.353,0.000,0.000,0.000
4753,1586.532,31.223,35.006,8.836,12.035,21.606,0.000,0.000,1.365,0.000,0.000,0.000
4754,1586.860,19.557,35.036,8.825,12.052,21.608,0.000,0.000,1.377,0.000,0.000,0.000
4755,1587.187,24.557,35.065,8.813,12.068,21.609,0.000,0.000,1.388,0.000,0.000,0.000
4756,1587.515,18.631,35.093,8.802,12.084,21.609,0.000,0.000,1.400,0.000,0.000,0.000
4757,1587.843,24.261,35.120,8.790,12.099,21.609,0.000,0.000,1.412,0.000,0.000,0.000
4758,1588.171,20.779,35.146,8.778,12.113,21.609,0.000,0.000,1.424,0.000,0.000,0.000
4759,1588.499,34.112,35.170,8.767,12.126,21.607,0.000,0.000,1.436,0.000,0.000,0.000
4760,1588.827,14.779,35.193,8.755,12.139,21.606,0.000,0.000,1.448,0.000,0.000,0.000
4761,1589.155,24.297,35.215,8.743,12.151,21.604,0.000,0.000,1.460,0.000,0.000,0.000
4762,1589.483,18.001,35.235,8.732,12.162,21.601,0.000,0.000,1.472,0.000,0.000,0.000
4763,1589.810,17.557,35.254,8.720,12.173,21.598,0.000,0.000,1.484,0.000,0.000,0.000
4764,1590.138,20.075,35.273,8.708,12.183,21.594,0.000,0.000,1.496,0.000,0.000,0.000
4765,1590.466,17.075,35.289,8.697,12.192,21.589,0.000,0.000,1.508,0.000,0.000,0.000
4766,1590.794,16.631,35.305,8.685,12.201,21.584,0.000,0.000,1.520,0.000,0.000,0.000
4767,1591.122,27.927,35.320,8.673,12.208,21.579,0.000,0.000,1.532,0.000,0.000,0.000
4768,1591.450,16.186,35.333,8.662,12.216,21.573,0.000,0.000,1.544,0.000,0.000,0.000
4769,1591.778,14.335,35.345,8.650,12.222,21.567,0.000,0.000,1.556,0.000,0.000,0.000
4770,1592.106,14.927,35.356,8.638,12.229,21.559,0.000,0.000,1.568,0.000,0.000,0.000
4771,1592.434,26.557,35.365,8.627,12.234,21.552,0.000,0.000,1.580,0.000,0.000,0.000
4772,1592.762,27.149,35.374,8.615,12.239,21.543,0.000,0.000,1.592,0.000,0.000,0.000
4773,1593.091,32.261,35.381,8.603,12.243,21.534,0.000,0.000,1.603,0.000,0.000,0.000
4774,1593.419,20.742,35.386,8.592,12.246,21.525,0.000,0.000,1.615,0.000,0.000,0.000
4775,1593.747,11.705,35.391,8.580,12.249,21.515,0.000,0.000,1.627,0.000,0.000,0.000
4776,1594.075,15.927,35.393,8.569,12.251,21.504,0.000,0.000,1.639,0.000,0.000,0.000
4777,1594.403,16.705,35.395,8.557,12.252,21.492,0.000,0.000,1.650,0.000,0.000,0.000
4778,1594.731,32.631,35.394,8.545,12.252,21.481,0.000,0.000,1.662,0.000,0.000,0.000
4779,1595.059,23.149,35.393,8.534,12.251,21.468,0.000,0.000,1.673,0.000,0.000,0.000
4780,1595.387,26.483,35.390,8.522,12.250,21.455,0.000,0.000,1.685,0.000,0.000,0.000
4781,1595.716,15.890,35.385,8.510,12.248,21.441,0.000,0.000,1.696,0.000,0.000,0.000
4782,1596.044,19.409,35.379,8.499,12.245,21.427,0.000,0.000,1.707,0.000,0.000,0.000
4783,1596.372,10.112,35.371,8.487,12.241,21.412,0.000,0.000,1.719,0.000,0.000,0.000
4784,1596.700,14.223,35.362,8.475,12.236,21.396,0.000,0.000,1.730,0.000,0.000,0.000
4785,1597.029,14.594,35.352,8.464,12.230,21.380,0.000,0.000,1.741,0.000,0.000,0.000
4786,1597.357,15.557,35.340,8.452,12.224,21.364,0.000,0.000,1.752,0.000,0.000,0.000
4787,1597.685,14.779,35.327,8.440,12.217,21.347,0.000,0.000,1.763,0.000,0.000,0.000
4788,1598.013,24.705,35.312,8.429,12.209,21.329,0.000,0.000,1.774,0.000,0.000,0.000
4789,1598.342,24.261,35.296,8.417,12.200,21.311,0.000,0.000,1.785,0.000,0.000,0.000
4790,1598.670,17.705,35.278,8.405,12.191,21.292,0.000,0.000,1.795,0.000,0.000,0.000
4791,1598.998,18.261,35.259,8.394,12.180,21.272,0.000,0.000,1.806,0.000,0.000,0.000
4792,1599.327,24.631,35.238,8.382,12.169,21.253,0.000,0.000,1.817,0.000,0.000,0.000
4793,1599.655,23.186,35.217,8.370,12.157,21.232,0.000,0.000,1.827,0.000,0.000,0.000
4794,1599.984,15.927,35.193,8.359,12.145,21.211,0.000,0.000,1.837,0.000,0.000,0.000
