ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Ra-224,Bi-212,Rn-220,Xray-Pb,Xray-Th
4261,1426.549,35.301,24.894,14.431,4.714,19.756,0.000,0.000,0.423,0.000,0.000,0.000
4262,1426.873,39.635,24.907,14.429,4.727,19.758,0.000,0.000,0.423,0.000,0.000,0.000
4263,1427.196,40.300,24.921,14.427,4.740,19.759,0.000,0.000,0.422,0.000,0.000,0.000
4264,1427.519,21.930,24.935,14.425,4.753,19.761,0.000,0.000,0.422,0.000,0.000,0.000
4265,1427.843,26.190,24.949,14.423,4.766,19.762,0.000,0.000,0.421,0.000,0.000,0.000
4266,1428.166,31.819,24.963,14.422,4.779,19.764,0.000,0.000,0.421,0.000,0.000,0.000
4267,1428.490,32.708,24.978,14.420,4.792,19.765,0.000,0.000,0.420,0.000,0.000,0.000
4268,1428.813,37.449,24.992,14.418,4.806,19.766,0.000,0.000,0.420,0.000,0.000,0.000
4269,1429.137,20.449,25.007,14.416,4.820,19.768,0.000,0.000,0.419,0.000,0.000,0.000
4270,1429.460,28.856,25.022,14.414,4.834,19.769,0.000,0.000,0.419,0.000,0.000,0.000
4271,1429.784,29.819,25.037,14.412,4.848,19.771,0.000,0.000,0.418,0.000,0.000,0.000
4272,1430.107,26.375,25.052,14.411,4.862,19.772,0.000,0.000,0.418,0.000,0.000,0.000
4273,1430.430,26.190,25.068,14.409,4.876,19.773,0.000,0.000,0.418,0.000,0.000,0.000
4274,1430.754,13.745,25.083,14.407,4.891,19.775,0.000,0.000,0.417,0.000,0.000,0.000
4275,1431.077,22.115,25.099,14.405,4.906,19.776,0.000,0.000,0.417,0.000,0.000,0.000
4276,1431.401,28.744,25.105,14.393,4.920,19.769,0.000,0.000,0.417,0.000,0.000,0.000
4277,1431.724,20.560,25.111,14.382,4.934,19.761,0.000,0.000,0.416,0.000,0.000,0.000
4278,1432.048,34.300,25.117,14.370,4.948,19.754,0.000,0.000,0.416,0.000,0.000,0.000
4279,1432.371,32.782,25.123,14.358,4.962,19.746,0.000,0.000,0.415,0.000,0.000,0.000
4280,1432.695,33.818,25.130,14.347,4.976,19.739,0.000,0.000,0.415,0.000,0.000,0.000
4281,1433.018,24.115,25.137,14.335,4.991,19.731,0.000,0.000,0.414,0.000,0.000,0.000
4282,1433.342,33.189,25.143,14.323,5.006,19.724,0.000,0.000,0.414,0.000,0.000,0.000
4283,1433.665,19.078,25.150,14.312,5.020,19.716,0.000,0.000,0.414,0.000,0.000,0.000
4284,1433.989,33.078,25.158,14.300,5.035,19.709,0.000,0.000,0.413,0.000,0.000,0.000
4285,1434.312,27.374,25.165,14.289,5.050,19.702,0.000,0.000,0.413,0.000,0.000,0.000
4286,1434.636,47.708,25.172,14.277,5.065,19.694,0.000,0.000,0.413,0.000,0.000,0.000
4287,1434.959,15.226,25.180,14.265,5.080,19.687,0.000,0.000,0.412,0.000,0.000,0.000
4288,1435.283,30.225,25.187,14.254,5.096,19.679,0.000,0.000,0.412,0.000,0.000,0.000
4289,1435.606,36.188,25.195,14.242,5.111,19.672,0.000,0.000,0.412,0.000,0.000,0.000
4290,1435.930,30.188,25.203,14.230,5.127,19.665,0.000,0.000,0.412,0.000,0.000,0.000
4291,1436.253,29.966,25.211,14.219,5.142,19.657,0.000,0.000,0.411,0.000,0.000,0.000
4292,1436.577,24.855,25.219,14.207,5.158,19.650,0.000,0.000,0.411,0.000,0.000,0.000
4293,1436.901,34.374,25.227,14.195,5.173,19.643,0.000,0.000,0.411,0.000,0.000,0.000
4294,1437.224,25.484,25.235,14.184,5.189,19.635,0.000,0.000,0.411,0.000,0.000,0.000
4295,1437.548,21.670,25.244,14.172,5.205,19.628,0.000,0.000,0.411,0.000,0.000,0.000
4296,1437.871,26.373,25.253,14.160,5.221,19.621,0.000,0.000,0.410,0.000,0.000,0.000
4297,1438.195,23.855,25.261,14.149,5.237,19.614,0.000,0.000,0.410,0.000,0.000,0.000
4298,1438.518,21.855,25.270,14.137,5.253,19.607,0.000,0.000,0.410,0.000,0.000,0.000
4299,1438.842,26.410,25.279,14.125,5.269,19.600,0.000,0.000,0.410,0.000,0.000,0.000
4300,1439.165,28.706,25.288,14.114,5.286,19.593,0.000,0.000,0.410,0.000,0.000,0.000
4301,1439.489,28.929,25.297,14.102,5.302,19.586,0.000,0.000,0.410,0.000,0.000,0.000
4302,1439.813,23.929,25.307,14.090,5.318,19.579,0.000,0.000,0.410,0.000,0.000,0.000
4303,1440.136,14.299,25.316,14.079,5.335,19.572,0.000,0.000,0.410,0.000,0.000,0.000
4304,1440.460,34.966,25.326,14.067,5.351,19.565,0.000,0.000,0.410,0.000,0.000,0.000
4305,1440.783,26.262,25.336,14.056,5.368,19.558,0.000,0.000,0.410,0.000,0.000,0.000
4306,1441.107,40.892,25.345,14.044,5.384,19.551,0.000,0.000,0.410,0.000,0.000,0.000
4307,1441.431,30.744,25.355,14.032,5.401,19.545,0.000,0.000,0.410,0.000,0.000,0.000
4308,1441.754,18.558,25.365,14.021,5.417,19.538,0.000,0.000,0.410,0.000,0.000,0.000
4309,1442.078,27.484,25.374,14.009,5.434,19.531,0.000,0.000,0.410,0.000,0.000,0.000
4310,1442.402,18.003,25.384,13.997,5.451,19.524,0.000,0.000,0.410,0.000,0.000,0.000
4311,1442.725,28.521,25.394,13.986,5.467,19.517,0.000,0.000,0.410,0.000,0.000,0.000
4312,1443.049,27.077,25.404,13.974,5.484,19.510,0.000,0.000,0.410,0.000,0.000,0.000
4313,1443.372,32.522,25.414,13.962,5.501,19.502,0.000,0.000,0.410,0.000,0.000,0.000
4314,1443.696,19.558,25.423,13.951,5.518,19.495,0.000,0.000,0.411,0.000,0.000,0.000
4315,1444.020,24.781,25.433,13.939,5.534,19.488,0.000,0.000,0.411,0.000,0.000,0.000
4316,1444.343,41.002,25.443,13.927,5.551,19.481,0.000,0.000,0.411,0.000,0.000,0.000
4317,1444.667,25.003,25.453,13.916,5.568,19.474,0.000,0.000,0.411,0.000,0.000,0.000
4318,1444.991,27.262,25.462,13.904,5.585,19.466,0.000,0.000,0.411,0.000,0.000,0.000
4319,1445.314,32.410,25.472,13.892,5.601,19.459,0.000,0.000,0.412,0.000,0.000,0.000
4320,1445.638,32.817,25.482,13.881,5.618,19.452,0.000,0.000,0.412,0.000,0.000,0.000
4321,1445.962,28.225,25.492,13.869,5.635,19.445,0.000,0.000,0.412,0.000,0.000,0.000
4322,1446.285,35.484,25.501,13.858,5.652,19.437,0.000,0.000,0.412,0.000,0.000,0.000
4323,1446.609,25.521,25.511,13.846,5.668,19.430,0.000,0.000,0.413,0.000,0.000,0.000
4324,1446.933,27.521,25.520,13.834,5.685,19.422,0.000,0.000,0.413,0.000,0.000,0.000
4325,1447.256,20.558,25.530,13.823,5.702,19.415,0.000,0.000,0.414,0.000,0.000,0.000
4326,1447.580,36.076,25.540,13.811,5.718,19.407,0.000,0.000,0.414,0.000,0.000,0.000
4327,1447.904,31.558,25.549,13.799,5.735,19.400,0.000,0.000,0.414,0.000,0.000,0.000
4328,1448.228,28.965,25.559,13.788,5.752,19.392,0.000,0.000,0.415,0.000,0.000,0.000
4329,1448.551,22.188,25.568,13.776,5.768,19.385,0.000,0.000,0.415,0.000,0.000,0.000
4330,1448.875,32.521,25.578,13.764,5.785,19.377,0.000,0.000,0.416,0.000,0.000,0.000
4331,1449.199,28.557,25.587,13.753,5.801,19.370,0.000,0.000,0.416,0.000,0.000,0.000
4332,1449.522,30.150,25.597,13.741,5.818,19.362,0.000,0.000,0.417,0.000,0.000,0.000
4333,1449.846,35.965,25.606,13.729,5.834,19.355,0.000,0.000,0.417,0.000,0.000,0.000
4334,1450.170,31.409,25.616,13.718,5.851,19.347,0.000,0.000,0.418,0.000,0.000,0.000
4335,1450.494,17.446,25.625,13.706,5.867,19.340,0.000,0.000,0.418,0.000,0.000,0.000
4336,1450.817,29.002,25.635,13.694,5.884,19.332,0.000,0.000,0.419,0.000,0.000,0.000
4337,1451.141,26.780,25.644,13.683,5.900,19.324,0.000,0.000,0.419,0.000,0.000,0.000
4338,1451.465,22.780,25.653,13.671,5.917,19.317,0.000,0.000,0.420,0.000,0.000,0.000
4339,1451.789,33.595,25.663,13.659,5.933,19.309,0.000,0.000,0.421,0.000,0.000,0.000
4340,1452.113,32.002,25.672,13.648,5.949,19.301,0.000,0.000,0.421,0.000,0.000,0.000
4341,1452.436,23.261,25.682,13.636,5.966,19.294,0.000,0.000,0.422,0.000,0.000,0.000
4342,1452.760,28.372,25.691,13.625,5.982,19.286,0.000,0.000,0.423,0.000,0.000,0.000
4343,1453.084,31.335,25.700,13.613,5.998,19.279,0.000,0.000,0.424,0.000,0.000,0.000
4344,1453.408,22.150,25.710,13.601,6.014,19.271,0.000,0.000,0.424,0.000,0.000,0.000
4345,1453.731,23.669,25.719,13.590,6.031,19.263,0.000,0.000,0.425,0.000,0.000,0.000
4346,1454.055,33.150,25.729,13.578,6.047,19.256,0.000,0.000,0.426,0.000,0.000,0.000
4347,1454.379,27.557,25.738,13.566,6.063,19.248,0.000,0.000,0.427,0.000,0.000,0.000
4348,1454.703,30.483,25.748,13.555,6.079,19.241,0.000,0.000,0.428,0.000,0.000,0.000
4349,1455.027,19.483,25.757,13.543,6.095,19.233,0.000,0.000,0.429,0.000,0.000,0.000
4350,1455.351,21.076,25.767,13.531,6.111,19.226,0.000,0.000,0.430,0.000,0.000,0.000
4351,1455.674,35.779,25.777,13.520,6.128,19.219,0.000,0.000,0.431,0.000,0.000,0.000
4352,1455.998,38.261,25.786,13.508,6.144,19.211,0.000,0.000,0.432,0.000,0.000,0.000
4353,1456.322,43.520,25.796,13.496,6.160,19.204,0.000,0.000,0.433,0.000,0.000,0.000
4354,1456.646,24.261,25.806,13.485,6.176,19.196,0.000,0.000,0.434,0.000,0.000,0.000
4355,1456.970,23.557,25.815,13.473,6.192,19.189,0.000,0.000,0.435,0.000,0.000,0.000
4356,1457.294,30.113,25.825,13.461,6.208,19.181,0.000,0.000,0.436,0.000,0.000,0.000
4357,1457.617,27.594,25.834,13.450,6.224,19.174,0.000,0.000,0.437,0.000,0.000,0.000
4358,1457.941,25.631,25.844,13.438,6.240,19.166,0.000,0.000,0.438,0.000,0.000,0.000
4359,1458.265,21.150,25.854,13.426,6.256,19.158,0.000,0.000,0.439,0.000,0.000,0.000
4360,1458.589,26.372,25.863,13.415,6.272,19.151,0.000,0.000,0.440,0.000,0.000,0.000
4361,1458.913,29.224,25.873,13.403,6.288,19.143,0.000,0.000,0.442,0.000,0.000,0.000
4362,1459.237,28.557,25.882,13.392,6.305,19.135,0.000,0.000,0.443,0.000,0.000,0.000
4363,1459.561,33.187,25.892,13.380,6.321,19.127,0.000,0.000,0.444,0.000,0.000,0.000
4364,1459.885,34.520,25.901,13.368,6.337,19.119,0.000,0.000,0.445,0.000,0.000,0.000
4365,1460.209,19.853,25.911,13.357,6.353,19.111,0.000,0.000,0.447,0.000,0.000,0.000
4366,1460.533,23.298,25.920,13.345,6.369,19.103,0.000,0.000,0.448,0.000,0.000,0.000
4367,1460.856,30.816,25.929,13.333,6.385,19.095,0.000,0.000,0.449,0.000,0.000,0.000
4368,1461.180,24.631,25.938,13.322,6.400,19.087,0.000,0.000,0.451,0.000,0.000,0.000
4369,1461.504,34.779,25.947,13.310,6.416,19.079,0.000,0.000,0.452,0.000,0.000,0.000
4370,1461.828,28.964,25.956,13.298,6.432,19.071,0.000,0.000,0.454,0.000,0.000,0.000
4371,1462.152,21.150,25.965,13.287,6.447,19.062,0.000,0.000,0.455,0.000,0.000,0.000
4372,1462.476,26.298,25.973,13.275,6.462,19.054,0.000,0.000,0.457,0.000,0.000,0.000
4373,1462.800,27.224,25.982,13.263,6.477,19.046,0.000,0.000,0.458,0.000,0.000,0.000
4374,1463.124,25.186,25.990,13.252,6.492,19.038,0.000,0.000,0.460,0.000,0.000,0.000
4375,1463.448,22.038,25.998,13.240,6.507,19.029,0.000,0.000,0.462,0.000,0.000,0.000
4376,1463.772,27.853,26.006,13.228,6.522,19.021,0.000,0.000,0.463,0.000,0.000,0.000
4377,1464.096,32.594,26.014,13.217,6.536,19.013,0.000,0.000,0.465,0.000,0.000,0.000
4378,1464.420,23.816,26.022,13.205,6.551,19.004,0.000,0.000,0.467,0.000,0.000,0.000
4379,1464.744,26.298,26.029,13.193,6.565,18.996,0.000,0.000,0.468,0.000,0.000,0.000
4380,1465.068,31.668,26.037,13.182,6.579,18.987,0.000,0.000,0.470,0.000,0.000,0.000
4381,1465.392,20.298,26.044,13.170,6.594,18.979,0.000,0.000,0.472,0.000,0.000,0.000
4382,1465.716,26.186,26.052,13.159,6.608,18.970,0.000,0.000,0.474,0.000,0.000,0.000
4383,1466.040,21.557,26.059,13.147,6.621,18.962,0.000,0.000,0.476,0.000,0.000,0.000
4384,1466.364,25.298,26.066,13.135,6.635,18.953,0.000,0.000,0.478,0.000,0.000,0.000
4385,1466.688,28.446,26.073,13.124,6.648,18.945,0.000,0.000,0.480,0.000,0.000,0.000
4386,1467.012,37.335,26.080,13.112,6.662,18.936,0.000,0.000,0.482,0.000,0.000,0.000
4387,1467.336,38.335,26.086,13.100,6.675,18.928,0.000,0.000,0.484,0.000,0.000,0.000
4388,1467.660,42.890,26.092,13.089,6.687,18.919,0.000,0.000,0.486,0.000,0.000,0.000
4389,1467.984,25.520,26.099,13.077,6.700,18.911,0.000,0.000,0.488,0.000,0.000,0.000
4390,1468.308,24.742,26.105,13.065,6.712,18.902,0.000,0.000,0.490,0.000,0.000,0.000
4391,1468.633,38.112,26.110,13.054,6.725,18.894,0.000,0.000,0.492,0.000,0.000,0.000
4392,1468.957,21.186,26.116,13.042,6.736,18.885,0.000,0.000,0.495,0.000,0.000,0.000
4393,1469.281,38.001,26.121,13.030,6.748,18.876,0.000,0.000,0.497,0.000,0.000,0.000
4394,1469.605,14.298,26.127,13.019,6.760,18.868,0.000,0.000,0.499,0.000,0.000,0.000
4395,1469.929,34.186,26.132,13.007,6.771,18.859,0.000,0.000,0.501,0.000,0.000,0.000
4396,1470.253,30.779,26.137,12.995,6.782,18.851,0.000,0.000,0.504,0.000,0.000,0.000
4397,1470.577,32.631,26.142,12.984,6.793,18.843,0.000,0.000,0.506,0.000,0.000,0.000
4398,1470.901,30.853,26.146,12.972,6.803,18.834,0.000,0.000,0.509,0.000,0.000,0.000
4399,1471.225,16.853,26.151,12.960,6.814,18.826,0.000,0.000,0.511,0.000,0.000,0.000
4400,1471.549,25.631,26.155,12.949,6.824,18.817,0.000,0.000,0.514,0.000,0.000,0.000
4401,1471.874,33.076,26.159,12.937,6.833,18.809,0.000,0.000,0.516,0.000,0.000,0.000
4402,1472.198,18.409,26.163,12.926,6.843,18.801,0.000,0.000,0.519,0.000,0.000,0.000
4403,1472.522,23.372,26.167,12.914,6.852,18.793,0.000,0.000,0.522,0.000,0.000,0.000
4404,1472.846,34.890,26.170,12.902,6.861,18.784,0.000,0.000,0.525,0.000,0.000,0.000
4405,1473.170,38.483,26.173,12.891,6.870,18.776,0.000,0.000,0.527,0.000,0.000,0.000
4406,1473.494,21.779,26.176,12.879,6.879,18.767,0.000,0.000,0.530,0.000,0.000,0.000
4407,1473.819,34.520,26.179,12.867,6.887,18.759,0.000,0.000,0.533,0.000,0.000,0.000
4408,1474.143,27.668,26.181,12.856,6.895,18.750,0.000,0.000,0.536,0.000,0.000,0.000
4409,1474.467,24.779,26.184,12.844,6.903,18.742,0.000,0.000,0.539,0.000,0.000,0.000
4410,1474.791,31.261,26.186,12.832,6.911,18.733,0.000,0.000,0.542,0.000,0.000,0.000
4411,1475.115,23.224,26.188,12.821,6.918,18.725,0.000,0.000,0.545,0.000,0.000,0.000
4412,1475.440,20.038,26.189,12.809,6.925,18.716,0.000,0.000,0.548,0.000,0.000,0.000
4413,1475.764,27.150,26.191,12.797,6.932,18.708,0.000,0.000,0.551,0.000,0.000,0.000
4414,1476.088,20.705,26.192,12.786,6.938,18.699,0.000,0.000,0.554,0.000,0.000,0.000
4415,1476.412,43.002,26.192,12.774,6.944,18.690,0.000,0.000,0.558,0.000,0.000,0.000
4416,1476.736,27.631,26.193,12.762,6.950,18.682,0.000,0.000,0.561,0.000,0.000,0.000
4417,1477.061,15.372,26.193,12.751,6.956,18.673,0.000,0.000,0.564,0.000,0.000,0.000
4418,1477.385,25.038,26.193,12.739,6.962,18.664,0.000,0.000,0.567,0.000,0.000,0.000
4419,1477.709,17.779,26.193,12.727,6.967,18.655,0.000,0.000,0.571,0.000,0.000,0.000
4420,1478.033,42.335,26.192,12.716,6.972,18.647,0.000,0.000,0.574,0.000,0.000,0.000
4421,1478.358,34.557,26.192,12.704,6.976,18.638,0.000,0.000,0.577,0.000,0.000,0.000
4422,1478.682,32.186,26.191,12.693,6.981,18.629,0.000,0.000,0.581,0.000,0.000,0.000
4423,1479.006,23.409,26.189,12.681,6.985,18.621,0.000,0.000,0.584,0.000,0.000,0.000
4424,1479.331,25.186,26.188,12.669,6.988,18.612,0.000,0.000,0.588,0.000,0.000,0.000
4425,1479.655,19.112,26.186,12.658,6.992,18.603,0.000,0.000,0.591,0.000,0.000,0.000
4426,1479.979,24.816,26.184,12.646,6.995,18.594,0.000,0.000,0.594,0.000,0.000,0.000
4427,1480.303,33.816,26.181,12.634,6.998,18.586,0.000,0.000,0.598,0.000,0.000,0.000
4428,1480.628,39.223,26.179,12.623,7.001,18.577,0.000,0.000,0.601,0.000,0.000,0.000
4429,1480.952,31.038,26.176,12.611,7.003,18.568,0.000,0.000,0.605,0.000,0.000,0.000
4430,1481.276,28.890,26.173,12.599,7.005,18.560,0.000,0.000,0.608,0.000,0.000,0.000
4431,1481.601,20.112,26.170,12.588,7.007,18.551,0.000,0.000,0.612,0.000,0.000,0.000
4432,1481.925,21.483,26.166,12.576,7.009,18.542,0.000,0.000,0.615,0.000,0.000,0.000
4433,1482.250,30.335,26.162,12.564,7.010,18.534,0.000,0.000,0.619,0.000,0.000,0.000
4434,1482.574,37.927,26.158,12.553,7.011,18.525,0.000,0.000,0.622,0.000,0.000,0.000
4435,1482.898,44.446,26.154,12.541,7.012,18.516,0.000,0.000,0.626,0.000,0.000,0.000
4436,1483.223,26.038,26.149,12.529,7.012,18.508,0.000,0.000,0.630,0.000,0.000,0.000
4437,1483.547,32.668,26.144,12.518,7.012,18.499,0.000,0.000,0.633,0.000,0.000,0.000
4438,1483.871,22.372,26.139,12.506,7.012,18.491,0.000,0.000,0.637,0.000,0.000,0.000
4439,1484.196,32.705,26.134,12.494,7.012,18.482,0.000,0.000,0.640,0.000,0.000,0.000
4440,1484.520,35.186,26.129,12.483,7.011,18.474,0.000,0.000,0.644,0.000,0.000,0.000
4441,1484.845,33.668,26.123,12.471,7.010,18.466,0.000,0.000,0.647,0.000,0.000,0.000
4442,1485.169,37.335,26.117,12.460,7.009,18.457,0.000,0.000,0.651,0.000,0.000,0.000
4443,1485.493,23.038,26.111,12.448,7.007,18.449,0.000,0.000,0.654,0.000,0.000,0.000
4444,1485.818,19.631,26.104,12.436,7.005,18.441,0.000,0.000,0.658,0.000,0.000,0.000
4445,1486.142,22.890,26.098,12.425,7.003,18.433,0.000,0.000,0.662,0.000,0.000,0.000
4446,1486.467,30.297,26.091,12.413,7.001,18.425,0.000,0.000,0.665,0.000,0.000,0.000
4447,1486.791,40.075,26.084,12.401,6.998,18.417,0.000,0.000,0.669,0.000,0.000,0.000
4448,1487.116,30.742,26.076,12.390,6.995,18.409,0.000,0.000,0.672,0.000,0.000,0.000
4449,1487.440,40.705,26.069,12.378,6.992,18.401,0.000,0.000,0.676,0.000,0.000,0.000
4450,1487.765,35.705,26.061,12.366,6.988,18.394,0.000,0.000,0.679,0.000,0.000,0.000
4451,1488.089,30.557,26.053,12.355,6.985,18.386,0.000,0.000,0.683,0.000,0.000,0.000
4452,1488.414,43.964,26.045,12.343,6.981,18.378,0.000,0.000,0.686,0.000,0.000,0.000
4453,1488.738,28.112,26.037,12.331,6.976,18.371,0.000,0.000,0.690,0.000,0.000,0.000
4454,1489.063,30.002,26.028,12.320,6.972,18.363,0.000,0.000,0.693,0.000,0.000,0.000
4455,1489.387,29.076,26.019,12.308,6.967,18.355,0.000,0.000,0.697,0.000,0.000,0.000
4456,1489.712,22.816,26.010,12.296,6.962,18.348,0.000,0.000,0.700,0.000,0.000,0.000
4457,1490.036,35.038,26.000,12.285,6.956,18.340,0.000,0.000,0.704,0.000,0.000,0.000
4458,1490.361,35.668,25.991,12.273,6.951,18.333,0.000,0.000,0.707,0.000,0.000,0.000
4459,1490.685,18.335,25.981,12.261,6.945,18.325,0.000,0.000,0.710,0.000,0.000,0.000
4460,1491.010,40.557,25.970,12.250,6.939,18.318,0.000,0.000,0.714,0.000,0.000,0.000
4461,1491.335,34.150,25.960,12.238,6.932,18.310,0.000,0.000,0.717,0.000,0.000,0.000
4462,1491.659,39.853,25.949,12.227,6.925,18.303,0.000,0.000,0.721,0.000,0.000,0.000
4463,1491.984,34.964,25.938,12.215,6.919,18.296,0.000,0.000,0.724,0.000,0.000,0.000
4464,1492.308,30.668,25.927,12.203,6.911,18.288,0.000,0.000,0.727,0.000,0.000,0.000
4465,1492.633,32.038,25.915,12.192,6.904,18.281,0.000,0.000,0.730,0.000,0.000,0.000
4466,1492.957,31.816,25.904,12.180,6.896,18.274,0.000,0.000,0.734,0.000,0.000,0.000
4467,1493.282,38.261,25.892,12.168,6.888,18.267,0.000,0.000,0.737,0.000,0.000,0.000
4468,1493.607,36.223,25.879,12.157,6.880,18.259,0.000,0.000,0.740,0.000,0.000,0.000
4469,1493.931,32.298,25.867,12.145,6.872,18.252,0.000,0.000,0.743,0.000,0.000,0.000
4470,1494.256,34.335,25.854,12.133,6.863,18.245,0.000,0.000,0.746,0.000,0.000,0.000
4471,1494.581,28.335,25.842,12.122,6.854,18.238,0.000,0.000,0.750,0.000,0.000,0.000
4472,1494.905,30.297,25.828,12.110,6.845,18.231,0.000,0.000,0.753,0.000,0.000,0.000
4473,1495.230,33.224,25.815,12.098,6.835,18.224,0.000,0.000,0.756,0.000,0.000,0.000
4474,1495.555,30.742,25.802,12.087,6.826,18.217,0.000,0.000,0.759,0.000,0.000,0.000
4475,1495.879,34.075,25.788,12.075,6.816,18.210,0.000,0.000,0.762,0.000,0.000,0.000
4476,1496.204,37.112,25.774,12.063,6.806,18.204,0.000,0.000,0.765,0.000,0.000,0.000
4477,1496.529,34.779,25.760,12.052,6.796,18.197,0.000,0.000,0.768,0.000,0.000,0.000
4478,1496.853,40.224,25.746,12.040,6.785,18.190,0.000,0.000,0.771,0.000,0.000,0.000
4479,1497.178,32.075,25.732,12.028,6.774,18.184,0.000,0.000,0.773,0.000,0.000,0.000
4480,1497.503,41.483,25.717,12.017,6.763,18.177,0.000,0.000,0.776,0.000,0.000,0.000
4481,1497.827,38.335,25.702,12.005,6.752,18.171,0.000,0.000,0.779,0.000,0.000,0.000
4482,1498.152,36.705,25.687,11.994,6.741,18.165,0.000,0.000,0.782,0.000,0.000,0.000
4483,1498.477,30.149,25.672,11.982,6.730,18.158,0.000,0.000,0.785,0.000,0.000,0.000
4484,1498.802,32.186,25.657,11.970,6.718,18.152,0.000,0.000,0.787,0.000,0.000,0.000
4485,1499.126,35.186,25.642,11.959,6.706,18.146,0.000,0.000,0.790,0.000,0.000,0.000
4486,1499.451,43.075,25.626,11.947,6.694,18.140,0.000,0.000,0.792,0.000,0.000,0.000
4487,1499.776,35.742,25.611,11.935,6.682,18.134,0.000,0.000,0.795,0.000,0.000,0.000
4488,1500.101,41.372,25.595,11.924,6.669,18.128,0.000,0.000,0.798,0.000,0.000,0.000
4489,1500.426,44.186,25.579,11.912,6.657,18.123,0.000,0.000,0.800,0.000,0.000,0.000
4490,1500.750,38.557,25.564,11.900,6.644,18.117,0.000,0.000,0.802,0.000,0.000,0.000
4491,1501.075,29.112,25.548,11.889,6.631,18.112,0.000,0.000,0.805,0.000,0.000,0.000
4492,1501.400,41.298,25.532,11.877,6.618,18.106,0.000,0.000,0.807,0.000,0.000,0.000
4493,1501.725,38.557,25.515,11.865,6.605,18.101,0.000,0.000,0.809,0.000,0.000,0.000
4494,1502.050,32.853,25.499,11.854,6.592,18.096,0.000,0.000,0.812,0.000,0.000,0.000
4495,1502.375,36.890,25.483,11.842,6.578,18.091,0.000,0.000,0.814,0.000,0.000,0.000
4496,1502.699,29.779,25.467,11.830,6.565,18.086,0.000,0.000,0.816,0.000,0.000,0.000
4497,1503.024,35.186,25.451,11.819,6.551,18.082,0.000,0.000,0.818,0.000,0.000,0.000
4498,1503.349,23.594,25.434,11.807,6.537,18.077,0.000,0.000,0.820,0.000,0.000,0.000
4499,1503.674,40.631,25.418,11.796,6.523,18.073,0.000,0.000,0.822,0.000,0.000,0.000
4500,1503.999,37.557,25.401,11.784,6.509,18.068,0.000,0.000,0.824,0.000,0.000,0.000
4501,1504.324,40.409,25.385,11.772,6.495,18.064,0.000,0.000,0.826,0.000,0.000,0.000
4502,1504.649,44.409,25.369,11.761,6.481,18.060,0.000,0.000,0.828,0.000,0.000,0.000
4503,1504.974,45.335,25.352,11.749,6.466,18.056,0.000,0.000,0.830,0.000,0.000,0.000
4504,1505.299,32.483,25.335,11.737,6.452,18.052,0.000,0.000,0.832,0.000,0.000,0.000
4505,1505.623,40.038,25.319,11.726,6.437,18.048,0.000,0.000,0.833,0.000,0.000,0.000
4506,1505.948,33.853,25.302,11.714,6.423,18.044,0.000,0.000,0.835,0.000,0.000,0.000
4507,1506.273,32.483,25.285,11.702,6.408,18.041,0.000,0.000,0.836,0.000,0.000,0.000
4508,1506.598,45.853,25.268,11.691,6.393,18.037,0.000,0.000,0.838,0.000,0.000,0.000
4509,1506.923,37.224,25.251,11.679,6.378,18.033,0.000,0.000,0.840,0.000,0.000,0.000
4510,1507.248,28.261,25.235,11.667,6.364,18.030,0.000,0.000,0.841,0.000,0.000,0.000
4511,1507.573,48.557,25.218,11.656,6.349,18.027,0.000,0.000,0.842,0.000,0.000,0.000
4512,1507.898,37.038,25.201,11.644,6.334,18.023,0.000,0.000,0.844,0.000,0.000,0.000
4513,1508.223,29.186,25.184,11.632,6.319,18.020,0.000,0.000,0.845,0.000,0.000,0.000
4514,1508.548,34.409,25.167,11.621,6.304,18.017,0.000,0.000,0.846,0.000,0.000,0.000
4515,1508.873,45.594,25.150,11.609,6.289,18.014,0.000,0.000,0.847,0.000,0.000,0.000
4516,1509.198,42.557,25.134,11.597,6.274,18.011,0.000,0.000,0.848,0.000,0.000,0.000
4517,1509.523,35.631,25.117,11.586,6.259,18.008,0.000,0.000,0.849,0.000,0.000,0.000
4518,1509.848,38.816,25.100,11.574,6.244,18.006,0.000,0.000,0.850,0.000,0.000,0.000
4519,1510.173,27.038,25.084,11.563,6.229,18.003,0.000,0.000,0.851,0.000,0.000,0.000
4520,1510.498,35.409,25.067,11.551,6.214,18.001,0.000,0.000,0.852,0.000,0.000,0.000
4521,1510.824,36.483,25.051,11.539,6.199,17.998,0.000,0.000,0.853,0.000,0.000,0.000
4522,1511.149,38.038,25.035,11.528,6.184,17.996,0.000,0.000,0.854,0.000,0.000,0.000
4523,1511.474,38.298,25.018,11.516,6.170,17.994,0.000,0.000,0.855,0.000,0.000,0.000
4524,1511.799,41.557,25.002,11.504,6.155,17.992,0.000,0.000,0.855,0.000,0.000,0.000
4525,1512.124,40.112,24.986,11.493,6.140,17.990,0.000,0.000,0.856,0.000,0.000,0.000
4526,1512.449,39.409,24.970,11.481,6.126,17.988,0.000,0.000,0.856,0.000,0.000,0.000
4527,1512.774,28.520,24.955,11.469,6.111,17.987,0.000,0.000,0.857,0.000,0.000,0.000
