call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,21,1020,0,20,0,1.0354196853321835E-08,103.54196853321835,-526012.4170030324,-2.1786414672858327E-08,-2.1041143974260836,7.0443206823256332E-11,0
2,34,21,1020,0,20,0,1.0354196853321835E-08,103.54196853321835,-526012.4170030324,-2.1786414672858327E-08,-2.1041143974260836,7.0443206823256332E-11,0
3,34,22,1020,0,21,0,1.0297624305613405E-08,102.97624305613404,-380272.96002378536,-2.3766424895624553E-09,-0.23079522218215984,1.0297185326635372E-10,0
4,34,22,1020,0,20,0,1.0329945459267711E-08,103.29945459267709,-430816.89058054454,-1.6672916251616874E-10,-0.016140372006183675,2.0619950191758107E-11,0
5,34,21,1020,0,20,0,1.0354196853321835E-08,103.54196853321835,-524569.333641289,-3.2570341894093634E-08,-3.1456174105521675,4.4380499275575858E-11,0
6,34,22,1020,0,21,0,1.0297277135852804E-08,102.97277135852804,-377057.67379857792,-3.9567067437717637E-09,-0.38424786393243709,9.9880992365797283E-11,0
7,34,23,1020,0,21,0,1.0330788463748542E-08,103.30788463748542,-427523.5566230758,-1.2248133914364534E-09,-0.11855952677130202,1.234141677741718E-10,0
8,34,22,1020,0,21,0,1.0354196853321835E-08,103.54196853321835,-530111.47299313091,-8.3887935553659042E-08,-8.1018293105704373,1.049329512170516E-10,0
9,34,22,1020,0,21,0,1.0299642278687422E-08,102.99642278687422,-396555.81070471049,-1.1556546667113324E-08,-1.1220337905353039,1.9893775515811285E-10,0
10,34,23,1020,0,20,0,1.0332779678695255E-08,103.32779678695255,-449746.86158050114,-5.2832399771437908E-09,-0.51130868376464966,6.0701665915985359E-11,0
11,34,22,1020,0,21,0,1.0354196853321835E-08,103.54196853321835,-530121.2583612072,-8.3544455380438581E-08,-8.068656271841677,1.1719691883627092E-10,0
12,34,22,1020,0,21,0,1.0299898074216726E-08,102.99898074216725,-396804.30922675319,-1.1489178867040302E-08,-1.115465297253829,1.5833734323678073E-10,0
13,34,23,1020,0,20,0,1.0335176053637479E-08,103.35176053637478,-449826.58410811942,-5.2551049342065919E-09,-0.50846786807826561,1.8061996343021747E-10,0
14,34,22,1020,0,21,0,1.0354196853321835E-08,103.54196853321835,-530125.671736264,-8.3567282450940966E-08,-8.0708608919416953,3.5697667044587433E-11,0
15,34,22,1020,0,21,0,1.0299964989786697E-08,102.99964989786696,-396852.75413455092,-1.148018649968979E-08,-1.1145850020920833,4.5801584747096058E-11,0
16,34,23,1020,0,20,0,1.0335942539517853E-08,103.35942539517853,-449827.5180665229,-5.2469000326308857E-09,-0.50763633916986162,9.0381035988684744E-12,0
17,25,22,750,0,21,0,1.0354196853321835E-08,103.54196853321835,-530125.671736264,-0.0011433216274980939,-110421.08274494446,3.5697667044587433E-11,0
18,25,22,750,0,21,0,1.0299964989786697E-08,102.99964989786696,-396852.75413455092,-0.00011251349139065588,-10923.677070963126,4.5801584747096058E-11,0
19,25,23,750,0,20,0,1.0335942539517853E-08,103.35942539517853,-449827.5180665229,-5.7305190975349366E-05,-5544.263694989786,9.0381035988684744E-12,0
