call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,27,17,810,0,14,0,8.8136255440416188E-09,88.136255440416178,-561238.30744613486,-5.2867558581134609E-19,-5.99838946151681E-11,2.9316993277461734E-11,0
2,27,17,810,0,14,0,8.8136255440416188E-09,88.136255440416178,-561238.30744613486,-5.2867558581134609E-19,-5.99838946151681E-11,2.9316993277461734E-11,0
3,27,17,810,0,15,0,8.7621137554347255E-09,87.621137554347257,-464366.11796180776,-4.0831692108400649E-19,-4.6600276198279985E-11,5.9969806898152456E-12,0
4,27,17,810,0,15,0,8.7579037509189245E-09,87.579037509189249,-458495.12861735903,-4.018271169029619E-19,-4.5881654826453203E-11,2.815738753270125E-10,0
5,27,17,810,0,14,0,8.8136255440416188E-09,88.136255440416178,-559800.86475457053,-5.8351115297401051E-20,-6.620557568031564E-12,3.7317704482120462E-11,0
6,27,17,810,0,15,0,8.7613327508335987E-09,87.613327508335985,-459506.03996506345,-4.9025159685713551E-20,-5.595628094487E-12,1.432454155292362E-11,0
7,27,17,810,0,15,0,8.7569676866336545E-09,87.569676866336536,-454234.69447221537,-4.8395059464217942E-20,-5.5264631772121941E-12,1.5698731203883654E-10,0
8,26,22,780,0,16,0,8.8136255440416188E-09,88.136255440416178,-565763.56543796172,-3.7049836505500334E-13,-4.2036998645293686E-05,2.4598989512014668E-11,0
9,26,22,780,0,17,0,8.7658396463578773E-09,87.658396463578768,-488552.77013391786,-3.59734007057299E-13,-4.1038168797299986E-05,1.6302692529279739E-10,0
10,26,22,780,0,17,0,8.7627790568013523E-09,87.627790568013523,-482735.21980158944,-3.5398191954359475E-13,-4.0396079514163575E-05,2.1098855995660415E-10,0
11,26,22,780,0,16,0,8.8136255440416188E-09,88.136255440416178,-565714.30401019135,-3.7243070260466761E-13,-4.2256242989180138E-05,4.8203219193965197E-11,0
12,26,22,780,0,17,0,8.7714463271092709E-09,87.714463271092711,-488860.23023325246,-3.6145461310710864E-13,-4.12080972313525E-05,1.971756091734278E-10,0
13,26,22,780,0,17,0,8.7685184364211637E-09,87.685184364211636,-483015.74792857008,-3.5563781735512311E-13,-4.0558484301970096E-05,1.8023627035290701E-10,0
14,26,22,780,0,16,0,8.8136255440416188E-09,88.136255440416178,-565699.26140769839,-3.7295913686641879E-13,-4.23161995030019E-05,1.5631940186722204E-11,0
15,26,22,780,0,17,0,8.7726472369237563E-09,87.726472369237555,-488936.78060900723,-3.6191847017997582E-13,-4.1255331532843818E-05,1.4223644484445686E-10,0
16,26,22,780,0,17,0,8.7699591781833268E-09,87.699591781833263,-483095.15681701736,-3.560904064156946E-13,-4.0603428041207572E-05,4.553157850750722E-11,0
17,17,18,510,0,15,0,8.8136255440416188E-09,88.136255440416178,-565690.49141591135,-29.725906553456298,-3372721748.2653618,2.8265390028536785E-11,0
18,17,18,510,0,16,0,8.7726476259227042E-09,87.726476259227042,-488906.53779500921,-101.07037405990422,-11521079880.291405,5.8790305956790689E-11,0
19,17,18,510,0,16,0,8.769959960102613E-09,87.699599601026122,-483082.4925397911,-95.259331799385336,-10862003045.937595,7.283773584276787E-11,0
