ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Rn-220,Th-228,Th-232,Xray-Pb,Xray-Th
7160,2706.106,247.143,247.143,312.267,68.501,312.264,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7161,2706.354,249.767,249.767,310.359,68.452,310.357,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7162,2706.602,252.074,252.074,308.457,68.402,308.455,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7163,2706.850,214.255,214.255,306.560,68.353,306.557,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7164,2707.098,255.990,255.990,304.667,68.304,304.665,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7165,2707.345,207.754,207.754,302.781,68.255,302.778,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7166,2707.593,239.842,239.842,300.899,68.206,300.897,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7167,2707.840,210.173,210.173,299.023,68.156,299.021,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7168,2708.088,207.846,207.846,297.152,68.107,297.150,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7169,2708.335,201.660,201.660,295.288,68.058,295.285,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7170,2708.582,228.311,228.311,293.428,68.009,293.426,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7171,2708.828,221.739,221.739,291.575,67.960,291.573,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7172,2709.075,204.175,204.175,289.728,67.910,289.726,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7173,2709.321,207.715,207.715,287.886,67.861,287.884,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7174,2709.568,173.959,173.959,286.051,67.812,286.049,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7175,2709.814,202.368,202.368,284.222,67.763,284.220,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7176,2710.060,198.560,198.560,282.399,67.714,282.397,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7177,2710.306,167.678,167.678,280.583,67.664,280.581,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7178,2710.552,214.558,214.558,278.773,67.615,278.771,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7179,2710.797,164.914,164.914,276.970,67.566,276.968,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7180,2711.043,195.849,195.849,275.173,67.517,275.171,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7181,2711.288,184.781,184.781,273.383,67.468,273.381,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7182,2711.533,200.443,200.443,271.599,67.418,271.598,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7183,2711.778,177.136,177.136,269.823,67.369,269.821,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7184,2712.023,175.965,175.965,268.053,67.320,268.052,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7185,2712.268,193.823,193.823,266.291,67.271,266.289,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7186,2712.512,194.363,194.363,264.535,67.222,264.533,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7187,2712.756,197.303,197.303,262.787,67.172,262.785,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7188,2713.001,178.575,178.575,261.046,67.123,261.044,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7189,2713.245,178.183,178.183,259.312,67.074,259.310,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7190,2713.489,168.761,168.761,257.585,67.025,257.584,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7191,2713.733,185.648,185.648,255.866,66.976,255.864,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7192,2713.976,201.650,201.650,254.154,66.926,254.153,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7193,2714.220,189.652,189.652,252.450,66.877,252.448,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7194,2714.463,162.654,162.654,250.754,66.828,250.752,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7195,2714.706,163.510,163.510,249.065,66.779,249.063,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7196,2714.949,160.588,160.588,247.383,66.730,247.382,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7197,2715.192,185.846,185.846,245.710,66.680,245.708,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7198,2715.435,174.693,174.693,244.044,66.631,244.043,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7199,2715.677,161.254,161.254,242.386,66.582,242.385,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7200,2715.920,156.333,156.333,240.737,66.533,240.735,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7201,2716.162,148.041,148.041,239.095,66.484,239.093,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7202,2716.404,156.566,156.566,237.461,66.434,237.459,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7203,2716.646,144.118,144.118,235.835,66.385,235.833,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7204,2716.888,163.953,163.953,234.217,66.336,234.216,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7205,2717.130,173.095,173.095,232.608,66.287,232.606,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7206,2717.371,129.310,129.310,231.006,66.238,231.005,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7207,2717.613,174.831,174.831,229.413,66.188,229.412,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7208,2717.854,150.867,150.867,227.828,66.139,227.827,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
7209,2718.095,149.869,149.869,226.252,66.090,226.250,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7210,2718.336,141.871,141.871,224.684,66.041,224.682,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7211,2718.577,139.873,139.873,223.124,65.992,223.122,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7212,2718.817,132.875,132.875,221.572,65.942,221.571,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7213,2719.058,148.778,148.778,220.030,65.893,220.028,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7214,2719.298,123.528,123.528,218.495,65.844,218.494,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7215,2719.538,141.248,141.248,216.969,65.795,216.968,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7216,2719.778,119.979,119.979,215.452,65.746,215.451,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7217,2720.018,157.893,157.893,213.944,65.696,213.942,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7218,2720.258,142.800,142.800,212.444,65.647,212.442,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7219,2720.497,141.888,141.888,210.952,65.598,210.951,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7220,2720.737,135.245,135.245,209.469,65.549,209.468,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7221,2720.976,114.622,114.622,207.995,65.500,207.994,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7222,2721.215,127.808,127.808,206.530,65.450,206.529,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7223,2721.454,131.258,131.258,205.074,65.401,205.072,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7224,2721.693,150.716,150.716,203.626,65.352,203.625,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7225,2721.931,137.812,137.812,202.187,65.303,202.186,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7226,2722.170,121.723,121.723,200.757,65.254,200.755,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7227,2722.408,116.633,116.633,199.335,65.204,199.334,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7228,2722.646,120.536,120.536,197.923,65.155,197.921,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7229,2722.884,148.016,148.016,196.519,65.106,196.518,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7230,2723.122,135.455,135.455,195.124,65.057,195.123,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7231,2723.360,116.876,116.876,193.738,65.008,193.737,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7232,2723.597,136.403,136.403,192.361,64.958,192.360,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7233,2723.835,117.823,117.823,190.993,64.909,190.992,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7234,2724.072,118.864,118.864,189.634,64.860,189.632,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7235,2724.309,109.351,109.351,188.283,64.811,188.282,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7236,2724.546,107.646,107.646,186.942,64.762,186.941,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7237,2724.783,93.143,93.143,185.609,64.712,185.608,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7238,2725.020,122.555,122.555,184.286,64.663,184.284,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7239,2725.256,116.193,116.193,182.971,64.614,182.970,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7240,2725.492,134.222,134.222,181.665,64.565,181.664,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7241,2725.729,108.590,108.590,180.368,64.516,180.367,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7242,2725.965,116.377,116.377,179.080,64.466,179.079,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7243,2726.201,100.604,100.604,177.801,64.417,177.800,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7244,2726.436,135.478,135.478,176.531,64.368,176.530,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7245,2726.672,102.480,102.480,175.270,64.319,175.269,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7246,2726.907,104.774,104.774,174.018,64.270,174.017,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7247,2727.142,120.894,120.894,172.775,64.220,172.774,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7248,2727.378,126.023,126.023,171.541,64.171,171.539,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7249,2727.612,97.339,97.339,170.315,64.122,170.314,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7250,2727.847,102.425,102.425,169.099,64.073,169.097,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7251,2728.082,115.386,115.386,167.891,64.024,167.890,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7252,2728.316,128.894,128.894,166.692,63.974,166.691,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7253,2728.551,102.820,102.820,165.502,63.925,165.501,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7254,2728.785,99.494,99.494,164.321,63.876,164.320,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7255,2729.019,95.957,95.957,163.149,63.827,163.148,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7256,2729.253,82.173,82.173,161.985,63.778,161.985,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7257,2729.486,83.856,83.856,160.831,63.728,160.830,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7258,2729.720,87.447,87.447,159.685,63.679,159.684,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7259,2729.953,102.160,102.160,158.548,63.630,158.547,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7260,2730.187,100.504,100.504,157.420,63.581,157.419,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7261,2730.420,105.684,105.684,156.300,63.532,156.300,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7262,2730.653,84.863,84.863,155.190,63.482,155.189,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7263,2730.885,99.720,99.720,154.088,63.433,154.087,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7264,2731.118,100.382,100.382,152.994,63.384,152.993,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7265,2731.350,116.868,116.868,151.910,63.335,151.909,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7266,2731.583,83.025,83.025,150.834,63.286,150.833,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7267,2731.815,86.048,86.048,149.766,63.236,149.765,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7268,2732.047,102.049,102.049,148.708,63.187,148.707,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7269,2732.279,97.051,97.051,147.657,63.138,147.656,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7270,2732.510,99.925,99.925,146.616,63.089,146.615,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7271,2732.742,75.522,75.522,145.583,63.040,145.582,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7272,2732.973,99.256,99.256,144.558,62.990,144.557,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7273,2733.204,80.365,80.365,143.542,62.941,143.541,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7274,2733.435,86.997,86.997,142.534,62.892,142.533,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7275,2733.666,83.138,83.138,141.535,62.843,141.534,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7276,2733.897,82.890,82.890,140.544,62.794,140.543,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7277,2734.128,85.356,85.356,139.562,62.744,139.561,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7278,2734.358,94.862,94.862,138.588,62.695,138.587,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7279,2734.588,84.416,84.416,137.622,62.646,137.621,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7280,2734.818,92.902,92.902,136.664,62.597,136.664,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7281,2735.048,91.009,91.009,135.715,62.548,135.714,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7282,2735.278,81.122,81.122,134.774,62.498,134.773,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7283,2735.508,94.998,94.998,133.841,62.449,133.840,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7284,2735.737,83.053,83.053,132.916,62.400,132.916,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7285,2735.967,84.123,84.123,132.000,62.351,131.999,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7286,2736.196,88.006,88.006,131.091,62.302,131.090,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7287,2736.425,92.968,92.968,130.191,62.252,130.190,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7288,2736.654,100.125,100.125,129.298,62.203,129.297,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7289,2736.882,102.031,102.031,128.414,62.154,128.413,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7290,2737.111,70.952,70.952,127.537,62.105,127.536,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7291,2737.339,89.613,89.613,126.668,62.056,126.668,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7292,2737.567,72.043,72.043,125.808,62.006,125.807,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7293,2737.795,94.210,94.210,124.955,61.957,124.954,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7294,2738.023,92.212,92.212,124.109,61.908,124.109,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7295,2738.251,79.615,79.615,123.272,61.859,123.271,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7296,2738.479,72.782,72.782,122.442,61.810,122.442,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7297,2738.706,76.191,76.191,121.620,61.760,121.620,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7298,2738.933,70.915,70.915,120.806,61.711,120.805,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7299,2739.160,63.916,63.916,119.999,61.662,119.998,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7300,2739.387,77.099,77.099,119.200,61.613,119.199,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7301,2739.614,79.266,79.266,118.408,61.564,118.407,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7302,2739.841,75.777,75.777,117.624,61.514,117.623,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7303,2740.067,73.123,73.123,116.847,61.465,116.846,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7304,2740.293,70.789,70.789,116.077,61.416,116.077,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7305,2740.520,64.924,64.924,115.315,61.367,115.315,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7306,2740.745,68.897,68.897,114.561,61.318,114.560,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7307,2740.971,65.618,65.618,113.813,61.268,113.813,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7308,2741.197,77.515,77.515,113.073,61.219,113.072,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7309,2741.422,80.446,80.446,112.340,61.170,112.339,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7310,2741.648,84.277,84.277,111.614,61.121,111.613,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7311,2741.873,85.060,85.060,110.895,61.072,110.894,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7312,2742.098,59.763,59.763,110.183,61.022,110.182,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7313,2742.323,82.047,82.047,109.478,60.973,109.478,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7314,2742.548,68.991,68.991,108.780,60.924,108.780,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7315,2742.772,86.939,86.939,108.089,60.875,108.089,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7316,2742.997,69.487,69.487,107.405,60.826,107.405,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
7317,2743.221,76.826,76.826,106.728,60.776,106.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2743.445,66.486,66.486,106.058,60.727,106.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2743.669,77.886,77.886,105.394,60.678,105.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2743.892,78.118,78.118,104.737,60.629,104.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2744.116,59.834,59.834,104.086,60.580,104.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2744.339,84.014,84.014,103.443,60.530,103.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2744.563,68.146,68.146,102.805,60.481,102.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7324,2744.786,79.612,79.612,102.175,60.432,102.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2745.009,78.311,78.311,101.550,60.383,101.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7326,2745.232,78.148,78.148,100.933,60.334,100.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2745.454,78.869,78.869,100.321,60.284,100.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2745.677,68.469,68.469,99.716,60.235,99.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2745.899,76.741,76.741,99.117,60.186,99.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7330,2746.121,61.621,61.621,98.525,60.137,98.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2746.343,62.793,62.793,97.938,60.088,97.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2746.565,72.181,72.181,97.358,60.038,97.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2746.786,56.474,56.474,96.784,59.989,96.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2747.008,58.475,58.475,96.216,59.940,96.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2747.229,63.476,63.476,95.653,59.891,95.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2747.450,67.477,67.477,95.097,59.842,95.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2747.671,82.478,82.478,94.547,59.792,94.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7338,2747.892,66.480,66.480,94.003,59.743,94.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7339,2748.113,71.481,71.481,93.464,59.694,93.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2748.333,75.797,75.797,92.931,59.645,92.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2748.554,84.157,84.157,92.404,59.596,92.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2748.774,61.449,61.449,91.883,59.546,91.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2748.994,80.424,80.424,91.367,59.497,91.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2749.214,63.823,63.823,90.857,59.448,90.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2749.434,71.334,71.334,90.352,59.399,90.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2749.653,62.985,62.985,89.853,59.350,89.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2749.872,60.624,60.624,89.359,59.300,89.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2750.092,63.817,63.817,88.871,59.251,88.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2750.311,69.162,69.162,88.388,59.202,88.387,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2750.530,77.163,77.163,87.910,59.153,87.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2750.748,76.100,76.100,87.437,59.104,87.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2750.967,64.659,64.659,86.970,59.054,86.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2751.185,74.333,74.333,86.508,59.005,86.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2751.403,60.332,60.332,86.051,58.956,86.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,2751.622,60.079,60.079,85.599,58.907,85.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7356,2751.839,65.019,65.019,85.152,58.858,85.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7357,2752.057,73.167,73.167,84.711,58.808,84.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,2752.275,72.011,72.011,84.274,58.759,84.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7359,2752.492,68.836,68.836,83.842,58.710,83.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7360,2752.709,65.700,65.700,83.414,58.661,83.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,2752.927,58.671,58.671,82.992,58.612,82.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,2753.143,60.672,60.672,82.574,58.562,82.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,2753.360,60.018,60.018,82.162,58.513,82.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,2753.577,64.337,64.337,81.753,58.464,81.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,2753.793,60.194,60.194,81.350,58.415,81.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,2754.010,59.103,59.103,80.951,58.366,80.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,2754.226,73.842,73.842,80.556,58.316,80.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,2754.442,71.208,71.208,80.166,58.267,80.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,2754.657,64.505,64.505,79.781,58.218,79.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,2754.873,77.505,77.505,79.399,58.169,79.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,2755.088,57.468,57.468,79.023,58.120,79.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,2755.304,66.341,66.341,78.650,58.070,78.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,2755.519,71.434,71.434,78.282,58.021,78.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,2755.734,57.507,57.507,77.918,57.972,77.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,2755.948,37.064,37.064,77.558,57.923,77.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,2756.163,71.977,71.977,77.203,57.874,77.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
