spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,rivals_app,factor_app,rivals_real,factor_real,rivals_xray,rivals_low,cursor_text,table_text,cursor_agrees
G1S16_Th228_P25,1766.224,68.726,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S16_Th228_P25,2622.846,104.976,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th228_P5,128.163,19.194,Ac-228,129.065,2.42,1,11.789,1,11.789,0,0,Ac-228,Ac-228,1
G1S16_Th228_P5,237.706,23.908,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S16_Th228_P5,299.934,25.717,Pb-214,295.000,18.4672,1,5.068,1,5.068,0,0,Pb-214,Pb-214 / Lu-176,0
G1S16_Th228_P5,587.888,41.702,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th228_P5,730.695,47.906,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212,Bi-212 / Ac-228,0
G1S16_Th228_P5,864.767,50.367,Ac-228,835.000,1.61,0,1.000,0,1.000,0,0,(нет),Ac-228,0
G1S16_Th228_P5,1585.917,72.563,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th228_P5,2318.379,161.947,Bi-214,2204.000,4.92,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S16_Th228_P5,2618.323,110.213,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Denta100,123.475,14.123,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152,Eu-152,1
G1S16_Th232_Denta100,238.504,23.079,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212 / Pb-214,0
G1S16_Th232_Denta100,336.035,28.103,Ac-228,338.000,11.27,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S16_Th232_Denta100,585.120,39.956,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Denta100,730.965,42.254,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212,Bi-212 / Ac-228,0
G1S16_Th232_Denta100,910.099,49.945,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Denta100,969.944,39.280,Ac-228,968.000,15.8,1,3.166,1,3.166,0,0,Ac-228,Ac-228,1
G1S16_Th232_Denta100,1454.141,67.766,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S16_Th232_Denta100,1602.367,75.234,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Denta100,2623.441,110.030,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Mar_2,124.239,14.649,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152,Eu-152,1
G1S16_Th232_Mar_2,234.033,23.001,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212 / Np-239,0
G1S16_Th232_Mar_2,335.072,28.416,Ac-228,338.000,11.27,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_2,460.078,22.302,Ac-228,463.000,4.4,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_2,585.298,41.454,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Mar_2,731.660,43.064,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212,Bi-212 / Ac-228,0
G1S16_Th232_Mar_2,914.273,52.031,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_2,968.245,43.682,Ac-228,968.000,15.8,1,3.166,1,3.166,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_2,1115.369,61.452,Eu-152,1111.000,13.67,1,1.090,1,1.090,0,0,Eu-152,Eu-152 / Bi-214,0
G1S16_Th232_Mar_2,1455.766,43.745,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S16_Th232_Mar_2,1597.805,81.505,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_2,2324.239,105.146,Bi-214,2447.000,1.545,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S16_Th232_Mar_2,2627.180,108.997,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Mar_3,41.961,8.964,Pb-210,46.539,4.25,0,1.000,0,1.000,0,0,Pb-210,Pb-210,1
G1S16_Th232_Mar_3,127.464,15.360,Ac-228,129.065,2.42,1,11.789,1,11.789,0,0,Ac-228,Ac-228 / Eu-152,0
G1S16_Th232_Mar_3,236.703,22.789,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S16_Th232_Mar_3,337.230,28.190,Ac-228,338.000,11.27,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,408.274,16.741,Ac-228,409.000,1.92,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,461.603,21.908,Ac-228,463.000,4.4,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,586.190,40.967,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Mar_3,731.811,41.158,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212,Bi-212 / Ac-228,0
G1S16_Th232_Mar_3,910.518,53.056,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,967.199,43.086,Ac-228,968.000,15.8,1,3.166,1,3.166,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,1101.618,67.445,Eu-152,1111.000,13.67,1,1.090,1,1.090,0,0,Eu-152,Eu-152,1
G1S16_Th232_Mar_3,1590.564,86.421,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Mar_3,2316.332,100.299,Bi-214,2204.000,4.92,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S16_Th232_Mar_3,2611.640,110.220,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Petri,126.729,12.167,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152,Eu-152 / Ac-228,0
G1S16_Th232_Petri,239.215,23.252,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212 / Pb-214,0
G1S16_Th232_Petri,339.963,28.007,Ac-228,338.000,11.27,3,3.820,3,3.820,0,0,Ac-228,Ac-228,1
G1S16_Th232_Petri,586.308,40.825,Tl-208,583.000,30.549,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Th232_Petri,732.010,41.555,Bi-212,727.330,6.67,1,3.771,1,3.771,0,1,Bi-212,Bi-212 / Ac-228,0
G1S16_Th232_Petri,904.730,47.600,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Petri,967.336,40.957,Ac-228,968.000,15.8,1,3.166,1,3.166,0,0,Ac-228,Ac-228,1
G1S16_Th232_Petri,1451.523,69.261,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S16_Th232_Petri,1592.405,74.935,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S16_Th232_Petri,2604.901,113.112,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Y88_P25,235.385,19.399,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S16_Y88_P25,352.268,30.415,Pb-214,353.000,35.7166,4,3.169,4,3.169,0,0,Pb-214,Pb-214,1
G1S16_Y88_P25,603.865,42.006,Bi-214,609.000,45.44,2,1.976,2,1.976,0,0,Bi-214,Bi-214,1
G1S16_Y88_P25,1122.398,56.124,Bi-214,1120.000,14.9,1,1.090,1,1.090,0,0,Bi-214,Bi-214,1
G1S16_Y88_P25,1466.314,79.479,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S16_Y88_P25,1836.982,87.602,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S16_Y88_P25,2615.610,93.567,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S16_Y88_P5,223.994,23.038,Np-239,228.000,10.73,0,1.000,0,1.000,0,0,Np-239,Np-239,1
G1S16_Y88_P5,661.979,40.204,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S16_Y88_P5,899.656,57.512,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Am241_P5,125.684,13.105,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152,Eu-152,1
G1S24_Am241_P5,1460.927,85.646,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Ba133_P5,300.740,25.654,Pb-214,295.000,18.4672,1,5.068,1,5.068,0,0,Pb-214,Pb-214 / Lu-176,0
G1S24_Ba133_P5,356.128,33.422,Ba-133,358.000,62.05,3,2.334,3,2.334,0,0,Ba-133,Ba-133 / Pb-214,0
G1S24_Ba133_P5,1457.688,86.481,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Bi207_P5,370.819,37.027,I-131,364.000,81.5,2,2.282,2,2.282,0,1,Pu-239,I-131,0
G1S24_Bi207_P5,811.618,67.080,Cs-134,798.000,85.46,3,53.081,3,53.081,0,0,(нет),Cs-134 / Ac-228,0
G1S24_Bi207_P5,1271.023,66.701,Bi-214,1238.000,5.83,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Bi207_P5,1446.813,110.966,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Bi207_P5,1757.835,86.859,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Bi207_P5,2341.785,105.479,Bi-214,2447.000,1.545,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Cd109_P5,1479.460,86.158,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Co60_P5,235.390,35.971,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212 / Pb-214,0
G1S24_Co60_P5,510.323,37.306,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208,Tl-208 / Annihilation,0
G1S24_Co60_P5,850.820,64.009,Ac-228,835.000,1.61,0,1.000,0,1.000,0,0,(нет),Ac-228,0
G1S24_Co60_P5,919.468,68.850,Ac-228,911.000,25.8,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Co60_P5,1173.714,70.832,Co-60,1173.000,99.85,0,1.000,0,1.000,0,0,Co-60,Co-60,1
G1S24_Co60_P5,1329.215,77.654,Co-60,1332.000,99.9826,0,1.000,0,1.000,0,0,Co-60,Co-60,1
G1S24_Co60_P5,1585.486,75.637,Ac-228,1588.000,3.22,0,1.000,0,1.000,0,0,Ac-228,Ac-228,1
G1S24_Co60_P5,2516.379,109.852,Bi-214,2447.000,1.545,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Cs137_Denta120,187.994,18.433,Ra-226,186.211,3.64,1,15.659,1,15.659,0,0,Ra-226,Ra-226 / U-235,0
G1S24_Cs137_Denta120,665.594,51.045,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Denta120,1455.097,81.666,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Denta120,2625.257,100.677,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Cs137_Denta120_2,443.243,59.058,Ag-108m,433.000,90.5,1,20.568,1,20.568,0,0,(нет),Ag-108m,0
G1S24_Cs137_Denta120_2,663.179,51.247,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Denta120_2,1455.810,85.964,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Denta120_2,2611.580,108.393,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Cs137_Mar,202.023,29.401,Lu-176,202.000,77.9688,2,20.043,2,20.043,0,0,Lu-176,Lu-176,1
G1S24_Cs137_Mar,664.330,52.847,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Mar,1450.171,85.087,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Mar_2,196.438,27.870,Lu-176,202.000,77.9688,3,21.420,3,21.420,0,0,Lu-176,Lu-176,1
G1S24_Cs137_Mar_2,663.772,52.787,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Mar_2,1453.236,77.485,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Mar_2,2615.707,111.622,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Cs137_P25,447.881,39.402,Ac-228,463.000,4.4,1,20.568,1,20.568,0,0,(нет),Ac-228 / Ag-108m,0
G1S24_Cs137_P25,668.500,52.582,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_P25,1463.071,85.812,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_P25,1757.753,76.631,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Cs137_P25,2618.526,107.237,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Cs137_P5,132.831,25.164,Ac-228,129.065,2.42,2,11.789,2,11.789,0,0,Ac-228,Ac-228,1
G1S24_Cs137_P5,200.474,30.287,Lu-176,202.000,77.9688,4,21.420,4,21.420,0,0,Lu-176,Lu-176,1
G1S24_Cs137_P5,447.741,44.949,Ac-228,463.000,4.4,1,20.568,1,20.568,0,0,(нет),Ac-228 / Ag-108m,0
G1S24_Cs137_P5,659.065,52.249,Cs-137,662.000,85.1,1,11.893,1,11.893,0,0,Cs-137,Cs-137,1
G1S24_Cs137_P5,866.784,55.497,Ac-228,835.000,1.61,0,1.000,0,1.000,0,0,(нет),Ac-228,0
G1S24_Cs137_P5,1335.248,82.387,Co-60,1332.000,99.9826,0,1.000,0,1.000,0,0,Co-60,Co-60,1
G1S24_Cs137_Petri,662.782,50.988,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Petri,1448.214,90.375,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Petri,2602.575,116.049,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Cs137_Petri_2,193.399,33.335,Ra-226,186.211,3.64,3,21.420,3,21.420,0,0,(нет),Ra-226 / U-235 / Lu-176,0
G1S24_Cs137_Petri_2,668.796,51.554,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,Cs-137,Cs-137,1
G1S24_Cs137_Petri_2,1459.403,84.236,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Cs137_Petri_2,2623.856,110.910,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Eu152_P5,126.437,16.844,Eu-152,125.000,28.53,1,11.789,1,11.789,0,0,Eu-152,Eu-152 / Ac-228,0
G1S24_Eu152_P5,246.297,25.583,Eu-152,244.000,7.55,2,5.775,2,5.775,0,0,Eu-152,Eu-152,1
G1S24_Eu152_P5,344.718,33.655,Eu-152,345.000,26.59,4,9.014,4,9.014,0,0,Eu-152,Eu-152,1
G1S24_Eu152_P5,441.242,45.129,Ag-108m,433.000,90.5,1,20.568,1,20.568,0,0,Ag-108m,Ag-108m,1
G1S24_Eu152_P5,681.338,31.241,Cs-137,662.000,85.1,0,1.000,0,1.000,0,0,(нет),Cs-137,0
G1S24_Eu152_P5,780.084,52.365,Eu-152,780.000,12.93,3,6.609,3,6.609,0,1,Eu-152,Eu-152,1
G1S24_Eu152_P5,969.469,56.454,Ac-228,968.000,15.8,1,3.166,1,3.166,0,0,Ac-228,Ac-228,1
G1S24_Eu152_P5,1105.100,72.342,Eu-152,1111.000,13.67,1,1.090,1,1.090,0,0,Eu-152,Eu-152,1
G1S24_K40_Denta120,239.109,25.704,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212 / Pb-214,0
G1S24_K40_Denta120,348.531,26.899,Eu-152,345.000,26.59,3,2.359,3,2.359,0,0,Eu-152,Eu-152 / Pb-214,0
G1S24_K40_Denta120,502.674,39.905,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208,Tl-208 / Annihilation,0
G1S24_K40_Denta120,597.740,40.455,Bi-214,609.000,45.44,2,1.976,2,1.976,0,0,(нет),Bi-214 / Tl-208,0
G1S24_K40_Denta120,1129.458,68.612,Bi-214,1120.000,14.9,1,1.090,1,1.090,0,0,Bi-214,Bi-214,1
G1S24_K40_Denta120,1457.495,83.129,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Denta120,1750.975,94.972,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_K40_Denta120,2621.735,119.718,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_K40_Denta120_2,242.162,24.859,Pb-214,241.000,7.2615,2,6.004,2,6.004,0,0,Pb-214,Pb-214 / Eu-152,0
G1S24_K40_Denta120_2,348.552,25.911,Eu-152,345.000,26.59,3,2.359,3,2.359,0,0,Eu-152,Eu-152 / Pb-214,0
G1S24_K40_Denta120_2,1185.904,86.954,Co-60,1173.000,99.85,0,1.000,0,1.000,0,0,Co-60,Co-60,1
G1S24_K40_Denta120_2,1474.786,84.392,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Denta120_2,1746.912,120.423,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_K40_Denta120_2,2623.097,110.554,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_K40_Mar,231.736,27.991,Np-239,228.000,10.73,3,4.063,3,4.063,0,0,Np-239,Np-239 / Pb-212,0
G1S24_K40_Mar,1189.408,98.619,Co-60,1173.000,99.85,1,17.127,1,17.127,0,0,Co-60,Co-60,1
G1S24_K40_Mar,1455.546,85.034,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Mar,2610.724,111.886,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_K40_Mar_2,235.601,23.361,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S24_K40_Mar_2,1191.235,95.716,Co-60,1173.000,99.85,1,17.127,1,17.127,0,0,(нет),Co-60,0
G1S24_K40_Mar_2,1464.534,85.860,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Mar_2,2615.317,101.909,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_K40_Petri,235.179,23.963,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S24_K40_Petri,1457.404,83.362,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Petri,1765.690,101.078,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_K40_Petri,2629.807,124.373,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_K40_Petri_2,228.937,19.911,Np-239,228.000,10.73,1,4.063,1,4.063,0,0,Np-239,Np-239,1
G1S24_K40_Petri_2,501.477,31.387,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208,Tl-208 / Annihilation,0
G1S24_K40_Petri_2,1466.548,86.500,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_K40_Petri_2,2610.707,108.067,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Na22_P25,310.536,33.770,Lu-176,307.000,93.6,2,58.500,2,58.500,0,0,Lu-176,Lu-176 / Np-239,0
G1S24_Na22_P25,503.743,44.012,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,Tl-208,Tl-208 / Annihilation,0
G1S24_Na22_P25,1264.671,77.405,Bi-214,1238.000,5.83,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Na22_P25,1462.630,56.598,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Na22_P25,1806.028,91.096,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Na22_P25,2598.819,115.307,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Na22_P5,199.107,26.813,Lu-176,202.000,77.9688,4,21.420,4,21.420,0,0,Lu-176,Lu-176,1
G1S24_Na22_P5,326.927,32.919,Ac-228,328.000,2.95,2,3.820,2,3.820,0,0,Ac-228,Ac-228,1
G1S24_Na22_P5,1254.948,77.466,Bi-214,1238.000,5.83,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Na22_P5,1458.175,82.354,K-40,1460.000,10.66,0,1.000,0,1.000,0,0,K-40,K-40,1
G1S24_Na22_P5,1775.397,91.103,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Na22_P5,2498.589,104.461,Bi-214,2447.000,1.545,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Ra226_Denta120,45.770,9.409,Pb-210,46.539,4.25,0,1.000,0,1.000,0,0,Pb-210,Pb-210,1
G1S24_Ra226_Denta120,154.577,16.157,U-235,145.000,10.96,0,1.000,0,1.000,0,1,Pu-238,U-235,0
G1S24_Ra226_Denta120,189.149,20.431,Ra-226,186.211,3.64,1,15.659,1,15.659,0,0,Ra-226,Ra-226 / U-235,0
G1S24_Ra226_Denta120,244.085,22.320,Eu-152,244.000,7.55,2,5.775,2,5.775,0,0,Eu-152,Eu-152,1
G1S24_Ra226_Denta120,296.344,24.776,Pb-214,295.000,18.4672,2,5.068,2,5.068,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Denta120,351.721,31.192,Pb-214,353.000,35.7166,4,3.169,4,3.169,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Denta120,607.812,46.133,Bi-214,609.000,45.44,1,1.976,1,1.976,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120,939.275,49.680,Ac-228,964.000,4.99,0,1.000,0,1.000,0,0,(нет),Ac-228,0
G1S24_Ra226_Denta120,1128.994,68.005,Bi-214,1120.000,14.9,1,1.090,1,1.090,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120,1243.766,44.568,Bi-214,1238.000,5.83,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120,1410.121,117.121,Bi-214,1377.000,3.985,1,2.675,1,2.675,0,0,(нет),Bi-214,0
G1S24_Ra226_Denta120,1757.774,95.309,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120,2207.454,115.109,Bi-214,2204.000,4.92,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,45.296,8.664,Pb-210,46.539,4.25,0,1.000,0,1.000,0,0,Pb-210,Pb-210,1
G1S24_Ra226_Denta120_2,145.603,19.143,U-235,145.000,10.96,0,1.000,0,1.000,0,1,U-235,U-235,1
G1S24_Ra226_Denta120_2,185.969,19.995,Ra-226,186.211,3.64,1,15.659,1,15.659,0,0,Ra-226,Ra-226 / U-235,0
G1S24_Ra226_Denta120_2,240.963,23.072,Pb-214,241.000,7.2615,2,6.004,2,6.004,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Denta120_2,293.277,24.279,Pb-214,295.000,18.4672,1,3.017,1,3.017,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Denta120_2,351.637,31.708,Pb-214,353.000,35.7166,4,3.169,4,3.169,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Denta120_2,495.580,35.043,Tl-208,510.000,8.1224,0,1.000,0,1.000,0,0,(нет),Tl-208 / Annihilation,0
G1S24_Ra226_Denta120_2,608.053,47.557,Bi-214,609.000,45.44,1,1.976,1,1.976,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,771.954,56.143,Bi-214,768.360,4.89,3,17.476,3,17.476,0,1,Bi-214,Bi-214 / Pa-234m / Eu-152,0
G1S24_Ra226_Denta120_2,939.938,70.104,Ac-228,964.000,4.99,2,5.170,2,5.170,0,0,(нет),Ac-228,0
G1S24_Ra226_Denta120_2,1120.834,65.771,Bi-214,1120.000,14.9,1,1.090,1,1.090,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,1244.815,48.479,Bi-214,1238.000,5.83,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,1399.263,76.888,Bi-214,1377.000,3.985,0,1.000,0,1.000,0,0,(нет),Bi-214,0
G1S24_Ra226_Denta120_2,1762.497,92.093,Bi-214,1764.000,15.29,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,2197.818,112.004,Bi-214,2204.000,4.92,0,1.000,0,1.000,0,0,Bi-214,Bi-214,1
G1S24_Ra226_Denta120_2,2615.878,108.349,Tl-208,2614.000,35.8516,0,1.000,0,1.000,0,0,Tl-208,Tl-208,1
G1S24_Ra226_Mar,48.745,11.000,Pb-210,46.539,4.25,0,1.000,0,1.000,0,0,Pb-210,Pb-210,1
G1S24_Ra226_Mar,151.397,17.908,U-235,145.000,10.96,0,1.000,0,1.000,0,1,Pu-238,U-235,0
G1S24_Ra226_Mar,185.950,20.266,U-235,185.715,57,1,15.659,1,15.659,0,0,U-235,U-235 / Ra-226,0
G1S24_Ra226_Mar,238.062,22.883,Pb-212,238.000,43.6,3,6.004,3,6.004,0,0,Pb-212,Pb-212,1
G1S24_Ra226_Mar,296.333,25.268,Pb-214,295.000,18.4672,2,5.068,2,5.068,0,0,Pb-214,Pb-214,1
G1S24_Ra226_Mar,354.956,32.501,Pb-214,353.000,35.7166,3,2.282,3,2.282,0,0,Pb-214,Pb-214 / Ba-133,0
G1S24_Ra226_Mar,610.207,49.412,Bi-214,609.000,45.44,1,1.976,1,1.976,0,0,Bi-214,Bi-214 / Ag-108m,0
