spectrum,peak_kev,peak_counts,snr,fwhm_ch,fwhm_kev,nuclide,line_kev,intensity_pct,miss_kev,miss_fwhm,tol_pct,range_min_kev,range_max_kev,candidates,label_text,label_token
AS80_Charoite,743.241,0.0,4.335,93.773,34.348,Bi-212,727.330,6.67,15.911,0.4632,10,30.086,2799.909,Bi-212|Ac-228,Bi-212 / Ac-228,Bi-212
AS80_Charoite,927.314,0.0,13.566,161.667,59.343,Ac-228,911.000,25.8,16.314,0.2749,10,30.086,2799.909,Ac-228,Ac-228,Ac-228
AS80_Charoite,1133.113,0.0,4.296,216.351,79.602,Bi-214,1120.000,14.9,13.113,0.1647,10,30.086,2799.909,Bi-214,Bi-214,Bi-214
AS80_Charoite,1466.721,0.0,24.715,219.764,81.164,K-40,1460.000,10.66,6.721,0.0828,10,30.086,2799.909,K-40,K-40,K-40
AS80_Charoite,1781.945,0.0,6.704,201.643,74.737,Bi-214,1764.000,15.29,17.945,0.2401,10,30.086,2799.909,Bi-214,Bi-214,Bi-214
AS80_Charoite,2146.656,0.0,5.833,276.179,102.781,Tl-208 SE,2103.000,0,43.656,0.4247,10,30.086,2799.909,Tl-208 SE,Tl-208 SE,Tl-208
AS80_Charoite,2662.069,0.0,19.884,331.453,124.057,,,,,,10,30.086,2799.909,,,
AS80_Cs137_0cm,62.203,11.0,7.997,21.725,8.173,Am-241,59.541,35.9,2.662,0.3257,10,30.087,2799.939,Am-241|W x-ray,Am-241 / W x-ray,Am-241
AS80_Cs137_0cm,80.595,6.0,6.446,33.014,12.363,Pb x-ray,84.936,23,4.341,0.3511,10,30.087,2799.939,Pb x-ray,Pb x-ray,Pb
AS80_Cs137_0cm,201.467,4.0,28.152,65.875,24.082,Lu-176,202.000,77.9688,0.533,0.0221,10,30.087,2799.939,Lu-176,Lu-176,Lu-176
AS80_Cs137_0cm,445.077,1.0,54.357,112.102,40.343,,,,,,10,30.087,2799.939,,,
AS80_Cs137_0cm,653.897,23.0,1004.190,136.529,49.862,Cs-137,662.000,85.1,8.103,0.1625,10,30.087,2799.939,Cs-137,Cs-137,Cs-137
AS80_Cs137_0cm,903.117,0.0,8.877,198.144,74.999,Ac-228,911.000,25.8,7.883,0.1051,10,30.087,2799.939,Ac-228,Ac-228,Ac-228
AS80_Cs137_0cm,1103.906,0.0,16.213,188.757,73.776,Eu-152,1111.000,13.67,7.094,0.0962,10,30.087,2799.939,Eu-152,Eu-152,Eu-152
AS80_Cs137_0cm,1456.520,0.0,76.877,243.784,99.488,K-40,1460.000,10.66,3.480,0.0350,10,30.087,2799.939,K-40,K-40,K-40
AS80_Cs137_0cm,1793.201,0.0,22.131,266.893,109.683,Bi-214,1764.000,15.29,29.201,0.2662,10,30.087,2799.939,Bi-214,Bi-214,Bi-214
AS80_Cs137_0cm,2225.350,0.0,9.392,494.193,186.794,Bi-214,2204.000,4.92,21.350,0.1143,10,30.087,2799.939,Bi-214,Bi-214,Bi-214
AS80_Cs137_0cm,2619.477,0.0,34.417,384.183,103.802,Tl-208,2614.000,35.8516,5.477,0.0528,10,30.087,2799.939,Tl-208,Tl-208,Tl-208
AS80_K40,70.200,25.0,5.844,22.136,8.043,W x-ray,69.067,8,1.133,0.1409,10,30.058,2776.285,W x-ray,W x-ray,W
AS80_K40,84.350,154.0,43.207,34.318,12.434,Pb x-ray,84.936,23,0.586,0.0471,10,30.058,2776.285,Pb x-ray,Pb x-ray,Pb
AS80_K40,99.545,72.0,26.673,50.718,18.323,,,,,,10,30.058,2776.285,,,
AS80_K40,115.778,14.0,8.065,52.184,18.798,Th-234,112.810,0.21,2.968,0.1579,10,30.058,2776.285,Th-234,Th-234,Th-234
AS80_K40,241.494,12.0,45.475,56.920,20.198,Pb-214,241.000,7.2615,0.494,0.0244,10,30.058,2776.285,Pb-214|Eu-152,Pb-214 / Eu-152,Pb-214
AS80_K40,295.347,1.0,9.345,39.591,14.011,Pb-214,295.000,18.4672,0.347,0.0247,10,30.058,2776.285,Pb-214,Pb-214,Pb-214
AS80_K40,349.110,5.0,57.813,74.579,26.376,Pb-214,353.000,35.7166,3.890,0.1475,10,30.058,2776.285,Pb-214|Eu-152,Pb-214 / Eu-152,Pb-214
AS80_K40,504.826,0.0,10.716,62.484,22.280,Tl-208,510.000,8.1224,5.174,0.2322,10,30.058,2776.285,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
AS80_K40,594.036,2.0,110.725,130.467,46.992,Tl-208,583.000,30.549,11.036,0.2348,10,30.058,2776.285,Tl-208|Bi-214,Tl-208 / Bi-214,Tl-208
AS80_K40,765.427,0.0,10.973,128.516,47.505,,,,,,10,30.058,2776.285,,,
AS80_K40,939.519,0.0,31.061,253.951,96.739,Ac-228,964.000,4.99,24.481,0.2531,10,30.058,2776.285,Ac-228,Ac-228,Ac-228
AS80_K40,1117.786,0.0,71.015,231.501,90.824,Bi-214,1120.000,14.9,2.214,0.0244,10,30.058,2776.285,Bi-214|Eu-152,Bi-214 / Eu-152,Bi-214
AS80_K40,1483.641,3.0,931.842,256.919,105.000,K-40,1460.000,10.66,23.641,0.2252,10,30.058,2776.285,K-40,K-40,K-40
AS80_K40,1805.829,0.0,109.615,278.457,113.571,Bi-214,1764.000,15.29,41.829,0.3683,10,30.058,2776.285,Bi-214,Bi-214,Bi-214
AS80_K40,2231.948,0.0,49.159,499.669,183.421,Bi-214,2204.000,4.92,27.948,0.1524,10,30.058,2776.285,Bi-214,Bi-214,Bi-214
AS80_K40,2614.120,0.0,167.138,397.626,96.380,Tl-208,2614.000,35.8516,0.120,0.0012,10,30.058,2776.285,Tl-208,Tl-208,Tl-208
AS80_Lu176,52.123,27.0,61.065,26.789,9.774,,,,,,10,29.879,2800.125,,,
AS80_Lu176,86.819,4.0,17.926,33.417,12.216,Pb x-ray,87.300,8,0.481,0.0394,10,29.879,2800.125,Pb x-ray,Pb x-ray,Pb
AS80_Lu176,200.486,15.0,199.345,56.764,20.877,Lu-176,202.000,77.9688,1.514,0.0725,10,29.879,2800.125,Lu-176,Lu-176,Lu-176
AS80_Lu176,304.486,8.0,221.307,78.168,28.907,Lu-176,307.000,93.6,2.514,0.0870,10,29.879,2800.125,Lu-176,Lu-176,Lu-176
AS80_Lu176,519.436,0.0,49.576,97.267,36.374,Annihilation,511.000,0,8.436,0.2319,10,29.879,2800.125,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
AS80_Lu176,598.126,0.0,11.521,100.242,37.638,Bi-214,609.000,45.44,10.874,0.2889,10,29.879,2800.125,Bi-214,Bi-214,Bi-214
AS80_Lu176,901.564,0.0,5.035,136.462,52.024,Ac-228,911.000,25.8,9.436,0.1814,10,29.879,2800.125,Ac-228,Ac-228,Ac-228
AS80_Lu176,1108.092,0.0,6.445,190.800,73.478,Eu-152,1111.000,13.67,2.908,0.0396,10,29.879,2800.125,Eu-152,Eu-152,Eu-152
AS80_Lu176,1454.857,0.0,37.794,210.591,82.451,K-40,1460.000,10.66,5.143,0.0624,10,29.879,2800.125,K-40,K-40,K-40
AS80_Lu176,1772.757,0.0,10.457,228.010,90.592,Bi-214,1764.000,15.29,8.757,0.0967,10,29.879,2800.125,Bi-214,Bi-214,Bi-214
AS80_Lu176,2686.554,0.0,13.720,310.983,128.594,Tl-208,2614.000,35.8516,72.554,0.5642,10,29.879,2800.125,Tl-208,Tl-208,Tl-208
AS80_Lu176_v2,52.944,73.0,112.706,27.052,9.275,W x-ray,57.981,57.6,5.037,0.5431,10,29.983,2799.960,W x-ray,W x-ray,W
AS80_Lu176_v2,87.941,10.0,33.928,34.989,12.014,Pb x-ray,87.300,8,0.641,0.0534,10,29.983,2799.960,Pb x-ray,Pb x-ray,Pb
AS80_Lu176_v2,113.020,1.0,7.965,35.947,12.356,Th-234,112.810,0.21,0.210,0.0170,10,29.983,2799.960,Th-234,Th-234,Th-234
AS80_Lu176_v2,140.190,2.0,11.726,45.108,15.522,,,,,,10,29.983,2799.960,,,
AS80_Lu176_v2,201.519,38.0,344.052,60.526,20.881,Lu-176,202.000,77.9688,0.481,0.0230,10,29.983,2799.960,Lu-176,Lu-176,Lu-176
AS80_Lu176_v2,305.581,18.0,373.759,83.891,29.065,Lu-176,307.000,93.6,1.419,0.0488,10,29.983,2799.960,Lu-176,Lu-176,Lu-176
AS80_Lu176_v2,521.678,0.0,76.348,103.448,36.155,Annihilation,511.000,0,10.678,0.2953,10,29.983,2799.960,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
AS80_Lu176_v2,599.038,0.0,20.502,104.098,36.496,Bi-214,609.000,45.44,9.962,0.2730,10,29.983,2799.960,Bi-214,Bi-214,Bi-214
AS80_Lu176_v2,917.974,0.0,5.779,215.283,76.430,Ac-228,911.000,25.8,6.974,0.0913,10,29.983,2799.960,Ac-228,Ac-228,Ac-228
AS80_Lu176_v2,1105.036,0.0,12.998,191.363,68.431,Eu-152,1111.000,13.67,5.964,0.0871,10,29.983,2799.960,Eu-152,Eu-152,Eu-152
AS80_Lu176_v2,1446.603,0.0,69.046,225.974,81.859,K-40,1460.000,10.66,13.397,0.1637,10,29.983,2799.960,K-40,K-40,K-40
AS80_Lu176_v2,1754.821,0.0,18.992,243.892,89.362,Bi-214,1764.000,15.29,9.179,0.1027,10,29.983,2799.960,Bi-214,Bi-214,Bi-214
AS80_Lu176_v2,2147.817,0.0,7.079,311.116,115.617,Tl-208 SE,2103.000,0,44.817,0.3876,10,29.983,2799.960,Tl-208 SE|Bi-214,Tl-208 SE / Bi-214,Tl-208
AS80_Lu176_v2,2658.513,0.0,24.534,326.943,123.683,Tl-208,2614.000,35.8516,44.513,0.3599,10,29.983,2799.960,Tl-208,Tl-208,Tl-208
AS80_Onyx,75.057,191.0,46.094,32.503,12.026,Pb x-ray,74.969,100,0.088,0.0073,10,30.029,2788.490,Pb x-ray|Am-243,Pb x-ray / Am-243,Pb
AS80_Onyx,89.093,91.0,28.881,39.169,14.444,Pb x-ray,87.300,8,1.793,0.1242,10,30.029,2788.490,Pb x-ray,Pb x-ray,Pb
AS80_Onyx,107.126,20.0,9.559,39.104,14.362,Np-239,106.000,25.34,1.126,0.0784,10,30.029,2788.490,Np-239,Np-239,Np-239
AS80_Onyx,121.793,11.0,6.964,44.208,16.185,Eu-152,125.000,28.53,3.207,0.1981,10,30.029,2788.490,Eu-152,Eu-152,Eu-152
AS80_Onyx,234.514,14.0,46.482,54.132,19.456,Pb-212,238.000,43.6,3.486,0.1792,10,30.029,2788.490,Pb-212,Pb-212,Pb-212
AS80_Onyx,291.848,3.0,18.160,47.253,16.888,Pb-214,295.000,18.4672,3.152,0.1866,10,30.029,2788.490,Pb-214,Pb-214,Pb-214
AS80_Onyx,346.793,7.0,72.197,76.732,27.340,Eu-152,345.000,26.59,1.793,0.0656,10,30.029,2788.490,Eu-152,Eu-152,Eu-152
AS80_Onyx,501.026,0.0,11.243,68.180,24.339,Tl-208,510.000,8.1224,8.974,0.3687,10,30.029,2788.490,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
AS80_Onyx,594.511,3.0,129.209,128.303,46.144,Tl-208,583.000,30.549,11.511,0.2495,10,30.029,2788.490,Tl-208|Bi-214,Tl-208 / Bi-214,Tl-208
AS80_Onyx,763.433,0.0,16.102,123.104,45.236,,,,,,10,30.029,2788.490,,,
AS80_Onyx,909.490,0.0,42.652,206.187,77.534,Ac-228,911.000,25.8,1.510,0.0195,10,30.029,2788.490,Ac-228,Ac-228,Ac-228
AS80_Onyx,1109.364,0.0,79.772,193.766,75.237,Eu-152,1111.000,13.67,1.636,0.0217,10,30.029,2788.490,Eu-152,Eu-152,Eu-152
AS80_Onyx,1470.309,1.0,434.782,248.228,100.514,K-40,1460.000,10.66,10.309,0.1026,10,30.029,2788.490,K-40,K-40,K-40
AS80_Onyx,1808.027,0.0,120.351,272.401,110.451,Bi-214,1764.000,15.29,44.027,0.3986,10,30.029,2788.490,Bi-214,Bi-214,Bi-214
AS80_Onyx,2233.275,0.0,49.998,517.817,190.248,Bi-214,2204.000,4.92,29.275,0.1539,10,30.029,2788.490,Bi-214,Bi-214,Bi-214
AS80_Onyx,2625.190,0.0,180.974,389.729,95.181,Tl-208,2614.000,35.8516,11.190,0.1176,10,30.029,2788.490,Tl-208,Tl-208,Tl-208
AS80_Th232Medal,39.351,153.0,29.529,18.053,6.936,,,,,,10,30.119,2799.916,,,
AS80_Th232Medal,73.017,1282.0,334.239,24.743,9.427,Pb x-ray,72.804,59.5,0.213,0.0226,10,30.119,2799.916,Pb x-ray,Pb x-ray,Pb
AS80_Th232Medal,86.710,220.0,94.008,21.672,8.230,Pb x-ray,87.300,8,0.590,0.0716,10,30.119,2799.916,Pb x-ray,Pb x-ray,Pb
AS80_Th232Medal,129.045,37.0,43.659,31.452,11.836,Ac-228,129.065,2.42,0.020,0.0017,10,30.119,2799.916,Ac-228,Ac-228,Ac-228
AS80_Th232Medal,151.574,5.0,8.501,26.951,10.099,,,,,,10,30.119,2799.916,,,
AS80_Th232Medal,239.380,191.0,597.316,58.282,21.553,Pb-212,238.000,43.6,1.380,0.0640,10,30.119,2799.916,Pb-212|Pb-214,Pb-212 / Pb-214,Pb-212
AS80_Th232Medal,291.746,3.0,21.499,35.565,13.084,Pb-214,295.000,18.4672,3.254,0.2487,10,30.119,2799.916,Pb-214,Pb-214,Pb-214
AS80_Th232Medal,342.058,19.0,224.238,79.541,29.170,Eu-152,345.000,26.59,2.942,0.1009,10,30.119,2799.916,Eu-152|Ac-228,Eu-152 / Ac-228,Eu-152
AS80_Th232Medal,458.898,1.0,33.149,61.585,22.561,Ac-228,463.000,4.4,4.102,0.1818,10,30.119,2799.916,Ac-228,Ac-228,Ac-228
AS80_Th232Medal,507.295,1.0,53.673,59.966,22.010,Tl-208,510.000,8.1224,2.705,0.1229,10,30.119,2799.916,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
AS80_Th232Medal,582.349,8.0,342.562,121.577,44.857,Tl-208,583.000,30.549,0.651,0.0145,10,30.119,2799.916,Tl-208,Tl-208,Tl-208
AS80_Th232Medal,721.698,1.0,74.307,121.121,45.382,,,,,,10,30.119,2799.916,,,
AS80_Th232Medal,906.972,1.0,197.373,172.564,66.447,Ac-228,911.000,25.8,4.028,0.0606,10,30.119,2799.916,Ac-228,Ac-228,Ac-228
AS80_Th232Medal,1116.012,0.0,78.739,173.515,69.043,Bi-214,1120.000,14.9,3.988,0.0578,10,30.119,2799.916,Bi-214|Eu-152,Bi-214 / Eu-152,Bi-214
AS80_Th232Medal,1259.144,0.0,4.987,80.000,32.484,Bi-214,1238.000,5.83,21.144,0.6509,10,30.119,2799.916,Bi-214,Bi-214,Bi-214
AS80_Th232Medal,1471.227,0.0,124.087,231.144,95.988,K-40,1460.000,10.66,11.227,0.1170,10,30.119,2799.916,K-40,K-40,K-40
AS80_Th232Medal,1643.670,0.0,67.940,183.046,76.707,Ac-228,1588.000,3.22,55.670,0.7257,10,30.119,2799.916,Ac-228,Ac-228,Ac-228
AS80_Th232Medal,1823.875,0.0,43.597,194.455,81.294,Bi-214,1764.000,15.29,59.875,0.7365,10,30.119,2799.916,Bi-214,Bi-214,Bi-214
AS80_Th232Medal,2210.570,0.0,83.771,312.472,122.175,Bi-214,2204.000,4.92,6.570,0.0538,10,30.119,2799.916,Bi-214,Bi-214,Bi-214
AS80_Th232Medal,2403.066,0.0,10.764,171.315,61.363,Bi-214,2447.000,1.545,43.934,0.7160,10,30.119,2799.916,Bi-214,Bi-214,Bi-214
AS80_Th232Medal,2655.518,0.0,303.524,382.643,105.210,Tl-208,2614.000,35.8516,41.518,0.3946,10,30.119,2799.916,Tl-208,Tl-208,Tl-208
AS80_Th232WT20,59.908,516.0,240.574,27.969,10.330,Am-241,59.541,35.9,0.367,0.0355,10,30.005,2799.999,Am-241|W x-ray,Am-241 / W x-ray,Am-241
AS80_Th232WT20,93.534,27.0,25.890,29.850,11.036,Pb x-ray,87.300,8,6.234,0.5649,10,30.005,2799.999,Pb x-ray,Pb x-ray,Pb
AS80_Th232WT20,129.416,16.0,27.223,39.498,14.618,Ac-228,129.065,2.42,0.351,0.0240,10,30.005,2799.999,Ac-228,Ac-228,Ac-228
AS80_Th232WT20,240.628,148.0,561.609,61.558,22.857,Pb-214,241.000,7.2615,0.372,0.0163,10,30.005,2799.999,Pb-214|Pb-212,Pb-214 / Pb-212,Pb-214
AS80_Th232WT20,340.649,35.0,329.170,79.224,29.499,Ac-228,338.000,11.27,2.649,0.0898,10,30.005,2799.999,Ac-228|Eu-152,Ac-228 / Eu-152,Ac-228
AS80_Th232WT20,406.987,1.0,15.739,38.039,14.189,Ac-228,409.000,1.92,2.013,0.1419,10,30.005,2799.999,Ac-228,Ac-228,Ac-228
AS80_Th232WT20,464.477,2.0,52.823,62.776,23.453,Ac-228,463.000,4.4,1.477,0.0630,10,30.005,2799.999,Ac-228,Ac-228,Ac-228
AS80_Th232WT20,513.824,4.0,107.368,67.884,25.394,Annihilation,511.000,0,2.824,0.1112,10,30.005,2799.999,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
AS80_Th232WT20,585.340,18.0,490.460,111.229,41.686,Tl-208,583.000,30.549,2.340,0.0561,10,30.005,2799.999,Tl-208,Tl-208,Tl-208
AS80_Th232WT20,727.259,2.0,99.547,114.346,43.006,Bi-212,727.330,6.67,0.071,0.0017,10,30.005,2799.999,Bi-212|Ac-228,Bi-212 / Ac-228,Bi-212
AS80_Th232WT20,781.831,0.0,15.414,55.610,20.943,Eu-152,780.000,12.93,1.831,0.0874,10,30.005,2799.999,Eu-152,Eu-152,Eu-152
AS80_Th232WT20,910.070,5.0,362.615,157.765,59.594,Ac-228,911.000,25.8,0.930,0.0156,10,30.005,2799.999,Ac-228,Ac-228,Ac-228
AS80_Th232WT20,1103.891,0.0,45.733,142.660,54.120,Eu-152,1111.000,13.67,7.109,0.1313,10,30.005,2799.999,Eu-152,Eu-152,Eu-152
AS80_Th232WT20,1244.083,0.0,18.826,135.756,51.652,Bi-214,1238.000,5.83,6.083,0.1178,10,30.005,2799.999,Bi-214,Bi-214,Bi-214
AS80_Th232WT20,1447.667,0.0,84.407,177.369,67.754,K-40,1460.000,10.66,12.333,0.1820,10,30.005,2799.999,K-40,K-40,K-40
AS80_Th232WT20,1591.105,0.0,155.117,218.864,83.825,Ac-228,1588.000,3.22,3.105,0.0370,10,30.005,2799.999,Ac-228,Ac-228,Ac-228
AS80_Th232WT20,2113.854,0.0,114.380,261.299,100.914,Tl-208 SE,2103.000,0,10.854,0.1076,10,30.005,2799.999,Tl-208 SE,Tl-208 SE,Tl-208
AS80_Th232WT20,2309.534,0.0,34.719,250.878,97.145,Bi-214,2204.000,4.92,105.534,1.0864,10,30.005,2799.999,Bi-214,Bi-214,Bi-214
AS80_Th232WT20,2617.560,0.0,408.902,317.049,123.213,Tl-208,2614.000,35.8516,3.560,0.0289,10,30.005,2799.999,Tl-208,Tl-208,Tl-208
AS80_Th232_v2,35.985,15.0,13.162,20.422,7.512,,,,,,10,30.100,2799.918,,,
AS80_Th232_v2,70.199,210.0,218.329,29.111,10.711,W x-ray,69.067,8,1.132,0.1057,10,30.100,2799.918,W x-ray,W x-ray,W
AS80_Th232_v2,86.021,22.0,37.604,19.828,7.296,Pb x-ray,84.936,23,1.085,0.1487,10,30.100,2799.918,Pb x-ray,Pb x-ray,Pb
AS80_Th232_v2,125.032,6.0,22.522,33.331,12.268,Eu-152,125.000,28.53,0.032,0.0026,10,30.100,2799.918,Eu-152,Eu-152,Eu-152
AS80_Th232_v2,236.605,41.0,343.226,62.687,23.092,Pb-212,238.000,43.6,1.395,0.0604,10,30.100,2799.918,Pb-212,Pb-212,Pb-212
AS80_Th232_v2,293.346,0.0,8.118,27.412,10.102,Pb-214,295.000,18.4672,1.654,0.1638,10,30.100,2799.918,Pb-214,Pb-214,Pb-214
AS80_Th232_v2,339.418,5.0,119.573,81.851,30.174,Ac-228,338.000,11.27,1.418,0.0470,10,30.100,2799.918,Ac-228,Ac-228,Ac-228
AS80_Th232_v2,463.706,0.0,15.744,62.276,22.978,Ac-228,463.000,4.4,0.706,0.0307,10,30.100,2799.918,Ac-228,Ac-228,Ac-228
AS80_Th232_v2,509.466,0.0,26.583,64.673,23.870,Tl-208,510.000,8.1224,0.534,0.0224,10,30.100,2799.918,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
AS80_Th232_v2,587.365,2.0,169.081,122.188,45.123,Tl-208,583.000,30.549,4.365,0.0967,10,30.100,2799.918,Tl-208,Tl-208,Tl-208
AS80_Th232_v2,730.724,0.0,35.566,116.628,43.114,Bi-212,727.330,6.67,3.394,0.0787,10,30.100,2799.918,Bi-212|Ac-228,Bi-212 / Ac-228,Bi-212
AS80_Th232_v2,910.497,0.0,90.188,155.501,57.557,Ac-228,911.000,25.8,0.503,0.0087,10,30.100,2799.918,Ac-228,Ac-228,Ac-228
AS80_Th232_v2,965.288,0.0,36.311,138.425,51.257,Ac-228,964.000,4.99,1.288,0.0251,10,30.100,2799.918,Ac-228,Ac-228,Ac-228
AS80_Th232_v2,1113.108,0.0,35.381,177.005,65.610,Eu-152,1111.000,13.67,2.108,0.0321,10,30.100,2799.918,Eu-152|Bi-214,Eu-152 / Bi-214,Eu-152
AS80_Th232_v2,1245.127,0.0,7.263,103.468,38.388,Bi-214,1238.000,5.83,7.127,0.1857,10,30.100,2799.918,Bi-214,Bi-214,Bi-214
AS80_Th232_v2,1444.130,0.0,54.029,209.882,77.978,K-40,1460.000,10.66,15.870,0.2035,10,30.100,2799.918,K-40,K-40,K-40
AS80_Th232_v2,1598.399,0.0,33.978,188.390,70.068,Ac-228,1588.000,3.22,10.399,0.1484,10,30.100,2799.918,Ac-228,Ac-228,Ac-228
AS80_Th232_v2,1755.069,0.0,22.510,188.540,70.201,Bi-214,1764.000,15.29,8.931,0.1272,10,30.100,2799.918,Bi-214,Bi-214,Bi-214
AS80_Th232_v2,2114.829,0.0,35.306,269.012,100.415,Tl-208 SE,2103.000,0,11.829,0.1178,10,30.100,2799.918,Tl-208 SE,Tl-208 SE,Tl-208
AS80_Th232_v2,2323.267,0.0,7.697,219.188,81.936,Bi-214,2204.000,4.92,119.267,1.4556,10,30.100,2799.918,Bi-214,Bi-214,Bi-214
AS80_Th232_v2,2612.890,0.0,123.051,324.227,121.444,Tl-208,2614.000,35.8516,1.110,0.0091,10,30.100,2799.918,Tl-208,Tl-208,Tl-208
