call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,32,22,960,0,20,0,8.3072834723515366E-09,83.072834723515356,-560588.69839121064,-5.546903693587556E-11,-0.006677157114054034,3.1008084988570772E-11,0
2,32,22,960,0,20,0,8.3072834723515366E-09,83.072834723515356,-560588.69839121064,-5.546903693587556E-11,-0.006677157114054034,3.1008084988570772E-11,0
3,32,23,960,0,21,0,8.2543847213781347E-09,82.543847213781348,-465377.61448753619,-4.3458877245522782E-11,-0.0052649444764754048,2.5401902803423582E-11,0
4,32,22,960,0,21,0,8.2863394914286714E-09,82.863394914286715,-458690.55016277253,-4.2776294844819851E-11,-0.0051622667510868138,9.9547037279990036E-12,0
5,32,22,960,0,20,0,8.3072834723515366E-09,83.072834723515356,-558762.95420324139,-1.8906316421514317E-11,-0.0022758723094545514,1.7152501641248818E-11,0
6,32,22,960,0,21,0,8.2537509979816783E-09,82.537509979816775,-459487.00506401993,-1.5088772607451313E-11,-0.0018281109535702045,2.0904167286062147E-11,0
7,32,22,960,0,21,0,8.2925263085184513E-09,82.925263085184511,-454093.50882877066,-1.4945862230899467E-11,-0.0018023291907493153,3.0375701953744283E-11,0
8,33,24,990,0,21,0,8.3072834723515366E-09,83.072834723515356,-564892.36177799851,1.1603563139965556E-09,0.13967939313236105,1.624300693947589E-11,0
9,33,25,990,0,22,0,8.2580173869075168E-09,82.580173869075168,-486898.98708091269,1.0718566056491028E-09,0.12979587659241953,1.4480860954790842E-11,0
10,33,25,990,0,22,0,8.274791027922571E-09,82.7479102792257,-480317.70770449296,1.047230449303581E-09,0.12655672460727913,8.7396756498492323E-12,0
11,33,24,990,0,21,0,8.3072834723515366E-09,83.072834723515356,-564849.240378426,1.1754781254468194E-09,0.14149970075766269,4.3485215428518131E-12,0
12,33,25,990,0,22,0,8.2634571442994636E-09,82.634571442994627,-487277.65818471491,1.0881031818255939E-09,0.13167650812786277,5.5351279115711804E-12,0
13,33,25,990,0,22,0,8.2769113128371467E-09,82.769113128371472,-480787.75396685512,1.0638535353381485E-09,0.12853267301392438,3.3963942769332789E-12,0
14,33,24,990,0,21,0,8.3072834723515366E-09,83.072834723515356,-564836.73341665685,1.1773774241346247E-09,0.14172833129544637,1.4310330698208418E-11,0
15,33,25,990,0,22,0,8.2646163545824789E-09,82.646163545824791,-487343.89368633629,1.0900942052718061E-09,0.13189894829992707,9.6207486421917565E-12,0
16,33,25,990,0,22,0,8.2773662877414741E-09,82.773662877414736,-480887.47820974793,1.0658900977922458E-09,0.12877164797827015,5.4427573559223674E-12,0
17,25,24,750,0,21,0,8.3072834723515366E-09,83.072834723515356,-564836.73341665685,-2.0921273508484224E-05,-2518.4253767329374,1.4310330698208418E-11,0
18,25,25,750,0,22,0,8.2646163545824789E-09,82.646163545824791,-487343.89368633629,-9.5628617773984258E-06,-1157.0847776976495,9.6207486421917565E-12,0
19,25,25,750,0,22,0,8.2773662877414741E-09,82.773662877414736,-480887.47820974793,-8.977533183053988E-06,-1084.588125132198,5.4427573559223674E-12,0
