=== СБОРКА ===
  C:\Users\moroz\AppData\Local\Temp\claude\C--Users-moroz-source-repos-BQ-Eng-res--NET-4-8\0dfa526c-1c92-45cd-b97b-70d6b9e6b585\scratchpad\probe_before\BecquerelMonitor.exe
  собрана 2026-09-06 02:02:14
  окна у приложения: False
  культура прогона: en-US
  ключ ERRMissingStartDateTime: НЕТ В СБОРКЕ (плечо «до»)
  ключ ERRUnreadableStartDateTimeN42: «The start time of the measurement could not be read in {0} m…»
  DateTimePicker.MinimumDateTime = 1753-01-01; эпоха 1970-01-01 в пределах: True; DateTime.MinValue в пределах: False

=== ОТКРЫТИЕ РОДНОГО ФОРМАТА C:\Users\moroz\source\repos\BQ Eng res .NET 4.8\tools\CORPUS\corpus\spectra ===
  файлов: 129

AS1Pro_Ra226.xml | ОТКРЫТ | спектров 1 | [0] начало 2021-04-28 12:48:01.041, проба 2021-04-28 12:47:25.572, конец 2021-04-28 13:48:01.824, кан 8192, сумма 24541759, всего 24567511, изм 3600, живое 3600, шкала порядок 2 [-9.5340382392, 0.3894600521, 0.0000039525], ФОН кан 8192, сумма 3074434
AS80_Charoite.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-11-13 19:40:09.343, проба 2025-11-13 19:40:05.705, конец 2025-11-13 20:06:35.171, кан 8192, сумма 433236, всего 433698, изм 1585, живое 1584.41141, шкала порядок 2 [-13.4965504811, 0.3750753898, 0.0000008226], ФОН кан 8192, сумма 33583597
AS80_Cs137_0cm.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-10 18:35:56.244, проба 2025-08-10 14:04:58.365, конец 2025-08-10 21:26:02.793, кан 8192, сумма 9350355, всего 9360945, изм 10205, живое 10192.29586, шкала порядок 4 [-2.5226746687, 0.3828967445, -0.0000225254, 0.0000000082, 0], ФОН кан 8192, сумма 33583597
AS80_K40.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-09-22 08:06:48.323, проба 2025-09-18 18:06:20.519, конец 2025-09-22 08:07:00.850, кан 8192, сумма 66756892, всего 66829818, изм 323715, живое 323624.30239, шкала порядок 4 [-0.4865365819, 0.3694425296, -0.0000179809, 0.0000000077, 0], ФОН кан 8192, сумма 33583597
AS80_Lu176.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-10 14:27:53.925, проба 2025-08-10 14:27:52.451, конец 2025-08-10 15:31:41.242, кан 8192, сумма 1415341, всего 1416849, изм 3826, живое 3824.077134, шкала порядок 2 [-7.6192372066, 0.3636939969, 0.0000035926], ФОН кан 8192, сумма 33583597
AS80_Onyx.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-11-18 21:30:20.781, проба 2025-11-14 11:47:05.581, конец 2025-11-18 21:30:24.158, кан 8192, сумма 68068445, всего 68143477, изм 380590, живое 380497.519567, шкала порядок 4 [-14.8105347833, 0.3793447068, -0.0000223165, 0.0000000082, 0], ФОН кан 8192, сумма 33583597
AS80_Th232Medal.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-10 21:48:54.657, проба 2025-08-10 21:48:39.836, конец 2025-08-11 12:28:43.344, кан 8192, сумма 33620155, всего 33656808, изм 52788, живое 52742.322903, шкала порядок 4 [-15.2312398252, 0.3901202954, -0.0000229504, 0.0000000084, 0], ФОН кан 8192, сумма 33583597
AS80_Th232WT20.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-07 14:54:21.256, проба 2025-08-06 22:41:13.320, конец 2025-08-07 23:40:29.788, кан 8192, сумма 61396823, всего 61465417, изм 31556, живое 31556, шкала порядок 3 [-6.8857044313, 0.3685944135, 0.0000020893, -0.0000000001], ФОН кан 8192, сумма 41057941
AS80_Th232_v2.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-29 12:30:29.123, проба 2025-08-28 23:37:29.458, конец 2025-08-29 16:20:14.968, кан 8192, сумма 9001337, всего 9011338, изм 13785, живое 13772.770327, шкала порядок 2 [-16.9743625718, 0.3677058609, 0.000000484], ФОН кан 8192, сумма 33583597
AS80_UGlass.xml | ОТКРЫТ | спектров 1 | [0] начало 2025-08-29 01:49:44.527, проба 2025-08-29 01:49:40.975, конец 2025-08-29 08:29:32.440, кан 8192, сумма 8552474, всего 8561504, изм 23972, живое 23960.380816, шкала порядок 2 [-9.8526785991, 0.3644462453, 0.0000019391], ФОН кан 8192, сумма 33583597
ASN16_Am241.xml | ОТКРЫТ | спектров 1 | [0] начало 2022-09-01 19:21:16.047, проба 2022-02-04 14:21:15.060, конец 2022-09-01 19:21:16.047, кан 8192, сумма 41129508, всего 41129508, изм 180845, живое 180269.186888, шкала порядок 4 [-7.0882529315, 0.3643263259, 0.0000084009, -0.0000000011, 0], ФОН кан 8192, сумма 1961747
