ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th-L
3668,1234.841,21.004,26.688,16.750,6.670,18.822,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3669,1235.165,31.226,26.697,16.751,6.677,18.824,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3670,1235.489,27.003,26.706,16.752,6.684,18.825,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3671,1235.813,26.670,26.715,16.753,6.690,18.827,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3672,1236.137,27.337,26.723,16.755,6.697,18.830,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3673,1236.461,26.448,26.732,16.756,6.703,18.832,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3674,1236.785,38.115,26.740,16.757,6.710,18.834,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3675,1237.109,28.226,26.749,16.758,6.716,18.836,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3676,1237.433,28.708,26.757,16.759,6.722,18.838,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3677,1237.757,28.448,26.765,16.760,6.727,18.840,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3678,1238.081,24.375,26.772,16.761,6.733,18.842,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3679,1238.405,21.967,26.780,16.763,6.738,18.844,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3680,1238.729,25.263,26.787,16.764,6.743,18.846,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3681,1239.053,27.337,26.794,16.765,6.748,18.848,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3682,1239.377,22.708,26.801,16.766,6.753,18.850,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3683,1239.701,25.152,26.807,16.767,6.757,18.852,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3684,1240.025,22.078,26.813,16.768,6.762,18.854,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3685,1240.349,28.597,26.819,16.769,6.766,18.855,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3686,1240.673,24.004,26.825,16.770,6.769,18.857,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3687,1240.997,20.966,26.831,16.772,6.773,18.859,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3688,1241.321,19.559,26.836,16.773,6.777,18.861,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3689,1241.645,20.597,26.841,16.774,6.780,18.863,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3690,1241.969,20.633,26.846,16.775,6.783,18.865,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3691,1242.293,16.782,26.850,16.776,6.785,18.866,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3692,1242.617,22.930,26.854,16.777,6.788,18.868,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3693,1242.941,33.263,26.859,16.778,6.790,18.870,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3694,1243.265,24.523,26.862,16.780,6.792,18.872,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3695,1243.589,24.966,26.866,16.781,6.794,18.873,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3696,1243.912,29.819,26.869,16.782,6.796,18.875,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3697,1244.236,16.004,26.872,16.783,6.797,18.877,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3698,1244.560,24.041,26.875,16.784,6.798,18.878,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3699,1244.884,25.523,26.878,16.785,6.799,18.880,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3700,1245.208,33.449,26.880,16.786,6.799,18.882,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3701,1245.532,31.782,26.882,16.788,6.800,18.884,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3702,1245.856,25.115,26.884,16.789,6.800,18.885,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3703,1246.180,19.559,26.886,16.790,6.800,18.887,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3704,1246.504,19.337,26.887,16.791,6.799,18.889,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3705,1246.828,25.670,26.888,16.792,6.799,18.890,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3706,1247.151,30.411,26.889,16.793,6.798,18.892,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3707,1247.475,16.226,26.890,16.794,6.797,18.894,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3708,1247.799,26.856,26.891,16.795,6.796,18.896,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3709,1248.123,30.115,26.891,16.797,6.794,18.897,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3710,1248.447,25.523,26.891,16.798,6.792,18.899,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3711,1248.771,25.819,26.891,16.799,6.790,18.901,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3712,1249.095,4.115,26.891,16.800,6.788,18.903,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3713,1249.418,30.559,26.890,16.801,6.786,18.905,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3714,1249.742,20.634,26.890,16.802,6.783,18.907,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3715,1250.066,26.559,26.889,16.803,6.780,18.909,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3716,1250.390,23.930,26.888,16.805,6.777,18.911,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3717,1250.714,29.041,26.886,16.806,6.774,18.913,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3718,1251.037,34.818,26.885,16.807,6.770,18.915,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3719,1251.361,34.374,26.883,16.808,6.766,18.917,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3720,1251.685,23.485,26.881,16.809,6.762,18.919,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3721,1252.009,19.338,26.879,16.810,6.758,18.921,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3722,1252.333,13.967,26.876,16.811,6.753,18.923,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3723,1252.656,16.708,26.873,16.812,6.748,18.925,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3724,1252.980,22.338,26.870,16.814,6.743,18.927,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3725,1253.304,17.560,26.867,16.815,6.738,18.929,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3726,1253.628,17.189,26.863,16.816,6.732,18.931,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3727,1253.952,16.708,26.859,16.817,6.726,18.932,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3728,1254.275,23.856,26.855,16.818,6.720,18.934,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3729,1254.599,31.449,26.850,16.819,6.714,18.936,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3730,1254.923,7.597,26.845,16.820,6.707,18.938,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3731,1255.247,32.337,26.840,16.822,6.700,18.940,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3732,1255.570,25.671,26.835,16.823,6.693,18.941,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3733,1255.894,27.596,26.829,16.824,6.686,18.943,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3734,1256.218,19.967,26.824,16.825,6.678,18.945,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3735,1256.542,19.523,26.818,16.826,6.670,18.947,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3736,1256.865,20.559,26.811,16.827,6.662,18.948,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3737,1257.189,20.966,26.805,16.828,6.654,18.950,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3738,1257.513,18.115,26.798,16.829,6.646,18.952,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3739,1257.837,30.597,26.791,16.831,6.637,18.954,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3740,1258.160,15.485,26.784,16.832,6.628,18.955,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3741,1258.484,14.967,26.777,16.833,6.619,18.957,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3742,1258.808,20.708,26.769,16.834,6.610,18.959,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3743,1259.131,19.263,26.761,16.835,6.601,18.960,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3744,1259.455,24.152,26.753,16.836,6.591,18.962,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3745,1259.779,20.633,26.745,16.837,6.581,18.964,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3746,1260.102,26.893,26.737,16.839,6.571,18.965,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3747,1260.426,31.893,26.729,16.840,6.561,18.967,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3748,1260.750,26.226,26.720,16.841,6.550,18.969,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3749,1261.073,41.115,26.711,16.842,6.540,18.971,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3750,1261.397,19.300,26.702,16.843,6.529,18.972,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3751,1261.721,25.226,26.693,16.844,6.518,18.974,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3752,1262.044,12.449,26.684,16.845,6.507,18.976,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3753,1262.368,32.375,26.675,16.847,6.496,18.978,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3754,1262.692,18.708,26.665,16.848,6.485,18.980,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3755,1263.015,21.078,26.656,16.849,6.473,18.982,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3756,1263.339,27.634,26.646,16.850,6.462,18.984,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3757,1263.663,22.115,26.636,16.851,6.450,18.985,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3758,1263.986,18.486,26.627,16.852,6.438,18.987,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3759,1264.310,41.079,26.617,16.853,6.426,18.989,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3760,1264.634,29.300,26.607,16.854,6.414,18.992,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3761,1264.957,20.893,26.596,16.856,6.402,18.994,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3762,1265.281,21.856,26.586,16.857,6.390,18.995,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3763,1265.604,35.671,26.576,16.858,6.377,18.997,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3764,1265.928,23.559,26.565,16.859,6.365,18.999,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3765,1266.252,30.671,26.554,16.860,6.352,19.001,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3766,1266.575,17.560,26.543,16.861,6.339,19.003,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3767,1266.899,29.893,26.532,16.862,6.326,19.005,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3768,1267.222,17.523,26.521,16.864,6.313,19.007,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3769,1267.546,31.411,26.510,16.865,6.300,19.009,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3770,1267.870,16.819,26.498,16.866,6.287,19.011,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3771,1268.193,22.523,26.487,16.867,6.273,19.013,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3772,1268.517,13.523,26.475,16.868,6.260,19.015,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3773,1268.840,30.523,26.463,16.869,6.246,19.016,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3774,1269.164,36.522,26.451,16.870,6.232,19.018,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3775,1269.487,11.115,26.439,16.871,6.219,19.020,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000
3776,1269.811,17.116,26.427,16.873,6.205,19.022,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3777,1270.135,24.300,26.415,16.874,6.191,19.024,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3778,1270.458,10.190,26.403,16.875,6.177,19.026,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3779,1270.782,19.300,26.391,16.876,6.163,19.028,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3780,1271.105,28.819,26.379,16.877,6.149,19.029,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3781,1271.429,26.264,26.366,16.878,6.135,19.031,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3782,1271.752,23.041,26.354,16.879,6.121,19.033,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3783,1272.076,21.153,26.342,16.881,6.107,19.035,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3784,1272.399,20.967,26.329,16.882,6.093,19.037,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3785,1272.723,28.412,26.317,16.883,6.078,19.039,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3786,1273.046,10.967,26.304,16.884,6.064,19.041,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3787,1273.370,26.042,26.292,16.885,6.050,19.042,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3788,1273.693,27.078,26.280,16.886,6.036,19.044,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3789,1274.017,36.115,26.267,16.887,6.021,19.046,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3790,1274.340,19.708,26.255,16.889,6.007,19.048,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
3791,1274.664,21.967,26.242,16.890,5.993,19.050,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3792,1274.987,18.893,26.230,16.891,5.978,19.052,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3793,1275.311,11.449,26.218,16.892,5.964,19.054,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3794,1275.634,30.745,26.206,16.893,5.950,19.056,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3795,1275.958,18.264,26.193,16.894,5.936,19.058,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3796,1276.281,16.968,26.181,16.895,5.922,19.061,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3797,1276.605,13.930,26.169,16.896,5.907,19.063,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3798,1276.928,21.931,26.157,16.898,5.893,19.065,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3799,1277.252,16.190,26.145,16.899,5.879,19.067,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3800,1277.575,21.190,26.134,16.900,5.865,19.070,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3801,1277.899,25.301,26.122,16.901,5.851,19.072,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3802,1278.222,21.486,26.111,16.902,5.837,19.074,0.000,1.199,0.000,0.000,0.000,0.000,0.000,0.000
3803,1278.546,23.004,26.099,16.903,5.824,19.077,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3804,1278.869,17.375,26.087,16.904,5.810,19.079,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3805,1279.193,34.634,26.076,16.906,5.796,19.082,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3806,1279.516,22.857,26.064,16.907,5.782,19.084,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3807,1279.840,26.190,26.053,16.908,5.768,19.086,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3808,1280.163,27.338,26.041,16.909,5.755,19.088,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3809,1280.486,17.560,26.030,16.910,5.741,19.091,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3810,1280.810,23.560,26.018,16.911,5.728,19.093,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3811,1281.133,32.338,26.007,16.912,5.714,19.095,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3812,1281.457,33.116,25.996,16.913,5.701,19.098,0.000,1.198,0.000,0.000,0.000,0.000,0.000,0.000
3813,1281.780,14.191,25.985,16.915,5.687,19.100,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3814,1282.104,26.078,25.973,16.916,5.674,19.102,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3815,1282.427,24.857,25.962,16.917,5.661,19.104,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3816,1282.750,32.857,25.951,16.918,5.648,19.107,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3817,1283.074,15.819,25.940,16.919,5.634,19.109,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3818,1283.397,23.783,25.929,16.920,5.621,19.111,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3819,1283.721,17.894,25.918,16.921,5.609,19.113,0.000,1.197,0.000,0.000,0.000,0.000,0.000,0.000
3820,1284.044,22.449,25.907,16.923,5.596,19.115,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3821,1284.367,20.338,25.897,16.924,5.583,19.118,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3822,1284.691,25.228,25.886,16.925,5.570,19.120,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3823,1285.014,23.264,25.875,16.926,5.558,19.122,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3824,1285.338,12.042,25.865,16.927,5.545,19.124,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3825,1285.661,24.301,25.855,16.928,5.533,19.126,0.000,1.196,0.000,0.000,0.000,0.000,0.000,0.000
3826,1285.984,23.116,25.844,16.929,5.520,19.129,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000
3827,1286.308,29.153,25.834,16.930,5.508,19.131,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000
3828,1286.631,29.004,25.824,16.932,5.496,19.133,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000
3829,1286.954,18.376,25.814,16.933,5.484,19.135,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000
3830,1287.278,26.190,25.804,16.934,5.472,19.137,0.000,1.195,0.000,0.000,0.000,0.000,0.000,0.000
3831,1287.601,15.301,25.795,16.935,5.461,19.140,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000
3832,1287.924,23.227,25.785,16.936,5.449,19.142,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000
3833,1288.248,27.302,25.776,16.937,5.437,19.144,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000
3834,1288.571,17.116,25.766,16.938,5.426,19.146,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000
3835,1288.895,28.783,25.757,16.940,5.415,19.149,0.000,1.194,0.000,0.000,0.000,0.000,0.000,0.000
3836,1289.218,15.264,25.748,16.941,5.404,19.151,0.000,1.193,0.000,0.000,0.000,0.000,0.000,0.000
3837,1289.541,32.857,25.739,16.942,5.393,19.153,0.000,1.193,0.000,0.000,0.000,0.000,0.000,0.000
3838,1289.865,17.708,25.730,16.943,5.382,19.156,0.000,1.193,0.000,0.000,0.000,0.000,0.000,0.000
3839,1290.188,23.375,25.722,16.944,5.371,19.158,0.000,1.193,0.000,0.000,0.000,0.000,0.000,0.000
3840,1290.511,22.893,25.713,16.945,5.360,19.161,0.000,1.193,0.000,0.000,0.000,0.000,0.000,0.000
3841,1290.835,22.709,25.705,16.946,5.350,19.163,0.000,1.192,0.000,0.000,0.000,0.000,0.000,0.000
3842,1291.158,8.153,25.697,16.948,5.339,19.166,0.000,1.192,0.000,0.000,0.000,0.000,0.000,0.000
3843,1291.481,21.635,25.689,16.949,5.329,19.168,0.000,1.192,0.000,0.000,0.000,0.000,0.000,0.000
3844,1291.805,26.746,25.682,16.950,5.319,19.171,0.000,1.192,0.000,0.000,0.000,0.000,0.000,0.000
3845,1292.128,16.376,25.674,16.951,5.309,19.173,0.000,1.192,0.000,0.000,0.000,0.000,0.000,0.000
3846,1292.451,17.487,25.667,16.952,5.299,19.176,0.000,1.191,0.000,0.000,0.000,0.000,0.000,0.000
3847,1292.774,23.486,25.659,16.953,5.290,19.178,0.000,1.191,0.000,0.000,0.000,0.000,0.000,0.000
3848,1293.098,19.598,25.652,16.954,5.280,19.181,0.000,1.191,0.000,0.000,0.000,0.000,0.000,0.000
3849,1293.421,34.190,25.645,16.955,5.271,19.183,0.000,1.191,0.000,0.000,0.000,0.000,0.000,0.000
3850,1293.744,23.486,25.638,16.957,5.261,19.186,0.000,1.191,0.000,0.000,0.000,0.000,0.000,0.000
3851,1294.068,17.709,25.631,16.958,5.252,19.189,0.000,1.190,0.000,0.000,0.000,0.000,0.000,0.000
3852,1294.391,23.635,25.624,16.959,5.243,19.191,0.000,1.190,0.000,0.000,0.000,0.000,0.000,0.000
3853,1294.714,18.523,25.617,16.960,5.234,19.193,0.000,1.190,0.000,0.000,0.000,0.000,0.000,0.000
3854,1295.038,15.116,25.610,16.961,5.225,19.196,0.000,1.190,0.000,0.000,0.000,0.000,0.000,0.000
3855,1295.361,30.264,25.604,16.962,5.216,19.198,0.000,1.189,0.000,0.000,0.000,0.000,0.000,0.000
3856,1295.684,34.560,25.597,16.963,5.207,19.201,0.000,1.189,0.000,0.000,0.000,0.000,0.000,0.000
3857,1296.007,26.746,25.591,16.965,5.199,19.203,0.000,1.189,0.000,0.000,0.000,0.000,0.000,0.000
3858,1296.331,24.117,25.585,16.966,5.190,19.206,0.000,1.189,0.000,0.000,0.000,0.000,0.000,0.000
3859,1296.654,25.746,25.579,16.967,5.182,19.208,0.000,1.188,0.000,0.000,0.000,0.000,0.000,0.000
3860,1296.977,27.339,25.572,16.968,5.174,19.210,0.000,1.188,0.000,0.000,0.000,0.000,0.000,0.000
3861,1297.301,15.487,25.566,16.969,5.166,19.213,0.000,1.188,0.000,0.000,0.000,0.000,0.000,0.000
3862,1297.624,28.931,25.561,16.970,5.158,19.215,0.000,1.188,0.000,0.000,0.000,0.000,0.000,0.000
3863,1297.947,7.783,25.555,16.971,5.150,19.217,0.000,1.187,0.000,0.000,0.000,0.000,0.000,0.000
3864,1298.270,19.413,25.549,16.972,5.142,19.220,0.000,1.187,0.000,0.000,0.000,0.000,0.000,0.000
3865,1298.594,20.635,25.544,16.974,5.135,19.222,0.000,1.187,0.000,0.000,0.000,0.000,0.000,0.000
3866,1298.917,24.191,25.538,16.975,5.127,19.225,0.000,1.186,0.000,0.000,0.000,0.000,0.000,0.000
3867,1299.240,14.153,25.533,16.976,5.120,19.227,0.000,1.186,0.000,0.000,0.000,0.000,0.000,0.000
3868,1299.563,23.894,25.528,16.977,5.113,19.229,0.000,1.186,0.000,0.000,0.000,0.000,0.000,0.000
3869,1299.887,22.524,25.523,16.978,5.106,19.232,0.000,1.185,0.000,0.000,0.000,0.000,0.000,0.000
3870,1300.210,20.635,25.518,16.979,5.099,19.234,0.000,1.185,0.000,0.000,0.000,0.000,0.000,0.000
3871,1300.533,20.746,25.513,16.980,5.092,19.236,0.000,1.185,0.000,0.000,0.000,0.000,0.000,0.000
3872,1300.856,13.302,25.508,16.982,5.085,19.239,0.000,1.185,0.000,0.000,0.000,0.000,0.000,0.000
3873,1301.180,26.746,25.503,16.983,5.078,19.241,0.000,1.184,0.000,0.000,0.000,0.000,0.000,0.000
3874,1301.503,18.931,25.499,16.984,5.072,19.243,0.000,1.184,0.000,0.000,0.000,0.000,0.000,0.000
3875,1301.826,25.005,25.495,16.985,5.065,19.246,0.000,1.184,0.000,0.000,0.000,0.000,0.000,0.000
3876,1302.149,18.153,25.490,16.986,5.059,19.248,0.000,1.183,0.000,0.000,0.000,0.000,0.000,0.000
3877,1302.473,23.709,25.486,16.987,5.053,19.250,0.000,1.183,0.000,0.000,0.000,0.000,0.000,0.000
3878,1302.796,20.969,25.482,16.988,5.047,19.253,0.000,1.183,0.000,0.000,0.000,0.000,0.000,0.000
3879,1303.119,16.561,25.479,16.990,5.041,19.255,0.000,1.182,0.000,0.000,0.000,0.000,0.000,0.000
3880,1303.442,28.672,25.475,16.991,5.035,19.258,0.000,1.182,0.000,0.000,0.000,0.000,0.000,0.000
3881,1303.765,38.450,25.472,16.992,5.030,19.260,0.000,1.182,0.000,0.000,0.000,0.000,0.000,0.000
3882,1304.089,19.005,25.468,16.993,5.024,19.263,0.000,1.182,0.000,0.000,0.000,0.000,0.000,0.000
3883,1304.412,25.228,25.465,16.994,5.019,19.265,0.000,1.181,0.000,0.000,0.000,0.000,0.000,0.000
3884,1304.735,10.562,25.462,16.995,5.013,19.268,0.000,1.181,0.000,0.000,0.000,0.000,0.000,0.000
3885,1305.058,17.857,25.459,16.996,5.008,19.270,0.000,1.181,0.000,0.000,0.000,0.000,0.000,0.000
3886,1305.381,24.598,25.456,16.997,5.003,19.273,0.000,1.180,0.000,0.000,0.000,0.000,0.000,0.000
3887,1305.705,13.413,25.454,16.999,4.998,19.275,0.000,1.180,0.000,0.000,0.000,0.000,0.000,0.000
3888,1306.028,17.080,25.451,17.000,4.994,19.278,0.000,1.180,0.000,0.000,0.000,0.000,0.000,0.000
3889,1306.351,30.043,25.449,17.001,4.989,19.281,0.000,1.179,0.000,0.000,0.000,0.000,0.000,0.000
3890,1306.674,23.339,25.447,17.002,4.984,19.284,0.000,1.179,0.000,0.000,0.000,0.000,0.000,0.000
3891,1306.997,20.006,25.445,17.003,4.980,19.286,0.000,1.179,0.000,0.000,0.000,0.000,0.000,0.000
3892,1307.321,19.562,25.444,17.004,4.976,19.289,0.000,1.179,0.000,0.000,0.000,0.000,0.000,0.000
3893,1307.644,24.932,25.442,17.005,4.971,19.292,0.000,1.178,0.000,0.000,0.000,0.000,0.000,0.000
3894,1307.967,23.005,25.440,17.007,4.967,19.295,0.000,1.178,0.000,0.000,0.000,0.000,0.000,0.000
3895,1308.290,33.672,25.438,17.008,4.963,19.298,0.000,1.178,0.000,0.000,0.000,0.000,0.000,0.000
3896,1308.613,25.117,25.437,17.009,4.959,19.300,0.000,1.177,0.000,0.000,0.000,0.000,0.000,0.000
3897,1308.937,21.598,25.435,17.010,4.955,19.303,0.000,1.177,0.000,0.000,0.000,0.000,0.000,0.000
3898,1309.260,21.153,25.434,17.011,4.951,19.306,0.000,1.177,0.000,0.000,0.000,0.000,0.000,0.000
3899,1309.583,20.191,25.433,17.012,4.948,19.308,0.000,1.177,0.000,0.000,0.000,0.000,0.000,0.000
