ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Th,Xray-Pb,Xray-La
6408,2170.442,19.482,15.366,14.461,15.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6409,2170.835,15.149,15.362,14.459,15.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6410,2171.228,18.371,15.359,14.458,15.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6411,2171.621,19.593,15.355,14.456,15.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6412,2172.015,22.667,15.352,14.455,15.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6413,2172.408,20.149,15.348,14.453,15.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6414,2172.801,23.149,15.345,14.451,15.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6415,2173.195,12.445,15.341,14.450,15.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6416,2173.588,20.741,15.338,14.448,15.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6417,2173.982,11.593,15.335,14.446,15.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6418,2174.376,11.704,15.331,14.445,15.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6419,2174.770,20.075,15.328,14.443,15.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6420,2175.163,21.593,15.324,14.442,15.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6421,2175.557,14.741,15.321,14.440,15.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6422,2175.951,12.149,15.318,14.438,15.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6423,2176.345,12.297,15.314,14.437,15.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6424,2176.739,12.963,15.311,14.435,15.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6425,2177.134,15.741,15.308,14.433,15.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6426,2177.528,13.704,15.305,14.432,15.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6427,2177.922,20.149,15.301,14.430,15.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6428,2178.317,16.371,15.298,14.429,15.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6429,2178.711,17.297,15.295,14.427,15.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6430,2179.106,10.926,15.292,14.425,15.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6431,2179.500,20.075,15.289,14.424,15.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6432,2179.895,21.223,15.286,14.422,15.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6433,2180.290,7.593,15.282,14.421,15.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6434,2180.685,19.149,15.279,14.419,15.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6435,2181.079,15.075,15.276,14.417,15.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6436,2181.474,9.223,15.273,14.416,15.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6437,2181.869,18.445,15.270,14.414,15.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6438,2182.265,18.149,15.267,14.412,15.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6439,2182.660,26.445,15.264,14.411,15.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6440,2183.055,18.593,15.261,14.409,15.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6441,2183.450,16.926,15.258,14.408,15.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6442,2183.846,13.593,15.255,14.406,15.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6443,2184.241,14.593,15.252,14.404,15.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6444,2184.637,21.223,15.250,14.403,15.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6445,2185.032,13.741,15.247,14.401,15.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6446,2185.428,14.815,15.244,14.399,15.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6447,2185.824,14.037,15.241,14.398,15.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6448,2186.220,16.445,15.238,14.396,15.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6449,2186.615,15.926,15.235,14.395,15.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6450,2187.011,21.371,15.233,14.393,15.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6451,2187.407,23.630,15.230,14.391,15.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6452,2187.804,29.519,15.227,14.390,15.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6453,2188.200,16.741,15.224,14.388,15.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6454,2188.596,26.741,15.222,14.386,15.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6455,2188.992,17.445,15.219,14.385,15.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6456,2189.389,19.037,15.216,14.383,15.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6457,2189.785,14.889,15.214,14.382,15.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6458,2190.182,21.185,15.211,14.380,15.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6459,2190.578,13.889,15.208,14.378,15.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6460,2190.975,23.297,15.206,14.377,15.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6461,2191.372,11.149,15.203,14.375,15.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6462,2191.769,19.667,15.200,14.373,15.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6463,2192.165,10.371,15.198,14.372,15.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6464,2192.562,20.963,15.195,14.370,15.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6465,2192.959,13.815,15.193,14.369,15.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6466,2193.357,16.223,15.190,14.367,15.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6467,2193.754,13.815,15.188,14.365,15.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6468,2194.151,22.149,15.185,14.364,15.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6469,2194.548,13.815,15.183,14.362,15.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6470,2194.946,21.667,15.180,14.360,15.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6471,2195.343,21.741,15.178,14.359,15.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6472,2195.741,13.963,15.175,14.357,15.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6473,2196.138,18.223,15.173,14.356,15.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6474,2196.536,12.889,15.170,14.354,15.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6475,2196.934,11.593,15.168,14.352,15.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6476,2197.332,18.593,15.166,14.351,15.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6477,2197.729,14.297,15.163,14.349,15.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6478,2198.127,12.223,15.161,14.347,15.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6479,2198.525,12.963,15.159,14.346,15.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6480,2198.924,17.371,15.156,14.344,15.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6481,2199.322,13.445,15.154,14.343,15.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6482,2199.720,14.371,15.152,14.341,15.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6483,2200.118,15.519,15.149,14.339,15.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6484,2200.517,15.445,15.147,14.338,15.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6485,2200.915,23.037,15.145,14.336,15.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6486,2201.314,20.075,15.143,14.334,15.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6487,2201.712,9.001,15.140,14.333,15.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6488,2202.111,22.963,15.138,14.331,15.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6489,2202.510,21.667,15.136,14.330,15.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6490,2202.909,21.519,15.134,14.328,15.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6491,2203.308,17.815,15.132,14.326,15.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6492,2203.707,11.593,15.129,14.325,15.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6493,2204.106,18.889,15.127,14.323,15.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6494,2204.505,21.889,15.125,14.322,15.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6495,2204.904,22.815,15.123,14.320,15.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6496,2205.303,13.741,15.121,14.318,15.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6497,2205.703,15.667,15.119,14.317,15.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6498,2206.102,16.297,15.117,14.315,15.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6499,2206.502,19.445,15.115,14.313,15.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6500,2206.901,15.445,15.113,14.312,15.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6501,2207.301,16.297,15.110,14.310,15.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6502,2207.701,19.593,15.108,14.309,15.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6503,2208.100,15.445,15.106,14.307,15.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6504,2208.500,15.185,15.104,14.305,15.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6505,2208.900,11.741,15.102,14.304,15.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6506,2209.300,11.185,15.100,14.302,15.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6507,2209.700,16.519,15.099,14.300,15.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6508,2210.101,19.593,15.097,14.299,15.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6509,2210.501,11.149,15.095,14.297,15.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6510,2210.901,18.741,15.093,14.296,15.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6511,2211.301,16.297,15.091,14.294,15.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6512,2211.702,18.111,15.089,14.292,15.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6513,2212.102,11.185,15.087,14.291,15.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6514,2212.503,21.445,15.085,14.289,15.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6515,2212.904,22.297,15.083,14.287,15.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6516,2213.305,15.667,15.082,14.286,15.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6517,2213.705,27.037,15.080,14.284,15.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6518,2214.106,11.297,15.078,14.283,15.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6519,2214.507,17.519,15.076,14.281,15.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6520,2214.908,15.889,15.074,14.279,15.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6521,2215.309,11.075,15.073,14.278,15.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6522,2215.711,20.741,15.071,14.276,15.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6523,2216.112,20.223,15.069,14.274,15.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6524,2216.513,13.445,15.067,14.273,15.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6525,2216.915,15.815,15.065,14.271,15.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6526,2217.316,10.075,15.064,14.270,15.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6527,2217.718,17.815,15.062,14.268,15.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6528,2218.119,15.889,15.060,14.266,15.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6529,2218.521,14.741,15.058,14.265,15.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6530,2218.923,14.667,15.057,14.263,15.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6531,2219.325,16.741,15.055,14.261,15.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6532,2219.727,16.223,15.053,14.260,15.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6533,2220.129,18.371,15.052,14.258,15.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6534,2220.531,20.889,15.050,14.257,15.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6535,2220.933,22.741,15.048,14.255,15.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6536,2221.335,15.037,15.047,14.253,15.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6537,2221.738,15.519,15.045,14.252,15.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6538,2222.140,14.963,15.043,14.250,15.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6539,2222.543,14.519,15.042,14.248,15.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6540,2222.945,16.519,15.040,14.247,15.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6541,2223.348,15.445,15.038,14.245,15.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6542,2223.750,18.185,15.037,14.244,15.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6543,2224.153,15.149,15.035,14.242,15.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6544,2224.556,19.556,15.033,14.240,15.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6545,2224.959,16.741,15.032,14.239,15.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6546,2225.362,10.445,15.030,14.237,15.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6547,2225.765,18.259,15.028,14.235,15.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6548,2226.168,11.593,15.027,14.234,15.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6549,2226.571,24.037,15.025,14.232,15.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6550,2226.975,9.075,15.024,14.231,15.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6551,2227.378,13.185,15.022,14.229,15.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6552,2227.782,16.889,15.020,14.227,15.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6553,2228.185,19.815,15.019,14.226,15.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6554,2228.589,16.889,15.017,14.224,15.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6555,2228.992,11.371,15.016,14.223,15.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6556,2229.396,19.593,15.014,14.221,15.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6557,2229.800,21.259,15.013,14.219,15.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6558,2230.204,23.704,15.011,14.218,15.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6559,2230.608,16.593,15.010,14.216,15.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6560,2231.012,15.297,15.008,14.214,15.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6561,2231.416,13.037,15.006,14.213,15.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6562,2231.820,10.297,15.005,14.211,15.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6563,2232.225,15.926,15.003,14.210,15.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6564,2232.629,20.259,15.002,14.208,15.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6565,2233.033,17.889,15.000,14.206,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6566,2233.438,18.667,14.999,14.205,14.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6567,2233.842,18.963,14.997,14.203,14.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6568,2234.247,8.667,14.996,14.201,14.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6569,2234.652,17.815,14.994,14.200,14.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6570,2235.057,18.593,14.993,14.198,14.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6571,2235.462,22.593,14.991,14.197,14.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6572,2235.867,17.593,14.990,14.195,14.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6573,2236.272,7.815,14.988,14.193,14.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6574,2236.677,25.889,14.987,14.192,14.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6575,2237.082,7.519,14.986,14.190,14.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6576,2237.487,14.185,14.984,14.188,14.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6577,2237.893,12.075,14.983,14.187,14.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6578,2238.298,15.037,14.981,14.185,14.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6579,2238.704,15.815,14.980,14.184,14.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6580,2239.109,6.297,14.978,14.182,14.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6581,2239.515,18.185,14.977,14.180,14.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6582,2239.921,10.371,14.975,14.179,14.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6583,2240.326,21.519,14.974,14.177,14.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6584,2240.732,22.963,14.973,14.175,14.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6585,2241.138,7.519,14.971,14.174,14.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6586,2241.544,21.519,14.970,14.172,14.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6587,2241.950,11.815,14.968,14.171,14.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6588,2242.357,9.963,14.967,14.169,14.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6589,2242.763,7.445,14.966,14.167,14.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6590,2243.169,15.815,14.964,14.166,14.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6591,2243.576,14.741,14.963,14.164,14.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6592,2243.982,16.889,14.961,14.162,14.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6593,2244.389,18.445,14.960,14.161,14.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6594,2244.796,14.371,14.959,14.159,14.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6595,2245.202,17.667,14.957,14.158,14.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6596,2245.609,12.445,14.956,14.156,14.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6597,2246.016,22.334,14.954,14.154,14.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6598,2246.423,13.815,14.953,14.153,14.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6599,2246.830,23.593,14.951,14.151,14.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6600,2247.237,8.445,14.950,14.149,14.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6601,2247.644,15.667,14.949,14.148,14.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6602,2248.052,11.593,14.947,14.146,14.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6603,2248.459,18.519,14.946,14.145,14.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6604,2248.867,16.593,14.944,14.143,14.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6605,2249.274,17.667,14.943,14.141,14.943,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6606,2249.682,13.519,14.941,14.140,14.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6607,2250.089,14.037,14.940,14.138,14.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6608,2250.497,17.815,14.939,14.136,14.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6609,2250.905,17.593,14.937,14.135,14.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6610,2251.313,16.889,14.936,14.133,14.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6611,2251.721,13.963,14.934,14.132,14.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6612,2252.129,13.259,14.933,14.130,14.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6613,2252.537,12.445,14.931,14.128,14.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6614,2252.945,10.815,14.930,14.127,14.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6615,2253.354,19.593,14.929,14.125,14.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6616,2253.762,16.593,14.927,14.124,14.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6617,2254.171,13.593,14.926,14.122,14.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6618,2254.579,16.334,14.924,14.120,14.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6619,2254.988,16.741,14.923,14.119,14.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6620,2255.396,14.963,14.921,14.117,14.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6621,2255.805,14.741,14.920,14.115,14.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6622,2256.214,21.741,14.918,14.114,14.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6623,2256.623,9.963,14.917,14.112,14.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6624,2257.032,11.667,14.916,14.111,14.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6625,2257.441,8.741,14.914,14.109,14.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6626,2257.850,21.185,14.913,14.107,14.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6627,2258.260,6.593,14.911,14.106,14.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6628,2258.669,5.815,14.910,14.104,14.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6629,2259.078,23.667,14.908,14.102,14.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6630,2259.488,20.963,14.907,14.101,14.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6631,2259.897,17.667,14.905,14.099,14.905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6632,2260.307,10.741,14.904,14.098,14.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6633,2260.717,11.667,14.903,14.096,14.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6634,2261.127,16.111,14.901,14.094,14.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6635,2261.536,18.037,14.900,14.093,14.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6636,2261.946,13.963,14.898,14.091,14.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6637,2262.356,8.593,14.897,14.089,14.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6638,2262.767,24.185,14.895,14.088,14.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6639,2263.177,18.185,14.894,14.086,14.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
