keV,response
0.000,1.32000000E-005
1.000,2.51000000E-005
2.000,2.65000000E-005
3.000,3.21000000E-005
4.000,3.15000000E-005
5.000,3.62000000E-005
6.000,4.17000000E-005
7.000,4.98000000E-005
8.000,4.99000000E-005
9.000,6.01000000E-005
10.000,6.34000000E-005
11.000,5.79000000E-005
12.000,3.71000000E-005
13.000,2.76000000E-005
14.000,2.23000000E-005
15.000,1.96000000E-005
16.000,1.80000000E-005
17.000,1.88000000E-005
18.000,1.59000000E-005
19.000,1.38000000E-005
20.000,1.28000000E-005
21.000,1.01000000E-005
22.000,1.27000000E-005
23.000,1.11000000E-005
24.000,1.35170000E-003
25.000,1.17000000E-005
26.000,1.39000000E-005
27.000,2.41510000E-003
28.000,1.79000000E-005
29.000,9.89440000E-003
30.000,3.82000000E-005
31.000,8.24450000E-003
32.000,4.38000000E-005
33.000,3.85000000E-005
34.000,3.12000000E-005
35.000,2.61000000E-005
36.000,2.76000000E-005
37.000,2.34000000E-005
38.000,2.22000000E-005
39.000,2.29000000E-005
40.000,2.14000000E-005
41.000,2.12000000E-005
42.000,2.09000000E-005
43.000,1.73000000E-005
44.000,1.72000000E-005
45.000,1.60000000E-005
46.000,1.49000000E-005
47.000,1.46000000E-005
48.000,1.61000000E-005
49.000,1.42000000E-005
50.000,1.22000000E-005
51.000,1.21000000E-005
52.000,9.90000000E-006
53.000,1.05000000E-005
54.000,9.10000000E-006
55.000,4.26000000E-005
56.000,1.69000000E-005
57.000,6.40000000E-006
58.000,5.60000000E-006
59.000,2.40000000E-006
60.000,1.36409593E-001
