call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562757.73516599194,-1.5972290894981565E-13,-1.5425910016243637E-05,7.7037043411110062E-11,0
2,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562757.73516599194,-1.5972290894981565E-13,-1.5425910016243637E-05,7.7037043411110062E-11,0
3,33,21,990,0,19,0,1.0282218008445368E-08,102.82218008445368,-471940.44267852965,7.53661686781721E-10,0.07329757900121317,1.5944578990456648E-11,0
4,33,21,990,0,19,0,1.0270703811461452E-08,102.70703811461452,-465930.33168438473,1.0561602750132588E-09,0.10283231747318534,8.3623774571606191E-11,0
5,33,21,990,0,19,0,1.0354196853321835E-08,103.54196853321835,-562388.39023316884,-1.0225309647523242E-13,-9.8755217738039789E-06,5.7767124417296145E-11,0
6,33,21,990,0,19,0,1.0282181319609874E-08,102.82181319609873,-470554.48398836917,3.0915589269506086E-09,0.30067150450405677,5.240963218966499E-11,0
7,33,21,990,0,19,0,1.0270531798748842E-08,102.70531798748843,-464792.79397499515,3.3227748362293168E-09,0.32352510087492231,1.936228954946273E-11,0
8,33,26,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-567090.101745885,-1.0175212169032199E-13,-9.8271380322152042E-06,2.3243857327770456E-07,0
9,33,26,990,0,21,0,1.0295076988491858E-08,102.95076988491857,-493095.99731933518,-2.0967714779591973E-11,-0.0020366739173519836,6.1305627241381444E-11,0
10,33,26,990,0,21,0,1.0287690956059777E-08,102.87690956059777,-486289.10552383459,-2.6194438601055417E-11,-0.0025461922129013858,3.1050717552716378E-11,0
11,33,26,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-567062.44948650582,-1.0123271404610428E-13,-9.7769740599075812E-06,2.1397107730081188E-07,0
12,33,26,990,0,21,0,1.0300475457941503E-08,103.00475457941502,-493316.31215894845,-2.0298767769867429E-11,-0.0019706631846996346,5.1144866120012011E-11,0
13,33,26,990,0,21,0,1.0294101518547228E-08,102.94101518547227,-486517.63363370358,-2.5581274499711055E-11,-0.0024850419877461296,4.5631054490513634E-11,0
14,33,27,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-567053.14658197877,-9.97157795789551E-14,-9.6304697497579715E-06,2.9014777425118154E-07,0
15,33,26,990,0,21,0,1.0302346336160228E-08,103.02346336160228,-493382.72349970386,-1.9898933403303826E-11,-0.0019314952879676075,1.8815171642927453E-11,0
16,33,26,990,0,21,0,1.0296302920306161E-08,102.96302920306161,-486590.61169576028,-2.5202962258917165E-11,-0.0024477681410491905,3.47597506333841E-11,0
17,24,24,720,0,21,0,1.0354196853321835E-08,103.54196853321835,-567043.779653241,-2.1906552171606104E-05,-2115.7171803796678,2.418687472527381E-11,0
18,24,23,720,0,21,0,1.0302356882972029E-08,103.02356882972028,-493357.28121965018,-1.0982355815226767E-05,-1066.0042104907718,1.4159695638227277E-10,0
19,24,23,720,0,21,0,1.0296315074850152E-08,102.96315074850152,-486556.07659976807,-1.0880495118673061E-05,-1056.7368072534834,1.475513045079424E-10,0
