detector,energy_kev,gadras_intrinsic_pct,ours_intrinsic_pct,ratio,rel_err
LaBr 10%,200,72.519,66.613259127973492,0.91856284736377347,4.4255845770667088
LaBr 10%,300,55.474,46.001124448599469,0.82923756081406552,5.8354831396393161
LaBr 10%,400,41.262,39.453067726742447,0.9561598499040872,6.5081503498061712
LaBr 10%,500,32.151,31.010800613257263,0.96453611437458431,7.5873294119129682
LaBr 10%,600,26.234,23.946572397848744,0.91280675451127324,8.8597728678571652
LaBr 10%,662,23.569855412999164,21.745937469181374,0.92261649841042859,9.3829214922171431
LaBr 10%,800,19.246692463734281,20.04424637432804,1.0414384919433068,9.8755699457721118
LaBr 10%,1000,15.246,15.71157195855173,1.0305373185459614,11.352924245492437
LaBr 10%,1200,12.7,11.456958541972261,0.90212271984033554,13.502136584645823
LaBr 10%,1500,10.146,8.0177686233874574,0.79023936757219171,16.363916946053124
LaBr 10%,2000,7.5022,6.76533295280802,0.90177987161206308,17.981471946751203
LaBr 10%,2614,5.5021563387417727,4.3277295099632864,0.78655153425773927,22.72258324949005
LaBr 10%,3000,4.9318,5.4919503938894447,1.1135793004358336,20.165977950525281
LaBr 5%,30,59.523,64.729558900438533,1.0874713791381236,3.9548736570530831
LaBr 5%,40,68.495,69.651025149246479,1.0168775114861883,4.396079298318786
LaBr 5%,50,76.814,84.677546866534357,1.1023712717282574,3.988324930533492
LaBr 5%,60,81.444,89.3768716900518,1.0974027760185132,3.9136243683228713
LaBr 5%,80,85.984,86.526109483379628,1.0063047716247167,4.0999574966827934
LaBr 5%,100,87.811,92.29919692695816,1.0511120124694873,3.9218249144944579
LaBr 5%,150,87.183,90.640816761020844,1.0396615941298284,4.0136841647605408
LaBr 5%,200,80.142,79.929916103154937,0.997353648563237,4.4454363972434159
LaBr 5%,300,57.094,51.237868909430425,0.89743000857236177,6.0604432150337528
LaBr 5%,400,40.213,45.688002745957419,1.1361500695286952,6.5292862509927687
LaBr 5%,500,30.139,32.807712757213494,1.0885468249515078,7.9705339698631805
LaBr 5%,600,23.858,26.118456194845614,1.0947462568046615,9.0880466874151811
LaBr 5%,662,21.106709523251844,19.615169855677195,0.929333387284668,10.651609743296932
LaBr 5%,800,16.762753669250046,19.177432272247767,1.144050234862501,10.797327376765754
LaBr 5%,1000,12.886,12.414428489069509,0.9634043527137599,13.641056827555545
LaBr 5%,1200,10.505,10.977246094784423,1.0449544116881886,14.56784892227612
LaBr 5%,1500,8.1829,8.3138316152207654,1.016000637331602,16.855789719229531
LaBr 5%,2000,5.8103,7.3557119870057788,1.2659780023416656,17.981471945683257
LaBr 5%,2614,4.011936067061348,2.7028503194492428,0.67370224108008259,29.984844656776811
LaBr 5%,3000,3.5076,2.4595760657520831,0.70121338400960287,31.464265445105617
