arm;node_kev;bin;dep_kev;compton
node_1436.6;1436.5940402914039;216;432.0;0
node_1436.6;1436.5940402914039;217;434.0;2.7371487476557377E-07
node_1436.6;1436.5940402914039;218;436.0;5.96184577261738E-08
node_1436.6;1436.5940402914039;219;438.0;0
node_1436.6;1436.5940402914039;220;440.0;0
node_1436.6;1436.5940402914039;221;442.0;0
node_1436.6;1436.5940402914039;222;444.0;0
node_1436.6;1436.5940402914039;223;446.0;3.0736265443920274E-07
node_1436.6;1436.5940402914039;224;448.0;2.5970676276187987E-08
node_1436.6;1436.5940402914039;225;450.0;0
node_1436.6;1436.5940402914039;226;452.0;0
node_1436.6;1436.5940402914039;227;454.0;0
node_1436.6;1436.5940402914039;228;456.0;0
node_1436.6;1436.5940402914039;229;458.0;0
node_1436.6;1436.5940402914039;230;460.0;0
node_1436.6;1436.5940402914039;231;462.0;0
node_1436.6;1436.5940402914039;232;464.0;2.7848241757055803E-07
node_1436.6;1436.5940402914039;233;466.0;5.48509220266169E-08
node_1436.6;1436.5940402914039;234;468.0;0
node_1436.6;1436.5940402914039;235;470.0;0
node_1436.6;1436.5940402914039;236;472.0;0
node_1436.6;1436.5940402914039;237;474.0;0
node_1436.6;1436.5940402914039;238;476.0;0
node_1436.6;1436.5940402914039;239;478.0;0
node_1436.6;1436.5940402914039;240;480.0;3.2552566153754015E-07
node_1436.6;1436.5940402914039;241;482.0;7.8076647369584862E-09
node_1436.6;1436.5940402914039;242;484.0;0
node_1436.6;1436.5940402914039;243;486.0;0
node_1436.6;1436.5940402914039;244;488.0;0
node_1436.6;1436.5940402914039;245;490.0;0
node_1436.6;1436.5940402914039;246;492.0;0
node_1436.6;1436.5940402914039;247;494.0;0
node_1436.6;1436.5940402914039;248;496.0;0
node_1436.6;1436.5940402914039;249;498.0;0
node_1436.6;1436.5940402914039;250;500.0;0
node_1436.6;1436.5940402914039;251;502.0;0
node_1436.6;1436.5940402914039;252;504.0;0
node_1436.6;1436.5940402914039;253;506.0;0
node_1436.6;1436.5940402914039;254;508.0;0
node_1436.6;1436.5940402914039;255;510.0;1.6828638763399795E-05
node_1436.6;1436.5940402914039;256;512.0;1.0838029083970468E-05
node_1436.6;1436.5940402914039;257;514.0;0
node_1436.6;1436.5940402914039;258;516.0;0
node_1436.6;1436.5940402914039;259;518.0;0
node_1436.6;1436.5940402914039;260;520.0;0
node_1436.6;1436.5940402914039;261;522.0;0
node_1436.6;1436.5940402914039;262;524.0;0
node_1436.6;1436.5940402914039;263;526.0;0
node_1436.6;1436.5940402914039;264;528.0;0
node_1436.6;1436.5940402914039;265;530.0;0
node_1436.6;1436.5940402914039;266;532.0;0
node_1436.6;1436.5940402914039;267;534.0;0
node_1436.6;1436.5940402914039;268;536.0;0
node_1436.6;1436.5940402914039;269;538.0;0
node_1436.6;1436.5940402914039;270;540.0;0
node_1436.6;1436.5940402914039;271;542.0;0
node_1436.6;1436.5940402914039;272;544.0;0
node_1436.6;1436.5940402914039;273;546.0;0
node_1436.6;1436.5940402914039;274;548.0;0
node_1436.6;1436.5940402914039;275;550.0;0
node_1436.6;1436.5940402914039;276;552.0;0
node_1436.6;1436.5940402914039;277;554.0;0
node_1436.6;1436.5940402914039;278;556.0;0
node_1436.6;1436.5940402914039;279;558.0;0
node_1436.6;1436.5940402914039;280;560.0;0
node_1436.6;1436.5940402914039;281;562.0;0
node_1436.6;1436.5940402914039;282;564.0;0
node_1436.6;1436.5940402914039;283;566.0;0
node_1436.6;1436.5940402914039;284;568.0;0
node_1436.6;1436.5940402914039;285;570.0;0
node_1436.6;1436.5940402914039;286;572.0;0
node_1436.6;1436.5940402914039;287;574.0;0
node_1436.6;1436.5940402914039;288;576.0;0
node_1436.6;1436.5940402914039;289;578.0;0
node_1436.6;1436.5940402914039;290;580.0;0
node_1436.6;1436.5940402914039;291;582.0;0
node_1436.6;1436.5940402914039;292;584.0;0
node_1436.6;1436.5940402914039;293;586.0;0
node_1436.6;1436.5940402914039;294;588.0;0
node_1436.6;1436.5940402914039;295;590.0;0
node_1436.6;1436.5940402914039;296;592.0;0
node_1504.3;1504.2525628024082;216;432.0;0
node_1504.3;1504.2525628024082;217;434.0;0
node_1504.3;1504.2525628024082;218;436.0;0
node_1504.3;1504.2525628024082;219;438.0;0
node_1504.3;1504.2525628024082;220;440.0;0
node_1504.3;1504.2525628024082;221;442.0;0
node_1504.3;1504.2525628024082;222;444.0;2.2554218048753683E-07
node_1504.3;1504.2525628024082;223;446.0;1.077911591096381E-07
node_1504.3;1504.2525628024082;224;448.0;0
node_1504.3;1504.2525628024082;225;450.0;0
node_1504.3;1504.2525628024082;226;452.0;0
node_1504.3;1504.2525628024082;227;454.0;0
node_1504.3;1504.2525628024082;228;456.0;0
node_1504.3;1504.2525628024082;229;458.0;0
node_1504.3;1504.2525628024082;230;460.0;0
node_1504.3;1504.2525628024082;231;462.0;0
node_1504.3;1504.2525628024082;232;464.0;2.7991904971713666E-07
node_1504.3;1504.2525628024082;233;466.0;5.3414282774610911E-08
node_1504.3;1504.2525628024082;234;468.0;0
node_1504.3;1504.2525628024082;235;470.0;3.00256914442798E-07
node_1504.3;1504.2525628024082;236;472.0;3.3076410943522205E-08
node_1504.3;1504.2525628024082;237;474.0;0
node_1504.3;1504.2525628024082;238;476.0;0
node_1504.3;1504.2525628024082;239;478.0;0
node_1504.3;1504.2525628024082;240;480.0;0
node_1504.3;1504.2525628024082;241;482.0;0
node_1504.3;1504.2525628024082;242;484.0;0
node_1504.3;1504.2525628024082;243;486.0;3.0052086685827817E-07
node_1504.3;1504.2525628024082;244;488.0;3.28124656334694E-08
node_1504.3;1504.2525628024082;245;490.0;0
node_1504.3;1504.2525628024082;246;492.0;0
node_1504.3;1504.2525628024082;247;494.0;0
node_1504.3;1504.2525628024082;248;496.0;0
node_1504.3;1504.2525628024082;249;498.0;0
node_1504.3;1504.2525628024082;250;500.0;2.8789938255613379E-07
node_1504.3;1504.2525628024082;251;502.0;4.5433949935613782E-08
node_1504.3;1504.2525628024082;252;504.0;0
node_1504.3;1504.2525628024082;253;506.0;0
node_1504.3;1504.2525628024082;254;508.0;0
node_1504.3;1504.2525628024082;255;510.0;6.5221556724281982E-06
node_1504.3;1504.2525628024082;256;512.0;4.4477845221990719E-05
node_1504.3;1504.2525628024082;257;514.0;0
node_1504.3;1504.2525628024082;258;516.0;0
node_1504.3;1504.2525628024082;259;518.0;0
node_1504.3;1504.2525628024082;260;520.0;0
node_1504.3;1504.2525628024082;261;522.0;0
node_1504.3;1504.2525628024082;262;524.0;0
node_1504.3;1504.2525628024082;263;526.0;0
node_1504.3;1504.2525628024082;264;528.0;0
node_1504.3;1504.2525628024082;265;530.0;0
node_1504.3;1504.2525628024082;266;532.0;0
node_1504.3;1504.2525628024082;267;534.0;0
node_1504.3;1504.2525628024082;268;536.0;0
node_1504.3;1504.2525628024082;269;538.0;0
node_1504.3;1504.2525628024082;270;540.0;0
node_1504.3;1504.2525628024082;271;542.0;0
node_1504.3;1504.2525628024082;272;544.0;0
node_1504.3;1504.2525628024082;273;546.0;0
node_1504.3;1504.2525628024082;274;548.0;0
node_1504.3;1504.2525628024082;275;550.0;0
node_1504.3;1504.2525628024082;276;552.0;0
node_1504.3;1504.2525628024082;277;554.0;0
node_1504.3;1504.2525628024082;278;556.0;0
node_1504.3;1504.2525628024082;279;558.0;0
node_1504.3;1504.2525628024082;280;560.0;0
node_1504.3;1504.2525628024082;281;562.0;0
node_1504.3;1504.2525628024082;282;564.0;0
node_1504.3;1504.2525628024082;283;566.0;0
node_1504.3;1504.2525628024082;284;568.0;0
node_1504.3;1504.2525628024082;285;570.0;0
node_1504.3;1504.2525628024082;286;572.0;0
node_1504.3;1504.2525628024082;287;574.0;0
node_1504.3;1504.2525628024082;288;576.0;0
node_1504.3;1504.2525628024082;289;578.0;0
node_1504.3;1504.2525628024082;290;580.0;0
node_1504.3;1504.2525628024082;291;582.0;0
node_1504.3;1504.2525628024082;292;584.0;0
node_1504.3;1504.2525628024082;293;586.0;0
node_1504.3;1504.2525628024082;294;588.0;0
node_1504.3;1504.2525628024082;295;590.0;0
node_1504.3;1504.2525628024082;296;592.0;0
image_1460.8;1460.8;216;432.0;0
image_1460.8;1460.8;217;434.0;1.7578883404925022E-07
image_1460.8;1460.8;218;436.0;3.8288964677109874E-08
image_1460.8;1460.8;219;438.0;0
image_1460.8;1460.8;220;440.0;0
image_1460.8;1460.8;221;442.0;0
image_1460.8;1460.8;222;444.0;8.0691459565678038E-08
image_1460.8;1460.8;223;446.0;2.3596263865928374E-07
image_1460.8;1460.8;224;448.0;1.6679235668034704E-08
image_1460.8;1460.8;225;450.0;0
image_1460.8;1460.8;226;452.0;0
image_1460.8;1460.8;227;454.0;0
image_1460.8;1460.8;228;456.0;0
image_1460.8;1460.8;229;458.0;0
image_1460.8;1460.8;230;460.0;0
image_1460.8;1460.8;231;462.0;0
image_1460.8;1460.8;232;464.0;2.7899639657224995E-07
image_1460.8;1460.8;233;466.0;5.4336940482840378E-08
image_1460.8;1460.8;234;468.0;0
image_1460.8;1460.8;235;470.0;1.0742189606708668E-07
image_1460.8;1460.8;236;472.0;1.1833635156216188E-08
image_1460.8;1460.8;237;474.0;0
image_1460.8;1460.8;238;476.0;0
image_1460.8;1460.8;239;478.0;0
image_1460.8;1460.8;240;480.0;2.0906345168053069E-07
image_1460.8;1460.8;241;482.0;5.0143430529044938E-09
image_1460.8;1460.8;242;484.0;0
image_1460.8;1460.8;243;486.0;1.0751632942591535E-07
image_1460.8;1460.8;244;488.0;1.173920433947212E-08
image_1460.8;1460.8;245;490.0;0
image_1460.8;1460.8;246;492.0;0
image_1460.8;1460.8;247;494.0;0
image_1460.8;1460.8;248;496.0;0
image_1460.8;1460.8;249;498.0;0
image_1460.8;1460.8;250;500.0;1.0300078387242362E-07
image_1460.8;1460.8;251;502.0;1.6254749892963837E-08
image_1460.8;1460.8;252;504.0;0
image_1460.8;1460.8;253;506.0;0
image_1460.8;1460.8;254;508.0;0
image_1460.8;1460.8;255;510.0;1.3141323327316945E-05
image_1460.8;1460.8;256;512.0;2.2873231802283734E-05
image_1460.8;1460.8;257;514.0;0
image_1460.8;1460.8;258;516.0;0
image_1460.8;1460.8;259;518.0;0
image_1460.8;1460.8;260;520.0;0
image_1460.8;1460.8;261;522.0;0
image_1460.8;1460.8;262;524.0;0
image_1460.8;1460.8;263;526.0;0
image_1460.8;1460.8;264;528.0;0
image_1460.8;1460.8;265;530.0;0
image_1460.8;1460.8;266;532.0;0
image_1460.8;1460.8;267;534.0;0
image_1460.8;1460.8;268;536.0;0
image_1460.8;1460.8;269;538.0;0
image_1460.8;1460.8;270;540.0;0
image_1460.8;1460.8;271;542.0;0
image_1460.8;1460.8;272;544.0;0
image_1460.8;1460.8;273;546.0;0
image_1460.8;1460.8;274;548.0;0
image_1460.8;1460.8;275;550.0;0
image_1460.8;1460.8;276;552.0;0
image_1460.8;1460.8;277;554.0;0
image_1460.8;1460.8;278;556.0;0
image_1460.8;1460.8;279;558.0;0
image_1460.8;1460.8;280;560.0;0
image_1460.8;1460.8;281;562.0;0
image_1460.8;1460.8;282;564.0;0
image_1460.8;1460.8;283;566.0;0
image_1460.8;1460.8;284;568.0;0
image_1460.8;1460.8;285;570.0;0
image_1460.8;1460.8;286;572.0;0
image_1460.8;1460.8;287;574.0;0
image_1460.8;1460.8;288;576.0;0
image_1460.8;1460.8;289;578.0;0
image_1460.8;1460.8;290;580.0;0
image_1460.8;1460.8;291;582.0;0
image_1460.8;1460.8;292;584.0;0
image_1460.8;1460.8;293;586.0;0
image_1460.8;1460.8;294;588.0;0
image_1460.8;1460.8;295;590.0;0
image_1460.8;1460.8;296;592.0;0
full_1460.8;1460.8;216;432.0;0.00010249542008174372
full_1460.8;1460.8;217;434.0;0.00010647888580761586
full_1460.8;1460.8;218;436.0;0.00011477806914284889
full_1460.8;1460.8;219;438.0;0.00014293500374712328
full_1460.8;1460.8;220;440.0;0.00021993527382758874
full_1460.8;1460.8;221;442.0;0.00011341312734675958
full_1460.8;1460.8;222;444.0;0.00010720537603526587
full_1460.8;1460.8;223;446.0;0.00010926160631021694
full_1460.8;1460.8;224;448.0;9.5716527573464546E-05
full_1460.8;1460.8;225;450.0;0.00010004594697010244
full_1460.8;1460.8;226;452.0;0.00011882421386364558
full_1460.8;1460.8;227;454.0;9.5506511596876818E-05
full_1460.8;1460.8;228;456.0;0.00010491350835232527
full_1460.8;1460.8;229;458.0;9.885169896084239E-05
full_1460.8;1460.8;230;460.0;0.00011693842621261424
full_1460.8;1460.8;231;462.0;7.624558456404356E-05
full_1460.8;1460.8;232;464.0;0.00011214968538953873
full_1460.8;1460.8;233;466.0;0.00010031748351601764
full_1460.8;1460.8;234;468.0;0.00010201527771980002
full_1460.8;1460.8;235;470.0;8.1048184932559975E-05
full_1460.8;1460.8;236;472.0;9.6741321539073186E-05
full_1460.8;1460.8;237;474.0;0.00011358334411926364
full_1460.8;1460.8;238;476.0;9.8087013580493282E-05
full_1460.8;1460.8;239;478.0;0.00010391296142624462
full_1460.8;1460.8;240;480.0;0.00010234467831871856
full_1460.8;1460.8;241;482.0;0.00010100489504859001
full_1460.8;1460.8;242;484.0;9.747940431501908E-05
full_1460.8;1460.8;243;486.0;0.00010723780399107187
full_1460.8;1460.8;244;488.0;9.8475670573730721E-05
full_1460.8;1460.8;245;490.0;9.7946577839234022E-05
full_1460.8;1460.8;246;492.0;0.00010649289852038708
full_1460.8;1460.8;247;494.0;9.3327712675374914E-05
full_1460.8;1460.8;248;496.0;0.0001009328631632824
full_1460.8;1460.8;249;498.0;8.59205744873288E-05
full_1460.8;1460.8;250;500.0;0.00012610284293024474
full_1460.8;1460.8;251;502.0;0.00010372164937686157
full_1460.8;1460.8;252;504.0;9.5264821280753746E-05
full_1460.8;1460.8;253;506.0;9.1523786485177343E-05
full_1460.8;1460.8;254;508.0;9.5089320884746153E-05
full_1460.8;1460.8;255;510.0;0.00011411287407290151
full_1460.8;1460.8;256;512.0;0.00012596052484161995
full_1460.8;1460.8;257;514.0;0.00010595807171728786
full_1460.8;1460.8;258;516.0;9.180310946466402E-05
full_1460.8;1460.8;259;518.0;8.5060131011394593E-05
full_1460.8;1460.8;260;520.0;0.00011719567187380939
full_1460.8;1460.8;261;522.0;0.00010623278114734538
full_1460.8;1460.8;262;524.0;9.9621706071036017E-05
full_1460.8;1460.8;263;526.0;7.8384753718572039E-05
full_1460.8;1460.8;264;528.0;9.0810349191855261E-05
full_1460.8;1460.8;265;530.0;0.0001004296367380113
full_1460.8;1460.8;266;532.0;9.8684436571454368E-05
full_1460.8;1460.8;267;534.0;9.7677723165192178E-05
full_1460.8;1460.8;268;536.0;0.00010594054602663796
full_1460.8;1460.8;269;538.0;9.4796906675182759E-05
full_1460.8;1460.8;270;540.0;9.7548391194888422E-05
full_1460.8;1460.8;271;542.0;8.5507867998405228E-05
full_1460.8;1460.8;272;544.0;0.00010217332176096742
full_1460.8;1460.8;273;546.0;0.0001005377574482104
full_1460.8;1460.8;274;548.0;9.3048830387717878E-05
full_1460.8;1460.8;275;550.0;8.3281968899385545E-05
full_1460.8;1460.8;276;552.0;0.00010127238560492119
full_1460.8;1460.8;277;554.0;0.00010074881762150532
full_1460.8;1460.8;278;556.0;9.357293545514758E-05
full_1460.8;1460.8;279;558.0;9.4228074029302755E-05
full_1460.8;1460.8;280;560.0;0.00010098106530649285
full_1460.8;1460.8;281;562.0;8.8339994691499153E-05
full_1460.8;1460.8;282;564.0;9.1496799419446011E-05
full_1460.8;1460.8;283;566.0;9.56011363690145E-05
full_1460.8;1460.8;284;568.0;9.7079376880876235E-05
full_1460.8;1460.8;285;570.0;9.5551485879912836E-05
full_1460.8;1460.8;286;572.0;0.00010156829666421891
full_1460.8;1460.8;287;574.0;9.4498562254019265E-05
full_1460.8;1460.8;288;576.0;9.9725597388800508E-05
full_1460.8;1460.8;289;578.0;9.1210938404087118E-05
full_1460.8;1460.8;290;580.0;9.6266362265255719E-05
full_1460.8;1460.8;291;582.0;9.2930865244549666E-05
full_1460.8;1460.8;292;584.0;9.3651763755319434E-05
full_1460.8;1460.8;293;586.0;8.7406935748992611E-05
full_1460.8;1460.8;294;588.0;9.655450963862641E-05
full_1460.8;1460.8;295;590.0;9.1255584223027926E-05
full_1460.8;1460.8;296;592.0;9.7009521193104766E-05
