ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232
200,61.954,21587.872,19807.493,14963.024,0.000,21587.872,0.000,0.932,25.111,0.000,0.234,0.000,0.000,0.000,0.000,0.000
201,62.336,22886.481,20144.574,15217.691,0.000,22886.481,0.000,0.919,25.009,0.000,0.232,0.000,0.000,0.000,0.000,0.000
202,62.718,23549.834,20503.222,15472.357,0.000,23549.834,0.000,0.907,24.877,0.000,0.230,0.000,0.000,0.000,0.000,0.000
203,63.100,24534.242,20886.658,15727.024,0.000,24534.242,0.000,0.897,24.720,0.000,0.229,0.000,0.000,0.000,0.000,0.000
204,63.482,25568.764,21298.037,15981.691,0.000,25568.764,0.000,0.890,24.539,0.000,0.228,0.000,0.000,0.000,0.000,0.000
205,63.864,26729.606,21740.308,16236.357,0.000,26729.606,0.000,0.884,24.341,0.000,0.229,0.000,0.000,0.000,0.000,0.000
206,64.246,28017.618,22216.065,16491.024,0.000,28017.618,0.000,0.881,24.131,0.000,0.230,0.000,0.000,0.000,0.000,0.000
207,64.627,29195.839,22727.389,16745.691,0.000,29195.839,0.000,0.881,23.914,0.000,0.232,0.000,0.000,0.000,0.000,0.000
208,65.009,30622.620,23275.679,17000.357,0.000,30622.620,0.000,0.883,23.698,0.000,0.235,0.000,0.000,0.000,0.000,0.000
209,65.391,32738.031,23861.507,17255.024,0.000,32738.031,0.000,0.887,23.488,0.000,0.239,0.000,0.000,0.000,0.000,0.000
210,65.773,35145.037,24484.483,17509.691,0.000,35145.037,0.000,0.893,23.289,0.000,0.243,0.000,0.000,0.000,0.000,0.000
211,66.154,36916.970,25143.151,17764.357,0.000,36916.970,0.000,0.901,23.106,0.000,0.247,0.000,0.000,0.000,0.000,0.000
212,66.536,38699.918,25834.933,18019.024,0.000,38699.918,0.000,0.910,22.942,0.000,0.252,0.000,0.000,0.000,0.000,0.000
213,66.917,41564.103,26556.113,18273.691,0.000,41564.103,0.000,0.919,22.800,0.000,0.257,0.000,0.000,0.000,0.000,0.000
214,67.299,43222.774,27301.885,18528.357,0.000,43222.774,0.000,0.928,22.679,0.000,0.262,0.000,0.000,0.000,0.000,0.000
215,67.680,45884.496,28066.447,18783.024,0.000,45884.496,0.000,0.937,22.581,0.000,0.266,0.000,0.000,0.000,0.000,0.000
216,68.062,48542.131,28843.143,19037.690,0.000,48542.131,0.000,0.945,22.502,0.000,0.270,0.000,0.000,0.000,0.000,0.000
217,68.443,50527.487,29624.650,19292.357,0.000,50527.487,0.000,0.952,22.440,0.000,0.274,0.000,0.000,0.000,0.000,0.000
218,68.825,53517.374,30403.179,19547.024,0.000,53517.374,0.000,0.958,22.392,0.000,0.277,0.000,0.000,0.000,0.000,0.000
219,69.206,56170.621,31170.700,19801.690,0.000,56170.621,0.000,0.962,22.354,0.000,0.279,0.000,0.000,0.000,0.000,0.000
220,69.587,59343.495,31919.147,20056.357,0.000,59343.495,0.000,0.964,22.321,0.000,0.281,0.000,0.000,0.000,0.000,0.000
221,69.969,61714.845,32640.621,20311.024,0.000,61714.845,0.000,0.965,22.290,0.000,0.281,0.000,0.000,0.000,0.000,0.000
222,70.350,63870.489,33327.560,20565.690,0.000,63870.489,0.000,0.965,22.255,0.000,0.282,0.000,0.000,0.000,0.000,0.000
223,70.731,65723.793,33972.889,20820.357,0.000,65723.793,0.000,0.963,22.215,0.000,0.282,0.000,0.000,0.000,0.000,0.000
224,71.112,67885.713,34570.151,21075.024,0.000,67885.713,0.000,0.961,22.166,0.000,0.281,0.000,0.000,0.000,0.000,0.000
225,71.493,69535.535,35113.617,21329.690,0.000,69535.535,0.000,0.958,22.108,0.000,0.280,0.000,0.000,0.000,0.000,0.000
226,71.874,70918.603,35598.401,21584.357,0.000,70918.603,0.000,0.955,22.040,0.000,0.279,0.000,0.000,0.000,0.000,0.000
227,72.255,71915.240,36020.580,21839.024,0.000,71915.240,0.000,0.952,21.963,0.000,0.277,0.000,0.000,0.000,0.000,0.000
228,72.636,72296.728,36377.328,22093.690,0.000,72296.728,0.000,0.949,21.878,0.000,0.276,0.000,0.000,0.000,0.000,0.000
229,73.017,72998.910,36667.066,22348.357,0.000,72998.910,0.000,0.947,21.790,0.000,0.274,0.000,0.000,0.000,0.000,0.000
230,73.398,72851.936,36889.621,22603.024,0.000,72851.936,0.000,0.945,21.702,0.000,0.273,0.000,0.000,0.000,0.000,0.000
231,73.779,71717.981,37046.381,22857.690,0.000,71717.981,0.000,0.943,21.618,0.000,0.271,0.000,0.000,0.000,0.000,0.000
232,74.160,70864.655,37140.432,23112.357,0.000,70864.655,0.000,0.941,21.543,0.000,0.269,0.000,0.000,0.000,0.000,0.000
233,74.541,69192.827,37176.651,23367.024,0.000,69192.827,0.000,0.939,21.483,0.000,0.268,0.000,0.000,0.000,0.000,0.000
234,74.922,68047.090,37161.721,23621.690,0.000,68047.090,0.000,0.938,21.443,0.000,0.266,0.000,0.000,0.000,0.000,0.000
235,75.303,65896.223,37104.080,23876.357,0.000,65896.223,0.000,0.936,21.428,0.000,0.264,0.000,0.000,0.000,0.000,0.000
236,75.683,63298.488,37013.751,24131.024,0.000,63298.488,0.000,0.935,21.442,0.000,0.262,0.000,0.000,0.000,0.000,0.000
237,76.064,60988.642,36902.084,24385.690,0.000,60988.642,0.000,0.933,21.490,0.000,0.260,0.000,0.000,0.000,0.000,0.000
238,76.445,58676.674,36781.400,24640.357,0.000,58676.674,0.000,0.932,21.574,0.000,0.258,0.000,0.000,0.000,0.000,0.000
239,76.826,55737.398,36664.559,24895.024,0.000,55737.398,0.000,0.931,21.697,0.000,0.256,0.000,0.000,0.000,0.000,0.000
240,77.206,53762.097,36564.472,25149.690,0.000,53762.097,0.000,0.930,21.859,0.000,0.254,0.000,0.000,0.000,0.000,0.000
241,77.587,51275.822,36493.602,25404.357,0.000,51275.822,0.000,0.930,22.062,0.000,0.252,0.000,0.000,0.000,0.000,0.000
242,77.967,49116.887,36463.469,25659.024,0.000,49116.887,0.000,0.931,22.304,0.000,0.249,0.000,0.000,0.000,0.000,0.000
243,78.348,46587.860,36484.208,25913.690,0.000,46587.860,0.000,0.934,22.586,0.000,0.247,0.000,0.000,0.000,0.000,0.000
244,78.728,44970.443,36564.195,26168.357,0.000,44970.443,0.000,0.938,22.904,0.000,0.244,0.000,0.000,0.000,0.000,0.000
245,79.109,43696.397,36709.760,26423.024,0.000,43696.397,0.000,0.945,23.257,0.000,0.242,0.000,0.000,0.000,0.000,0.000
246,79.489,42097.104,36925.007,26677.690,0.000,42097.104,0.000,0.955,23.642,0.000,0.240,0.000,0.000,0.000,0.000,0.000
247,79.869,40971.311,37211.735,26932.357,0.000,40971.311,0.000,0.968,24.056,0.000,0.237,0.000,0.000,0.000,0.000,0.000
248,80.250,40629.829,37569.456,27187.024,0.000,40629.829,0.000,0.984,24.498,0.000,0.235,0.000,0.000,0.000,0.000,0.000
249,80.630,40270.362,37995.502,27441.690,0.000,40270.362,0.000,1.003,24.964,0.000,0.233,0.000,0.000,0.000,0.000,0.000
250,81.010,39657.283,38485.206,27696.357,0.000,39657.283,0.000,1.027,25.452,0.000,0.230,0.000,0.001,0.000,0.000,0.000
251,81.391,39955.708,39032.132,27951.024,0.000,39955.708,0.000,1.054,25.959,0.000,0.228,0.000,0.001,0.000,0.000,0.000
252,81.771,40222.078,39628.352,28205.690,0.000,40222.078,0.000,1.086,26.483,0.000,0.225,0.000,0.001,0.000,0.000,0.000
253,82.151,40120.441,40264.742,28460.357,0.000,40120.441,0.000,1.120,27.022,0.000,0.221,0.000,0.001,0.000,0.000,0.000
254,82.531,40540.893,40931.290,28715.024,0.000,40540.893,0.000,1.158,27.572,0.000,0.218,0.000,0.002,0.000,0.000,0.000
255,82.911,41039.372,41617.407,28969.690,0.000,41039.372,0.000,1.199,28.132,0.000,0.214,0.000,0.002,0.000,0.000,0.000
256,83.291,41656.591,42312.233,29224.357,0.000,41656.591,0.000,1.242,28.698,0.000,0.209,0.000,0.003,0.000,0.000,0.000
257,83.671,42031.221,43004.925,29479.023,0.000,42031.221,0.000,1.287,29.266,0.000,0.204,0.000,0.004,0.000,0.000,0.000
258,84.051,42597.703,43684.932,29733.690,0.000,42597.703,0.000,1.333,29.832,0.000,0.198,0.000,0.005,0.000,0.000,0.000
259,84.431,43209.378,43901.877,29547.990,0.000,43209.378,0.000,1.378,30.389,0.000,0.191,0.000,0.006,0.000,0.000,0.000
260,84.811,43543.369,44086.881,29362.290,0.000,43543.369,0.000,1.423,30.933,0.000,0.185,0.000,0.008,0.000,0.000,0.000
261,85.191,43913.021,44231.658,29176.589,0.000,43913.021,0.000,1.466,31.456,0.000,0.177,0.000,0.010,0.000,0.000,0.000
262,85.571,43888.646,44329.037,28990.889,0.000,43888.646,0.000,1.507,31.949,0.000,0.169,0.000,0.012,0.000,0.000,0.000
263,85.951,44242.288,44373.088,28805.189,0.000,44242.288,0.000,1.545,32.407,0.000,0.162,0.000,0.014,0.000,0.000,0.000
264,86.331,44738.523,44359.200,28619.489,0.000,44738.523,0.000,1.578,32.818,0.000,0.154,0.000,0.017,0.000,0.000,0.000
265,86.710,45014.138,44284.130,28433.788,0.000,45014.138,0.000,1.607,33.177,0.000,0.146,0.000,0.021,0.000,0.000,0.000
266,87.090,44916.578,44146.004,28248.088,0.000,44916.578,0.000,1.630,33.474,0.000,0.138,0.000,0.024,0.000,0.000,0.000
267,87.470,44438.738,43944.287,28062.388,0.000,44438.738,0.000,1.647,33.701,0.000,0.131,0.000,0.029,0.000,0.000,0.000
268,87.850,43711.251,43679.724,27876.688,0.000,43711.251,0.000,1.658,33.853,0.000,0.124,0.000,0.034,0.000,0.000,0.000
269,88.229,43398.066,43354.248,27690.987,0.000,43398.066,0.000,1.662,33.925,0.000,0.118,0.000,0.039,0.000,0.000,0.000
270,88.609,43137.204,42970.873,27505.287,0.000,43137.204,0.000,1.660,33.912,0.000,0.113,0.000,0.045,0.000,0.000,0.000
271,88.988,42720.155,42533.567,27319.587,0.000,42720.155,0.000,1.651,33.814,0.000,0.109,0.000,0.051,0.000,0.000,0.000
272,89.368,42164.384,42047.121,27133.887,0.000,42164.384,0.000,1.637,33.629,0.000,0.106,0.000,0.058,0.000,0.000,0.000
273,89.747,41142.785,41517.010,26948.186,0.000,41142.785,0.000,1.616,33.361,0.000,0.104,0.000,0.066,0.000,0.000,0.000
274,90.127,40258.734,40949.251,26762.486,0.000,40258.734,0.000,1.589,33.014,0.000,0.103,0.000,0.074,0.000,0.000,0.000
275,90.506,39418.925,40350.269,26576.786,0.000,39418.925,0.000,1.558,32.594,0.000,0.104,0.000,0.082,0.000,0.000,0.000
276,90.886,38085.115,39726.760,26391.086,0.000,38085.115,0.000,1.523,32.109,0.000,0.105,0.000,0.091,0.000,0.000,0.000
277,91.265,37745.119,39085.564,26205.385,0.000,37745.119,0.000,1.485,31.569,0.000,0.108,0.000,0.099,0.000,0.000,0.000
278,91.644,36641.465,38433.539,26019.685,0.000,36641.465,0.000,1.444,30.984,0.000,0.111,0.000,0.109,0.000,0.000,0.000
279,92.024,35581.789,37777.441,25833.985,0.000,35581.789,0.000,1.403,30.367,0.000,0.116,0.000,0.118,0.000,0.000,0.000
280,92.403,34433.987,37123.814,25648.285,0.000,34433.987,0.000,1.360,29.731,0.000,0.121,0.000,0.127,0.000,0.000,0.000
281,92.782,33600.077,36478.879,25462.584,0.000,33600.077,0.000,1.319,29.087,0.000,0.127,0.000,0.137,0.000,0.000,0.000
282,93.161,32452.511,35848.437,25276.884,0.000,32452.511,0.000,1.278,28.450,0.000,0.134,0.000,0.146,0.000,0.000,0.000
283,93.541,31727.719,35237.776,25091.184,0.000,31727.719,0.000,1.240,27.831,0.000,0.141,0.000,0.155,0.000,0.000,0.000
284,93.920,30766.787,34651.591,24905.484,0.000,30766.787,0.000,1.205,27.242,0.000,0.149,0.000,0.165,0.000,0.000,0.000
285,94.299,29538.788,34093.917,24719.783,0.000,29538.788,0.000,1.174,26.694,0.000,0.158,0.000,0.174,0.000,0.000,0.000
286,94.678,29073.726,33568.074,24534.083,0.000,29073.726,0.000,1.148,26.195,0.000,0.167,0.000,0.183,0.000,0.000,0.000
287,95.057,28293.858,33076.625,24348.383,0.000,28293.858,0.000,1.126,25.754,0.000,0.176,0.000,0.191,0.000,0.000,0.000
288,95.436,27016.851,32621.360,24162.683,0.000,27016.851,0.000,1.109,25.376,0.000,0.186,0.000,0.200,0.000,0.000,0.000
289,95.815,26627.519,32203.283,23976.982,0.000,26627.519,0.000,1.097,25.065,0.000,0.196,0.000,0.208,0.000,0.000,0.000
290,96.194,25847.676,31822.629,23791.282,0.000,25847.676,0.000,1.091,24.825,0.000,0.206,0.000,0.216,0.000,0.000,0.000
291,96.573,25299.579,31478.885,23605.582,0.000,25299.579,0.000,1.090,24.655,0.000,0.217,0.000,0.224,0.000,0.000,0.000
292,96.952,24380.460,31170.836,23419.882,0.000,24380.460,0.000,1.095,24.555,0.000,0.228,0.000,0.232,0.000,0.000,0.000
293,97.331,24116.280,30896.611,23234.181,0.000,24116.280,0.000,1.105,24.522,0.000,0.239,0.000,0.239,0.000,0.000,0.000
294,97.709,23505.386,30653.757,23048.481,0.000,23505.386,0.000,1.119,24.551,0.000,0.250,0.000,0.246,0.000,0.000,0.000
295,98.088,23103.642,30439.302,22862.781,0.000,23103.642,0.000,1.137,24.638,0.000,0.261,0.000,0.253,0.000,0.000,0.000
296,98.467,23134.381,30249.843,22677.081,0.000,23134.381,0.000,1.159,24.774,0.000,0.273,0.000,0.260,0.000,0.000,0.000
297,98.846,22651.653,30081.624,22491.380,0.000,22651.653,0.000,1.184,24.952,0.000,0.285,0.000,0.266,0.000,0.000,0.000
298,99.224,22600.402,29930.631,22305.680,0.000,22600.402,0.000,1.211,25.163,0.000,0.296,0.000,0.272,0.000,0.000,0.000
299,99.603,22049.972,29792.682,22119.980,0.000,22049.972,0.000,1.240,25.399,0.000,0.308,0.000,0.278,0.000,0.000,0.000
300,99.982,21581.571,29663.516,21934.280,0.000,21581.571,0.000,1.270,25.649,0.000,0.319,0.000,0.283,0.000,0.000,0.000
301,100.360,21872.802,29538.891,21748.579,0.000,21872.802,0.000,1.300,25.904,0.000,0.330,0.000,0.288,0.000,0.000,0.000
302,100.739,21652.536,29414.671,21562.879,0.000,21652.536,0.000,1.330,26.155,0.000,0.340,0.000,0.293,0.000,0.000,0.000
303,101.117,21677.445,29286.919,21377.179,0.000,21677.445,0.000,1.360,26.393,0.000,0.350,0.000,0.297,0.000,0.000,0.000
304,101.496,21709.936,29151.974,21191.478,0.000,21709.936,0.000,1.387,26.609,0.000,0.360,0.000,0.301,0.000,0.000,0.000
305,101.874,21739.247,29006.537,21005.778,0.000,21739.247,0.000,1.413,26.797,0.000,0.368,0.000,0.304,0.000,0.000,0.000
306,102.253,21440.054,28847.730,20820.078,0.000,21440.054,0.000,1.436,26.950,0.000,0.376,0.000,0.306,0.000,0.000,0.000
307,102.631,21494.161,28673.163,20634.378,0.000,21494.161,0.000,1.456,27.063,0.000,0.383,0.000,0.308,0.000,0.000,0.000
308,103.010,21360.372,28480.972,20448.677,0.000,21360.372,0.000,1.474,27.132,0.000,0.388,0.000,0.310,0.000,0.000,0.000
309,103.388,21636.089,28269.854,20262.977,0.000,21636.089,0.000,1.488,27.154,0.000,0.393,0.000,0.311,0.000,0.000,0.000
310,103.766,21353.735,28039.081,20077.277,0.000,21353.735,0.000,1.498,27.130,0.000,0.397,0.000,0.311,0.000,0.000,0.000
311,104.145,20988.412,27788.495,19891.577,0.000,20988.412,0.000,1.505,27.058,0.000,0.400,0.000,0.311,0.000,0.000,0.000
312,104.523,20794.845,27518.491,19705.876,0.000,20794.845,0.000,1.509,26.940,0.000,0.401,0.000,0.310,0.000,0.000,0.000
313,104.901,20859.359,27229.982,19520.176,0.000,20859.359,0.000,1.509,26.779,0.000,0.402,0.000,0.309,0.000,0.000,0.000
314,105.279,20959.220,26924.346,19334.476,0.000,20959.220,0.000,1.506,26.578,0.000,0.402,0.000,0.308,0.000,0.000,0.000
315,105.657,20913.426,26603.363,19148.776,0.000,20913.426,0.000,1.500,26.342,0.000,0.401,0.000,0.307,0.000,0.000,0.000
316,106.036,20706.839,26269.142,18963.075,0.000,20706.839,0.000,1.491,26.075,0.000,0.399,0.000,0.305,0.000,0.000,0.000
317,106.414,21148.925,25924.036,18777.375,0.000,21148.925,0.000,1.480,25.784,0.000,0.396,0.000,0.303,0.000,0.000,0.000
318,106.792,20677.892,25570.561,18591.675,0.000,20677.892,0.000,1.467,25.472,0.000,0.392,0.000,0.301,0.000,0.000,0.000
319,107.170,20293.903,25211.307,18405.975,0.000,20293.903,0.000,1.452,25.147,0.000,0.388,0.000,0.299,0.000,0.000,0.000
320,107.548,20253.822,24848.855,18220.274,0.000,20253.822,0.000,1.435,24.814,0.000,0.384,0.000,0.296,0.000,0.000,0.000
321,107.926,20101.666,24485.705,18034.574,0.000,20101.666,0.000,1.418,24.477,0.000,0.379,0.000,0.294,0.000,0.000,0.000
322,108.304,19739.355,24124.205,17848.874,0.000,19739.355,0.000,1.399,24.142,0.000,0.373,0.000,0.292,0.000,0.000,0.000
323,108.682,19619.197,23766.498,17663.174,0.000,19619.197,0.000,1.379,23.814,0.000,0.368,0.000,0.290,0.000,0.000,0.000
324,109.059,19575.353,23414.476,17477.473,0.000,19575.353,0.000,1.360,23.495,0.000,0.362,0.000,0.289,0.000,0.000,0.000
325,109.437,19196.571,23069.753,17291.773,0.000,19196.571,0.000,1.339,23.189,0.000,0.356,0.000,0.287,0.000,0.000,0.000
326,109.815,19377.635,22733.645,17106.073,0.000,19377.635,0.000,1.319,22.899,0.000,0.350,0.000,0.286,0.000,0.000,0.000
327,110.193,19006.971,22407.172,16920.373,0.000,19006.971,0.000,1.299,22.627,0.000,0.344,0.000,0.284,0.000,0.000,0.000
328,110.571,18945.135,22091.059,16734.672,0.000,18945.135,0.000,1.279,22.374,0.000,0.338,0.000,0.283,0.000,0.000,0.000
329,110.948,18726.121,21785.759,16548.972,0.000,18726.121,0.000,1.260,22.142,0.000,0.333,0.000,0.282,0.000,0.000,0.000
330,111.326,18543.867,21491.476,16363.272,0.000,18543.867,0.000,1.241,21.929,0.000,0.327,0.000,0.281,0.000,0.000,0.000
331,111.704,18624.039,21208.200,16177.572,0.000,18624.039,0.000,1.222,21.738,0.000,0.322,0.000,0.280,0.000,0.000,0.000
332,112.081,18576.574,20935.742,15991.871,0.000,18576.574,0.000,1.204,21.566,0.000,0.316,0.000,0.279,0.000,0.000,0.000
333,112.459,18295.987,20673.771,15806.171,0.000,18295.987,0.000,1.187,21.414,0.000,0.311,0.000,0.278,0.000,0.000,0.000
334,112.837,18095.766,20421.854,15620.471,0.000,18095.766,0.000,1.170,21.281,0.000,0.307,0.000,0.277,0.000,0.000,0.000
335,113.214,18176.867,20179.490,15434.771,0.000,18176.867,0.000,1.154,21.165,0.000,0.302,0.000,0.276,0.000,0.000,0.000
336,113.592,18282.530,19946.145,15249.070,0.000,18282.530,0.000,1.139,21.066,0.000,0.298,0.000,0.276,0.000,0.000,0.000
337,113.969,17891.175,19721.281,15063.370,0.000,17891.175,0.000,1.124,20.982,0.000,0.294,0.000,0.275,0.000,0.000,0.000
338,114.347,18249.157,19504.380,14877.670,0.000,18249.157,0.000,1.111,20.911,0.000,0.290,0.000,0.274,0.000,0.000,0.000
339,114.724,18303.655,19294.963,14691.970,0.000,18303.655,0.000,1.098,20.853,0.000,0.286,0.000,0.273,0.000,0.000,0.000
340,115.102,18147.261,19092.603,14506.269,0.000,18147.261,0.000,1.085,20.806,0.000,0.283,0.000,0.272,0.000,0.000,0.000
341,115.479,17811.187,18896.936,14320.569,0.000,17811.187,0.000,1.074,20.767,0.000,0.280,0.000,0.272,0.000,0.000,0.000
342,115.856,17891.398,18707.660,14134.869,0.000,17891.398,0.000,1.063,20.737,0.000,0.277,0.000,0.271,0.000,0.000,0.000
343,116.234,18048.556,18524.536,13949.169,0.000,18048.556,0.000,1.054,20.712,0.000,0.274,0.000,0.270,0.000,0.000,0.000
344,116.611,17891.699,18347.385,13763.468,0.000,17891.699,0.000,1.045,20.692,0.000,0.272,0.000,0.269,0.000,0.000,0.000
345,116.988,17846.915,18176.075,13577.768,0.000,17846.915,0.000,1.037,20.675,0.000,0.269,0.000,0.268,0.000,0.000,0.000
346,117.365,17789.350,18010.513,13392.068,0.000,17789.350,0.000,1.030,20.659,0.000,0.268,0.000,0.267,0.000,0.000,0.000
347,117.743,17891.305,17850.631,13206.368,0.000,17891.305,0.000,1.024,20.643,0.000,0.266,0.000,0.266,0.000,0.000,0.000
348,118.120,18220.979,17696.372,13020.667,0.000,18220.979,0.000,1.018,20.627,0.000,0.264,0.000,0.265,0.000,0.000,0.000
349,118.497,18045.790,17715.676,13002.969,0.000,18045.790,0.000,1.014,20.608,0.000,0.263,0.000,0.264,0.000,0.000,0.000
350,118.874,17969.484,17740.462,12985.272,0.000,17969.484,0.000,1.010,20.586,0.000,0.262,0.000,0.262,0.000,0.000,0.000
351,119.251,18025.372,17770.617,12967.574,0.000,18025.372,0.000,1.007,20.559,0.000,0.261,0.000,0.261,0.000,0.000,0.000
352,119.628,18094.169,17805.983,12949.876,0.000,18094.169,0.000,1.005,20.528,0.000,0.260,0.000,0.260,0.000,0.000,0.000
353,120.005,18307.708,17846.345,12932.178,0.000,18307.708,0.000,1.004,20.491,0.000,0.260,0.000,0.259,0.000,0.000,0.000
354,120.382,18757.753,17891.421,12914.480,0.000,18757.753,0.000,1.003,20.448,0.000,0.260,0.000,0.257,0.000,0.000,0.000
355,120.759,18432.259,17940.856,12896.782,0.000,18432.259,0.000,1.003,20.399,0.000,0.260,0.000,0.256,0.000,0.000,0.000
356,121.136,18673.958,17994.216,12879.084,0.000,18673.958,0.000,1.004,20.345,0.000,0.260,0.000,0.255,0.000,0.000,0.000
357,121.513,18932.683,18050.989,12861.386,0.000,18932.683,0.000,1.005,20.285,0.000,0.260,0.000,0.253,0.000,0.000,0.000
358,121.890,18852.560,18110.581,12843.688,0.000,18852.560,0.000,1.007,20.220,0.000,0.260,0.000,0.252,0.000,0.000,0.000
359,122.267,18908.747,18172.324,12825.991,0.000,18908.747,0.000,1.009,20.151,0.000,0.261,0.000,0.251,0.000,0.000,0.000
360,122.643,18976.301,18235.482,12808.293,0.000,18976.301,0.000,1.011,20.079,0.000,0.262,0.000,0.249,0.000,0.000,0.000
361,123.020,18783.468,18299.258,12790.595,0.000,18783.468,0.000,1.013,20.005,0.000,0.262,0.000,0.248,0.000,0.000,0.000
362,123.397,19370.516,18362.808,12772.897,0.000,19370.516,0.000,1.016,19.930,0.000,0.263,0.000,0.247,0.000,0.000,0.000
363,123.774,19289.403,18425.258,12755.199,0.000,19289.403,0.000,1.019,19.856,0.000,0.264,0.000,0.246,0.000,0.000,0.000
364,124.150,19430.294,18485.711,12737.501,0.000,19430.294,0.000,1.021,19.784,0.000,0.265,0.000,0.245,0.000,0.000,0.000
365,124.527,19346.494,18543.276,12719.803,0.000,19346.494,0.000,1.023,19.715,0.000,0.266,0.000,0.244,0.000,0.000,0.000
366,124.904,19677.198,18597.077,12702.105,0.000,19677.198,0.000,1.025,19.651,0.000,0.267,0.000,0.243,0.000,0.000,0.000
367,125.280,19855.090,18646.277,12684.407,0.000,19855.090,0.000,1.027,19.594,0.000,0.267,0.000,0.243,0.000,0.000,0.000
368,125.657,19857.382,18690.096,12666.710,0.000,19857.382,0.000,1.028,19.545,0.000,0.268,0.000,0.242,0.000,0.000,0.000
369,126.033,19759.282,18727.827,12649.012,0.000,19759.282,0.000,1.029,19.504,0.000,0.269,0.000,0.242,0.000,0.000,0.000
370,126.410,20176.071,18758.853,12631.314,0.000,20176.071,0.000,1.030,19.474,0.000,0.269,0.000,0.241,0.000,0.000,0.000
371,126.786,20304.899,18782.663,12613.616,0.000,20304.899,0.000,1.030,19.454,0.000,0.270,0.000,0.241,0.000,0.000,0.000
372,127.163,20701.915,18798.863,12595.918,0.000,20701.915,0.000,1.029,19.447,0.000,0.270,0.000,0.240,0.000,0.000,0.000
373,127.539,20576.826,18807.183,12578.220,0.000,20576.826,0.000,1.028,19.451,0.000,0.271,0.000,0.240,0.000,0.000,0.000
374,127.916,20431.629,18807.485,12560.522,0.000,20431.629,0.000,1.026,19.469,0.000,0.271,0.000,0.240,0.000,0.000,0.000
375,128.292,20475.716,18799.766,12542.824,0.000,20475.716,0.000,1.024,19.499,0.000,0.271,0.000,0.240,0.000,0.000,0.000
376,128.668,20607.863,18784.156,12525.127,0.000,20607.863,0.000,1.021,19.542,0.000,0.271,0.000,0.240,0.000,0.000,0.000
377,129.045,20454.231,18760.912,12507.429,0.000,20454.231,0.000,1.018,19.597,0.000,0.271,0.000,0.240,0.000,0.000,0.000
378,129.421,20580.877,18730.411,12489.731,0.000,20580.877,0.000,1.015,19.664,0.000,0.271,0.000,0.240,0.000,0.000,0.000
379,129.797,20737.212,18693.142,12472.033,0.000,20737.212,0.000,1.012,19.742,0.000,0.271,0.000,0.239,0.000,0.000,0.000
380,130.174,20447.327,18649.688,12454.335,0.000,20447.327,0.000,1.008,19.830,0.000,0.271,0.000,0.239,0.000,0.000,0.000
381,130.550,20145.760,18600.713,12436.637,0.000,20145.760,0.000,1.004,19.928,0.000,0.271,0.000,0.239,0.000,0.000,0.000
382,130.926,20138.513,18546.943,12418.939,0.000,20138.513,0.000,1.001,20.033,0.000,0.270,0.000,0.239,0.000,0.000,0.000
383,131.302,20313.326,18489.152,12401.241,0.000,20313.326,0.000,0.997,20.145,0.000,0.270,0.000,0.239,0.000,0.000,0.000
384,131.678,20454.752,18428.138,12383.543,0.000,20454.752,0.000,0.994,20.262,0.000,0.270,0.000,0.238,0.000,0.000,0.000
385,132.054,20043.346,18364.708,12365.846,0.000,20043.346,0.000,0.991,20.382,0.000,0.270,0.000,0.238,0.000,0.000,0.000
386,132.431,20147.190,18299.662,12348.148,0.000,20147.190,0.000,0.988,20.504,0.000,0.270,0.000,0.238,0.000,0.000,0.000
387,132.807,19953.294,18233.771,12330.450,0.000,19953.294,0.000,0.986,20.626,0.000,0.270,0.000,0.237,0.000,0.000,0.000
388,133.183,19929.924,18167.770,12312.752,0.000,19929.924,0.000,0.984,20.747,0.000,0.270,0.000,0.237,0.000,0.000,0.000
389,133.559,19497.229,18102.341,12295.054,0.000,19497.229,0.000,0.982,20.866,0.000,0.271,0.000,0.237,0.000,0.000,0.000
390,133.935,19335.737,18038.104,12277.356,0.000,19335.737,0.000,0.982,20.979,0.000,0.271,0.000,0.236,0.000,0.000,0.000
391,134.310,19524.076,17975.609,12259.658,0.000,19524.076,0.000,0.981,21.087,0.000,0.272,0.000,0.236,0.000,0.000,0.000
392,134.686,19379.689,17915.335,12241.960,0.000,19379.689,0.000,0.982,21.188,0.000,0.272,0.000,0.236,0.000,0.000,0.000
393,135.062,19045.278,17857.681,12224.262,0.000,19045.278,0.000,0.983,21.281,0.000,0.273,0.000,0.236,0.000,0.000,0.000
394,135.438,18907.438,17802.969,12206.565,0.000,18907.438,0.000,0.984,21.365,0.000,0.274,0.000,0.235,0.000,0.000,0.000
395,135.814,18975.501,17751.450,12188.867,0.000,18975.501,0.000,0.986,21.438,0.000,0.275,0.000,0.235,0.000,0.000,0.000
