arm;node_kev;bin;dep_kev;compton
node_1436.6;1436.5940402914039;481;962.0;0.00010586373537080362
node_1436.6;1436.5940402914039;482;964.0;0.00010670100164134055
node_1436.6;1436.5940402914039;483;966.0;0.00010149357694899663
node_1436.6;1436.5940402914039;484;968.0;0.00010268288315273821
node_1436.6;1436.5940402914039;485;970.0;0.00011579857527976856
node_1436.6;1436.5940402914039;486;972.0;9.4856273790355772E-05
node_1436.6;1436.5940402914039;487;974.0;0.00011987393372692168
node_1436.6;1436.5940402914039;488;976.0;0.00010631386248860508
node_1436.6;1436.5940402914039;489;978.0;0.00011380684009054676
node_1436.6;1436.5940402914039;490;980.0;0.00011210219236090779
node_1436.6;1436.5940402914039;491;982.0;9.61738041951321E-05
node_1436.6;1436.5940402914039;492;984.0;0.00011130656639579684
node_1436.6;1436.5940402914039;493;986.0;0.00012922671157866716
node_1436.6;1436.5940402914039;494;988.0;0.00011347385589033365
node_1436.6;1436.5940402914039;495;990.0;0.00010537325579207391
node_1436.6;1436.5940402914039;496;992.0;0.00011051171168219298
node_1436.6;1436.5940402914039;497;994.0;9.8818345577456057E-05
node_1436.6;1436.5940402914039;498;996.0;0.00012609823897946626
node_1436.6;1436.5940402914039;499;998.0;0.00010036702587967739
node_1436.6;1436.5940402914039;500;1000.0;0.00012733241601381451
node_1436.6;1436.5940402914039;501;1002.0;9.81683551799506E-05
node_1436.6;1436.5940402914039;502;1004.0;0.00011567562614800408
node_1436.6;1436.5940402914039;503;1006.0;9.7787793492898345E-05
node_1436.6;1436.5940402914039;504;1008.0;9.9300697911530733E-05
node_1436.6;1436.5940402914039;505;1010.0;0.00013316409604158252
node_1436.6;1436.5940402914039;506;1012.0;8.8728666014503688E-05
node_1436.6;1436.5940402914039;507;1014.0;0.0001283306919503957
node_1436.6;1436.5940402914039;508;1016.0;0.00013096636394038796
node_1436.6;1436.5940402914039;509;1018.0;0.00011404154793126509
node_1436.6;1436.5940402914039;510;1020.0;9.7701369668357074E-05
node_1436.6;1436.5940402914039;511;1022.0;9.6960022347047925E-05
node_1436.6;1436.5940402914039;512;1024.0;0.00013269532064441592
node_1436.6;1436.5940402914039;513;1026.0;0.00012292178871575743
node_1436.6;1436.5940402914039;514;1028.0;9.81327029876411E-05
node_1436.6;1436.5940402914039;515;1030.0;0.00011534541408764198
node_1436.6;1436.5940402914039;516;1032.0;9.4982286100275815E-05
node_1436.6;1436.5940402914039;517;1034.0;0.00013542997476179153
node_1436.6;1436.5940402914039;518;1036.0;0.00011987945617875084
node_1436.6;1436.5940402914039;519;1038.0;9.3264388851821423E-05
node_1436.6;1436.5940402914039;520;1040.0;0.00011147977056680247
node_1436.6;1436.5940402914039;521;1042.0;0.00012068089563399553
node_1436.6;1436.5940402914039;522;1044.0;0.00011256981088081375
node_1436.6;1436.5940402914039;523;1046.0;0.00012091152893844992
node_1436.6;1436.5940402914039;524;1048.0;0.00011226731294300407
node_1436.6;1436.5940402914039;525;1050.0;0.00012663303641602397
node_1436.6;1436.5940402914039;526;1052.0;0.000120286233141087
node_1436.6;1436.5940402914039;527;1054.0;0.00012149291433161125
node_1436.6;1436.5940402914039;528;1056.0;9.7672615083865821E-05
node_1436.6;1436.5940402914039;529;1058.0;0.00014150046627037227
node_1436.6;1436.5940402914039;530;1060.0;0.00011361039651092142
node_1436.6;1436.5940402914039;531;1062.0;0.00010093756282003596
node_1436.6;1436.5940402914039;532;1064.0;0.00012279748625587672
node_1436.6;1436.5940402914039;533;1066.0;0.00010611668403726071
node_1436.6;1436.5940402914039;534;1068.0;0.00012944094487465918
node_1436.6;1436.5940402914039;535;1070.0;0.00010932970326393843
node_1436.6;1436.5940402914039;536;1072.0;0.00012938506552018225
node_1436.6;1436.5940402914039;537;1074.0;9.7847048891708255E-05
node_1436.6;1436.5940402914039;538;1076.0;0.00010857227607630193
node_1436.6;1436.5940402914039;539;1078.0;0.00012563052587211132
node_1436.6;1436.5940402914039;540;1080.0;0.00012267852434888482
node_1436.6;1436.5940402914039;541;1082.0;0.00011474131315480918
node_1504.3;1504.2525628024082;481;962.0;9.1508780315052718E-05
node_1504.3;1504.2525628024082;482;964.0;0.0001083909664885141
node_1504.3;1504.2525628024082;483;966.0;9.4145019829738885E-05
node_1504.3;1504.2525628024082;484;968.0;8.2909638877026737E-05
node_1504.3;1504.2525628024082;485;970.0;9.04236949281767E-05
node_1504.3;1504.2525628024082;486;972.0;8.9235720224678516E-05
node_1504.3;1504.2525628024082;487;974.0;0.00010295889660483226
node_1504.3;1504.2525628024082;488;976.0;9.828240581555292E-05
node_1504.3;1504.2525628024082;489;978.0;9.318965021520853E-05
node_1504.3;1504.2525628024082;490;980.0;8.72187883942388E-05
node_1504.3;1504.2525628024082;491;982.0;8.8081316789612174E-05
node_1504.3;1504.2525628024082;492;984.0;9.96998933260329E-05
node_1504.3;1504.2525628024082;493;986.0;0.000102296078694053
node_1504.3;1504.2525628024082;494;988.0;8.7292806711047888E-05
node_1504.3;1504.2525628024082;495;990.0;0.00010028741235146299
node_1504.3;1504.2525628024082;496;992.0;5.4570359679928515E-06
node_1504.3;1504.2525628024082;497;994.0;9.19618469197303E-05
node_1504.3;1504.2525628024082;498;996.0;0.00012201604113215581
node_1504.3;1504.2525628024082;499;998.0;0.00016886349476408213
node_1504.3;1504.2525628024082;500;1000.0;0.00010328793723601848
node_1504.3;1504.2525628024082;501;1002.0;0.00010684277367545292
node_1504.3;1504.2525628024082;502;1004.0;8.028538286453113E-05
node_1504.3;1504.2525628024082;503;1006.0;0.00010446250234963372
node_1504.3;1504.2525628024082;504;1008.0;7.3431481723673642E-05
node_1504.3;1504.2525628024082;505;1010.0;0.00012115629215259105
node_1504.3;1504.2525628024082;506;1012.0;9.2053684056736529E-05
node_1504.3;1504.2525628024082;507;1014.0;0.00010309600475011393
node_1504.3;1504.2525628024082;508;1016.0;0.00010448996181366965
node_1504.3;1504.2525628024082;509;1018.0;0.00011111868661828339
node_1504.3;1504.2525628024082;510;1020.0;0.00010379144077887759
node_1504.3;1504.2525628024082;511;1022.0;9.7551688668318093E-05
node_1504.3;1504.2525628024082;512;1024.0;8.5590792878065258E-05
node_1504.3;1504.2525628024082;513;1026.0;0.00010367293725721538
node_1504.3;1504.2525628024082;514;1028.0;9.96603921521455E-05
node_1504.3;1504.2525628024082;515;1030.0;0.00010207859304500744
node_1504.3;1504.2525628024082;516;1032.0;0.00010326442861696705
node_1504.3;1504.2525628024082;517;1034.0;0.00010827097139554098
node_1504.3;1504.2525628024082;518;1036.0;9.7932752396445721E-05
node_1504.3;1504.2525628024082;519;1038.0;0.0001042191797751002
node_1504.3;1504.2525628024082;520;1040.0;0.00010625005961628631
node_1504.3;1504.2525628024082;521;1042.0;0.00010822249896591529
node_1504.3;1504.2525628024082;522;1044.0;0.00010096826736116782
node_1504.3;1504.2525628024082;523;1046.0;9.1459922259673476E-05
node_1504.3;1504.2525628024082;524;1048.0;0.00010372539691161364
node_1504.3;1504.2525628024082;525;1050.0;0.00012724789849016815
node_1504.3;1504.2525628024082;526;1052.0;8.1056052295025438E-05
node_1504.3;1504.2525628024082;527;1054.0;9.1858586529269814E-05
node_1504.3;1504.2525628024082;528;1056.0;0.00011464150884421542
node_1504.3;1504.2525628024082;529;1058.0;0.0001051372237270698
node_1504.3;1504.2525628024082;530;1060.0;0.00011452813487267122
node_1504.3;1504.2525628024082;531;1062.0;9.0995461505372077E-05
node_1504.3;1504.2525628024082;532;1064.0;9.7105454187840223E-05
node_1504.3;1504.2525628024082;533;1066.0;0.00011500431719468907
node_1504.3;1504.2525628024082;534;1068.0;0.00013066492101643234
node_1504.3;1504.2525628024082;535;1070.0;7.9368379374500364E-05
node_1504.3;1504.2525628024082;536;1072.0;0.00011896018986590207
node_1504.3;1504.2525628024082;537;1074.0;8.6706480942666531E-05
node_1504.3;1504.2525628024082;538;1076.0;0.00010076813487103209
node_1504.3;1504.2525628024082;539;1078.0;0.00011257448204560205
node_1504.3;1504.2525628024082;540;1080.0;9.6232070063706487E-05
node_1504.3;1504.2525628024082;541;1082.0;0.00012385514855850488
image_1460.8;1460.8;481;962.0;9.2730008324571191E-05
image_1460.8;1460.8;482;964.0;9.496323539446357E-05
image_1460.8;1460.8;483;966.0;7.092894756557945E-05
image_1460.8;1460.8;484;968.0;0.00010219092447615489
