spectrum,geom,rho,ring,arm,A_Th-232,z_Th-232,A_Ra-226,z_Ra-226,A_Ac-228,A_Pb-212,A_Tl-208,A_Pb-214,A_Bi-214,chi2ndf,chi2pois,resid,pk238,pk338,pk583,pk911,pk2614,spline,gain,offset,res1394,res1461,band1000,live,key
contact_cal0809,contact,4.2,Fe1.0,eq,976.343,239.181,148.132,39.85,976.343,976.343,976.343,148.132,148.132,2.11125,5.5,0.177208,-0.00521513,0.00846686,0.00554341,0.0402534,0.0549892,8.53672,1.00721,-22.2366,262.78,-20.614,18.7119,3546.9,contact_cal0809__AS80_p67_contact_r42__eq
contact_cal0809,contact,4.345,Fe1.0,eq,1009.54,229.911,147.803,38.6422,1009.54,1009.54,1009.54,147.803,147.803,2.1509,5.74022,0.181867,-0.0261887,0.012259,0.0112491,0.0573745,0.0856167,8.35548,1.00709,-22.4474,307.879,-5.654,18.8956,3546.9,contact_cal0809__AS80_p67_contact_p13__eq
contact_cal0809_s1,contact,3.3,Al1.0,eq,930.964,255.607,172.93,50.1221,930.964,930.964,930.964,172.93,172.93,1.89111,10.2263,0.248836,-0.00799044,0.0141228,0.0117771,0.0159354,0.0204812,9.44688,1.00633,-6.52648,487.726,-196.211,19.1825,3546.9,contact_cal0809_s1__AS80_p88_contact_r33_al__eq
contact_cal0809_s1,contact,2.8,Fe1.0,eq,906.656,282.188,168.187,53.6415,906.656,906.656,906.656,168.187,168.187,1.62511,8.76691,0.228307,-0.00446359,0.0115096,0.0027482,0.00531666,0.0256514,10.6143,1.0065,-6.24664,484.264,-222.414,19.1436,3546.9,contact_cal0809_s1__AS80_p67_contact_r28__eq
contact_cal0809_s1,contact,3.3,Fe1.0,eq,929.707,255.002,173.808,50.247,929.707,929.707,929.707,173.808,173.808,1.8975,10.2651,0.249358,-0.00810753,0.0139587,0.0126584,0.0163478,0.0229309,9.12404,1.00628,-6.46637,512.149,-182.083,19.1993,3546.9,contact_cal0809_s1__AS80_p67_contact_r33__eq
contact_cal0809_s1,contact,3.8,Fe1.0,eq,952.64,249.092,167.667,46.2123,952.64,952.64,952.64,167.667,167.667,2.05231,11.3607,0.263709,-0.00736301,0.0131211,0.0115025,0.0276094,0.0373799,8.27949,1.00625,-12.105,526.99,-163.28,19.1803,3546.9,contact_cal0809_s1__AS80_p67_contact_r38__eq
contact_cal0809_s1,contact,4.2,Fe1.0,eq,969.16,237.372,170.778,45.3367,969.16,969.16,969.16,170.778,170.778,2.1466,11.7952,0.269181,-0.0107331,0.0136561,0.0134568,0.0311029,0.0416665,7.4362,1.00616,-12.1206,529.852,-167.307,19.2196,3546.9,contact_cal0809_s1__AS80_p67_contact_r42__eq
contact_cal0809_s1,contact,4.345,Fe1.0,eq,997.295,220.84,172.668,44.0621,997.295,997.295,997.295,172.668,172.668,2.21753,12.0849,0.272752,-0.0324737,0.0162893,0.0183916,0.0455323,0.0688536,7.45199,1.00597,-12.1698,569.602,-154.389,19.3335,3546.9,contact_cal0809_s1__AS80_p67_contact_p13__eq
edge1709,edge93,2.8,Al1.0,eq,929.945,304.191,137.681,44.6792,929.945,929.945,929.945,137.681,137.681,1.39188,1.50045,0.0581795,0.0029896,-0.00567947,-0.0235109,0.0019612,0.0572017,19.6439,1.0078,-24.9448,1147.1,-1800.42,21.089,80070.6,edge1709__AS80_p88_edge93_r28_al__eq
edge1709,edge93,3.3,Al1.0,eq,977.115,298.204,138.758,40.2274,977.115,977.115,977.115,138.758,138.758,1.58858,1.98675,0.0817049,-0.0104921,-0.00444359,-0.0146716,0.0180952,0.0800677,19.5257,1.00781,-25.3192,827.306,-2378.4,21.3529,80070.6,edge1709__AS80_p88_edge93_r33_al__eq
edge1709,edge93,3.8,Al1.0,eq,1018.11,276.365,146.615,38.9581,1018.11,1018.11,1018.11,146.615,146.615,1.73482,2.31901,0.094459,-0.0270987,-0.00382927,-0.0114922,0.0216763,0.0937025,19.2118,1.0077,-25.555,880.07,-2163.61,21.4363,80070.6,edge1709__AS80_p88_edge93_r38_al__eq
edge1709,edge93,3.3,Fe0.5,eq,982.051,293.858,142.679,40.4985,982.051,982.051,982.051,142.679,142.679,1.62223,2.0795,0.085459,-0.0128517,-0.00378414,-0.0143003,0.0173173,0.0821799,19.5219,1.00782,-25.362,775.045,-2237.83,21.3457,80070.6,edge1709__AS80_p67_edge93_r33_ring05__eq
edge1709,edge93,2.8,Fe1.0,eq,960.467,295.862,141.786,43.4051,960.467,960.467,960.467,141.786,141.786,1.45448,1.66655,0.0671482,-0.00070775,-0.00544486,-0.0224612,0.00727416,0.0705848,18.9545,1.00774,-25.1197,1325.94,-1617.2,21.1622,80070.6,edge1709__AS80_p67_edge93_r28__eq
edge1709,edge93,3.3,Fe1.0,eq,1010.22,290.94,147.537,40.6708,1010.22,1010.22,1010.22,147.537,147.537,1.64001,2.14594,0.0880497,-0.0149323,-0.00203648,-0.017629,0.0170387,0.0931021,18.4341,1.00768,-25.2096,1073.07,-1726.06,21.1483,80070.6,edge1709__AS80_p67_edge93_r33__eq
edge1709,edge93,3.8,Fe1.0,eq,1037.24,270.338,161.917,41.888,1037.24,1037.24,1037.24,161.917,161.917,1.71472,2.47202,0.0997879,-0.0436699,-0.00124082,-0.012202,0.0178476,0.0976864,18.7175,1.00957,-29.7539,1062.07,-1843.78,21.3532,80070.6,edge1709__AS80_p67_edge93_r38__eq
edge1709,edge93,4.2,Fe1.0,eq,1016,223.768,218.275,51.4956,1016,1016,1016,218.275,218.275,1.9001,3.58509,0.132248,-0.102511,0.000192532,-0.00432286,0.00581068,0.0648452,18.664,1.01108,-39.3139,321.35,-2222.35,21.6259,80070.6,edge1709__AS80_p67_edge93_r42__eq
edge1709,edge93,4.345,Fe1.0,eq,1038.16,232.283,235.869,52.5375,1038.16,1038.16,1038.16,235.869,235.869,1.93912,3.99071,0.142245,-0.141505,-0.0118119,-0.00792472,0.0134654,0.0799645,20.2758,1.01113,-40.171,551.167,-1799.41,21.6494,80070.6,edge1709__AS80_p67_edge93_p13__eq
edge1709,edge93,3.3,Fe2.0,eq,1041.73,280.627,158.651,40.9117,1041.73,1041.73,1041.73,158.651,158.651,1.71542,2.31758,0.0944138,-0.0205847,-0.00570785,-0.0141019,0.0178596,0.101449,17.9706,1.00782,-25.8069,535.015,-2007.28,21.2502,80070.6,edge1709__AS80_p67_edge93_r33_ring20__eq
edge1709_s1,edge93,2.8,Al1.0,eq,912.085,272.12,182.011,53.7713,912.085,912.085,912.085,182.011,182.011,1.6557,1.95969,0.0804685,-0.00289351,0.00351477,-0.00877542,-0.00886549,0.0398439,16.6653,1.00576,-9.99268,8857.14,-5595.12,30.5159,80070.6,edge1709_s1__AS80_p88_edge93_r28_al__eq
edge1709_s1,edge93,3.3,Al1.0,eq,959.363,274.46,186.775,50.604,959.363,959.363,959.363,186.775,186.775,1.79402,2.25,0.0918424,-0.0157553,0.00440816,0.000964024,0.00731369,0.0643597,16.3291,1.00557,-9.75585,8478.67,-6214.18,30.7911,80070.6,edge1709_s1__AS80_p88_edge93_r33_al__eq
edge1709_s1,edge93,3.8,Al1.0,eq,998.377,256.963,196.83,49.5939,998.377,998.377,998.377,196.83,196.83,1.90336,2.47811,0.0998717,-0.0344234,0.00389215,0.003767,0.0102218,0.0779295,15.971,1.00534,-9.61303,8552.86,-5972.21,30.7875,80070.6,edge1709_s1__AS80_p88_edge93_r38_al__eq
edge1709_s1,edge93,3.3,Fe0.5,eq,965.285,272.386,191.587,51.2317,965.285,965.285,965.285,191.587,191.587,1.80247,2.29687,0.0935483,-0.0182636,0.0050891,0.00181992,0.00700087,0.06713,16.1972,1.00554,-9.69531,8439.24,-6052.23,30.743,80070.6,edge1709_s1__AS80_p67_edge93_r33_ring05__eq
edge1709_s1,edge93,2.8,Fe1.0,eq,944.733,270.55,188.43,53.4889,944.733,944.733,944.733,188.43,188.43,1.66798,2.00807,0.0824717,-0.00557518,0.00383352,-0.00670771,-0.00260341,0.055483,15.7028,1.00561,-9.94132,9073.46,-5366.47,30.6628,80070.6,edge1709_s1__AS80_p67_edge93_r28__eq
edge1709_s1,edge93,3.3,Fe1.0,eq,992.696,269.911,198.157,51.5174,992.696,992.696,992.696,198.157,198.157,1.81812,2.33401,0.0948784,-0.0206326,0.00634585,-0.00127331,0.00661167,0.0776742,15.0587,1.0054,-9.56703,8768.62,-5477.09,30.6793,80070.6,edge1709_s1__AS80_p67_edge93_r33__eq
edge1709_s1,edge93,3.8,Fe1.0,eq,1024.39,257.347,204.768,49.981,1024.39,1024.39,1024.39,204.768,204.768,1.93221,2.5988,0.103875,-0.0398942,0.00466038,0.00184379,0.0102928,0.0876692,15.4871,1.0054,-9.65294,8847.37,-5662.69,30.926,80070.6,edge1709_s1__AS80_p67_edge93_r38__eq
edge1709_s1,edge93,4.2,Fe1.0,eq,1042.48,256.43,209.208,51.4511,1042.48,1042.48,1042.48,209.208,209.208,1.98788,2.7901,0.109921,-0.0607897,0.00349903,-0.000483238,0.00775798,0.0824668,16.0484,1.00537,-9.67034,8464.95,-5939.66,30.5964,80070.6,edge1709_s1__AS80_p67_edge93_r42__eq
edge1709_s1,edge93,4.345,Fe1.0,eq,1035.11,233.576,250.543,56.4219,1035.11,1035.11,1035.11,250.543,250.543,2.15579,3.58674,0.132128,-0.127701,-0.00884417,-0.00220477,0.00600101,0.0747726,18.1623,1.0065,-15.667,8491.09,-5593.88,30.7867,80070.6,edge1709_s1__AS80_p67_edge93_p13__eq
edge1709_s1,edge93,3.3,Fe2.0,eq,1024.77,264.113,210.763,51.8894,1024.77,1024.77,1024.77,210.763,210.763,1.85537,2.44032,0.0985864,-0.0258418,0.00242934,0.00233917,0.00785285,0.0852188,14.5005,1.00544,-9.78773,8226.14,-5774.06,30.433,80070.6,edge1709_s1__AS80_p67_edge93_r33_ring20__eq
edge93,edge93,2.8,Al1.0,eq,822.443,177.023,118.852,25.7208,822.443,822.443,822.443,118.852,118.852,1.1814,19.5094,0.541829,0.00418046,-0.000799287,-0.028632,-0.0128222,0.0178073,21.3337,1.00813,-19.6423,840.819,-409.418,38.0502,23492.2,edge93__AS80_p88_edge93_r28_al__eq
edge93,edge93,3.3,Al1.0,eq,873.784,173.265,123.25,25.0214,873.784,873.784,873.784,123.25,123.25,1.21995,19.5549,0.542494,-0.00538675,0.00211462,-0.015311,0.00766428,0.0495621,20.2928,1.00797,-19.7274,763.818,-543.918,38.217,23492.2,edge93__AS80_p88_edge93_r33_al__eq
edge93,edge93,3.8,Al1.0,eq,922.47,169.066,129.282,24.7075,922.47,922.47,922.47,129.282,129.282,1.26342,19.61,0.543299,-0.0162313,0.00430394,-0.00888964,0.0166513,0.0730531,19.253,1.00777,-19.7743,794.554,-465.676,38.2236,23492.2,edge93__AS80_p88_edge93_r38_al__eq
edge93,edge93,3.3,Fe0.5,eq,882.086,172.272,126.458,25.3086,882.086,882.086,882.086,126.458,126.458,1.22777,19.5693,0.542671,-0.00670037,0.00305328,-0.0138253,0.00865341,0.0574537,20.011,1.00798,-19.7657,757.086,-496.211,38.1714,23492.2,edge93__AS80_p67_edge93_r33_ring05__eq
edge93,edge93,2.8,Fe1.0,eq,855.794,176.571,124.533,25.9378,855.794,855.794,855.794,124.533,124.533,1.18406,19.515,0.541876,0.00258639,0.000524268,-0.0246121,-0.00456238,0.0376775,20.0441,1.00799,-19.7016,887.699,-349.838,38.1233,23492.2,edge93__AS80_p67_edge93_r28__eq
edge93,edge93,3.3,Fe1.0,eq,907.312,171.728,131.327,25.6068,907.312,907.312,907.312,131.327,131.327,1.23345,19.5778,0.542796,-0.00848995,0.00495574,-0.0169763,0.00844717,0.0633773,18.9231,1.0078,-19.6498,831.726,-373.021,38.1158,23492.2,edge93__AS80_p67_edge93_r33__eq
edge93,edge93,3.8,Fe1.0,eq,951.446,167.022,134.537,24.6865,951.446,951.446,951.446,134.537,134.537,1.2832,19.6428,0.543745,-0.0185176,0.00617734,-0.00977521,0.0190595,0.085001,18.5597,1.00783,-19.9491,874.783,-387.224,38.2593,23492.2,edge93__AS80_p67_edge93_r38__eq
edge93,edge93,4.2,Fe1.0,eq,967.476,169.659,161.476,28.0065,967.476,967.476,967.476,161.476,161.476,1.33428,19.7293,0.545037,-0.047654,0.0158585,-0.00225064,0.0195143,0.0823124,18.0664,1.00918,-26.2722,741.124,-440.7,38.1987,23492.2,edge93__AS80_p67_edge93_r42__eq
edge93,edge93,4.345,Fe1.0,eq,991.869,159.359,175.581,28.3008,991.869,991.869,991.869,175.581,175.581,1.40129,19.8581,0.54691,-0.0818623,0.00479066,-0.0060218,0.0289186,0.0987091,19.7766,1.00902,-26.6684,809,-328.905,38.2217,23492.2,edge93__AS80_p67_edge93_p13__eq
edge93,edge93,3.3,Fe2.0,eq,942.47,169.756,140.233,25.9492,942.47,942.47,942.47,140.233,140.233,1.25315,19.6067,0.543217,-0.0113413,0.00194561,-0.011808,0.0122048,0.0789048,18.048,1.00793,-20.1923,698.585,-421.201,38.0422,23492.2,edge93__AS80_p67_edge93_r33_ring20__eq
edge93_s1,edge93,2.8,Al1.0,eq,808.425,157.114,150.174,29.2963,808.425,808.425,808.425,150.174,150.174,1.43025,19.9176,0.544837,-0.00278452,0.00687683,-0.0183821,-0.0275574,-0.000504347,19.0732,1.00784,-8.01136,3032.51,-1665.11,45.2729,23492.2,edge93_s1__AS80_p88_edge93_r28_al__eq
edge93_s1,edge93,3.3,Al1.0,eq,859.662,156.288,156.045,28.9678,859.662,859.662,859.662,156.045,156.045,1.43711,19.9018,0.544609,-0.0122594,0.00950359,-0.0047702,-0.00759421,0.0308056,17.9124,1.00741,-7.59049,2956.2,-1795.55,45.4984,23492.2,edge93_s1__AS80_p88_edge93_r33_al__eq
edge93_s1,edge93,3.8,Al1.0,eq,909.182,165.117,163.748,28.9018,909.182,909.182,909.182,163.748,163.748,1.4607,19.9219,0.544931,-0.0230252,0.0112594,0.00200876,0.00171608,0.0564397,16.6748,1.00709,-7.343,2992.43,-1698.87,45.4684,23492.2,edge93_s1__AS80_p88_edge93_r38_al__eq
edge93_s1,edge93,3.3,Fe0.5,eq,869.903,156.845,160.105,29.4876,869.903,869.903,869.903,160.105,160.105,1.42859,19.8837,0.544347,-0.0131162,0.0107732,-0.00242742,-0.00562267,0.0388192,17.418,1.00735,-7.54612,2953.94,-1737.62,45.4284,23492.2,edge93_s1__AS80_p67_edge93_r33_ring05__eq
edge93_s1,edge93,2.8,Fe1.0,eq,842.181,158.575,156.65,29.6764,842.181,842.181,842.181,156.65,156.65,1.40952,19.8651,0.544078,-0.00436271,0.00804506,-0.0142961,-0.0192306,0.0173586,17.6875,1.00765,-7.96838,3089.08,-1595.55,45.4057,23492.2,edge93_s1__AS80_p67_edge93_r28__eq
edge93_s1,edge93,3.3,Fe1.0,eq,894.065,161.867,166.041,30.041,894.065,894.065,894.065,166.041,166.041,1.43232,19.8829,0.544368,-0.0151839,0.0121853,-0.00556425,-0.00620383,0.0463506,16.3518,1.0072,-7.43342,3019.18,-1622.45,45.3551,23492.2,edge93_s1__AS80_p67_edge93_r33__eq
edge93_s1,edge93,3.8,Fe1.0,eq,937.763,159.257,169.293,29.1146,937.763,937.763,937.763,169.293,169.293,1.46211,19.9241,0.544962,-0.0251685,0.0128088,0.000966485,0.00409953,0.0685261,16.0297,1.00711,-7.32686,3014.34,-1716.27,45.5086,23492.2,edge93_s1__AS80_p67_edge93_r38__eq
edge93_s1,edge93,4.2,Fe1.0,eq,966.891,165.591,172.724,28.5896,966.891,966.891,966.891,172.724,172.724,1.4889,19.961,0.545526,-0.0368412,0.0145833,0.00235239,0.00716538,0.0741429,15.9586,1.00699,-7.18129,2894.12,-1823.9,45.2351,23492.2,edge93_s1__AS80_p67_edge93_r42__eq
edge93_s1,edge93,4.345,Fe1.0,eq,959.022,154.278,216.335,34.699,959.022,959.022,959.022,216.335,216.335,1.60366,20.2277,0.54935,-0.104207,0.00541468,0.002612,0.00652396,0.0661155,18.0366,1.00849,-15.2229,2885.28,-1751.3,45.3722,23492.2,edge93_s1__AS80_p67_edge93_p13__eq
edge93_s1,edge93,3.3,Fe2.0,eq,930.596,170.866,176.038,30.5324,930.596,930.596,930.596,176.038,176.038,1.43107,19.8833,0.544406,-0.0173783,0.0091218,-0.000111549,-0.00174539,0.0621957,15.3153,1.00721,-7.5957,2899.81,-1655.63,45.1188,23492.2,edge93_s1__AS80_p67_edge93_r33_ring20__eq
