ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Th-L
97,24.955,605.222,620.712,441.606,282.227,104.824,88.231,68.156,6.859,1.124,0.166,0.068,61.854,4.580,2.619
98,25.293,592.334,639.645,459.685,273.205,109.138,91.860,86.026,7.141,1.170,0.173,0.071,64.397,4.768,1.692
99,25.630,638.259,654.899,471.706,260.305,112.018,94.280,107.434,7.329,1.201,0.178,0.073,66.092,4.894,1.093
100,25.968,583.187,666.546,477.678,244.442,113.468,95.498,131.638,7.423,1.217,0.180,0.074,66.941,4.957,0.706
101,26.306,725.704,675.116,478.040,227.211,113.593,95.600,157.385,7.430,1.218,0.180,0.075,67.004,4.961,0.456
102,26.644,727.591,681.360,473.584,210.321,112.568,94.732,183.313,7.362,1.207,0.178,0.074,66.392,4.916,0.295
103,26.982,721.219,685.842,465.297,195.080,110.635,93.100,208.091,7.234,1.186,0.175,0.073,65.244,4.831,0.190
104,27.320,780.442,689.219,454.348,182.278,108.076,90.942,230.890,7.066,1.158,0.171,0.072,63.724,4.718,0.123
105,27.658,729.442,692.582,442.068,172.068,105.205,88.520,251.858,6.877,1.127,0.167,0.070,62.017,4.591,0.079
106,27.996,828.959,697.059,429.773,164.106,102.324,86.090,271.699,6.687,1.096,0.162,0.068,60.308,4.465,0.051
107,28.334,808.257,703.802,418.673,158.171,99.729,83.899,291.041,6.516,1.068,0.158,0.067,58.767,4.350,0.033
108,28.672,771.439,713.187,409.576,154.084,97.622,82.121,309.928,6.377,1.045,0.154,0.066,57.508,4.257,0.021
109,29.010,808.996,724.671,402.825,151.627,96.076,80.813,327.852,6.274,1.028,0.152,0.066,56.579,4.188,0.014
110,29.348,815.809,737.855,398.593,150.640,95.126,80.006,344.478,6.210,1.017,0.150,0.065,56.005,4.145,0.009
111,29.686,811.810,752.538,396.917,151.012,94.789,79.713,359.682,6.186,1.013,0.150,0.066,55.790,4.129,0.006
112,30.024,853.698,768.421,397.644,152.618,95.039,79.916,373.355,6.201,1.016,0.150,0.068,55.915,4.138,0.004
113,30.363,849.737,785.116,400.476,155.288,95.792,80.540,385.493,6.248,1.024,0.151,0.071,56.336,4.169,0.002
114,30.701,847.663,801.676,404.900,158.811,96.924,81.482,395.676,6.319,1.035,0.153,0.072,56.983,4.216,0.002
115,31.039,839.886,817.032,410.333,162.980,98.304,82.631,403.380,6.407,1.049,0.155,0.074,57.773,4.274,0.001
116,31.377,800.513,830.574,416.304,167.641,99.827,83.902,408.417,6.504,1.065,0.157,0.076,58.642,4.338,0.001
117,31.715,867.737,841.972,422.455,172.652,101.395,85.208,410.849,6.603,1.082,0.160,0.079,59.538,4.404,0.000
118,32.054,777.624,851.115,428.525,177.928,102.946,86.497,410.807,6.701,1.098,0.162,0.081,60.423,4.469,0.000
119,32.392,811.661,857.857,434.219,183.379,104.413,87.715,408.407,6.793,1.113,0.164,0.083,61.257,4.530,0.000
120,32.730,802.552,861.874,439.288,188.936,105.747,88.823,403.517,6.877,1.127,0.166,0.086,62.008,4.584,0.000
121,33.069,839.033,863.093,443.626,194.544,106.904,89.779,396.235,6.948,1.138,0.168,0.088,62.655,4.631,0.000
122,33.407,762.069,861.820,447.256,200.216,107.894,90.592,386.823,7.009,1.148,0.170,0.090,63.203,4.671,0.000
123,33.745,783.293,858.507,450.272,205.983,108.741,91.284,375.644,7.059,1.157,0.171,0.093,63.667,4.704,0.000
124,34.084,847.735,853.731,452.813,211.894,109.489,91.897,363.109,7.104,1.164,0.172,0.095,64.072,4.733,0.000
125,34.422,739.550,847.828,454.997,217.956,110.145,92.427,349.535,7.142,1.170,0.173,0.097,64.423,4.757,0.000
126,34.760,743.735,840.986,456.923,224.189,110.740,92.904,335.008,7.175,1.176,0.173,0.100,64.739,4.779,0.000
127,35.099,753.773,833.531,458.707,230.602,111.301,93.352,319.771,7.207,1.181,0.174,0.102,65.037,4.800,0.000
128,35.437,759.995,825.870,460.470,237.202,111.857,93.796,304.154,7.238,1.186,0.175,0.105,65.334,4.820,0.000
129,35.776,733.442,818.456,462.319,243.986,112.451,94.285,288.445,7.271,1.192,0.176,0.107,65.700,4.841,0.000
130,36.114,742.480,811.550,464.345,250.950,113.068,94.781,273.049,7.307,1.197,0.176,0.109,66.047,4.863,0.000
131,36.453,789.666,805.271,466.599,258.101,113.737,95.320,257.956,7.345,1.204,0.177,0.112,66.429,4.889,0.000
132,36.791,764.591,799.640,469.112,265.432,114.466,95.917,243.156,7.388,1.211,0.178,0.114,66.857,4.917,0.000
133,37.130,753.666,794.810,471.906,272.908,115.275,96.663,228.666,7.436,1.219,0.180,0.116,67.396,4.947,0.000
134,37.468,752.595,790.746,474.999,280.574,116.137,97.368,214.747,7.487,1.227,0.181,0.119,67.921,4.981,0.000
135,37.807,718.222,787.644,478.403,288.409,117.072,98.134,201.428,7.544,1.236,0.182,0.121,68.496,5.019,0.000
136,38.146,763.149,785.561,482.122,296.422,118.080,98.965,188.749,7.605,1.246,0.184,0.124,69.124,5.059,0.000
137,38.484,759.708,784.365,486.156,304.605,119.164,99.869,176.572,7.672,1.258,0.185,0.126,69.808,5.103,0.000
138,38.823,719.117,784.006,490.502,312.959,120.317,100.820,164.885,7.743,1.269,0.187,0.129,70.545,5.150,0.000
139,39.162,808.226,784.468,495.145,321.462,121.539,101.828,153.680,7.819,1.282,0.189,0.131,71.335,5.200,0.000
140,39.500,773.747,785.768,500.070,330.095,122.826,102.919,142.974,7.899,1.295,0.191,0.134,72.179,5.254,0.000
141,39.839,810.562,787.975,505.273,338.860,124.180,104.110,132.814,7.984,1.309,0.193,0.136,73.077,5.310,0.000
142,40.178,722.193,791.000,510.744,347.614,125.598,105.284,123.375,8.073,1.323,0.195,0.139,74.029,5.369,0.000
143,40.517,718.861,794.685,516.472,356.052,127.084,106.514,114.723,8.166,1.339,0.197,0.141,75.035,5.431,0.000
144,40.855,841.936,799.026,522.456,364.163,128.643,107.804,106.859,8.263,1.354,0.199,0.144,76.098,5.495,0.000
145,41.194,808.159,804.045,528.690,371.995,130.275,109.153,99.753,8.364,1.371,0.202,0.148,77.219,5.562,0.000
146,41.533,759.197,809.758,535.162,379.608,131.975,110.557,93.370,8.469,1.388,0.204,0.151,78.398,5.632,0.000
147,41.872,791.678,805.246,530.897,383.269,131.108,109.795,87.262,8.406,1.378,0.203,0.154,78.080,5.589,0.000
148,42.211,828.312,801.290,526.842,386.638,130.311,109.090,81.807,8.346,1.368,0.201,0.156,77.822,5.548,0.000
149,42.549,817.608,797.766,522.982,389.646,129.584,108.438,76.952,8.289,1.359,0.200,0.160,77.625,5.509,0.000
150,42.888,854.573,794.666,519.308,392.336,128.927,107.839,72.648,8.235,1.350,0.198,0.164,77.493,5.472,0.000
151,43.227,856.724,792.020,515.810,394.777,128.341,107.294,68.848,8.185,1.342,0.197,0.168,77.427,5.437,0.000
152,43.566,893.689,789.861,512.479,397.042,127.829,106.803,65.507,8.137,1.334,0.196,0.174,77.432,5.404,0.000
153,43.905,879.428,788.187,509.300,399.161,127.391,106.367,62.582,8.092,1.329,0.195,0.180,77.514,5.373,0.000
154,44.244,874.244,786.722,506.250,400.932,127.026,105.982,60.008,8.050,1.324,0.194,0.187,77.673,5.343,0.000
155,44.583,927.208,785.389,503.315,402.325,126.734,105.648,57.740,8.010,1.317,0.193,0.195,77.911,5.314,0.000
156,44.922,859.656,784.189,500.488,403.356,126.518,105.366,55.745,7.973,1.311,0.192,0.204,78.236,5.286,0.000
157,45.261,798.472,783.185,497.762,404.070,126.384,105.142,53.996,7.937,1.306,0.191,0.213,78.684,5.260,0.000
158,45.600,870.955,782.387,495.136,404.528,126.334,104.973,52.471,7.904,1.300,0.190,0.224,79.226,5.234,0.000
159,45.939,836.326,781.722,492.598,404.679,126.373,104.861,51.137,7.872,1.295,0.189,0.235,79.868,5.210,0.000
160,46.278,770.441,781.000,490.131,404.353,126.503,104.807,49.946,7.843,1.291,0.188,0.248,80.632,5.186,0.000
161,46.617,804.665,780.230,487.732,403.549,126.728,104.828,48.876,7.815,1.287,0.187,0.261,81.531,5.164,0.000
162,46.957,748.297,779.430,485.401,402.304,127.054,104.903,47.911,7.790,1.283,0.186,0.275,82.579,5.142,0.000
163,47.296,764.740,778.665,483.139,400.664,127.487,105.041,47.035,7.766,1.279,0.185,0.290,83.793,5.121,0.000
164,47.635,771.336,778.018,480.951,398.687,128.034,105.250,46.241,7.744,1.276,0.184,0.305,85.191,5.101,0.000
165,47.974,711.412,777.427,478.831,396.300,128.702,105.540,45.502,7.725,1.273,0.184,0.322,86.792,5.084,0.000
166,48.313,789.080,776.837,476.777,393.459,129.493,105.899,44.798,7.708,1.271,0.183,0.338,88.618,5.066,0.000
167,48.652,709.564,776.321,474.793,390.204,130.417,106.337,44.118,7.693,1.269,0.182,0.356,90.694,5.049,0.000
168,48.992,766.009,775.981,472.888,386.598,131.479,106.859,43.456,7.680,1.267,0.182,0.374,93.049,5.033,0.000
169,49.331,709.825,775.945,471.072,382.719,132.692,107.475,42.811,7.670,1.266,0.181,0.392,95.716,5.019,0.000
170,49.670,668.827,776.301,469.352,378.624,134.058,108.180,42.182,7.662,1.265,0.180,0.411,98.730,5.006,0.000
171,50.010,701.683,777.023,467.721,374.247,135.586,108.980,41.552,7.658,1.265,0.180,0.430,102.129,4.994,0.000
172,50.349,717.722,778.175,466.184,369.608,137.282,109.880,40.916,7.656,1.265,0.179,0.449,105.955,4.983,0.000
173,50.688,726.982,779.881,464.750,364.765,139.154,110.883,40.275,7.656,1.265,0.179,0.468,110.258,4.974,0.000
174,51.028,722.429,782.298,463.432,359.794,141.214,111.999,39.630,7.661,1.266,0.178,0.488,115.094,4.970,0.000
175,51.367,752.801,785.545,462.244,354.767,143.461,113.228,38.988,7.669,1.268,0.178,0.507,120.510,4.965,0.000
176,51.706,765.509,789.621,461.186,349.730,145.861,114.580,38.351,7.680,1.270,0.177,0.527,126.480,4.961,0.000
177,52.046,747.583,794.340,460.241,344.685,148.332,116.062,37.716,7.695,1.273,0.177,0.547,132.889,4.960,0.000
178,52.385,754.809,799.730,459.415,339.681,150.854,117.686,37.089,7.713,1.276,0.177,0.568,139.722,4.960,0.000
179,52.725,742.701,805.836,458.720,334.773,153.412,119.460,36.474,7.736,1.280,0.177,0.588,146.969,4.963,0.000
180,53.064,922.664,812.724,458.166,330.020,155.999,121.399,35.876,7.763,1.285,0.177,0.609,154.625,4.968,0.000
181,53.404,873.481,820.410,457.762,325.477,158.596,123.504,35.302,7.794,1.290,0.176,0.631,162.660,4.975,0.000
182,53.743,859.855,828.725,457.491,321.161,161.155,125.738,34.753,7.831,1.296,0.176,0.654,170.971,4.985,0.000
183,54.083,850.008,837.482,457.336,317.079,163.632,128.062,34.230,7.873,1.303,0.176,0.677,179.448,4.997,0.000
184,54.422,823.674,846.672,457.303,313.271,166.019,130.476,33.736,7.920,1.311,0.176,0.702,188.044,5.012,0.000
185,54.762,917.234,856.293,457.401,309.765,168.317,132.982,33.275,7.973,1.320,0.177,0.729,196.721,5.029,0.000
186,55.101,919.494,866.361,457.644,306.593,170.531,135.584,32.850,8.033,1.330,0.177,0.757,205.452,5.049,0.000
187,55.441,964.055,876.794,458.011,303.748,172.647,138.262,32.460,8.100,1.341,0.177,0.788,214.194,5.073,0.000
188,55.781,940.946,887.366,458.439,301.167,174.621,140.963,32.102,8.174,1.353,0.177,0.821,222.886,5.099,0.000
189,56.120,939.909,897.983,458.894,298.820,176.438,143.663,31.771,8.254,1.366,0.177,0.858,231.504,5.127,0.000
190,56.460,940.986,908.669,459.365,296.713,178.106,146.357,31.470,8.343,1.380,0.178,0.897,240.063,5.157,0.000
191,56.800,939.731,919.476,459.846,294.848,179.638,149.046,31.199,8.439,1.396,0.178,0.940,248.598,5.190,0.000
192,57.139,991.991,930.463,460.326,293.220,181.046,151.726,30.957,8.544,1.413,0.178,0.988,257.161,5.225,0.000
193,57.479,1039.879,941.553,460.760,291.779,182.314,154.372,30.740,8.657,1.431,0.178,1.040,265.775,5.263,0.000
194,57.819,1082.180,952.631,461.084,290.458,183.415,156.948,30.540,8.774,1.451,0.179,1.097,274.462,5.303,0.000
195,58.158,1111.884,963.747,461.272,289.233,184.353,159.446,30.356,8.896,1.472,0.179,1.161,283.302,5.345,0.000
196,58.498,1065.295,975.022,461.308,288.096,185.143,161.871,30.186,9.021,1.496,0.179,1.231,292.406,5.388,0.000
197,58.838,1067.522,986.631,461.186,287.055,185.806,164.235,30.032,9.150,1.521,0.179,1.309,301.905,5.434,0.000
198,59.178,1132.524,998.700,460.885,286.094,186.353,166.541,29.892,9.283,1.548,0.179,1.396,311.927,5.483,0.000
199,59.518,1104.120,1011.190,460.351,285.152,186.765,168.765,29.759,9.416,1.577,0.179,1.491,322.544,5.536,0.000
200,59.857,1191.230,1024.094,459.536,284.172,187.028,170.888,29.628,9.549,1.609,0.179,1.596,333.852,5.590,0.000
201,60.197,1151.307,1037.576,458.425,283.145,187.152,172.921,29.498,9.678,1.644,0.178,1.710,345.998,5.646,0.000
202,60.537,1087.385,1051.840,457.014,282.072,187.156,174.882,29.369,9.806,1.682,0.178,1.837,359.146,5.706,0.000
203,60.877,1213.644,1067.129,455.305,280.968,187.063,176.799,29.242,9.930,1.723,0.177,1.976,373.475,5.770,0.000
204,61.217,1155.425,1083.551,453.278,279.810,186.872,178.677,29.115,10.050,1.769,0.176,2.124,389.114,5.838,0.000
205,61.557,1230.988,1101.098,450.894,278.548,186.565,180.505,28.983,10.163,1.817,0.176,2.277,406.150,5.911,0.000
206,61.897,1298.095,1119.889,448.137,277.163,186.141,182.291,28.842,10.266,1.868,0.175,2.429,424.721,5.989,0.000
207,62.237,1273.954,1140.146,445.009,275.658,185.613,184.062,28.695,10.359,1.924,0.174,2.578,445.004,6.074,0.000
208,62.577,1295.544,1162.124,441.519,274.047,184.999,185.850,28.541,10.443,1.982,0.172,2.723,467.197,6.166,0.000
209,62.917,1262.288,1186.109,437.681,272.348,184.318,187.690,28.382,10.516,2.045,0.171,2.860,491.508,6.267,0.000
210,63.257,1277.438,1212.202,433.490,270.544,183.563,189.592,28.216,10.577,2.111,0.169,2.987,518.059,6.378,0.000
211,63.597,1329.255,1240.520,428.945,268.616,182.726,191.567,28.041,10.626,2.181,0.168,3.102,546.989,6.500,0.000
212,63.937,1304.069,1271.317,424.059,266.569,181.815,193.643,27.858,10.661,2.253,0.166,3.201,578.510,6.636,0.000
213,64.277,1308.334,1304.917,418.850,264.418,180.847,195.860,27.667,10.684,2.329,0.164,3.284,612.874,6.786,0.000
214,64.617,1359.189,1341.697,413.339,262.187,179.839,198.262,27.471,10.695,2.408,0.162,3.347,650.370,6.953,0.000
215,64.957,1438.334,1382.040,407.551,259.899,178.809,200.891,27.272,10.695,2.490,0.160,3.389,691.292,7.138,0.000
216,65.297,1391.340,1426.130,401.513,257.540,177.752,203.762,27.068,10.684,2.575,0.158,3.410,735.835,7.342,0.000
217,65.638,1539.453,1474.310,395.256,255.118,176.675,206.907,26.860,10.663,2.662,0.155,3.408,784.293,7.564,0.000
218,65.978,1623.600,1527.037,388.810,252.652,175.592,210.375,26.650,10.632,2.752,0.153,3.384,837.038,7.806,0.000
219,66.318,1533.270,1584.845,382.205,250.166,174.524,214.218,26.440,10.594,2.845,0.151,3.337,894.498,8.069,0.000
220,66.658,1583.868,1648.341,375.474,247.690,173.494,218.499,26.233,10.549,2.940,0.148,3.268,957.159,8.356,0.000
