ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Th-L
1552,526.944,207.538,255.470,59.179,93.267,147.312,0.000,14.240,0.000,0.000,0.649,0.000,0.000,0.000,0.000
1553,527.289,234.909,253.798,59.186,93.198,145.728,0.000,14.205,0.000,0.000,0.664,0.000,0.000,0.000,0.000
1554,527.635,230.019,252.136,59.193,93.131,144.154,0.000,14.170,0.000,0.000,0.679,0.000,0.000,0.000,0.000
1555,527.980,239.947,250.486,59.200,93.065,142.590,0.000,14.135,0.000,0.000,0.694,0.000,0.000,0.000,0.000
1556,528.325,212.205,248.850,59.207,93.000,141.039,0.000,14.098,0.000,0.000,0.710,0.000,0.000,0.000,0.000
1557,528.671,196.020,247.230,59.214,92.937,139.503,0.000,14.062,0.000,0.000,0.726,0.000,0.000,0.000,0.000
1558,529.016,214.946,245.628,59.221,92.875,137.984,0.000,14.024,0.000,0.000,0.742,0.000,0.000,0.000,0.000
1559,529.362,230.093,244.047,59.228,92.815,136.484,0.000,13.986,0.000,0.000,0.759,0.000,0.000,0.000,0.000
1560,529.707,200.094,242.487,59.235,92.757,135.004,0.000,13.947,0.000,0.000,0.777,0.000,0.000,0.000,0.000
1561,530.053,233.502,240.952,59.242,92.701,133.546,0.000,13.908,0.000,0.000,0.794,0.000,0.000,0.000,0.000
1562,530.398,213.426,239.444,59.248,92.647,132.113,0.000,13.868,0.000,0.000,0.813,0.000,0.000,0.000,0.000
1563,530.743,229.724,237.963,59.255,92.596,130.705,0.000,13.827,0.000,0.000,0.832,0.000,0.000,0.000,0.000
1564,531.089,193.057,236.512,59.262,92.547,129.325,0.000,13.787,0.000,0.000,0.851,0.000,0.000,0.000,0.000
1565,531.434,212.686,235.093,59.269,92.501,127.973,0.000,13.745,0.000,0.000,0.871,0.000,0.000,0.000,0.000
1566,531.780,210.945,233.707,59.276,92.458,126.652,0.000,13.703,0.000,0.000,0.891,0.000,0.000,0.000,0.000
1567,532.125,208.982,232.356,59.283,92.418,125.362,0.000,13.661,0.000,0.000,0.912,0.000,0.000,0.000,0.000
1568,532.470,172.686,231.042,59.290,92.381,124.106,0.000,13.619,0.000,0.000,0.934,0.000,0.000,0.000,0.000
1569,532.816,244.908,229.767,59.297,92.348,122.885,0.000,13.576,0.000,0.000,0.956,0.000,0.000,0.000,0.000
1570,533.161,191.316,228.531,59.304,92.318,121.700,0.000,13.532,0.000,0.000,0.978,0.000,0.000,0.000,0.000
1571,533.506,218.352,227.277,59.251,92.266,120.523,0.000,13.485,0.000,0.000,1.001,0.000,0.000,0.000,0.000
1572,533.852,185.242,226.066,59.198,92.218,119.385,0.000,13.437,0.000,0.000,1.023,0.000,0.000,0.000,0.000
1573,534.197,225.649,224.900,59.145,92.175,118.287,0.000,13.390,0.000,0.000,1.046,0.000,0.000,0.000,0.000
1574,534.542,177.797,223.780,59.092,92.137,117.230,0.000,13.342,0.000,0.000,1.069,0.000,0.000,0.000,0.000
1575,534.888,207.611,222.704,59.039,92.103,116.213,0.000,13.294,0.000,0.000,1.092,0.000,0.000,0.000,0.000
1576,535.233,200.167,221.673,58.986,92.073,115.237,0.000,13.245,0.000,0.000,1.115,0.000,0.000,0.000,0.000
1577,535.578,223.538,220.686,58.933,92.046,114.303,0.000,13.197,0.000,0.000,1.138,0.000,0.000,0.000,0.000
1578,535.924,201.537,219.744,58.880,92.021,113.411,0.000,13.148,0.000,0.000,1.161,0.000,0.000,0.000,0.000
1579,536.269,216.131,218.847,58.827,92.000,112.562,0.000,13.098,0.000,0.000,1.184,0.000,0.000,0.000,0.000
1580,536.614,185.315,217.998,58.774,91.982,111.757,0.000,13.049,0.000,0.000,1.207,0.000,0.000,0.000,0.000
1581,536.960,209.167,217.196,58.721,91.967,110.996,0.000,12.999,0.000,0.000,1.230,0.000,0.000,0.000,0.000
1582,537.305,213.389,216.443,58.668,91.956,110.281,0.000,12.950,0.000,0.000,1.253,0.000,0.000,0.000,0.000
1583,537.650,229.353,215.738,58.615,91.949,109.611,0.000,12.900,0.000,0.000,1.276,0.000,0.000,0.000,0.000
1584,537.995,181.538,215.082,58.562,91.945,108.987,0.000,12.850,0.000,0.000,1.299,0.000,0.000,0.000,0.000
1585,538.341,226.242,214.477,58.510,91.944,108.409,0.000,12.800,0.000,0.000,1.321,0.000,0.000,0.000,0.000
1586,538.686,200.686,213.922,58.457,91.948,107.877,0.000,12.750,0.000,0.000,1.344,0.000,0.000,0.000,0.000
1587,539.031,218.167,213.417,58.404,91.956,107.393,0.000,12.700,0.000,0.000,1.366,0.000,0.000,0.000,0.000
1588,539.376,212.315,212.964,58.351,91.967,106.956,0.000,12.650,0.000,0.000,1.388,0.000,0.000,0.000,0.000
1589,539.722,208.463,212.562,58.298,91.983,106.567,0.000,12.599,0.000,0.000,1.410,0.000,0.000,0.000,0.000
1590,540.067,195.093,212.213,58.245,92.004,106.226,0.000,12.549,0.000,0.000,1.431,0.000,0.000,0.000,0.000
1591,540.412,184.612,211.916,58.192,92.029,105.933,0.000,12.500,0.000,0.000,1.452,0.000,0.000,0.000,0.000
1592,540.757,189.686,211.672,58.139,92.059,105.688,0.000,12.450,0.000,0.000,1.473,0.000,0.000,0.000,0.000
1593,541.102,213.649,211.482,58.086,92.094,105.491,0.000,12.400,0.000,0.000,1.494,0.000,0.000,0.000,0.000
1594,541.448,192.389,211.345,58.033,92.135,105.343,0.000,12.351,0.000,0.000,1.514,0.000,0.000,0.000,0.000
1595,541.793,229.093,211.263,57.980,92.180,105.245,0.000,12.302,0.000,0.000,1.533,0.000,0.000,0.000,0.000
1596,542.138,213.353,211.235,57.927,92.232,105.195,0.000,12.253,0.000,0.000,1.553,0.000,0.000,0.000,0.000
1597,542.483,199.391,211.262,57.874,92.290,105.194,0.000,12.204,0.000,0.000,1.572,0.000,0.000,0.000,0.000
1598,542.828,176.167,211.345,57.821,92.353,105.243,0.000,12.156,0.000,0.000,1.590,0.000,0.000,0.000,0.000
1599,543.173,259.797,211.483,57.768,92.424,105.340,0.000,12.108,0.000,0.000,1.608,0.000,0.000,0.000,0.000
1600,543.519,207.167,211.678,57.715,92.502,105.487,0.000,12.060,0.000,0.000,1.625,0.000,0.000,0.000,0.000
1601,543.864,196.648,211.925,57.662,92.586,105.681,0.000,12.013,0.000,0.000,1.642,0.000,0.000,0.000,0.000
1602,544.209,209.501,212.223,57.609,92.672,105.924,0.000,11.965,0.000,0.000,1.659,0.000,0.000,0.000,0.000
1603,544.554,181.167,212.571,57.556,92.761,106.215,0.000,11.918,0.000,0.000,1.674,0.000,0.000,0.000,0.000
1604,544.899,202.057,212.968,57.503,92.851,106.554,0.000,11.871,0.000,0.000,1.689,0.000,0.000,0.000,0.000
1605,545.244,261.464,213.417,57.450,92.943,106.943,0.000,11.824,0.000,0.000,1.704,0.000,0.000,0.000,0.000
1606,545.589,201.426,213.915,57.397,93.037,107.380,0.000,11.777,0.000,0.000,1.718,0.000,0.000,0.000,0.000
1607,545.934,189.870,214.464,57.344,93.133,107.866,0.000,11.731,0.000,0.000,1.731,0.000,0.000,0.000,0.000
1608,546.280,197.057,215.063,57.291,93.231,108.401,0.000,11.685,0.000,0.000,1.743,0.000,0.000,0.000,0.000
1609,546.625,220.093,215.712,57.238,93.330,108.984,0.000,11.640,0.000,0.000,1.755,0.000,0.000,0.000,0.000
1610,546.970,222.426,216.411,57.185,93.430,109.617,0.000,11.594,0.000,0.000,1.766,0.000,0.000,0.000,0.000
1611,547.315,243.206,217.160,57.132,93.532,110.300,0.000,11.550,0.000,0.000,1.777,0.000,0.000,0.000,0.000
1612,547.660,212.575,217.960,57.079,93.635,111.031,0.000,11.505,0.000,0.000,1.786,0.000,0.000,0.000,0.000
1613,548.005,225.500,218.811,57.026,93.740,111.812,0.000,11.461,0.000,0.000,1.795,0.000,0.000,0.000,0.000
1614,548.350,235.204,219.712,56.973,93.845,112.643,0.000,11.418,0.000,0.000,1.803,0.000,0.000,0.000,0.000
1615,548.695,209.278,220.664,56.920,93.952,113.524,0.000,11.375,0.000,0.000,1.810,0.000,0.000,0.000,0.000
1616,549.040,225.315,221.667,56.867,94.060,114.455,0.000,11.332,0.000,0.000,1.817,0.000,0.000,0.000,0.000
1617,549.385,207.278,222.721,56.814,94.169,115.437,0.000,11.290,0.000,0.000,1.822,0.000,0.000,0.000,0.000
1618,549.730,234.908,223.828,56.761,94.279,116.470,0.000,11.248,0.000,0.000,1.827,0.000,0.000,0.000,0.000
1619,550.075,218.574,224.986,56.708,94.390,117.554,0.000,11.207,0.000,0.000,1.831,0.000,0.000,0.000,0.000
1620,550.420,257.056,226.197,56.655,94.502,118.690,0.000,11.167,0.000,0.000,1.834,0.000,0.000,0.000,0.000
1621,550.765,256.056,227.459,56.602,94.615,119.878,0.000,11.127,0.000,0.000,1.837,0.000,0.000,0.000,0.000
1622,551.110,219.872,228.772,56.549,94.726,121.118,0.000,11.087,0.000,0.000,1.838,0.000,0.000,0.000,0.000
1623,551.455,258.315,230.135,56.496,94.835,122.410,0.000,11.048,0.000,0.000,1.839,0.000,0.000,0.000,0.000
1624,551.800,253.612,231.550,56.443,94.943,123.756,0.000,11.010,0.000,0.000,1.839,0.000,0.000,0.000,0.000
1625,552.145,266.205,233.017,56.391,95.048,125.157,0.000,10.971,0.000,0.000,1.838,0.000,0.000,0.000,0.000
1626,552.490,257.946,234.536,56.338,95.151,126.613,0.000,10.933,0.000,0.000,1.836,0.000,0.000,0.000,0.000
1627,552.835,300.796,236.109,56.285,95.252,128.125,0.000,10.896,0.000,0.000,1.833,0.000,0.000,0.000,0.000
1628,553.180,261.574,237.734,56.232,95.351,129.692,0.000,10.859,0.000,0.000,1.829,0.000,0.000,0.000,0.000
1629,553.525,266.242,239.413,56.179,95.448,131.316,0.000,10.822,0.000,0.000,1.825,0.000,0.000,0.000,0.000
1630,553.870,249.020,241.145,56.126,95.541,132.996,0.000,10.786,0.000,0.000,1.820,0.000,0.000,0.000,0.000
1631,554.215,309.316,242.932,56.073,95.633,134.733,0.000,10.750,0.000,0.000,1.814,0.000,0.000,0.000,0.000
1632,554.559,297.204,244.773,56.020,95.721,136.528,0.000,10.715,0.000,0.000,1.807,0.000,0.000,0.000,0.000
1633,554.904,271.537,246.670,55.967,95.806,138.381,0.000,10.680,0.000,0.000,1.799,0.000,0.000,0.000,0.000
1634,555.249,326.612,248.622,55.914,95.888,140.294,0.000,10.646,0.000,0.000,1.791,0.000,0.000,0.000,0.000
1635,555.594,269.539,250.631,55.861,95.968,142.268,0.000,10.612,0.000,0.000,1.781,0.000,0.000,0.000,0.000
1636,555.939,288.279,252.699,55.808,96.044,144.302,0.000,10.579,0.000,0.000,1.771,0.000,0.000,0.000,0.000
1637,556.284,279.946,254.824,55.755,96.116,146.399,0.000,10.546,0.000,0.000,1.760,0.000,0.000,0.000,0.000
1638,556.629,314.834,257.010,55.702,96.186,148.559,0.000,10.513,0.000,0.000,1.749,0.000,0.000,0.000,0.000
1639,556.974,284.205,259.256,55.649,96.252,150.783,0.000,10.482,0.000,0.000,1.737,0.000,0.000,0.000,0.000
1640,557.319,298.575,261.565,55.596,96.315,153.073,0.000,10.450,0.000,0.000,1.724,0.000,0.000,0.000,0.000
1641,557.663,289.205,263.937,55.543,96.374,155.430,0.000,10.420,0.000,0.000,1.710,0.000,0.000,0.000,0.000
1642,558.008,290.131,266.374,55.490,96.431,157.855,0.000,10.389,0.000,0.000,1.696,0.000,0.000,0.000,0.000
1643,558.353,306.428,268.877,55.437,96.484,160.350,0.000,10.360,0.000,0.000,1.680,0.000,0.000,0.000,0.000
1644,558.698,328.686,271.447,55.384,96.533,162.916,0.000,10.331,0.000,0.000,1.665,0.000,0.000,0.000,0.000
1645,559.043,315.465,274.082,55.331,96.576,165.553,0.000,10.302,0.000,0.000,1.648,0.000,0.000,0.000,0.000
1646,559.387,319.020,276.785,55.278,96.615,168.263,0.000,10.273,0.000,0.000,1.632,0.000,0.000,0.000,0.000
1647,559.732,319.723,279.559,55.225,96.647,171.049,0.000,10.246,0.000,0.000,1.614,0.000,0.000,0.000,0.000
1648,560.077,363.983,282.402,55.172,96.674,173.910,0.000,10.220,0.000,0.000,1.596,0.000,0.000,0.000,0.000
1649,560.422,331.243,285.316,55.119,96.694,176.849,0.000,10.193,0.000,0.000,1.577,0.000,0.000,0.000,0.000
1650,560.767,374.649,288.304,55.066,96.709,179.868,0.000,10.166,0.000,0.000,1.558,0.000,0.000,0.000,0.000
1651,561.111,351.057,291.367,55.013,96.718,182.969,0.000,10.139,0.000,0.000,1.539,0.000,0.000,0.000,0.000
1652,561.456,329.649,294.508,54.960,96.721,186.153,0.000,10.113,0.000,0.000,1.519,0.000,0.000,0.000,0.000
1653,561.801,331.575,297.729,54.907,96.719,189.422,0.000,10.087,0.000,0.000,1.498,0.000,0.000,0.000,0.000
1654,562.146,359.316,301.031,54.854,96.711,192.779,0.000,10.061,0.000,0.000,1.477,0.000,0.000,0.000,0.000
1655,562.490,353.982,304.418,54.801,96.697,196.226,0.000,10.036,0.000,0.000,1.456,0.000,0.000,0.000,0.000
1656,562.835,384.428,307.891,54.748,96.678,199.764,0.000,10.011,0.000,0.000,1.434,0.000,0.000,0.000,0.000
1657,563.180,349.242,311.452,54.695,96.653,203.396,0.000,9.987,0.000,0.000,1.412,0.000,0.000,0.000,0.000
1658,563.525,371.799,315.104,54.642,96.623,207.125,0.000,9.963,0.000,0.000,1.390,0.000,0.000,0.000,0.000
1659,563.869,358.613,318.849,54.589,96.588,210.952,0.000,9.939,0.000,0.000,1.367,0.000,0.000,0.000,0.000
1660,564.214,360.759,322.690,54.536,96.547,214.880,0.000,9.916,0.000,0.000,1.344,0.000,0.000,0.000,0.000
1661,564.559,416.020,326.630,54.483,96.501,218.911,0.000,9.893,0.000,0.000,1.321,0.000,0.000,0.000,0.000
1662,564.903,393.613,330.671,54.430,96.450,223.049,0.000,9.870,0.000,0.000,1.298,0.000,0.000,0.000,0.000
1663,565.248,396.501,334.816,54.377,96.395,227.295,0.000,9.848,0.000,0.000,1.275,0.000,0.000,0.000,0.000
1664,565.593,367.762,339.068,54.325,96.335,231.653,0.000,9.826,0.000,0.000,1.251,0.000,0.000,0.000,0.000
1665,565.937,450.020,343.429,54.272,96.270,236.124,0.000,9.805,0.000,0.000,1.227,0.000,0.000,0.000,0.000
1666,566.282,415.687,347.879,54.219,96.202,240.687,0.000,9.784,0.000,0.000,1.203,0.000,0.000,0.000,0.000
1667,566.627,382.391,352.367,54.166,96.128,245.294,0.000,9.764,0.000,0.000,1.179,0.000,0.000,0.000,0.000
1668,566.971,419.724,356.880,54.113,96.048,249.931,0.000,9.743,0.000,0.000,1.155,0.000,0.000,0.000,0.000
1669,567.316,444.649,361.413,54.060,95.961,254.595,0.000,9.723,0.000,0.000,1.131,0.000,0.000,0.000,0.000
1670,567.661,436.650,365.963,54.007,95.870,259.281,0.000,9.704,0.000,0.000,1.107,0.000,0.000,0.000,0.000
1671,568.005,407.465,370.527,53.954,95.772,263.985,0.000,9.684,0.000,0.000,1.083,0.000,0.000,0.000,0.000
1672,568.350,472.835,375.100,53.901,95.669,268.705,0.000,9.665,0.000,0.000,1.059,0.000,0.000,0.000,0.000
1673,568.694,425.280,379.678,53.848,95.560,273.436,0.000,9.645,0.000,0.000,1.035,0.000,0.000,0.000,0.000
1674,569.039,415.058,384.259,53.795,95.446,278.173,0.000,9.626,0.000,0.000,1.011,0.000,0.000,0.000,0.000
1675,569.384,413.279,388.838,53.742,95.327,282.914,0.000,9.608,0.000,0.000,0.987,0.000,0.000,0.000,0.000
1676,569.728,473.909,393.410,53.689,95.203,287.653,0.000,9.589,0.000,0.000,0.963,0.000,0.000,0.000,0.000
1677,570.073,440.799,397.973,53.636,95.074,292.386,0.000,9.571,0.000,0.000,0.939,0.000,0.000,0.000,0.000
1678,570.417,428.873,402.521,53.583,94.940,297.109,0.000,9.553,0.000,0.000,0.916,0.000,0.000,0.000,0.000
1679,570.762,426.982,407.051,53.530,94.803,301.817,0.000,9.535,0.000,0.000,0.893,0.000,0.000,0.000,0.000
1680,571.106,452.244,411.558,53.477,94.662,306.507,0.000,9.517,0.000,0.000,0.870,0.000,0.000,0.000,0.000
1681,571.451,442.317,416.038,53.424,94.517,311.172,0.000,9.500,0.000,0.000,0.847,0.000,0.000,0.000,0.000
1682,571.795,455.502,420.487,53.371,94.368,315.810,0.000,9.483,0.000,0.000,0.824,0.000,0.000,0.000,0.000
1683,572.140,469.020,424.900,53.318,94.216,320.414,0.000,9.466,0.000,0.000,0.801,0.000,0.000,0.000,0.000
1684,572.484,461.539,429.273,53.265,94.061,324.980,0.000,9.450,0.000,0.000,0.779,0.000,0.000,0.000,0.000
1685,572.829,485.947,433.601,53.212,93.904,329.504,0.000,9.433,0.000,0.000,0.757,0.000,0.000,0.000,0.000
1686,573.173,480.392,437.879,53.159,93.744,333.980,0.000,9.417,0.000,0.000,0.736,0.000,0.000,0.000,0.000
1687,573.518,451.354,442.104,53.106,93.582,338.404,0.000,9.401,0.000,0.000,0.714,0.000,0.000,0.000,0.000
1688,573.862,463.207,446.271,53.053,93.418,342.771,0.000,9.386,0.000,0.000,0.693,0.000,0.000,0.000,0.000
1689,574.207,486.577,450.375,53.000,93.253,347.076,0.000,9.371,0.000,0.000,0.672,0.000,0.000,0.000,0.000
1690,574.551,498.353,454.411,52.947,93.086,351.314,0.000,9.356,0.000,0.000,0.652,0.000,0.000,0.000,0.000
1691,574.896,497.169,458.371,52.894,92.915,355.481,0.000,9.341,0.000,0.000,0.632,0.000,0.000,0.000,0.000
1692,575.240,496.354,462.253,52.841,92.742,359.571,0.000,9.326,0.000,0.000,0.612,0.000,0.000,0.000,0.000
1693,575.585,502.057,466.051,52.788,92.566,363.579,0.000,9.311,0.000,0.000,0.592,0.000,0.000,0.000,0.000
1694,575.929,493.986,469.761,52.735,92.387,367.501,0.000,9.297,0.000,0.000,0.573,0.000,0.000,0.000,0.000
1695,576.273,541.280,473.377,52.682,92.207,371.332,0.000,9.282,0.000,0.000,0.554,0.000,0.000,0.000,0.000
1696,576.618,528.540,476.897,52.629,92.024,375.067,0.000,9.268,0.000,0.000,0.536,0.000,0.000,0.000,0.000
1697,576.962,549.391,480.315,52.576,91.839,378.703,0.000,9.253,0.000,0.000,0.518,0.000,0.000,0.000,0.000
1698,577.307,526.280,483.628,52.523,91.653,382.234,0.000,9.239,0.000,0.000,0.500,0.000,0.000,0.000,0.000
1699,577.651,574.391,486.832,52.470,91.465,385.656,0.000,9.225,0.000,0.000,0.483,0.000,0.000,0.000,0.000
1700,577.995,514.356,489.921,52.417,91.276,388.965,0.000,9.211,0.000,0.000,0.466,0.000,0.000,0.000,0.000
1701,578.340,529.281,492.893,52.364,91.087,392.157,0.000,9.197,0.000,0.000,0.449,0.000,0.000,0.000,0.000
1702,578.684,511.761,495.743,52.311,90.896,395.228,0.000,9.183,0.000,0.000,0.433,0.000,0.000,0.000,0.000
1703,579.029,567.280,498.469,52.258,90.706,398.173,0.000,9.169,0.000,0.000,0.418,0.000,0.000,0.000,0.000
1704,579.373,567.948,501.066,52.206,90.516,400.990,0.000,9.156,0.000,0.000,0.402,0.000,0.000,0.000,0.000
1705,579.717,552.836,503.532,52.153,90.325,403.674,0.000,9.142,0.000,0.000,0.387,0.000,0.000,0.000,0.000
1706,580.062,547.837,505.862,52.100,90.136,406.222,0.000,9.129,0.000,0.000,0.373,0.000,0.000,0.000,0.000
1707,580.406,538.688,508.055,52.047,89.947,408.631,0.000,9.116,0.000,0.000,0.358,0.000,0.000,0.000,0.000
1708,580.750,527.428,510.106,51.994,89.759,410.897,0.000,9.103,0.000,0.000,0.344,0.000,0.000,0.000,0.000
1709,581.094,517.725,512.014,51.941,89.572,413.018,0.000,9.090,0.000,0.000,0.331,0.000,0.000,0.000,0.000
1710,581.439,510.799,513.775,51.888,89.387,414.990,0.000,9.077,0.000,0.000,0.318,0.000,0.000,0.000,0.000
1711,581.783,583.985,515.387,51.835,89.204,416.811,0.000,9.064,0.000,0.000,0.305,0.000,0.000,0.000,0.000
1712,582.127,560.540,516.848,51.782,89.022,418.479,0.000,9.052,0.000,0.000,0.293,0.000,0.000,0.000,0.000
1713,582.472,537.873,518.155,51.729,88.842,419.990,0.000,9.039,0.000,0.000,0.281,0.000,0.000,0.000,0.000
1714,582.816,541.354,519.305,51.676,88.662,421.343,0.000,9.027,0.000,0.000,0.269,0.000,0.000,0.000,0.000
1715,583.160,531.761,520.295,51.623,88.483,422.536,0.000,9.015,0.000,0.000,0.258,0.000,0.000,0.000,0.000
1716,583.504,534.873,521.124,51.570,88.305,423.566,0.000,9.002,0.000,0.000,0.247,0.000,0.000,0.000,0.000
1717,583.849,580.502,521.790,51.517,88.128,424.433,0.000,8.990,0.000,0.000,0.236,0.000,0.000,0.000,0.000
1718,584.193,439.614,522.293,51.464,87.951,425.135,0.000,8.978,0.000,0.000,0.226,0.000,0.000,0.000,0.000
1719,584.537,532.465,522.632,51.411,87.776,425.671,0.000,8.965,0.000,0.000,0.216,0.000,0.000,0.000,0.000
1720,584.881,528.985,522.805,51.358,87.602,426.040,0.000,8.953,0.000,0.000,0.207,0.000,0.000,0.000,0.000
1721,585.226,586.911,522.814,51.305,87.430,426.242,0.000,8.941,0.000,0.000,0.198,0.000,0.000,0.000,0.000
1722,585.570,526.689,522.656,51.252,87.259,426.276,0.000,8.929,0.000,0.000,0.189,0.000,0.000,0.000,0.000
1723,585.914,570.429,522.331,51.199,87.090,426.142,0.000,8.916,0.000,0.000,0.180,0.000,0.000,0.000,0.000
1724,586.258,532.874,521.841,51.146,86.923,425.840,0.000,8.904,0.000,0.000,0.172,0.000,0.000,0.000,0.000
1725,586.602,503.354,521.186,51.093,86.757,425.370,0.000,8.892,0.000,0.000,0.164,0.000,0.000,0.000,0.000
1726,586.946,530.392,520.365,51.040,86.594,424.732,0.000,8.880,0.000,0.000,0.156,0.000,0.000,0.000,0.000
1727,587.291,576.021,519.381,50.987,86.434,423.928,0.000,8.868,0.000,0.000,0.149,0.000,0.000,0.000,0.000
1728,587.635,504.058,518.235,50.934,86.276,422.959,0.000,8.856,0.000,0.000,0.142,0.000,0.000,0.000,0.000
1729,587.979,565.169,516.926,50.881,86.120,421.824,0.000,8.844,0.000,0.000,0.135,0.000,0.000,0.000,0.000
1730,588.323,488.687,515.458,50.828,85.968,420.527,0.000,8.832,0.000,0.000,0.128,0.000,0.000,0.000,0.000
1731,588.667,516.614,513.832,50.775,85.818,419.068,0.000,8.821,0.000,0.000,0.122,0.000,0.000,0.000,0.000
1732,589.011,511.984,512.049,50.722,85.672,417.449,0.000,8.809,0.000,0.000,0.116,0.000,0.000,0.000,0.000
1733,589.355,506.874,510.112,50.669,85.529,415.672,0.000,8.797,0.000,0.000,0.110,0.000,0.000,0.000,0.000
1734,589.699,505.503,508.022,50.616,85.390,413.739,0.000,8.786,0.000,0.000,0.105,0.000,0.000,0.000,0.000
1735,590.044,559.354,505.784,50.563,85.254,411.653,0.000,8.775,0.000,0.000,0.099,0.000,0.000,0.000,0.000
1736,590.388,498.875,503.396,50.510,85.120,409.416,0.000,8.763,0.000,0.000,0.094,0.000,0.000,0.000,0.000
1737,590.732,475.318,500.863,50.457,84.988,407.031,0.000,8.752,0.000,0.000,0.089,0.000,0.000,0.000,0.000
1738,591.076,498.726,498.185,50.404,84.858,404.499,0.000,8.741,0.000,0.000,0.085,0.000,0.000,0.000,0.000
1739,591.420,488.392,495.367,50.351,84.729,401.825,0.000,8.729,0.000,0.000,0.080,0.000,0.000,0.000,0.000
1740,591.764,496.319,492.412,50.298,84.603,399.012,0.000,8.718,0.000,0.000,0.076,0.000,0.000,0.000,0.000
1741,592.108,476.428,489.322,50.245,84.478,396.063,0.000,8.706,0.000,0.000,0.072,0.000,0.000,0.000,0.000
1742,592.452,494.947,486.103,50.192,84.356,392.981,0.000,8.695,0.000,0.000,0.068,0.000,0.000,0.000,0.000
1743,592.796,490.687,482.756,50.139,84.235,389.771,0.000,8.683,0.000,0.000,0.064,0.000,0.000,0.000,0.000
1744,593.140,515.502,479.287,50.087,84.117,386.435,0.000,8.672,0.000,0.000,0.061,0.000,0.000,0.000,0.000
1745,593.484,458.763,475.700,50.034,84.000,382.979,0.000,8.660,0.000,0.000,0.058,0.000,0.000,0.000,0.000
1746,593.828,465.465,471.997,49.981,83.886,379.406,0.000,8.649,0.000,0.000,0.054,0.000,0.000,0.000,0.000
1747,594.172,437.133,468.185,49.928,83.774,375.720,0.000,8.637,0.000,0.000,0.051,0.000,0.000,0.000,0.000
1748,594.516,450.911,464.267,49.875,83.664,371.926,0.000,8.626,0.000,0.000,0.049,0.000,0.000,0.000,0.000
1749,594.860,468.466,460.247,49.822,83.556,368.028,0.000,8.614,0.000,0.000,0.046,0.000,0.000,0.000,0.000
1750,595.204,444.503,456.130,49.769,83.451,364.030,0.000,8.603,0.000,0.000,0.043,0.000,0.000,0.000,0.000
1751,595.548,437.651,451.922,49.716,83.349,359.939,0.000,8.591,0.000,0.000,0.041,0.000,0.000,0.000,0.000
1752,595.892,464.503,447.627,49.663,83.249,355.757,0.000,8.580,0.000,0.000,0.039,0.000,0.000,0.000,0.000
1753,596.236,441.280,443.249,49.610,83.151,351.490,0.000,8.568,0.000,0.000,0.037,0.000,0.000,0.000,0.000
1754,596.580,448.652,438.793,49.557,83.057,347.142,0.000,8.557,0.000,0.000,0.035,0.000,0.000,0.000,0.000
1755,596.924,423.245,434.264,49.504,82.966,342.718,0.000,8.546,0.000,0.000,0.033,0.000,0.000,0.000,0.000
1756,597.267,441.169,429.668,49.451,82.877,338.223,0.000,8.534,0.000,0.000,0.031,0.000,0.000,0.000,0.000
1757,597.611,419.800,425.009,49.398,82.791,333.663,0.000,8.523,0.000,0.000,0.029,0.000,0.000,0.000,0.000
1758,597.955,438.354,420.292,49.345,82.709,329.041,0.000,8.512,0.000,0.000,0.028,0.000,0.000,0.000,0.000
1759,598.299,434.576,415.522,49.292,82.629,324.363,0.000,8.501,0.000,0.000,0.026,0.000,0.000,0.000,0.000
1760,598.643,434.021,410.704,49.239,82.553,319.634,0.000,8.490,0.000,0.000,0.025,0.000,0.000,0.000,0.000
1761,598.987,400.169,405.843,49.186,82.480,314.858,0.000,8.480,0.000,0.000,0.023,0.000,0.000,0.000,0.000
1762,599.331,411.280,400.942,49.133,82.409,310.039,0.000,8.469,0.000,0.000,0.022,0.000,0.000,0.000,0.000
1763,599.675,403.687,396.004,49.080,82.339,305.184,0.000,8.458,0.000,0.000,0.021,0.000,0.000,0.000,0.000
1764,600.018,387.760,391.035,49.027,82.270,300.296,0.000,8.447,0.000,0.000,0.020,0.000,0.000,0.000,0.000
1765,600.362,382.465,386.039,48.974,82.202,295.380,0.000,8.437,0.000,0.000,0.019,0.000,0.000,0.000,0.000
1766,600.706,432.873,381.021,48.921,82.135,290.441,0.000,8.426,0.000,0.000,0.018,0.000,0.000,0.000,0.000
1767,601.050,436.206,375.986,48.868,82.069,285.484,0.000,8.415,0.000,0.000,0.017,0.000,0.000,0.000,0.000
1768,601.394,374.316,370.938,48.815,82.004,280.512,0.000,8.404,0.000,0.000,0.016,0.000,0.000,0.000,0.000
1769,601.737,382.501,365.882,48.762,81.939,275.532,0.000,8.393,0.000,0.000,0.015,0.000,0.000,0.000,0.000
1770,602.081,366.503,360.822,48.709,81.876,270.547,0.000,8.382,0.000,0.000,0.014,0.000,0.000,0.000,0.000
1771,602.425,398.650,355.762,48.656,81.814,265.561,0.000,8.371,0.000,0.000,0.013,0.000,0.000,0.000,0.000
