scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
AS80_lu_front,23,РАЗОШЛОСЬ,142,0.0976005000774327,0.30354854209193594,1.2562115463108148,0.37582954663015755,0.14934074462611413,0.23452386922599988,0.8658159659042042,0.09297064297710822,0.022925774651483266,-0.0026525755095985204,-0.13055668666345221,-0.021140041982525837
AS80_point0,23,РАЗОШЛОСЬ,140,0.004485183892244393,0.015841716713116405,0.03988340065828044,0.028930125760795455,0.010939135457110893,0.13925156097267521,0.2256617710412412,0.002726464352309499,-0.005324007940776809,-0.03637382930153921,1.3502768429205947,-0.04698358710231165
AS80_th_disk,23,РАЗОШЛОСЬ,146,0.029720426318280424,0.9542715174637895,1.3825693853536825,0.022858672092196386,0.02179950125698049,0.11732565084585644,-0.8729049843573256,-0.10691684297259307,0.2595545372478636,-0.8474721960374021,-0.4500348177744029,0.09112853970962842
ASN16_lu_side,23,РАЗОШЛОСЬ,142,0.135528590277878,0.3238436908725717,0.19453708576768758,0.196570088638226,0.2223987705549213,0.03889570790789332,-0.4642994445471671,0.23765002250655254,0.3756008179121251,-0.18059325101961177,-2.7530387302614034,-0.09752659498435401
ASN16_point0_house,23,РАЗОШЛОСЬ,140,-0.00839979404719804,0.03508131281015903,0.0737067804120084,-0.011328339016436484,0.008680636580016277,0.2579332468909401,0.5208713874306437,0.06383238953096004,-0.032210298679047344,0.17467932767338823,0.9684900521475193,-0.10181116838769988
ASN16_point10_house,23,РАЗОШЛОСЬ,140,0.0012263727497741073,-0.05971504893165225,-0.21881778353820547,-0.04747589189634249,-0.02083161633023023,2.176285955890478e-05,0.7577522038838547,0.041292880909526986,-0.0015148107094353769,-0.5087712636661301,-1.694915484178794,0.1650915060873226
G1S_denta100_oisn10_100_p16,23,РАЗОШЛОСЬ,142,-0.009731367373011501,0.23370849084261014,0.1793600433452669,0.036297418879649435,-0.002573572055830642,0.0659905813966466,0.4755612768544637,-0.024761317122712345,0.12977857477050048,0.04423524734213924,-0.5539040747429724,0.23438783658120688
G1S_denta100_risn379_100_p16,23,РАЗОШЛОСЬ,140,0.013835331809675111,0.16967196769437365,0.12360424046564678,0.010705056611537422,-0.038104236064839814,-0.5236224306618409,-0.5318972489017026,-0.10531983168092784,0.06122559932202343,0.07336429954527546,-0.5861421218371188,-0.10818951071713823
G1S_denta120_oisn06_057_p24,23,РАЗОШЛОСЬ,142,0.006449312515299788,-0.0811927805011714,-0.03253745070630476,-0.018814212437601174,0.001189525460887353,0.2908711117041607,0.2859414714502684,0.21659543887229127,-0.06874426178209436,-0.25473192028383496,0.2199224381550069,-0.2340218995528165
G1S_denta120_oisn06_062_p24,23,РАЗОШЛОСЬ,142,0.005487828488548452,0.020728608919107216,-0.3052559169719915,0.029031809619195492,0.046930661922894856,0.02732293746845471,-0.3435905493522462,0.1486610619461759,-0.012491349663990015,0.05346178165586135,0.07122971810393786,-0.07881091141093144
G1S_denta120_oisn06_064_p24,23,РАЗОШЛОСЬ,142,-0.010848730819756902,0.02189634779228289,0.09570638683247257,0.010796573503246698,-0.013163249714487346,-0.14945682545377537,0.31575988495280427,-0.08744424364268699,0.09524156657811922,-0.25413096385279443,-1.6117007644175674,0.026495426458694737
G1S_denta120_oisn06_066_p24,23,РАЗОШЛОСЬ,142,-0.0007387144535742074,-0.04207050570924631,-0.1508291213758839,0.10553166716886775,0.059836726275430685,-0.12159275414221904,0.5322031185407416,-0.0731077813639458,0.04529079570319006,-0.014202982683197973,1.0533871770413983,0.002316339865560124
G1S_denta120_oisn16_155_p24,23,РАЗОШЛОСЬ,142,0.020745481951123246,0.37299915879898116,0.19468877438268972,0.1451789881429244,0.04570259608014382,-0.05593817405803447,-0.16016768443266605,0.09033460233822677,-0.023782912236125497,0.8632379347163877,-0.24274312223824257,0.24614919717194095
G1S_denta120_oisn16_160_p24,23,РАЗОШЛОСЬ,142,0.04253983467463751,0.5975993327942408,0.19048264285579375,0.1284277265436673,0.13978124796480973,0.1996113078839512,-0.49661140353595146,-0.0011682338471152853,0.08248244129405169,0.09639590412442445,0.3964027211390553,0.20835815408832836
G1S_denta120_oisn16_166_p24,23,РАЗОШЛОСЬ,142,-0.03233951567945814,0.350992395907479,-0.06431870657004346,0.10599324624960271,0.005597969691595317,0.276415409511821,0.5542375099327979,-0.09890453162473278,0.011051430843078691,0.014868155882452605,0.3715556071626436,0.12157131844714453
G1S_denta120_oisn16_167_p24,23,РАЗОШЛОСЬ,142,0.024645800729872214,0.35760280363468233,0.26811032552656044,0.1927680562739953,-0.03190793695541094,-0.25550112960369686,0.22497561321224158,0.0041194916292841555,-0.10774789127615536,-0.335298162706299,-1.4890225676605473,-0.07390642690718874
G1S_mar1l_coal_046_p24,23,РАЗОШЛОСЬ,140,-0.0013551746689044464,-0.09285068735704893,0.010782297452527345,0.017515597207595768,0.03902108435984708,0.16251975288725795,-0.07647655509436246,0.01698391798086174,0.0035545770439737723,0.008489271404577003,-0.6025327343499143,-0.04461090733411943
G1S_mar1l_oisn06_055_p16,23,РАЗОШЛОСЬ,140,-0.001773823596495916,0.1850534625943645,0.2512501089289021,-0.06490826936985661,0.02491858780400147,-0.2771845930012229,-0.0919785760257863,0.0066965198850521546,0.05733878944553794,-0.3651135049932752,-1.4935316741165328,-0.2592469570661282
G1S_mar1l_oisn06_057_p16,23,РАЗОШЛОСЬ,140,-0.009341436856813434,-0.013257805605559891,0.20379746525851505,-0.06260919293672451,0.010688079469933776,-0.37417186117718604,0.8872311470371042,0.09654393515923232,0.13611451869783853,-0.5939764931751079,-1.2277176615775875,-0.24790756619860188
G1S_mar1l_oisn06_057_p24,23,РАЗОШЛОСЬ,142,-0.009027383086690488,0.16264437420390188,-0.2279683150264722,0.03541649157752236,0.011653846213111052,0.3828320780210781,-0.08134641947320498,0.27942648098926437,0.025501775160030604,-0.37342564347373486,-0.9083457070269363,-0.03702908026370633
G1S_mar1l_oisn06_062_p16,23,РАЗОШЛОСЬ,140,0.015993167897621063,-0.010236253974205134,0.10839983065975556,0.03950557910361585,0.018857176623621186,-0.5294962967539396,-0.24231042563087613,-0.055743205440594856,-0.004082340984368216,0.2680516212616668,1.159002527177888,0.18062480952238946
G1S_mar1l_oisn06_062_p24,23,РАЗОШЛОСЬ,142,-0.010804818114296122,0.04768252545648277,-0.13127699178588914,0.03354236721109238,-0.026339687225429564,-0.2287605382791713,0.1894730941799816,-0.038056995768209756,0.061583379192931,-0.9107694286597967,-2.7973443017764277,-0.04305007789614512
G1S_mar1l_oisn06_064_p24,23,РАЗОШЛОСЬ,142,-0.01104896895575136,-0.12643019867646377,-0.2404528943764639,-0.05053546370563655,0.008727037313627228,-0.892206713259347,-0.7612742175382659,-0.2639326659554131,0.026583840886362786,0.19740885355001847,-0.15685260482010133,0.2208906090538587
