scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
G1S_mar1l_oisn06_066_p16,23,РАЗОШЛОСЬ,140,0.006939637715008828,-0.010405809484426154,-0.5055138543994531,-0.015270794699984158,0.021042402601434418,0.034002765213192454,0.21633165177092906,0.20400525845767348,0.061139549778244096,-0.9950505219127992,-0.2974675405495564,-0.40408458704102035
G1S_mar1l_oisn06_066_p24,23,РАЗОШЛОСЬ,142,0.003278014959873232,-0.07001079992503545,-0.14594626443594771,-0.08183287606633449,-0.013615816750334186,-0.406621838000254,-1.5057573717452644,0.09136025042892904,-0.08169646052572643,-0.24980450268461407,1.301147879323361,0.2355050903601441
G1S_mar1l_oisn16_155_p16,23,РАЗОШЛОСЬ,142,0.044667391520025745,0.5501552565881473,0.4209240611168896,0.2427324865289071,-0.005687007384103104,0.5400458262457164,0.7414905605862776,0.23074648622962712,-0.2451463295122469,0.3982470490881962,0.038938274179933785,0.46112451147994893
G1S_mar1l_oisn16_155_p24,23,РАЗОШЛОСЬ,142,-0.006192977931018806,0.1420870951553299,0.010186318367799707,0.22628369875508092,0.08476293171768567,-0.05204976868555811,0.2866160287549935,-0.15981640905811112,-0.03238116854125117,-0.05620582192565893,-0.0617789206260988,-0.1618767745059091
G1S_mar1l_oisn16_160_p16,23,РАЗОШЛОСЬ,142,0.04824669441947371,0.042443041168538365,-0.0064731044658650205,0.12076441538326765,0.03230034043877339,0.20903826943095005,-0.4372315229828838,0.16917850317148542,0.15043804736378785,-0.5300579673910732,-1.3471620535184803,0.015105210227983612
G1S_mar1l_oisn16_160_p24,23,РАЗОШЛОСЬ,142,0.03179634596195413,0.4161868274719316,-0.23590015164512979,0.12041935952256111,0.022176646734783922,0.05188257684363151,-1.1237750880457975,0.14028989612879794,0.09783836279322333,1.1014459263203547,0.567962235457653,0.26568790110592655
G1S_mar1l_oisn16_166_p16,23,РАЗОШЛОСЬ,142,0.007729270731737792,0.6255999675824464,0.33815316502590065,0.07258498007161052,-0.017754526595048503,0.3387382016595941,1.282218063019025,0.17678826975617845,0.006992448032350218,-0.4944975016726638,0.6394261190265427,-0.0738370265278232
G1S_mar1l_oisn16_166_p24,23,РАЗОШЛОСЬ,142,-0.03138825373548704,0.9043053118673594,0.7232327468567501,0.07263697466675101,-0.023719675503186544,0.11886943649461745,0.673638025649459,0.0860215676108389,0.1246162312278587,0.9332952112031112,-1.0498323971694479,0.26229159563433413
G1S_mar1l_oisn16_167_p16,23,РАЗОШЛОСЬ,142,0.03633419460056242,-0.07825018777928294,-0.15108758158269842,0.007355650116891432,-0.0015543915609539383,0.49056904504811705,1.1135646577012936,0.2625214236753548,-0.021899429374072632,0.9272294659068647,0.5448408557560791,0.257100608060723
G1S_mar1l_oisn16_167_p24,23,РАЗОШЛОСЬ,142,0.008486304194721406,0.42513120805529603,0.2775298177225771,-0.0036824557854031603,-0.042162928755840046,-0.28555537041733414,-0.4034667277545312,-0.1619818048356647,0.09574296158425533,0.17038995849536498,2.6624891218521185,0.23596080608352388
G1S_mar1l_risn379_100_p16,23,РАЗОШЛОСЬ,140,0.017089135582049053,0.2753135368148918,0.045843151224400636,0.039700186173519114,0.005474119683457346,0.10064688029938207,0.00013561468701350776,-0.053109294972064625,-0.014978653131869635,0.2907698933017011,-0.5182737148426986,-0.01658734740459522
G1S_petri60_oisn06_057_p24,23,РАЗОШЛОСЬ,142,-0.0019689973347780665,-0.15394679530124078,-0.14863826654855083,-0.03574989822594521,0.016255875967519096,0.0354102334825912,0.5164994276817048,0.021244488735616684,0.07532412914061926,-0.32151665112301053,-0.7281682720079008,0.021067393480467267
G1S_petri60_oisn06_062_p24,23,РАЗОШЛОСЬ,142,-0.0030701507517161275,0.2731759636129816,0.4347674670944768,0.020453621544191947,-0.002736289843019435,0.28739724299562397,0.5671955710287335,-0.023995133267640245,-0.02309113039917765,-0.16502098740620585,-0.8139144766924233,-0.020747192668524317
G1S_petri60_oisn06_064_p24,23,РАЗОШЛОСЬ,142,-0.002073378703937312,-0.26341736500368196,-0.4379682490424752,-0.021159626978972668,0.07117756621752847,0.16601309286552457,0.025657216103480707,0.07833048177732227,0.050415979350137974,0.5126282652674341,0.6758352176894578,0.14201368738580022
G1S_petri60_oisn06_067_p24,23,РАЗОШЛОСЬ,142,-0.006320907641277351,-0.11117856617266497,-0.14902043797606623,0.011580172272718237,0.0342913285623192,0.2167877647383465,0.26450416902659146,0.08932734690143551,-0.10777621992761333,-0.30828975278800463,0.02898001811524331,-0.1015669921107909
G1S_petri60_oisn10_100_p16,23,РАЗОШЛОСЬ,142,0.008196430324081128,0.3137857567610425,0.37255749125451043,0.11366522653837308,-0.0007768899618620928,-0.04024071377294325,-0.20765159535746092,0.0638832097611175,0.031082829015094404,-0.35565857156841796,-1.4073813042876582,-0.0796082291850353
G1S_petri60_oisn16_155_p24,23,РАЗОШЛОСЬ,142,0.016885913251596385,0.3024920597460401,0.558013347648112,0.07626845189516729,-0.037132057907085514,-0.2007434217991877,-0.5591178080151638,-0.06955511182206164,0.10102549239701109,0.04306872599433298,0.7751973916559463,-0.16346407302705313
G1S_petri60_oisn16_160_p24,23,РАЗОШЛОСЬ,142,0.05272300943492958,0.09211412625433901,0.0021529989748358958,0.11652511577857627,-0.019467175131315795,0.1488946316290818,-0.2829081024631086,0.05670757398581472,-0.07197023656136947,0.28356935686344453,0.757205544319306,0.2420322873141867
G1S_petri60_oisn16_167_p24,23,РАЗОШЛОСЬ,142,0.014393216487129656,-0.236036472247092,-0.14899670716894686,0.020164870275496405,0.024703325762565065,-0.009957973311802704,-0.5019046779240033,0.14119476322491664,0.1730521285318476,0.03993680250999887,-0.6137230029710561,-0.031739869207036975
G1S_petri60_risn379_100_p16,23,РАЗОШЛОСЬ,140,-0.005898099575363247,0.055480343900460305,0.023338236823366998,-0.05592434019580095,0.018854874669060884,-0.16600640951579537,0.039498129084636346,-0.18925793183178774,0.08742323138291042,0.12959843366089352,0.15409454014583268,-0.2106331699214148
G1S_point25,23,РАЗОШЛОСЬ,140,-0.011079448144601933,-0.1632860630884303,-0.06779178009974629,-0.02514256298191686,0.010882966005931749,6.95882285128846e-07,0.17998526845643958,0.04235756187418449,0.007875100573317972,-0.4585295779579557,-3.212851036830966,-0.007395338136695351
G1S_point5,23,РАЗОШЛОСЬ,140,0.002877653322097551,0.012045592294840368,-0.006862703828136585,-0.01378588799755276,0.01489414767397168,0.005977245860577796,0.00032612864993009083,0.051680989369051744,0.019037877107264123,-0.0971384189109914,1.4988903604137516,-0.15118683658016385
RC103_lu_front,23,РАЗОШЛОСЬ,142,-0.031119917728805735,-1.264821573123609,-0.15202119649057044,-0.30899746085796265,0.8268130639629723,0.7185696684594012,0.9293808425924421,0.18757513008322846,-1.0130255072788308,1.0098794246767628,0.7037001077675464,-0.6190466125778227
RC103_marinelli05_kcl,23,РАЗОШЛОСЬ,140,-0.009210976259854675,-0.9494562758691427,-1.651363606092604,0.748358283421724,-0.07245830306281675,-0.15945064924899333,-1.3857750853404571,0.32470126694394974,0.14782903022481086,-2.877092463932751,-0.7343996689325616,-1.058040520913095
RC103_point0,23,РАЗОШЛОСЬ,140,0.003714148616085211,0.12008450904474888,0.12740953137275746,0.04827494895203177,0.024944932389070473,-0.01656045900527703,0.10203662674277414,-0.05107857106113611,-0.06236768703483664,-0.30090158047286764,-0.5669206984199149,-0.1750444450353439
RC103_point50,23,РАЗОШЛОСЬ,140,0.003321963896252278,1.0319814380821413e-05,-0.0014942919610128058,-0.04861448042200456,-0.02890207510581888,-0.4557617365750444,-0.42952224653109994,-0.17658481711891882,-0.18936157878884918,0.25031335620611106,-2.531140512528185,-0.04682016089712082
