ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
3932,1320.247,30.932,27.085,22.784,4.215,21.857,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3933,1320.570,6.673,27.096,22.795,4.215,21.868,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3934,1320.893,36.377,27.107,22.806,4.215,21.879,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3935,1321.216,14.525,27.118,22.817,4.215,21.890,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3936,1321.539,20.229,27.130,22.828,4.216,21.901,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3937,1321.862,26.117,27.141,22.839,4.216,21.911,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3938,1322.185,19.599,27.152,22.850,4.216,21.922,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3939,1322.508,33.413,27.163,22.861,4.217,21.933,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3940,1322.831,22.896,27.174,22.872,4.217,21.944,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3941,1323.154,31.191,27.186,22.883,4.217,21.955,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3942,1323.478,26.970,27.197,22.893,4.218,21.966,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3943,1323.801,27.599,27.208,22.904,4.218,21.977,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3944,1324.124,26.673,27.220,22.915,4.219,21.988,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3945,1324.447,24.488,27.231,22.926,4.219,21.999,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3946,1324.770,28.192,27.243,22.937,4.220,22.010,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3947,1325.093,15.673,27.255,22.948,4.221,22.021,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3948,1325.416,26.636,27.266,22.959,4.221,22.032,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3949,1325.739,22.007,27.278,22.970,4.222,22.043,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3950,1326.062,21.525,27.290,22.981,4.223,22.054,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3951,1326.385,29.006,27.301,22.992,4.223,22.065,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3952,1326.708,26.859,27.313,23.003,4.224,22.076,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3953,1327.031,15.637,27.325,23.013,4.225,22.087,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3954,1327.354,21.859,27.337,23.024,4.225,22.098,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3955,1327.678,25.303,27.348,23.035,4.226,22.109,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3956,1328.001,38.377,27.360,23.046,4.227,22.120,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3957,1328.324,25.711,27.372,23.057,4.228,22.131,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3958,1328.647,24.525,27.383,23.068,4.228,22.142,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3959,1328.970,13.340,27.395,23.079,4.229,22.152,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3960,1329.293,18.859,27.407,23.090,4.230,22.163,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3961,1329.616,21.340,27.419,23.101,4.231,22.174,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3962,1329.939,27.044,27.430,23.112,4.232,22.185,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3963,1330.262,33.970,27.442,23.122,4.232,22.196,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3964,1330.585,31.377,27.454,23.133,4.233,22.207,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3965,1330.908,19.340,27.465,23.144,4.234,22.218,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3966,1331.231,26.118,27.477,23.155,4.235,22.229,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3967,1331.554,23.082,27.489,23.166,4.236,22.239,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3968,1331.877,25.822,27.501,23.177,4.237,22.250,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3969,1332.200,23.266,27.512,23.188,4.238,22.261,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3970,1332.523,28.303,27.524,23.199,4.239,22.272,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3971,1332.847,32.933,27.536,23.210,4.240,22.283,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3972,1333.170,22.155,27.548,23.221,4.241,22.294,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3973,1333.493,26.415,27.559,23.231,4.242,22.304,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3974,1333.816,5.823,27.571,23.242,4.243,22.315,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3975,1334.139,22.340,27.583,23.253,4.244,22.326,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3976,1334.462,23.563,27.595,23.264,4.245,22.337,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3977,1334.785,33.267,27.607,23.275,4.246,22.348,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3978,1335.108,21.304,27.618,23.286,4.247,22.358,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3979,1335.431,44.230,27.630,23.297,4.248,22.369,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3980,1335.754,32.045,27.642,23.308,4.249,22.380,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3981,1336.077,19.006,27.654,23.319,4.250,22.391,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3982,1336.400,37.377,27.666,23.330,4.251,22.402,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3983,1336.723,23.192,27.678,23.340,4.253,22.412,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3984,1337.046,18.600,27.690,23.351,4.254,22.423,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3985,1337.369,24.563,27.702,23.362,4.255,22.434,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3986,1337.692,22.563,27.714,23.373,4.256,22.445,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3987,1338.015,15.489,27.726,23.384,4.257,22.455,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3988,1338.338,12.600,27.738,23.395,4.259,22.466,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3989,1338.661,11.452,27.750,23.406,4.260,22.477,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3990,1338.984,22.415,27.762,23.417,4.261,22.488,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3991,1339.307,21.378,27.774,23.428,4.263,22.499,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3992,1339.630,22.674,27.786,23.439,4.264,22.510,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3993,1339.953,14.749,27.799,23.450,4.265,22.520,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3994,1340.276,28.415,27.811,23.460,4.267,22.531,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3995,1340.599,18.786,27.823,23.471,4.268,22.542,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3996,1340.922,27.823,27.836,23.482,4.270,22.553,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3997,1341.246,24.749,27.848,23.493,4.271,22.564,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3998,1341.569,8.082,27.860,23.504,4.273,22.575,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
3999,1341.892,28.415,27.873,23.515,4.275,22.586,0.000,1.013,0.000,0.000,0.000,0.000,0.000,0.000
4000,1342.215,30.340,27.886,23.526,4.276,22.597,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4001,1342.538,22.637,27.898,23.537,4.278,22.608,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4002,1342.861,12.749,27.911,23.548,4.280,22.619,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4003,1343.184,23.934,27.924,23.559,4.282,22.630,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4004,1343.507,17.823,27.937,23.569,4.284,22.641,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4005,1343.830,28.526,27.950,23.580,4.286,22.652,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4006,1344.153,31.082,27.962,23.591,4.287,22.663,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4007,1344.476,17.083,27.975,23.602,4.289,22.673,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4008,1344.799,15.304,27.988,23.613,4.291,22.684,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4009,1345.122,30.749,28.001,23.624,4.293,22.695,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4010,1345.445,29.638,28.013,23.635,4.295,22.706,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4011,1345.768,14.193,28.026,23.646,4.297,22.717,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4012,1346.091,9.453,28.039,23.657,4.299,22.727,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4013,1346.414,25.897,28.051,23.668,4.301,22.738,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4014,1346.737,27.490,28.064,23.678,4.303,22.749,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4015,1347.060,32.786,28.077,23.689,4.305,22.759,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4016,1347.383,20.379,28.089,23.700,4.307,22.770,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4017,1347.706,16.675,28.102,23.711,4.309,22.781,0.000,1.012,0.000,0.000,0.000,0.000,0.000,0.000
4018,1348.029,29.860,28.114,23.722,4.311,22.792,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4019,1348.352,30.121,28.127,23.733,4.313,22.802,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4020,1348.675,27.971,28.140,23.744,4.315,22.813,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4021,1348.998,14.231,28.152,23.755,4.317,22.823,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4022,1349.321,15.454,28.165,23.766,4.319,22.834,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4023,1349.644,27.602,28.177,23.777,4.321,22.845,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4024,1349.967,20.861,28.189,23.788,4.323,22.855,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4025,1350.290,20.527,28.202,23.798,4.325,22.866,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4026,1350.613,25.934,28.214,23.809,4.327,22.877,0.000,1.011,0.000,0.000,0.000,0.000,0.000,0.000
4027,1350.936,7.046,28.227,23.820,4.329,22.887,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4028,1351.259,36.046,28.239,23.831,4.331,22.898,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4029,1351.582,14.676,28.251,23.842,4.333,22.908,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4030,1351.905,20.269,28.264,23.853,4.335,22.919,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4031,1352.228,18.824,28.276,23.864,4.337,22.929,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4032,1352.551,38.861,28.288,23.875,4.339,22.940,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4033,1352.874,34.602,28.301,23.886,4.340,22.951,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4034,1353.197,24.379,28.313,23.897,4.342,22.961,0.000,1.010,0.000,0.000,0.000,0.000,0.000,0.000
4035,1353.520,19.491,28.325,23.907,4.344,22.972,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4036,1353.843,33.565,28.338,23.918,4.346,22.982,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4037,1354.166,26.342,28.350,23.929,4.348,22.993,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4038,1354.489,11.343,28.362,23.940,4.350,23.003,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4039,1354.812,22.380,28.374,23.951,4.351,23.014,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4040,1355.135,11.750,28.386,23.962,4.353,23.025,0.000,1.009,0.000,0.000,0.000,0.000,0.000,0.000
4041,1355.458,24.713,28.399,23.973,4.355,23.035,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4042,1355.781,12.453,28.411,23.984,4.357,23.046,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4043,1356.104,41.010,28.423,23.995,4.358,23.056,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4044,1356.427,13.825,28.435,24.006,4.360,23.067,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4045,1356.750,20.602,28.448,24.016,4.362,23.078,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4046,1357.073,33.342,28.460,24.027,4.364,23.089,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4047,1357.396,19.789,28.472,24.038,4.365,23.099,0.000,1.008,0.000,0.000,0.000,0.000,0.000,0.000
4048,1357.719,28.380,28.484,24.049,4.367,23.110,0.000,1.007,0.000,0.000,0.000,0.000,0.000,0.000
4049,1358.042,16.750,28.496,24.060,4.369,23.121,0.000,1.007,0.000,0.000,0.000,0.000,0.000,0.000
4050,1358.365,10.380,28.508,24.071,4.370,23.131,0.000,1.007,0.000,0.000,0.000,0.000,0.000,0.000
4051,1358.688,24.713,28.520,24.082,4.372,23.142,0.000,1.007,0.000,0.000,0.000,0.000,0.000,0.000
4052,1359.011,19.898,28.532,24.093,4.373,23.152,0.000,1.007,0.000,0.000,0.000,0.000,0.000,0.000
4053,1359.334,23.232,28.544,24.104,4.375,23.163,0.000,1.006,0.000,0.000,0.000,0.000,0.000,0.000
4054,1359.657,23.084,28.556,24.115,4.376,23.174,0.000,1.006,0.000,0.000,0.000,0.000,0.000,0.000
4055,1359.980,27.714,28.568,24.125,4.378,23.184,0.000,1.006,0.000,0.000,0.000,0.000,0.000,0.000
4056,1360.303,27.085,28.579,24.136,4.379,23.195,0.000,1.006,0.000,0.000,0.000,0.000,0.000,0.000
4057,1360.626,37.084,28.591,24.147,4.380,23.205,0.000,1.006,0.000,0.000,0.000,0.000,0.000,0.000
4058,1360.949,18.232,28.603,24.158,4.382,23.216,0.000,1.005,0.000,0.000,0.000,0.000,0.000,0.000
4059,1361.272,14.863,28.614,24.169,4.383,23.226,0.000,1.005,0.000,0.000,0.000,0.000,0.000,0.000
4060,1361.595,17.604,28.626,24.180,4.384,23.237,0.000,1.005,0.000,0.000,0.000,0.000,0.000,0.000
4061,1361.918,18.752,28.637,24.191,4.386,23.247,0.000,1.005,0.000,0.000,0.000,0.000,0.000,0.000
4062,1362.241,17.936,28.649,24.202,4.387,23.258,0.000,1.004,0.000,0.000,0.000,0.000,0.000,0.000
4063,1362.564,19.899,28.660,24.213,4.388,23.268,0.000,1.004,0.000,0.000,0.000,0.000,0.000,0.000
4064,1362.887,24.603,28.671,24.224,4.389,23.278,0.000,1.004,0.000,0.000,0.000,0.000,0.000,0.000
4065,1363.210,24.788,28.682,24.235,4.390,23.289,0.000,1.003,0.000,0.000,0.000,0.000,0.000,0.000
4066,1363.533,10.974,28.694,24.245,4.391,23.299,0.000,1.003,0.000,0.000,0.000,0.000,0.000,0.000
4067,1363.856,33.974,28.705,24.256,4.392,23.310,0.000,1.003,0.000,0.000,0.000,0.000,0.000,0.000
4068,1364.179,18.566,28.716,24.267,4.393,23.320,0.000,1.003,0.000,0.000,0.000,0.000,0.000,0.000
4069,1364.502,8.789,28.727,24.278,4.394,23.331,0.000,1.002,0.000,0.000,0.000,0.000,0.000,0.000
4070,1364.825,18.121,28.738,24.289,4.395,23.341,0.000,1.002,0.000,0.000,0.000,0.000,0.000,0.000
4071,1365.148,28.864,28.749,24.300,4.396,23.351,0.000,1.002,0.000,0.000,0.000,0.000,0.000,0.000
4072,1365.471,33.492,28.759,24.311,4.396,23.362,0.000,1.001,0.000,0.000,0.000,0.000,0.000,0.000
4073,1365.794,40.861,28.770,24.322,4.397,23.372,0.000,1.001,0.000,0.000,0.000,0.000,0.000,0.000
4074,1366.118,32.344,28.781,24.333,4.398,23.382,0.000,1.001,0.000,0.000,0.000,0.000,0.000,0.000
4075,1366.441,7.603,28.792,24.344,4.399,23.393,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
4076,1366.764,24.345,28.802,24.354,4.399,23.403,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
4077,1367.087,31.418,28.813,24.365,4.400,23.413,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
4078,1367.410,12.048,28.823,24.376,4.400,23.424,0.000,0.999,0.000,0.000,0.000,0.000,0.000,0.000
4079,1367.733,16.271,28.834,24.387,4.401,23.434,0.000,0.999,0.000,0.000,0.000,0.000,0.000,0.000
4080,1368.056,30.456,28.844,24.398,4.401,23.444,0.000,0.999,0.000,0.000,0.000,0.000,0.000,0.000
4081,1368.379,28.530,28.855,24.409,4.402,23.455,0.000,0.998,0.000,0.000,0.000,0.000,0.000,0.000
4082,1368.702,19.826,28.865,24.420,4.402,23.465,0.000,0.998,0.000,0.000,0.000,0.000,0.000,0.000
4083,1369.025,25.826,28.875,24.431,4.402,23.475,0.000,0.998,0.000,0.000,0.000,0.000,0.000,0.000
4084,1369.348,27.381,28.885,24.442,4.402,23.486,0.000,0.997,0.000,0.000,0.000,0.000,0.000,0.000
4085,1369.671,29.307,28.896,24.453,4.403,23.496,0.000,0.997,0.000,0.000,0.000,0.000,0.000,0.000
4086,1369.994,18.308,28.906,24.463,4.403,23.507,0.000,0.996,0.000,0.000,0.000,0.000,0.000,0.000
4087,1370.317,15.011,28.916,24.474,4.403,23.517,0.000,0.996,0.000,0.000,0.000,0.000,0.000,0.000
4088,1370.640,20.344,28.926,24.485,4.403,23.527,0.000,0.996,0.000,0.000,0.000,0.000,0.000,0.000
4089,1370.963,20.234,28.936,24.496,4.403,23.538,0.000,0.995,0.000,0.000,0.000,0.000,0.000,0.000
4090,1371.286,19.234,28.946,24.507,4.403,23.548,0.000,0.995,0.000,0.000,0.000,0.000,0.000,0.000
4091,1371.609,19.899,28.956,24.518,4.403,23.559,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000
4092,1371.932,16.197,28.966,24.529,4.403,23.569,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000
4093,1372.255,17.011,28.976,24.540,4.403,23.580,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000
4094,1372.578,28.233,28.986,24.551,4.403,23.590,0.000,0.993,0.000,0.000,0.000,0.000,0.000,0.000
4095,1372.901,20.233,28.996,24.562,4.403,23.601,0.000,0.993,0.000,0.000,0.000,0.000,0.000,0.000
4096,1373.224,15.307,29.006,24.572,4.402,23.611,0.000,0.992,0.000,0.000,0.000,0.000,0.000,0.000
4097,1373.547,17.678,29.015,24.583,4.402,23.622,0.000,0.992,0.000,0.000,0.000,0.000,0.000,0.000
4098,1373.870,24.567,29.025,24.594,4.402,23.632,0.000,0.991,0.000,0.000,0.000,0.000,0.000,0.000
4099,1374.193,22.901,29.035,24.605,4.401,23.643,0.000,0.991,0.000,0.000,0.000,0.000,0.000,0.000
4100,1374.516,11.604,29.044,24.616,4.401,23.653,0.000,0.990,0.000,0.000,0.000,0.000,0.000,0.000
4101,1374.839,36.640,29.054,24.627,4.400,23.664,0.000,0.990,0.000,0.000,0.000,0.000,0.000,0.000
4102,1375.162,31.641,29.063,24.638,4.400,23.674,0.000,0.990,0.000,0.000,0.000,0.000,0.000,0.000
4103,1375.485,30.085,29.073,24.649,4.399,23.685,0.000,0.989,0.000,0.000,0.000,0.000,0.000,0.000
4104,1375.808,26.234,29.082,24.660,4.398,23.695,0.000,0.989,0.000,0.000,0.000,0.000,0.000,0.000
4105,1376.131,19.197,29.091,24.671,4.398,23.705,0.000,0.988,0.000,0.000,0.000,0.000,0.000,0.000
4106,1376.454,0.000,29.100,24.682,4.397,23.716,0.000,0.988,0.000,0.000,0.000,0.000,0.000,0.000
4107,1376.777,38.900,29.109,24.692,4.396,23.726,0.000,0.987,0.000,0.000,0.000,0.000,0.000,0.000
4108,1377.100,19.159,29.118,24.703,4.395,23.737,0.000,0.987,0.000,0.000,0.000,0.000,0.000,0.000
4109,1377.424,32.345,29.127,24.714,4.394,23.747,0.000,0.986,0.000,0.000,0.000,0.000,0.000,0.000
4110,1377.747,13.086,29.136,24.725,4.393,23.757,0.000,0.986,0.000,0.000,0.000,0.000,0.000,0.000
4111,1378.070,28.864,29.145,24.736,4.392,23.768,0.000,0.985,0.000,0.000,0.000,0.000,0.000,0.000
4112,1378.393,20.863,29.154,24.747,4.391,23.778,0.000,0.985,0.000,0.000,0.000,0.000,0.000,0.000
4113,1378.716,19.900,29.163,24.758,4.390,23.789,0.000,0.984,0.000,0.000,0.000,0.000,0.000,0.000
4114,1379.039,22.271,29.171,24.769,4.389,23.799,0.000,0.983,0.000,0.000,0.000,0.000,0.000,0.000
4115,1379.362,15.382,29.180,24.780,4.388,23.809,0.000,0.983,0.000,0.000,0.000,0.000,0.000,0.000
4116,1379.685,12.752,29.188,24.791,4.386,23.820,0.000,0.982,0.000,0.000,0.000,0.000,0.000,0.000
4117,1380.008,21.270,29.197,24.801,4.385,23.830,0.000,0.982,0.000,0.000,0.000,0.000,0.000,0.000
4118,1380.331,30.530,29.205,24.812,4.384,23.840,0.000,0.981,0.000,0.000,0.000,0.000,0.000,0.000
4119,1380.654,7.197,29.214,24.823,4.382,23.851,0.000,0.981,0.000,0.000,0.000,0.000,0.000,0.000
4120,1380.977,30.493,29.222,24.834,4.381,23.861,0.000,0.980,0.000,0.000,0.000,0.000,0.000,0.000
4121,1381.300,33.419,29.231,24.845,4.379,23.872,0.000,0.980,0.000,0.000,0.000,0.000,0.000,0.000
4122,1381.623,20.827,29.239,24.856,4.378,23.882,0.000,0.979,0.000,0.000,0.000,0.000,0.000,0.000
4123,1381.946,15.640,29.221,24.841,4.373,23.870,0.000,0.978,0.000,0.000,0.000,0.000,0.000,0.000
4124,1382.269,20.604,29.203,24.826,4.369,23.858,0.000,0.976,0.000,0.000,0.000,0.000,0.000,0.000
4125,1382.592,20.382,29.185,24.810,4.364,23.846,0.000,0.975,0.000,0.000,0.000,0.000,0.000,0.000
4126,1382.915,28.160,29.167,24.795,4.360,23.834,0.000,0.974,0.000,0.000,0.000,0.000,0.000,0.000
4127,1383.239,13.493,29.149,24.780,4.355,23.822,0.000,0.972,0.000,0.000,0.000,0.000,0.000,0.000
4128,1383.562,19.234,29.131,24.765,4.350,23.810,0.000,0.971,0.000,0.000,0.000,0.000,0.000,0.000
4129,1383.885,8.123,29.113,24.750,4.345,23.798,0.000,0.970,0.000,0.000,0.000,0.000,0.000,0.000
4130,1384.208,30.012,29.095,24.735,4.341,23.786,0.000,0.968,0.000,0.000,0.000,0.000,0.000,0.000
4131,1384.531,30.085,29.077,24.719,4.336,23.774,0.000,0.967,0.000,0.000,0.000,0.000,0.000,0.000
4132,1384.854,33.419,29.059,24.704,4.331,23.762,0.000,0.966,0.000,0.000,0.000,0.000,0.000,0.000
4133,1385.177,29.790,29.041,24.689,4.326,23.750,0.000,0.964,0.000,0.000,0.000,0.000,0.000,0.000
4134,1385.500,49.233,29.023,24.674,4.321,23.738,0.000,0.963,0.000,0.000,0.000,0.000,0.000,0.000
4135,1385.823,35.381,29.004,24.659,4.316,23.726,0.000,0.962,0.000,0.000,0.000,0.000,0.000,0.000
4136,1386.146,18.901,28.986,24.644,4.312,23.714,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000
4137,1386.469,20.493,28.968,24.628,4.307,23.703,0.000,0.959,0.000,0.000,0.000,0.000,0.000,0.000
4138,1386.792,26.345,28.950,24.613,4.302,23.691,0.000,0.958,0.000,0.000,0.000,0.000,0.000,0.000
4139,1387.115,25.679,28.932,24.598,4.297,23.679,0.000,0.956,0.000,0.000,0.000,0.000,0.000,0.000
4140,1387.439,28.679,28.914,24.583,4.292,23.667,0.000,0.955,0.000,0.000,0.000,0.000,0.000,0.000
4141,1387.762,28.381,28.895,24.568,4.287,23.655,0.000,0.954,0.000,0.000,0.000,0.000,0.000,0.000
4142,1388.085,28.456,28.877,24.553,4.282,23.643,0.000,0.952,0.000,0.000,0.000,0.000,0.000,0.000
4143,1388.408,44.641,28.859,24.537,4.277,23.632,0.000,0.951,0.000,0.000,0.000,0.000,0.000,0.000
4144,1388.731,20.271,28.841,24.522,4.272,23.620,0.000,0.950,0.000,0.000,0.000,0.000,0.000,0.000
4145,1389.054,14.420,28.823,24.507,4.267,23.608,0.000,0.948,0.000,0.000,0.000,0.000,0.000,0.000
4146,1389.377,20.012,28.805,24.492,4.262,23.596,0.000,0.947,0.000,0.000,0.000,0.000,0.000,0.000
4147,1389.700,22.197,28.787,24.477,4.256,23.585,0.000,0.945,0.000,0.000,0.000,0.000,0.000,0.000
4148,1390.023,20.234,28.768,24.462,4.251,23.573,0.000,0.944,0.000,0.000,0.000,0.000,0.000,0.000
4149,1390.346,16.457,28.750,24.446,4.246,23.561,0.000,0.943,0.000,0.000,0.000,0.000,0.000,0.000
4150,1390.669,29.085,28.732,24.431,4.241,23.549,0.000,0.941,0.000,0.000,0.000,0.000,0.000,0.000
4151,1390.993,28.493,28.714,24.416,4.236,23.538,0.000,0.940,0.000,0.000,0.000,0.000,0.000,0.000
4152,1391.316,34.197,28.695,24.401,4.231,23.526,0.000,0.939,0.000,0.000,0.000,0.000,0.000,0.000
4153,1391.639,39.492,28.677,24.386,4.226,23.514,0.000,0.937,0.000,0.000,0.000,0.000,0.000,0.000
4154,1391.962,30.123,28.659,24.371,4.221,23.502,0.000,0.936,0.000,0.000,0.000,0.000,0.000,0.000
4155,1392.285,41.640,28.640,24.355,4.215,23.491,0.000,0.934,0.000,0.000,0.000,0.000,0.000,0.000
4156,1392.608,23.197,28.622,24.340,4.210,23.479,0.000,0.933,0.000,0.000,0.000,0.000,0.000,0.000
4157,1392.931,23.974,28.604,24.325,4.205,23.467,0.000,0.932,0.000,0.000,0.000,0.000,0.000,0.000
4158,1393.254,21.345,28.585,24.310,4.200,23.455,0.000,0.930,0.000,0.000,0.000,0.000,0.000,0.000
4159,1393.577,13.122,28.567,24.295,4.195,23.443,0.000,0.929,0.000,0.000,0.000,0.000,0.000,0.000
4160,1393.901,27.382,28.549,24.280,4.190,23.431,0.000,0.927,0.000,0.000,0.000,0.000,0.000,0.000
4161,1394.224,32.085,28.530,24.264,4.185,23.420,0.000,0.926,0.000,0.000,0.000,0.000,0.000,0.000
4162,1394.547,32.826,28.512,24.249,4.180,23.408,0.000,0.925,0.000,0.000,0.000,0.000,0.000,0.000
