call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,35,26,1050,0,22,0,1.0354196853321819E-08,103.54196853321818,-569510.29815254256,-1.0166258188498662E-09,-0.0981849034986923,1.7863044377008919E-11,0
2,35,26,1050,0,22,0,1.0354196853321819E-08,103.54196853321818,-569510.29815254256,-1.0166258188498662E-09,-0.0981849034986923,1.7863044377008919E-11,0
3,35,25,1050,0,22,0,1.0330114514293247E-08,103.30114514293247,-503619.09269571537,-3.7462827929590569E-10,-0.036265646307942843,3.4852121189032914E-11,0
4,35,25,1050,0,22,0,1.0337767296406226E-08,103.37767296406226,-496839.58737774397,-3.7271458025733566E-10,-0.036053682538095481,1.5170087408478139E-11,0
5,36,25,1080,0,22,0,1.0354196853321819E-08,103.54196853321818,-571523.78806520987,-7.4524707026745528E-19,-7.1975362340958993E-11,1.4736656339664478E-11,0
6,36,25,1080,0,23,0,1.0332929715570616E-08,103.32929715570616,-506679.84072608594,-4.3507983222836049E-19,-4.2106144549956815E-11,2.3909763058327371E-11,0
7,36,25,1080,0,23,0,1.0341969595364908E-08,103.41969595364907,-500798.78716973151,-4.0279178556734974E-19,-3.8947299337243659E-11,1.8047785488306545E-11,0
8,35,26,1050,0,22,0,1.0354196853321819E-08,103.54196853321818,-570200.72516030632,-2.0618374226613741E-10,-0.019913059910580108,2.049915792667889E-11,0
9,35,25,1050,0,23,0,1.0324505866006521E-08,103.24505866006521,-506020.1841951494,-8.1398531988419423E-11,-0.0078840123725847679,3.6834535421803594E-11,0
10,35,25,1050,0,23,0,1.0332249960382856E-08,103.32249960382856,-499779.71705273027,-9.5217411155402829E-11,-0.0092155543584888835,3.11928260998684E-11,0
11,35,26,1050,0,22,0,1.0354196853321819E-08,103.54196853321818,-570119.00372380542,-2.0535012329423959E-10,-0.019832549661093168,2.1600499167107046E-11,0
12,35,25,1050,0,23,0,1.0322080640571529E-08,103.22080640571528,-505953.23580941779,-8.0994411964397407E-11,-0.00784671373773658,1.9674928353197174E-11,0
13,35,25,1050,0,23,0,1.0329467424189322E-08,103.2946742418932,-499726.03547330195,-9.4759916590245862E-11,-0.00917374659300819,2.2652102416031994E-11,0
14,35,26,1050,0,22,0,1.0354196853321819E-08,103.54196853321818,-570080.17083049973,-2.0499315509915965E-10,-0.019798073960067122,1.7223555914824829E-11,0
15,35,25,1050,0,23,0,1.0321064598218118E-08,103.21064598218118,-505835.48809062043,-8.0788372535831888E-11,-0.0078275231946304848,3.170441686961567E-11,0
16,35,25,1050,0,23,0,1.0328345165540335E-08,103.28345165540334,-499608.33407083806,-9.4534095848269919E-11,-0.0091528792205430032,5.4562576679018093E-11,0
17,24,24,720,0,22,0,1.0354196853321819E-08,103.54196853321818,-569816.55536436767,-4.0064726031470866E-05,-3869.4189997573167,1.453770437365165E-11,0
18,24,23,720,0,22,0,1.0319717333283855E-08,103.19717333283855,-506517.60353627894,-2.2831277209194468E-05,-2212.3936607795913,3.3374192298651906E-11,0
19,24,23,720,0,22,0,1.0327301082528594E-08,103.27301082528594,-499417.96952298167,-2.2164489013802406E-05,-2146.2034307588451,1.092246293410426E-10,0
