call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,34,21,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-562396.674975874,-1.4277733655053255E-19,-1.3789320270140191E-11,1.8616219676914625E-11,0
2,34,21,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-562396.674975874,-1.4277733655053255E-19,-1.3789320270140191E-11,1.8616219676914625E-11,0
3,34,21,1020,0,19,0,1.0293457532579313E-08,102.93457532579312,-470970.01201391843,-9.3795401962556977E-20,-9.1121376530373582E-12,8.0575546235195361E-12,0
4,34,21,1020,0,19,0,1.0282183903687258E-08,102.82183903687257,-464822.09207023279,-9.3024987626490532E-20,-9.0472013044943845E-12,4.1801229144766694E-11,0
5,34,21,1020,0,19,0,1.0354196853321835E-08,103.54196853321835,-561920.10843197664,-9.3170407988463261E-20,-8.9983230286540591E-12,3.4972913454112131E-11,0
6,34,21,1020,0,19,0,1.0293409675849023E-08,102.93409675849023,-469170.18184957694,-6.78004028102371E-20,-6.5867778457622474E-12,5.3645976549887564E-12,0
7,34,21,1020,0,19,0,1.0281936152696995E-08,102.81936152696996,-463372.46362291975,-6.752419683156494E-20,-6.5672647474914592E-12,2.9906743748142617E-11,0
8,33,25,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-566744.387321229,9.4123637883436474E-09,0.90903852048398825,2.1784430970228641E-07,0
9,33,25,990,0,22,0,1.030266103560225E-08,103.02661035602249,-491902.88515871391,8.9833720340800211E-09,0.8719467721044839,1.3378690510990054E-07,0
10,33,25,990,0,22,0,1.0296153038284363E-08,102.96153038284362,-484989.52198453917,8.9054731699142612E-09,0.86493209034489749,3.5336839232513739E-08,0
11,33,25,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-566716.91447571362,9.4370313930783847E-09,0.911420897899077,3.2210640199537011E-07,0
12,33,25,990,0,22,0,1.0307962565115534E-08,103.07962565115534,-492115.01877385553,9.0145632626670689E-09,0.87452425304437764,7.0006258567900659E-08,0
13,33,25,990,0,22,0,1.0301698491147258E-08,103.01698491147258,-485201.34207859059,8.9373687121762567E-09,0.86756263735116734,8.35893843031954E-09,0
14,33,25,990,0,22,0,1.0354196853321835E-08,103.54196853321835,-566707.97642241011,9.4471125390116141E-09,0.91239452686094047,8.253331884588988E-08,0
15,33,25,990,0,22,0,1.0309235138737927E-08,103.09235138737927,-492179.67039844522,9.0265210217130559E-09,0.87557620912098977,2.0126347521909338E-07,0
16,33,25,990,0,22,0,1.0303149231212968E-08,103.03149231212967,-485271.06249542005,8.9495253883671556E-09,0.86862037883086618,5.691063620361092E-08,0
17,24,23,720,0,21,0,1.0354196853321835E-08,103.54196853321835,-566701.44900319632,-2.4809869163037318E-05,-2396.117199092831,1.7693224663162255E-10,0
18,24,23,720,0,21,0,1.0309239164649176E-08,103.09239164649175,-492148.82432397135,-1.3057605154857994E-05,-1266.5925143761417,5.113420797897561E-11,0
19,24,23,720,0,21,0,1.0303152183275151E-08,103.03152183275151,-485229.69219868467,-1.3118360080062452E-05,-1273.2375341749448,1.971400820366398E-10,0
